HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,MONEYPY,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,HEATED,TYPEHOME,AREA1980,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,HUMIDITY,KWH,BTUEL,CUFEETNG,BTUNG,BTUCONV,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ
1100,8726,1,1,1,1,7,1,0,1,1,16,0,0,1,1,1,1,1,0,1,0,0,896,31,1,791,374,115,1768,2634,3663,4864,6231,67,3204,10932,1136,116636,1027,12577,73780,9999999,75143,9999999,34273,7712,7220,838,9999999,2382,9999999
1101,13183,3,6,4,5,5,5,0,1,5,14,1,1,1,1,1,0,0,0,0,0,0,2640,21,4,1341,617,176,861,1519,2368,3368,4520,74,23151,78991,999999,9999999,1027,65634,9999999,27414,9999999,13620,9999999,20394,9999999,4882,9999999,12681,3388
1102,19797,3,7,2,5,3,5,1,0,5,1,1,1,1,1,1,0,0,0,0,0,0,975,41,1,2788,1886,1128,416,745,1263,1995,2912,66,15131,51629,999999,9999999,1027,41951,9999999,6972,9999999,8663,9999999,9032,9999999,19271,9999999,7691,9999999
1103,19217,3,7,4,5,3,5,1,0,5,25,1,1,1,1,1,0,0,0,0,0,1,5065,21,1,2256,1423,762,597,1101,1782,2623,3608,59,43634,148879,3535,363000,1027,143828,39571,49053,9999999,12758,9999999,47151,363000,25135,9999999,14782,9999999
1104,26831,4,9,3,1,6,1,9,9,0,20,0,0,0,0,1,1,1,0,0,0,0,400,41,1,937,316,89,40,168,546,1302,2497,72,1018,3473,102,10505,1027,2532,14980,9999999,2903,9999999,7602,2525,9999999,9999999,9999999,948,9999999
1105,22749,3,7,3,7,8,5,9,9,2,12,1,1,0,1,1,0,0,0,0,0,0,980,21,2,2742,1752,943,245,518,956,1562,2385,75,11438,39026,999999,9999999,1027,35744,9999999,2599,9999999,11338,9999999,22726,9999999,9999999,9999999,2363,8074
1106,11490,1,1,5,3,3,3,9,9,5,23,0,1,0,1,1,0,0,0,0,0,0,2632,21,2,659,247,61,1931,2841,3927,5187,6607,67,8453,28842,999999,9999999,1027,31903,9999999,1981,9999999,9999999,9999999,21964,9999999,9999999,9999999,4897,9999999
1107,24999,2,3,4,5,5,5,0,1,5,18,1,1,1,1,1,0,0,0,0,0,0,595,41,1,847,328,81,1806,2677,3664,4812,6141,69,7238,24696,999999,9999999,1027,19733,9999999,8065,9999999,6861,9999999,5387,9999999,1025,9999999,3358,9999999
1108,27122,3,6,9,1,3,1,1,0,5,25,0,0,1,1,1,1,1,0,0,0,0,4258,21,2,1644,914,388,976,1642,2474,3466,4585,71,21708,74068,1250,128330,1027,67062,111260,9999999,89175,9999999,39155,38322,9999999,21590,9999999,14156,9999999
1109,7862,1,1,6,3,2,3,9,9,5,18,0,0,0,1,1,0,0,0,0,0,0,1920,22,2,722,249,37,1983,2894,3976,5193,6557,70,11150,38044,999999,9999999,1027,26832,9999999,9999999,9999999,9999999,9999999,34286,9999999,9999999,9999999,3758,9999999
1110,10870,4,8,4,1,3,1,9,9,5,15,0,0,0,1,1,1,1,0,0,0,0,1230,21,4,1953,1174,538,602,1076,1759,2576,3626,51,4865,16599,667,68501,1027,15416,63040,9999999,53042,9999999,15459,9951,9999999,9999999,9999999,6648,9999999
1111,16681,4,9,5,5,3,5,9,9,5,17,1,1,0,1,1,0,0,0,0,0,0,1940,21,2,141,34,3,1791,2944,4173,5620,7348,71,35470,121024,999999,9999999,1027,84767,9999999,45456,9999999,35374,9999999,36576,9999999,9999999,9999999,3618,9999999
1112,10726,1,1,1,1,2,1,0,1,1,16,0,0,1,1,1,1,1,0,1,0,0,770,31,1,656,243,33,2073,2987,4081,5331,6731,70,1951,6657,925,95047,1027,8843,72360,9999999,73354,9999999,17567,2987,4126,562,9999999,3108,9999999
1113,21252,4,9,8,1,3,1,1,0,1,18,0,0,1,1,1,1,1,0,1,0,0,1242,22,2,121,13,0,207,611,1346,2535,4377,77,3710,12659,486,49874,1027,12446,56755,9999999,29841,9999999,14930,11114,5103,9999999,9999999,1545,9999999
1114,13160,3,6,6,5,4,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1026,21,1,1820,1075,540,503,983,1685,2598,3659,73,15064,51398,999999,9999999,1027,48829,9999999,9112,9999999,10400,9999999,14633,9999999,11121,9999999,6132,9999999
1115,21327,3,7,3,1,3,1,0,1,1,17,0,0,1,1,1,1,1,0,1,0,1,1375,21,2,2842,1797,986,98,269,608,1181,1936,76,9801,33441,734,75350,1027,27645,62579,9999999,45368,9999999,18579,9143,11403,13001,9999999,11297,9999999
1116,20037,1,2,4,3,2,5,0,1,5,24,1,0,1,1,1,0,0,0,0,0,0,3799,21,2,1105,522,133,1518,2317,3258,4378,5650,67,11407,38921,999999,9999999,1027,50838,9999999,9999999,9999999,12545,9999999,21679,9999999,833,9999999,3864,2065
1117,10870,4,8,3,1,2,1,9,9,5,24,0,0,0,1,1,1,1,0,0,0,0,1860,21,4,107,18,1,4263,5446,6776,8253,9859,50,4559,15555,1754,180159,1027,20280,191092,9999999,161358,9999999,18801,11419,9999999,9999999,9999999,4136,9999999
1118,19424,2,3,4,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,1,1,2560,21,2,618,225,36,1970,2836,3903,5131,6569,71,9941,33919,1292,132678,1027,46529,133371,9999999,63571,9999999,25566,24777,43541,5883,9999999,3259,2648
1119,37301,3,5,4,5,5,5,9,9,5,15,1,1,0,1,1,0,0,0,0,0,0,2184,21,4,729,219,18,1250,2042,3009,4172,5501,69,7043,24031,999999,9999999,1027,57981,9999999,9407,9999999,4932,9999999,7699,9999999,9999999,9999999,1993,1587
1120,12449,1,1,5,3,2,3,9,9,5,24,0,1,0,1,1,0,0,0,0,0,0,2428,21,2,687,250,65,1892,2801,3882,5128,6532,67,3604,12297,999999,9999999,1027,19688,9999999,638,9999999,9999999,9999999,7868,9999999,9999999,9999999,3791,9999999
1121,23565,4,9,1,1,7,1,9,9,1,18,0,0,0,1,1,1,1,0,1,0,0,1236,31,1,172,22,0,125,441,1192,2455,4046,77,3006,10256,587,60298,1027,14014,65678,9999999,32548,9999999,22193,8946,5557,9999999,9999999,1310,9999999
1122,14642,1,2,3,3,2,3,1,0,5,22,0,1,1,1,1,0,1,0,1,0,0,2488,21,2,881,387,89,1712,2574,3590,4764,6086,67,9276,31650,215,22092,1027,45691,29269,4938,18666,9999999,9999999,17668,3426,4142,9999999,4902,2339
1123,15638,4,9,3,1,6,1,0,1,1,21,0,0,1,1,1,1,1,0,1,0,0,1066,21,2,707,204,51,335,785,1461,2453,3602,77,1372,4681,521,53553,1027,6991,45582,9999999,35058,9999999,14390,3009,4105,9999999,9999999,1672,9999999
1124,22470,3,5,4,1,3,1,1,0,1,23,0,1,1,1,1,1,1,0,1,0,0,2032,21,2,979,427,103,1338,2052,2972,4067,5330,68,8459,28862,809,83059,1027,28441,101820,1759,59741,9999999,18556,14242,4762,4641,9999999,8220,9999999
1125,44940,3,5,4,3,3,5,0,1,5,14,1,0,1,1,1,0,0,0,0,0,0,1185,21,2,1231,602,169,808,1546,2369,3364,4519,68,14838,50627,999999,9999999,1027,34519,9999999,9999999,9999999,17913,9999999,24552,9999999,2352,9999999,5810,4515
1126,19178,4,9,4,1,3,1,9,9,1,5,0,0,0,0,1,1,1,0,1,0,0,664,11,2,684,242,64,476,1054,1876,3044,4108,77,2053,7005,560,57487,1027,5674,66405,9999999,38474,9999999,14909,3362,4104,9999999,9999999,3643,9999999
1127,12657,3,6,3,1,3,1,0,1,5,23,0,0,1,1,1,1,1,0,0,1,0,3474,21,2,1578,856,341,618,1199,1970,2884,3987,75,13862,47297,849,87231,1027,30390,92593,9999999,68717,9999999,18389,37583,125,9999999,9999999,9714,7821
1128,19776,3,5,4,5,3,5,1,0,5,16,1,1,1,1,1,0,0,0,0,0,0,612,41,1,2579,1641,849,132,373,819,1523,2410,72,13058,44554,999999,9999999,1027,31006,9999999,6735,9999999,8243,9999999,14862,9999999,8495,9999999,6219,9999999
1129,24564,2,3,3,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,0,1,2156,21,2,674,267,64,3078,4087,5221,6484,7902,69,7664,26150,1255,128854,1027,19064,128130,9999999,87132,9999999,30401,17040,11321,5130,9999999,3980,9999999
1130,12926,1,1,4,5,5,5,0,1,5,23,1,1,1,1,1,0,0,0,0,0,0,1575,21,2,450,140,16,2533,3541,4726,6045,7544,66,13624,46485,999999,9999999,1027,55306,9999999,21538,9999999,7986,9999999,14528,9999999,9999999,9999999,2433,9999999
1131,25721,3,7,2,1,6,1,0,1,5,12,0,0,1,1,1,1,1,0,0,0,0,926,21,2,2433,1586,894,507,897,1518,2364,3360,66,14021,47840,374,38393,1027,24212,54889,9999999,28826,9999999,9567,19011,9999999,15927,9999999,12902,9999999
1132,31921,2,3,1,7,3,1,0,1,5,19,0,0,1,1,1,1,1,0,1,0,1,2147,21,2,827,370,108,2400,3301,4323,5514,6868,72,11229,38313,647,66410,1027,17026,56239,9999999,38660,9999999,17014,29086,10736,1955,9999999,7272,8647
1133,8006,2,4,4,1,3,1,1,0,1,25,0,0,1,1,1,1,1,0,1,1,1,3632,21,2,1150,601,223,1893,2763,3770,4901,6187,65,14001,47772,2762,283645,1027,44939,250408,9999999,222378,9999999,46658,26725,14609,9477,9999999,11570,9999999
1134,8621,2,4,6,5,5,1,0,1,5,16,0,1,1,1,1,1,0,0,0,0,0,572,41,2,1587,946,465,1396,2132,3013,4025,5192,71,3938,13436,44,4499,1027,15779,9748,5195,9999999,9999999,4499,4432,9999999,856,9999999,2953,9999999
1135,17920,2,3,2,1,3,5,9,9,1,15,1,0,0,0,1,0,1,0,1,0,0,2837,21,1,763,308,86,2369,3302,4348,5543,6919,70,5822,19865,1049,107688,1027,19592,97277,9999999,102228,10250,9999999,4848,5460,9999999,9999999,4767,9999999
1136,22470,3,5,6,5,4,5,1,0,5,24,1,1,1,1,1,0,0,0,0,0,0,2304,21,2,1881,1160,586,813,1421,2193,3140,4272,68,22605,77128,999999,9999999,1027,69838,9999999,15472,9999999,13767,9999999,23382,9999999,14239,9999999,10268,9999999
1137,13089,1,1,3,1,2,1,0,1,1,24,0,0,1,1,1,1,1,0,1,0,0,1434,21,1,782,315,71,1839,2726,3782,4993,6352,67,4990,17026,2346,240972,1027,23050,105525,9999999,165087,9999999,61021,10944,14864,2714,9999999,3368,9999999
1138,33220,1,2,1,1,2,1,0,1,1,22,0,0,1,1,1,1,1,0,1,0,0,1952,22,2,650,243,29,2223,3093,4184,5401,6815,69,5612,19148,1751,179838,1027,17036,153654,9999999,139184,9999999,32797,15109,7857,1099,9999999,2940,9999999
1139,15710,4,9,4,1,3,1,1,0,5,18,0,0,1,1,1,1,1,0,0,0,1,783,21,1,1378,646,203,45,176,503,1127,2290,66,5492,18739,480,49343,1027,28579,43374,9999999,23482,9999999,21501,12658,4360,4127,9999999,1954,9999999
1140,35804,1,2,4,1,3,1,9,9,1,20,0,0,0,1,1,1,1,0,1,0,0,2880,21,4,528,155,12,2159,3078,4169,5418,6874,68,5199,17739,672,69010,1027,22430,112654,9999999,51547,9999999,14489,9380,2974,9999999,9999999,8359,9999999
1141,9613,4,8,3,1,3,1,0,1,5,14,0,0,1,1,1,1,1,0,0,0,0,2228,21,4,1899,1142,475,678,1212,1903,2645,3723,51,15289,52166,920,94443,1027,50106,68284,9999999,67744,9999999,26699,26854,9999999,11705,9999999,13607,5496
1142,18542,3,5,5,4,11,5,9,9,5,17,1,1,0,1,1,0,0,0,0,0,0,1150,21,4,1782,1045,459,388,882,1658,2550,3639,72,7752,26450,999999,9999999,1027,32493,9999999,1700,9999999,9800,9999999,9875,9999999,9999999,9999999,5075,9999999
1143,22108,2,3,3,1,3,1,1,0,1,17,0,0,1,1,1,1,1,0,1,0,1,1736,21,2,725,307,75,2827,3805,4939,6194,7595,69,12167,41514,1163,119396,1027,30181,136523,9999999,99600,9999999,11721,21840,8075,6319,9999999,13355,9504
1144,16293,1,1,6,1,2,1,9,9,5,24,0,0,0,1,1,1,1,0,0,0,0,2016,21,2,595,194,19,1873,2799,3918,5163,6590,70,4862,16589,789,80987,1027,34358,80792,9999999,52617,9999999,28370,10459,9999999,9999999,9999999,6130,9999999
1145,17194,3,7,3,1,7,1,9,9,1,4,0,1,0,0,1,1,1,0,1,0,0,558,22,1,2410,1529,819,556,1025,1660,2444,3393,59,2690,9179,350,35937,1027,13948,55671,1181,17653,9999999,14400,4123,3884,9999999,9999999,3875,9999999
1146,14596,4,9,6,5,3,5,1,0,5,25,1,1,1,1,1,0,0,0,0,0,0,1218,22,2,1674,915,396,381,846,1454,2294,3219,53,15130,51624,999999,9999999,1027,41947,9999999,12078,9999999,9998,9999999,15987,9999999,6881,9999999,6680,9999999
1147,22470,3,5,7,5,4,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1743,22,2,1953,1204,608,781,1365,2107,3070,4239,68,16163,55148,999999,9999999,1027,52807,9999999,10615,9999999,9554,9999999,19534,9999999,10352,9999999,5093,9999999
1148,11211,4,8,5,1,3,1,1,0,5,8,0,1,1,1,1,1,1,0,0,0,0,819,41,1,1282,739,336,2243,3074,4064,5222,6507,39,2558,8728,357,36623,1027,13804,37451,639,27582,9999999,9041,3494,9999999,2481,9999999,2114,9999999
1149,11246,2,4,1,1,3,1,9,9,1,16,0,0,0,1,1,1,1,0,1,0,0,1152,31,4,1206,618,222,2049,2900,3939,5132,6465,69,3617,12341,1021,104831,1027,12924,98161,9999999,82605,9999999,18414,7304,3812,9999999,9999999,5037,9999999
1150,13358,1,2,4,3,3,5,9,9,5,17,1,0,0,1,1,0,0,0,0,0,0,1792,21,2,637,241,28,2273,3136,4227,5436,6859,69,13771,46987,999999,9999999,1027,40825,9999999,9999999,9999999,19361,9999999,24375,9999999,9999999,9999999,3251,3747
1151,21815,1,1,5,5,5,1,0,1,5,25,0,1,1,1,1,1,0,0,0,0,0,624,41,1,760,313,94,1840,2741,3812,5063,6486,67,2532,8639,907,93126,1027,15811,25588,3332,9999999,9999999,93126,3650,9999999,9999999,9999999,1657,9999999
1152,17884,4,8,3,1,1,1,9,9,5,24,0,0,0,1,1,1,1,0,0,0,0,4104,21,2,456,149,22,2553,3540,4653,5948,7454,52,10422,35560,2580,264969,1027,29388,181228,9999999,224070,9999999,40899,31804,9999999,9999999,9999999,3756,6557
1153,17022,4,9,4,5,5,5,9,9,5,5,1,1,0,1,1,0,0,0,0,0,0,441,41,1,232,77,12,1328,2241,3433,4876,6562,67,4772,16281,999999,9999999,1027,22316,9999999,5346,9999999,5736,9999999,3166,9999999,9999999,9999999,2033,9999999
1154,18731,2,3,2,1,6,1,9,9,1,8,0,0,0,1,1,1,1,0,1,0,1,644,21,2,676,275,71,2555,3488,4566,5801,7223,71,2819,9618,709,72853,1027,9470,87019,9999999,48684,9999999,17572,7952,6597,9999999,9999999,1666,9999999
1155,35678,2,3,1,1,3,1,0,1,1,9,0,0,1,0,1,1,1,0,1,0,1,1171,31,2,797,348,90,2366,3273,4339,5514,6889,68,1361,4644,1335,137059,1027,11245,106713,9999999,86297,9999999,36548,3496,14214,355,9999999,793,9999999
1156,17410,1,2,1,1,2,1,9,9,1,17,0,0,0,0,1,1,1,0,1,0,0,1200,31,1,986,488,151,1367,2165,3142,4289,5622,66,3800,12966,2696,276904,1027,7104,96094,9999999,213166,9999999,52307,7743,11431,9999999,9999999,5223,9999999
1157,26823,3,7,4,2,7,2,0,1,2,3,0,0,1,1,1,0,0,0,0,0,0,732,11,4,2271,1405,738,555,994,1624,2525,3628,70,1742,5944,999999,9999999,1027,9924,9999999,9999999,9999999,9999999,9999999,2097,9999999,973,9999999,2874,9999999
1158,21463,4,9,5,1,6,1,9,9,1,22,0,0,0,1,1,1,1,0,1,0,1,1030,31,1,951,321,90,40,166,538,1283,2474,72,1794,6121,372,38205,1027,6993,39120,9999999,13303,9999999,17052,4603,7850,9999999,9999999,1518,9999999
1159,12807,3,6,5,5,3,5,0,1,5,19,1,1,1,1,1,0,0,0,0,0,0,2582,21,4,1222,606,199,1061,1749,2613,3629,4823,71,18647,63624,999999,9999999,1027,59847,9999999,13495,9999999,14244,9999999,22515,9999999,7286,9999999,6084,3250
1160,17810,1,2,5,3,2,3,1,0,5,25,0,0,1,1,1,0,0,0,0,0,0,2628,21,2,461,117,10,2217,3165,4313,5630,7112,69,11912,40644,999999,9999999,1027,41798,9999999,9999999,9999999,9999999,9999999,24408,9999999,7522,9999999,8714,2474
1161,13831,4,9,3,1,6,1,9,9,1,18,0,0,0,1,1,1,1,0,1,0,0,1230,21,2,660,190,48,354,829,1542,2578,3645,77,4961,16927,673,69087,1027,15537,59229,9999999,43262,9999999,19411,12797,6414,9999999,9999999,4130,3235
1162,14146,3,6,5,5,4,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1987,21,2,1684,891,337,662,1290,2204,3143,4242,75,19265,65732,999999,9999999,1027,69654,9999999,17552,9999999,11130,9999999,22722,9999999,10414,9999999,3914,3088
1163,11459,3,6,2,1,6,5,0,1,5,17,1,0,1,1,1,0,1,0,0,0,0,874,21,4,1633,958,463,925,1563,2332,3292,4419,71,16392,55930,515,52890,1027,58413,62679,9999999,52890,14636,9999999,24988,9999999,9507,9999999,6799,5474
1164,19831,1,2,5,3,2,3,9,9,2,8,0,0,0,0,1,0,0,0,0,0,0,1097,21,2,1031,439,85,1462,2272,3231,4349,5623,71,2571,8772,999999,9999999,1027,10763,9999999,9999999,9999999,9999999,9999999,5437,9999999,9999999,9999999,3335,9999999
1165,16597,4,9,7,1,3,5,1,0,1,25,1,0,1,1,1,0,1,0,1,0,0,1870,21,2,1430,789,381,666,1179,1889,2843,4104,53,11013,37576,414,42515,1027,53937,55963,9999999,35026,8748,9999999,20204,7489,5534,9999999,3090,3744
1166,16612,3,6,1,2,7,5,0,1,5,3,1,0,1,1,1,0,0,0,0,0,0,532,21,4,1991,1182,556,343,736,1363,2203,3217,72,5175,17657,999999,9999999,1027,29319,9999999,9999999,9999999,2206,9999999,6610,9999999,2466,9999999,6375,9999999
1167,12991,2,4,5,1,3,1,1,0,5,18,0,0,1,1,1,1,1,0,0,0,0,2006,41,1,1082,606,279,2826,3732,4742,5835,7162,71,14093,48085,361,37076,1027,26670,58867,9999999,25912,9999999,11164,25779,9999999,13550,9999999,8756,7049
1168,17419,3,5,1,1,2,1,0,1,1,17,0,1,1,1,1,1,1,0,1,0,0,1915,21,1,2027,1250,631,748,1307,2018,2998,4205,68,9629,32854,1747,179366,1027,26076,142398,2048,148463,9999999,25033,19895,5870,3235,9999999,7676,4101
1169,30515,4,9,10,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,1,0,1948,31,2,4772,3523,2382,81,226,494,889,1525,66,10285,35092,305,31334,1027,33656,35059,9999999,16290,9999999,14919,12242,125,19271,9999999,3579,9999999
1170,26570,3,7,1,1,7,1,0,1,1,14,0,0,1,1,1,1,1,0,1,0,1,1920,21,1,2993,2024,1211,386,693,1175,1855,2723,66,12314,42015,664,68185,1027,36249,84159,9999999,45382,9999999,15276,21289,7527,12903,9999999,7823,6298
1171,19178,4,9,4,1,7,1,9,9,1,25,0,0,0,1,1,1,1,0,1,0,1,1584,21,2,501,126,28,347,814,1582,2653,4106,77,8269,28214,557,57232,1027,34829,103917,9999999,27320,9999999,21158,23013,8754,9999999,9999999,5201,3723
1172,15294,1,2,1,3,2,3,9,9,1,7,0,0,0,0,1,0,0,0,1,0,0,3948,21,1,1076,509,130,1529,2331,3277,4404,5684,67,4187,14286,86,8875,1027,16598,3954,9999999,9999999,9999999,9999999,10158,8875,9999999,9999999,4128,9999999
1173,7726,2,4,6,1,3,5,1,0,1,15,1,1,1,1,1,0,1,0,1,0,0,1152,11,2,601,232,45,3908,4912,6041,7295,8717,68,12017,41002,662,68000,1027,43672,78826,2105,62074,13038,9999999,18863,5926,4113,9999999,2883,3376
1174,21315,3,5,2,5,5,2,0,1,2,22,0,1,1,1,1,0,0,0,0,0,0,1120,21,4,1113,508,131,1004,1655,2490,3529,4748,68,8125,27723,999999,9999999,1027,41229,9999999,11943,9999999,9999999,9999999,13191,9999999,908,9999999,1681,9999999
1175,19637,4,9,3,1,3,1,0,1,1,23,0,0,1,1,1,1,1,0,1,0,1,700,21,1,1620,759,238,39,153,437,1028,1990,68,6927,23635,551,56630,1027,19776,64032,9999999,21810,9999999,24036,16903,10784,1224,9999999,5508,9999999
1176,14635,4,9,3,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,1,1,2442,21,2,1653,819,286,80,284,655,1337,2317,72,6422,21912,641,65804,1027,27456,78368,9999999,47509,9999999,9151,14096,9144,2829,9999999,4987,9999999
1177,12657,3,6,5,1,3,1,1,0,5,25,0,1,1,1,1,1,1,0,0,1,0,1260,21,2,1411,754,282,751,1371,2207,3142,4259,75,23383,79783,1311,134621,1027,59416,67650,2660,87461,9999999,46844,43091,316,14703,9999999,19329,11089
1178,8661,2,4,5,1,2,1,0,1,5,19,0,0,1,1,1,1,1,0,0,0,0,500,41,1,621,255,63,4297,5364,6542,7837,9296,66,3608,12309,709,72803,1027,12456,54475,9999999,47034,9999999,25769,8538,9999999,962,9999999,2809,9999999
1179,19891,1,2,1,1,3,1,9,9,5,22,0,0,0,1,1,1,1,0,0,0,0,2250,21,4,504,148,11,2180,3109,4211,5472,6942,68,11524,39320,1692,173721,1027,33217,135251,9999999,137825,9999999,35896,34359,9999999,9999999,9999999,4961,3994
1180,19871,4,8,5,5,3,5,1,0,5,14,1,1,1,1,1,0,0,0,0,0,0,1051,21,2,4147,2917,1881,88,258,585,1074,1702,30,14591,49784,999999,9999999,1027,57379,9999999,7042,9999999,8129,9999999,17729,9999999,11153,9999999,5731,9999999
1181,9613,4,8,4,1,3,1,1,0,1,10,0,0,1,1,1,1,1,0,1,0,0,1912,21,4,1986,1194,578,555,992,1669,2534,3567,51,3815,13017,667,68501,1027,23578,73758,9999999,52949,9999999,10218,7050,5334,2558,9999999,3409,9999999
1182,14130,3,6,4,7,8,5,0,1,5,17,1,1,1,1,1,0,0,0,0,0,0,2352,21,4,1263,581,165,903,1564,2408,3413,4581,74,11266,38440,999999,9999999,1027,49349,9999999,1744,9999999,11213,9999999,17715,9999999,4946,9999999,2822,9999999
1183,17136,2,3,3,5,5,5,0,1,5,10,1,1,1,1,1,0,0,0,0,0,0,1479,21,4,730,272,71,2302,3254,4305,5509,6891,70,30665,104629,999999,9999999,1027,70481,9999999,51560,9999999,16050,9999999,29742,9999999,1118,9999999,6159,7853
1184,17997,1,2,3,1,3,1,0,1,1,19,0,0,1,1,1,1,1,0,1,0,0,775,21,2,543,181,20,2468,3417,4528,5813,7280,73,3093,10553,619,63571,1027,12809,82181,9999999,48458,9999999,12568,5439,2545,9999999,9999999,5114,9999999
1185,24114,3,7,1,1,6,1,0,1,5,18,0,0,1,1,1,1,1,0,0,0,1,3649,21,2,2377,1580,954,799,1348,2094,2992,4023,69,7883,26897,1398,143553,1027,38963,128900,9999999,131596,9999999,10349,11207,1608,11318,9999999,4372,2336
1186,21327,3,7,3,1,7,1,9,9,1,22,0,1,0,1,1,1,1,0,1,0,0,1316,21,2,3404,2302,1377,328,588,997,1575,2343,66,7766,26498,324,33253,1027,23436,58396,2328,17382,9999999,12598,16141,3273,9999999,9999999,8029,9999999
1187,17884,4,8,2,1,3,1,9,9,5,18,0,0,0,1,1,1,1,0,0,0,0,1550,21,2,1299,765,360,2297,3165,4179,5344,6634,39,5344,18234,868,89107,1027,21956,86500,9999999,64322,9999999,24785,15094,9999999,9999999,9999999,3140,3694
1188,12807,3,6,6,5,4,5,1,0,5,24,1,1,1,1,1,0,0,0,0,0,0,2412,21,4,1698,967,429,838,1480,2315,3264,4386,71,28788,98225,999999,9999999,1027,78331,9999999,19947,9999999,14002,9999999,40763,9999999,15825,9999999,7688,9999999
1189,6858,2,4,4,3,2,5,0,1,5,24,1,0,1,1,1,0,0,0,0,0,0,2340,21,4,258,52,9,4787,5941,7213,8634,10258,73,10277,35065,999999,9999999,1027,48594,9999999,9999999,9999999,12528,9999999,19121,9999999,580,9999999,2836,4972
1190,12807,3,6,5,5,3,5,0,1,5,23,1,1,1,1,1,0,0,0,0,0,0,1449,21,4,1575,862,343,703,1271,2017,2882,3997,74,22589,77073,999999,9999999,1027,49067,9999999,26087,9999999,14157,9999999,16516,9999999,11710,9999999,8603,9999999
1191,7660,2,4,1,1,3,1,0,1,1,3,0,0,1,1,1,1,1,0,1,0,0,2024,21,1,926,476,164,2873,3738,4779,5983,7323,73,3730,12728,1235,126791,1027,22668,162999,9999999,105219,9999999,16789,6043,4783,908,9999999,5777,9999999
1192,22924,3,7,4,1,6,1,9,9,1,8,0,0,0,1,1,1,1,0,1,0,0,1305,21,1,2069,1295,693,647,1192,1930,2841,3870,59,8165,27859,390,40100,1027,29590,63643,9999999,25318,9999999,11556,15187,3226,9999999,9999999,12672,5119
1193,38615,3,7,3,1,6,1,9,9,1,5,0,1,0,0,1,1,1,0,1,0,0,972,21,4,2735,1705,891,96,253,580,1127,1910,78,8057,27490,889,91272,1027,28038,68803,2660,38384,9999999,39268,14995,13620,9999999,9999999,9835,3821
1194,28087,3,5,5,1,3,1,1,0,5,16,0,0,1,1,1,1,1,0,0,0,0,1044,21,2,2076,1218,578,309,730,1387,2213,3212,72,8981,30643,894,91773,1027,29352,61738,9999999,58467,9999999,33306,17295,9999999,6134,9999999,7214,3854
1195,12657,3,6,5,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,0,2291,21,2,2229,1336,602,165,409,886,1605,2546,75,28626,97672,509,52265,1027,71962,63600,9999999,34627,9999999,17638,51504,9999999,34200,9999999,11968,11674
1196,9744,1,1,5,5,5,5,9,9,5,5,1,1,0,1,1,0,0,0,0,0,0,429,31,2,727,309,75,2303,3263,4389,5654,7072,67,4284,14618,999999,9999999,1027,24426,9999999,7301,9999999,2477,9999999,2605,9999999,9999999,9999999,2235,9999999
1197,28177,4,9,3,7,8,5,0,1,5,22,1,1,1,1,1,0,0,0,0,0,0,1512,21,2,1596,872,377,396,881,1514,2389,3247,53,18590,63429,999999,9999999,1027,43352,9999999,2327,9999999,13460,9999999,35634,9999999,1699,9999999,10309,8456
1198,15821,2,3,2,3,3,5,1,0,5,14,1,0,1,1,1,0,0,0,0,0,0,1584,21,1,595,228,51,4007,5041,6209,7493,8951,72,9192,31363,999999,9999999,1027,38557,9999999,9999999,9999999,9370,9999999,14349,9999999,4186,9999999,3458,2754
1199,23996,1,2,1,1,3,1,1,0,5,10,0,1,1,1,1,1,1,0,0,0,0,1792,21,2,541,179,23,2664,3653,4770,6034,7495,68,6513,22222,1350,138638,1027,24261,126665,907,128727,9999999,9911,15690,9999999,2073,9999999,3552,6227
1200,16449,3,6,1,5,4,5,1,0,5,1,1,1,1,1,1,0,0,0,0,0,0,1227,21,1,1529,810,317,638,1234,2049,2995,4101,75,22635,77231,999999,9999999,1027,74082,9999999,22671,9999999,14012,9999999,31002,9999999,5428,9999999,4118,4844
1201,18731,2,3,4,1,2,5,9,9,5,23,1,0,0,1,1,1,1,0,0,0,0,3020,21,2,555,248,66,3759,4783,5916,7155,8652,72,6710,22895,1226,125916,1027,31503,128562,9999999,120074,5055,5842,10960,9999999,9999999,9999999,6880,9999999
