HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,MONEYPY,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,HEATED,TYPEHOME,AREA1980,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,HUMIDITY,KWH,BTUEL,CUFEETNG,BTUNG,BTUCONV,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ
3823,36848,2,3,2,1,2,1,0,1,1,21,0,0,1,1,1,1,1,0,1,0,1,3627,21,2,721,353,121,2793,3701,4659,5704,7066,69,5587,19063,1714,176043,1027,15323,192121,9999999,154217,9999999,13366,11459,8460,3814,9999999,3790,9999999
3824,12657,3,6,4,1,3,1,1,0,5,18,0,0,1,1,1,1,1,0,0,0,1,1744,21,2,2932,1811,941,87,217,493,990,1823,75,8776,29944,850,87285,1027,61840,62382,9999999,37464,9999999,22919,10890,26902,12272,9999999,6782,2551
3825,13089,1,1,4,3,2,3,9,9,5,22,0,0,0,1,1,0,0,0,0,0,0,1953,21,1,973,427,95,1592,2466,3522,4700,6005,70,9232,31500,999999,9999999,1027,36801,9999999,9999999,9999999,9999999,9999999,28781,9999999,9999999,9999999,2719,9999999
3826,7324,2,4,5,5,3,5,9,9,5,14,1,1,0,1,1,0,0,0,0,0,0,1344,21,4,797,422,135,3161,4180,5356,6640,8049,57,16715,57032,999999,9999999,1027,64520,9999999,22057,9999999,11612,9999999,17842,9999999,9999999,9999999,5521,9999999
3827,40998,1,2,3,3,2,3,1,1,5,25,0,0,1,1,1,0,0,0,0,0,0,4081,21,2,1012,548,171,1214,2041,3055,4177,5475,71,10758,36706,999999,9999999,1027,27251,9999999,9999999,9999999,9999999,9999999,19155,9999999,8061,9999999,9490,9999999
3828,11459,3,6,1,1,7,1,0,1,1,17,0,0,1,1,1,1,1,0,1,0,0,580,21,4,2292,1461,801,365,760,1378,2152,3045,74,6748,23024,733,75235,1027,32685,76809,9999999,33613,9999999,32330,11562,9292,6043,9999999,5419,2895
3829,24666,1,1,5,5,5,1,0,1,5,20,0,1,1,1,1,1,0,0,0,0,0,677,41,1,780,353,108,1792,2670,3713,4931,6317,67,2940,10030,150,15374,1027,17541,9878,4207,9999999,9999999,15374,2693,9999999,930,9999999,2200,9999999
3830,22777,1,2,1,1,2,1,0,1,1,24,0,0,1,1,1,1,1,0,1,0,0,904,31,2,644,231,30,2251,3102,4186,5417,6837,62,3433,11713,1480,151980,1027,12964,118294,9999999,97109,9999999,45632,9261,9239,620,9999999,1832,9999999
3831,12416,3,6,4,1,2,1,0,1,5,20,0,0,1,1,1,1,1,0,0,0,0,1097,31,4,1240,615,202,1058,1744,2605,3616,4794,71,3688,12582,883,90733,1027,17986,54051,9999999,65352,9999999,25381,6518,9999999,974,9999999,5090,9999999
3832,27259,2,3,5,1,3,1,0,1,1,9,0,0,1,0,1,1,1,0,1,0,1,888,11,4,981,470,160,1769,2584,3551,4679,5987,71,10972,37436,974,100062,1027,25583,91354,9999999,63795,9999999,28686,20809,7581,11803,9999999,4824,3806
3833,39131,2,3,5,5,3,5,1,0,5,14,1,1,1,1,1,0,0,0,0,0,0,1223,41,1,700,300,73,3006,3968,5085,6333,7766,69,5617,19165,999999,9999999,1027,28113,9999999,7014,9999999,4435,9999999,3237,9999999,1991,9999999,2488,9999999
3834,18690,4,9,3,5,5,5,9,9,5,14,1,1,0,1,1,0,0,0,0,0,0,3477,21,2,126,22,0,1714,2860,4271,5739,7209,67,16077,54855,999999,9999999,1027,64605,9999999,34862,9999999,4554,9999999,13609,9999999,9999999,9999999,1830,3803
3835,9679,4,8,6,1,3,1,1,0,5,1,0,0,1,1,1,1,1,0,0,0,0,1489,41,1,953,497,138,2447,3354,4382,5542,6838,39,5798,19783,561,57664,1027,27368,66738,9999999,28903,9999999,28761,10495,9999999,6030,9999999,3258,9999999
3836,40372,3,7,10,1,3,5,1,0,1,17,1,0,1,1,1,0,1,0,1,0,0,1201,21,4,2997,1980,1131,316,580,1043,1719,2595,66,17086,58297,207,21295,1027,44595,30100,9999999,17835,11524,9999999,20569,3460,18342,9999999,7862,6262
3837,12926,1,1,1,1,2,1,9,9,1,24,0,0,0,1,1,1,1,0,1,0,1,1631,31,2,780,353,108,1792,2671,3714,4932,6319,67,5706,19469,1052,108050,1027,18782,119831,9999999,69293,9999999,28816,14975,9941,9999999,9999999,4494,9999999
3838,6619,2,4,1,2,7,2,9,9,2,3,0,0,0,0,1,0,0,0,0,0,0,2483,21,4,1281,724,316,2565,3505,4584,5808,7112,61,5512,18807,999999,9999999,1027,26291,9999999,9999999,9999999,9999999,9999999,12703,9999999,9999999,9999999,6104,1933
3839,16610,1,2,4,1,3,1,0,1,1,25,0,0,1,1,1,1,1,0,1,0,0,2241,21,2,681,272,55,2578,3535,4642,5897,7313,69,6207,21178,1299,133434,1027,27683,120429,9999999,90550,9999999,35694,17917,7190,699,9999999,2562,2021
3840,15485,2,3,1,2,3,2,0,1,5,23,0,0,1,1,1,0,0,0,0,0,0,1164,21,4,977,468,159,1770,2587,3555,4684,5993,71,15730,53671,999999,9999999,1027,26056,9999999,9999999,9999999,9999999,9999999,32191,9999999,2803,9999999,18677,4989
3841,17429,2,4,7,1,3,1,1,0,1,20,0,0,1,1,1,1,1,0,1,0,0,1245,21,2,1394,795,358,1657,2453,3378,4444,5673,71,7535,25709,630,64668,1027,27691,71894,9999999,42971,9999999,17427,14723,4270,7937,9999999,3049,2576
3842,11141,3,6,1,3,3,5,0,1,5,14,1,0,1,1,1,0,0,0,0,0,0,2222,21,4,1114,503,152,1122,1864,2729,3755,4978,71,13125,44782,999999,9999999,1027,57683,9999999,9999999,9999999,15774,9999999,22564,9999999,3317,9999999,3127,9999999
3843,14642,1,2,3,5,5,5,0,1,5,4,1,1,1,1,1,0,0,0,0,0,0,528,21,2,877,374,72,1526,2353,3347,4505,5825,71,10122,34536,999999,9999999,1027,35781,9999999,13897,9999999,9745,9999999,6617,9999999,2438,9999999,1839,9999999
3844,16098,4,9,3,1,3,1,0,1,5,24,0,0,1,1,1,1,1,0,0,0,1,1232,21,1,771,260,73,47,197,637,1520,2769,72,4191,14299,551,56590,1027,14632,45667,9999999,32111,9999999,20758,9539,3721,1985,9999999,2775,9999999
3845,21315,3,5,6,5,3,5,9,9,5,18,1,1,0,1,1,0,0,0,0,0,0,1248,11,4,835,301,40,1189,1967,2883,3972,5266,69,15957,54445,999999,9999999,1027,54329,9999999,17295,9999999,12582,9999999,19217,9999999,9999999,9999999,5351,9999999
3846,16819,1,2,1,1,3,1,9,9,1,21,0,0,0,1,1,1,1,0,1,0,1,1027,31,1,547,183,21,2457,3404,4517,5799,7263,73,2322,7921,1098,112777,1027,8076,106448,9999999,80364,9999999,24342,4293,8071,9999999,9999999,3628,9999999
3847,21263,3,6,1,1,6,1,0,1,1,16,0,1,1,1,1,1,1,0,1,0,0,1119,21,1,2256,1417,725,328,718,1319,2144,3129,73,3141,10718,503,51622,1027,13434,67518,965,35365,9999999,13242,4514,3015,1613,9999999,3626,9999999
3848,22470,3,5,3,1,3,1,1,0,1,24,0,1,1,1,1,1,1,0,1,0,1,1223,21,2,1008,440,107,1308,2035,2954,4044,5300,68,21040,71788,653,67032,1027,27490,97015,4326,51264,9999999,9386,35864,6382,8408,9999999,23190,9999999
3849,9613,4,8,5,1,6,1,9,9,1,7,0,0,0,0,1,1,1,0,1,0,0,720,11,4,2032,1231,642,723,1275,1932,2704,3681,38,6636,22642,559,57391,1027,14840,73221,9999999,29311,9999999,21532,15541,6548,9999999,9999999,7101,9999999
3850,15319,2,4,5,1,3,1,1,0,5,16,0,0,1,1,1,1,1,0,0,0,0,930,41,1,1318,739,339,2360,3304,4384,5607,6882,71,7558,25786,426,43720,1027,25552,52870,9999999,22991,9999999,20729,14549,9999999,7658,9999999,3579,9999999
3851,8889,1,1,4,3,3,5,9,9,5,10,1,1,0,1,1,0,0,0,0,0,0,1674,21,2,604,220,19,2657,3614,4741,5998,7440,70,6580,22451,999999,9999999,1027,16970,9999999,1355,9999999,6166,9999999,11211,9999999,9999999,9999999,3719,9999999
3852,22561,3,7,4,5,3,5,1,0,5,18,1,1,1,1,1,0,0,0,0,0,0,1904,21,4,2892,1935,1138,242,462,890,1479,2283,66,24712,84317,999999,9999999,1027,74718,9999999,17697,9999999,10264,9999999,25539,9999999,23413,9999999,7404,5898
3853,14986,4,9,5,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,0,2331,22,2,444,163,40,1178,2135,3291,4616,6151,65,2802,9560,938,96367,1027,16162,81762,9999999,78115,9999999,18252,5850,9999999,9999999,9999999,3710,9999999
3854,8729,4,8,9,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,0,1,4070,21,2,1063,555,191,2496,3367,4408,5594,6909,39,11439,39030,1242,127514,1027,50360,148809,9999999,84146,9999999,33215,26804,10153,8514,9999999,3712,4364
3855,25920,3,7,5,1,6,1,9,9,1,3,0,1,0,1,1,1,1,0,1,0,0,960,21,1,2353,1490,798,571,1053,1705,2510,3472,59,2623,8950,526,54000,1027,11861,59878,845,42017,9999999,8196,4806,3787,9999999,9999999,3299,9999999
3856,36093,2,3,1,2,7,5,9,9,5,3,1,0,0,1,1,0,0,0,0,0,0,588,21,2,935,402,112,1916,2757,3774,4964,6276,73,4776,16296,999999,9999999,1027,21996,9999999,9999999,9999999,3925,9999999,8856,9999999,9999999,9999999,3515,4133
3857,11459,3,6,3,1,7,5,0,1,5,22,1,1,1,1,1,0,1,0,0,0,0,1033,21,4,2002,1175,568,735,1361,2232,3151,4231,71,16793,57298,573,58835,1027,42119,45234,2255,58835,13669,9999999,25236,9999999,10450,9999999,5688,4420
3858,15710,4,9,1,7,8,1,9,9,1,14,0,1,0,1,1,1,0,0,1,0,1,1380,31,1,98,10,0,252,742,1635,3079,4588,77,4822,16450,225,23087,1027,11480,21113,1630,9999999,9999999,13240,11318,9847,9999999,9999999,3502,4203
3859,9812,3,6,1,1,6,5,0,1,5,4,1,0,1,1,1,0,1,0,0,0,0,870,21,1,2139,1315,660,455,923,1619,2496,3516,73,14173,48358,655,67231,1027,32267,57331,9999999,67231,7768,9999999,25093,9999999,8987,9999999,6510,11364
3860,14168,4,9,6,8,21,1,9,9,5,22,0,1,0,1,1,1,1,0,0,0,1,3115,21,2,552,132,22,302,748,1453,2427,3972,77,8628,29439,229,23506,1027,20145,39593,1796,12677,9999999,7941,22710,2888,9999999,9999999,4933,3972
3861,16610,1,2,3,1,2,1,9,9,1,20,0,0,0,1,1,1,1,0,1,0,1,1225,21,2,547,183,21,2456,3404,4517,5798,7262,73,9516,32469,734,75379,1027,19757,112325,9999999,53431,9999999,16483,29224,5465,9999999,9999999,3245,5613
3862,9557,2,4,4,1,3,1,1,0,5,17,0,0,1,1,1,1,1,0,0,0,1,2112,21,4,675,318,110,3078,4039,5129,6371,7783,70,4640,15832,663,68070,1027,22385,113573,9999999,57280,9999999,9428,5632,1362,5211,9999999,4989,9999999
3863,17920,2,3,1,1,3,1,0,1,5,25,0,1,1,1,1,1,1,0,0,0,1,2808,31,1,1065,477,139,2040,2961,4037,5220,6502,72,9287,31687,1554,159567,1027,27776,158297,2432,117190,9999999,37924,21702,4453,9999999,9999999,7553,9999999
3864,8617,1,1,1,3,2,3,0,1,5,14,0,0,1,1,1,0,0,0,0,0,0,1179,31,2,587,187,20,2235,3165,4256,5488,6898,67,3483,11884,999999,9999999,1027,10190,9999999,9999999,9999999,9999999,9999999,7153,9999999,1836,9999999,2895,9999999
3865,15606,1,2,1,3,2,3,0,1,5,20,0,1,1,1,1,0,0,0,0,0,0,1018,31,2,1102,538,153,1251,1971,2855,3938,5188,67,2245,7660,999999,9999999,1027,7899,9999999,911,9999999,9999999,9999999,4446,9999999,860,9999999,1443,9999999
3866,11586,2,4,2,1,3,1,1,0,1,20,0,0,1,1,1,1,1,0,1,0,1,2200,21,1,1720,1025,504,1329,2059,2934,3953,5108,71,10226,34891,1146,117708,1027,46972,114066,9999999,73497,9999999,32416,13182,11795,13726,9999999,7983,2543
3867,17920,2,3,2,1,3,1,1,0,5,19,0,0,1,1,1,1,1,0,0,1,1,1855,21,1,752,304,85,2377,3312,4361,5560,6941,70,13660,46608,1164,119493,1027,43051,122203,9999999,81938,9999999,37279,28362,276,7870,9999999,10376,5790
3868,8006,2,4,11,1,3,1,1,0,5,15,0,0,1,1,1,1,1,0,0,0,0,1054,21,2,1272,696,282,1638,2437,3374,4462,5708,72,5462,18636,443,45495,1027,24304,76734,9999999,30422,9999999,15073,13087,9999999,3034,9999999,2515,9999999
3869,24755,3,7,6,2,3,2,1,0,5,15,0,0,1,1,1,0,0,0,0,0,0,1668,21,4,2862,1853,1000,183,412,835,1455,2278,77,17202,58693,999999,9999999,1027,51458,9999999,9999999,9999999,9999999,9999999,20597,9999999,23022,9999999,15074,6003
3870,7957,2,4,1,1,3,5,0,1,1,23,1,0,1,1,1,0,1,0,1,1,0,912,11,4,1012,518,186,2449,3345,4339,5445,6698,69,7759,26474,732,75170,1027,32152,83693,9999999,69717,8764,9999999,13573,5453,1564,9999999,2573,3012
3871,11866,2,4,5,5,3,5,1,0,5,24,1,1,1,1,1,0,0,0,0,0,0,1883,21,1,1194,636,258,1714,2519,3447,4542,5812,72,29854,101862,999999,9999999,1027,94678,9999999,27272,9999999,15265,9999999,38074,9999999,11353,9999999,9898,9999999
3872,18874,3,5,5,5,3,5,1,0,5,8,1,1,1,1,1,0,0,0,0,0,0,300,41,1,1885,1163,587,811,1418,2189,3137,4271,68,7158,24425,999999,9999999,1027,25976,9999999,4297,9999999,6192,9999999,5508,9999999,4681,9999999,3747,9999999
3873,10111,4,8,4,5,4,8,1,0,5,3,0,1,1,1,1,0,0,0,0,0,0,882,31,2,4320,3099,2062,119,310,671,1172,1844,30,9716,33151,999999,9999999,1027,19395,9999999,10382,9999999,9999999,9999999,5297,9999999,6545,9999999,10927,9999999
3874,18310,2,3,3,5,5,5,1,0,5,10,1,1,1,1,1,0,0,0,0,0,0,1178,31,1,692,279,78,2416,3366,4433,5651,7055,70,14619,49880,999999,9999999,1027,40234,9999999,21566,9999999,9464,9999999,9021,9999999,4097,9999999,5732,9999999
3875,19071,3,5,5,1,3,5,1,0,5,9,1,1,1,1,1,0,1,0,0,0,0,1120,21,4,1447,727,227,542,1118,1895,2816,3945,74,7832,26723,829,85140,1027,24312,64234,1825,85140,6643,9999999,8201,9999999,3749,9999999,6305,9999999
3876,29795,3,7,5,5,3,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1788,21,2,2842,1746,853,224,475,980,1636,2505,79,14669,50051,999999,9999999,1027,60261,9999999,13254,9999999,3840,9999999,14782,9999999,13046,9999999,5129,4168
3877,11547,2,4,1,1,3,1,9,9,1,7,0,0,0,0,1,1,1,0,1,0,0,1693,21,1,1218,683,314,2558,3486,4536,5704,7001,71,1598,5452,764,78507,1027,10387,131444,9999999,69439,9999999,6570,2699,2498,9999999,9999999,2753,9999999
3878,17839,2,3,5,1,3,1,0,1,5,23,0,0,1,1,1,1,1,0,0,0,0,1611,21,2,589,213,47,1909,2767,3803,5001,6432,70,5035,17179,969,99508,1027,19730,96478,9999999,72242,9999999,27266,11901,9999999,1677,9999999,3601,9999999
3879,17067,2,3,1,1,3,1,9,9,1,18,0,1,0,1,1,1,1,0,1,0,1,1716,21,1,593,213,46,2230,3138,4181,5358,6782,70,4064,13866,1474,151421,1027,19684,130220,1004,102149,9999999,16617,9973,32655,9999999,9999999,2889,3467
3880,19381,3,6,4,2,7,5,0,1,2,14,1,1,1,1,1,0,0,0,0,0,0,1410,21,4,1808,1039,489,354,754,1396,2255,3294,72,11033,37645,999999,9999999,1027,33078,9999999,1396,9999999,8097,9999999,13890,9999999,6682,9999999,7580,4050
3881,18542,3,5,5,3,3,5,1,1,5,25,1,0,1,1,1,0,0,0,0,0,0,4286,21,4,1228,600,174,807,1550,2405,3414,4594,73,27368,93380,999999,9999999,1027,68078,9999999,9999999,9999999,20601,9999999,33872,9999999,22534,9999999,16373,6591
3882,17235,1,1,1,3,6,5,9,9,2,22,1,0,0,0,1,0,0,0,0,0,0,758,21,2,706,276,72,1970,2902,3967,5189,6585,67,7236,24689,999999,9999999,1027,27609,9999999,9999999,9999999,9966,9999999,12112,9999999,9999999,9999999,2611,2230
3883,25755,2,4,5,1,3,5,1,0,5,23,1,0,1,1,1,0,1,0,0,0,0,1240,41,2,748,264,71,3945,4923,5980,7107,8526,68,8676,29603,969,99495,1027,41964,48363,9999999,99495,10530,9999999,12393,9999999,4387,9999999,2293,9999999
3884,28336,4,9,5,5,5,5,9,9,5,18,1,1,0,1,1,0,0,0,0,0,0,578,41,2,247,82,12,1261,2192,3394,4820,6487,67,7254,24751,999999,9999999,1027,38424,9999999,4514,9999999,8495,9999999,10002,9999999,9999999,9999999,1740,9999999
3885,19891,1,2,1,1,3,1,0,1,1,14,0,0,1,1,1,1,1,0,1,0,0,1728,21,4,507,149,11,2177,3104,4204,5464,6932,68,8317,28378,1310,134550,1027,25419,149567,9999999,98703,9999999,28549,23243,7298,729,9999999,4406,2354
3886,19071,3,5,5,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,0,0,1196,21,4,1458,733,229,538,1112,1892,2812,3939,74,8597,29333,586,60166,1027,27420,51290,9999999,39825,9999999,20341,14423,9999999,6857,9999999,8053,9999999
3887,21315,3,5,5,5,3,5,1,0,5,23,1,1,1,1,1,0,0,0,0,0,0,1710,21,4,3718,2317,1094,1,6,44,188,526,73,10786,36802,999999,9999999,1027,82674,9999999,2067,9999999,3539,9999999,12042,9999999,12774,9999999,6380,9999999
3888,36986,2,3,1,1,6,1,0,1,1,2,0,0,1,1,1,1,1,0,1,0,1,669,31,1,1129,590,219,1892,2768,3783,4919,6211,69,5919,20196,1623,166649,1027,10444,57226,9999999,104851,9999999,45933,10541,15865,1372,9999999,8283,9999999
3889,17763,4,9,1,1,2,1,9,9,1,18,0,1,0,1,1,1,1,0,1,0,0,628,41,1,193,25,0,111,392,1061,2186,3954,77,910,3105,409,42031,1027,6786,31817,391,18979,9999999,18436,1858,4616,9999999,9999999,856,731
3890,23167,4,9,1,1,6,1,9,9,1,13,0,0,0,0,1,1,1,0,1,0,0,582,21,2,1294,552,143,35,162,515,1194,2246,72,6827,23294,550,56526,1027,6794,36562,9999999,30259,9999999,19826,15937,6441,9999999,9999999,7357,9999999
3891,8730,2,4,1,5,5,5,9,9,5,7,1,1,0,1,1,0,0,0,0,0,0,944,21,4,1154,611,228,1514,2294,3233,4332,5617,72,12790,43639,999999,9999999,1027,49912,9999999,27467,9999999,4366,9999999,7181,9999999,9999999,9999999,4625,9999999
3892,10772,1,1,8,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,0,1608,22,2,740,341,53,2146,2980,4045,5218,6598,70,6019,20536,954,97989,1027,23772,93966,9999999,71853,9999999,26136,11082,9999999,7160,9999999,2294,9999999
3893,20221,4,8,6,5,3,5,1,0,5,14,1,1,1,1,1,0,0,0,0,0,0,913,31,2,3247,2198,1406,213,488,925,1531,2269,30,11323,38634,999999,9999999,1027,36095,9999999,6339,9999999,5784,9999999,9751,9999999,9803,9999999,6957,9999999
3894,43787,4,9,6,5,4,5,1,0,5,18,1,1,1,1,1,0,0,0,0,0,0,1450,21,2,1974,1078,467,320,712,1224,1930,3112,53,11648,39743,999999,9999999,1027,62306,9999999,6504,9999999,7714,9999999,12413,9999999,3567,9999999,9545,9999999
3895,22470,3,5,5,1,3,5,0,1,5,15,1,0,1,1,1,0,1,0,0,0,0,864,21,2,2284,1422,677,244,579,1139,1913,2877,73,18996,64814,275,28238,1027,44779,31983,9999999,28238,15557,9999999,38495,9999999,2150,9999999,8612,10434
3896,25176,3,7,5,5,3,5,1,0,5,24,1,1,1,1,1,0,0,0,0,0,0,1259,21,4,2512,1570,820,67,216,536,1037,1779,78,29342,100115,999999,9999999,1027,86833,9999999,9753,9999999,12884,9999999,41126,9999999,24576,9999999,11776,9659
3897,20529,1,2,1,1,2,1,0,1,1,22,0,0,1,1,1,1,1,0,1,0,1,2000,31,1,964,437,134,1498,2271,3217,4385,5747,66,8077,27559,1495,153527,1027,20340,108478,9999999,114100,9999999,29036,20821,10391,1163,9999999,5575,6692
3898,9337,1,1,5,5,5,8,0,1,5,18,1,1,1,1,1,0,0,0,0,0,0,603,41,2,607,242,55,2002,2915,4009,5295,6745,67,5046,17216,999999,9999999,1027,20829,9999999,4638,9999999,2325,9999999,5408,9999999,2521,9999999,2324,9999999
3899,11882,3,6,5,5,4,5,0,1,5,5,1,1,1,1,1,0,0,0,0,0,0,299,41,1,2438,1555,877,472,936,1575,2399,3345,70,4995,17042,999999,9999999,1027,23071,9999999,3222,9999999,3024,9999999,1685,9999999,5821,9999999,3290,9999999
3900,16610,1,2,3,1,3,1,9,9,1,15,0,0,0,1,1,1,1,0,1,0,1,2204,21,2,591,217,36,2531,3485,4581,5818,7269,68,4771,16279,1366,140286,1027,16147,143364,9999999,101738,9999999,28965,10383,9583,9999999,9999999,5896,9999999
3901,11429,1,1,4,5,5,5,9,9,5,23,1,1,0,1,1,0,0,0,0,0,0,3128,21,2,807,315,55,1455,2337,3422,4634,5987,67,15831,54015,999999,9999999,1027,59285,9999999,28788,9999999,8631,9999999,12696,9999999,9999999,9999999,3900,9999999
3902,25025,1,2,4,1,2,1,9,9,1,22,0,0,0,1,1,1,1,0,1,0,0,685,41,1,945,393,120,1610,2362,3281,4466,5854,66,2852,9731,204,20903,1027,7281,44333,9999999,12568,9999999,6840,4543,1495,9999999,9999999,5188,9999999
3903,16819,1,2,3,1,2,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,1,3080,21,1,1032,488,125,1545,2352,3307,4444,5735,67,3989,13610,1444,148298,1027,24007,145744,9999999,131336,9999999,13482,8500,3480,2248,9999999,2862,9999999
3904,8372,2,4,1,1,2,5,0,1,5,23,1,0,1,1,1,0,1,0,0,0,0,792,31,2,795,349,112,3558,4573,5683,6914,8291,68,6372,21741,581,59678,1027,23852,67702,9999999,59678,6917,9999999,9766,9999999,1012,9999999,4046,9999999
3905,19307,3,7,5,1,7,1,0,1,1,5,0,0,1,0,1,1,1,0,1,0,0,377,21,4,2808,1807,974,185,417,843,1463,2291,77,4316,14726,697,71604,1027,20571,50470,9999999,27778,9999999,32685,9524,11141,1654,9999999,3548,4155
3906,7726,2,4,1,3,2,5,9,9,5,17,1,0,0,1,1,0,0,0,0,0,0,826,31,2,766,314,70,3628,4647,5788,7038,8416,68,5777,19711,999999,9999999,1027,23673,9999999,9999999,9999999,6740,9999999,9557,9999999,9999999,9999999,3414,9999999
3907,12657,3,6,1,1,7,1,0,1,1,12,0,0,1,1,1,1,1,0,1,0,1,1302,21,2,2276,1434,733,327,716,1315,2138,3121,73,7286,24859,651,66877,1027,26252,74341,9999999,41599,9999999,20037,15585,5241,2525,9999999,6749,3606
3908,21327,3,7,2,1,6,1,0,1,1,9,0,0,1,1,1,1,1,0,1,0,1,1339,21,2,2782,1882,1125,416,747,1266,1999,2918,66,15727,53661,659,67660,1027,43980,73980,9999999,35815,9999999,21905,19792,9940,21072,9999999,12797,6966
3909,28253,3,5,4,5,4,5,1,0,5,2,1,1,1,1,1,0,0,0,0,0,0,2438,21,2,2177,1253,593,181,504,999,1692,2593,75,28655,97770,999999,9999999,1027,85554,9999999,18572,9999999,9615,9999999,37627,9999999,24678,9999999,7278,8736
3910,24115,1,2,5,3,3,5,0,1,5,4,1,0,1,1,1,0,0,0,0,0,0,1296,31,4,415,122,9,2258,3219,4361,5667,7190,68,3770,12863,999999,9999999,1027,15495,9999999,9999999,9999999,3495,9999999,6965,9999999,349,9999999,2054,9999999
3911,7724,2,4,11,1,3,1,1,0,5,22,0,0,1,1,1,1,1,0,0,0,0,4500,21,1,1456,868,427,1462,2204,3091,4096,5274,71,11137,37999,905,92922,1027,40161,92417,9999999,69681,9999999,23241,19232,9999999,13711,9999999,5056,2726
3912,14692,3,6,1,2,7,2,0,1,2,7,0,0,1,0,1,0,0,0,0,0,0,1036,21,4,2024,1208,568,341,733,1357,2193,3203,72,12308,41995,999999,9999999,1027,27493,9999999,9999999,9999999,9999999,9999999,27186,9999999,8221,9999999,6588,5119
3913,31392,3,5,6,5,5,5,0,1,5,17,1,1,1,1,1,0,0,0,0,0,0,914,22,2,1389,726,262,744,1393,2192,3175,4342,72,16392,55930,999999,9999999,1027,45759,9999999,11688,9999999,11905,9999999,18407,9999999,7836,9999999,6094,9999999
3914,7726,2,4,5,1,3,5,0,1,1,18,1,1,1,1,1,0,1,0,1,0,1,980,11,2,574,212,36,4083,5132,6312,7622,9108,68,6996,23870,1278,131300,1027,31180,92240,1616,114610,12149,9999999,7025,16690,866,9999999,2214,9999999
3915,15697,1,2,4,5,5,5,9,9,5,25,1,1,0,1,1,0,0,0,0,0,0,1568,21,4,271,55,3,3211,4247,5431,6728,8269,73,38248,130502,999999,9999999,1027,102101,9999999,65313,9999999,23684,9999999,33236,9999999,9999999,9999999,8269,3945
3916,22470,3,5,5,1,3,1,1,0,5,16,0,1,1,1,1,1,1,0,1,0,0,1872,21,2,2307,1442,686,239,570,1126,1895,2856,73,11458,39095,669,68706,1027,43099,69828,2288,34798,9999999,25866,15442,8042,7790,9999999,13575,9999999
3917,28087,3,5,5,1,3,1,1,1,5,22,0,0,1,1,1,1,1,0,0,0,0,1109,21,2,1762,1034,490,319,795,1477,2305,3315,72,11376,38815,1004,103103,1027,30232,72503,9999999,69892,9999999,33211,16318,9999999,16841,9999999,5656,9999999
3918,11651,2,4,5,1,3,5,0,1,5,22,1,0,1,1,1,0,1,0,0,0,0,938,11,4,285,58,10,4283,5419,6822,8381,10043,73,14243,48597,1034,106159,1027,38492,94999,9999999,106159,18406,9999999,21273,9999999,3865,9999999,5053,9999999
3919,34959,1,2,4,3,2,3,0,1,5,5,0,0,1,1,1,0,0,0,0,0,0,530,41,1,892,397,87,1743,2579,3573,4715,6000,68,4272,14573,999999,9999999,1027,7193,9999999,9999999,9999999,9999999,9999999,6335,9999999,5246,9999999,2992,9999999
3920,24101,3,5,9,5,4,5,1,0,5,13,1,1,1,1,1,0,0,0,0,0,0,980,11,4,655,162,11,1052,1750,2634,3730,5066,69,8620,29411,999999,9999999,1027,32690,9999999,12419,9999999,3439,9999999,6276,9999999,4616,9999999,2661,9999999
3921,9812,3,6,5,1,3,5,1,0,5,14,1,1,1,1,1,0,1,0,0,0,0,761,31,1,2369,1511,852,483,945,1585,2423,3392,70,12507,42674,261,26832,1027,36890,27916,9999999,26832,11275,9999999,7564,9999999,18683,9999999,5152,9999999
3922,7295,2,4,5,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,0,785,41,1,876,359,80,3391,4412,5569,6827,8164,68,4688,15994,642,65886,1027,11077,53756,9999999,46706,9999999,19180,9048,9999999,2701,9999999,4245,9999999
3923,7462,2,4,5,3,3,5,1,0,5,12,1,0,1,1,1,0,0,0,0,0,0,2386,21,4,840,400,129,3197,4152,5210,6449,7823,70,7129,24324,999999,9999999,1027,33528,9999999,9999999,9999999,4426,9999999,12057,9999999,3620,9999999,4221,2490
3924,16610,1,2,4,1,2,1,9,9,5,25,0,0,0,1,1,1,1,0,0,0,0,3192,21,2,556,188,21,2432,3376,4493,5768,7224,73,5124,17483,1896,194719,1027,22200,107412,9999999,175811,9999999,18908,12583,9999999,9999999,9999999,4900,9999999
