DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,URBRUR,ZURBRUR,STORIES,ZSTORIES,CELLAR,ZCELLAR,CRAWL,ZCRAWL,CONCRETE,ZCONCRET,BASEHEAT,ZBASEHEA,NUMFLRS,PRIORUSE,ORIGTYP,COMMUSE,COMMAMT,MHWIDTH,NCOMBATH,ZNCOMBAT,NHAFBATH,BEDROOMS,OTHROOMS,ZOTHROOM,TOTROOMS,ZTOTROOM,PRKGPLCE,GARAGE1C,GARAGE2C,GARAGE3C,CARPORT,SQFTEST,HOWSURE,KOWNRENT,HUPROJ,ZHUPROJ,KCOPCOND,ZKCOPCON,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,FLOORS,UNITS,SQFTREG
5778, 35673,9,3,7,0,2080, 2980,2,3,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0,96,1,1,9,0,0,0, 2,0,0,9,99,99,999,1316
5779, 15978,9,3,7,3,1344, 5023,2,4,0,1,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 4,1,3,0,0,0,0, 1,0,0,9,99,99,999,1298
5780, 14103,9,3,7,3,3317, 1207,5,1,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 3,3,2,0,0,0,0, 5,1,1,1, 6, 2,  8,1049
5781, 22059,9,1,2,1,1028, 4719,3,1,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,0,0,0,1, 1,4,1,9,0,0,0, 3,1,0,9,99,99,999,1658
5782, 20289,9,1,2,1, 485, 6858,2,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 4, 4,0, 8,0,1,0,1,0,0,96,8,1,9,0,0,0, 1,0,0,9,99,99,999,2366
5783, 19418,9,3,7,0,1931, 3028,2,4,0,1,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,0,0,0,0,0, 6,1,1,9,0,0,0, 4,0,0,9,99,99,999,2653
5784,  8598,9,1,1,0, 266, 7921,1,2,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 1, 2, 2,0, 4,0,0,0,0,0,0, 1,2,2,0,0,0,0, 6,0,1,1, 4,99,999, 887
5785, 13447,9,3,6,0,1264, 4397,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,0,0,0,0, 4,0,0,9,99,99,999, 644
5786,  8718,9,2,4,0, 588, 7229,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 3,0, 7,0,1,1,0,0,0, 5,2,1,9,0,0,0, 1,0,1,2, 5,99,999,2538
5787, 20538,9,2,3,0, 608, 6614,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,2290
5788, 13591,9,1,2,0, 788, 5256,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 1, 4,0, 5,0,1,1,0,0,0, 2,3,1,9,0,1,0, 5,0,0,9,99,99,999,1139
5789, 21276,9,3,5,0, 845, 4499,2,4,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 4,3,2,0,0,0,0, 1,0,0,9,99,99,999,1108
5790, 29046,9,4,9,2, 689, 1851,1,2,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,1,0,0,0,1, 1,2,1,9,0,0,0, 4,0,0,9,99,99,999, 766
5791, 17001,9,2,3,0, 413, 8611,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,1,1,9,0,0,0, 8,0,0,9,99,99,999,1182
5792, 28027,9,3,5,0,1021, 4732,2,3,0,4,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 2, 3, 3,0, 6,0,1,0,0,0,1, 4,2,1,9,0,0,0, 7,0,0,9,99,99,999,1997
5793, 10285,9,3,6,0,1620, 3173,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,1,0,0,0, 4,2,1,9,0,0,0, 3,0,0,9,99,99,999,1344
5794, 19110,9,3,5,0,1325, 2877,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0,13,0,0,9,99,99,999,1672
5795, 13789,9,2,4,0, 603, 8018,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,0,1,0,0, 2,1,1,9,0,0,0, 1,0,0,9,99,99,999,1941
5796,  6819,9,1,2,1, 429, 7021,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0,96,8,2,0,0,0,0, 4,0,1,3, 2, 3, 13, 776
5797, 19833,9,2,3,0, 953, 5954,2,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 2,2,1,9,0,0,0, 7,0,0,9,99,99,999,3452
5798,  9307,9,3,7,0,2642, 1848,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 2, 2, 3,0, 5,0,0,0,0,0,0, 4,2,1,9,0,1,0, 3,0,0,9,99,99,999,1320
5799, 23310,9,3,7,3,2761, 1792,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 2,0, 0, 2, 3,0, 5,0,0,0,0,0,0, 2,2,1,9,0,1,0, 8,0,1,1, 7,99,999,1090
5800, 16046,9,4,9,0, 208, 7356,2,2,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,1,9,0,0,0, 2,0,0,9,99,99,999,1717
5801,  9307,9,3,7,0,1775, 3660,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,1293
5802, 14499,9,4,9,0, 317, 3995,2,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 5, 3,0, 8,0,1,0,1,0,0,96,1,1,9,0,1,0, 5,0,0,9,99,99,999,3723
5803,  8956,9,1,1,0, 394, 6125,2,2,0,4,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 5, 2,0, 7,0,0,0,0,0,0, 5,2,1,9,0,0,0, 7,0,0,9,99,99,999,1621
5804, 16482,9,4,9,2,1031, 1802,5,3,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 1, 2, 2,0, 4,0,9,0,0,0,0, 3,3,2,0,0,0,0, 4,1,1,1,11, 2,  6, 987
5805, 11200,9,1,1,0, 323, 7646,2,3,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 7,1,1,9,0,0,0,14,0,1,1,10,99,999,2627
5806,  7879,9,2,4,0,1365, 5189,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 2, 3,0, 5,0,0,0,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,1603
5807, 10171,9,2,4,0, 546, 7343,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 1,0, 0, 3, 3,0, 6,0,9,0,0,0,0, 4,2,2,0,0,0,0, 1,0,1,3, 1,99,999,1191
5808, 17804,9,4,8,0, 328, 6895,2,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 3, 6,0, 9,0,1,1,0,0,0,96,4,1,9,0,0,0,11,0,0,9,99,99,999,1774
5809, 21155,9,3,7,3,2170, 2827,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 5,0,0,9,99, 2, 12, 743
5810, 13145,9,3,7,0,1717, 3645,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 2,2,2,0,0,0,0, 2,0,1,2, 8,99,999,1311
5811, 18975,9,3,5,0,1476, 3135,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,2,2,0,0,1,0, 1,0,1,1, 4,99,999,1049
5812, 21976,1,4,9,2, 417, 1646,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,0,0,0,0,0,96,1,2,0,0,0,0, 1,0,0,9,99,99,999,1480
5813, 11717,9,4,8,0,2015, 3412,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 4,1,1,9,0,0,0, 6,0,0,9,99,99,999,1530
5814, 19973,9,1,2,0, 766, 5288,5,2,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0,96,1,2,0,0,1,0, 2,1,1,3, 3,99,999, 909
5815,  8075,9,1,1,0, 717, 5774,2,1,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 4,2,1,9,0,0,0, 3,0,0,9,99,99,999,2873
5816, 16773,9,1,2,0, 433, 6385,3,2,0,3,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,0,0,0,0,0,96,2,2,0,0,0,0, 1,0,0,9,99,99,999,1209
5817, 14232,9,1,2,1,1077, 4694,4,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,1,2,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 3,2,2,0,0,0,0, 1,0,1,1, 5, 3,  5, 766
5818, 37449,9,3,5,0,1712, 2428,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,1,9,0,0,0,10,0,0,9,99,99,999,1876
5819, 11717,9,4,8,0,1985, 3460,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 5,1,1,9,0,0,0, 6,0,0,9,99,99,999,1774
5820, 16908,9,4,9,0,  65, 5241,2,4,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,2,0,0,0,0,13,0,1,2, 6,99,999,1307
5821, 17118,9,3,7,3,1733, 4071,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,0,9,99,99,999,1788
5822, 18216,9,3,5,0,1289, 3594,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,0,0,0,0,0, 5,3,1,9,0,0,0, 4,0,0,9,99,99,999,1119
5823, 18537,1,4,9,2,  82, 6001,2,1,0,1,0,1,0,0,0,1,0,2,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,1920
5824, 37138,9,1,2,1, 337, 6871,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 1, 3,0, 4,0,0,0,0,0,0, 2,2,2,0,0,1,0, 1,0,1,2,11,99,999, 959
5825, 23344,9,3,6,0,1172, 3455,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 4, 3,0, 7,0,0,0,0,0,0, 3,2,1,9,0,0,0, 3,0,0,9,99,99,999,1325
5826, 14706,9,1,1,0, 696, 5948,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 1,0, 2,0,9,0,0,0,0, 2,2,2,0,0,0,0, 8,0,0,9,99,99,999, 603
5827, 19877,9,3,5,4,2698, 1022,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,1,0,1,0,0, 6,1,1,9,0,0,0, 8,0,1,2, 6,99,999,1989
5828, 13077,9,2,4,0,1106, 5367,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,2,0,0,0,0, 7,0,0,9,99, 3, 12, 946
5829, 20289,9,1,2,1, 293, 7043,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 5, 5,0,10,0,1,0,1,0,0, 6,2,1,9,0,1,0, 1,0,0,9,99,99,999,3642
5830, 10285,9,3,6,0,2595, 1713,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 4, 2,0, 6,0,1,0,0,0,1, 2,1,1,9,0,0,0, 4,0,0,9,99,99,999,1259
5831, 21501,9,3,5,4,3535,  344,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,1699
5832, 37156,9,3,5,0,1506, 3909,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,1,0,0,96,4,1,9,0,0,0, 1,0,0,9,99,99,999,2932
5833,  8712,9,2,4,0, 683, 7948,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 5,0, 8,0,1,1,0,0,0, 6,2,1,9,0,0,0, 2,0,0,9,99,99,999,3019
5834, 19833,9,2,3,0, 380, 7987,2,1,0,4,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,1,0,1,0,0, 3,1,1,9,0,0,0, 8,0,0,9,99,99,999,2691
5835, 22159,9,4,9,2,1158, 1027,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 1, 2, 2,0, 4,0,9,0,0,0,0,96,3,2,0,0,0,0, 4,0,0,9,99,99,999, 840
5836, 11983,9,3,5,0,1710, 2432,2,3,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,1823
5837, 20342,9,2,4,0, 581, 8231,3,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 5, 5,0,10,0,1,1,0,0,0, 4,2,1,9,0,1,0, 1,0,0,9,99,99,999,4268
5838, 15256,9,2,4,0, 578, 7255,2,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 5,0, 8,0,1,1,0,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,2467
5839, 19833,9,2,3,0, 582, 6374,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,2584
5840, 11851,9,3,7,3,2524, 2464,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 2,4,1,9,0,0,0, 1,0,0,9,99,99,999,1318
5841, 25634,9,2,3,0, 709, 6541,2,3,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,1340
5842, 15297,9,1,2,0, 895, 5193,5,2,0,9,0,9,0,9,0,9,0,9,0,10,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,1,0,0,0, 6,0,0,9,99,10,180, 621
5843, 11036,9,1,1,0, 663, 6040,2,2,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 2, 4,0, 6,0,1,0,1,0,0, 3,2,1,9,0,0,0, 7,0,0,9,99,99,999,1533
5844, 21348,9,1,2,1, 856, 4910,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 2, 3,0, 5,0,1,1,0,0,0, 2,1,1,9,0,0,0, 2,0,0,9,99,99,999,1709
5845, 12105,9,3,6,0,1166, 4176,2,4,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 4,0, 0, 4, 7,0,11,0,1,0,1,0,0, 6,1,1,9,0,0,0,10,0,0,9,99,99,999,3824
5846, 10891,9,4,9,2,2323,  582,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,1432
5847, 57332,9,3,5,0,1209, 2806,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 7,1,1,9,0,0,0,15,0,1,2, 8,99,999,3592
5848,  9684,9,3,6,0,1218, 3602,2,3,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,1880
5849, 16471,9,1,2,1,1027, 4721,5,1,0,9,0,9,0,9,0,9,0,9,0, 4,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0,96,4,2,0,0,0,0, 1,0,0,9,99, 4, 46, 621
5850, 22407,9,2,3,0, 599, 6005,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 4,2,1,9,0,0,0, 1,0,0,9,99,99,999,3693
5851, 23321,9,3,5,0,1050, 3648,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,1,0,0,0,1, 3,2,1,9,0,0,0, 7,0,0,9,99,99,999,1210
5852, 18747,9,4,8,0,3787, 1449,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,2,0,0,1,0, 8,0,1,1, 9, 2, 16,1049
5853, 19833,9,2,3,0, 710, 5592,2,3,0,2,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 4,2,1,9,0,0,0, 7,0,0,9,99,99,999,2144
5854, 11851,9,3,7,3,2452, 2668,5,2,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,0,0,1,0, 3,0,0,9,99,99,999, 621
5855, 15603,9,4,8,0,4964,  958,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 0, 2,0, 2,0,9,0,0,0,0, 2,1,2,0,0,0,0, 4,0,1,2, 7, 3, 27, 504
5856,  9898,9,3,5,0,1505, 3327,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,1502
5857, 16325,9,3,5,4,4161,  207,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 4,1,1,9,0,0,0, 7,0,0,9,99,99,999,1706
5858, 14646,9,4,8,0,1893, 3611,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 1, 2, 2,0, 4,0,0,0,0,0,0, 2,1,1,9,0,0,0,16,0,1,1, 2,99,999,1046
5859, 14710,9,2,4,0, 743, 5845,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,1,0,1,0,0,96,4,1,9,0,0,0, 7,0,0,9,99,99,999,2546
5860, 23800,9,2,3,0, 488, 7495,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 3, 3,0, 6,0,1,0,0,1,0, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,4302
5861, 18132,9,3,7,3, 934, 4766,2,2,0,1,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,1,0,1, 2,2,1,9,0,0,0, 2,0,0,9,99,99,999,1790
5862,  6186,9,3,6,0,2749, 1449,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,2,0,0,0,0, 3,0,0,9,99,99,999, 878
5863,  7165,9,1,1,0, 287, 7792,2,2,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0,96,1,1,9,0,1,0, 1,0,0,9,99,99,999,1359
5864, 17237,9,2,4,0, 524, 8085,3,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,0,0,0,0,0, 2,2,2,0,0,0,0, 1,0,1,2, 9,99,999,1160
5865, 14103,9,3,7,3,2885, 1396,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0,96,6,2,0,0,0,0, 4,1,1,1, 6,99,999,1068
5866, 23451,9,3,5,0, 822, 4529,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,0,0,1, 2,2,1,9,0,0,0, 2,0,0,9,99,99,999,1991
5867, 13440,9,1,1,0, 769, 5597,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 6, 3,0, 9,0,1,0,1,0,0, 4,2,1,9,0,0,0, 1,0,0,9,99,99,999,3160
5868,  7629,9,4,8,0,1940, 3534,2,2,0,1,0,0,0,1,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999, 959
5869, 10767,9,1,1,0, 215, 9020,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,1313
5870, 10764,9,4,9,2, 265, 2214,3,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 1,0, 4,0,1,1,0,0,0,96,6,1,9,0,1,0, 3,0,0,9,99,99,999,1308
5871, 21379,9,3,7,0,1694, 3836,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 3,2,2,0,0,0,0, 3,0,1,2,10,99,999, 924
5872, 17696,9,2,3,0, 587, 6362,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 4,2,1,9,0,1,0, 1,0,0,9,99,99,999,2169
5873, 23940,9,1,2,0, 522, 5953,2,3,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,2,1,9,0,0,0, 5,0,0,9,99,99,999,2206
5874, 24287,9,2,3,0, 833, 6364,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 4, 2,0, 6,0,9,0,0,0,0, 2,2,2,0,0,0,0,10,0,1,2, 5, 2, 12,1736
5875, 13419,9,1,2,0, 770, 5283,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,2,1,9,0,0,0, 2,0,0,9,99,99,999,1023
5876,  7840,9,1,1,0, 251, 8256,2,2,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,0,0,0,0,0, 7,4,1,9,0,0,0, 1,0,0,9,99,99,999,1779
5877, 14364,9,1,2,0, 456, 6237,2,3,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 2, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,2138
5878, 30311,9,3,5,0,1113, 2997,2,3,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,1,0,1,0,0,96,1,1,9,0,0,0,10,0,0,9,99,99,999,1761
5879, 31141,9,3,5,0,1488, 3919,3,3,0,3,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 1, 3, 2,0, 5,0,0,0,0,0,0, 2,4,2,0,0,1,0, 7,0,1,2,10, 3, 20,1539
5880, 20966,9,1,2,0, 533, 6296,3,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,1,0,0,0, 3,2,1,9,0,0,0, 8,0,0,9,99,99,999,2096
5881, 11717,9,4,8,0, 349, 6801,3,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,1,1,9,0,0,0, 7,0,1,2, 8,99,999,1825
5882,  8208,9,1,2,0,1016, 4608,3,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 2,2,2,0,0,1,0, 1,0,0,9,99,99,999,1306
5883, 25990,9,2,3,0, 670, 6617,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0,96,6,1,9,0,0,0, 1,1,0,9,99,99,999,1162
5884,  9408,9,1,1,0, 269, 8418,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 1,0,1,1, 7, 2, 10, 684
5885, 22674,9,3,6,0,1920, 2585,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,0,0,0,0,0, 7,1,1,9,0,0,0, 7,0,0,9,99,99,999,2133
5886, 15336,9,3,7,0,2963, 1703,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,0,0,0,0, 7,0,1,1, 1, 2, 16, 702
