INPUT_TABLE
Variable ID
LN1_ValueLogit

region,LandAllocatorRoot,LandNode1,unManagedLandValue,logit.exponent,ID_AEZ,ID_LN1
Canada,root,RockIceDesertAEZ14,1067741,0,AEZ14,RockIceDesert
Western Europe,root,RockIceDesertAEZ14,5851020,0,AEZ14,RockIceDesert
Japan,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ14,1467029,0,AEZ14,RockIceDesert
China,root,RockIceDesertAEZ14,25930029,0,AEZ14,RockIceDesert
Middle East,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
Africa,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
Latin America,root,RockIceDesertAEZ14,34792936,0,AEZ14,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ14,35005256,0,AEZ14,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
Korea,root,RockIceDesertAEZ14,0,0,AEZ14,RockIceDesert
India,root,RockIceDesertAEZ14,612986921,0,AEZ14,RockIceDesert
USA,root,TundraAEZ14,433239,0,AEZ14,Tundra
Canada,root,TundraAEZ14,1067741,0,AEZ14,Tundra
Western Europe,root,TundraAEZ14,5851020,0,AEZ14,Tundra
Japan,root,TundraAEZ14,0,0,AEZ14,Tundra
Australia_NZ,root,TundraAEZ14,0,0,AEZ14,Tundra
Former Soviet Union,root,TundraAEZ14,1467029,0,AEZ14,Tundra
China,root,TundraAEZ14,25930029,0,AEZ14,Tundra
Middle East,root,TundraAEZ14,0,0,AEZ14,Tundra
Africa,root,TundraAEZ14,0,0,AEZ14,Tundra
Latin America,root,TundraAEZ14,34792936,0,AEZ14,Tundra
Southeast Asia,root,TundraAEZ14,35005256,0,AEZ14,Tundra
Eastern Europe,root,TundraAEZ14,0,0,AEZ14,Tundra
Korea,root,TundraAEZ14,0,0,AEZ14,Tundra
India,root,TundraAEZ14,612986921,0,AEZ14,Tundra
USA,root,UrbanLandAEZ14,433239,0,AEZ14,UrbanLand
Canada,root,UrbanLandAEZ14,1067741,0,AEZ14,UrbanLand
Western Europe,root,UrbanLandAEZ14,5851020,0,AEZ14,UrbanLand
Japan,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
Australia_NZ,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
Former Soviet Union,root,UrbanLandAEZ14,1467029,0,AEZ14,UrbanLand
China,root,UrbanLandAEZ14,25930029,0,AEZ14,UrbanLand
Middle East,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
Africa,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
Latin America,root,UrbanLandAEZ14,34792936,0,AEZ14,UrbanLand
Southeast Asia,root,UrbanLandAEZ14,35005256,0,AEZ14,UrbanLand
Eastern Europe,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
Korea,root,UrbanLandAEZ14,0,0,AEZ14,UrbanLand
India,root,UrbanLandAEZ14,612986921,0,AEZ14,UrbanLand
USA,root,AgroForestLandAEZ15,94199,1,AEZ15,AgroForestLand
Canada,root,AgroForestLandAEZ15,2042969,1,AEZ15,AgroForestLand
Western Europe,root,AgroForestLandAEZ15,7172892,1,AEZ15,AgroForestLand
Japan,root,AgroForestLandAEZ15,88617637,1,AEZ15,AgroForestLand
Australia_NZ,root,AgroForestLandAEZ15,18019956,1,AEZ15,AgroForestLand
Former Soviet Union,root,AgroForestLandAEZ15,1406336,1,AEZ15,AgroForestLand
China,root,AgroForestLandAEZ15,11034627,1,AEZ15,AgroForestLand
Middle East,root,AgroForestLandAEZ15,0,1,AEZ15,AgroForestLand
Africa,root,AgroForestLandAEZ15,0,1,AEZ15,AgroForestLand
Latin America,root,AgroForestLandAEZ15,24928793,1,AEZ15,AgroForestLand
Southeast Asia,root,AgroForestLandAEZ15,74345252,1,AEZ15,AgroForestLand
Eastern Europe,root,AgroForestLandAEZ15,4937343,1,AEZ15,AgroForestLand
Korea,root,AgroForestLandAEZ15,0,1,AEZ15,AgroForestLand
India,root,AgroForestLandAEZ15,465830575,1,AEZ15,AgroForestLand
USA,root,RockIceDesertAEZ15,94199,0,AEZ15,RockIceDesert
Canada,root,RockIceDesertAEZ15,2042969,0,AEZ15,RockIceDesert
Western Europe,root,RockIceDesertAEZ15,7172892,0,AEZ15,RockIceDesert
Japan,root,RockIceDesertAEZ15,88617637,0,AEZ15,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ15,18019956,0,AEZ15,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ15,1406336,0,AEZ15,RockIceDesert
China,root,RockIceDesertAEZ15,11034627,0,AEZ15,RockIceDesert
Middle East,root,RockIceDesertAEZ15,0,0,AEZ15,RockIceDesert
Africa,root,RockIceDesertAEZ15,0,0,AEZ15,RockIceDesert
Latin America,root,RockIceDesertAEZ15,24928793,0,AEZ15,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ15,74345252,0,AEZ15,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ15,4937343,0,AEZ15,RockIceDesert
Korea,root,RockIceDesertAEZ15,0,0,AEZ15,RockIceDesert
India,root,RockIceDesertAEZ15,465830575,0,AEZ15,RockIceDesert
USA,root,TundraAEZ15,94199,0,AEZ15,Tundra
Canada,root,TundraAEZ15,2042969,0,AEZ15,Tundra
Western Europe,root,TundraAEZ15,7172892,0,AEZ15,Tundra
Japan,root,TundraAEZ15,88617637,0,AEZ15,Tundra
Australia_NZ,root,TundraAEZ15,18019956,0,AEZ15,Tundra
Former Soviet Union,root,TundraAEZ15,1406336,0,AEZ15,Tundra
China,root,TundraAEZ15,11034627,0,AEZ15,Tundra
Middle East,root,TundraAEZ15,0,0,AEZ15,Tundra
Africa,root,TundraAEZ15,0,0,AEZ15,Tundra
Latin America,root,TundraAEZ15,24928793,0,AEZ15,Tundra
Southeast Asia,root,TundraAEZ15,74345252,0,AEZ15,Tundra
Eastern Europe,root,TundraAEZ15,4937343,0,AEZ15,Tundra
Korea,root,TundraAEZ15,0,0,AEZ15,Tundra
India,root,TundraAEZ15,465830575,0,AEZ15,Tundra
USA,root,UrbanLandAEZ15,94199,0,AEZ15,UrbanLand
Canada,root,UrbanLandAEZ15,2042969,0,AEZ15,UrbanLand
Western Europe,root,UrbanLandAEZ15,7172892,0,AEZ15,UrbanLand
Japan,root,UrbanLandAEZ15,88617637,0,AEZ15,UrbanLand
Australia_NZ,root,UrbanLandAEZ15,18019956,0,AEZ15,UrbanLand
Former Soviet Union,root,UrbanLandAEZ15,1406336,0,AEZ15,UrbanLand
China,root,UrbanLandAEZ15,11034627,0,AEZ15,UrbanLand
Middle East,root,UrbanLandAEZ15,0,0,AEZ15,UrbanLand
Africa,root,UrbanLandAEZ15,0,0,AEZ15,UrbanLand
Latin America,root,UrbanLandAEZ15,24928793,0,AEZ15,UrbanLand
Southeast Asia,root,UrbanLandAEZ15,74345252,0,AEZ15,UrbanLand
Eastern Europe,root,UrbanLandAEZ15,4937343,0,AEZ15,UrbanLand
Korea,root,UrbanLandAEZ15,0,0,AEZ15,UrbanLand
India,root,UrbanLandAEZ15,465830575,0,AEZ15,UrbanLand
USA,root,AgroForestLandAEZ16,2830034,1,AEZ16,AgroForestLand
Canada,root,AgroForestLandAEZ16,4058524,1,AEZ16,AgroForestLand
Western Europe,root,AgroForestLandAEZ16,15763369,1,AEZ16,AgroForestLand
Japan,root,AgroForestLandAEZ16,0,1,AEZ16,AgroForestLand
Australia_NZ,root,AgroForestLandAEZ16,48435727,1,AEZ16,AgroForestLand
Former Soviet Union,root,AgroForestLandAEZ16,4979366,1,AEZ16,AgroForestLand
China,root,AgroForestLandAEZ16,90527452,1,AEZ16,AgroForestLand
Middle East,root,AgroForestLandAEZ16,0,1,AEZ16,AgroForestLand
Africa,root,AgroForestLandAEZ16,0,1,AEZ16,AgroForestLand
Latin America,root,AgroForestLandAEZ16,20065972,1,AEZ16,AgroForestLand
Southeast Asia,root,AgroForestLandAEZ16,7929072,1,AEZ16,AgroForestLand
Eastern Europe,root,AgroForestLandAEZ16,4163726,1,AEZ16,AgroForestLand
Korea,root,AgroForestLandAEZ16,0,1,AEZ16,AgroForestLand
India,root,AgroForestLandAEZ16,54007767,1,AEZ16,AgroForestLand
USA,root,RockIceDesertAEZ16,2830034,0,AEZ16,RockIceDesert
Canada,root,RockIceDesertAEZ16,4058524,0,AEZ16,RockIceDesert
Western Europe,root,RockIceDesertAEZ16,15763369,0,AEZ16,RockIceDesert
Japan,root,RockIceDesertAEZ16,0,0,AEZ16,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ16,48435727,0,AEZ16,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ16,4979366,0,AEZ16,RockIceDesert
China,root,RockIceDesertAEZ16,90527452,0,AEZ16,RockIceDesert
Middle East,root,RockIceDesertAEZ16,0,0,AEZ16,RockIceDesert
Africa,root,RockIceDesertAEZ16,0,0,AEZ16,RockIceDesert
Latin America,root,RockIceDesertAEZ16,20065972,0,AEZ16,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ16,7929072,0,AEZ16,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ16,4163726,0,AEZ16,RockIceDesert
Korea,root,RockIceDesertAEZ16,0,0,AEZ16,RockIceDesert
India,root,RockIceDesertAEZ16,54007767,0,AEZ16,RockIceDesert
USA,root,TundraAEZ16,2830034,0,AEZ16,Tundra
Canada,root,TundraAEZ16,4058524,0,AEZ16,Tundra
Western Europe,root,TundraAEZ16,15763369,0,AEZ16,Tundra
Japan,root,TundraAEZ16,0,0,AEZ16,Tundra
Australia_NZ,root,TundraAEZ16,48435727,0,AEZ16,Tundra
Former Soviet Union,root,TundraAEZ16,4979366,0,AEZ16,Tundra
China,root,TundraAEZ16,90527452,0,AEZ16,Tundra
Middle East,root,TundraAEZ16,0,0,AEZ16,Tundra
Africa,root,TundraAEZ16,0,0,AEZ16,Tundra
Latin America,root,TundraAEZ16,20065972,0,AEZ16,Tundra
Southeast Asia,root,TundraAEZ16,7929072,0,AEZ16,Tundra
Eastern Europe,root,TundraAEZ16,4163726,0,AEZ16,Tundra
Korea,root,TundraAEZ16,0,0,AEZ16,Tundra
India,root,TundraAEZ16,54007767,0,AEZ16,Tundra
USA,root,UrbanLandAEZ16,2830034,0,AEZ16,UrbanLand
Canada,root,UrbanLandAEZ16,4058524,0,AEZ16,UrbanLand
Western Europe,root,UrbanLandAEZ16,15763369,0,AEZ16,UrbanLand
Japan,root,UrbanLandAEZ16,0,0,AEZ16,UrbanLand
Australia_NZ,root,UrbanLandAEZ16,48435727,0,AEZ16,UrbanLand
Former Soviet Union,root,UrbanLandAEZ16,4979366,0,AEZ16,UrbanLand
China,root,UrbanLandAEZ16,90527452,0,AEZ16,UrbanLand
Middle East,root,UrbanLandAEZ16,0,0,AEZ16,UrbanLand
Africa,root,UrbanLandAEZ16,0,0,AEZ16,UrbanLand
Latin America,root,UrbanLandAEZ16,20065972,0,AEZ16,UrbanLand
Southeast Asia,root,UrbanLandAEZ16,7929072,0,AEZ16,UrbanLand
Eastern Europe,root,UrbanLandAEZ16,4163726,0,AEZ16,UrbanLand
Korea,root,UrbanLandAEZ16,0,0,AEZ16,UrbanLand
India,root,UrbanLandAEZ16,54007767,0,AEZ16,UrbanLand
USA,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Canada,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Western Europe,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Japan,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Australia_NZ,root,AgroForestLandAEZ17,2153681,1,AEZ17,AgroForestLand
Former Soviet Union,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
China,root,AgroForestLandAEZ17,41699484,1,AEZ17,AgroForestLand
Middle East,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Africa,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Latin America,root,AgroForestLandAEZ17,5721343,1,AEZ17,AgroForestLand
Southeast Asia,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Eastern Europe,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
Korea,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
India,root,AgroForestLandAEZ17,0,1,AEZ17,AgroForestLand
USA,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Canada,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Western Europe,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Japan,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ17,2153681,0,AEZ17,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
China,root,RockIceDesertAEZ17,41699484,0,AEZ17,RockIceDesert
Middle East,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Africa,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Latin America,root,RockIceDesertAEZ17,5721343,0,AEZ17,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
Korea,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
India,root,RockIceDesertAEZ17,0,0,AEZ17,RockIceDesert
USA,root,TundraAEZ17,0,0,AEZ17,Tundra
Canada,root,TundraAEZ17,0,0,AEZ17,Tundra
Western Europe,root,TundraAEZ17,0,0,AEZ17,Tundra
Japan,root,TundraAEZ17,0,0,AEZ17,Tundra
Australia_NZ,root,TundraAEZ17,2153681,0,AEZ17,Tundra
Former Soviet Union,root,TundraAEZ17,0,0,AEZ17,Tundra
China,root,TundraAEZ17,41699484,0,AEZ17,Tundra
Middle East,root,TundraAEZ17,0,0,AEZ17,Tundra
Africa,root,TundraAEZ17,0,0,AEZ17,Tundra
Latin America,root,TundraAEZ17,5721343,0,AEZ17,Tundra
Southeast Asia,root,TundraAEZ17,0,0,AEZ17,Tundra
Eastern Europe,root,TundraAEZ17,0,0,AEZ17,Tundra
Korea,root,TundraAEZ17,0,0,AEZ17,Tundra
India,root,TundraAEZ17,0,0,AEZ17,Tundra
USA,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Canada,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Western Europe,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Japan,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Australia_NZ,root,UrbanLandAEZ17,2153681,0,AEZ17,UrbanLand
Former Soviet Union,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
China,root,UrbanLandAEZ17,41699484,0,AEZ17,UrbanLand
Middle East,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Africa,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Latin America,root,UrbanLandAEZ17,5721343,0,AEZ17,UrbanLand
Southeast Asia,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Eastern Europe,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
Korea,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
India,root,UrbanLandAEZ17,0,0,AEZ17,UrbanLand
USA,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Canada,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Western Europe,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Japan,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Australia_NZ,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Former Soviet Union,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
China,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Middle East,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Africa,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Latin America,root,AgroForestLandAEZ18,8487,1,AEZ18,AgroForestLand
Southeast Asia,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Eastern Europe,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
Korea,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
India,root,AgroForestLandAEZ18,0,1,AEZ18,AgroForestLand
USA,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Canada,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Western Europe,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Japan,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
China,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Middle East,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Africa,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Latin America,root,RockIceDesertAEZ18,8487,0,AEZ18,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
Korea,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
India,root,RockIceDesertAEZ18,0,0,AEZ18,RockIceDesert
USA,root,TundraAEZ18,0,0,AEZ18,Tundra
Canada,root,TundraAEZ18,0,0,AEZ18,Tundra
Western Europe,root,TundraAEZ18,0,0,AEZ18,Tundra
Japan,root,TundraAEZ18,0,0,AEZ18,Tundra
Australia_NZ,root,TundraAEZ18,0,0,AEZ18,Tundra
Former Soviet Union,root,TundraAEZ18,0,0,AEZ18,Tundra
China,root,TundraAEZ18,0,0,AEZ18,Tundra
Middle East,root,TundraAEZ18,0,0,AEZ18,Tundra
Africa,root,TundraAEZ18,0,0,AEZ18,Tundra
Latin America,root,TundraAEZ18,8487,0,AEZ18,Tundra
Southeast Asia,root,TundraAEZ18,0,0,AEZ18,Tundra
Eastern Europe,root,TundraAEZ18,0,0,AEZ18,Tundra
Korea,root,TundraAEZ18,0,0,AEZ18,Tundra
India,root,TundraAEZ18,0,0,AEZ18,Tundra
USA,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Canada,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Western Europe,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Japan,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Australia_NZ,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Former Soviet Union,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
China,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Middle East,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Africa,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Latin America,root,UrbanLandAEZ18,8487,0,AEZ18,UrbanLand
Southeast Asia,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Eastern Europe,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
Korea,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
India,root,UrbanLandAEZ18,0,0,AEZ18,UrbanLand
