Forest,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
7020,,,,,,,,,,,fract-harvested,,,,,
,,,,,,kg/m3,,kg/m2,GJ/kg,,price,,,,,
China,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
Middle East,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Middle East,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,8
Africa,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Africa,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,9
Latin America,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Latin America,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,10
Southeast Asia,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Southeast Asia,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,11
Eastern Europe,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Eastern Europe,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,12
Korea,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
Korea,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,13
India,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
India,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,14
,,,,,,,,,,,,,,,,
Mill,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,fract-harvested,,,,,
,,,,,,kg/m3,,kg/m2,GJ/kg,,price,,,,,
Region,supplysector,subsector,technology,period,residue-biomass-production,mass-conversion,harvest-index,eros-ctrl,mass-to-energy,water-content,0,0.623,3,10,,GCAM_region_ID
USA,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,1
Canada,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,2
Western Europe,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,3
Japan,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.101285047,0.9,1,,4
Australia_NZ,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.668579328,0.9,1,,5
Former Soviet Union,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,6
China,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.312231063,0.9,1,,7
Middle East,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.546050877,0.9,1,,8
Africa,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.9,0.9,1,,9
Latin America,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,10
Southeast Asia,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,11
Eastern Europe,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.598565434,0.9,1,,12
Korea,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.049624485,0.9,1,,13
India,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,BASE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,14
,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,fract-harvested,,,,,
,,,,,,kg/m3,,kg/m2,GJ/kg,,price,,,,,
Region,supplysector,subsector,technology,period,residue-biomass-production,mass-conversion,harvest-index,eros-ctrl,mass-to-energy,water-content,0,0.623,3,10,,GCAM_region_ID
USA,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,1
Canada,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,2
Western Europe,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,3
Japan,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,4
Australia_NZ,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,5
Former Soviet Union,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,6
China,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,7
Middle East,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,8
Africa,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,9
Latin America,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,10
Southeast Asia,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,11
Eastern Europe,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,12
Korea,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,13
India,NonFoodDemand_Forest,NonFoodDemand_Forest,NonFoodDemand_Forest,FUTURE YEARS,biomass,500,0.8,0,0.018926067,0,0,0.8,0.9,1,,14
