USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0,0,0,0,0,0,0,0,0,0,,1,1OtherArableLand,AEZ17,,
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,1,1OtherArableLand,AEZ18,,
Canada,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ1,,
Canada,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ2,,
Canada,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ3,,
Canada,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ4,,
Canada,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ5,,
Canada,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ6,,
Canada,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,25.05196261,28.68193589,52.65406039,0,0,0.000615546,0.121599429,4.432949451,23.0086666,25.05196261,,2,2OtherArableLand,AEZ7,,
Canada,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,7.465884588,8.392642399,20.76817149,0,0,0,0.031670177,1.229043527,6.893004072,7.465884588,,2,2OtherArableLand,AEZ8,,
Canada,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,47.24317481,46.73378403,47.33731797,0.00812255,0.019440355,0.117232885,1.456381085,29.06148046,48.34792151,47.24317481,,2,2OtherArableLand,AEZ9,,
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,106.8718971,92.22043547,39.27256193,0.014185611,0.053437714,0.758896056,11.9245108,117.7580295,119.1145853,106.8718971,,2,2OtherArableLand,AEZ10,,
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,1.00496964,0.845429724,0.424823521,0,0,0,0.054589164,1.105636683,1.173805565,1.00496964,,2,2OtherArableLand,AEZ11,,
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ12,,
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,8.387752369,9.438735473,16.78157338,0,0,0.000789853,0.052288714,1.895340394,7.951508219,8.387752369,,2,2OtherArableLand,AEZ13,,
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,2.587805488,2.897880171,5.998948165,0,0,4.82558E-05,0.011313176,0.521539053,2.428072281,2.587805488,,2,2OtherArableLand,AEZ14,,
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,45.33711992,48.08180461,61.86542401,0,0,0.005748533,0.384145956,13.44095383,42.52916189,45.33711992,,2,2OtherArableLand,AEZ15,,
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,3.106682918,2.8691067,2.117271901,0,0,0.000461011,0.063776615,1.583464859,3.147263481,3.106682918,,2,2OtherArableLand,AEZ16,,
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ17,,
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,2,2OtherArableLand,AEZ18,,
Western Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ1,,
Western Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ2,,
Western Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ3,,
Western Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,0.217631799,0.212567755,0.01819988,0.147388416,0.160127406,0.161681154,0.169002488,0.182212416,0.211129207,0.217631799,,3,3OtherArableLand,AEZ4,,
Western Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ5,,
Western Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ6,,
Western Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,0.034750048,0.035130913,0.027828574,0.012894691,0.012346934,0.011214815,0.010845175,0.012586729,0.02402798,0.034750048,,3,3OtherArableLand,AEZ7,,
Western Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,13.11082958,12.9350882,13.97939761,4.131537867,3.985675727,3.880045838,4.316771995,4.879621546,8.573758067,13.11082958,,3,3OtherArableLand,AEZ8,,
Western Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,38.28479802,38.88881433,61.57992541,16.93336235,17.82639039,17.94273585,19.5360237,21.93195919,31.37460979,38.28479802,,3,3OtherArableLand,AEZ9,,
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,52.10034067,51.04557497,50.33100537,23.51840183,25.73649024,27.37207048,32.55962424,40.53402843,50.24796877,52.10034067,,3,3OtherArableLand,AEZ10,,
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,41.23763878,39.31832264,33.9692208,28.00750676,29.92927199,31.35973973,37.30606996,40.90869092,43.39096466,41.23763878,,3,3OtherArableLand,AEZ11,,
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,9.324339753,8.717600528,5.111158925,8.283306103,9.221134428,10.4945028,12.4467421,11.0655928,10.17931908,9.324339753,,3,3OtherArableLand,AEZ12,,
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.002172458,0.004068959,0.045289022,0,0,0,0,0,0.001248879,0.002172458,,3,3OtherArableLand,AEZ13,,
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.266257554,0.289747588,1.299329735,0.061105107,0.058979894,0.055510022,0.051880349,0.054026531,0.155630663,0.266257554,,3,3OtherArableLand,AEZ14,,
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,4.844694982,4.480903565,6.960310369,0.870427871,1.021830866,1.319483802,2.092178359,3.348045264,4.990058167,4.844694982,,3,3OtherArableLand,AEZ15,,
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.462738555,0.549356861,5.322940711,0.085962492,0.099871603,0.129750042,0.197733442,0.279648768,0.391820702,0.462738555,,3,3OtherArableLand,AEZ16,,
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ17,,
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,3,3OtherArableLand,AEZ18,,
Japan,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ1,,
Japan,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ2,,
Japan,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ3,,
Japan,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ4,,
Japan,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ5,,
Japan,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ6,,
Japan,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ7,,
Japan,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ8,,
Japan,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,0.016601781,0.028126873,0.424191587,0.000807365,0.000904725,0.000791182,0.000773829,0.00119993,0.007101348,0.016601781,,4,4OtherArableLand,AEZ9,,
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,1.342701021,1.302863635,2.141526588,0.18781473,0.206529891,0.213185496,0.267396026,0.423282506,1.141204966,1.342701021,,4,4OtherArableLand,AEZ10,,
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,3.354727381,3.175891887,2.184491595,0.854033307,0.976708829,1.032421516,1.247659494,1.786978133,3.290925008,3.354727381,,4,4OtherArableLand,AEZ11,,
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,1.379826395,1.227133618,0.689422948,0.500055081,0.55671268,0.576155278,0.681774562,0.922802021,1.363080186,1.379826395,,4,4OtherArableLand,AEZ12,,
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ13,,
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ14,,
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.020798423,0.023325821,0.122010861,0.002209252,0.002309495,0.002089894,0.002126609,0.003515843,0.012738913,0.020798423,,4,4OtherArableLand,AEZ15,,
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ16,,
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ17,,
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,4,4OtherArableLand,AEZ18,,
Australia_NZ,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,4.861492054,5.566223167,4.587882514,0,0.000780137,0.001719189,0.007012682,0.215080583,2.505499516,4.861492054,,5,5OtherArableLand,AEZ1,,
Australia_NZ,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,2.55632838,2.878581032,3.604172654,0,0,0,0.000773028,0.094517387,1.312148999,2.55632838,,5,5OtherArableLand,AEZ2,,
Australia_NZ,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,7.95267093,9.026978995,13.45586575,0,0,0,0.033974006,0.609025209,4.234461339,7.95267093,,5,5OtherArableLand,AEZ3,,
Australia_NZ,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,4.499397336,4.6910313,8.120540335,0,0,0,0.003131921,0.244184148,2.504427881,4.499397336,,5,5OtherArableLand,AEZ4,,
Australia_NZ,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,0.39223851,0.275321253,0.481285927,0,0,0,0,0.0548003,0.303466774,0.39223851,,5,5OtherArableLand,AEZ5,,
Australia_NZ,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,1.66373209,1.33135492,1.03399481,0.023119972,0.020386925,0.020291464,0.111759772,1.300059187,1.738161612,1.66373209,,5,5OtherArableLand,AEZ6,,
Australia_NZ,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,41.54112136,48.52539572,68.84428614,0,0,0,0.098525133,2.640231736,21.2817959,41.54112136,,5,5OtherArableLand,AEZ7,,
Australia_NZ,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,41.16176959,49.81855782,44.45085244,0,0,0,0.030699788,1.305470434,19.5079927,41.16176959,,5,5OtherArableLand,AEZ8,,
Australia_NZ,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,70.06095273,80.78092034,56.97480974,0,0,0,0.202212899,5.373975819,37.24550676,70.06095273,,5,5OtherArableLand,AEZ9,,
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,40.72027077,45.29920529,36.07909942,0.008858596,0.007488327,0.006989934,0.163315866,4.455323735,23.34459326,40.72027077,,5,5OtherArableLand,AEZ10,,
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,46.39595331,48.40699949,53.52319365,0.180401136,0.179479138,0.18454982,0.504504124,7.946690528,31.27236366,46.39595331,,5,5OtherArableLand,AEZ11,,
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,30.70752703,30.63301692,22.32567789,1.229637442,1.110427915,1.033937493,2.026677496,9.334454281,24.14797657,30.70752703,,5,5OtherArableLand,AEZ12,,
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0,0,0,0,0,0,0,0,0,0,,5,5OtherArableLand,AEZ13,,
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0,0,0,0,0,0,0,0,0,0,,5,5OtherArableLand,AEZ14,,
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.06411584,0.098197481,0.124079366,0.00385871,0.002975572,0.000535142,0.000230913,0.002966851,0.034424561,0.06411584,,5,5OtherArableLand,AEZ15,,
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.66226728,0.991433645,1.371801523,0.017924841,0.01563358,0.013355824,0.02052715,0.062083447,0.390789133,0.66226728,,5,5OtherArableLand,AEZ16,,
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.219009037,0.294554416,1.19153922,0.000816567,0.000786148,0.000962356,0.001595909,0.006265282,0.108540511,0.219009037,,5,5OtherArableLand,AEZ17,,
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,5,5OtherArableLand,AEZ18,,
Former Soviet Union,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ1,,
Former Soviet Union,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ2,,
Former Soviet Union,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ3,,
Former Soviet Union,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ4,,
Former Soviet Union,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ5,,
Former Soviet Union,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ6,,
Former Soviet Union,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,41.04297749,39.53693212,43.87055226,6.533379956,8.641266356,10.66508394,13.8949227,20.52606895,30.81705878,41.04297749,,6,6OtherArableLand,AEZ7,,
Former Soviet Union,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,109.0614549,109.370741,172.7840978,20.4804463,27.67683103,33.99602451,44.59730636,70.14567482,91.26786666,109.0614549,,6,6OtherArableLand,AEZ8,,
Former Soviet Union,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,120.2133161,115.538927,153.9964115,20.39867353,28.85173572,36.47542263,50.14661489,86.8585347,110.9329571,120.2133161,,6,6OtherArableLand,AEZ9,,
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,220.7743587,204.4426455,186.2802191,44.29941872,63.43936649,80.51987392,110.0639076,175.9889606,218.4935179,220.7743587,,6,6OtherArableLand,AEZ10,,
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,1.316183497,1.318396815,0.69279912,0.266555584,0.250358295,0.338684294,0.481218856,0.790396387,1.152598839,1.316183497,,6,6OtherArableLand,AEZ11,,
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,0.769255952,0.72175542,0.087727423,0.411788841,0.323262761,0.412248929,0.511982557,0.648749947,0.758797064,0.769255952,,6,6OtherArableLand,AEZ12,,
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,24.85767262,25.88900168,63.01129451,0.671588009,1.042864633,1.456816851,2.159652135,5.625579739,15.99612743,24.85767262,,6,6OtherArableLand,AEZ13,,
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,22.48824146,24.80880639,62.27129941,1.706670051,2.456407349,3.084914924,4.253624447,8.611870013,16.57006403,22.48824146,,6,6OtherArableLand,AEZ14,,
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,143.8567477,155.9622027,214.8739081,18.37251522,26.59142805,32.75374297,46.16443785,83.98687299,119.1200171,143.8567477,,6,6OtherArableLand,AEZ15,,
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.632838786,0.731299416,2.05289888,0.050465686,0.070348038,0.101975582,0.174694823,0.29063634,0.477774217,0.632838786,,6,6OtherArableLand,AEZ16,,
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ17,,
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,6,6OtherArableLand,AEZ18,,
China,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,0,0,0,0,0,0,0,0,0,0,,7,7OtherArableLand,AEZ1,,
China,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0,0,0,0,0,0,0,0,0,0,,7,7OtherArableLand,AEZ2,,
China,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0,0,0,0,0,0,0,0,0,0,,7,7OtherArableLand,AEZ3,,
China,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,OtherArableLandAEZ4,0.363533008,0.604505008,1.654686594,0.022851435,0.032905819,0.046605492,0.070325193,0.109994959,0.219620822,0.363533008,,7,7OtherArableLand,AEZ4,,
China,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,OtherArableLandAEZ5,9.679931678,11.73502466,13.31243246,0.712163838,1.050592279,1.467792253,2.215266406,4.187920178,7.797670967,9.679931678,,7,7OtherArableLand,AEZ5,,
China,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,OtherArableLandAEZ6,9.918225202,11.59266363,9.918979279,3.789357816,4.572600877,5.202633875,6.109712807,7.316635864,9.470547045,9.918225202,,7,7OtherArableLand,AEZ6,,
China,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,OtherArableLandAEZ7,16.29343488,25.04099231,48.72539967,10.16649187,11.83973956,12.76750916,13.71048574,14.53339321,15.46099616,16.29343488,,7,7OtherArableLand,AEZ7,,
China,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,OtherArableLandAEZ8,18.59657918,27.62557052,58.51851033,11.43805729,13.42829739,14.633251,15.82919697,16.57599144,18.87866307,18.59657918,,7,7OtherArableLand,AEZ8,,
China,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,OtherArableLandAEZ9,33.87848492,42.3194217,47.58136925,25.24509601,27.91603959,29.61600237,31.27075489,32.41187881,34.94401576,33.87848492,,7,7OtherArableLand,AEZ9,,
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,18.68713906,23.61583819,30.15971517,10.42230923,12.02462486,13.18833362,14.3677266,15.40098371,18.34998766,18.68713906,,7,7OtherArableLand,AEZ10,,
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,OtherArableLandAEZ11,29.27370273,36.34634993,34.93766159,17.57519309,20.60740305,22.72863232,24.94633954,26.64755165,30.08194814,29.27370273,,7,7OtherArableLand,AEZ11,,
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,OtherArableLandAEZ12,55.57213573,69.60269297,69.80243369,39.04795789,44.1650955,47.31895465,50.41105457,52.59757431,57.72355024,55.57213573,,7,7OtherArableLand,AEZ12,,
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,OtherArableLandAEZ13,0.273251935,0.606968839,32.78164505,0.057686917,0.071804452,0.082192318,0.093800378,0.107257317,0.180236406,0.273251935,,7,7OtherArableLand,AEZ13,,
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,OtherArableLandAEZ14,0.910650678,1.626125524,20.09791634,0.052929593,0.063530434,0.07029535,0.079477439,0.089982258,0.423171432,0.910650678,,7,7OtherArableLand,AEZ14,,
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,OtherArableLandAEZ15,0.624886833,1.157935693,27.03201178,0.115009277,0.143038478,0.159601447,0.176496166,0.187094209,0.333906297,0.624886833,,7,7OtherArableLand,AEZ15,,
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.073686281,0.217296773,16.54847614,0.005703165,0.007159854,0.009163499,0.011795571,0.014462711,0.046892618,0.073686281,,7,7OtherArableLand,AEZ16,,
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.002143041,0.006959823,0.07490629,0.000321302,0.00036505,0.000387948,0.000429348,0.000442194,0.001353351,0.002143041,,7,7OtherArableLand,AEZ17,,
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0,0,0,0,0,0,0,0,0,0,,7,7OtherArableLand,AEZ18,,
Middle East,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,OtherArableLandAEZ1,4.452965688,4.854754976,4.228745307,2.913583896,2.784672928,2.736255259,2.816755266,3.255196415,3.686434997,4.452965688,,8,8OtherArableLand,AEZ1,,
Middle East,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,OtherArableLandAEZ2,0.188584235,0.190188437,0.018955492,0.012291678,0.018685996,0.025664239,0.034000199,0.037118846,0.107789828,0.188584235,,8,8OtherArableLand,AEZ2,,
Middle East,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,OtherArableLandAEZ3,0.651455097,0.609742963,0.174267985,0.190820076,0.240677864,0.275433205,0.306427061,0.308484131,0.504005856,0.651455097,,8,8OtherArableLand,AEZ3,,
