Carbon densities by crop type,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,year to use for C contents,,
,,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,,,,2005,,
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,PalmFruitAEZ17,0,12,0,12,1,0,0,,,0.000,0.000,0.000,0.000,,13,13CropLand,AEZ17,PalmFruit,13PalmFruit2005,,
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,PalmFruitAEZ18,0,12,0,12,1,0,0,,,0.000,0.000,0.000,0.000,,13,13CropLand,AEZ18,PalmFruit,13PalmFruit2005,,
India,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,PalmFruitAEZ1,0,3,0,3,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ1,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,PalmFruitAEZ2,0.066187259,4,0.066187259,4,1,0,0,,,0.660,0.747,0.800,0.150,,14,14CropLand,AEZ2,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,PalmFruitAEZ3,0.068040521,5,0.068040521,5,1,0,0,,,0.660,0.768,0.800,0.150,,14,14CropLand,AEZ3,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,PalmFruitAEZ4,0.069041174,6,0.069041174,6,1,0,0,,,0.660,0.779,0.800,0.150,,14,14CropLand,AEZ4,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,PalmFruitAEZ5,0.076685226,6,0.076685226,6,1,0,0,,,0.660,0.865,0.800,0.150,,14,14CropLand,AEZ5,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,PalmFruitAEZ6,0.054413557,6,0.054413557,6,1,0,0,,,0.660,0.614,0.800,0.150,,14,14CropLand,AEZ6,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,PalmFruitAEZ7,0,6,0,6,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ7,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,PalmFruitAEZ8,0,7,0,7,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ8,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,PalmFruitAEZ9,0.133211981,8,0.133211981,8,1,0,0,,,0.660,1.503,0.800,0.150,,14,14CropLand,AEZ9,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,PalmFruitAEZ10,0,9,0,9,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ10,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,PalmFruitAEZ11,0.059126702,9,0.059126702,9,1,0,0,,,0.660,0.667,0.800,0.150,,14,14CropLand,AEZ11,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,PalmFruitAEZ12,0.051810533,9,0.051810533,9,1,0,0,,,0.660,0.585,0.800,0.150,,14,14CropLand,AEZ12,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,PalmFruitAEZ13,0,9,0,9,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ13,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,PalmFruitAEZ14,0,10,0,10,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ14,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,PalmFruitAEZ15,0,11,0,11,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ15,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,PalmFruitAEZ16,0,12,0,12,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ16,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,PalmFruitAEZ17,0,12,0,12,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ17,PalmFruit,14PalmFruit2005,,
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,PalmFruitAEZ18,0,12,0,12,1,0,0,,,0.660,0.000,0.800,0.150,,14,14CropLand,AEZ18,PalmFruit,14PalmFruit2005,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,,,,,,
region,Land Allocator Root,LandNode1,LandNode2,LandNode3,LandLeaf,above-ground-carbon,below-ground-carbon,above-ground-carbon,below-ground-carbon,mature-age,minAboveGroundCDensity,minBelowGroundCDensity,,,Harvest index (portion harvested),Yield (kg/m2),Moisture content,Root:shoot,,region ID,lookup1,lookup2,lookup3,lookup4,,
USA,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ1,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ2,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,RiceAEZ3,0,5,0,5,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ3,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,RiceAEZ4,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ4,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,RiceAEZ5,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ5,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,RiceAEZ6,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ6,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,RiceAEZ7,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ7,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,RiceAEZ8,0.556216903,7,0.556216903,7,1,0,0,,,0.400,0.744,0.090,0.460,,1,1CropLand,AEZ8,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,RiceAEZ9,0.753221279,8,0.753221279,8,1,0,0,,,0.400,1.008,0.090,0.460,,1,1CropLand,AEZ9,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,RiceAEZ10,0.704364846,9,0.704364846,9,1,0,0,,,0.400,0.943,0.090,0.460,,1,1CropLand,AEZ10,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,RiceAEZ11,0.566152674,9,0.566152674,9,1,0,0,,,0.400,0.758,0.090,0.460,,1,1CropLand,AEZ11,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,RiceAEZ12,0.50674799,9,0.50674799,9,1,0,0,,,0.400,0.678,0.090,0.460,,1,1CropLand,AEZ12,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,RiceAEZ13,0,9,0,9,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ13,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,RiceAEZ14,0.699020718,10,0.699020718,10,1,0,0,,,0.400,0.935,0.090,0.460,,1,1CropLand,AEZ14,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,RiceAEZ15,0,11,0,11,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ15,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,RiceAEZ16,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ16,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,RiceAEZ17,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ17,Rice,1Rice2005,,
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,RiceAEZ18,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,1,1CropLand,AEZ18,Rice,1Rice2005,,
Canada,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ1,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ2,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,RiceAEZ3,0,5,0,5,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ3,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,RiceAEZ4,0,6,0,6,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ4,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,RiceAEZ5,0,6,0,6,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ5,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,RiceAEZ6,0,6,0,6,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ6,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,RiceAEZ7,0,6,0,6,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ7,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,RiceAEZ8,0,7,0,7,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ8,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,RiceAEZ9,0,8,0,8,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ9,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,RiceAEZ10,0,9,0,9,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ10,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,RiceAEZ11,0,9,0,9,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ11,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,RiceAEZ12,0,9,0,9,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ12,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,RiceAEZ13,0,9,0,9,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ13,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,RiceAEZ14,0,10,0,10,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ14,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,RiceAEZ15,0,11,0,11,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ15,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,RiceAEZ16,0,12,0,12,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ16,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,RiceAEZ17,0,12,0,12,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ17,Rice,2Rice2005,,
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,RiceAEZ18,0,12,0,12,1,0,0,,,0.000,0.000,0.000,0.000,,2,2CropLand,AEZ18,Rice,2Rice2005,,
Western Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ1,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ2,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,RiceAEZ3,0,5,0,5,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ3,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,RiceAEZ4,0.631276645,6,0.631276645,6,1,0,0,,,0.400,0.845,0.090,0.460,,3,3CropLand,AEZ4,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,RiceAEZ5,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ5,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,RiceAEZ6,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ6,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,RiceAEZ7,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ7,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,RiceAEZ8,0.51841129,7,0.51841129,7,1,0,0,,,0.400,0.694,0.090,0.460,,3,3CropLand,AEZ8,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,RiceAEZ9,0.51469626,8,0.51469626,8,1,0,0,,,0.400,0.689,0.090,0.460,,3,3CropLand,AEZ9,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,RiceAEZ10,0.591810451,9,0.591810451,9,1,0,0,,,0.400,0.792,0.090,0.460,,3,3CropLand,AEZ10,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,RiceAEZ11,0.556173259,9,0.556173259,9,1,0,0,,,0.400,0.744,0.090,0.460,,3,3CropLand,AEZ11,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,RiceAEZ12,0.507713173,9,0.507713173,9,1,0,0,,,0.400,0.679,0.090,0.460,,3,3CropLand,AEZ12,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,RiceAEZ13,0,9,0,9,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ13,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,RiceAEZ14,0.463016101,10,0.463016101,10,1,0,0,,,0.400,0.620,0.090,0.460,,3,3CropLand,AEZ14,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,RiceAEZ15,0.467878772,11,0.467878772,11,1,0,0,,,0.400,0.626,0.090,0.460,,3,3CropLand,AEZ15,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,RiceAEZ16,0.45909359,12,0.45909359,12,1,0,0,,,0.400,0.614,0.090,0.460,,3,3CropLand,AEZ16,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,RiceAEZ17,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ17,Rice,3Rice2005,,
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,RiceAEZ18,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,3,3CropLand,AEZ18,Rice,3Rice2005,,
Japan,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ1,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ2,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,RiceAEZ3,0,5,0,5,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ3,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,RiceAEZ4,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ4,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,RiceAEZ5,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ5,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,RiceAEZ6,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ6,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,RiceAEZ7,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ7,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,RiceAEZ8,0,7,0,7,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ8,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,RiceAEZ9,0.46671492,8,0.46671492,8,1,0,0,,,0.400,0.625,0.090,0.460,,4,4CropLand,AEZ9,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,RiceAEZ10,0.494518037,9,0.494518037,9,1,0,0,,,0.400,0.662,0.090,0.460,,4,4CropLand,AEZ10,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,RiceAEZ11,0.472609842,9,0.472609842,9,1,0,0,,,0.400,0.632,0.090,0.460,,4,4CropLand,AEZ11,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,RiceAEZ12,0.663667912,9,0.663667912,9,1,0,0,,,0.400,0.888,0.090,0.460,,4,4CropLand,AEZ12,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,RiceAEZ13,0,9,0,9,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ13,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,RiceAEZ14,0,10,0,10,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ14,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,RiceAEZ15,0.466722518,11,0.466722518,11,1,0,0,,,0.400,0.625,0.090,0.460,,4,4CropLand,AEZ15,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,RiceAEZ16,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ16,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,RiceAEZ17,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ17,Rice,4Rice2005,,
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,RiceAEZ18,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,4,4CropLand,AEZ18,Rice,4Rice2005,,
Australia_NZ,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ1,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ2,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,RiceAEZ3,0,5,0,5,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ3,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,RiceAEZ4,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ4,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,RiceAEZ5,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ5,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,RiceAEZ6,0,6,0,6,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ6,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,RiceAEZ7,0.645255373,6,0.645255373,6,1,0,0,,,0.400,0.863,0.090,0.460,,5,5CropLand,AEZ7,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,RiceAEZ8,1.125596151,7,1.125596151,7,1,0,0,,,0.400,1.506,0.090,0.460,,5,5CropLand,AEZ8,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,RiceAEZ9,0.764973912,8,0.764973912,8,1,0,0,,,0.400,1.024,0.090,0.460,,5,5CropLand,AEZ9,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,RiceAEZ10,0.655938451,9,0.655938451,9,1,0,0,,,0.400,0.878,0.090,0.460,,5,5CropLand,AEZ10,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,RiceAEZ11,0.64747728,9,0.64747728,9,1,0,0,,,0.400,0.866,0.090,0.460,,5,5CropLand,AEZ11,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,RiceAEZ12,0,9,0,9,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ12,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,RiceAEZ13,0,9,0,9,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ13,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,RiceAEZ14,0,10,0,10,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ14,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,RiceAEZ15,0,11,0,11,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ15,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,RiceAEZ16,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ16,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,RiceAEZ17,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ17,Rice,5Rice2005,,
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,RiceAEZ18,0,12,0,12,1,0,0,,,0.400,0.000,0.090,0.460,,5,5CropLand,AEZ18,Rice,5Rice2005,,
Former Soviet Union,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,RiceAEZ1,0,3,0,3,1,0,0,,,0.400,0.000,0.090,0.460,,6,6CropLand,AEZ1,Rice,6Rice2005,,
Former Soviet Union,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,RiceAEZ2,0,4,0,4,1,0,0,,,0.400,0.000,0.090,0.460,,6,6CropLand,AEZ2,Rice,6Rice2005,,
