Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,4,4Pasture,AEZ13,
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,4,4Pasture,AEZ14,
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.058884683,0.034552269,0.026698397,0.032722421,0.031625002,0.027837959,0.029467479,0.0392744,0.075451899,0.058884683,,,4,4Pasture,AEZ15,
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0,0,0,0,0,0,0,0,0,0,,,4,4Pasture,AEZ16,
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,4,4Pasture,AEZ17,
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,4,4Pasture,AEZ18,
Australia_NZ,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,10.83360826,10.25999798,14.23425389,0,0,0,0.578651243,3.44566898,9.667974704,10.83360826,,,5,5Pasture,AEZ1,
Australia_NZ,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,8.161409295,7.725608437,10.71645711,0,0,0,0.437206517,2.600324516,7.287763897,8.161409295,,,5,5Pasture,AEZ2,
Australia_NZ,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,4.343374306,4.113298801,5.718431466,0,0,0,0.232507287,1.383715071,3.877912851,4.343374306,,,5,5Pasture,AEZ3,
Australia_NZ,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.869903351,0.825103517,1.146659843,0,0,0,0.046556615,0.277381033,0.777712833,0.869903351,,,5,5Pasture,AEZ4,
Australia_NZ,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.044949834,0.042514356,0.058979201,0,0,0,0.00239944,0.014374099,0.040193773,0.044949834,,,5,5Pasture,AEZ5,
Australia_NZ,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.086730156,0.083951443,0.121976539,0,0,0,0.003771725,0.023570965,0.077299156,0.086730156,,,5,5Pasture,AEZ6,
Australia_NZ,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,53.87596468,51.02635906,70.67307658,0,0,0,2.878200848,17.138019,48.07794816,53.87596468,,,5,5Pasture,AEZ7,
Australia_NZ,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,4.367715952,4.138175525,5.719160046,0,0,0,0.23455986,1.394509679,3.902173333,4.367715952,,,5,5Pasture,AEZ8,
Australia_NZ,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,2.096791682,1.994967103,2.79273604,0,0,0,0.11521384,0.68193553,1.885009673,2.096791682,,,5,5Pasture,AEZ9,
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1.202525059,1.148660942,1.624749525,0,0,0,0.065279413,0.387363471,1.083012151,1.202525059,,,5,5Pasture,AEZ10,
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1.579535499,1.545999629,2.196188858,0,0,0,0.06257025,0.405174066,1.416688669,1.579535499,,,5,5Pasture,AEZ11,
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,2.013619442,1.994919871,2.969725468,0,0,0,0.047857326,0.365763632,1.777287672,2.013619442,,,5,5Pasture,AEZ12,
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,5,5Pasture,AEZ13,
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,5,5Pasture,AEZ14,
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.123961396,0.123663916,0.17938487,0,0,0,0,0.008523493,0.106437911,0.123961396,,,5,5Pasture,AEZ15,
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.613911631,0.612616468,0.888908085,0,0,0,0,0.042239128,0.527200445,0.613911631,,,5,5Pasture,AEZ16,
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.126740963,0.122941319,0.17261522,0,0,0,0.003676618,0.025867537,0.111144165,0.126740963,,,5,5Pasture,AEZ17,
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,5,5Pasture,AEZ18,
Former Soviet Union,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ1,
Former Soviet Union,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ2,
Former Soviet Union,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ3,
Former Soviet Union,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ4,
Former Soviet Union,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ5,
Former Soviet Union,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ6,
Former Soviet Union,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,51.58315902,52.78453635,18.8312828,4.915021324,6.026662475,7.500577816,9.677440281,17.40395807,34.90255436,51.58315902,,,6,6Pasture,AEZ7,
Former Soviet Union,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,16.35561335,17.07704825,6.433298505,1.48350972,2.022368948,2.713182106,3.86351533,7.058268175,12.39703046,16.35561335,,,6,6Pasture,AEZ8,
Former Soviet Union,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,7.118598243,7.379288328,2.750199586,0.43157978,0.711791153,1.090299885,1.814639117,3.573001369,5.59928508,7.118598243,,,6,6Pasture,AEZ9,
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,8.438135837,9.062935929,3.589626331,0.562392016,0.941712342,1.464432979,2.428395598,4.450808247,6.716812369,8.438135837,,,6,6Pasture,AEZ10,
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,0.085176489,0.086618227,0.03538241,0.006706423,0.009164413,0.014603164,0.024616207,0.046267798,0.068662114,0.085176489,,,6,6Pasture,AEZ11,
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0.040649629,0.042401075,0.020325038,0.00527052,0.005635845,0.008768155,0.013667817,0.019704557,0.031756665,0.040649629,,,6,6Pasture,AEZ12,
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,28.96487342,29.85235976,10.71477111,2.881229212,3.161698513,3.463974793,3.848266773,7.948596096,18.4076955,28.96487342,,,6,6Pasture,AEZ13,
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,7.73118981,7.881651513,2.770267999,0.81109097,1.071989196,1.394584651,1.910771244,3.340247502,5.601516295,7.73118981,,,6,6Pasture,AEZ14,
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,8.684109758,8.623295299,2.935993824,0.401892575,0.727025467,1.127719695,1.926197652,4.089039237,6.762842068,8.684109758,,,6,6Pasture,AEZ15,
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.151719085,0.15181505,0.052833643,0.012693616,0.014662917,0.023833701,0.039497138,0.07188933,0.120810614,0.151719085,,,6,6Pasture,AEZ16,
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ17,
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,6,6Pasture,AEZ18,
China,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,7,7Pasture,AEZ1,
China,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,7,7Pasture,AEZ2,
China,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,7,7Pasture,AEZ3,
China,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0.025716,0.030505445,0.091209642,0.00108356,0.001569131,0.001896194,0.00318138,0.006199199,0.017962451,0.025716,,,7,7Pasture,AEZ4,
China,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0.140178954,0.160969895,0.546719596,0.006097683,0.010928573,0.015333928,0.022841189,0.040556494,0.096465475,0.140178954,,,7,7Pasture,AEZ5,
China,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0.397780471,0.462485155,1.030377554,0.057923011,0.100528913,0.129053438,0.156850769,0.159470859,0.218213505,0.397780471,,,7,7Pasture,AEZ6,
China,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,23.8360985,26.9110818,45.31767585,2.057753587,3.795562924,5.331560941,7.322570016,10.34134366,15.34791536,23.8360985,,,7,7Pasture,AEZ7,
China,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,9.069869718,11.3531082,17.999472,1.082239941,2.031018021,2.698229336,3.368973748,3.645242658,5.173512251,9.069869718,,,7,7Pasture,AEZ8,
China,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,2.159075232,2.676528734,5.105742938,0.298651768,0.553352003,0.717168571,0.863366684,0.837128466,1.145260406,2.159075232,,,7,7Pasture,AEZ9,
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1.459269298,1.830477854,3.132389752,0.198071429,0.369661407,0.481057925,0.580826502,0.571983753,0.788672729,1.459269298,,,7,7Pasture,AEZ10,
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,3.548246983,4.499966427,8.06165465,0.483668613,0.901941198,1.175015329,1.420287374,1.378378107,1.894872913,3.548246983,,,7,7Pasture,AEZ11,
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,5.025714005,6.16880508,12.67701294,0.705059047,1.297435945,1.679034234,2.012793132,1.950023504,2.675227187,5.025714005,,,7,7Pasture,AEZ12,
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,16.22656689,20.31915878,33.4750111,1.781474237,3.329388077,4.481693909,5.726744441,6.645314669,9.581724492,16.22656689,,,7,7Pasture,AEZ13,
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,16.62222202,19.53796543,32.61307922,1.533971509,2.834837043,3.940211042,5.321232125,7.205967527,10.636813,16.62222202,,,7,7Pasture,AEZ14,
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,6.176411993,7.760481017,12.49954242,0.695172192,1.299102321,1.739413093,2.203667636,2.490752539,3.574461756,6.176411993,,,7,7Pasture,AEZ15,
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1.553853522,2.073278302,3.141306368,0.204233831,0.381947521,0.499896585,0.607948316,0.594629943,0.828471941,1.553853522,,,7,7Pasture,AEZ16,
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.05920918,0.079915065,0.131244937,0.007780394,0.014707323,0.019262726,0.023380335,0.022712836,0.031633906,0.05920918,,,7,7Pasture,AEZ17,
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,7,7Pasture,AEZ18,
Middle East,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,3.589362172,4.562402236,5.140762933,0.404885831,0.509290917,0.664912292,0.933476402,1.469714892,2.666356094,3.589362172,,,8,8Pasture,AEZ1,
Middle East,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0.000370825,0.000424872,0.000511082,3.60628E-05,5.12744E-05,6.759E-05,8.67487E-05,0.000100367,0.000245844,0.000370825,,,8,8Pasture,AEZ2,
Middle East,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.001016374,0.001328994,0.001492919,0.000103112,0.000147403,0.000193592,0.000249082,0.000289371,0.000656468,0.001016374,,,8,8Pasture,AEZ3,
Middle East,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ4,
Middle East,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ5,
Middle East,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ6,
Middle East,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,5.298526164,6.776632395,7.07269433,0.47967509,0.606403611,0.791361502,1.173135339,2.067421662,4.005657551,5.298526164,,,8,8Pasture,AEZ7,
Middle East,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,1.968189743,2.008514264,1.61368128,0.434409582,0.490084233,0.545379013,0.66761796,1.031661593,1.734034528,1.968189743,,,8,8Pasture,AEZ8,
Middle East,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,0.287920795,0.297535348,0.303458447,0.064978135,0.070508487,0.076432157,0.092104582,0.136768988,0.243351849,0.287920795,,,8,8Pasture,AEZ9,
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,0.008048476,0.008864847,0.012722883,0.001954119,0.001981816,0.002011515,0.002367354,0.003447411,0.006508649,0.008048476,,,8,8Pasture,AEZ10,
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ11,
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ12,
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ13,
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ14,
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ15,
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ16,
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ17,
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,8,8Pasture,AEZ18,
Africa,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,50.2433925,51.45892072,61.72155549,6.71622398,7.792835124,9.951126303,14.10639994,21.33883096,37.78531815,50.2433925,,,9,9Pasture,AEZ1,
Africa,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,27.36066502,28.09938745,36.55089588,4.932644652,5.685116491,6.935216431,9.40061408,13.47729568,22.49885803,27.36066502,,,9,9Pasture,AEZ2,
Africa,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,34.24473562,35.25837587,47.91671847,5.219263464,6.239795302,7.675704664,10.46957693,15.36541639,27.46400776,34.24473562,,,9,9Pasture,AEZ3,
Africa,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,42.10709947,43.37352771,57.95384466,6.628765503,7.514390627,8.704460954,11.66093552,17.33677212,33.38410953,42.10709947,,,9,9Pasture,AEZ4,
Africa,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,18.6282155,18.84792917,25.21077333,3.077682075,3.554409176,4.153418903,5.456600254,8.027421164,14.91599972,18.6282155,,,9,9Pasture,AEZ5,
Africa,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,11.46934978,11.37671741,15.90763665,2.096340419,2.498612356,2.965289441,3.724035397,5.236974719,9.348913359,11.46934978,,,9,9Pasture,AEZ6,
Africa,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,38.75427544,37.5920346,49.61084901,3.240508834,4.02909126,5.178642428,7.515134565,13.954082,29.06105733,38.75427544,,,9,9Pasture,AEZ7,
Africa,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,15.4031424,15.59902961,21.16515355,1.549699125,1.983887249,2.612565834,3.980263558,6.835739557,12.13592109,15.4031424,,,9,9Pasture,AEZ8,
Africa,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,13.81848832,14.01538281,19.80707004,1.634610974,1.936618082,2.410195772,3.535212708,5.925844979,11.35079303,13.81848832,,,9,9Pasture,AEZ9,
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,5.537391539,5.563362684,7.80419743,0.56852533,0.690575031,0.836735722,1.234565168,2.210348865,4.685296505,5.537391539,,,9,9Pasture,AEZ10,
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1.170875267,1.153438965,1.378087872,0.119554546,0.13689261,0.155973458,0.255466344,0.478952135,1.025687546,1.170875267,,,9,9Pasture,AEZ11,
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,0.069323423,0.068637842,0.060068903,0.010458061,0.011014098,0.011487635,0.024867174,0.045103726,0.070246426,0.069323423,,,9,9Pasture,AEZ12,
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ13,
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ14,
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ15,
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ16,
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ17,
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,9,9Pasture,AEZ18,
Latin America,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,3.762183974,4.210654945,5.918972168,0.393382985,0.448376581,0.504477868,0.719456514,1.308201448,2.487199837,3.762183974,,,10,10Pasture,AEZ1,
Latin America,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,3.753785031,4.184646963,6.268075667,0.196854562,0.250971395,0.316479311,0.508582609,0.975794778,2.43593429,3.753785031,,,10,10Pasture,AEZ2,
Latin America,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,12.42540169,13.9461512,20.67032675,0.624273719,0.769513851,0.946166487,1.579781578,2.986233465,8.167747844,12.42540169,,,10,10Pasture,AEZ3,
Latin America,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,26.80777643,29.93932722,43.60579983,1.015980562,1.263901573,1.594646782,3.063988136,6.13618773,17.47544776,26.80777643,,,10,10Pasture,AEZ4,
Latin America,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,76.84273982,86.49477646,125.8918322,2.613090958,3.24401377,4.208443436,8.245857492,17.44585619,51.51555651,76.84273982,,,10,10Pasture,AEZ5,
Latin America,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,48.19938692,53.02919871,76.38439075,2.987052051,3.9566164,5.37223695,8.478433872,15.28904737,34.04910678,48.19938692,,,10,10Pasture,AEZ6,
Latin America,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,64.81636186,66.03219956,92.13245863,2.915888864,4.014428794,5.557144953,8.839194669,18.63719481,47.5979637,64.81636186,,,10,10Pasture,AEZ7,
Latin America,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,20.91151633,22.53315575,31.70158006,1.636735817,2.035181853,2.526803389,3.87475879,6.648925797,15.04534457,20.91151633,,,10,10Pasture,AEZ8,
Latin America,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,12.46990138,13.32993654,19.33507909,1.278047501,1.500670122,1.794764769,2.742201816,4.559083244,9.396140756,12.46990138,,,10,10Pasture,AEZ9,
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,8.266209816,8.774763607,12.78988097,0.546017237,0.656675659,0.824429183,1.408379834,2.803645794,6.655411331,8.266209816,,,10,10Pasture,AEZ10,
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,6.925338091,7.269282204,10.25415553,0.284261245,0.365557974,0.523099101,1.034086467,2.307374827,5.992847682,6.925338091,,,10,10Pasture,AEZ11,
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,42.28414435,45.39621096,67.41053222,0.758177897,1.063002323,1.65213143,3.912607789,11.99381192,34.31541666,42.28414435,,,10,10Pasture,AEZ12,
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,9.552922191,9.647372377,13.35108703,0.376998847,0.433234543,0.600270192,1.259002118,3.132967057,8.332867347,9.552922191,,,10,10Pasture,AEZ13,
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,5.347572628,5.639015327,7.696160838,0.379242096,0.399918405,0.460230132,0.824467851,1.939035323,4.377602916,5.347572628,,,10,10Pasture,AEZ14,
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,2.482490281,2.766095251,3.785512388,0.285743604,0.290051249,0.300700801,0.476833464,1.03700521,1.925360657,2.482490281,,,10,10Pasture,AEZ15,
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1.404463306,1.590485098,2.151914921,0.189051371,0.189527737,0.191503984,0.291872765,0.608951694,1.035046246,1.404463306,,,10,10Pasture,AEZ16,
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0.147973187,0.157105821,0.217766252,0.015427016,0.015852697,0.016297368,0.025205851,0.050352001,0.095410751,0.147973187,,,10,10Pasture,AEZ17,
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,10,10Pasture,AEZ18,
Southeast Asia,root,AgroForestLandAEZ1,AllPastureLandAEZ1,PastureAEZ1,1.020754015,1.000276641,1.230354049,0.12969505,0.165191797,0.212033995,0.275620181,0.367342545,0.801927444,1.020754015,,,11,11Pasture,AEZ1,
Southeast Asia,root,AgroForestLandAEZ2,AllPastureLandAEZ2,PastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,11,11Pasture,AEZ2,
Southeast Asia,root,AgroForestLandAEZ3,AllPastureLandAEZ3,PastureAEZ3,0.032896621,0.023308374,0.043885507,0.011638434,0.011464215,0.011108952,0.018424777,0.02156433,0.030013471,0.032896621,,,11,11Pasture,AEZ3,
Southeast Asia,root,AgroForestLandAEZ4,AllPastureLandAEZ4,PastureAEZ4,1.890936085,2.147288459,3.02866891,0.480227182,0.513282007,0.558283203,0.868730097,1.207728409,1.606993208,1.890936085,,,11,11Pasture,AEZ4,
Southeast Asia,root,AgroForestLandAEZ5,AllPastureLandAEZ5,PastureAEZ5,2.442861304,2.679617912,4.185660872,0.668636291,0.734300698,0.829843384,1.164252017,1.535200313,1.841199806,2.442861304,,,11,11Pasture,AEZ5,
Southeast Asia,root,AgroForestLandAEZ6,AllPastureLandAEZ6,PastureAEZ6,17.91551079,19.53716975,21.28613517,2.230876285,3.019876273,4.121613315,5.927036986,10.17368967,15.47472005,17.91551079,,,11,11Pasture,AEZ6,
Southeast Asia,root,AgroForestLandAEZ7,AllPastureLandAEZ7,PastureAEZ7,16.2613963,16.23513238,21.2301062,1.38947503,1.923042271,2.675412138,3.93115073,6.536561515,13.11188496,16.2613963,,,11,11Pasture,AEZ7,
Southeast Asia,root,AgroForestLandAEZ8,AllPastureLandAEZ8,PastureAEZ8,29.62761864,29.74775986,38.82144195,2.125729246,3.065168035,4.413592754,6.812122062,12.11495596,23.84164863,29.62761864,,,11,11Pasture,AEZ8,
Southeast Asia,root,AgroForestLandAEZ9,AllPastureLandAEZ9,PastureAEZ9,1.026332302,1.038612309,1.216185267,0.106851334,0.141558122,0.189014181,0.258095486,0.367829415,0.757028659,1.026332302,,,11,11Pasture,AEZ9,
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,0.59974107,0.588846285,0.962734456,0.186385102,0.206131089,0.230486685,0.270727031,0.325113365,0.517341165,0.59974107,,,11,11Pasture,AEZ10,
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1.871103781,2.016281241,2.513546834,0.56854224,0.630194259,0.679133131,0.853547197,1.000719849,1.352191403,1.871103781,,,11,11Pasture,AEZ11,
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1.317718309,1.425328051,1.669012476,0.263136023,0.317453759,0.366620965,0.432625452,0.502629404,0.884022452,1.317718309,,,11,11Pasture,AEZ12,
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,6.330720739,6.3741305,7.967035634,0.585846865,0.792183663,1.058694612,1.520583178,2.504358845,4.908111459,6.330720739,,,11,11Pasture,AEZ13,
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,3.293525467,3.276734495,4.002678407,0.376350797,0.467792464,0.59422372,0.817851918,1.293062554,2.551106503,3.293525467,,,11,11Pasture,AEZ14,
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,0.557463097,0.622701887,0.619667729,0.182479004,0.206420716,0.22224725,0.240308341,0.252644969,0.37260486,0.557463097,,,11,11Pasture,AEZ15,
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,0.382189121,0.429549324,0.580762017,0.100263928,0.112053629,0.119996815,0.135984621,0.158191585,0.2671628,0.382189121,,,11,11Pasture,AEZ16,
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,11,11Pasture,AEZ17,
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,11,11Pasture,AEZ18,
