# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ISL,1976,"1,684",974,486,"1,035","1,027","3,046","400,216","176,707","171,035","205,863","233,395","716,213",0,2,2,"1,001","198,335",0,"1,789"
ISL,1977,"2,425","1,468",706,"1,425","1,463","4,399","451,891","226,707","174,730","224,214","281,428","779,399",0,2,2,"1,399","221,125",0,"1,748"
ISL,1978,"3,786","1,880","1,161","2,450","2,258","6,820","492,396","196,575","187,156","258,199","291,673","826,294",0,3,3,"1,935","208,872",0,"1,710"
ISL,1979,"5,696","2,808","1,772","3,761","3,657","10,076","506,306","203,498","197,414","274,382","298,867","866,456",0,4,4,"2,763","205,175",0,"1,697"
ISL,1980,"9,160","4,885","2,754","5,672","5,689","16,247","523,430","232,516","201,578","281,788","307,805","916,260",0,5,5,"4,819","233,788",0,"1,687"
ISL,1981,"14,617","7,526","4,361","8,606","9,000","25,272","555,723","247,903","216,669","290,703","329,708","955,338",0,7,7,"7,276","236,557",0,"1,681"
ISL,1982,"23,373","12,363","7,199","12,557","14,443","39,666","583,242","274,570","229,534","264,704","327,828","975,921",0,12,12,"11,388","236,706",0,"1,683"
ISL,1983,"40,578","16,079","12,543","26,868","25,484","68,817","550,405","166,063","240,286","293,830","296,044","954,928",0,25,25,"17,373","206,578",0,"1,683"
ISL,1984,"55,093","23,417","15,227","33,996","34,141","90,921","570,793","231,042","241,687","300,900","323,118","994,358",0,32,32,"22,640","225,932",0,"1,682"
ISL,1985,"76,725","28,637","21,895","49,114","49,059","124,047","594,895","203,877","257,377","334,151","353,553","1,027,101",0,42,42,"29,889","228,257",0,"1,681"
ISL,1986,"98,604","33,647","29,679","62,342","56,295","164,237","636,018","184,071","276,042","354,022","356,906","1,091,505",0,41,41,"36,190","224,715",0,"1,673"
ISL,1987,"132,278","49,207","40,369","72,107","74,531","213,831","738,853","241,887","294,094","365,585","439,941","1,184,785",0,39,39,"49,922","266,876",0,"1,672"
ISL,1988,"159,063","60,923","52,445","82,188","84,773","263,066","710,765","270,352","307,792","352,407","419,771","1,183,722",0,43,43,"59,123","266,330",0,"1,679"
ISL,1989,"194,246","67,734","62,530","106,886","100,029","324,060","681,138","226,465","317,068","362,777","376,714","1,186,781",0,57,57,"68,724","245,386",0,"1,674"
ISL,1990,"222,608","79,645","72,340","124,969","120,513","377,589","655,896","225,508","330,864","362,684","380,446","1,200,659",0,58,58,"82,077","252,771",0,"1,664"
ISL,1991,"244,086","90,898","80,750","125,708","131,103","408,261","675,238","253,970","341,301","341,251","400,452","1,197,975",0,59,59,"89,946","259,315",0,"1,668"
ISL,1992,"244,594","82,120","83,157","121,634","122,364","408,094","653,379","220,256","339,133","334,487","376,536","1,157,557",0,58,58,"82,386","232,466",0,"1,668"
ISL,1993,"241,771","79,141","87,814","135,734","123,054","421,028","623,274","214,548","347,447","356,271","348,291","1,172,760",0,68,68,"76,912","209,677",0,"1,683"
ISL,1994,"252,771","79,625","92,831","157,474","135,254","447,579","641,516","199,039","361,503","389,327","361,603","1,215,084",0,70,70,"79,723","209,236",0,"1,655"
ISL,1995,"263,896","83,834","97,905","161,290","145,391","461,533","655,464","213,788","367,502","380,416","374,684","1,216,500",0,65,65,"80,782","205,653",0,"1,641"
ISL,1996,"285,208","102,513","104,486","176,787","174,354","494,639","688,178","252,141","371,041","411,193","429,384","1,272,133",0,67,67,"102,487","251,545",0,"1,659"
ISL,1997,"306,600","116,868","111,586","190,720","188,250","537,525","731,126","280,477","380,389","430,872","458,859","1,345,414",0,71,71,"116,766","279,775",0,"1,684"
ISL,1998,"345,290","156,063","127,625","203,759","230,011","602,727","814,839","368,253","397,252","437,005","559,547","1,440,878",0,71,71,"155,157","365,298",0,"1,665"
ISL,1999,"382,400","153,140","142,794","210,870","240,240","648,964","874,071","354,293","417,546","450,604","578,309","1,499,134",0,72,72,"153,020","353,118",0,"1,645"
ISL,2000,"420,578","176,907","159,233","227,953","276,840","707,830","909,170","400,636","437,992","467,970","623,436","1,572,465",0,79,79,"174,235","395,224",0,"1,695"
ISL,2001,"441,757","183,329","181,286","296,229","303,198","799,404","884,545","374,012","460,039","499,337","561,175","1,633,773",0,97,97,"185,498","379,196",0,"1,706"
ISL,2002,"462,650","169,109","207,267","302,720","289,782","851,964","879,007","332,319","486,501","516,289","545,842","1,644,902",0,92,92,"169,036","332,623",0,"1,672"
ISL,2003,"495,463","186,557","219,481","285,976","311,916","875,561","931,457","360,363","496,417","521,167","601,801","1,682,210",0,77,77,"187,782","363,480",0,"1,639"
ISL,2004,"548,983","240,412","233,357","314,470","366,138","971,085","997,915","456,436","507,266","563,708","684,505","1,817,497",0,70,70,"241,696","460,222",0,"1,646"
ISL,2005,"619,810","312,121","251,806","321,923","446,778","1,058,882","1,111,949","598,782","522,513","603,466","881,758","1,932,545",0,63,63,"314,093","606,424",0,"1,637"
ISL,2006,"690,244","437,309","286,010","372,373","577,687","1,208,248","1,154,619","751,577","545,643","575,117","968,350","2,033,980",0,70,70,"433,382","750,043",0,"1,627"
ISL,2007,"771,332","413,891","318,005","455,085","580,173","1,378,141","1,231,101","674,380","569,222","709,389","946,439","2,224,469",0,64,64,"407,283","668,288",0,"1,606"
ISL,2008,"823,327","412,602","372,790","639,815","673,804","1,574,729","1,148,518","556,647","601,805","733,052","754,201","2,268,780",0,88,88,"402,903","546,421",0,"1,607"
ISL,2009,"833,464","244,233","406,476","791,773","648,288","1,627,657","1,004,126","282,764","595,621","793,596","585,490","2,115,020",0,124,124,"246,354","284,640",0,"1,512"
ISL,2010,"862,030","232,576","412,890","869,551","704,328","1,672,719","1,000,357","261,271","575,784","801,416","611,300","2,042,351",0,122,122,"235,102","261,680",0,"1,503"
ISL,2011,"916,684","272,176","433,432","962,536","827,133","1,757,695","1,025,405","294,535","573,337","828,723","652,689","2,080,780",0,116,116,"270,650","291,704",0,"1,512"
ISL,2012,"989,402","296,073","450,041","1,013,269","907,056","1,841,729","1,045,072","312,090","563,165","858,544","682,736","2,107,756",0,125,125,"294,273","306,745",0,"1,498"
ISL,2013,"1,034,719","301,679","472,119","1,047,908","897,464","1,958,961","1,054,031","309,576","567,217","916,169","683,649","2,194,887",0,122,122,"306,631","313,396",0,"1,500"
ISL,2014,"1,093,250","358,576","496,321","1,068,320","942,907","2,073,560","1,087,746","367,018","574,799","945,161","750,520","2,240,599",0,117,117,"356,531","363,186",0,"1,488"
ISL,2015,"1,146,570","448,483","535,251","1,188,374","1,024,730","2,293,948","1,137,161","444,978","580,869","1,031,303","853,982","2,347,004",0,132,132,"444,994","440,722",0,"1,486"
ISL,2016,"1,235,928","528,820","570,663","1,186,616","1,031,090","2,490,936","1,218,910","522,317","592,120","1,144,072","977,737","2,502,541",0,121,121,"525,894","519,095",0,"1,474"
ISL,2017,"1,317,491","576,095","614,304","1,206,291","1,097,875","2,616,306","1,317,491","576,095","614,304","1,206,291","1,097,875","2,616,306",0,107,107,"575,341","575,341",0,"1,464"
ISL,2018,"1,421,844","611,973","669,539","1,324,447","1,240,416","2,787,386","1,380,295","578,408","638,241","1,226,354","1,106,956","2,716,103",0,108,108,"600,910","569,044",0,"1,449"
ISL,2019,"1,506,682","596,932","721,930","1,344,017","1,203,943","2,965,617","1,401,896","529,118","664,260","1,164,483","997,466","2,768,216",0,123,123,"599,665","533,073",0,"1,454"
ISR,1950,0,0,0,0,0,0,"12,475","12,381","14,856",948,"6,659","27,796",1,0,0,,,1,
ISR,1951,0,0,0,0,0,0,"15,264","14,630","18,017","1,321","7,112","36,169",1,0,0,,,1,
ISR,1952,0,0,0,0,0,0,"16,386","12,580","17,746","1,729","6,543","37,762",2,0,0,,,1,
ISR,1953,0,0,0,0,0,0,"16,947","10,525","18,633","2,125","6,678","37,214",2,0,0,,,1,
ISR,1954,0,0,0,0,0,0,"19,480","11,745","21,718","3,026","7,353","44,434",2,0,0,,,1,
ISR,1955,0,0,0,0,0,0,"20,967","14,463","25,240","3,110","7,912","50,499",2,0,0,,,1,
ISR,1956,0,0,0,0,0,0,"23,019","13,671","34,381","3,542","9,213","55,003",2,0,0,,,1,
ISR,1957,0,0,0,0,0,0,"24,597","16,017","30,053","4,238","9,136","59,865",2,0,0,,,1,
ISR,1958,0,0,0,0,0,0,"27,100","17,201","31,320","4,718","10,254","64,251",2,0,0,,,1,
ISR,1959,0,0,0,0,0,0,"29,726","18,794","33,038","6,219","10,986","72,443",2,0,0,,,1,
ISR,1960,0,0,0,0,0,0,"31,884","19,726","35,051","7,853","12,649","77,227",2,0,0,,,1,
ISR,1961,0,0,0,0,0,1,"35,389","23,491","40,705","9,109","15,622","85,642",2,0,0,,,1,
ISR,1962,0,0,0,0,0,1,"39,134","25,925","44,909","10,701","17,963","94,195",2,0,0,,,1,
ISR,1963,1,0,0,0,0,1,"43,065","26,788","49,902","12,292","19,199","104,121",2,0,0,,,1,
ISR,1964,1,0,0,0,0,1,"47,754","32,475","51,725","13,039","21,853","114,453",2,0,0,,,1,
ISR,1965,1,0,0,0,0,1,"46,596","32,475","50,560","12,760","21,192","113,001",2,0,0,,,1,
ISR,1966,1,0,0,0,0,1,"50,648","32,671","56,329","13,835","21,613","123,632",3,0,0,,,1,
ISR,1967,1,0,0,0,0,1,"51,694","27,370","61,700","15,293","21,488","124,869",3,0,0,,,1,
ISR,1968,1,0,0,0,1,2,"52,756","21,209","82,399","16,564","23,538","127,747",3,0,0,,,1,
ISR,1969,1,1,1,0,1,2,"59,908","31,582","89,578","21,157","30,561","147,386",3,0,0,,,1,
ISR,1970,1,1,1,0,1,2,"65,917","39,966","103,755","22,623","35,190","166,131",3,0,0,1,"39,927",1,
ISR,1971,1,1,1,1,1,3,"69,455","48,953","106,433","28,073","39,044","184,324",3,0,0,1,"48,905",1,
ISR,1972,2,1,1,1,1,3,"76,425","54,910","105,637","31,888","39,003","206,713",3,0,0,1,"54,856",1,
ISR,1973,2,2,2,1,2,5,"82,879","57,944","148,545","33,635","53,758","218,263",3,0,0,2,"57,888",1,
ISR,1974,3,2,3,1,3,7,"89,137","55,795","152,913","35,625","52,847","232,398",3,0,0,2,"55,741",1,
ISR,1975,5,3,4,2,4,9,"89,171","58,500","168,433","36,208","55,789","239,935",3,0,0,3,"58,443",1,
ISR,1976,6,3,5,3,5,12,"93,560","51,484","155,048","41,265","54,507","240,708",3,0,0,3,"51,434",1,
ISR,1977,9,4,6,6,7,17,"98,325","47,750","137,443","46,065","53,030","243,200",3,0,0,4,"47,704",1,
ISR,1978,15,8,10,11,15,29,"106,654","48,988","148,109","48,449","57,797","256,710",4,0,0,7,"48,941",1,
ISR,1979,28,15,18,19,26,54,"115,106","55,140","138,121","49,979","57,538","272,647",4,0,0,15,"55,086",1,
ISR,1980,61,30,45,46,59,123,"110,908","47,870","148,704","53,732","54,779","277,201",4,0,0,30,"47,824",1,
ISR,1981,149,66,111,105,140,291,"125,331","45,855","158,338","56,521","60,035","292,003",4,0,0,72,"45,811",1,"1,966"
ISR,1982,355,167,232,210,287,674,"135,527","52,928","148,053","54,505","61,681","298,084",4,0,0,168,"52,876",2,"1,942"
ISR,1983,942,439,550,498,679,"1,741","147,274","58,940","141,254","55,391","65,344","308,097",4,0,0,446,"58,883",2,"1,929"
ISR,1984,"4,308","2,007","2,934","2,828","3,543","8,519","137,225","54,806","149,502","62,894","65,575","310,972",4,0,0,"1,941","54,752",2,"1,932"
ISR,1985,"17,208","6,460","10,476","12,044","13,976","32,310","139,033","48,108","154,950","69,204","64,858","323,526",4,1,1,"6,597","48,061",2,"1,932"
ISR,1986,"29,007","9,922","13,853","16,660","19,014","50,549","160,000","51,628","139,879","72,880","70,328","337,082",4,1,1,"9,863","51,578",2,"1,927"
ISR,1987,"37,973","13,016","19,512","21,175","26,641","65,086","174,197","54,738","165,287","80,438","84,336","361,149",4,2,2,"13,827","54,685",2,"1,921"
ISR,1988,"46,244","15,161","22,542","23,419","27,763","79,817","182,241","55,721","161,081","79,181","82,097","371,659",4,2,2,"15,678","55,666",2,"1,878"
ISR,1989,"55,625","17,479","25,481","30,062","33,733","95,290","183,273","54,623","146,311","82,330","78,348","373,795",4,2,2,"17,921","54,570",2,"1,909"
ISR,1990,"67,794","24,329","32,359","35,392","41,445","118,553","194,174","68,793","157,436","83,855","84,975","401,139",4,2,2,"24,953","68,727",2,"1,904"
ISR,1991,"85,307","40,774","40,832","39,300","51,661","153,421","208,259","98,233","164,642","81,468","96,021","432,131",5,2,2,"40,275","98,138",2,"1,897"
ISR,1992,"102,162","48,793","46,851","48,453","59,798","185,260","224,027","104,643","167,290","92,909","102,752","465,661",5,2,2,"48,317","104,541",2,"1,951"
ISR,1993,"121,178","57,839","54,313","59,754","77,089","214,278","240,101","111,761","174,308","102,062","118,128","484,831",5,3,3,"54,567","111,652",2,"1,953"
ISR,1994,"147,913","68,277","65,071","72,255","92,561","259,056","263,113","121,214","173,731","115,206","130,370","520,844",5,3,3,"67,457","121,096",2,"1,993"
ISR,1995,"167,822","78,064","79,930","83,026","106,553","302,289","284,504","138,207","169,403","127,362","139,607","566,276",5,3,3,"75,248","137,369",2,"2,018"
ISR,1996,"190,907","90,825","94,487","94,970","120,115","351,074","301,564","150,132","171,432","135,129","149,638","594,673",5,3,3,"88,842","150,551",2,"2,036"
ISR,1997,"210,855","98,398","104,924","110,349","128,907","395,619","313,755","150,971","175,860","147,390","155,909","618,807",6,3,3,"95,985","152,267",2,"2,040"
ISR,1998,"235,380","102,000","114,657","125,937","137,418","440,556","332,083","147,279","180,328","156,559","159,219","644,948",6,4,4,"98,862","147,289",2,"2,015"
ISR,1999,"258,966","114,300","123,868","158,253","170,580","484,807","346,277","156,637","184,429","179,183","183,978","668,308",6,4,4,"107,898","148,614",3,"2,023"
ISR,2000,"285,881","123,006","131,228","191,929","192,441","539,602","375,385","159,517","187,940","221,112","205,982","727,420",6,4,4,"114,336","152,863",3,"2,035"
ISR,2001,"299,265","123,485","140,323","172,131","185,282","549,922","390,058","155,422","194,760","195,303","194,774","728,569",6,4,4,"113,022","148,600",3,"1,998"
ISR,2002,"317,362","118,985","154,238","188,717","205,441","573,860","395,972","140,983","204,872","191,238","192,347","727,285",6,5,5,"114,385","140,159",3,"2,016"
ISR,2003,"319,250","112,609","150,733","200,243","204,619","578,216","396,517","133,043","199,111","206,728","190,835","735,318",6,5,5,"108,839","132,210",3,"1,997"
ISR,2004,"337,242","119,605","149,902","237,534","237,073","607,210","417,468","136,730","195,762","242,950","213,446","771,328",6,4,4,"114,253","133,971",3,"1,973"
ISR,2005,"354,078","131,293","154,983","260,796","261,523","639,627","431,544","145,931","199,499","254,304","220,890","803,289",7,4,4,"121,466","137,145",3,"1,965"
ISR,2006,"380,574","140,608","164,199","279,904","278,939","686,346","453,012","157,039","206,192","266,955","228,435","849,708",7,4,4,"132,367","147,990",3,"1,952"
ISR,2007,"415,798","157,076","169,121","297,444","304,256","735,183","488,114","168,323","211,178","294,630","253,774","901,226",7,4,4,"148,265","162,763",3,"1,965"
ISR,2008,"445,923","156,282","178,177","298,262","303,259","775,385","496,748","172,662","215,677","311,556","260,054","931,277",7,4,4,"153,804","171,252",3,"1,961"
ISR,2009,"458,917","150,007","186,564","270,757","250,418","815,827","502,463","164,045","221,726","273,592","224,069","940,826",7,4,4,"152,756","167,131",3,"1,962"
ISR,2010,"495,135","164,617","198,747","303,795","287,389","874,904","526,581","181,462","227,865","314,498","258,233","993,287",7,4,4,"164,691","181,502",3,"1,956"
ISR,2011,"529,871","197,404","210,150","330,497","332,354","935,569","547,147","210,333","232,827","340,122","286,945","1,041,747",7,4,4,"190,827","205,458",3,"1,947"
ISR,2012,"554,875","211,602","225,795","356,523","357,129","991,667","563,137","217,975","241,369","338,914","293,029","1,066,436",8,4,4,"207,333","215,050",4,"1,919"
ISR,2013,"585,161","211,956","240,622","355,783","336,883","1,056,638","583,696","218,714","250,511","355,588","296,951","1,111,965",8,4,4,"215,643","223,266",4,"1,909"
ISR,2014,"611,729","226,888","251,682","356,216","338,938","1,107,577","607,814","230,694","260,237","357,616","303,410","1,153,975",8,4,4,"220,578","224,411",4,"1,894"
ISR,2015,"635,009","233,235","261,776","363,669","328,366","1,165,324","632,462","234,572","267,314","347,334","303,086","1,180,657",8,4,4,"223,338","224,400",4,"1,896"
ISR,2016,"670,875","260,054","274,653","363,741","344,372","1,224,951","672,255","259,515","278,985","350,378","333,516","1,227,670",8,4,4,"253,704","253,390",4,"1,921"
ISR,2017,"694,982","273,432","288,356","364,737","349,951","1,271,555","694,982","273,432","288,356","364,737","349,951","1,271,555",8,4,4,"264,384","264,384",4,"1,921"
ISR,2018,"728,479","290,127","306,323","391,815","386,126","1,330,618","720,584","282,110","300,032","385,029","372,475","1,315,312",8,4,4,"285,138","277,139",4,"1,913"
ISR,2019,"762,966","297,609","322,175","407,489","381,900","1,408,340","748,544","287,103","310,753","400,816","385,758","1,361,390",9,4,4,"289,943","279,926",4,"1,901"
ITA,1950,"3,728",998,693,478,520,"5,285","155,028","35,258","69,005","7,652","12,242","242,755",47,0,0,,,20,"2,100"
ITA,1951,"4,201","1,248",867,640,722,"6,154","162,653","40,264","77,588","8,591","13,063","263,980",47,0,0,,,20,"2,106"
ITA,1952,"4,674","1,278",990,589,782,"6,640","172,819","40,971","80,988","8,390","14,499","275,342",48,0,0,,,20,"2,112"
ITA,1953,"5,075","1,474","1,031",682,833,"7,327","182,138","47,120","82,772","10,336","16,551","292,315",48,0,0,,,20,"2,119"
ITA,1954,"5,292","1,578","1,149",744,823,"7,839","185,526","51,146","86,681","11,276","17,098","304,285",48,0,0,,,21,"2,125"
ITA,1955,"5,620","1,912","1,236",842,923,"8,622","191,455","60,396","87,531","12,619","18,739","320,562",49,0,0,,,21,"2,132"
ITA,1956,"6,232","2,050","1,354",971,"1,075","9,448","199,080","63,661","90,930","14,632","21,338","333,761",49,0,0,,,21,"2,138"
ITA,1957,"6,566","2,275","1,431","1,177","1,256","10,125","206,705","68,014","92,630","17,787","25,100","346,444",49,0,0,,,21,"2,145"
ITA,1958,"7,011","2,330","1,580","1,203","1,145","10,883","216,023","70,190","96,879","20,002","26,331","362,696",49,0,0,,,21,"2,152"
ITA,1959,"7,290","2,530","1,683","1,327","1,201","11,547","227,036","76,719","101,128","23,559","28,109","386,348",50,0,0,,,21,"2,158"
ITA,1960,"7,902","2,981","1,831","1,632","1,650","12,654","238,049","88,690","106,227","28,190","30,024","418,128",50,0,0,,,21,"2,165"
ITA,1961,"8,639","3,423","2,025","1,858","1,835","14,073","256,363","99,317","110,744","32,321","34,129","452,876",50,0,0,,,21,"2,148"
ITA,1962,"9,750","3,824","2,344","2,067","2,117","15,811","274,486","106,269","115,079","35,655","39,200","480,674",51,0,0,,,21,"2,099"
ITA,1963,"11,405","4,326","2,856","2,274","2,634","18,110","299,246","112,228","119,957","37,974","48,054","507,314",51,0,0,,,21,"2,084"
ITA,1964,"12,364","4,287","3,226","2,622","2,556","19,825","310,021","103,289","125,196","42,104","45,076","521,213",51,0,0,,,21,"2,078"
ITA,1965,"13,222","4,063","3,661","3,146","2,623","21,332","320,006","96,238","130,074","50,511","46,042","538,586",52,0,0,,,20,"2,020"
ITA,1966,"14,583","4,326","3,900","3,506","3,048","23,114","342,636","101,303","135,133","56,091","52,482","571,017",52,0,0,,,20,"2,039"
ITA,1967,"16,153","4,987","4,163","3,800","3,485","25,460","367,634","114,214","141,094","60,149","59,565","611,556",53,0,0,,,20,"2,064"
ITA,1968,"17,236","5,351","4,537","4,341","3,714","27,597","386,872","120,173","148,501","68,483","63,026","652,095",53,0,0,,,20,"2,057"
ITA,1969,"18,905","6,313","4,918","4,982","4,494","30,466","411,869","134,078","152,656","76,817","75,181","691,475",53,0,0,,,20,"2,056"
ITA,1970,"21,596","9,519","5,503","5,550","5,467","36,604","450,515","182,743","157,354","79,716","88,543","778,344",54,0,0,"9,277","185,788",20,"2,035"
ITA,1971,"23,646","9,521","6,565","6,223","5,918","39,945","467,513","170,039","164,622","85,648","91,183","792,495",54,0,0,"9,937","189,008",20,"1,982"
ITA,1972,"26,015","10,035","7,445","7,138","6,786","43,752","482,987","177,264","173,506","92,901","100,252","821,742",54,0,0,"10,644","195,964",20,"1,964"
ITA,1973,"31,429","13,928","8,632","8,510","9,490","52,841","511,046","205,876","179,091","98,466","109,923","880,298",55,0,0,"13,673","210,045",20,"1,947"
ITA,1974,"39,466","19,957","10,404","12,417","14,934","67,034","527,076","225,332","184,799","105,501","113,299","928,716",55,0,0,"18,239","216,112",20,"1,917"
ITA,1975,"46,412","18,256","12,258","14,382","14,333","76,779","528,699","176,236","191,813","107,275","97,266","909,304",55,0,0,"20,041","202,591",20,"1,902"
ITA,1976,"57,426","25,695","14,863","19,364","20,430","96,606","552,412","206,215","200,121","120,100","110,459","974,096",56,0,0,"24,112","203,792",21,"1,899"
ITA,1977,"69,407","28,692","18,410","25,097","23,982","117,387","568,861","193,634","207,079","132,880","112,174","999,038",56,0,0,"29,166","209,985",21,"1,865"
ITA,1978,"79,934","32,987","22,459","29,936","27,051","138,090","583,782","192,657","215,814","147,308","118,861","1,031,408",56,0,0,"33,451","212,687",21,"1,855"
ITA,1979,"98,557","41,254","27,607","37,815","36,024","168,927","623,242","211,774","221,025","158,793","133,116","1,092,871",56,0,0,"41,046","226,766",21,"1,848"
ITA,1980,"125,855","56,504","34,935","42,611","48,100","211,091","660,588","235,362","226,828","145,519","140,532","1,130,357",56,0,0,"54,343","242,063",21,"1,849"
ITA,1981,"150,856","62,441","45,181","54,784","59,718","252,866","671,210","215,084","234,447","155,470","139,395","1,139,899",57,1,1,"65,371","238,286",21,"1,853"
ITA,1982,"178,567","70,835","53,546","63,033","66,818","298,450","677,772","211,432","241,343","153,439","139,320","1,144,614",57,1,1,"72,678","230,271",22,"1,863"
ITA,1983,"205,322","77,318","63,731","70,661","69,007","347,522","676,563","202,970","250,201","159,270","135,050","1,157,997",57,1,1,"79,938","226,960",22,"1,868"
ITA,1984,"235,113","92,627","72,057","83,460","85,154","397,339","696,541","223,239","254,183","171,537","152,366","1,195,352",57,1,1,"90,753","236,080",22,"1,857"
ITA,1985,"263,779","103,326","81,531","94,148","95,985","445,932","716,500","230,546","261,413","177,669","158,882","1,228,799",57,1,1,"100,004","238,670",22,"1,851"
ITA,1986,"291,661","107,225","88,637","92,217","86,081","493,033","745,616","238,918","267,844","180,661","167,329","1,263,942",57,1,1,"106,740","245,433",22,"1,863"
ITA,1987,"317,632","119,348","100,890","96,996","94,809","539,344","772,752","256,217","280,557","188,093","187,464","1,304,287",57,1,1,"116,778","257,285",22,"1,878"
ITA,1988,"350,055","135,325","114,484","105,352","105,083","599,340","804,327","269,846","291,595","197,852","198,641","1,358,994",57,1,1,"132,168","275,902",22,"1,885"
ITA,1989,"387,697","146,935","124,446","121,849","121,977","658,049","836,236","281,686","293,102","214,723","215,623","1,405,042",57,1,1,"145,485","288,131",22,"1,873"
ITA,1990,"421,264","162,875","143,358","134,266","133,057","727,932","853,506","293,416","299,981","229,449","236,388","1,433,881",57,1,1,"161,720","300,440",23,"1,856"
ITA,1991,"462,672","175,261","157,248","136,530","135,942","794,829","876,811","298,875","305,682","224,577","241,631","1,455,873",57,1,1,"173,320","304,211",23,"1,847"
ITA,1992,"494,422","179,414","164,457","146,797","147,798","836,216","891,305","294,007","308,599","239,879","258,388","1,467,126",57,1,1,"177,662","299,972",23,"1,850"
ITA,1993,"504,868","162,707","168,142","176,112","150,710","861,204","863,752","259,648","303,868","260,742","228,298","1,454,095",57,1,1,"163,301","265,553",22,"1,851"
ITA,1994,"538,875","170,999","171,560","199,636","170,160","910,972","877,076","272,778","298,839","285,787","246,030","1,485,385",57,1,1,"169,774","267,024",22,"1,850"
ITA,1995,"581,704","198,067","172,298","243,824","207,650","988,243","889,898","295,683","289,086","321,226","268,932","1,527,377",57,1,1,"191,915","285,113",22,"1,856"
ITA,1996,"611,812","202,430","184,246","247,921","200,536","1,045,873","899,198","295,267","290,250","325,846","265,701","1,546,725",57,1,1,"201,345","292,363",22,"1,866"
ITA,1997,"645,631","213,028","193,160","263,802","223,264","1,092,357","930,530","303,945","290,569","342,253","293,305","1,575,034",57,1,1,"209,931","298,160",22,"1,860"
ITA,1998,"679,941","224,747","199,624","274,042","239,499","1,138,856","961,822","314,876","295,762","351,474","319,808","1,603,552",57,1,1,"222,662","310,666",22,"1,873"
ITA,1999,"710,248","237,769","206,206","272,643","251,718","1,175,150","988,269","330,267","299,121","348,035","334,182","1,629,621",57,1,1,"234,421","324,286",22,"1,870"
ITA,2000,"751,730","259,036","220,195","318,172","307,620","1,241,513","1,014,561","348,832","309,222","390,094","370,912","1,691,334",57,1,1,"258,487","346,947",23,"1,850"
ITA,2001,"775,878","271,826","239,959","334,498","318,024","1,304,137","1,021,095","357,670","326,241","400,124","379,929","1,724,338",57,1,1,"271,369","356,089",23,"1,838"
ITA,2002,"798,351","291,268","250,419","329,564","319,342","1,350,259","1,020,649","372,918","330,621","388,902","382,067","1,728,717",57,1,1,"289,646","369,717",24,"1,826"
ITA,2003,"828,304","295,387","264,649","324,994","318,641","1,394,693","1,027,546","372,429","335,251","383,853","384,893","1,731,113",58,1,1,"292,361","367,495",24,"1,815"
ITA,2004,"856,707","308,799","278,255","348,699","340,140","1,452,319","1,037,526","378,449","337,384","407,381","402,495","1,755,757",58,1,1,"305,830","373,575",24,"1,815"
ITA,2005,"885,949","316,193","292,969","367,451","368,927","1,493,635","1,051,913","377,116","339,288","420,485","416,342","1,770,117",58,1,1,"319,195","379,165",25,"1,811"
ITA,2006,"921,982","340,933","302,522","406,392","419,143","1,552,687","1,066,037","395,067","337,691","455,429","449,476","1,801,813",59,1,1,"336,575","388,550",25,"1,812"
ITA,2007,"953,816","359,238","307,266","441,837","447,317","1,614,840","1,078,690","404,664","339,408","483,653","473,992","1,828,608",59,1,1,"351,280","394,195",25,"1,818"
ITA,2008,"973,266","356,667","320,333","439,932","452,498","1,637,699","1,066,473","390,240","343,903","468,325","454,917","1,811,016",59,1,1,"349,825","381,427",25,"1,807"
ITA,2009,"953,184","307,703","326,155","353,292","363,078","1,577,256","1,050,475","332,715","343,610","384,887","395,240","1,715,378",59,1,1,"318,286","343,874",25,"1,775"
ITA,2010,"978,454","331,598","331,166","404,013","433,952","1,611,279","1,061,507","351,524","345,969","430,155","443,328","1,744,767",59,1,1,"324,204","343,639",25,"1,777"
ITA,2011,"1,007,661","337,469","326,718","443,061","466,154","1,648,756","1,062,193","349,461","338,924","453,469","445,825","1,757,108",60,1,1,"326,634","338,549",25,"1,773"
ITA,2012,"995,710","288,966","321,754","460,981","443,052","1,624,359","1,022,728","295,033","332,691","462,685","409,627","1,704,731",60,1,1,"299,268","305,834",25,"1,734"
ITA,2013,"982,190","272,432","319,441","461,783","423,095","1,612,751","997,738","279,122","328,884","464,416","398,558","1,673,345",60,1,1,"278,733","285,585",24,"1,719"
ITA,2014,"986,310","275,995","317,979","473,719","426,597","1,627,406","999,482","281,935","326,820","476,562","412,317","1,673,269",60,1,1,"273,595","279,519",24,"1,716"
ITA,2015,"1,005,936","283,186","316,344","491,905","442,016","1,655,355","1,017,795","285,699","325,009","496,930","438,968","1,686,292",61,1,1,"281,879","284,452",24,"1,717"
