# File: FAO_an_Exp_t_SUA.csv
# Title: FAO animal exports by country, item, year
# Units: tons
# Column types: ciciciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
countries,country.codes,item,item.codes,element,element.codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ireland,104,Cream,2743,Export Quantity (tonnes),91,1455,1671,2044,1954,2047,2343,2138,2419,3431,5524,5274,4863,4199,3309,1875,1753,1780,1957,2459,2247,2138,1935,2719,1094,1282,849,740,875,1077,1083,1945,1701,1152,706,3847,3705,6293,3072,4090,2522,3444,2342,2439,2411,6609,2066,2034,1041,2362,3000,2000,3000,4000
Ireland,104,Crustaceans,2765,Export Quantity (tonnes),91,300,300,400,300,400,500,400,400,400,600,600,600,600,600,0,148,2080,488,3489,2740,3561,4480,4970,6554,7792,8157,10064,9600,10563,8610,12486,10229,9232,9928,12672,10116,10178,12393,16345,15534,14981,15734,15750,17658,14506,14119,18193,18193,18193,15000,15000,15000,15000
Ireland,104,Demersal Fish,2762,Export Quantity (tonnes),91,0,300,300,600,1500,1200,1200,300,300,240,1800,1800,5107,6600,0,17412,4893,24160,11740,17216,18839,26849,40782,38880,41088,50658,48029,50489,30478,22199,31661,34330,22407,23297,26068,32783,56010,53180,42187,26962,46154,55288,47211,75102,64324,68531,36533,36533,36533,88000,88000,88000,88000
Ireland,104,Eggs,2744,Export Quantity (tonnes),91,758,94,557,139,86,118,283,197,129,82,207,38,85,121,100,160,140,116,212,283,278,275,234,353,351,339,597,1303,1410,830,478,825,39,331,360,408,789,1408,376,620,1155,2407,2499,2376,5487,3422,1453,3601,6454,4000,6000,7000,7000
Ireland,104,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,11584,14766,13609,11661,12782,13325,21202,17431,20207,27020,32744,26918,27917,40346,50099,41633,45301,49928,38733,43993,25672,29696,30339,44740,58491,55087,54544,46890,51414,67197,66463,79121,86890,75878,80041,95712,96265,87357,83157,89957,56213,71605,78576,52530,46236,40090,63211,57544,44945,51000,73000,67000,62000
Ireland,104,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,801,1022,1089,689,410,307,708,569,258,3731,1475,591,226,661,2838,1990,298,1050,612,429,432,374,547,5370,13839,7270,9190,19028,3116,738,1576,1576,1576,,,,
Ireland,104,"Fish, Body Oil",2781,Export Quantity (tonnes),91,100,0,300,200,600,200,300,400,400,1000,1000,1700,1300,900,1577,2006,1693,2838,2125,2143,1381,1549,2022,2028,2173,4135,4397,4536,3976,4459,3957,2024,509,0,113,131,208,221,0,0,0,0,1,3,5,3,18,18,18,0,0,0,0
Ireland,104,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,123,0,0,0,20,2,0,4,19,22,239,232,9,1143,3128,605,532,4,4,1,3,11,0,0,0,1,1,2,10,8,8,8,0,0,0,0
Ireland,104,Freshwater Fish,2761,Export Quantity (tonnes),91,600,1100,1400,1500,1600,1200,1300,1200,1200,1400,1300,1200,1400,1400,1100,0,1418,0,1155,916,686,828,1537,1353,1878,2656,2840,3976,5029,5701,10361,9286,12792,13207,10530,15186,20710,17714,20548,19121,26706,23416,16683,12935,10439,13019,18175,18175,18175,20000,20000,20000,20000
Ireland,104,Hides & Skins,2748,Export Quantity (tonnes),91,11531,9217,10913,12667,11531,15038,22335,20386,20101,19505,22940,21621,21907,35679,46136,33136,38739,47275,43192,62186,47885,47059,43943,52188,60190,80179,76570,71169,74462,79193,90325,95543,72264,63873,60415,58197,64077,54930,69273,69072,65161,72426,68623,72946,71063,85053,87014,84226,80229,,,,
Ireland,104,Honey,2745,Export Quantity (tonnes),91,27,19,12,20,17,20,94,163,348,219,154,135,203,95,33,68,48,106,88,69,43,56,51,81,79,99,48,71,107,104,101,40,106,211,219,252,233,195,113,217,220,304,197,167,95,220,543,252,435,0,0,1000,1000
Ireland,104,Meat Meal,2749,Export Quantity (tonnes),91,460,820,4363,3448,5410,8610,13723,8819,8841,12980,14354,10603,13771,23470,27944,26000,33194,31929,23220,33240,21387,23997,27373,30894,31972,40091,42805,43965,58605,57758,57956,61310,47916,47387,59386,66302,43890,58215,65606,37124,705,129,258,370,1338,9069,12295,35515,31696,,,,
Ireland,104,"Meat, Other",2735,Export Quantity (tonnes),91,3382,4355,3553,4696,5426,6068,7333,7610,6871,6906,6537,6554,2436,2445,3406,3650,3685,2948,2320,2917,2916,2726,2974,2407,2493,2307,1621,3274,3654,1174,267,558,523,463,176,490,1528,747,611,796,1091,2317,626,7435,7108,7407,1374,5013,3046,5000,6000,9000,6000
Ireland,104,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,145227,140423,177727,252920,259997,382064,509110,598304,584844,655282,780528,647110,1824967,1379135,1945324,2356718,2793618,2794704,3431673,2848464,2719510,2360687,2416953,4158918,4351076,3579359,3683236,3290704,3398765,2887513,2607969,5718952,3676198,3628207,4544517,3325625,3624928,3314875,3864684,4338881,3417204,3201999,3483308,3785246,3809548,4099988,4147513,3839903,3778092,4097000,4430000,4284000,4132000
Ireland,104,"Milk, Skimmed",2739,Export Quantity (tonnes),91,71506,41502,18987,101204,62426,158165,251543,289946,292721,72869,360533,270151,1273728,812611,1230564,1579870,2048344,1970049,2415250,1993711,1882756,1478864,1643200,3146927,3277495,2489069,2539023,1454800,2343536,1900146,1584315,3869802,2359082,2041755,1939918,1776665,2082075,1784048,2486158,2792912,1754746,1669074,2167014,2189518,2031741,1994305,2202503,1645524,1625595,,,,
Ireland,104,"Milk, Whole",2738,Export Quantity (tonnes),91,45852,52652,95966,57273,96041,71847,64333,76651,78535,327294,120442,100264,93155,46223,75423,100033,219740,261567,231212,328826,266197,327682,156502,254190,274583,235017,420627,941588,277023,119573,250170,674514,447200,475279,1601810,438046,542673,457242,197841,427061,346448,282367,203829,344344,440031,608293,463805,471914,359625,,,,
Ireland,104,"Molluscs, Other",2767,Export Quantity (tonnes),91,2600,2700,2800,2800,3000,3300,3600,5200,5300,6400,7300,7400,6400,5300,6500,7624,4415,5735,3769,5419,5395,7506,8175,14381,11325,11998,12188,15278,17397,21598,24653,19433,13864,17393,21249,25148,29366,31825,27738,35081,42435,44215,47553,41453,38186,41970,40103,40103,40103,37000,37000,37000,37000
Ireland,104,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,7412,15339,15673,14967,14238,17438,13425,12733,11294,7932,14076,11844,11746,11116,11658,7273,6395,15191,12984,15558,16237,15477,14610,17081,23949,22131,23700,25341,37152,54554,59723,61865,64049,65302,48552,58639,45462,47618,55129,52630,67645,46568,44186,49550,53523,52165,47537,42693,40706,35000,39000,43000,43000
Ireland,104,"Offals, Edible",2736,Export Quantity (tonnes),91,5578,5657,8192,8570,8203,9267,12737,10478,10649,12430,12427,12573,15326,20059,20905,19662,25529,27705,26601,27433,19759,19582,20231,22269,25148,28365,24630,23366,26231,29743,31808,37469,44392,33972,34211,38066,45342,44962,51378,46308,36334,43493,53489,53677,48775,55948,54828,50017,65295,49000,60000,67000,74000
Ireland,104,Pelagic Fish,2763,Export Quantity (tonnes),91,11972,12842,9181,6049,6119,11702,15949,26769,34767,44474,36860,51946,50233,47522,43851,31105,42756,46395,50363,85780,134646,157358,147793,141369,163439,131729,168847,181382,169234,177977,228393,261751,319150,281363,339048,325222,234120,241421,168485,180839,314850,277849,188027,166309,166634,109613,87387,87387,87387,104000,104000,104000,104000
Ireland,104,Pigmeat,2733,Export Quantity (tonnes),91,39191,43390,44326,43182,54914,44592,33168,44403,57791,51537,61442,64697,48623,35462,16675,32913,42208,39975,51470,54134,49364,50817,53831,45493,38744,38036,43328,43795,46428,55962,72100,92410,110212,120486,121957,123248,123134,138803,114821,120796,135741,123905,113769,111655,123005,123338,139334,143216,139338,164000,190000,208000,199000
Ireland,104,Poultry Meat,2734,Export Quantity (tonnes),91,2664,2128,1236,738,425,337,486,555,482,484,1170,3650,3293,2892,2370,3908,4578,2858,3302,7073,5944,6885,6609,3764,3545,5731,6412,9836,10558,13820,18843,18532,16030,21366,25833,24938,30144,34644,39776,64598,52155,52205,56617,52858,51561,55823,58672,58339,61727,73000,85000,69000,53000
Ireland,104,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,7,8,0,7,0,1,17,1,0,0,0,,,,
Ireland,104,Whey,2742,Export Quantity (tonnes),91,0,0,0,1057,6600,1629,71,3643,8300,8529,7957,4514,0,55028,143414,73981,28953,24149,28319,36923,81771,103743,115532,111381,198861,188161,260935,411486,476562,506772,427836,685635,513074,435685,659385,583562,579752,627906,509153,667041,767585,611068,712837,867348,994725,946500,1180474,862580,832438,,,,
Ireland,104,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,10160,10710,10911,7358,12490,9567,8743,9547,8469,7909,9337,9926,9863,6562,10068,10345,6169,7611,8623,7251,8212,7643,9475,8555,7091,8223,11904,11969,11766,11690,13900,14215,11901,11368,8514,11100,8698,9085,6130,6681,5796,8544,7498,4616,4710,2804,4631,4710,4924,,,,
Israel,105,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1000,1000,750,1790,2370,819,2331,1500,1500,1500,5000,5000,1000,4000
Israel,105,Bovine Meat,2731,Export Quantity (tonnes),91,20,172,0,1,9,1,281,0,1,0,68,0,0,0,0,0,17,164,88,0,4,90,0,9,15,30,20,38,13,25,11,6,11,41,8,319,0,73,3,0,1,1,1,31,0,248,93,115,0,0,0,0,0
Israel,105,"Butter, Ghee",2740,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,2,0,0,0,0,600,1000,2229,554,0,2075,2515,0,2,30,30,70,80,500,2405,1000,400,50,30,60,60,190,25,25,55,0,785,263,1950,1709,0,25,46,1058,1721,0,0,0,0
Israel,105,Cheese,2741,Export Quantity (tonnes),91,12,0,1,1,126,0,0,75,90,154,281,152,69,175,113,420,542,896,1024,957,1094,1042,522,979,807,1032,852,1465,1683,1223,909,1302,1595,1270,1370,2010,880,610,140,220,445,590,689,544,1099,1240,1638,1042,1423,,,,
Israel,105,Crustaceans,2765,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,30,0,70,55,34,36,2,41,0,5,0,20,0,0,15,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,200,584,304,0,0,0,0,0,0,0,0,0
Israel,105,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,220,300,1330,500,600,500,600,31,71,68,166,376,126,193,15,28,36,17,6,80,0,221,109,40,132,47,485,485,485,0,0,0,0
Israel,105,Eggs,2744,Export Quantity (tonnes),91,25037,19590,8262,13880,9560,5423,11098,5542,1560,1600,2312,3420,2248,1600,3274,7320,8598,8748,3959,2054,1536,1376,1471,5948,8382,5082,5659,4992,7253,5468,8627,7188,22211,22276,6451,4580,10323,4118,3220,5706,731,1318,5224,972,1376,832,1140,1141,542,0,0,0,0
Israel,105,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,0,13,85,38,30,11,24,174,156,254,103,129,136,55,76,38,92,495,351,371,150,358,350,330,250,402,400,370,316,303,237,49,43,30,45,55,10,25,30,43,45,50,85,170,543,61,480,116,101,0,0,0,0
Israel,105,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2000
Israel,105,Freshwater Fish,2761,Export Quantity (tonnes),91,0,0,0,0,0,0,0,300,300,200,200,200,1600,600,600,1253,1279,400,429,54,84,87,1686,116,86,147,158,265,177,287,231,199,190,210,215,302,187,271,391,236,342,118,153,155,190,241,90,90,90,1000,0,0,0
Israel,105,Hides & Skins,2748,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,12,1,0,0,0,0,0,0,350,0,14,0,13,9,9,121,84,478,1165,3720,4623,5831,5908,5141,1030,5657,5910,3160,1809,,,,
Israel,105,Honey,2745,Export Quantity (tonnes),91,0,0,0,2,0,0,102,201,430,316,545,351,418,140,92,755,41,76,51,70,270,250,100,60,145,160,180,300,300,300,80,130,65,65,180,120,60,55,40,60,57,23,41,38,44,26,77,60,61,0,0,0,0
Israel,105,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,82,160,202,190,170,130,120,100,200,150,80,50,60,40,126,86,45,65,69,14,22,9,5,70,42,87,78,197,131,183,355,355,355,0,0,0,0
Israel,105,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Israel,105,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,633,34,73,719,2,38,29,6,12,280,31,670,476,650,554,606,723,44,112,294,378,338,224,20,7,15,9,24,113,22,95,85,8,0,6,1065,1287,1000,1000,0,0
Israel,105,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,100,0,9,8,1000,0,0,686,1256,1861,2611,1998,2396,1681,1222,3158,4479,6847,7760,13764,11828,8171,4236,12961,12638,13696,11762,13630,14127,12394,35685,18794,20244,22120,23139,35734,12162,12039,8225,5358,10686,16224,9995,6091,16714,13794,12443,11606,34797,9000,9000,17000,9000
Israel,105,"Milk, Skimmed",2739,Export Quantity (tonnes),91,0,0,0,0,0,0,0,100,526,613,396,747,1778,289,312,0,287,0,0,5809,2446,0,0,1681,0,1509,928,0,125,250,4963,291,364,66,0,283,210,35,105,13,24,0,117,134,51,136,846,909,0,,,,
Israel,105,"Milk, Whole",2738,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,609,155,220,3679,6430,4186,4242,2395,250,859,21128,7539,7151,11723,12001,19632,4725,6611,5236,1401,4854,10400,2832,78,9100,5306,672,4574,26052,,,,
Israel,105,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,30,90,90,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,105,"Offals, Edible",2736,Export Quantity (tonnes),91,21,24,28,28,26,34,49,60,147,92,100,119,118,64,69,144,210,219,154,271,487,235,212,258,318,367,398,461,585,597,598,571,491,462,438,380,560,421,561,644,1316,610,753,1331,14,138,29,1,1,0,0,0,0
Israel,105,Pelagic Fish,2763,Export Quantity (tonnes),91,0,0,0,0,0,0,150,310,457,786,457,465,310,309,276,0,0,0,0,0,0,25,0,0,0,1020,375,1906,3038,1508,549,0,48,1535,2777,254,167,28,63,24,70,980,964,91,148,376,359,359,359,1000,0,1000,1000
Israel,105,Pigmeat,2733,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,2,82,8,6,15,10,3,40,3,1,15,0,0,0,0,2,0,35,21,33,44,129,70,305,469,600,569,385,128,141,63,80,59,95,137,177,203,169,183,0,1000,1000,1000
Israel,105,Poultry Meat,2734,Export Quantity (tonnes),91,442,309,323,692,6,8,207,99,87,248,244,658,1571,545,2330,7762,11793,9294,11995,17720,15978,10243,15122,13751,9461,9233,10251,7569,8035,5935,5826,5447,7954,8860,5560,6320,5105,4790,4759,6402,6369,5451,6487,8677,5981,5622,20459,14748,8445,11000,10000,9000,8000
Israel,105,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,0,22514,33986,11635,10351,7568,9108,,,,
Israel,105,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,110,10,100,20,30,21,12,8,0,0,0,0,0,0,10,0,96,69,102,99,70,67,60,120,60,100,220,310,0,1,10,300,410,300,660,700,350,0,0,0,0,0,0,117,102,160,197,288,118,,,,
Italy,106,"Aquatic Animals, Others",2769,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,2530,2776,2862,1032,546,557,950,1350,1066,1830,1871,1667,1725,1977,2476,2943,3134,3237,3237,3237,3000,3000,2000,2000
Italy,106,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,16,55,41,32,32,69,92,153,45,75,334,581,151,37,8,6,150,305,257,308,246,284,479,280,464,355,453,506,628,933,933,933,0,1000,1000,1000
Italy,106,Bovine Meat,2731,Export Quantity (tonnes),91,1406,1901,2468,2196,2605,1913,2742,4880,7208,10260,10841,12332,8964,8457,8652,10054,14961,18462,36228,74897,67677,55817,65408,101913,140434,147221,123079,124565,109675,95202,190724,254304,168369,134319,85213,124151,152376,130092,144110,163423,120601,136446,164245,224175,204370,199962,193366,191487,171502,229000,222000,190000,186000
Italy,106,"Butter, Ghee",2740,Export Quantity (tonnes),91,22,30,11,14,46,663,738,4,23,3,304,72,2,20,239,260,99,112,1516,1107,831,1209,2251,2941,6308,3952,4522,12445,11982,12805,15010,19420,20120,21504,13546,15087,22505,23418,13180,12337,11390,9604,9992,18392,18588,11666,13111,8564,9622,27000,9000,9000,10000
Italy,106,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,1000,2800,2900,2800,3502,1413,2916,1809,2136,2373,4071,2992,1673,4592,5016,4764,5297,6124,4409,5317,5696,5234,6394,8632,6471,7660,7368,6637,6354,8151,7387,7681,5997,6240,6259,7987,8356,8356,8356,7000,8000,9000,9000
Italy,106,Cheese,2741,Export Quantity (tonnes),91,25321,26675,25573,22892,22347,21435,22454,24514,24331,22905,22352,24646,21769,26738,26650,26804,25231,23565,33998,32616,38086,36324,34922,42339,49630,48455,54738,61648,68323,72674,87078,90731,108645,112922,111019,131282,129695,140899,156074,167713,175882,191847,200218,218024,229478,233123,242827,235698,248693,,,,
Italy,106,Cream,2743,Export Quantity (tonnes),91,8,66,55,39,32,0,77,131,52,41,44,44,16,45,30,8,13,38,88,88,59,59,148,66,123,190,81,127,128,186,406,584,794,622,1257,1058,837,918,1576,1065,1911,1196,3932,4383,4717,5042,7165,6421,5207,6000,9000,12000,17000
Italy,106,Crustaceans,2765,Export Quantity (tonnes),91,300,200,300,400,400,2200,200,300,300,200,200,200,600,1100,1038,930,349,257,523,718,691,506,707,1309,760,1892,2370,1252,2062,2877,3839,3029,2570,2567,1777,2159,2236,2296,2895,4554,4396,5284,3826,4033,4228,4692,4364,4364,4364,5000,5000,4000,5000
Italy,106,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,1314,1505,1650,3486,3111,6377,2419,1352,3473,1554,2370,1665,4790,4390,5005,6458,7476,10948,11639,11260,12062,11596,10295,10446,9588,10969,11850,10910,9985,9157,8922,10508,10508,10508,9000,7000,9000,11000
Italy,106,Eggs,2744,Export Quantity (tonnes),91,429,497,427,632,437,746,474,464,608,791,929,823,1395,3119,1251,2230,6348,1342,1936,1068,2505,1460,1173,1305,825,666,680,651,1384,2916,1464,1726,4122,4785,13770,7129,10708,14190,12445,8501,19726,21576,38146,27356,24831,25030,26596,27883,39894,48000,41000,37000,29000
Italy,106,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,5659,3055,4004,10117,36048,18978,13051,47706,30834,14575,22566,34711,40329,37686,62028,41893,64946,48899,64487,40089,59941,61625,73470,81759,68917,53562,76689,70299,83233,92134,62116,76045,69676,83869,74123,80762,108702,109852,113949,124071,120013,119135,116664,132099,125780,143049,168878,133272,159948,174000,164000,156000,156000
Italy,106,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,1708,2330,4597,3843,3008,3951,3279,3459,5343,3867,3929,3560,4691,6308,4253,1838,2336,3094,2127,2232,2021,1856,1736,1782,2514,3140,2419,2683,1670,1966,1931,1931,1931,,,,
Italy,106,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,300,0,0,100,0,6,22,1,356,752,4,4,25,29,55,26,23,2,405,495,325,367,302,135,10,5,4,45,4,24,92,192,48,66,65,52,45,37,37,37,0,0,0,0
Italy,106,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,19,1,18,5,3,30,0,0,21,5,30,77,52,305,30,167,59,12,35,67,14,46,3,3,1,1,2,27,5,12,12,12,0,0,0,0
Italy,106,Freshwater Fish,2761,Export Quantity (tonnes),91,200,300,400,300,300,300,500,500,1300,1400,1700,2500,2600,4300,3849,3126,3899,3410,5809,4895,2991,3833,2459,4574,7071,5953,5668,5074,4498,5343,5048,5749,5268,7477,7134,8001,9362,9799,8427,9096,12136,8467,6302,6326,7028,8103,9252,9252,9252,17000,18000,18000,19000
Italy,106,Hides & Skins,2748,Export Quantity (tonnes),91,17358,20679,19776,20751,18294,15647,17421,19783,14555,20093,9927,10297,11398,13310,12393,11645,14126,11593,9901,10038,20715,16290,25056,30539,42003,34232,35930,34734,28496,28713,24250,25682,24150,30963,36439,48577,48128,53491,55211,74092,57769,88520,102255,7146105,9284822,9763667,10004485,4477654,9467705,,,,
Italy,106,Honey,2745,Export Quantity (tonnes),91,62,95,86,92,85,70,151,93,1064,425,220,189,174,245,436,479,303,318,333,344,425,313,294,274,252,368,304,388,329,453,435,326,1131,1554,1113,1887,2617,2254,3435,3295,3710,3802,2537,2694,3899,3594,3883,3954,3405,7000,6000,8000,12000
Italy,106,"Marine Fish, Other",2764,Export Quantity (tonnes),91,971,484,606,779,2901,3989,3145,8962,6325,12078,6686,7539,8837,11028,6908,9479,10695,10791,15656,14838,15555,14593,13445,13535,13281,13694,13290,10898,12309,9759,7973,10562,9954,12733,13168,12691,12889,16768,18715,22926,18375,18549,21727,23801,24940,25522,20560,20560,20560,17000,13000,8000,8000
Italy,106,Meat Meal,2749,Export Quantity (tonnes),91,100,160,30,38,20,25,20,218,18,8309,11057,11054,23205,33053,21088,40961,50424,52085,62902,64647,61192,52536,55867,48509,52254,42663,77904,57558,62709,41980,66173,78698,90312,101007,108901,137947,167424,159497,219468,221842,64205,70818,58606,72658,96230,84777,84380,114881,110090,,,,
Italy,106,"Meat, Other",2735,Export Quantity (tonnes),91,433,117,377,194,136,64,233,74,515,666,390,557,1777,2216,1635,975,1572,2390,4839,3752,2430,3471,2687,2334,2441,1828,3073,3496,6284,15416,2374,4299,3608,4180,3708,4674,7218,7515,4909,8145,13562,19798,12155,7164,6283,15403,14433,17922,15972,20000,20000,13000,12000
Italy,106,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,243889,246327,218373,197959,189866,214461,217230,243326,241722,208821,197950,219372,199981,251751,254607,252366,251144,234723,352499,338627,411349,384966,388179,439593,497151,495110,560053,652306,688315,603892,760353,789968,947787,1028774,992664,1186430,1167640,1274897,1284533,1389906,1457736,1611048,1741323,1834931,1926398,2001437,2190391,2107443,2246304,2462000,2343000,2584000,2781000
Italy,106,"Milk, Skimmed",2739,Export Quantity (tonnes),91,991,1370,540,2197,1481,1593,1266,1925,2094,4152,2529,7253,11491,5342,5463,2726,6648,2801,4425,5487,10281,7094,10341,8919,12186,7899,6214,31897,12736,12792,19647,17509,6563,13675,10875,24106,26751,30527,14114,26509,45340,43707,112237,40647,39763,68860,139147,136649,190374,,,,
Italy,106,"Milk, Whole",2738,Export Quantity (tonnes),91,490,595,777,412,209,91,727,902,334,463,289,288,605,1259,851,839,1052,1684,10291,13347,25880,17588,12099,13268,9070,6642,8300,1892,2730,4081,8497,6155,12080,7960,6481,10736,6807,16739,21024,18465,5192,8306,8384,15533,14499,11196,27103,12738,16441,,,,
Italy,106,"Molluscs, Other",2767,Export Quantity (tonnes),91,667,0,0,0,1567,1667,4867,3267,3867,6667,14767,24833,21433,32833,36581,32904,10720,29286,40480,30577,36938,43322,42072,47362,56738,29494,7740,73414,70807,59684,55483,72113,71557,82913,67934,83525,69167,71930,81352,77893,67250,46574,55325,64632,63889,61687,61981,61981,61981,74000,66000,49000,46000
Italy,106,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,32,17,11,17,16,10,27,44,179,81,601,435,185,15,16,20,32,98,197,599,378,132,88,86,92,2,1801,2912,3278,2299,1079,2153,599,392,670,1163,1850,2718,3140,2546,1996,993,661,978,1239,1325,1816,1414,1683,3000,2000,2000,2000
Italy,106,"Offals, Edible",2736,Export Quantity (tonnes),91,163,375,150,9,13,21,6,90,406,387,428,1652,1539,1481,1534,3860,3836,5138,8945,9004,12467,13181,8257,8627,7730,5174,3763,9481,7586,7885,8695,11801,9848,12851,10482,10991,23350,22577,14646,22802,31335,33496,33547,39071,42418,43953,44530,52278,54861,63000,72000,75000,66000
Italy,106,Pelagic Fish,2763,Export Quantity (tonnes),91,2358,1469,2090,1835,3171,2759,2805,2039,6418,14065,24766,32980,42847,54992,46077,42939,54374,53115,113468,66351,60151,92895,209868,142935,270242,187047,136505,187392,95951,158424,130447,139826,135112,109076,135270,111909,107422,103332,69099,83975,83799,97234,79258,85334,99175,119279,130458,130458,130458,75000,71000,77000,81000
Italy,106,Pigmeat,2733,Export Quantity (tonnes),91,8044,8863,9115,10429,11826,14683,11111,11465,14556,12522,15488,15463,12857,14909,20103,22689,21401,19784,27137,26796,30891,32491,31001,33453,38646,35784,36986,40027,42320,47003,50678,53149,64475,79846,82529,102316,113165,108797,136243,153387,146340,150251,163171,190849,187395,188619,209576,233337,222676,251000,286000,269000,274000
Italy,106,Poultry Meat,2734,Export Quantity (tonnes),91,627,761,241,447,1569,2558,1683,2788,3034,2869,2455,2165,1769,937,787,642,890,1304,3111,3705,5659,8178,7916,9874,9431,10696,15388,20691,19898,27089,29894,28665,41157,54386,74645,82649,91175,108142,97212,73037,122510,146408,110744,123276,126289,130484,113040,130926,132321,167000,170000,168000,165000
Italy,106,Silk,2747,Export Quantity (tonnes),91,448,486,1257,979,1131,1011,920,1170,910,1087,438,476,862,372,99,202,145,110,81,95,324,359,711,389,112,65,201,348,209,90,84,46,216,219,237,193,115,82,92,209,189,636,640,860,577,1994,749,330,300,,,,
Italy,106,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,1100,583,50,34,3333,24567,9150,4220,1423,3279,4626,2807,3708,1504,0,417,133,332,3525,1563,1406,3623,48207,85606,78349,187206,58372,126079,219649,295452,234227,353662,410089,494867,591961,826108,646701,502586,560912,750077,1506856,1446223,765145,,,,
Italy,106,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,2576,3166,4040,3600,3208,2740,2090,2552,2251,1970,2048,4151,3922,2404,3731,5551,4989,3731,4524,3418,5338,4224,6504,7261,6255,7769,10610,11385,9306,3895,4666,5716,8480,8135,11921,13993,13298,6894,8528,9131,10232,12542,9596,10812,8475,9098,10534,8039,7804,,,,
