# File: pca_electricity_trade.csv
# Title: Received and Delivered electricity for individual Power Control Areas (PCAs)
# Units: MWh per year
# Comments:  This file contains individual Power Control Area electricity imported from a corresponding PCA
# Source: Chini  C. M.  Djehdian  L. A.  Lubega  W. N.  & Stillwell  A. S. (2018). Virtual water transfers of the US electric grid. Nature Energy  3(12)  1115-1123. https://doi.org/10.1038/s41560-018-0266-1
# Column types: nnnnn
# ----------
Reporting_PCA,Year,Connected_PCA,Received_Electricity,Delivered_Electricity
252,2012,253,61778,529398
252,2013,253,43638,446201
263,2010,253,3634746,16398716
263,2011,253,10924930,33010206
263,2012,253,10946998,31036464
263,2013,253,4595295,15085446
263,2014,253,4779921,12847177
263,2015,253,5906987,11995481
321,2013,253,224035,123596
321,2014,253,8259053,2954006
321,2015,253,6948419,3654943
149,2010,256,53021,236314
118,2014,257,16895725,14504027
118,2015,257,16166342,15097877
125,2011,257,15338,114282
125,2014,257,0,10
125,2010,257,13735,28629
125,2012,257,27047,65094
125,2013,257,17887,92001
165,2010,257,3043716,812645
165,2011,257,3035731,944752
165,2012,257,4504308,1748531
165,2013,257,2709998,225888
165,2014,257,2145909,530896
165,2015,257,935880,485717
235,2015,257,0,3396
258,2014,257,3382727,4652557
258,2015,257,3414973,5596631
263,2015,257,0,686086
272,2014,257,2450312,4768138
273,2015,257,138434,0
273,2014,257,73800,0
275,2015,257,11236,62727
321,2014,257,13101647,12893796
321,2015,257,14272557,12450988
110,2010,258,1676044,636121
110,2011,258,1389004,974347
110,2012,258,1262901,1192811
110,2013,258,1307630,1101186
118,2013,258,4368068,3749714
118,2014,258,4501235,3807475
118,2015,258,4864786,3329882
118,2010,258,4559377,4297840
118,2011,258,3781549,2946431
118,2012,258,3133974,2371407
141,2013,258,0,93361
163,2010,258,929754,1821214
163,2011,258,706871,1578071
163,2012,258,725474,1863214
163,2013,258,742971,1835110
164,2011,258,2334342,1877087
164,2012,258,2101177,2422581
164,2013,258,2281229,1759480
164,2010,258,2201133,1742150
174,2010,258,1475507,231471
174,2011,258,1284262,286950
174,2012,258,1145775,179695
174,2013,258,1162750,307714
220,2010,258,727436,476989
220,2011,258,719967,730179
220,2012,258,488646,836898
220,2013,258,784866,460657
257,2014,258,1924873,540934
257,2015,258,3410285,197723
277,2010,258,291411,159866
277,2011,258,248040,144333
277,2012,258,249284,108464
277,2013,258,265444,69719
321,2010,258,340563,15511
321,2011,258,364172,32592
321,2012,258,563670,11452
321,2013,258,311338,163648
321,2014,258,3320327,1697377
321,2015,258,3757542,1473162
110,2010,259,1031265,540691
110,2011,259,829172,768911
110,2012,259,787924,918659
110,2013,259,992258,703651
160,2010,259,0,91008
160,2011,259,90916,1225
160,2012,259,220674,4391
160,2013,259,1277,26
160,2015,259,19221,696
235,2010,259,31672,71371
235,2011,259,40164,195653
235,2012,259,45559,100939
235,2013,259,11279,12714
235,2014,259,14614,31336
236,2010,259,376149,161860
236,2011,259,82688,503494
236,2012,259,37180,160526
236,2013,259,60470,113198
236,2014,259,39047,277327
236,2015,259,62591,122648
257,2015,259,32737,88
261,2010,259,169970,1571399
261,2011,259,156836,1871864
261,2012,259,331808,1079101
261,2013,259,178477,1938457
321,2014,259,0,124033
163,2010,261,0,323948
163,2011,261,0,327486
163,2012,261,0,323093
163,2013,261,0,339667
190,2010,261,2184860,1481640
190,2011,261,2571853,1789947
190,2012,261,2816418,2345182
190,2013,261,3885512,3329514
259,2010,261,1571399,169970
259,2011,261,1871864,156836
259,2012,261,1079101,331808
259,2013,261,1938457,178477
170,2010,262,2396430,781914
170,2011,262,1856753,934559
170,2012,262,2246208,923559
170,2013,262,2098102,781116
170,2014,262,1911171,726837
170,2015,262,1689184,741999
171,2010,262,3392520,83255
171,2011,262,3336137,67801
171,2012,262,2383720,159783
171,2013,262,3450141,34995
171,2014,262,3247494,45026
171,2015,262,2389001,293027
234,2014,262,1782753,5113414
234,2015,262,2893590,4494724
234,2010,262,2010583,5847737
234,2011,262,3334784,5561614
234,2012,262,4004995,4139191
234,2013,262,2817772,4765336
242,2010,262,387454,0
248,2010,262,4185344,2820698
248,2011,262,3699509,2507144
248,2012,262,3885034,2790937
248,2013,262,1046937,97007
248,2014,262,668736,204856
248,2015,262,644728,259685
118,2013,263,212,1674053
118,2014,263,0,1555404
118,2015,263,459,1263331
118,2010,263,0,1665765
118,2011,263,0,1432207
118,2012,263,15,1398057
120,2010,263,1198694,1082748
157,2010,263,1486909,5230
157,2011,263,1679533,4530
157,2012,263,1328030,2727
157,2013,263,1568630,1196
157,2014,263,1361615,5798
157,2015,263,1292552,9530
159,2010,263,1297983,133378
159,2011,263,2169354,32848
159,2012,263,2710670,3765
159,2013,263,1229982,1317
161,2010,263,85651,6327851
161,2011,263,97362,5514299
161,2012,263,1884613,6947382
161,2013,263,86064,3427980
161,2014,263,116675,1016783
161,2015,263,59395,758081
164,2011,263,4158670,15104080
164,2012,263,4865912,16222618
164,2013,263,4571275,14050873
164,2010,263,5228721,16010176
190,2012,263,714755,0
190,2013,263,715545,0
197,2010,263,1017076,1530559
197,2011,263,1412925,1417568
197,2012,263,6702862,7625489
197,2013,263,1726602,914645
197,2014,263,1670373,853465
197,2015,263,2341480,815543
230,2011,263,6615882,1527963
230,2012,263,1883184,7966675
230,2013,263,7425261,2181594
230,2014,263,7834573,2301383
230,2015,263,10331386,1579910
230,2010,263,6063615,2751606
233,2010,263,461919,10523
233,2011,263,574673,2453
233,2012,263,525571,10672
233,2013,263,440131,4939
233,2014,263,294260,16548
233,2015,263,455159,4806
252,2010,263,498207,9144
252,2011,263,397354,19971
252,2012,263,428554,19942
252,2013,263,548839,920442
253,2010,263,16398716,3634746
253,2011,263,16505103,5462465
253,2012,263,15518215,5473482
253,2013,263,15085410,4595259
253,2014,263,12847173,4779921
253,2015,263,11995481,5906987
288,2010,263,135,1959261
288,2011,263,872,1780204
288,2012,263,220,2547796
288,2013,263,20,557646
321,2010,263,254060,4885629
321,2011,263,2132589,5707245
321,2012,263,3463599,5005958
321,2013,263,3715506,6113395
321,2014,263,10226209,20875923
321,2015,263,11344420,20504487
116,2010,266,379689,3188980
116,2011,266,365369,3542400
116,2012,266,61604,4708648
116,2013,266,207236,3953215
116,2014,266,171901,3647334
116,2015,266,23558,3652701
160,2010,266,3838497,304707
160,2011,266,3777738,315485
160,2012,266,3217868,546316
160,2013,266,2828848,353316
160,2014,266,2778605,476556
160,2015,266,3109207,530006
236,2010,266,86879,1652416
236,2011,266,46653,1538134
236,2012,266,45988,1291945
236,2013,266,122830,1002811
236,2014,266,200031,968509
236,2015,266,165513,1029564
244,2011,266,100890,1636004
244,2012,266,456073,760135
244,2013,266,443958,863011
244,2014,266,354946,1380055
244,2015,266,16691,2368924
244,2010,266,139329,2260232
273,2010,266,0,2248095
273,2011,266,0,2289246
273,2012,266,0,1677758
273,2013,266,0,2474603
273,2014,266,0,2541993
273,2015,266,0,2519705
274,2010,266,0,2047763
274,2011,266,0,1927823
274,2012,266,0,1560610
274,2013,266,0,2577296
274,2014,266,0,2697056
274,2015,266,0,1830748
125,2011,267,61776,547988
125,2010,267,0,1218444
125,2012,267,101785,610174
125,2014,267,621,616011
125,2015,267,7982,700281
125,2013,267,12497,379809
243,2010,267,994169,53911
243,2011,267,293134,330870
243,2012,267,351058,465314
243,2013,267,82944,469672
243,2014,267,87664,238643
243,2015,267,231832,226254
118,2010,272,22034,165056
118,2011,272,7521,261823
118,2012,272,2595,317964
118,2014,272,21890,262292
118,2013,272,1443,356166
209,2010,272,5403966,495055
209,2011,272,5414860,539786
209,2012,272,4808080,869124
209,2013,272,4431118,1402212
257,2014,272,2508865,1732279
273,2013,272,0,793316
273,2014,272,0,457661
273,2015,272,0,649169
273,2012,272,0,905821
273,2010,272,570961,0
273,2011,272,3749,0
275,2010,272,597160,166559
275,2011,272,424498,235442
275,2012,272,412500,153956
275,2013,272,351496,164573
275,2014,272,74940,545174
275,2015,272,24584,412799
321,2010,272,18457883,16546011
321,2011,272,19530858,16801163
321,2012,272,19614115,16993409
321,2013,272,18810088,17771808
321,2014,272,19455567,18211370
116,2015,273,1738586,39521
116,2012,273,192132,25474
116,2013,273,1733776,36592
116,2014,273,2208751,28536
180,2013,273,857717,65052
209,2012,273,53920,105647
209,2013,273,12554,98619
209,2010,273,17479,652485
209,2011,273,30720,442614
228,2010,273,1465242,246641
228,2011,273,1415844,329194
228,2013,273,206240,49008
228,2014,273,1147504,636434
228,2015,273,1187077,684066
228,2012,273,1770597,190638
235,2010,273,10674217,2907894
235,2011,273,12397644,3582072
235,2012,273,11174320,3889818
235,2013,273,10129398,3841951
235,2014,273,9960086,3856302
235,2015,273,9904682,2893320
236,2010,273,406584,197563
236,2011,273,239496,359103
236,2012,273,167166,318325
236,2013,273,0,3500
236,2014,273,31389,2538362
236,2015,273,51303,1793183
244,2013,273,27777,0
244,2014,273,24223,17
244,2015,273,19146,0
257,2015,273,724516,206539
257,2014,273,12100,83005
266,2010,273,2248095,0
266,2011,273,2289246,0
266,2012,273,1677847,0
266,2013,273,2474298,0
266,2014,273,2541993,0
266,2015,273,2519705,0
272,2010,273,26531,414325
272,2011,273,164982,253758
272,2012,273,413863,42064
272,2013,273,468822,20474
272,2014,273,268131,57374
274,2012,273,458506,0
274,2013,273,3760467,0
274,2014,273,3798689,0
274,2015,273,3805920,0
274,2010,273,0,909755
274,2011,273,0,1611422
116,2015,274,3224311,9527108
116,2010,274,3962073,12237975
116,2011,274,3108756,10693944
116,2012,274,2261293,11278040
116,2013,274,1271568,10570138
116,2014,274,2794654,10056652
125,2011,274,654512,4020
125,2014,274,1476779,0
125,2015,274,1955587,0
125,2010,274,1278405,0
125,2012,274,792794,39073
125,2013,274,1180013,20179
182,2010,274,0,77592
182,2011,274,0,161546
182,2012,274,0,52367
182,2013,274,0,66616
182,2014,274,0,176236
182,2015,274,0,276348
194,2010,274,9491354,303894
194,2011,274,8339722,397053
194,2012,274,9012284,280177
194,2013,274,8395090,289143
194,2014,274,8552433,295586
194,2015,274,11047387,154123
210,2010,274,6038832,5296508
210,2011,274,6227137,5280238
210,2012,274,6615084,5184858
210,2013,274,5628765,3841045
210,2014,274,4835412,5170025
210,2015,274,4311652,7952653
228,2010,274,22545,592997
228,2011,274,56739,407999
228,2012,274,15582,574333
235,2010,274,40107,1265
235,2011,274,48738,1235
235,2012,274,29883,1085
236,2010,274,6755,2415990
236,2011,274,5612,2598137
236,2012,274,31696,1919808
236,2013,274,17194,2686524
244,2011,274,4816986,83
244,2012,274,3330499,2501
244,2013,274,3717602,391
244,2014,274,3288887,192176
244,2015,274,2442340,9706
244,2010,274,3224483,2102
266,2010,274,1940543,0
266,2011,274,1806448,0
266,2012,274,1484312,0
266,2013,274,2626994,0
266,2014,274,2697056,0
266,2015,274,1830748,0
272,2011,274,198681,113654
272,2012,274,556530,22508
272,2013,274,380393,35425
272,2014,274,324389,77476
272,2010,274,3758,186956
273,2013,274,0,3760527
273,2014,274,0,3798691
273,2015,274,0,3805883
273,2010,274,910208,0
273,2011,274,1606475,0
273,2012,274,0,459375
275,2015,274,75789,347886
275,2011,274,31720,512415
275,2012,274,11033,492496
275,2013,274,40277,398457
275,2014,274,55912,361107
275,2010,274,22572,561687
217,2010,275,1411101,1725841
217,2011,275,1197026,1621805
217,2012,275,1093251,1485275
217,2013,275,1285870,1850867
217,2014,275,1212951,2322732
217,2015,275,1203721,2236819
257,2015,275,540440,101600
272,2011,275,235442,424498
272,2012,275,153956,412500
272,2013,275,164573,351496
272,2014,275,545174,74940
272,2010,275,166559,597160
273,2013,275,358180,0
273,2010,275,539115,0
273,2011,275,480695,0
273,2012,275,481463,0
273,2014,275,305326,0
273,2015,275,272005,0
110,2010,277,2706375,1940732
110,2011,277,2836721,2236296
110,2012,277,3048089,2494680
110,2013,277,3484666,2819922
174,2010,277,113254,750552
174,2011,277,150508,741570
174,2012,277,229893,646433
174,2013,277,207125,574677
220,2010,277,1202052,3100083
220,2011,277,1180307,3569364
220,2012,277,1888429,4271559
220,2013,277,2033977,4963658
258,2010,277,159866,291411
258,2011,277,144333,248040
258,2012,277,108464,249284
258,2013,277,69719,265444
149,2010,279,0,423638
164,2011,288,557716,1359883
164,2012,288,871894,1634132
164,2013,288,127211,514543
164,2010,288,655181,1352626
263,2010,288,1959261,135
263,2011,288,3560408,1744
263,2012,288,5095592,440
263,2013,288,557646,20
164,2010,291,6377444,166151
164,2011,291,7193270,88003
164,2012,291,9917732,295066
164,2013,291,6070495,219822
244,2010,293,1691254,10603
244,2015,293,1515585,18489
244,2011,293,494159,15629
244,2012,293,1444513,14020
244,2013,293,1654510,13581
244,2014,293,1313362,15610
194,2010,310,672035,156804
194,2011,310,381957,530200
194,2012,310,534458,289835
194,2013,310,446203,432263
122,2011,324,71,103
122,2015,324,18519,18504
217,2010,324,458204,4693
217,2011,324,639655,3769
217,2012,324,694741,37390
164,2010,313,2814566,105343
164,2011,313,4194466,1706610
164,2012,313,4374877,1929052
164,2013,313,3820606,2066638
274,2010,315,1402199,0
274,2011,315,1278113,0
274,2012,315,1572410,0
274,2013,315,2091861,0
274,2014,315,2406167,0
274,2015,315,2077936,0
164,2010,320,40230,191262
164,2011,320,22082,182326
164,2012,320,63132,115150
164,2013,320,1803,173030
101,2014,321,10584,778967
101,2015,321,34295,516683
110,2013,321,73164,110380
113,2010,321,299708,166902
113,2011,321,275579,129280
113,2012,321,174461,240357
113,2013,321,221549,238396
118,2013,321,14429031,13178288
118,2014,321,16475777,18379771
118,2015,321,14144384,16365525
118,2010,321,13832958,11933652
118,2011,321,12793763,12629248
118,2012,321,10771508,13485248
120,2010,321,205812,1637964
159,2010,321,82230,117038
159,2011,321,78473,326265
161,2010,321,1489456,647380
161,2011,321,902573,791118
161,2013,321,508569,2477362
161,2014,321,38390,4308038
161,2015,321,198926,2582041
163,2013,321,1433,32636
164,2010,321,0,331888
188,2010,321,131418,1725746
188,2011,321,195048,1494421
188,2012,321,91992,1850814
188,2013,321,207792,1562228
190,2013,321,809,0
193,2010,321,0,769027
193,2011,321,0,809496
193,2012,321,0,778888
193,2013,321,0,738828
197,2013,321,6765782,5607755
197,2014,321,6884350,6418752
197,2015,321,7412983,8522128
197,2010,321,2585486,3163345
197,2011,321,5477388,5397955
197,2012,321,4770738,5819556
209,2010,321,1497025,2027109
209,2011,321,1005537,2314048
209,2012,321,921837,2574757
209,2013,321,563702,2682599
219,2010,321,4285,7741235
219,2011,321,2178,8381761
230,2013,321,45004164,60514663
230,2014,321,48284923,62010744
230,2015,321,52213887,58117076
230,2011,321,67866401,88800530
230,2012,321,59582403,41889970
230,2010,321,81486820,95891906
252,2013,321,0,59274
253,2015,321,3419896,6602748
257,2014,321,1421261,1711525
257,2015,321,1865814,4921160
258,2010,321,15511,340555
258,2011,321,32592,364224
258,2012,321,11452,563661
258,2013,321,163648,311338
258,2014,321,1697377,3320327
258,2015,321,1473162,3757542
263,2010,321,4885680,254045
263,2011,321,9071824,765836
263,2012,321,10011532,6926574
263,2013,321,6113395,2582668
263,2014,321,20875922,10226208
263,2015,321,20504487,11344420
272,2010,321,16539578,18451393
272,2011,321,16799150,19528935
272,2012,321,16991305,19611923
272,2013,321,17770776,18809056
272,2014,321,18211901,19456098
122,2013,322,538372,0
164,2012,322,2779,263017
164,2013,322,4596,426199
217,2013,324,947593,38454
217,2014,324,1139731,41303
217,2015,324,1170935,44152
228,2011,324,10902,10870
228,2012,324,143,163
229,2012,324,344,296
229,2011,324,16439,16488
244,2012,324,23111,23151
244,2013,324,21796,21773
244,2014,324,20924,20887
244,2015,324,25763,25918
244,2011,324,9365,9330
171,2010,325,2346,197801
171,2011,325,2792,162085
171,2012,325,152743,622602
171,2013,325,8279,121848
171,2014,325,28138,118458
171,2015,325,110028,358792
234,2010,325,392,223494
234,2011,325,331,228185
234,2012,325,342,281941
234,2013,325,509,269912
234,2014,325,976,312426
234,2015,325,2157,178951
217,2013,329,2774,125106
217,2014,329,15100,667450
217,2015,329,94447,294542
122,2010,330,1217922,6019498
122,2012,330,4574822,1908289
122,2013,330,1757104,3308595
122,2014,330,1810672,3934588
122,2015,330,6911900,1113427
125,2011,331,3603665,21110
125,2014,331,299205,106864
125,2015,331,303521,139127
125,2010,331,629137,19644
125,2012,331,3646696,1010046
125,2013,331,367226,69838
160,2011,331,0,56121
160,2012,331,0,277101
160,2013,331,0,8286
165,2010,331,7347,162115
165,2011,331,8715,172914
165,2012,331,334,75981
165,2013,331,9035,670018
165,2014,331,12886,437366
165,2015,331,0,252884
185,2010,332,9558000,347000
185,2011,332,11559000,1000
185,2012,332,13078000,0
185,2013,332,13928000,0
185,2014,332,13271000,4000
185,2015,332,12959000,1000
211,2010,332,677611,5023155
211,2011,332,0,7042809
211,2012,332,0,10234824
211,2013,332,0,9573956
211,2014,332,0,8839761
211,2015,332,0,9397467
211,2014,333,0,7180327
211,2010,333,0,2559367
211,2011,333,0,4556898
211,2012,333,0,5720251
211,2013,333,0,7495903
211,2015,333,0,8302635
321,2010,333,4794599,1844764
321,2011,333,5185351,1169793
321,2012,333,7136440,235728
321,2013,333,8271305,126445
321,2014,333,7534199,190265
321,2015,333,10128033,67016
272,2010,334,99298,402053
272,2011,334,68492,294986
272,2012,334,84110,139214
272,2013,334,100444,91673
272,2014,334,90239,53655
122,2013,243,34187,6681870
122,2014,243,19137,7466824
122,2015,243,0,8563680
125,2015,243,2850186,152455
125,2013,243,3003132,916637
125,2014,243,3320092,363963
267,2011,243,330870,293121
267,2012,243,465189,350996
267,2013,243,469672,82944
267,2014,243,238643,87664
267,2015,243,226254,231832
133,2013,336,268,283960
133,2010,336,2859,462318
133,2011,336,170,458679
133,2012,336,268,283960
133,2014,336,18,441780
133,2015,336,0,186725
157,2010,338,477369,452613
157,2011,338,397843,334544
157,2012,338,431144,245321
157,2013,338,383429,394195
157,2014,338,418414,378552
157,2015,338,363279,393864
250,2010,338,98391,240995
250,2011,338,33107,307751
250,2012,338,8604,376579
250,2013,338,71458,136352
250,2014,338,71126,232930
250,2015,338,64553,287346
251,2010,338,465793,454238
251,2011,338,535011,497064
251,2012,338,645357,469927
251,2013,338,550684,414866
251,2014,338,679814,497301
251,2015,338,774081,567839
185,2010,339,1224000,487000
185,2011,339,1294000,448000
185,2012,339,1146000,503000
185,2013,339,3763000,52000
185,2014,339,3546000,26000
185,2015,339,4136000,28000
321,2010,342,9443513,540967
321,2011,342,9706650,458802
321,2012,342,8460797,929779
321,2013,342,10069026,507929
321,2014,342,8876644,633757
321,2015,342,10133973,295978
110,2010,142,2268627,272325
110,2011,142,2471936,306457
110,2012,142,2198172,388881
110,2013,142,1421672,454173
