# File: CBECS_1989.csv
# Title: Commercial Buildings Energy Consumption Survey 1989
# Units: BLDGID4: building identifier;SQFT4: square footage;YRCONC4: year constructed;PBA4: principal building activity;ADJWT4: adjusted sampling weight
# Source: https://www.eia.gov/consumption/commercial/data/previous/
# Column types: iiiiiin 
# ----------
BLDGID4,REGION4,CENDIV4,SQFT4,YRCONC4,PBA4,ADJWT4
3810,4,8,35000,6,2,1.07
3811,2,3,17500,6,4,509.17
3812,1,2,2000,5,2,1627.29
3813,2,3,3500,7,12,2082.26
3814,1,2,30000,2,2,23.86
3815,3,5,1500,3,3,1895.05
3816,4,9,40000,2,4,164.73
3817,4,8,50001,8,5,336.81
3818,3,7,180000,4,2,239.78
3819,1,2,800000,6,15,20.84
3820,2,4,25001,6,2,509.17
3821,3,5,1500,3,1,2124.65
3822,4,9,8000,4,4,716.01
3823,3,5,8000,6,4,2170.72
3824,1,1,400000,8,2,20.83
3825,3,6,25001,9,6,314.04
3826,4,8,12500,6,3,657.7
3827,3,6,1500,3,4,1932.25
3828,2,3,1001,4,14,1508.84
3829,1,2,5000,5,12,250.94
3830,4,9,22500,6,3,362.37
3831,2,3,2500,5,17,2.44
3832,4,9,17500,8,6,492.68
3833,3,7,3500,7,14,1472.34
3834,4,8,12500,4,2,1735.25
3835,4,9,120000,6,17,362.37
3836,3,6,1500,6,3,1895.05
3837,3,5,160000,3,12,73.77
3838,1,2,22500,3,3,597.34
3839,2,3,5001,4,4,509.17
3840,2,3,140000,2,2,306.28
3841,2,3,20000,4,3,389.8
3842,3,5,5000,5,4,321.32
3843,3,5,35000,4,3,358.11
3844,2,3,10001,5,2,513.05
3845,3,6,25000,4,13,640.89
3846,3,5,4500,8,2,208.64
3847,2,4,7000,4,4,1893.87
3848,3,6,20000,7,4,652.28
3849,3,5,12500,4,13,459.35
3850,3,5,22500,2,12,156.48
3851,2,3,50001,6,3,324.11
3852,1,1,120000,4,13,306.28
3853,2,4,8000,3,19,1991.37
3854,3,5,25000,5,12,98.36
3855,1,2,70000,5,13,5.03
3856,2,3,15000,6,3,568.59
3857,3,7,6000,5,12,1595.2
3858,3,7,5000,7,17,1472.34
3859,1,2,2000,4,20,10.2
3860,2,4,22500,2,4,584.61
3861,4,9,22500,7,2,1735.25
3862,3,7,1001,5,3,1895.05
3863,3,5,20000,5,3,346.62
3864,4,8,1500,6,4,2316.77
3865,1,1,900000,5,15,1
3866,4,9,9000,6,17,362.37
3867,3,6,5001,6,3,1595.2
3868,4,9,60000,4,4,502.74
3869,4,9,35000,9,2,163.32
3870,3,5,90000,2,1,281.95
3871,1,2,200001,9,6,309.1
3872,2,4,120000,6,3,98.23
3873,4,9,5000,5,2,1735.25
3874,2,4,25001,1,4,584.61
3875,2,3,4000,6,2,1893.87
3876,3,5,15000,9,7,239.78
3877,3,7,4000,5,17,1472.34
3878,2,3,120000,4,2,157.88
3879,2,3,100001,3,17,319.73
3880,2,3,180000,5,13,306.28
3881,2,4,350000,6,3,21.19
3882,1,2,900000,7,2,10.28
3883,1,2,350000,4,2,20.83
3884,3,5,1001,7,1,1597.65
3885,2,4,10000,6,13,324.11
3886,3,5,35000,6,13,306.28
3887,3,7,25001,5,17,306.28
3888,4,8,5001,6,17,1509.24
3889,2,3,350000,7,12,229.73
3890,2,4,4500,3,3,2082.26
3891,2,4,350000,5,3,10.74
3892,4,9,6000,7,3,1735.25
3893,2,4,12500,7,2,1991.37
3894,2,3,200001,5,2,10.74
3895,3,7,17500,4,3,833.61
3896,4,8,9000,3,13,497.58
3897,3,6,2500,4,3,27.21
3898,4,8,120000,9,3,248.34
3899,2,3,22500,5,7,509.17
3900,1,1,15000,6,14,612.45
3901,1,2,100001,6,10,1.07
3902,2,3,50000,4,6,229.73
3903,1,2,600000,6,15,20.11
3904,1,2,90000,5,13,306.28
3905,3,5,15000,5,12,156.48
3906,2,3,70000,3,2,10.74
3907,4,8,5000,9,2,20.41
3908,4,9,45000,7,2,20.41
3909,4,8,35000,3,13,497.58
3910,4,8,25000,6,19,502.74
3911,3,7,8000,5,13,321.32
3912,2,3,45000,5,2,263.93
3913,3,6,140000,5,11,27.21
3914,3,7,2000,6,12,1567.7
3915,2,3,5001,6,2,389.8
3916,1,1,10001,6,2,469.94
3917,4,8,6000,8,2,502.74
3918,4,9,2000,5,12,1654.84
3919,2,3,300000,3,12,10.74
3920,1,2,1001,6,10,157.78
3921,1,1,120000,8,2,21.38
3922,1,2,45000,3,13,18.16
3923,3,7,8000,4,14,4.21
3924,3,5,1500,6,3,2774.63
3925,3,6,25000,6,4,14.96
3926,3,5,80000,8,2,239.78
3927,3,7,400000,4,1,41.76
3928,2,3,12500,5,12,263.93
3929,1,2,45000,2,1,250.94
3930,3,5,35000,8,20,235.53
3931,3,7,45000,5,15,408.36
3932,3,7,9000,7,17,428.42
3933,3,6,120000,4,1,235.53
3934,1,2,100000,4,2,20.84
3935,2,3,30000,6,2,513.05
3936,4,9,70000,5,2,256.39
3937,3,5,1001,5,7,1636.93
3938,3,7,3500,5,3,597.74
3939,3,5,3500,4,4,652.28
3940,1,1,9000,4,19,1638.2
3941,3,5,2000,4,2,1595.2
3942,3,5,35000,5,13,374.33
3943,2,3,300000,8,19,10.74
3944,4,8,2500,3,2,1654.84
3945,3,5,35000,5,13,321.32
3946,2,3,70000,1,12,263.93
3947,3,7,9000,4,4,652.28
3948,4,8,6000,7,2,20.41
3949,3,5,800000,6,3,10.39
3950,2,3,2000,2,2,1488.07
3951,3,5,160000,8,2,239.78
3952,2,3,17500,9,12,7.26
3953,1,1,120000,3,4,1.04
3954,3,5,3000,6,5,1836.5
3955,2,4,6000,4,3,2082.26
3956,1,2,35000,4,1,23.86
3957,4,9,17500,3,7,1536.74
3958,2,3,3500,6,12,1991.37
3959,1,2,10000,4,13,1468.67
3960,4,9,1500,3,3,2004.53
3961,3,5,1500,5,1,2124.65
3962,1,2,1500,8,2,1627.28
3963,3,5,90000,5,3,156.48
3964,1,2,50000,6,12,250.94
3965,3,5,25000,4,17,1472.34
3966,2,4,2500,3,3,610.82
3967,3,7,70000,5,16,640.89
3968,2,3,5001,3,3,306.28
3969,2,4,120000,5,17,98.23
3970,3,5,1300000,8,3,5.74
3971,1,2,3500,5,3,490.89
3972,3,5,15000,6,4,496.13
3973,4,9,2500,8,12,268.52
3974,4,9,25001,5,2,307.35
3975,3,5,10000,4,1,640.89
3976,1,2,4500,8,13,2.12
3977,2,3,4000,4,6,584.61
3978,2,4,5000,3,3,2392.14
3979,2,4,80000,5,13,324.11
3980,3,7,1300000,7,2,5.74
3981,4,9,300000,5,20,20
3982,2,3,22500,4,12,20.84
3983,3,6,1001,6,7,1472.34
3984,2,3,3500,5,7,306.28
3985,3,7,3500,7,2,1597.65
3986,3,6,60000,9,13,12.52
3987,3,7,4000,7,12,1859.44
3988,4,9,15000,4,13,460.95
3989,2,3,160000,4,13,308.47
3990,4,9,35000,8,4,502.74
3991,3,7,3000,5,12,1595.2
3992,2,3,250000,3,13,20.14
3993,3,5,17500,3,13,2.79
3994,3,6,17500,7,2,2170.72
3995,4,9,1500,7,6,1654.84
3996,3,5,450000,4,12,21.34
3997,4,9,30000,9,17,461.96
3998,1,2,400000,2,2,20.83
3999,1,1,160000,9,1,157.78
4000,2,4,25001,8,3,610.82
4001,2,3,250000,9,19,21.38
4002,4,9,25000,6,11,163.32
4003,2,3,8000,6,2,306.28
4004,1,2,5000,2,3,23.86
4005,4,9,25001,5,13,154.01
4006,4,8,6000,4,2,703.83
4007,3,7,20000,5,4,235.53
4008,2,4,90000,3,12,306.28
4009,2,4,50000,3,13,306.28
4010,2,3,4500,2,14,412.5
4011,4,9,17500,8,1,1735.25
4012,2,3,30000,7,12,1636.1
4013,3,7,3000,6,2,1597.65
4014,4,9,10000,5,12,502.74
4015,4,8,2500,4,4,2316.77
4016,3,7,17500,4,13,612.37
4017,3,5,100001,8,2,5.74
4018,3,7,60000,7,19,22.3
4019,2,3,90000,8,16,306.28
4020,3,7,1500,4,3,1895.05
4021,1,2,120000,5,3,597.34
4022,3,7,3500,5,2,2146.52
4023,3,5,400000,6,15,20.09
4024,1,2,900000,3,13,20.14
4025,3,5,100000,4,2,239.78
4026,2,3,120000,5,1,10.04
4027,2,4,140000,5,13,306.28
4028,1,1,7000,2,4,1468.67
4029,4,9,50001,6,17,497.58
4030,4,9,250000,5,19,20
4031,4,8,1500000,6,2,5.74
4032,3,7,1001,9,4,3.92
4033,1,1,6000,5,4,2184.21
4034,2,3,250000,5,2,21.19
4035,2,4,15000,5,13,584.61
4036,3,6,8000,6,2,1597.65
4037,3,5,25000,5,1,314.04
4038,1,2,350000,2,13,20.14
4039,3,5,30000,4,13,321.32
4040,4,9,350000,7,17,73.77
4041,2,4,30000,9,12,474.3
4042,4,8,50000,6,13,320.86
4043,3,7,3000,8,3,2650.99
4044,1,2,5000,3,4,1627.29
4045,2,3,3000,5,2,1.07
4046,3,7,1300000,6,3,5.74
4047,3,5,3000,3,3,2650.99
4048,3,6,15000,9,2,434.9
4049,2,3,10000,9,12,5.03
4050,1,2,4000,3,3,2039.07
4051,1,2,2000,9,2,2169.66
4052,1,1,1500000,6,2,7.37
4053,1,2,1500000,7,2,7.37
4054,3,7,20000,5,16,640.89
4055,3,5,15000,3,13,496.13
4056,4,9,50000,5,2,163.32
4057,4,9,35000,5,13,231.37
4058,2,4,35000,9,17,263.93
4059,2,4,90000,3,3,306.28
4060,1,2,50000,5,13,423.05
4061,3,5,3500,3,3,2774.63
4062,3,5,9000,6,12,498.98
4063,3,5,12500,3,1,498.98
4064,3,7,1300000,6,2,5.74
4065,3,5,4500,6,3,1836.5
4066,1,2,5000,2,5,2718.69
4067,4,8,35000,4,2,125.95
4068,3,5,22500,6,3,2774.63
4069,3,7,2000,4,1,1472.34
4070,1,2,160000,6,3,23.86
4071,2,3,10000,9,3,682.05
4072,4,9,1500,7,4,497.58
4073,3,5,35000,6,12,652.28
4074,2,3,120000,6,13,38.85
4075,2,3,6000,7,1,487.36
4076,2,4,17500,4,4,509.17
4077,1,2,9000,3,4,1638.2
4078,2,4,12500,9,7,509.17
4079,2,3,50000,5,17,7.78
4080,1,2,80000,5,2,10.28
4081,2,3,140000,5,12,5.78
4082,3,7,15000,6,12,498.98
4083,3,5,3500,5,13,459.35
4084,2,3,17500,7,2,493.41
4085,4,8,90000,6,4,163.32
4086,4,8,8000,6,17,497.58
4087,3,5,22500,6,4,652.28
4088,3,7,1500,6,4,1595.2
4089,3,7,1500,4,1,1595.2
4090,4,9,5000,6,2,502.74
4091,3,6,15000,6,12,1595.2
4092,2,3,1300000,3,3,10.74
4093,1,2,1500,9,3,2169.66
4094,3,6,200001,7,2,22.3
4095,4,8,3000,3,12,1509.24
4096,3,7,8000,4,13,459.35
4097,4,8,500000,7,2,10.27
4098,2,3,1001,5,2,1636.1
4099,2,3,15000,4,12,1636.49
4100,1,1,45000,7,3,597.34
4101,2,3,600000,2,13,10.05
4102,1,2,3500,2,4,1849.99
4103,4,8,1500,3,3,2004.53
4104,3,5,9000,4,14,459.35
4105,3,5,5000,5,4,2170.72
4106,4,9,5000,6,17,1509.24
4107,1,2,60000,6,2,20.83
4108,3,6,1000000,8,12,11.49
4109,1,2,450000,5,3,14.75
4110,1,2,30000,1,17,306.28
4111,4,9,50000,2,17,336.81
4112,4,9,25000,5,4,256.39
4113,1,2,35000,3,2,469.94
4114,1,2,20000,7,6,469.94
4115,1,2,1500,3,20,2184.21
4116,3,5,22500,5,12,597.74
4117,3,7,800000,6,15,10.04
4118,3,5,1500,3,1,2650.99
4119,2,3,80000,4,13,306.28
4120,1,1,250000,4,13,10.06
4121,2,4,10000,3,12,1115.28
4122,2,3,6000,1,3,2392.14
4123,4,9,600000,9,2,5.05
4124,3,5,80000,7,12,498.98
4125,1,2,50000,6,4,308.02
4126,3,6,2000,6,5,1472.34
4127,3,5,22500,6,12,316.94
4128,3,6,90000,6,3,346.63
4129,2,3,500000,3,13,10.05
4130,3,7,160000,6,4,153.14
4131,3,7,10000,7,4,57.92
4132,2,4,800000,3,15,306.28
4133,3,7,30000,6,2,459.35
4134,4,9,300000,9,19,1.17
4135,2,4,5001,9,7,1488.07
4136,3,5,4500,6,4,1595.2
4137,1,2,15000,8,4,490.89
4138,2,3,250000,5,2,24.99
4139,4,9,45000,4,12,163.32
4140,3,5,500000,8,2,5.74
4141,2,3,10000,3,3,306.28
4142,2,3,35000,5,4,487.36
4143,3,6,15000,7,17,239.78
4144,3,6,3000,1,2,3190.41
4145,3,5,8000,8,2,10.39
4146,3,5,7000,8,12,1597.65
4147,3,7,50001,6,5,496.13
4148,2,3,2000,6,3,1508.84
4149,3,5,22500,4,7,477.47
4150,3,5,12500,9,3,5.05
4151,3,7,1500,9,3,1616.48
4152,4,9,12500,6,13,460.95
4153,3,5,17500,4,3,1895.05
4154,4,9,350000,7,2,20.41
4155,3,5,30000,8,12,156.48
4156,3,7,5001,6,13,5.1
4157,1,2,1001,9,12,20.83
4158,4,9,50000,6,2,163.32
4159,1,2,140000,5,7,229.73
4160,4,8,2000,2,13,2582.51
4161,3,7,1001,4,1,2081.02
4162,1,1,30000,5,14,1468.67
4163,1,2,22500,9,12,678.67
4164,3,5,50001,3,1,316.94
4165,2,3,45000,8,3,306.28
4166,3,7,5000,4,3,1472.34
4167,4,9,90000,6,13,15.16
4168,4,8,40000,9,2,323.85
4169,4,8,15000,6,2,492.68
4170,2,4,8000,6,5,584.61
4171,4,9,300000,5,3,20.41
4172,3,6,400000,9,4,10.39
4173,4,8,1500,6,3,2004.53
4174,1,1,1001,3,3,476.91
4175,3,5,800000,6,15,20.84
4176,3,7,35000,3,13,462.86
4177,1,2,3000,4,3,597.34
4178,3,5,1500,3,3,2170.72
4179,2,3,3500,3,3,610.82
4180,3,5,2500,5,5,1836.5
4181,3,7,3500,3,19,235.53
4182,3,5,20000,6,6,239.78
4183,2,3,1500,8,12,1636.1
4184,2,3,1300000,7,19,10.74
4185,2,3,400000,2,1,1636.49
4186,2,4,17500,6,17,584.61
4187,2,4,400000,5,2,9.13
4188,4,9,90000,5,10,306.28
4189,3,6,9000,4,2,27.21
4190,3,7,25001,2,12,314.04
4191,3,6,300000,4,2,1377.41
4192,3,5,30000,7,3,316.94
4193,2,3,4500,6,12,1636.1
4194,3,6,40000,8,11,470.96
4195,3,5,3000,3,2,1597.65
4196,1,2,8000,3,12,1638.2
4197,1,2,1500000,5,3,7.37
4198,3,7,22500,5,3,235.53
4199,2,3,200001,6,13,10.06
4200,1,1,450000,6,2,153.14
4201,2,3,4500,5,1,1636.49
4202,2,4,22500,6,3,306.28
4203,3,5,200001,6,13,306.28
4204,3,6,25000,4,2,459.35
4205,2,3,8000,3,3,2392.14
4206,2,4,12500,3,3,610.82
4207,3,5,450000,8,2,10.39
4208,2,3,40000,3,12,474.3
4209,2,4,10000,5,2,2082.26
4210,2,3,100001,6,15,389.8
4211,4,9,200001,4,12,163.32
4212,2,4,300000,5,12,21.19
4213,4,9,35000,5,3,288.37
4214,4,9,4500,5,3,2004.53
4215,3,7,8000,7,12,1595.2
4216,3,5,25000,6,3,239.78
4217,2,3,12500,5,19,1904.68
4218,1,1,4000,5,10,20.83
4219,1,1,60000,9,2,1.06
4220,3,5,250000,8,20,259.98
4221,1,2,25001,2,2,327.35
4222,1,1,1000000,8,2,7.37
4223,2,4,50000,7,12,200.93
4224,3,5,100000,5,12,597.74
4225,2,3,15000,4,4,487.36
4226,1,2,50000,3,2,306.28
4227,2,3,2500,4,4,487.36
4228,1,1,300000,3,13,1.82
4229,3,7,1500,4,3,1932.25
4230,3,6,12500,9,12,459.35
4231,3,6,15000,6,12,470.24
4232,4,8,9000,8,13,497.58
4233,3,7,15000,5,13,10.04
4234,1,2,400000,8,2,10.28
4235,3,5,6000,8,12,1595.2
4236,3,5,600000,9,12,10.09
4237,1,2,2000,4,3,1638.2
4238,1,2,4000,8,4,20.84
4239,3,6,7000,4,4,498.98
4240,3,5,12500,4,3,2146.52
4241,1,2,7000,3,14,1468.67
4242,1,2,700000,6,15,10.04
4243,2,3,9000,4,2,2082.26
4244,1,2,6000,4,12,2184.21
4245,1,2,2000,6,14,1468.67
4246,2,3,2500,2,14,1904.68
4247,3,7,100001,5,2,156.48
4248,1,2,25000,3,12,1627.29
4249,3,7,25000,4,12,2124.65
4250,1,2,12500,6,4,2184.21
4251,4,9,9000,6,12,512.65
4252,2,3,2500,4,12,487.36
4253,1,2,35000,9,13,23.86
4254,4,8,10000,5,3,657.7
4255,3,6,1500,6,17,1472.34
4256,3,7,1500,6,3,1595.2
4257,3,5,8000,4,13,459.35
4258,4,9,45000,6,13,497.58
4259,1,1,5000,3,12,490.89
4260,3,5,22500,5,1,470.24
4261,4,9,1500,5,12,502.74
4262,4,8,800000,4,10,10.27
4263,3,7,7000,1,17,1472.34
4264,2,3,2500,3,12,263.93
4265,1,2,6000,8,12,1638.2
4266,3,5,1001,5,14,1472.34
4267,3,7,1001,8,1,2650.99
4268,2,3,80000,6,20,513.05
4269,3,5,6000,4,4,1595.2
4270,1,1,3500,5,2,469.94
4271,3,5,1300000,6,3,10.39
4272,2,3,600000,4,15,10.04
4273,3,5,30000,9,2,10.39
4274,4,9,9000,5,13,4.28
4275,2,3,200001,9,3,248.34
4276,3,7,8000,2,4,314.04
4277,4,8,35000,5,4,268.52
4278,4,9,2500,7,2,1735.25
4279,1,2,60000,5,17,306.28
4280,2,3,2500,4,2,1636.1
4281,3,7,1001,9,13,320.86
4282,2,3,300000,3,1,8.65
4283,1,1,30000,4,13,317.29
4284,1,2,1500000,8,2,7.37
4285,3,7,6000,6,13,612.45
4286,3,7,15000,5,4,1595.2
4287,2,3,300000,7,2,21.19
4288,3,7,3000,4,12,1595.2
4289,2,3,25000,8,2,229.73
4290,4,9,20000,6,12,268.52
4291,4,8,25000,4,4,703.83
4292,3,7,45000,6,12,498.98
4293,3,5,80000,7,2,239.78
4294,2,3,4500,6,3,1991.37
4295,3,7,30000,4,3,496.13
4296,1,2,30000,2,12,476.91
4297,4,9,4500,3,4,502.74
4298,1,2,20000,4,5,1638.2
4299,4,9,50001,6,2,336.81
4300,2,3,8000,5,14,1508.84
4301,2,3,17500,9,3,389.8
4302,3,6,1500,8,6,3185.53
4303,3,7,45000,5,13,1.05
4304,2,3,3000,1,12,1508.84
4305,4,9,1300000,7,17,20.41
4306,3,5,60000,7,2,470.24
4307,1,2,12500,9,12,506.06
4308,4,8,30000,6,2,323.85
4309,2,4,4000,2,4,1991.37
4310,4,9,10001,1,3,362.37
4311,4,9,25000,5,12,536.92
4312,2,3,15000,7,3,306.28
4313,4,9,1500,3,14,1509.24
4314,3,6,3000,3,4,1597.65
4315,3,7,600000,7,3,10.39
4316,4,9,45000,6,2,163.32
4317,4,9,7000,6,12,1654.84
4318,2,4,180000,6,3,98.23
4319,4,9,4500,9,13,1.08
4320,3,5,1001,4,3,1895.05
4321,3,5,30000,2,1,652.28
4322,2,3,1001,3,1,1508.84
4323,2,4,22500,9,4,487.36
4324,2,4,15000,7,4,263.93
4325,1,2,20000,6,12,3.8
4326,3,6,6000,9,6,470.24
4327,2,3,15000,4,2,1636.1
4328,1,2,6000,6,12,1638.2
4329,3,5,10000,4,12,314.04
4330,3,5,4000,5,3,98.36
4331,3,7,9000,6,3,459.35
4332,3,7,2000,9,2,1597.64
4333,3,7,5001,3,2,156.48
4334,4,9,30000,8,2,492.68
4335,2,3,25000,5,13,509.17
4336,1,2,1001,3,3,327.35
4337,2,3,60000,4,12,487.36
4338,1,1,10001,1,3,2718.69
4339,3,7,2000,6,3,1895.05
4340,4,8,1001,5,13,2112.93
4341,1,1,6000,4,12,2184.21
4342,1,1,12500,4,3,597.34
4343,3,7,12500,6,13,459.35
4344,2,3,600000,3,12,263.93
4345,3,7,3000,5,12,498.98
4346,4,8,7000,7,12,502.74
4347,3,7,10000,9,4,612.45
4348,3,5,15000,6,3,20.34
4349,2,3,10000,5,6,584.61
4350,2,3,100000,4,12,487.36
4351,1,1,25000,3,12,469.94
4352,3,7,2000,3,2,1531.39
4353,1,2,2500,9,3,2039.07
4354,1,2,60000,6,4,154.01
4355,3,5,15000,4,17,496.13
4356,4,9,4500,2,2,492.68
4357,3,7,1001,3,3,1595.2
4358,1,2,10000,9,3,597.34
4359,3,7,1300000,6,2,5.74
4360,4,9,180000,8,3,657.7
4361,3,6,90000,3,13,1377.41
4362,4,8,80000,9,17,1.1
4363,1,2,8000,3,3,469.94
4364,4,9,12500,7,17,497.58
4365,1,2,1500000,7,3,20.83
4366,2,4,35000,1,1,509.17
4367,3,7,250000,8,2,22.3
4368,3,5,5001,5,12,22.79
4369,3,7,10001,3,3,496.13
4370,3,5,10001,3,2,239.78
4371,2,4,2000,4,3,1636.49
4372,1,1,2000,3,2,1468.67
4373,4,9,8000,5,12,1654.84
4374,3,6,3000,6,3,1595.2
4375,3,5,5000,8,12,1564.82
4376,1,2,35000,4,12,157.78
4377,3,7,5000,4,3,833.61
4378,2,4,22500,8,4,584.61
4379,2,3,1500,4,4,1991.37
4380,4,9,22500,4,4,502.74
4381,3,5,400000,2,2,5
4382,2,3,350000,3,13,20
4383,3,5,60000,5,13,96
4384,2,3,100000,6,12,263.93
4385,1,2,600000,3,15,10.04
4386,1,2,6000,6,2,20.83
4387,3,5,12500,4,13,459.35
4388,3,5,2000,3,2,470.24
4389,3,5,3000,5,2,1472.34
4390,3,5,300000,9,2,5.74
4391,4,8,1001,3,3,2112.93
4392,4,8,90000,6,3,920.77
4393,3,6,160000,6,10,72
4394,4,8,120000,7,3,497.58
4395,3,7,80000,5,2,5.74
4396,3,7,7000,6,2,1597.65
4397,3,5,1500,3,2,1597.65
4398,4,9,2000,5,15,1509.24
4399,1,2,350000,6,13,5.03
4400,2,3,8000,3,2,306.28
4401,1,2,15000,1,2,1627.29
4402,3,5,300000,5,13,306.28
4403,1,2,2000,4,12,2184.21
4404,2,3,70000,8,12,157.88
4405,2,4,400000,6,2,10.74
4406,1,2,40000,5,2,250.94
4407,4,9,1300000,6,2,10.27
4408,3,5,12500,4,4,612.45
4409,2,4,40000,1,2,1636.49
4410,2,4,3000,5,2,2082.26
4411,2,4,200001,2,1,229.73
4412,1,2,9000,4,19,654.5
4413,2,4,160000,6,3,319.73
4414,3,7,5000,2,12,235.53
4415,3,6,7000,7,1,10.39
4416,3,5,9000,5,2,1597.65
4417,1,2,80000,5,20,1.07
4418,3,7,20000,5,2,1597.65
4419,3,5,3000,4,13,1377.41
4420,1,2,6000,6,3,1849.99
4421,2,3,12500,8,19,1904.68
4422,4,9,20000,3,4,1.17
4423,2,3,50000,1,3,263.93
4424,4,8,45000,4,13,497.58
4425,4,9,60000,4,13,320.86
4426,3,7,60000,3,20,1.13
4427,3,5,3000,8,5,1472.34
4428,2,3,60000,2,2,21.19
4429,2,4,2000,5,3,1508.84
4430,1,2,10001,3,12,490.89
4431,2,3,6000,6,14,1636.49
4432,1,1,90000,8,2,21.38
4433,2,4,350000,5,13,25.45
4434,3,5,250000,8,2,22.3
4435,1,2,2000,2,1,1638.2
4436,2,3,4500,5,1,1636.49
4437,4,9,5000,5,3,1509.24
4438,2,3,100001,5,6,98.23
4439,3,7,20000,3,3,235.53
4440,4,9,17500,6,12,163.32
4441,3,5,7000,4,3,1595.2
4442,4,8,200001,4,4,72
4443,3,5,15000,6,13,2.79
4444,3,7,600000,4,15,10.04
4445,4,9,2000,3,3,2004.53
4446,2,3,40000,9,12,157.88
4447,2,3,250000,4,13,15.92
4448,2,3,6000,5,12,1636.49
4449,3,6,1500,3,13,1932.25
4450,1,2,12500,4,17,459.35
4451,3,7,30000,3,17,496.13
4452,4,9,300000,7,2,20.41
4453,3,7,90000,8,4,156.48
4454,2,3,6000,2,4,306.28
4455,3,5,800000,8,2,10.39
4456,4,9,5000,4,12,1509.24
4457,3,5,90000,5,3,259.98
4458,2,3,1500,1,4,1583.83
4459,2,3,1500,3,2,2082.26
4460,1,2,6000,5,12,157.78
4461,2,4,50000,5,13,25.64
4462,1,1,4500,3,3,2718.69
4463,2,3,12500,6,12,474.3
4464,2,3,2000,2,2,389.8
4465,3,7,22500,5,2,470.24
4466,2,4,50001,6,15,1
4467,4,9,12500,4,2,492.68
4468,2,4,200000,4,13,389.8
4469,1,2,6000,4,13,1468.67
4470,4,9,25001,8,3,497.58
4471,4,9,17500,5,3,358.11
4472,3,6,25000,6,17,640.89
4473,4,8,100000,3,2,492.68
4474,4,9,90000,9,2,231.85
4475,3,7,2500,3,6,2170.72
4476,1,1,25001,5,17,1.04
4477,3,5,35000,4,13,21.23
4478,3,6,4000,4,4,1472.34
4479,2,3,1500000,4,1,6.25
4480,4,9,10001,4,13,462.64
4481,3,5,40000,8,5,321.32
4482,4,8,12500,6,13,614.51
4483,4,9,3000,4,3,985.8
4484,4,9,250000,7,19,163.32
4485,4,9,8000,4,4,1654.84
4486,2,3,15000,6,4,459.35
4487,4,8,5000,4,12,1654.84
4488,3,5,80000,5,6,239.78
4489,2,3,22500,4,2,6.25
4490,3,5,3000,4,4,498.98
4491,3,5,1001,7,1,1597.65
4492,3,6,2000,3,3,1595.2
4493,3,5,45000,8,2,235.54
4494,3,6,600000,6,2,5
4495,2,4,8000,4,5,682.05
4496,4,9,80000,5,4,1.73
4497,4,8,12500,8,12,502.74
4498,4,8,140000,5,1,10.27
4499,4,8,20000,5,12,268.52
4500,4,9,3000,4,1,1509.24
4501,1,1,45000,5,3,250.94
4502,4,9,700000,5,15,10.04
4503,4,8,200000,5,4,336.81
4504,4,8,40000,4,7,362.37
4505,3,7,3500,6,14,1472.34
4506,3,6,160000,6,15,21.57
4507,3,5,8000,6,3,626.97
4508,1,2,10000,3,17,1468.67
4509,2,3,60000,5,5,21.19
4510,1,2,40000,7,1,23.86
4511,2,3,450000,4,2,229.73
4512,4,9,3000,7,2,497.58
4513,2,3,35000,4,3,474.3
4514,1,2,70000,4,13,1.04
4515,1,1,70000,2,1,157.78
4516,3,5,10001,1,12,652.28
4517,3,7,3000,6,3,2650.99
4518,1,2,100001,9,3,10.09
4519,2,3,140000,5,13,306.28
4520,1,1,10000,6,4,490.89
4521,2,3,17500,6,4,10.74
4522,4,9,3000,8,4,1654.84
4523,2,3,1500,3,5,1508.84
4524,3,7,2500,3,13,1.02
4525,3,7,50000,5,4,1595.2
4526,2,3,12500,3,4,157.88
4527,1,2,10000,1,4,1638.2
4528,3,6,3500,7,17,1932.25
4529,1,2,12500,3,3,597.34
4530,2,3,900000,6,15,10.04
4531,3,7,2500,6,5,1472.34
4532,1,1,4500,6,14,1468.67
4533,3,7,3500,1,4,2170.72
4534,1,1,1500,1,12,1849.99
4535,2,4,20000,6,3,299.15
4536,1,2,17500,9,12,506.06
4537,3,7,250000,5,4,22.3
4538,3,5,2000,9,3,2124.65
4539,1,2,160000,6,3,20.83
4540,1,2,120000,3,12,157.78
4541,3,7,1001,9,3,1616.48
4542,4,9,100000,6,20,10.27
4543,3,6,5001,8,3,2774.63
4544,3,5,17500,6,2,24.38
4545,2,3,100000,3,13,324.11
4546,2,3,25000,5,2,21.19
4547,2,3,15000,3,13,216.77
4548,1,2,4000,3,3,2039.07
4549,3,7,30000,6,12,235.53
4550,4,9,70000,3,13,163.32
4551,3,5,500000,6,15,20.84
4552,3,5,25001,5,3,358.11
4553,3,5,1500,6,13,1377.41
4554,4,9,350000,3,13,20.1
4555,3,5,30000,6,2,22.3
4556,3,5,9000,4,1,652.28
4557,2,3,300000,3,1,21.19
4558,3,7,80000,6,4,156.48
4559,3,5,70000,7,2,626.97
4560,4,8,6000,6,3,2004.53
4561,3,5,140000,9,4,156.48
4562,1,2,17500,6,13,476.92
4563,2,3,2000,6,4,1636.49
