# File: CBECS_1989.csv
# Title: Commercial Buildings Energy Consumption Survey 1989
# Units: BLDGID4: building identifier;SQFT4: square footage;YRCONC4: year constructed;PBA4: principal building activity;ADJWT4: adjusted sampling weight
# Source: https://www.eia.gov/consumption/commercial/data/previous/
# Column types: iiiiiin 
# ----------
BLDGID4,REGION4,CENDIV4,SQFT4,YRCONC4,PBA4,ADJWT4
1551,3,7,6000,4,3,2081.02
1552,2,4,2500,4,3,1893.87
1553,1,2,25000,2,15,3.61
1554,1,2,8000,4,4,2184.21
1555,2,4,100000,4,15,324.11
1556,1,2,200001,5,13,306.28
1557,3,5,40000,3,4,321.32
1558,1,2,3500,1,3,597.34
1559,4,8,6000,5,16,1509.24
1560,3,7,800000,3,2,1.04
1561,2,4,1300000,4,2,21.19
1562,4,8,10000,5,3,703.83
1563,1,1,120000,9,3,21.38
1564,3,6,40000,6,13,642.45
1565,3,6,300000,4,12,1.69
1566,3,6,1500,7,12,1859.44
1567,3,7,4500,4,14,422.58
1568,4,8,9000,6,2,1735.25
1569,2,3,6000,9,12,1583.83
1570,3,5,60000,7,4,22.3
1571,1,2,25001,2,14,476.91
1572,2,3,3000,4,3,1904.68
1573,1,2,80000,3,1,14.08
1574,4,8,3000,3,4,2316.77
1575,4,9,6000,4,3,2004.53
1576,4,8,4000,1,4,2806.34
1577,4,9,250000,6,17,20.41
1578,3,5,120000,6,19,21.87
1579,2,3,800000,5,2,10.74
1580,2,3,3500,1,4,509.17
1581,2,4,4000,8,13,1508.84
1582,3,5,3000,5,2,22.79
1583,3,6,2000,4,2,1595.2
1584,2,4,4500,6,1,584.61
1585,1,2,1500000,3,2,7.37
1586,3,7,200001,9,4,165.55
1587,1,1,15000,3,4,506.06
1588,3,5,8000,6,3,597.74
1589,3,7,20000,6,3,597.74
1590,1,2,20000,4,3,327.35
1591,3,7,60000,6,19,10
1592,2,4,15000,8,3,2392.14
1593,1,2,2500,4,3,1849.99
1594,4,9,3500,5,7,1509.24
1595,3,7,6000,5,17,321.32
1596,4,9,17500,4,3,268.52
1597,3,7,7000,4,14,1595.2
1598,2,3,180000,5,13,7.02
1599,3,6,50001,7,2,6.25
1600,3,7,5000,8,2,1597.65
1601,3,5,35000,4,1,314.04
1602,3,7,15000,7,13,496.13
1603,1,2,30000,6,13,306.28
1604,1,2,120000,6,13,306.28
1605,2,4,140000,6,2,229.73
1606,3,5,10001,6,3,597.74
1607,3,5,40000,3,13,496.13
1608,2,4,15000,2,20,157.88
1609,1,2,180000,6,2,327.35
1610,4,8,1500,6,2,1509.24
1611,4,9,2000,6,2,1735.25
1612,2,3,22500,5,13,412.5
1613,3,5,120000,4,2,239.78
1614,1,2,100001,6,13,306.28
1615,3,6,2000,6,3,1932.25
1616,2,3,12500,5,2,513.05
1617,3,5,450000,9,12,10.09
1618,4,9,1001,4,12,1735.25
1619,4,9,60000,7,2,256.39
1620,3,7,17500,6,12,470.24
1621,2,3,1500000,7,2,6.25
1622,3,7,250000,5,13,20.14
1623,2,3,3000,4,12,10.74
1624,1,2,30000,4,19,1627.29
1625,3,5,60000,6,3,10.39
1626,3,7,2000,1,4,1472.34
1627,4,8,1000000,8,3,10.27
1628,2,3,30000,6,3,263.93
1629,2,3,400000,6,2,21.48
1630,1,2,1500,3,3,1638.2
1631,2,4,5000,6,4,1991.37
1632,1,1,10001,3,17,1.04
1633,3,6,50000,6,12,314.04
1634,1,2,1500,6,12,1638.2
1635,4,9,9000,7,17,362.37
1636,2,4,2000,3,2,1508.84
1637,4,9,2000,4,2,2004.53
1638,2,3,120000,3,13,509.17
1639,3,7,2000,6,12,1859.44
1640,3,5,8000,6,4,1595.2
1641,3,5,12500,7,4,496.13
1642,1,2,450000,3,2,10.28
1643,2,4,10000,3,12,610.82
1644,4,9,7000,4,13,306.28
1645,2,3,2500,7,12,1583.83
1646,4,8,4500,7,3,2429.36
1647,3,7,5000,3,4,2170.72
1648,3,5,40000,6,17,306.28
1649,4,9,3000,6,14,1509.24
1650,3,6,2000,7,4,1859.44
1651,1,2,800000,3,2,10.28
1652,3,7,350000,5,17,72
1653,3,7,1500,9,2,1597.64
1654,4,9,3000,5,3,2004.53
1655,3,6,40000,4,4,498.98
1656,2,4,180000,7,19,10.04
1657,2,3,5000,1,3,509.17
1658,3,5,1500,3,2,1472.34
1659,2,3,2000,2,3,1508.84
1660,1,2,300000,4,2,20.83
1661,4,9,100001,6,15,306.28
1662,4,8,8000,3,17,1509.24
1663,1,2,3000,3,3,2039.07
1664,2,3,17500,6,3,610.82
1665,3,5,1500,5,3,2170.72
1666,3,7,70000,7,3,358.11
1667,1,2,20000,2,4,1.07
1668,4,8,30000,7,1,163.32
1669,3,7,2000,4,3,1895.05
1670,4,9,5000,5,3,657.7
1671,1,2,2500,3,1,490.89
1672,3,6,60000,8,2,312.96
1673,3,5,12500,7,2,1597.65
1674,3,7,2000,3,17,321.32
1675,3,7,1500,6,1,1377.41
1676,1,2,3000,6,2,1627.29
1677,3,7,200001,5,4,22.3
1678,3,5,1001,3,4,2170.72
1679,4,9,250000,8,2,20.41
1680,2,3,15000,9,3,389.8
1681,3,5,250000,1,2,1.04
1682,2,3,900000,4,2,12.49
1683,1,2,4500,8,14,476.91
1684,2,3,20000,4,3,487.36
1685,3,7,1300000,6,2,5.74
1686,3,5,250000,5,17,22.79
1687,1,2,3000,9,2,1627.29
1688,4,8,5000,5,1,1654.84
1689,2,4,80000,4,13,9.52
1690,2,3,1001,4,4,1508.84
1691,2,3,1500,4,3,1636.49
1692,3,5,8000,8,2,1895.05
1693,4,8,50000,6,4,163.32
1694,3,7,3500,7,3,1895.05
1695,3,5,90000,5,13,320.87
1696,2,3,10001,9,2,299.15
1697,2,3,4000,5,12,1636.49
1698,4,9,35000,2,4,502.74
1699,3,7,12500,8,5,1859.44
1700,2,3,4500,4,3,682.05
1701,1,2,35000,4,1,469.94
1702,3,7,22500,7,17,428.42
1703,3,5,40000,5,13,496.13
1704,1,2,12500,3,3,1468.67
1705,3,7,1500,9,1,1597.64
1706,3,5,50000,8,2,10.39
1707,3,6,17500,5,3,1895.05
1708,2,3,20000,5,3,1904.68
1709,1,1,250000,6,3,20.83
1710,3,5,2500,9,3,2124.65
1711,4,9,30000,4,2,460.95
1712,2,4,250000,6,17,21.19
1713,4,9,200001,9,19,20.41
1714,4,9,15000,5,12,163.32
1715,4,9,2000,7,13,1509.24
1716,1,2,35000,3,2,626.57
1717,4,8,4000,6,4,1654.84
1718,3,6,30000,8,2,626.97
1719,2,3,50000,6,13,306.28
1720,2,3,25000,4,4,263.93
1721,3,5,90000,8,12,1.04
1722,1,2,60000,1,2,306.28
1723,1,1,1500,3,4,1638.2
1724,4,9,70000,6,2,10.27
1725,1,2,3500,3,4,2184.21
1726,3,6,5000,9,5,1836.5
1727,1,1,4000,1,2,2169.66
1728,3,7,15000,7,17,428.42
1729,2,3,800000,8,2,10.74
1730,2,4,10000,3,19,1893.87
1731,3,7,35000,3,13,652.28
1732,3,7,100000,6,2,2.85
1733,3,6,120000,8,15,8.03
1734,1,2,2000,4,3,2039.07
1735,3,5,160000,6,2,22.3
1736,2,3,22500,5,4,263.93
1737,4,9,60000,9,3,5.05
1738,2,4,2500,2,14,1508.84
1739,3,5,90000,4,12,208.64
1740,2,3,3500,9,12,1636.1
1741,3,5,3000,5,4,2170.72
1742,3,7,3000,5,2,1597.65
1743,3,6,10000,2,4,498.98
1744,3,7,40000,4,4,235.53
1745,2,4,3500,3,12,584.61
1746,3,5,4500,4,3,1895.05
1747,3,7,22500,7,13,20
1748,1,1,30000,5,12,506.06
1749,3,5,400000,9,2,10.09
1750,1,2,7000,7,13,10.06
1751,3,5,15000,6,4,5
1752,2,4,250000,7,13,10.06
1753,3,6,900000,6,15,10.04
1754,2,4,120000,3,12,21.19
1755,1,1,25000,6,2,461.39
1756,4,8,90000,9,3,248.34
1757,3,5,90000,8,2,248.34
1758,2,4,12500,2,2,1636.1
1759,4,9,9000,6,2,1735.25
1760,1,1,2500,4,3,469.94
1761,3,5,500000,5,3,10.39
1762,4,9,15000,5,4,492.68
1763,3,7,350000,7,10,347.16
1764,3,6,3500,3,3,2651.06
1765,2,4,70000,5,12,157.88
1766,3,6,7000,4,3,597.74
1767,3,7,2500,6,4,1595.2
1768,4,8,10001,5,12,1382.22
1769,4,9,180000,6,2,256.39
1770,3,6,80000,6,13,22.86
1771,3,7,40000,5,13,26.86
1772,1,2,1500000,3,2,10.28
1773,3,7,3000,4,4,1595.2
1774,1,2,2500,4,3,2039.07
1775,3,5,60000,8,4,22.98
1776,1,1,30000,8,3,327.35
1777,4,9,80000,6,3,288.37
1778,4,9,2500,8,14,1509.24
1779,4,8,3000,5,1,2316.77
1780,3,7,12500,6,13,496.13
1781,3,5,900000,6,2,10.39
1782,3,7,1300000,7,3,5.74
1783,4,8,30000,8,17,497.58
1784,2,4,7000,4,4,584.61
1785,2,3,60000,5,12,157.88
1786,2,3,6000,8,1,299.15
1787,4,9,2000,5,2,1654.84
1788,2,3,12500,6,3,1508.84
1789,4,9,2000,4,13,1509.24
1790,2,3,3500,4,12,1488.07
1791,1,1,180000,5,4,306.29
1792,4,9,80000,3,15,1.1
1793,2,3,35000,4,13,306.28
1794,3,5,25001,4,4,498.98
1795,1,2,400000,8,2,10.28
1796,3,5,60000,5,2,316.94
1797,3,7,1001,5,12,2146.52
1798,3,5,2000,5,1,22.3
1799,1,2,45000,6,13,23.73
1800,3,6,1500,4,1,1472.34
1801,3,7,5000,3,4,2124.65
1802,3,5,7000,8,2,1595.2
1803,4,8,9000,6,12,1633.16
1804,2,4,200001,5,13,25.64
1805,3,7,35000,7,13,20
1806,2,3,3500,9,3,610.82
1807,3,5,120000,6,13,1.88
1808,4,8,35000,8,12,163.32
1809,3,5,15000,6,12,498.98
1810,2,3,9000,3,4,1893.87
1811,1,2,2500,5,12,1849.99
1812,3,5,1300000,7,3,5.74
1813,4,9,4000,8,2,492.68
1814,1,2,12500,5,13,317.29
1815,3,6,2500,3,3,2650.99
1816,3,5,800000,8,2,10.39
1817,2,3,3000,6,3,610.82
1818,1,1,25000,6,12,327.35
1819,4,9,300000,8,2,256.39
1820,4,9,50001,4,12,163.32
1821,2,4,40000,6,10,10.42
1822,3,5,6000,5,2,1597.65
1823,2,3,40000,6,13,20
1824,3,5,3000,8,4,1859.44
1825,3,7,50000,5,17,321.32
1826,3,6,45000,5,20,992.71
1827,3,7,80000,5,15,96
1828,2,3,8000,4,12,1508.84
1829,2,3,2000,4,1,1636.1
1830,4,8,7000,5,3,1654.84
1831,3,5,15000,8,2,496.13
1832,1,1,30000,5,13,317.29
1833,3,6,5001,4,3,1895.05
1834,4,9,450000,5,2,10.27
1835,4,9,10000,4,3,326.63
1836,1,2,140000,6,12,2039.07
1837,3,7,250000,3,13,321.32
1838,3,6,45000,8,12,314.04
1839,3,5,1500,4,12,1595.2
1840,2,4,6000,6,2,306.28
1841,4,8,12500,8,11,244.56
1842,2,3,30000,6,4,584.61
1843,3,5,25001,5,4,498.98
1844,1,2,1500000,5,10,7.37
1845,1,2,60000,4,1,3.6
1846,3,7,3500,3,12,11.27
1847,4,8,4000,8,2,2429.36
1848,3,6,2500,4,14,1932.25
1849,1,2,4500,4,12,3.58
1850,1,1,250000,7,7,20.83
1851,3,5,30000,5,13,25.89
1852,2,4,1500,6,12,21.19
1853,1,2,4000,4,4,1638.2
1854,3,5,60000,6,2,1.03
1855,3,5,3000,6,1,2650.99
1856,3,5,5001,4,17,496.13
1857,2,3,2000,2,14,584.61
1858,2,4,25000,5,13,306.28
1859,3,7,12500,3,5,1595.2
1860,3,5,450000,9,2,10.09
1861,2,4,3000,5,4,1636.49
1862,3,5,40000,6,12,239.78
1863,2,4,40000,5,2,98.23
1864,2,4,1500,4,4,2392.14
1865,4,9,7000,4,4,1654.84
1866,4,8,40000,6,2,492.68
1867,2,4,300000,6,15,10.18
1868,1,2,3000,4,12,796.43
1869,4,8,20000,6,6,502.74
1870,4,9,7000,6,13,1382.22
1871,3,7,3000,2,3,1895.05
1872,3,7,1300000,6,2,5.74
1873,1,2,1500,6,2,1627.29
1874,1,1,80000,5,17,306.28
1875,1,1,15000,3,4,250.94
1876,4,8,9000,4,4,502.74
1877,4,9,35000,5,17,497.58
1878,2,3,1500,2,2,1636.1
1879,3,7,8000,3,1,597.74
1880,3,7,2500,5,14,1.07
1881,2,4,3500,5,5,1893.87
1882,3,7,12500,6,3,640.89
1883,1,2,800000,3,2,10.28
1884,2,3,250000,5,13,91.63
1885,3,7,20000,8,2,597.74
1886,3,5,300000,6,2,22.3
1887,4,9,30000,7,2,256.39
1888,4,9,8000,3,3,2004.53
1889,1,1,250000,4,15,4.46
1890,3,6,5001,6,3,652.28
1891,1,2,5001,3,2,654.5
1892,2,3,2500,3,3,1636.49
1893,4,8,250000,9,19,10.09
1894,2,3,45000,3,17,8.88
1895,1,2,6000,5,12,490.89
1896,2,4,6000,4,3,2082.26
1897,4,8,1500,2,1,2316.77
1898,2,3,1500000,6,2,6.25
1899,4,9,100000,6,3,10.27
1900,2,3,25001,6,3,610.82
1901,2,3,120000,6,3,319.73
1902,1,2,90000,2,1,490.89
1903,1,2,450000,3,2,10.28
1904,2,4,1001,2,12,1991.37
1905,2,3,35000,4,13,584.61
1906,1,2,2000,6,11,1468.67
1907,2,4,2500,5,4,1583.83
1908,1,2,3500,3,3,1468.67
1909,2,3,25000,6,2,157.88
1910,2,4,30000,4,12,263.93
1911,3,7,1500,9,2,1597.64
1912,3,5,2000,4,12,2124.65
1913,2,4,2000,6,12,1636.49
1914,1,1,35000,4,2,1.04
1915,2,3,200000,6,13,7.02
1916,3,5,40000,7,2,321.32
1917,3,5,500000,9,4,21.38
1918,4,9,450000,6,3,20
1919,2,3,600000,9,12,10.09
1920,1,2,5000,4,3,2039.07
1921,2,3,60000,6,2,157.88
1922,1,1,4000,1,2,469.94
1923,3,7,40000,4,13,612.45
1924,2,4,90000,5,4,21.19
1925,4,9,70000,9,3,248.34
1926,2,3,2500,3,2,2082.26
1927,2,3,8000,4,12,200.93
1928,2,3,600000,4,13,20.14
1929,2,3,60000,8,2,6.25
1930,2,4,80000,6,13,408.33
1931,4,8,70000,4,12,25.65
1932,2,3,600000,9,1,21.48
1933,3,6,22500,6,17,470.24
1934,3,5,4000,4,4,2170.72
1935,3,5,35000,8,3,259.98
1936,3,7,6000,4,13,1377.41
1937,1,2,45000,3,13,635.87
1938,2,3,400000,5,2,6.25
1939,4,8,35000,6,12,1654.84
1940,3,6,30000,3,1,428.42
1941,3,6,12500,6,4,1595.2
1942,3,7,5001,6,2,1597.65
1943,3,7,6000,6,12,1595.2
1944,3,6,17500,3,13,640.89
1945,1,2,1500,3,4,1627.29
1946,2,4,10000,6,2,2082.26
1947,4,9,7000,5,13,460.95
1948,4,8,8000,8,12,1735.25
1949,3,5,3500,7,3,2650.99
1950,2,3,12500,4,4,487.36
1951,4,9,1500,9,3,288.37
1952,4,9,2000,3,14,1509.24
1953,1,2,2000,4,3,1638.2
1954,3,7,5001,5,1,597.74
1955,3,7,8000,9,13,11.02
1956,2,3,10001,2,12,1904.68
1957,1,2,180000,5,13,306.28
1958,2,4,4000,4,13,1893.87
1959,3,5,20000,6,12,358.11
1960,4,9,700000,6,15,20.84
1961,1,1,9000,5,19,490.89
1962,4,9,120000,6,12,163.32
1963,4,9,25000,5,1,358.11
1964,3,6,8000,6,16,1932.25
1965,4,9,2000,5,13,1382.22
1966,2,3,1001,6,3,1904.68
1967,3,5,140000,4,1,156.48
1968,3,7,7000,3,3,833.61
1969,4,9,17500,5,14,26.67
1970,3,6,300000,3,12,1.58
1971,1,2,1001,5,3,2718.69
1972,3,7,1001,8,2,1597.65
1973,4,9,5000,6,13,1.1
1974,1,2,35000,8,4,5.03
1975,1,1,15000,4,4,490.89
1976,1,2,6000,3,3,469.94
1977,1,2,1001,6,3,2718.69
1978,3,7,2000,9,4,1595.2
1979,4,9,6000,5,1,1509.24
1980,3,5,300000,4,15,20.84
1981,4,8,3500,4,4,2316.77
1982,2,4,450000,6,15,20.84
1983,1,2,35000,8,2,20.83
1984,2,4,70000,8,12,18.47
1985,4,8,25000,5,12,375.93
1986,2,4,350000,5,17,21.19
1987,3,7,3500,4,3,1895.05
1988,4,8,9000,3,4,1654.84
1989,4,8,20000,7,12,268.52
1990,3,5,4000,8,3,498.98
1991,3,6,3500,6,3,1472.34
1992,3,7,4000,6,2,2146.52
1993,4,9,45000,9,1,268.52
1994,3,5,90000,9,2,248.34
1995,4,9,3500,5,12,1509.24
1996,4,8,3500,5,3,2316.77
1997,1,2,6000,4,12,250.94
1998,2,3,300000,5,17,20
1999,1,2,35000,4,1,490.89
2000,4,9,4000,4,2,1509.24
2001,3,5,9000,1,13,496.13
2002,2,3,1001,2,2,1893.87
2003,3,6,35000,5,13,21.1
2004,2,3,3000,3,1,584.61
2005,2,3,4500,1,1,1636.49
2006,3,7,15000,4,12,235.53
2007,2,3,200001,3,2,6.25
2008,3,5,35000,6,14,1472.34
2009,2,3,1500,1,3,1904.68
2010,3,7,4000,5,19,470.24
2011,3,5,50000,5,13,320.86
2012,1,2,17500,2,12,478.44
2013,4,9,1300000,4,2,5.74
2014,2,3,70000,6,4,153.14
2015,4,8,70000,4,12,25.65
2016,1,2,160000,4,2,20.83
2017,2,3,400000,9,19,10.09
2018,3,7,12500,5,14,459.35
2019,4,8,15000,4,2,2429.36
2020,3,5,700000,6,2,20
2021,4,9,250000,3,2,10.27
2022,4,9,8000,5,13,1443.01
2023,2,3,2000,3,4,5
2024,4,8,140000,2,17,277
2025,3,5,1500,3,1,2124.65
2026,1,2,4000,4,3,2039.07
2027,2,4,4500,7,14,1508.84
2028,1,1,3000,2,14,799.09
2029,3,7,400000,8,2,10.39
2030,3,7,8000,4,4,58.95
2031,2,3,600000,4,1,10.74
2032,4,9,3500,5,3,2004.53
2033,2,3,3500,6,4,1991.37
2034,4,9,40000,5,4,1.07
2035,3,7,30000,9,16,462.86
2036,4,8,15000,2,12,2004.53
2037,2,3,300000,3,13,20.14
2038,2,4,70000,8,12,319.73
2039,3,6,45000,5,12,314.04
2040,3,5,180000,7,2,22.3
2041,4,9,140000,6,2,20.41
2042,2,4,5000,7,12,2015.74
2043,1,1,100000,4,2,72
2044,3,7,1001,6,13,2041.81
2045,4,9,1001,6,3,1509.24
2046,4,9,6000,5,17,1509.24
2047,2,3,22500,3,4,157.88
2048,2,3,350000,5,15,20.84
2049,4,9,60000,6,12,163.32
2050,4,9,6000,2,1,1509.24
2051,2,3,6000,3,12,610.82
2052,1,1,90000,8,13,153.14
2053,1,2,70000,5,13,317.29
2054,4,9,8000,9,17,336.81
2055,3,7,500000,9,19,10.09
2056,1,1,1001,1,4,1638.2
2057,3,6,80000,6,6,239.78
2058,3,7,10001,5,1,235.53
2059,2,3,2000,7,12,1636.1
2060,3,7,9000,4,4,1595.2
2061,3,7,2500,4,13,1377.41
2062,2,4,90000,1,1,263.93
2063,3,7,12500,4,1,428.42
2064,4,8,2500,8,3,657.7
2065,2,3,10000,3,3,798.25
2066,2,3,50001,4,2,306.28
2067,4,9,2000,2,2,1509.24
2068,2,4,45000,1,3,682.05
2069,2,4,3000,3,12,1991.37
2070,2,3,4500,4,2,513.05
2071,3,7,30000,4,1,156.48
2072,4,8,3000,1,2,1735.25
2073,3,7,1500,6,13,1836.5
2074,1,2,160000,4,13,306.28
2075,4,9,3000,1,14,492.68
2076,2,4,500001,5,2,10.74
2077,1,2,250000,7,3,10.28
2078,3,5,120000,6,12,22.3
2079,1,2,160000,5,13,306.28
2080,3,7,3000,6,2,597.74
2081,4,8,45000,5,13,307.35
2082,3,6,15000,5,17,496.13
2083,4,8,1300000,6,2,10.27
2084,4,9,22500,6,10,489.88
2085,2,4,22500,1,4,584.61
2086,2,4,500000,5,2,21.19
2087,2,4,4500,3,4,1991.37
2088,3,7,5000,8,12,235.53
2089,1,1,40000,1,3,157.78
2090,1,2,4000,5,19,1.07
2091,2,3,50000,2,13,306.28
2092,2,4,15000,4,13,28.69
2093,4,8,25001,5,4,502.74
2094,3,7,50001,5,16,640.89
2095,4,8,12500,3,13,1090.1
2096,2,3,3500,5,6,1636.49
2097,2,4,5000,4,11,584.61
2098,3,7,3500,7,3,2081.02
2099,2,3,45000,6,2,21.19
2100,3,5,160000,5,13,25.89
2101,4,9,1001,3,3,1654.84
2102,3,5,1500,4,2,2146.52
2103,4,8,25001,7,4,268.52
2104,1,2,2000,9,3,1627.29
2105,4,8,1001,4,14,2004.53
2106,4,8,4000,3,12,703.83
2107,1,2,20000,1,4,490.89
2108,2,4,5001,2,3,682.05
2109,1,2,700000,9,3,99.99
2110,3,5,7000,5,13,1930.52
2111,2,3,30000,2,1,263.93
2112,3,5,10000,7,3,597.47
2113,3,6,7000,8,4,998.42
2114,2,3,30000,6,16,584.61
2115,1,2,9000,4,3,1468.67
2116,1,2,20000,1,1,674.73
2117,2,4,1500,6,1,2392.14
2118,2,3,100001,2,1,263.93
2119,1,2,3500,4,3,1627.29
2120,2,3,120000,4,2,10.74
2121,2,4,6000,6,12,1636.1
2122,3,5,9000,1,4,208.64
2123,2,3,8000,3,4,1991.37
2124,2,4,3000,8,6,584.61
2125,4,8,2500,6,12,1619.26
2126,2,4,1500,5,3,1893.87
2127,1,2,120000,6,2,20.83
2128,4,9,5000,7,3,492.68
2129,3,5,25000,1,4,235.53
2130,1,2,4000,6,1,1638.2
2131,3,5,1001,5,1,1595.2
2132,4,9,8000,5,4,268.52
2133,2,3,60000,5,13,509.17
2134,3,7,120000,7,12,10.39
2135,2,3,6000,1,1,487.36
2136,2,3,3500,6,14,1508.84
2137,1,2,5000,9,3,796.43
2138,1,1,10001,3,2,317.29
2139,2,4,6000,5,17,1893.87
2140,4,9,1001,4,12,1735.25
2141,1,2,250000,4,3,796.43
2142,3,7,160000,7,2,22.3
2143,4,8,3500,4,13,497.58
2144,2,3,1001,6,14,1893.87
2145,2,4,22500,5,2,1893.87
2146,2,3,500000,3,2,10.74
2147,1,2,120000,3,13,306.28
2148,1,2,8000,4,3,2039.07
2149,4,9,1001,6,2,1735.25
2150,3,7,17500,6,2,459.35
2151,1,2,12500,8,1,1638.2
2152,2,3,4500,2,12,1904.68
2153,3,7,2000,6,2,1597.65
2154,2,3,5001,4,12,487.36
2155,3,6,3500,5,7,1472.34
2156,4,9,2500,6,4,460.95
2157,3,7,3500,9,14,1377.41
2158,2,3,30000,5,4,459.35
2159,2,3,12500,3,13,7.65
2160,4,8,4000,4,2,502.74
2161,4,9,80000,5,12,163.32
2162,2,3,600000,4,17,10.06
2163,1,1,3000,7,4,1638.2
2164,4,9,90000,3,15,20.09
2165,3,7,900000,6,3,10.39
2166,4,9,2000,5,13,1382.22
2167,4,8,4000,6,1,1509.24
2168,2,3,50000,3,12,21.19
2169,4,8,17500,9,12,703.83
2170,4,8,15000,1,2,14.63
2171,4,9,10000,7,2,492.68
2172,3,6,2000,6,3,2146.52
2173,3,5,40000,4,4,1.13
2174,4,9,80000,6,3,502.74
2175,1,2,250000,3,20,157.78
2176,2,3,25000,5,4,1.06
2177,4,8,4000,3,2,2429.36
2178,3,6,12500,7,12,27.21
2179,2,4,3000,4,2,1508.84
2180,3,7,4000,6,1,1595.2
2181,1,2,30000,7,2,490.89
2182,3,7,12500,8,4,498.98
2183,2,3,60000,6,2,10.74
2184,3,6,3500,6,3,833.61
2185,4,8,8000,6,14,1382.22
2186,4,9,5000,5,2,1509.24
2187,4,9,300000,9,2,21.38
2188,3,6,8000,6,3,652.28
2189,3,6,1500,5,4,2170.72
2190,2,4,600000,7,15,10.04
2191,1,1,2500,9,3,597.34
2192,2,3,12500,9,3,200.93
2193,3,7,60000,3,1,156.48
2194,1,2,5000,4,5,1468.67
2195,1,2,500001,2,2,157.78
2196,4,9,10001,5,17,497.58
2197,4,8,7000,6,17,1509.24
2198,1,2,12500,5,11,476.91
2199,2,3,160000,6,15,306.28
2200,2,3,10001,5,3,299.15
2201,3,7,2000,4,2,1597.65
2202,3,5,4000,3,1,1932.25
2203,3,7,1500,3,4,1472.34
2204,3,7,90000,6,2,22.3
2205,3,5,5000,9,7,1437.71
2206,2,3,600000,5,15,10.04
2207,4,9,5000,4,13,497.58
2208,3,6,8000,8,13,428.42
2209,1,2,12500,6,3,2039.07
2210,4,8,22500,8,12,268.52
2211,3,5,5000,6,13,1836.5
2212,2,3,15000,3,4,263.93
2213,4,9,140000,7,2,10.27
2214,3,6,1001,3,4,2170.72
2215,3,5,12500,8,3,535.91
2216,4,9,1500,6,13,1.54
2217,4,9,25001,4,2,362.37
2218,3,6,1001,7,4,2170.72
2219,4,8,500000,6,3,10.27
2220,1,2,70000,5,3,654.5
2221,2,4,1500,3,1,1991.37
2222,1,2,8000,5,3,597.34
2223,2,3,35000,5,2,324.11
2224,3,5,6000,3,12,21.99
2225,3,6,2500,6,14,1932.25
2226,3,7,400000,5,3,259.98
2227,2,3,350000,4,13,20.14
2228,3,5,15000,8,2,1597.65
2229,3,7,1300000,8,2,5.74
2230,2,4,7000,9,12,2015.74
2231,3,7,4000,4,3,1895.05
2232,3,5,35000,9,13,306.28
2233,3,6,1500,5,20,3185.53
2234,4,9,15000,5,17,1.7
2235,1,2,250000,5,13,306.28
2236,3,7,50000,5,3,321.32
2237,3,5,1001,5,3,1597.65
2238,3,7,5000,6,3,1595.2
2239,3,5,160000,6,13,320.86
2240,3,5,300000,5,1,20.14
2241,4,8,15000,7,2,323.85
2242,3,5,35000,3,12,319.7
2243,1,2,250000,4,13,20.14
2244,3,5,25000,1,1,358.11
2245,1,2,10000,8,2,1627.28
2246,2,3,120000,2,13,91.63
2247,4,8,140000,5,15,3.9
2248,3,7,4500,1,3,1597.65
2249,1,2,70000,5,13,1.04
2250,2,3,6000,7,14,1508.84
2251,1,2,10001,5,2,1627.29
2252,3,5,4000,6,2,626.97
2253,2,3,20000,5,17,7.02
2254,1,2,200001,3,20,20.83
2255,3,7,9000,6,12,1859.44
2256,2,3,20000,5,3,610.82
2257,2,4,8000,4,13,2015.74
2258,1,2,90000,9,1,165.55
2259,1,2,1500,4,3,1638.2
2260,4,9,2500,7,3,657.7
2261,3,5,3500,4,2,1472.34
2262,3,7,40000,4,1,1.13
2263,3,5,50000,2,2,24.38
2264,2,3,22500,4,1,513.05
2265,2,3,70000,3,4,306.28
2266,1,1,20000,1,1,436.45
2267,4,8,20000,5,4,15.94
2268,3,6,7000,6,2,2170.72
2269,4,8,25001,6,2,10.27
2270,2,3,600000,5,15,20.84
2271,4,8,1500,4,3,2316.77
2272,2,4,200001,5,17,306.28
2273,4,9,8000,7,4,1654.84
2274,4,9,25000,4,4,307.35
2275,2,3,80000,8,12,229.73
2276,1,2,2500,9,12,1638.2
2277,3,7,15000,4,3,626.97
2278,1,2,50000,5,12,250.94
2279,1,2,6000,2,3,2039.07
2280,3,6,1001,3,2,2146.52
2281,3,7,20000,7,20,626.97
2282,4,9,6000,7,12,1654.84
2283,1,2,250000,4,13,6.41
2284,3,6,2000,3,3,2650.99
2285,3,7,3500,8,13,1377.41
2286,3,7,70000,5,3,496.13
2287,1,2,4500,3,12,2184.21
2288,2,3,1001,8,13,9.19
2289,2,3,6000,5,4,10.05
2290,4,8,10000,5,2,492.68
2291,3,7,17500,5,3,235.53
2292,4,8,4500,5,14,1382.22
2293,2,3,1001,8,2,389.8
2294,3,7,45000,7,3,358.11
2295,2,3,2500,6,2,2082.26
2296,1,2,700000,8,17,10.28
2297,3,7,1500,3,14,1932.25
2298,4,9,30000,6,2,323.85
2299,3,5,60000,9,2,1.04
2300,4,8,140000,9,13,463.53
2301,1,1,8000,4,4,1638.2
2302,3,7,12500,6,3,498.98
