INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
Russia,N fertilizer,gas,gas,2010,BC,GDP_control,50
Russia,resid heating,biomass,biomass,2010,BC,GDP_control,92
Russia,resid heating,gas,gas,2010,BC,GDP_control,80
Russia,resid others,coal,coal,2010,BC,GDP_control,90
Russia,resid others,gas,gas,2010,BC,GDP_control,80
Russia,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Russia,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Russia,comm heating,biomass,biomass,2010,OC,GDP_control,90
Russia,comm heating,gas,gas,2010,OC,GDP_control,50
Russia,comm others,coal,coal,2010,OC,GDP_control,90
Russia,comm others,gas,gas,2010,OC,GDP_control,50
Russia,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Russia,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Russia,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Russia,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Russia,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Russia,industrial energy use,coal,coal,2010,OC,GDP_control,95
Russia,industrial energy use,gas,gas,2010,OC,GDP_control,50
Russia,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Russia,N fertilizer,gas,gas,2010,OC,GDP_control,50
Russia,resid heating,biomass,biomass,2010,OC,GDP_control,90
Russia,resid heating,gas,gas,2010,OC,GDP_control,50
Russia,resid others,coal,coal,2010,OC,GDP_control,90
Russia,resid others,gas,gas,2010,OC,GDP_control,50
Russia,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Russia,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
South Africa,comm heating,coal,coal,2010,BC,GDP_control,90
South Africa,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South Africa,comm others,coal,coal,2010,BC,GDP_control,90
South Africa,comm others,gas,gas,2010,BC,GDP_control,80
South Africa,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Africa,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
South Africa,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
South Africa,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
South Africa,industrial energy use,coal,coal,2010,BC,GDP_control,90
South Africa,industrial energy use,gas,gas,2010,BC,GDP_control,50
South Africa,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
South Africa,N fertilizer,gas,gas,2010,BC,GDP_control,50
South Africa,resid others,biomass,biomass,2010,BC,GDP_control,92
South Africa,resid others,coal,coal,2010,BC,GDP_control,90
South Africa,resid others,gas,gas,2010,BC,GDP_control,80
South Africa,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Africa,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
South Africa,comm heating,coal,coal,2010,OC,GDP_control,90
South Africa,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South Africa,comm others,coal,coal,2010,OC,GDP_control,90
South Africa,comm others,gas,gas,2010,OC,GDP_control,50
South Africa,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Africa,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
South Africa,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
South Africa,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
South Africa,industrial energy use,coal,coal,2010,OC,GDP_control,95
South Africa,industrial energy use,gas,gas,2010,OC,GDP_control,50
South Africa,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
South Africa,N fertilizer,gas,gas,2010,OC,GDP_control,50
South Africa,resid others,biomass,biomass,2010,OC,GDP_control,90
South Africa,resid others,coal,coal,2010,OC,GDP_control,90
South Africa,resid others,gas,gas,2010,OC,GDP_control,50
South Africa,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Africa,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
South America_Northern,comm cooling,gas,gas,2010,BC,GDP_control,80
South America_Northern,comm heating,biomass,biomass,2010,BC,GDP_control,92
South America_Northern,comm heating,gas,gas,2010,BC,GDP_control,80
South America_Northern,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Northern,comm others,coal,coal,2010,BC,GDP_control,90
South America_Northern,comm others,gas,gas,2010,BC,GDP_control,80
South America_Northern,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Northern,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
South America_Northern,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
South America_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
South America_Northern,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
South America_Northern,industrial energy use,gas,gas,2010,BC,GDP_control,50
South America_Northern,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
South America_Northern,N fertilizer,gas,gas,2010,BC,GDP_control,50
South America_Northern,resid heating,biomass,biomass,2010,BC,GDP_control,92
South America_Northern,resid heating,gas,gas,2010,BC,GDP_control,80
South America_Northern,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Northern,resid others,biomass,biomass,2010,BC,GDP_control,92
South America_Northern,resid others,gas,gas,2010,BC,GDP_control,80
South America_Northern,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Northern,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
South America_Northern,comm cooling,gas,gas,2010,OC,GDP_control,50
South America_Northern,comm heating,biomass,biomass,2010,OC,GDP_control,90
South America_Northern,comm heating,gas,gas,2010,OC,GDP_control,50
South America_Northern,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Northern,comm others,coal,coal,2010,OC,GDP_control,90
South America_Northern,comm others,gas,gas,2010,OC,GDP_control,50
South America_Northern,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Northern,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
South America_Northern,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
South America_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
South America_Northern,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
South America_Northern,industrial energy use,gas,gas,2010,OC,GDP_control,50
South America_Northern,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
South America_Northern,N fertilizer,gas,gas,2010,OC,GDP_control,50
South America_Northern,resid heating,biomass,biomass,2010,OC,GDP_control,90
South America_Northern,resid heating,gas,gas,2010,OC,GDP_control,50
South America_Northern,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Northern,resid others,biomass,biomass,2010,OC,GDP_control,90
South America_Northern,resid others,gas,gas,2010,OC,GDP_control,50
South America_Northern,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Northern,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
South America_Southern,comm cooling,gas,gas,2010,BC,GDP_control,80
South America_Southern,comm heating,biomass,biomass,2010,BC,GDP_control,92
South America_Southern,comm heating,gas,gas,2010,BC,GDP_control,80
South America_Southern,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Southern,comm others,coal,coal,2010,BC,GDP_control,90
South America_Southern,comm others,gas,gas,2010,BC,GDP_control,80
South America_Southern,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Southern,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
South America_Southern,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
South America_Southern,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
South America_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
South America_Southern,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
South America_Southern,industrial energy use,coal,coal,2010,BC,GDP_control,90
South America_Southern,industrial energy use,gas,gas,2010,BC,GDP_control,50
South America_Southern,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
South America_Southern,N fertilizer,gas,gas,2010,BC,GDP_control,50
South America_Southern,resid heating,biomass,biomass,2010,BC,GDP_control,92
South America_Southern,resid heating,gas,gas,2010,BC,GDP_control,80
South America_Southern,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Southern,resid others,biomass,biomass,2010,BC,GDP_control,92
South America_Southern,resid others,gas,gas,2010,BC,GDP_control,80
South America_Southern,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
South America_Southern,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
South America_Southern,comm cooling,gas,gas,2010,OC,GDP_control,50
South America_Southern,comm heating,biomass,biomass,2010,OC,GDP_control,90
South America_Southern,comm heating,gas,gas,2010,OC,GDP_control,50
South America_Southern,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Southern,comm others,coal,coal,2010,OC,GDP_control,90
South America_Southern,comm others,gas,gas,2010,OC,GDP_control,50
South America_Southern,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Southern,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
South America_Southern,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
South America_Southern,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
South America_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
South America_Southern,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
South America_Southern,industrial energy use,coal,coal,2010,OC,GDP_control,95
South America_Southern,industrial energy use,gas,gas,2010,OC,GDP_control,50
South America_Southern,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
South America_Southern,N fertilizer,gas,gas,2010,OC,GDP_control,50
South America_Southern,resid heating,biomass,biomass,2010,OC,GDP_control,90
South America_Southern,resid heating,gas,gas,2010,OC,GDP_control,50
South America_Southern,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Southern,resid others,biomass,biomass,2010,OC,GDP_control,90
South America_Southern,resid others,gas,gas,2010,OC,GDP_control,50
South America_Southern,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
South America_Southern,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
South Asia,comm heating,gas,gas,2010,BC,GDP_control,80
South Asia,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South Asia,comm others,biomass,biomass,2010,BC,GDP_control,92
South Asia,comm others,gas,gas,2010,BC,GDP_control,80
South Asia,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Asia,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
South Asia,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
South Asia,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
South Asia,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
South Asia,industrial energy use,coal,coal,2010,BC,GDP_control,90
South Asia,industrial energy use,gas,gas,2010,BC,GDP_control,50
South Asia,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
South Asia,N fertilizer,gas,gas,2010,BC,GDP_control,50
South Asia,resid heating,gas,gas,2010,BC,GDP_control,80
South Asia,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South Asia,resid others,biomass,biomass,2010,BC,GDP_control,92
South Asia,resid others,coal,coal,2010,BC,GDP_control,90
South Asia,resid others,gas,gas,2010,BC,GDP_control,80
South Asia,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Asia,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
South Asia,comm heating,gas,gas,2010,OC,GDP_control,50
South Asia,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South Asia,comm others,biomass,biomass,2010,OC,GDP_control,90
South Asia,comm others,gas,gas,2010,OC,GDP_control,50
South Asia,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Asia,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
South Asia,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
South Asia,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
South Asia,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
South Asia,industrial energy use,coal,coal,2010,OC,GDP_control,95
South Asia,industrial energy use,gas,gas,2010,OC,GDP_control,50
South Asia,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
South Asia,N fertilizer,gas,gas,2010,OC,GDP_control,50
South Asia,resid heating,gas,gas,2010,OC,GDP_control,50
South Asia,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South Asia,resid others,biomass,biomass,2010,OC,GDP_control,90
South Asia,resid others,coal,coal,2010,OC,GDP_control,90
South Asia,resid others,gas,gas,2010,OC,GDP_control,50
South Asia,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Asia,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
South Korea,comm cooling,gas,gas,2010,BC,GDP_control,80
South Korea,comm heating,biomass,biomass,2010,BC,GDP_control,92
South Korea,comm heating,gas,gas,2010,BC,GDP_control,80
South Korea,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South Korea,comm others,gas,gas,2010,BC,GDP_control,80
South Korea,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Korea,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
South Korea,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
South Korea,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
South Korea,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
South Korea,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
South Korea,industrial energy use,coal,coal,2010,BC,GDP_control,90
South Korea,industrial energy use,gas,gas,2010,BC,GDP_control,50
South Korea,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
South Korea,N fertilizer,gas,gas,2010,BC,GDP_control,50
South Korea,resid heating,biomass,biomass,2010,BC,GDP_control,92
South Korea,resid heating,coal,coal,2010,BC,GDP_control,90
South Korea,resid heating,gas,gas,2010,BC,GDP_control,80
South Korea,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
South Korea,resid others,coal,coal,2010,BC,GDP_control,90
South Korea,resid others,gas,gas,2010,BC,GDP_control,80
South Korea,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
South Korea,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
South Korea,comm cooling,gas,gas,2010,OC,GDP_control,50
South Korea,comm heating,biomass,biomass,2010,OC,GDP_control,90
South Korea,comm heating,gas,gas,2010,OC,GDP_control,50
South Korea,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South Korea,comm others,gas,gas,2010,OC,GDP_control,50
South Korea,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Korea,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
South Korea,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
South Korea,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
South Korea,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
South Korea,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
South Korea,industrial energy use,coal,coal,2010,OC,GDP_control,95
South Korea,industrial energy use,gas,gas,2010,OC,GDP_control,50
South Korea,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
South Korea,N fertilizer,gas,gas,2010,OC,GDP_control,50
South Korea,resid heating,biomass,biomass,2010,OC,GDP_control,90
South Korea,resid heating,coal,coal,2010,OC,GDP_control,90
South Korea,resid heating,gas,gas,2010,OC,GDP_control,50
South Korea,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
South Korea,resid others,coal,coal,2010,OC,GDP_control,90
South Korea,resid others,gas,gas,2010,OC,GDP_control,50
South Korea,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
South Korea,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Southeast Asia,comm heating,biomass,biomass,2010,BC,GDP_control,92
Southeast Asia,comm heating,coal,coal,2010,BC,GDP_control,90
Southeast Asia,comm heating,gas,gas,2010,BC,GDP_control,80
Southeast Asia,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Southeast Asia,comm others,biomass,biomass,2010,BC,GDP_control,92
Southeast Asia,comm others,coal,coal,2010,BC,GDP_control,90
Southeast Asia,comm others,gas,gas,2010,BC,GDP_control,80
Southeast Asia,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Southeast Asia,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Southeast Asia,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Southeast Asia,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Southeast Asia,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Southeast Asia,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Southeast Asia,industrial energy use,coal,coal,2010,BC,GDP_control,90
Southeast Asia,industrial energy use,gas,gas,2010,BC,GDP_control,50
Southeast Asia,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Southeast Asia,N fertilizer,coal,coal,2010,BC,GDP_control,50
Southeast Asia,N fertilizer,gas,gas,2010,BC,GDP_control,50
Southeast Asia,N fertilizer,refined liquids,refined liquids,2010,BC,GDP_control,50
Southeast Asia,resid heating,biomass,biomass,2010,BC,GDP_control,92
Southeast Asia,resid heating,coal,coal,2010,BC,GDP_control,90
Southeast Asia,resid heating,gas,gas,2010,BC,GDP_control,80
Southeast Asia,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Southeast Asia,resid others,biomass,biomass,2010,BC,GDP_control,92
Southeast Asia,resid others,coal,coal,2010,BC,GDP_control,90
Southeast Asia,resid others,gas,gas,2010,BC,GDP_control,80
Southeast Asia,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Southeast Asia,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Southeast Asia,comm heating,biomass,biomass,2010,OC,GDP_control,90
Southeast Asia,comm heating,coal,coal,2010,OC,GDP_control,90
Southeast Asia,comm heating,gas,gas,2010,OC,GDP_control,50
Southeast Asia,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Southeast Asia,comm others,biomass,biomass,2010,OC,GDP_control,90
Southeast Asia,comm others,coal,coal,2010,OC,GDP_control,90
Southeast Asia,comm others,gas,gas,2010,OC,GDP_control,50
Southeast Asia,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Southeast Asia,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Southeast Asia,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Southeast Asia,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Southeast Asia,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Southeast Asia,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Southeast Asia,industrial energy use,coal,coal,2010,OC,GDP_control,95
Southeast Asia,industrial energy use,gas,gas,2010,OC,GDP_control,50
Southeast Asia,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Southeast Asia,N fertilizer,coal,coal,2010,OC,GDP_control,50
Southeast Asia,N fertilizer,gas,gas,2010,OC,GDP_control,50
Southeast Asia,N fertilizer,refined liquids,refined liquids,2010,OC,GDP_control,50
Southeast Asia,resid heating,biomass,biomass,2010,OC,GDP_control,90
Southeast Asia,resid heating,coal,coal,2010,OC,GDP_control,90
Southeast Asia,resid heating,gas,gas,2010,OC,GDP_control,50
Southeast Asia,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Southeast Asia,resid others,biomass,biomass,2010,OC,GDP_control,90
Southeast Asia,resid others,coal,coal,2010,OC,GDP_control,90
Southeast Asia,resid others,gas,gas,2010,OC,GDP_control,50
Southeast Asia,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Southeast Asia,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Taiwan,comm heating,gas,gas,2010,BC,GDP_control,80
Taiwan,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Taiwan,comm others,biomass,biomass,2010,BC,GDP_control,92
Taiwan,comm others,coal,coal,2010,BC,GDP_control,90
Taiwan,comm others,gas,gas,2010,BC,GDP_control,80
Taiwan,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Taiwan,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Taiwan,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Taiwan,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Taiwan,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Taiwan,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Taiwan,industrial energy use,coal,coal,2010,BC,GDP_control,90
Taiwan,industrial energy use,gas,gas,2010,BC,GDP_control,50
Taiwan,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Taiwan,resid heating,gas,gas,2010,BC,GDP_control,80
Taiwan,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Taiwan,resid others,gas,gas,2010,BC,GDP_control,80
Taiwan,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Taiwan,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Taiwan,comm heating,gas,gas,2010,OC,GDP_control,50
Taiwan,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Taiwan,comm others,biomass,biomass,2010,OC,GDP_control,90
Taiwan,comm others,coal,coal,2010,OC,GDP_control,90
Taiwan,comm others,gas,gas,2010,OC,GDP_control,50
Taiwan,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Taiwan,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Taiwan,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Taiwan,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Taiwan,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Taiwan,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Taiwan,industrial energy use,coal,coal,2010,OC,GDP_control,95
Taiwan,industrial energy use,gas,gas,2010,OC,GDP_control,50
Taiwan,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Taiwan,resid heating,gas,gas,2010,OC,GDP_control,50
Taiwan,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Taiwan,resid others,gas,gas,2010,OC,GDP_control,50
Taiwan,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Taiwan,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Argentina,comm cooling,gas,gas,2010,BC,GDP_control,80
Argentina,comm heating,gas,gas,2010,BC,GDP_control,80
Argentina,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Argentina,comm others,gas,gas,2010,BC,GDP_control,80
Argentina,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Argentina,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Argentina,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Argentina,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Argentina,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Argentina,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Argentina,industrial energy use,coal,coal,2010,BC,GDP_control,90
Argentina,industrial energy use,gas,gas,2010,BC,GDP_control,50
Argentina,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Argentina,N fertilizer,gas,gas,2010,BC,GDP_control,50
Argentina,resid heating,biomass,biomass,2010,BC,GDP_control,92
Argentina,resid heating,gas,gas,2010,BC,GDP_control,80
Argentina,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Argentina,resid others,biomass,biomass,2010,BC,GDP_control,92
Argentina,resid others,gas,gas,2010,BC,GDP_control,80
Argentina,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Argentina,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Argentina,comm cooling,gas,gas,2010,OC,GDP_control,50
Argentina,comm heating,gas,gas,2010,OC,GDP_control,50
Argentina,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Argentina,comm others,gas,gas,2010,OC,GDP_control,50
Argentina,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Argentina,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Argentina,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Argentina,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Argentina,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Argentina,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Argentina,industrial energy use,coal,coal,2010,OC,GDP_control,95
Argentina,industrial energy use,gas,gas,2010,OC,GDP_control,50
Argentina,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Argentina,N fertilizer,gas,gas,2010,OC,GDP_control,50
Argentina,resid heating,biomass,biomass,2010,OC,GDP_control,90
Argentina,resid heating,gas,gas,2010,OC,GDP_control,50
Argentina,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Argentina,resid others,biomass,biomass,2010,OC,GDP_control,90
Argentina,resid others,gas,gas,2010,OC,GDP_control,50
Argentina,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Argentina,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Colombia,comm cooling,gas,gas,2010,BC,GDP_control,80
Colombia,comm heating,biomass,biomass,2010,BC,GDP_control,92
Colombia,comm heating,gas,gas,2010,BC,GDP_control,80
Colombia,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Colombia,comm others,gas,gas,2010,BC,GDP_control,80
Colombia,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Colombia,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Colombia,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Colombia,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Colombia,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Colombia,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Colombia,industrial energy use,coal,coal,2010,BC,GDP_control,90
Colombia,industrial energy use,gas,gas,2010,BC,GDP_control,50
Colombia,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Colombia,N fertilizer,gas,gas,2010,BC,GDP_control,50
Colombia,resid heating,biomass,biomass,2010,BC,GDP_control,92
Colombia,resid heating,gas,gas,2010,BC,GDP_control,80
Colombia,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Colombia,resid others,biomass,biomass,2010,BC,GDP_control,92
Colombia,resid others,coal,coal,2010,BC,GDP_control,90
Colombia,resid others,gas,gas,2010,BC,GDP_control,80
Colombia,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Colombia,transportation,coal,coal,2010,BC,GDP_control,85
Colombia,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Colombia,comm cooling,gas,gas,2010,OC,GDP_control,50
Colombia,comm heating,biomass,biomass,2010,OC,GDP_control,90
Colombia,comm heating,gas,gas,2010,OC,GDP_control,50
Colombia,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Colombia,comm others,gas,gas,2010,OC,GDP_control,50
Colombia,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Colombia,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Colombia,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Colombia,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Colombia,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Colombia,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Colombia,industrial energy use,coal,coal,2010,OC,GDP_control,95
Colombia,industrial energy use,gas,gas,2010,OC,GDP_control,50
Colombia,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Colombia,N fertilizer,gas,gas,2010,OC,GDP_control,50
Colombia,resid heating,biomass,biomass,2010,OC,GDP_control,90
