INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
European Free Trade Association,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
European Free Trade Association,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
European Free Trade Association,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
European Free Trade Association,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
European Free Trade Association,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
European Free Trade Association,industrial energy use,coal,coal,2010,OC,GDP_control,95
European Free Trade Association,industrial energy use,gas,gas,2010,OC,GDP_control,50
European Free Trade Association,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
European Free Trade Association,N fertilizer,gas,gas,2010,OC,GDP_control,50
European Free Trade Association,N fertilizer,refined liquids,refined liquids,2010,OC,GDP_control,50
European Free Trade Association,resid heating,biomass,biomass,2010,OC,GDP_control,90
European Free Trade Association,resid heating,gas,gas,2010,OC,GDP_control,50
European Free Trade Association,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
European Free Trade Association,resid others,coal,coal,2010,OC,GDP_control,90
European Free Trade Association,resid others,gas,gas,2010,OC,GDP_control,50
European Free Trade Association,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
European Free Trade Association,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
India,comm others,biomass,biomass,2010,BC,GDP_control,92
India,comm others,coal,coal,2010,BC,GDP_control,90
India,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
India,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
India,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
India,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
India,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
India,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
India,industrial energy use,coal,coal,2010,BC,GDP_control,90
India,industrial energy use,gas,gas,2010,BC,GDP_control,50
India,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
India,N fertilizer,gas,gas,2010,BC,GDP_control,50
India,N fertilizer,refined liquids,refined liquids,2010,BC,GDP_control,50
India,resid others,coal,coal,2010,BC,GDP_control,90
India,resid others,gas,gas,2010,BC,GDP_control,80
India,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
India,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
India,comm others,biomass,biomass,2010,OC,GDP_control,90
India,comm others,coal,coal,2010,OC,GDP_control,90
India,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
India,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
India,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
India,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
India,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
India,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
India,industrial energy use,coal,coal,2010,OC,GDP_control,95
India,industrial energy use,gas,gas,2010,OC,GDP_control,50
India,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
India,N fertilizer,gas,gas,2010,OC,GDP_control,50
India,N fertilizer,refined liquids,refined liquids,2010,OC,GDP_control,50
India,resid others,coal,coal,2010,OC,GDP_control,90
India,resid others,gas,gas,2010,OC,GDP_control,50
India,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
India,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Indonesia,comm others,biomass,biomass,2010,BC,GDP_control,92
Indonesia,comm others,gas,gas,2010,BC,GDP_control,80
Indonesia,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Indonesia,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Indonesia,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Indonesia,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Indonesia,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Indonesia,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Indonesia,industrial energy use,coal,coal,2010,BC,GDP_control,90
Indonesia,industrial energy use,gas,gas,2010,BC,GDP_control,50
Indonesia,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Indonesia,N fertilizer,gas,gas,2010,BC,GDP_control,50
Indonesia,resid others,biomass,biomass,2010,BC,GDP_control,92
Indonesia,resid others,coal,coal,2010,BC,GDP_control,90
Indonesia,resid others,gas,gas,2010,BC,GDP_control,80
Indonesia,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Indonesia,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Indonesia,comm others,biomass,biomass,2010,OC,GDP_control,90
Indonesia,comm others,gas,gas,2010,OC,GDP_control,50
Indonesia,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Indonesia,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Indonesia,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Indonesia,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Indonesia,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Indonesia,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Indonesia,industrial energy use,coal,coal,2010,OC,GDP_control,95
Indonesia,industrial energy use,gas,gas,2010,OC,GDP_control,50
Indonesia,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Indonesia,N fertilizer,gas,gas,2010,OC,GDP_control,50
Indonesia,resid others,biomass,biomass,2010,OC,GDP_control,90
Indonesia,resid others,coal,coal,2010,OC,GDP_control,90
Indonesia,resid others,gas,gas,2010,OC,GDP_control,50
Indonesia,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Indonesia,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Japan,comm heating,coal,coal,2010,BC,GDP_control,90
Japan,comm heating,gas,gas,2010,BC,GDP_control,80
Japan,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Japan,comm others,gas,gas,2010,BC,GDP_control,80
Japan,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Japan,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Japan,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Japan,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Japan,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Japan,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Japan,industrial energy use,coal,coal,2010,BC,GDP_control,90
Japan,industrial energy use,gas,gas,2010,BC,GDP_control,50
Japan,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Japan,N fertilizer,gas,gas,2010,BC,GDP_control,50
Japan,resid heating,biomass,biomass,2010,BC,GDP_control,92
Japan,resid heating,gas,gas,2010,BC,GDP_control,80
Japan,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Japan,resid others,gas,gas,2010,BC,GDP_control,80
Japan,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Japan,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Japan,comm heating,coal,coal,2010,OC,GDP_control,90
Japan,comm heating,gas,gas,2010,OC,GDP_control,50
Japan,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Japan,comm others,gas,gas,2010,OC,GDP_control,50
Japan,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Japan,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Japan,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Japan,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Japan,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Japan,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Japan,industrial energy use,coal,coal,2010,OC,GDP_control,95
Japan,industrial energy use,gas,gas,2010,OC,GDP_control,50
Japan,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Japan,N fertilizer,gas,gas,2010,OC,GDP_control,50
Japan,resid heating,biomass,biomass,2010,OC,GDP_control,90
Japan,resid heating,gas,gas,2010,OC,GDP_control,50
Japan,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Japan,resid others,gas,gas,2010,OC,GDP_control,50
Japan,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Japan,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Mexico,comm cooling,gas,gas,2010,BC,GDP_control,80
Mexico,comm heating,gas,gas,2010,BC,GDP_control,80
Mexico,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Mexico,comm others,gas,gas,2010,BC,GDP_control,80
Mexico,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Mexico,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Mexico,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Mexico,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Mexico,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Mexico,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Mexico,industrial energy use,coal,coal,2010,BC,GDP_control,90
Mexico,industrial energy use,gas,gas,2010,BC,GDP_control,50
Mexico,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Mexico,N fertilizer,gas,gas,2010,BC,GDP_control,50
Mexico,resid heating,gas,gas,2010,BC,GDP_control,80
Mexico,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Mexico,resid others,gas,gas,2010,BC,GDP_control,80
Mexico,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Mexico,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Mexico,comm cooling,gas,gas,2010,OC,GDP_control,50
Mexico,comm heating,gas,gas,2010,OC,GDP_control,50
Mexico,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Mexico,comm others,gas,gas,2010,OC,GDP_control,50
Mexico,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Mexico,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Mexico,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Mexico,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Mexico,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Mexico,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Mexico,industrial energy use,coal,coal,2010,OC,GDP_control,95
Mexico,industrial energy use,gas,gas,2010,OC,GDP_control,50
Mexico,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Mexico,N fertilizer,gas,gas,2010,OC,GDP_control,50
Mexico,resid heating,gas,gas,2010,OC,GDP_control,50
Mexico,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Mexico,resid others,gas,gas,2010,OC,GDP_control,50
Mexico,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Mexico,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Middle East,comm cooling,gas,gas,2010,BC,GDP_control,80
Middle East,comm heating,gas,gas,2010,BC,GDP_control,80
Middle East,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Middle East,comm others,biomass,biomass,2010,BC,GDP_control,92
Middle East,comm others,gas,gas,2010,BC,GDP_control,80
Middle East,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Middle East,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Middle East,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Middle East,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Middle East,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Middle East,industrial energy use,coal,coal,2010,BC,GDP_control,90
Middle East,industrial energy use,gas,gas,2010,BC,GDP_control,50
Middle East,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Middle East,N fertilizer,gas,gas,2010,BC,GDP_control,50
Middle East,resid cooling,gas,gas,2010,BC,GDP_control,80
Middle East,resid heating,gas,gas,2010,BC,GDP_control,80
Middle East,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Middle East,resid others,biomass,biomass,2010,BC,GDP_control,92
Middle East,resid others,coal,coal,2010,BC,GDP_control,90
Middle East,resid others,gas,gas,2010,BC,GDP_control,80
Middle East,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Middle East,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Middle East,comm cooling,gas,gas,2010,OC,GDP_control,50
Middle East,comm heating,gas,gas,2010,OC,GDP_control,50
Middle East,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Middle East,comm others,biomass,biomass,2010,OC,GDP_control,90
Middle East,comm others,gas,gas,2010,OC,GDP_control,50
Middle East,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Middle East,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Middle East,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Middle East,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Middle East,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Middle East,industrial energy use,coal,coal,2010,OC,GDP_control,95
Middle East,industrial energy use,gas,gas,2010,OC,GDP_control,50
Middle East,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Middle East,N fertilizer,gas,gas,2010,OC,GDP_control,50
Middle East,resid cooling,gas,gas,2010,OC,GDP_control,50
Middle East,resid heating,gas,gas,2010,OC,GDP_control,50
Middle East,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Middle East,resid others,biomass,biomass,2010,OC,GDP_control,90
Middle East,resid others,coal,coal,2010,OC,GDP_control,90
Middle East,resid others,gas,gas,2010,OC,GDP_control,50
Middle East,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Middle East,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Pakistan,comm heating,gas,gas,2010,BC,GDP_control,80
Pakistan,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Pakistan,comm others,gas,gas,2010,BC,GDP_control,80
Pakistan,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Pakistan,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Pakistan,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Pakistan,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Pakistan,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Pakistan,industrial energy use,coal,coal,2010,BC,GDP_control,90
Pakistan,industrial energy use,gas,gas,2010,BC,GDP_control,50
Pakistan,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Pakistan,N fertilizer,gas,gas,2010,BC,GDP_control,50
Pakistan,resid heating,gas,gas,2010,BC,GDP_control,80
Pakistan,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Pakistan,resid others,biomass,biomass,2010,BC,GDP_control,92
Pakistan,resid others,gas,gas,2010,BC,GDP_control,80
Pakistan,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Pakistan,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Pakistan,comm heating,gas,gas,2010,OC,GDP_control,50
Pakistan,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Pakistan,comm others,gas,gas,2010,OC,GDP_control,50
Pakistan,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Pakistan,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Pakistan,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Pakistan,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Pakistan,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Pakistan,industrial energy use,coal,coal,2010,OC,GDP_control,95
Pakistan,industrial energy use,gas,gas,2010,OC,GDP_control,50
Pakistan,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Pakistan,N fertilizer,gas,gas,2010,OC,GDP_control,50
Pakistan,resid heating,gas,gas,2010,OC,GDP_control,50
Pakistan,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Pakistan,resid others,biomass,biomass,2010,OC,GDP_control,90
Pakistan,resid others,gas,gas,2010,OC,GDP_control,50
Pakistan,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Pakistan,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Russia,comm heating,biomass,biomass,2010,BC,GDP_control,92
Russia,comm heating,gas,gas,2010,BC,GDP_control,80
Russia,comm others,coal,coal,2010,BC,GDP_control,90
Russia,comm others,gas,gas,2010,BC,GDP_control,80
Russia,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Russia,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Russia,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Russia,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
