# File: en_mining.csv
# Title: mining energy use by region
# Units: Thousand tonnes
# Description: Regional mining production
# Source: IEA
# Column types: ciccnic
# ----------
region,GCAM_region_ID,flow,fuel,value,year,unit
Central Asia,10,MINING,gas,63,2003,ktoe
Central Asia,10,MINING,gas,44,2004,ktoe
Central Asia,10,MINING,gas,49,2005,ktoe
Central Asia,10,MINING,gas,24,2006,ktoe
Central Asia,10,MINING,gas,1,2007,ktoe
Central Asia,10,MINING,gas,438,2008,ktoe
Central Asia,10,MINING,gas,352,2009,ktoe
Central Asia,10,MINING,gas,478,2010,ktoe
Central Asia,10,MINING,gas,513,2011,ktoe
Central Asia,10,MINING,gas,524,2012,ktoe
Central Asia,10,MINING,gas,498,2013,ktoe
Central Asia,10,MINING,gas,452,2014,ktoe
Central Asia,10,MINING,gas,645,2015,ktoe
Central Asia,10,MINING,heat,92,2008,ktoe
Central Asia,10,MINING,heat,124,2009,ktoe
Central Asia,10,MINING,heat,244,2010,ktoe
Central Asia,10,MINING,heat,141,2011,ktoe
Central Asia,10,MINING,heat,210,2012,ktoe
Central Asia,10,MINING,heat,148,2013,ktoe
Central Asia,10,MINING,heat,147,2014,ktoe
Central Asia,10,MINING,heat,147,2015,ktoe
Central Asia,10,MINING,refined liquids,81,1985,ktoe
Central Asia,10,MINING,refined liquids,85,1986,ktoe
Central Asia,10,MINING,refined liquids,83,1987,ktoe
Central Asia,10,MINING,refined liquids,89,1988,ktoe
Central Asia,10,MINING,refined liquids,83,1989,ktoe
Central Asia,10,MINING,refined liquids,2724,1990,ktoe
Central Asia,10,MINING,refined liquids,3630,1991,ktoe
Central Asia,10,MINING,refined liquids,2997,1992,ktoe
Central Asia,10,MINING,refined liquids,2292,1993,ktoe
Central Asia,10,MINING,refined liquids,1679,1994,ktoe
Central Asia,10,MINING,refined liquids,1819,1995,ktoe
Central Asia,10,MINING,refined liquids,1078,1996,ktoe
Central Asia,10,MINING,refined liquids,1010,1997,ktoe
Central Asia,10,MINING,refined liquids,1580,1998,ktoe
Central Asia,10,MINING,refined liquids,1102,1999,ktoe
Central Asia,10,MINING,refined liquids,924,2000,ktoe
Central Asia,10,MINING,refined liquids,836,2001,ktoe
Central Asia,10,MINING,refined liquids,919,2002,ktoe
Central Asia,10,MINING,refined liquids,1029,2003,ktoe
Central Asia,10,MINING,refined liquids,984,2004,ktoe
Central Asia,10,MINING,refined liquids,1079,2005,ktoe
Central Asia,10,MINING,refined liquids,1125,2006,ktoe
Central Asia,10,MINING,refined liquids,1245,2007,ktoe
Central Asia,10,MINING,refined liquids,397,2008,ktoe
Central Asia,10,MINING,refined liquids,371,2009,ktoe
Central Asia,10,MINING,refined liquids,439,2010,ktoe
Central Asia,10,MINING,refined liquids,521,2011,ktoe
Central Asia,10,MINING,refined liquids,500,2012,ktoe
Central Asia,10,MINING,refined liquids,586,2013,ktoe
Central Asia,10,MINING,refined liquids,596,2014,ktoe
Central Asia,10,MINING,refined liquids,237,2015,ktoe
China,11,MINING,coal,3663,1990,ktoe
China,11,MINING,coal,3651,1991,ktoe
China,11,MINING,coal,3738,1992,ktoe
China,11,MINING,coal,3520,1993,ktoe
China,11,MINING,coal,4206,1994,ktoe
China,11,MINING,coal,4638,1995,ktoe
China,11,MINING,coal,4857,1996,ktoe
China,11,MINING,coal,4110,1997,ktoe
China,11,MINING,coal,4327,1998,ktoe
China,11,MINING,coal,3120,1999,ktoe
China,11,MINING,coal,3678,2000,ktoe
China,11,MINING,coal,3666,2001,ktoe
China,11,MINING,coal,3812,2002,ktoe
China,11,MINING,coal,4336,2003,ktoe
China,11,MINING,coal,5056,2004,ktoe
China,11,MINING,coal,5851,2005,ktoe
China,11,MINING,coal,7369,2006,ktoe
China,11,MINING,coal,7862,2007,ktoe
China,11,MINING,coal,8062,2008,ktoe
China,11,MINING,coal,7908,2009,ktoe
China,11,MINING,coal,10331,2010,ktoe
China,11,MINING,coal,8697,2011,ktoe
China,11,MINING,coal,8485,2012,ktoe
China,11,MINING,coal,8883,2013,ktoe
China,11,MINING,coal,8522,2014,ktoe
China,11,MINING,coal,7197,2015,ktoe
China,11,MINING,electricity,687,1971,ktoe
China,11,MINING,electricity,758,1972,ktoe
China,11,MINING,electricity,829,1973,ktoe
China,11,MINING,electricity,839,1974,ktoe
China,11,MINING,electricity,973,1975,ktoe
China,11,MINING,electricity,1009,1976,ktoe
China,11,MINING,electricity,1110,1977,ktoe
China,11,MINING,electricity,1275,1978,ktoe
China,11,MINING,electricity,1401,1979,ktoe
China,11,MINING,electricity,1495,1980,ktoe
China,11,MINING,electricity,1525,1981,ktoe
China,11,MINING,electricity,1616,1982,ktoe
China,11,MINING,electricity,1729,1983,ktoe
China,11,MINING,electricity,1830,1984,ktoe
China,11,MINING,electricity,1849,1985,ktoe
China,11,MINING,electricity,2046,1986,ktoe
China,11,MINING,electricity,2174,1987,ktoe
China,11,MINING,electricity,2328,1988,ktoe
China,11,MINING,electricity,2466,1989,ktoe
China,11,MINING,electricity,1334,1990,ktoe
China,11,MINING,electricity,1514,1991,ktoe
China,11,MINING,electricity,1647,1992,ktoe
China,11,MINING,electricity,1583,1993,ktoe
China,11,MINING,electricity,1555,1994,ktoe
China,11,MINING,electricity,1603,1995,ktoe
China,11,MINING,electricity,1930,1996,ktoe
China,11,MINING,electricity,1764,1997,ktoe
China,11,MINING,electricity,1733,1998,ktoe
China,11,MINING,electricity,1871,1999,ktoe
China,11,MINING,electricity,2192,2000,ktoe
China,11,MINING,electricity,2357,2001,ktoe
China,11,MINING,electricity,2510,2002,ktoe
China,11,MINING,electricity,3317,2003,ktoe
China,11,MINING,electricity,3794,2004,ktoe
China,11,MINING,electricity,4346,2005,ktoe
China,11,MINING,electricity,5009,2006,ktoe
China,11,MINING,electricity,5837,2007,ktoe
China,11,MINING,electricity,6388,2008,ktoe
China,11,MINING,electricity,6340,2009,ktoe
China,11,MINING,electricity,7230,2010,ktoe
China,11,MINING,electricity,9044.044972,2011,ktoe
China,11,MINING,electricity,9595.044783,2012,ktoe
China,11,MINING,electricity,10344.03342,2013,ktoe
China,11,MINING,electricity,10517.03323,2014,ktoe
China,11,MINING,electricity,8896.033033,2015,ktoe
China,11,MINING,gas,17,1985,ktoe
China,11,MINING,gas,29,1986,ktoe
China,11,MINING,gas,42,1987,ktoe
China,11,MINING,gas,50,1988,ktoe
China,11,MINING,gas,67,1989,ktoe
China,11,MINING,gas,59,1990,ktoe
China,11,MINING,gas,142,1991,ktoe
China,11,MINING,gas,84,1992,ktoe
China,11,MINING,gas,83,1993,ktoe
China,11,MINING,gas,109,1994,ktoe
China,11,MINING,gas,120,1995,ktoe
China,11,MINING,gas,52,1996,ktoe
China,11,MINING,gas,32,1997,ktoe
China,11,MINING,gas,11,1998,ktoe
China,11,MINING,gas,13,1999,ktoe
China,11,MINING,gas,12,2000,ktoe
China,11,MINING,gas,73,2001,ktoe
China,11,MINING,gas,75,2002,ktoe
China,11,MINING,gas,158,2003,ktoe
China,11,MINING,gas,285,2004,ktoe
China,11,MINING,gas,378,2005,ktoe
China,11,MINING,gas,345,2006,ktoe
China,11,MINING,gas,288,2007,ktoe
China,11,MINING,gas,478,2008,ktoe
China,11,MINING,gas,526,2009,ktoe
China,11,MINING,gas,299,2010,ktoe
China,11,MINING,gas,270,2011,ktoe
China,11,MINING,gas,880,2012,ktoe
China,11,MINING,gas,619,2013,ktoe
China,11,MINING,gas,779,2014,ktoe
China,11,MINING,gas,890,2015,ktoe
China,11,MINING,heat,99,1990,ktoe
China,11,MINING,heat,107,1991,ktoe
China,11,MINING,heat,109,1992,ktoe
China,11,MINING,heat,392,1993,ktoe
China,11,MINING,heat,493,1994,ktoe
China,11,MINING,heat,452,1995,ktoe
China,11,MINING,heat,151,1996,ktoe
China,11,MINING,heat,158,1997,ktoe
China,11,MINING,heat,221,1998,ktoe
China,11,MINING,heat,341,1999,ktoe
China,11,MINING,heat,324,2000,ktoe
China,11,MINING,heat,342,2001,ktoe
China,11,MINING,heat,346,2002,ktoe
China,11,MINING,heat,336,2003,ktoe
China,11,MINING,heat,221,2004,ktoe
China,11,MINING,heat,303,2005,ktoe
China,11,MINING,heat,379,2006,ktoe
China,11,MINING,heat,396,2007,ktoe
China,11,MINING,heat,378,2008,ktoe
China,11,MINING,heat,435,2009,ktoe
China,11,MINING,heat,542,2010,ktoe
China,11,MINING,heat,713,2011,ktoe
China,11,MINING,heat,1131,2012,ktoe
China,11,MINING,heat,1063,2013,ktoe
China,11,MINING,heat,996,2014,ktoe
China,11,MINING,heat,892,2015,ktoe
China,11,MINING,refined liquids,638,1990,ktoe
China,11,MINING,refined liquids,585,1991,ktoe
China,11,MINING,refined liquids,614,1992,ktoe
China,11,MINING,refined liquids,702,1993,ktoe
China,11,MINING,refined liquids,607,1994,ktoe
China,11,MINING,refined liquids,698,1995,ktoe
China,11,MINING,refined liquids,433,1996,ktoe
China,11,MINING,refined liquids,570,1997,ktoe
China,11,MINING,refined liquids,535,1998,ktoe
China,11,MINING,refined liquids,616,1999,ktoe
China,11,MINING,refined liquids,729,2000,ktoe
China,11,MINING,refined liquids,788,2001,ktoe
China,11,MINING,refined liquids,868,2002,ktoe
China,11,MINING,refined liquids,997,2003,ktoe
China,11,MINING,refined liquids,1179,2004,ktoe
China,11,MINING,refined liquids,1152,2005,ktoe
China,11,MINING,refined liquids,1165,2006,ktoe
China,11,MINING,refined liquids,1228,2007,ktoe
China,11,MINING,refined liquids,1656,2008,ktoe
China,11,MINING,refined liquids,1644,2009,ktoe
China,11,MINING,refined liquids,1793,2010,ktoe
China,11,MINING,refined liquids,2157,2011,ktoe
China,11,MINING,refined liquids,3680,2012,ktoe
China,11,MINING,refined liquids,3402,2013,ktoe
China,11,MINING,refined liquids,3404,2014,ktoe
China,11,MINING,refined liquids,2867,2015,ktoe
EU-12,12,MINING,biomass,1,1992,ktoe
EU-12,12,MINING,biomass,1,1993,ktoe
EU-12,12,MINING,biomass,4,1995,ktoe
EU-12,12,MINING,biomass,1,1996,ktoe
EU-12,12,MINING,biomass,2,2002,ktoe
EU-12,12,MINING,biomass,4,2003,ktoe
EU-12,12,MINING,biomass,2,2004,ktoe
EU-12,12,MINING,biomass_tradbio,8,1971,ktoe
EU-12,12,MINING,biomass_tradbio,8,1972,ktoe
EU-12,12,MINING,biomass_tradbio,9,1973,ktoe
EU-12,12,MINING,biomass_tradbio,9,1974,ktoe
EU-12,12,MINING,biomass_tradbio,9,1975,ktoe
EU-12,12,MINING,biomass_tradbio,10,1976,ktoe
EU-12,12,MINING,biomass_tradbio,10,1977,ktoe
EU-12,12,MINING,biomass_tradbio,9,1978,ktoe
EU-12,12,MINING,biomass_tradbio,11,1979,ktoe
EU-12,12,MINING,biomass_tradbio,10,1980,ktoe
EU-12,12,MINING,biomass_tradbio,10,1981,ktoe
EU-12,12,MINING,biomass_tradbio,11,1982,ktoe
EU-12,12,MINING,biomass_tradbio,9,1983,ktoe
EU-12,12,MINING,biomass_tradbio,9,1984,ktoe
EU-12,12,MINING,biomass_tradbio,10,1985,ktoe
EU-12,12,MINING,biomass_tradbio,10,1986,ktoe
EU-12,12,MINING,biomass_tradbio,9,1987,ktoe
EU-12,12,MINING,biomass_tradbio,21,1988,ktoe
EU-12,12,MINING,biomass_tradbio,21,1989,ktoe
EU-12,12,MINING,biomass_tradbio,2,1990,ktoe
EU-12,12,MINING,biomass_tradbio,3,1991,ktoe
EU-12,12,MINING,biomass_tradbio,1,1995,ktoe
EU-12,12,MINING,biomass_tradbio,1,1997,ktoe
EU-12,12,MINING,biomass_tradbio,2,2002,ktoe
EU-12,12,MINING,biomass_tradbio,1,2003,ktoe
EU-12,12,MINING,biomass_tradbio,2,2004,ktoe
EU-12,12,MINING,biomass_tradbio,1,2005,ktoe
EU-12,12,MINING,biomass_tradbio,4,2010,ktoe
EU-12,12,MINING,biomass_tradbio,1,2011,ktoe
EU-12,12,MINING,biomass_tradbio,2,2012,ktoe
EU-12,12,MINING,biomass_tradbio,1,2014,ktoe
EU-12,12,MINING,biomass_tradbio,3,2015,ktoe
EU-12,12,MINING,coal,376,1971,ktoe
EU-12,12,MINING,coal,360,1972,ktoe
EU-12,12,MINING,coal,338,1973,ktoe
EU-12,12,MINING,coal,322,1974,ktoe
EU-12,12,MINING,coal,307,1975,ktoe
EU-12,12,MINING,coal,300,1976,ktoe
EU-12,12,MINING,coal,300,1977,ktoe
EU-12,12,MINING,coal,277,1978,ktoe
EU-12,12,MINING,coal,270,1979,ktoe
EU-12,12,MINING,coal,266,1980,ktoe
EU-12,12,MINING,coal,242.1482624,1981,ktoe
EU-12,12,MINING,coal,228.3122999,1982,ktoe
EU-12,12,MINING,coal,227.2302812,1983,ktoe
EU-12,12,MINING,coal,234.2302812,1984,ktoe
EU-12,12,MINING,coal,233.1482624,1985,ktoe
EU-12,12,MINING,coal,249.8864311,1986,ktoe
EU-12,12,MINING,coal,245.6403749,1987,ktoe
EU-12,12,MINING,coal,243,1988,ktoe
EU-12,12,MINING,coal,207.6403749,1989,ktoe
EU-12,12,MINING,coal,128,1990,ktoe
EU-12,12,MINING,coal,127,1991,ktoe
EU-12,12,MINING,coal,168,1992,ktoe
EU-12,12,MINING,coal,336,1993,ktoe
EU-12,12,MINING,coal,281,1994,ktoe
EU-12,12,MINING,coal,379,1995,ktoe
EU-12,12,MINING,coal,282,1996,ktoe
EU-12,12,MINING,coal,243,1997,ktoe
EU-12,12,MINING,coal,201,1998,ktoe
EU-12,12,MINING,coal,172,1999,ktoe
EU-12,12,MINING,coal,191,2000,ktoe
EU-12,12,MINING,coal,50,2001,ktoe
EU-12,12,MINING,coal,34,2002,ktoe
EU-12,12,MINING,coal,32,2003,ktoe
EU-12,12,MINING,coal,22,2004,ktoe
EU-12,12,MINING,coal,24,2005,ktoe
EU-12,12,MINING,coal,26,2006,ktoe
EU-12,12,MINING,coal,18,2007,ktoe
EU-12,12,MINING,coal,26,2008,ktoe
EU-12,12,MINING,coal,22,2009,ktoe
EU-12,12,MINING,coal,14,2010,ktoe
EU-12,12,MINING,coal,11,2011,ktoe
EU-12,12,MINING,coal,12,2012,ktoe
EU-12,12,MINING,coal,11,2013,ktoe
EU-12,12,MINING,coal,9,2014,ktoe
EU-12,12,MINING,coal,15,2015,ktoe
EU-12,12,MINING,electricity,258,1971,ktoe
EU-12,12,MINING,electricity,276,1972,ktoe
EU-12,12,MINING,electricity,294,1973,ktoe
EU-12,12,MINING,electricity,313,1974,ktoe
EU-12,12,MINING,electricity,342,1975,ktoe
EU-12,12,MINING,electricity,352,1976,ktoe
EU-12,12,MINING,electricity,368,1977,ktoe
EU-12,12,MINING,electricity,384,1978,ktoe
EU-12,12,MINING,electricity,385,1979,ktoe
EU-12,12,MINING,electricity,382,1980,ktoe
EU-12,12,MINING,electricity,344.5574771,1981,ktoe
EU-12,12,MINING,electricity,338.6922686,1982,ktoe
EU-12,12,MINING,electricity,355.7706002,1983,ktoe
EU-12,12,MINING,electricity,360.1185148,1984,ktoe
EU-12,12,MINING,electricity,362.9272635,1985,ktoe
EU-12,12,MINING,electricity,367.4883011,1986,ktoe
EU-12,12,MINING,electricity,369.6576806,1987,ktoe
EU-12,12,MINING,electricity,365,1988,ktoe
EU-12,12,MINING,electricity,357.1531027,1989,ktoe
EU-12,12,MINING,electricity,329,1990,ktoe
EU-12,12,MINING,electricity,317,1991,ktoe
EU-12,12,MINING,electricity,403,1992,ktoe
EU-12,12,MINING,electricity,417,1993,ktoe
EU-12,12,MINING,electricity,325,1994,ktoe
EU-12,12,MINING,electricity,366,1995,ktoe
EU-12,12,MINING,electricity,432,1996,ktoe
EU-12,12,MINING,electricity,436,1997,ktoe
EU-12,12,MINING,electricity,340,1998,ktoe
EU-12,12,MINING,electricity,285,1999,ktoe
EU-12,12,MINING,electricity,298,2000,ktoe
EU-12,12,MINING,electricity,284,2001,ktoe
EU-12,12,MINING,electricity,281,2002,ktoe
EU-12,12,MINING,electricity,282,2003,ktoe
EU-12,12,MINING,electricity,272,2004,ktoe
EU-12,12,MINING,electricity,278,2005,ktoe
EU-12,12,MINING,electricity,271,2006,ktoe
EU-12,12,MINING,electricity,266,2007,ktoe
EU-12,12,MINING,electricity,276,2008,ktoe
EU-12,12,MINING,electricity,255,2009,ktoe
EU-12,12,MINING,electricity,338,2010,ktoe
EU-12,12,MINING,electricity,350,2011,ktoe
EU-12,12,MINING,electricity,349,2012,ktoe
EU-12,12,MINING,electricity,378,2013,ktoe
EU-12,12,MINING,electricity,361,2014,ktoe
EU-12,12,MINING,electricity,395,2015,ktoe
EU-12,12,MINING,gas,81,1971,ktoe
EU-12,12,MINING,gas,95,1972,ktoe
EU-12,12,MINING,gas,118,1973,ktoe
EU-12,12,MINING,gas,130,1974,ktoe
EU-12,12,MINING,gas,144,1975,ktoe
EU-12,12,MINING,gas,162,1976,ktoe
EU-12,12,MINING,gas,168,1977,ktoe
EU-12,12,MINING,gas,184,1978,ktoe
EU-12,12,MINING,gas,191,1979,ktoe
EU-12,12,MINING,gas,209,1980,ktoe
EU-12,12,MINING,gas,205.2567727,1981,ktoe
EU-12,12,MINING,gas,203.2567727,1982,ktoe
EU-12,12,MINING,gas,214.6419317,1983,ktoe
EU-12,12,MINING,gas,221.770318,1984,ktoe
EU-12,12,MINING,gas,223.770318,1985,ktoe
EU-12,12,MINING,gas,245.0541814,1986,ktoe
EU-12,12,MINING,gas,258.1825677,1987,ktoe
EU-12,12,MINING,gas,259,1988,ktoe
EU-12,12,MINING,gas,273,1989,ktoe
EU-12,12,MINING,gas,220,1990,ktoe
EU-12,12,MINING,gas,192,1991,ktoe
EU-12,12,MINING,gas,242,1992,ktoe
EU-12,12,MINING,gas,294,1993,ktoe
EU-12,12,MINING,gas,187,1994,ktoe
EU-12,12,MINING,gas,151,1995,ktoe
EU-12,12,MINING,gas,151,1996,ktoe
EU-12,12,MINING,gas,144,1997,ktoe
EU-12,12,MINING,gas,94,1998,ktoe
EU-12,12,MINING,gas,84,1999,ktoe
EU-12,12,MINING,gas,94,2000,ktoe
EU-12,12,MINING,gas,121,2001,ktoe
EU-12,12,MINING,gas,97,2002,ktoe
EU-12,12,MINING,gas,104,2003,ktoe
EU-12,12,MINING,gas,106,2004,ktoe
EU-12,12,MINING,gas,109,2005,ktoe
EU-12,12,MINING,gas,102,2006,ktoe
EU-12,12,MINING,gas,106,2007,ktoe
EU-12,12,MINING,gas,103,2008,ktoe
EU-12,12,MINING,gas,57,2009,ktoe
EU-12,12,MINING,gas,104,2010,ktoe
EU-12,12,MINING,gas,84,2011,ktoe
EU-12,12,MINING,gas,105,2012,ktoe
EU-12,12,MINING,gas,112,2013,ktoe
EU-12,12,MINING,gas,91,2014,ktoe
EU-12,12,MINING,gas,110,2015,ktoe
EU-12,12,MINING,heat,782,1971,ktoe
EU-12,12,MINING,heat,804,1972,ktoe
EU-12,12,MINING,heat,808,1973,ktoe
EU-12,12,MINING,heat,846,1974,ktoe
EU-12,12,MINING,heat,898,1975,ktoe
EU-12,12,MINING,heat,939,1976,ktoe
EU-12,12,MINING,heat,1044,1977,ktoe
EU-12,12,MINING,heat,1099,1978,ktoe
EU-12,12,MINING,heat,1078,1979,ktoe
EU-12,12,MINING,heat,1032,1980,ktoe
EU-12,12,MINING,heat,1119,1981,ktoe
EU-12,12,MINING,heat,1057,1982,ktoe
EU-12,12,MINING,heat,939,1983,ktoe
EU-12,12,MINING,heat,989,1984,ktoe
EU-12,12,MINING,heat,1006,1985,ktoe
EU-12,12,MINING,heat,986,1986,ktoe
EU-12,12,MINING,heat,969,1987,ktoe
EU-12,12,MINING,heat,951,1988,ktoe
EU-12,12,MINING,heat,979,1989,ktoe
EU-12,12,MINING,heat,956,1990,ktoe
EU-12,12,MINING,heat,807,1991,ktoe
EU-12,12,MINING,heat,577,1992,ktoe
EU-12,12,MINING,heat,250,1993,ktoe
EU-12,12,MINING,heat,210,1994,ktoe
EU-12,12,MINING,heat,129,1995,ktoe
EU-12,12,MINING,heat,119,1996,ktoe
EU-12,12,MINING,heat,106,1997,ktoe
EU-12,12,MINING,heat,67,1998,ktoe
EU-12,12,MINING,heat,68,1999,ktoe
EU-12,12,MINING,heat,77,2000,ktoe
EU-12,12,MINING,heat,78,2001,ktoe
EU-12,12,MINING,heat,83,2002,ktoe
EU-12,12,MINING,heat,91,2003,ktoe
EU-12,12,MINING,heat,90,2004,ktoe
EU-12,12,MINING,heat,64,2005,ktoe
EU-12,12,MINING,heat,66,2006,ktoe
EU-12,12,MINING,heat,69,2007,ktoe
EU-12,12,MINING,heat,64,2008,ktoe
EU-12,12,MINING,heat,37,2009,ktoe
EU-12,12,MINING,heat,54,2010,ktoe
EU-12,12,MINING,heat,58,2011,ktoe
EU-12,12,MINING,heat,60,2012,ktoe
EU-12,12,MINING,heat,62,2013,ktoe
EU-12,12,MINING,heat,61,2014,ktoe
EU-12,12,MINING,heat,66,2015,ktoe
EU-12,12,MINING,refined liquids,78,1971,ktoe
EU-12,12,MINING,refined liquids,82,1972,ktoe
EU-12,12,MINING,refined liquids,116,1973,ktoe
EU-12,12,MINING,refined liquids,121,1974,ktoe
EU-12,12,MINING,refined liquids,124,1975,ktoe
EU-12,12,MINING,refined liquids,128,1976,ktoe
EU-12,12,MINING,refined liquids,131,1977,ktoe
EU-12,12,MINING,refined liquids,138,1978,ktoe
EU-12,12,MINING,refined liquids,133,1979,ktoe
EU-12,12,MINING,refined liquids,133,1980,ktoe
EU-12,12,MINING,refined liquids,126.5181092,1981,ktoe
EU-12,12,MINING,refined liquids,114.9972038,1982,ktoe
EU-12,12,MINING,refined liquids,112.4465196,1983,ktoe
EU-12,12,MINING,refined liquids,110.2636948,1984,ktoe
EU-12,12,MINING,refined liquids,115.6488861,1985,ktoe
EU-12,12,MINING,refined liquids,115.9658041,1986,ktoe
EU-12,12,MINING,refined liquids,109.9404924,1987,ktoe
EU-12,12,MINING,refined liquids,125,1988,ktoe
EU-12,12,MINING,refined liquids,114.9598145,1989,ktoe
EU-12,12,MINING,refined liquids,78,1990,ktoe
EU-12,12,MINING,refined liquids,74,1991,ktoe
EU-12,12,MINING,refined liquids,130,1992,ktoe
EU-12,12,MINING,refined liquids,87,1993,ktoe
EU-12,12,MINING,refined liquids,85,1994,ktoe
EU-12,12,MINING,refined liquids,98,1995,ktoe
EU-12,12,MINING,refined liquids,212,1996,ktoe
EU-12,12,MINING,refined liquids,172,1997,ktoe
EU-12,12,MINING,refined liquids,167,1998,ktoe
EU-12,12,MINING,refined liquids,175,1999,ktoe
EU-12,12,MINING,refined liquids,199,2000,ktoe
EU-12,12,MINING,refined liquids,174,2001,ktoe
EU-12,12,MINING,refined liquids,171,2002,ktoe
EU-12,12,MINING,refined liquids,139,2003,ktoe
EU-12,12,MINING,refined liquids,132,2004,ktoe
EU-12,12,MINING,refined liquids,129,2005,ktoe
EU-12,12,MINING,refined liquids,145,2006,ktoe
EU-12,12,MINING,refined liquids,141,2007,ktoe
EU-12,12,MINING,refined liquids,161,2008,ktoe
EU-12,12,MINING,refined liquids,127,2009,ktoe
EU-12,12,MINING,refined liquids,127,2010,ktoe
EU-12,12,MINING,refined liquids,152,2011,ktoe
EU-12,12,MINING,refined liquids,134,2012,ktoe
EU-12,12,MINING,refined liquids,122,2013,ktoe
EU-12,12,MINING,refined liquids,120,2014,ktoe
EU-12,12,MINING,refined liquids,113,2015,ktoe
EU-15,13,MINING,biomass,2,1986,ktoe
EU-15,13,MINING,biomass,3,1987,ktoe
EU-15,13,MINING,biomass,2,1988,ktoe
EU-15,13,MINING,biomass,2,1989,ktoe
EU-15,13,MINING,biomass,2,2003,ktoe
EU-15,13,MINING,biomass,2,2004,ktoe
EU-15,13,MINING,biomass,2,2005,ktoe
EU-15,13,MINING,biomass,3,2006,ktoe
EU-15,13,MINING,biomass,4,2007,ktoe
EU-15,13,MINING,biomass,4,2008,ktoe
EU-15,13,MINING,biomass,7,2009,ktoe
EU-15,13,MINING,biomass,6,2010,ktoe
EU-15,13,MINING,biomass,4,2011,ktoe
EU-15,13,MINING,biomass_tradbio,2,1971,ktoe
EU-15,13,MINING,biomass_tradbio,2,1972,ktoe
EU-15,13,MINING,biomass_tradbio,2,1973,ktoe
EU-15,13,MINING,biomass_tradbio,2,1974,ktoe
EU-15,13,MINING,biomass_tradbio,2,1975,ktoe
EU-15,13,MINING,biomass_tradbio,1,1976,ktoe
EU-15,13,MINING,biomass_tradbio,1,1977,ktoe
EU-15,13,MINING,biomass_tradbio,1,1978,ktoe
EU-15,13,MINING,biomass_tradbio,1,1996,ktoe
EU-15,13,MINING,biomass_tradbio,3,1997,ktoe
EU-15,13,MINING,biomass_tradbio,1,1999,ktoe
EU-15,13,MINING,biomass_tradbio,1,2000,ktoe
EU-15,13,MINING,biomass_tradbio,2,2001,ktoe
EU-15,13,MINING,biomass_tradbio,2,2002,ktoe
EU-15,13,MINING,biomass_tradbio,2,2003,ktoe
EU-15,13,MINING,biomass_tradbio,2,2004,ktoe
EU-15,13,MINING,biomass_tradbio,38,2005,ktoe
EU-15,13,MINING,biomass_tradbio,35,2006,ktoe
EU-15,13,MINING,biomass_tradbio,23,2007,ktoe
EU-15,13,MINING,biomass_tradbio,37,2008,ktoe
EU-15,13,MINING,biomass_tradbio,47,2009,ktoe
EU-15,13,MINING,biomass_tradbio,53,2010,ktoe
EU-15,13,MINING,biomass_tradbio,49,2011,ktoe
EU-15,13,MINING,biomass_tradbio,46,2012,ktoe
EU-15,13,MINING,biomass_tradbio,31,2013,ktoe
EU-15,13,MINING,biomass_tradbio,28,2014,ktoe
EU-15,13,MINING,biomass_tradbio,85,2015,ktoe
EU-15,13,MINING,coal,2361,1971,ktoe
EU-15,13,MINING,coal,2362,1972,ktoe
EU-15,13,MINING,coal,2386,1973,ktoe
EU-15,13,MINING,coal,2156,1974,ktoe
EU-15,13,MINING,coal,2121,1975,ktoe
EU-15,13,MINING,coal,2117,1976,ktoe
EU-15,13,MINING,coal,2014,1977,ktoe
EU-15,13,MINING,coal,2042,1978,ktoe
EU-15,13,MINING,coal,2005,1979,ktoe
EU-15,13,MINING,coal,2038,1980,ktoe
EU-15,13,MINING,coal,1947,1981,ktoe
EU-15,13,MINING,coal,1990,1982,ktoe
EU-15,13,MINING,coal,2378,1983,ktoe
EU-15,13,MINING,coal,2684,1984,ktoe
EU-15,13,MINING,coal,2637,1985,ktoe
EU-15,13,MINING,coal,2501,1986,ktoe
EU-15,13,MINING,coal,2504,1987,ktoe
EU-15,13,MINING,coal,2481,1988,ktoe
EU-15,13,MINING,coal,2473,1989,ktoe
EU-15,13,MINING,coal,1681,1990,ktoe
EU-15,13,MINING,coal,355,1991,ktoe
EU-15,13,MINING,coal,314,1992,ktoe
EU-15,13,MINING,coal,172,1993,ktoe
EU-15,13,MINING,coal,130,1994,ktoe
EU-15,13,MINING,coal,156,1995,ktoe
EU-15,13,MINING,coal,122,1996,ktoe
EU-15,13,MINING,coal,175,1997,ktoe
EU-15,13,MINING,coal,170,1998,ktoe
EU-15,13,MINING,coal,149,1999,ktoe
EU-15,13,MINING,coal,131,2000,ktoe
EU-15,13,MINING,coal,130,2001,ktoe
EU-15,13,MINING,coal,163,2002,ktoe
EU-15,13,MINING,coal,190,2003,ktoe
EU-15,13,MINING,coal,294,2004,ktoe
EU-15,13,MINING,coal,177,2005,ktoe
EU-15,13,MINING,coal,147,2006,ktoe
EU-15,13,MINING,coal,155,2007,ktoe
EU-15,13,MINING,coal,148,2008,ktoe
EU-15,13,MINING,coal,120,2009,ktoe
EU-15,13,MINING,coal,149,2010,ktoe
EU-15,13,MINING,coal,186,2011,ktoe
EU-15,13,MINING,coal,163,2012,ktoe
EU-15,13,MINING,coal,187,2013,ktoe
