# File: NREL_ATB_capital_2021.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2021 ATB
# Units: $2019/kW
# Source: NREL 2021 Annual Technology Baseline for 2019-2050 (https://data.openei.org/submissions/4129)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv.
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
tech_type,tech_detail,input,case,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Natural Gas,Gas-CT-HighCF,capital,central,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
Natural Gas,Gas-CT-HighCF,capital,low tech,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
Natural Gas,Gas-CC-AvgCF,capital,adv tech,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-AvgCF,capital,central,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-AvgCF,capital,low tech,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-HighCF,capital,adv tech,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-HighCF,capital,central,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-HighCF,capital,low tech,961,957,952,950,939,935,935,931,923,919,915,911,908,904,898,895,891,886,882,879,875,871,867,863,860,856,853,850,846,841,837,827
Natural Gas,Gas-CC-CCS-AvgCF,capital,adv tech,2435,2271,2109,1951,1910,1882,1860,1829,1794,1763,1733,1702,1673,1642,1610,1565,1520,1474,1431,1388,1376,1364,1351,1339,1328,1317,1306,1294,1282,1269,1257,1234
Natural Gas,Gas-CC-CCS-AvgCF,capital,central,2435,2345,2256,2171,2136,2116,2101,2077,2049,2024,2000,1976,1953,1928,1901,1869,1838,1805,1774,1743,1729,1714,1697,1683,1669,1654,1641,1626,1611,1595,1579,1550
Natural Gas,Gas-CC-CCS-AvgCF,capital,low tech,2435,2419,2404,2391,2362,2349,2343,2326,2303,2285,2268,2249,2233,2213,2192,2174,2155,2136,2117,2099,2082,2064,2044,2026,2009,1992,1976,1958,1939,1920,1902,1867
Natural Gas,Gas-CC-CCS-HighCF,capital,adv tech,2435,2271,2109,1951,1910,1882,1860,1829,1794,1763,1733,1702,1673,1642,1610,1565,1520,1474,1431,1388,1376,1364,1351,1339,1328,1317,1306,1294,1282,1269,1257,1234
Natural Gas,Gas-CC-CCS-HighCF,capital,central,2435,2345,2256,2171,2136,2116,2101,2077,2049,2024,2000,1976,1953,1928,1901,1869,1838,1805,1774,1743,1729,1714,1697,1683,1669,1654,1641,1626,1611,1595,1579,1550
Natural Gas,Gas-CC-CCS-HighCF,capital,low tech,2435,2419,2404,2391,2362,2349,2343,2326,2303,2285,2268,2249,2233,2213,2192,2174,2155,2136,2117,2099,2082,2064,2044,2026,2009,1992,1976,1958,1939,1920,1902,1867
Nuclear,Nuclear,capital,adv tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,Nuclear,capital,central,6297,6251,6204,6185,6136,6004,6004,5972,5942,5910,5876,5835,5802,5758,5710,5671,5631,5588,5547,5509,5472,5432,5388,5351,5314,5277,5244,5205,5164,5122,5082,4992
Nuclear,Nuclear,capital,low tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,Nuclear - Small Modular Reactor,capital,adv tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,Nuclear - Small Modular Reactor,capital,central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,Nuclear - Small Modular Reactor,capital,low tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biopower,Dedicated,capital,adv tech,4018,4006,3994,3981,3955,3953,3953,3933,3913,3892,3869,3843,3821,3792,3761,3736,3709,3681,3655,3630,3606,3580,3551,3526,3502,3478,3456,3431,3404,3377,3351,3291
Biopower,Dedicated,capital,central,4018,4006,3994,3981,3955,3953,3953,3933,3913,3892,3869,3843,3821,3792,3761,3736,3709,3681,3655,3630,3606,3580,3551,3526,3502,3478,3456,3431,3404,3377,3351,3291
Biopower,Dedicated,capital,low tech,4018,4006,3994,3981,3955,3953,3953,3933,3913,3892,3869,3843,3821,3792,3761,3736,3709,3681,3655,3630,3606,3580,3551,3526,3502,3478,3456,3431,3404,3377,3351,3291
Storage,2Hr Battery Storage,capital,adv tech,853,810,744,683,621,560,499,467,433,401,369,337,331,325,317,311,304,296,290,284,279,271,265,258,252,244,238,232,226,218,212,205
Storage,2Hr Battery Storage,capital,central,853,810,763,717,670,623,577,560,542,525,508,491,485,480,475,469,464,459,454,448,443,438,432,427,422,416,411,406,401,395,390,385
Storage,2Hr Battery Storage,capital,low tech,853,810,784,761,740,717,694,674,654,634,614,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594
Storage,4Hr Battery Storage,capital,adv tech,1434,1363,1250,1147,1044,941,839,785,727,674,620,566,556,546,532,523,512,498,488,478,468,454,445,434,424,410,400,390,380,366,357,346
Storage,4Hr Battery Storage,capital,central,1434,1363,1282,1200,1119,1037,956,922,887,853,818,784,774,764,755,745,735,725,715,706,696,686,676,666,657,647,637,627,617,608,598,588
Storage,4Hr Battery Storage,capital,low tech,1434,1363,1318,1278,1244,1205,1167,1129,1092,1055,1018,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981
Storage,6Hr Battery Storage,capital,adv tech,2015,1917,1755,1611,1467,1323,1178,1103,1021,946,871,795,781,768,748,734,719,699,686,672,658,638,624,609,596,576,562,548,534,515,501,486
Storage,6Hr Battery Storage,capital,central,2015,1917,1800,1684,1568,1451,1335,1284,1232,1181,1129,1078,1063,1049,1035,1020,1006,992,977,963,949,935,920,906,892,877,863,849,834,820,806,791
Storage,6Hr Battery Storage,capital,low tech,2015,1917,1851,1796,1747,1693,1639,1585,1530,1476,1422,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368
Storage,8Hr Battery Storage,capital,adv tech,2596,2470,2261,2075,1890,1704,1518,1421,1316,1219,1122,1024,1007,989,963,945,927,901,883,865,848,822,804,785,768,742,724,706,688,663,645,626
Storage,8Hr Battery Storage,capital,central,2596,2470,2319,2168,2016,1865,1714,1646,1577,1508,1440,1371,1352,1334,1315,1296,1277,1258,1239,1221,1202,1183,1164,1145,1126,1108,1089,1070,1051,1032,1013,995
Storage,8Hr Battery Storage,capital,low tech,2596,2470,2385,2313,2251,2181,2111,2040,1968,1897,1826,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754
Storage,10Hr Battery Storage,capital,adv tech,3177,3023,2767,2540,2312,2085,1858,1740,1610,1492,1373,1254,1232,1210,1178,1157,1134,1102,1081,1059,1037,1006,984,961,939,908,886,864,843,811,789,767
Storage,10Hr Battery Storage,capital,central,3177,3023,2837,2651,2465,2279,2093,2008,1922,1836,1751,1665,1641,1618,1595,1571,1548,1525,1501,1478,1455,1431,1408,1385,1361,1338,1315,1291,1268,1245,1221,1198
Storage,10Hr Battery Storage,capital,low tech,3177,3023,2918,2831,2755,2669,2583,2495,2406,2318,2229,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141
PV+Storage ,PV+Storage - Class 10,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 10,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 10,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 9,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 9,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 9,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 8,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 8,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 8,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 7,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 7,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 7,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 6,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 6,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 6,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 5,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 5,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 5,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 4,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 4,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 4,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 3,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 3,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 3,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 2,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 2,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 2,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
PV+Storage ,PV+Storage - Class 1,capital,adv tech,1973,1973,1857,1740,1624,1508,1392,1275,1159,1043,926,810,799,787,776,764,752,741,729,718,706,695,683,672,660,649,637,626,614,603,591,580
PV+Storage ,PV+Storage - Class 1,capital,central,1973,1973,1877,1781,1685,1589,1493,1396,1300,1204,1108,1012,1002,992,982,972,962,951,941,931,921,911,901,891,881,871,861,850,840,830,820,810
PV+Storage ,PV+Storage - Class 1,capital,low tech,1973,1973,1923,1874,1824,1775,1725,1676,1626,1577,1527,1477,1454,1431,1408,1384,1361,1338,1315,1291,1268,1245,1221,1198,1175,1152,1128,1105,1082,1059,1035,1012
