# ../aglu-data/LDS//Water_footprint_m3.csv
# Written by LA000.LDS_names.R
# Thu Mar 17 17:34:28 2016
# "  "
# "  "
"iso","GLU","GTAP_crop","water_type","value"
"nga",149,"Cotton","gray",76999864
"tcd",149,"Cotton","gray",2392
"caf",151,"Cotton","gray",2985
"cmr",151,"Cotton","gray",1307723
"nga",151,"Cotton","gray",16689162
"sdn",151,"Cotton","gray",1856929
"mli",152,"Cotton","gray",112
"sen",152,"Cotton","gray",36848
"ind",153,"Cotton","gray",101159912
"ind",155,"Cotton","gray",20727292
"bra",156,"Cotton","gray",110659792
"col",156,"Cotton","gray",3912755
"ecu",156,"Cotton","gray",503132
"per",156,"Cotton","gray",27755176
"ven",156,"Cotton","gray",14175730
"col",157,"Cotton","gray",1790163
"ecu",157,"Cotton","gray",8638129
"per",157,"Cotton","gray",221578
"idn",158,"Cotton","gray",414319
"idn",159,"Cotton","gray",26694
"ben",160,"Cotton","gray",114788
"bfa",160,"Cotton","gray",9625364
"civ",160,"Cotton","gray",582110
"gha",160,"Cotton","gray",3860124
"mli",160,"Cotton","gray",97
"tgo",160,"Cotton","gray",4714905
"ago",162,"Cotton","gray",8303
"cmr",162,"Cotton","gray",2686434
"cod",162,"Cotton","gray",113
"nga",162,"Cotton","gray",140568
"idn",163,"Cotton","gray",7143786
"idn",164,"Cotton","gray",2659799
"idn",165,"Cotton","gray",4721583
"col",166,"Cotton","gray",17242786
"idn",167,"Cotton","gray",2050130
"moz",171,"Cotton","gray",5663737
"tza",171,"Cotton","gray",5302480
"bra",172,"Cotton","gray",169036
"bra",174,"Cotton","gray",190684192
"idn",175,"Cotton","gray",3372167
"tls",175,"Cotton","gray",803
"mdg",177,"Cotton","gray",9557889
"idn",178,"Cotton","gray",25371
"sdn",179,"Cotton","gray",264925
"tza",179,"Cotton","gray",2297153
"uga",179,"Cotton","gray",48102
"ecu",180,"Cotton","gray",137384
"per",180,"Cotton","gray",54050672
"idn",181,"Cotton","gray",14494
"ago",182,"Cotton","gray",780889
"ago",183,"Cotton","gray",763456
"bdi",183,"Cotton","gray",106733
"cmr",183,"Cotton","gray",34322
"cod",183,"Cotton","gray",269975
"sdn",183,"Cotton","gray",8626
"tza",183,"Cotton","gray",3031470
"uga",183,"Cotton","gray",4180
"zmb",183,"Cotton","gray",48
"bra",186,"Cotton","gray",61224800
"bra",187,"Cotton","gray",18170166
"ago",188,"Cotton","gray",217685
"cod",188,"Cotton","gray",111
"moz",188,"Cotton","gray",520986
"nam",188,"Cotton","gray",7386
"tza",188,"Cotton","gray",764861
"zwe",188,"Cotton","gray",22237194
"aus",189,"Cotton","gray",1127358
"moz",190,"Cotton","gray",328293
"zwe",190,"Cotton","gray",3378581
"bra",192,"Cotton","gray",144926768
"nam",194,"Cotton","gray",87373
"zaf",194,"Cotton","gray",939020
"bra",195,"Cotton","gray",14460603
"nam",196,"Cotton","gray",9431
"zaf",196,"Cotton","gray",214
"ago",197,"Cotton","gray",154756
"nam",197,"Cotton","gray",725989
"moz",198,"Cotton","gray",3402
"zaf",198,"Cotton","gray",671018
"moz",199,"Cotton","gray",30780
"zaf",199,"Cotton","gray",5621246
"zwe",199,"Cotton","gray",382556
"per",200,"Cotton","gray",1424334
"arg",203,"Cotton","gray",1170609
"zaf",204,"Cotton","gray",21055
"arg",205,"Cotton","gray",90893
"arg",206,"Cotton","gray",28144836
"bra",206,"Cotton","gray",563802624
"pry",206,"Cotton","gray",8869502
"aus",208,"Cotton","gray",45580148
"mex",217,"Cotton","gray",152393
"usa",217,"Cotton","gray",142728624
"usa",218,"Cotton","gray",62250
"usa",219,"Cotton","gray",536024224
"mex",221,"Cotton","gray",3888807
"usa",221,"Cotton","gray",45245248
"usa",223,"Cotton","gray",39059
"usa",224,"Cotton","gray",146352320
"usa",225,"Cotton","gray",731785728
"usa",226,"Cotton","gray",486272384
"usa",228,"Cotton","gray",155427
"usa",230,"Cotton","gray",32520742
"mex",231,"Cotton","gray",34322680
"usa",231,"Cotton","gray",19541456
"usa",233,"Cotton","gray",2433964
"ind",235,"Cotton","gray",429838944
"kaz",18,"Groundnut","gray",36
"chn",37,"Groundnut","gray",1929371
"kaz",38,"Groundnut","gray",1609
"chn",42,"Groundnut","gray",1524523
"kaz",42,"Groundnut","gray",386
"chn",43,"Groundnut","gray",22704878
"geo",45,"Groundnut","gray",1371
"kaz",45,"Groundnut","gray",545
"geo",47,"Groundnut","gray",112
"jpn",51,"Groundnut","gray",2775340
"irn",52,"Groundnut","gray",323156
"bgr",54,"Groundnut","gray",82292
"bgr",55,"Groundnut","gray",74833
"kaz",56,"Groundnut","gray",11609
"kaz",58,"Groundnut","gray",41
"kgz",58,"Groundnut","gray",738
"tjk",58,"Groundnut","gray",1417599
"esp",60,"Groundnut","gray",6
"prt",60,"Groundnut","gray",7
"esp",61,"Groundnut","gray",1
"esp",63,"Groundnut","gray",8
"chn",66,"Groundnut","gray",98930848
"esp",67,"Groundnut","gray",142
"kaz",68,"Groundnut","gray",942
"kgz",68,"Groundnut","gray",1706
"geo",70,"Groundnut","gray",21425
"esp",71,"Groundnut","gray",72
"prt",71,"Groundnut","gray",7
"geo",72,"Groundnut","gray",49733
"irn",72,"Groundnut","gray",820403
"esp",73,"Groundnut","gray",137
"esp",74,"Groundnut","gray",146
"prt",74,"Groundnut","gray",6
"cyp",75,"Groundnut","gray",85295
"egy",75,"Groundnut","gray",4720860
"isr",75,"Groundnut","gray",4090144
"lbn",75,"Groundnut","gray",16213
"syr",75,"Groundnut","gray",1265710
"tur",75,"Groundnut","gray",9478362
"kaz",76,"Groundnut","gray",2412
"kgz",76,"Groundnut","gray",17766
"tjk",76,"Groundnut","gray",298476
"chn",77,"Groundnut","gray",474699808
"chn",78,"Groundnut","gray",770634240
"chn",79,"Groundnut","gray",225841456
"dza",80,"Groundnut","gray",220841
"lby",80,"Groundnut","gray",968173
"mar",80,"Groundnut","gray",50491
"esp",81,"Groundnut","gray",119
"prt",81,"Groundnut","gray",7
"irn",82,"Groundnut","gray",720582
"esp",83,"Groundnut","gray",127
"irn",84,"Groundnut","gray",844089
"irq",84,"Groundnut","gray",978059
"syr",84,"Groundnut","gray",2351836
"tur",84,"Groundnut","gray",145487
"kaz",85,"Groundnut","gray",1
"kgz",85,"Groundnut","gray",1662
"tjk",85,"Groundnut","gray",439
"mar",86,"Groundnut","gray",1056513
"bdi",87,"Groundnut","gray",182139
"cod",87,"Groundnut","gray",7124
"egy",87,"Groundnut","gray",35210932
"eri",87,"Groundnut","gray",19540
"ken",87,"Groundnut","gray",340084
"rwa",87,"Groundnut","gray",247598
"tza",87,"Groundnut","gray",723
"uga",87,"Groundnut","gray",799651
"irn",88,"Groundnut","gray",303020
"ind",89,"Groundnut","gray",1945497
"pak",89,"Groundnut","gray",31165110
"irn",90,"Groundnut","gray",27878
"isr",95,"Groundnut","gray",1210930
"lbn",95,"Groundnut","gray",7162
"syr",95,"Groundnut","gray",339840
"mex",96,"Groundnut","gray",730442
"afg",97,"Groundnut","gray",191
"irn",97,"Groundnut","gray",2337
"syr",99,"Groundnut","gray",1103334
"tur",99,"Groundnut","gray",19931
"eri",100,"Groundnut","gray",2838
"jam",101,"Groundnut","gray",198486
"irn",102,"Groundnut","gray",5850
"irn",104,"Groundnut","gray",1701
"mex",105,"Groundnut","gray",24627
"chn",106,"Groundnut","gray",1337334528
"ind",107,"Groundnut","gray",369171008
"pak",107,"Groundnut","gray",2232113
"chn",108,"Groundnut","gray",275805376
"vnm",108,"Groundnut","gray",518227
"chn",109,"Groundnut","gray",10379035
"vnm",109,"Groundnut","gray",18993532
"bgd",110,"Groundnut","gray",4337807
"ind",110,"Groundnut","gray",84523976
"mmr",110,"Groundnut","gray",2333
"blz",111,"Groundnut","gray",172650
"mex",111,"Groundnut","gray",788
"chn",112,"Groundnut","gray",98609024
"vnm",112,"Groundnut","gray",596374
"ind",113,"Groundnut","gray",5234049
"mex",114,"Groundnut","gray",79813
"mex",115,"Groundnut","gray",50548
"bgd",116,"Groundnut","gray",589250
"ind",116,"Groundnut","gray",365322
"mmr",116,"Groundnut","gray",277407
"ind",117,"Groundnut","gray",29341810
"ind",118,"Groundnut","gray",5386944
"phl",119,"Groundnut","gray",590474
"ind",120,"Groundnut","gray",4213188
"ind",122,"Groundnut","gray",15353261
"ind",123,"Groundnut","gray",50124272
"chn",124,"Groundnut","gray",36096720
"chn",125,"Groundnut","gray",7503474
"khm",125,"Groundnut","gray",1258
"lao",125,"Groundnut","gray",1142
"mmr",125,"Groundnut","gray",123841
"tha",125,"Groundnut","gray",3745335
"vnm",125,"Groundnut","gray",5371131
"vnm",126,"Groundnut","gray",55691944
"chn",127,"Groundnut","gray",2996187
"mmr",127,"Groundnut","gray",374150
"tha",127,"Groundnut","gray",165446
"ind",128,"Groundnut","gray",29107100
"ind",129,"Groundnut","gray",26447224
"mex",130,"Groundnut","gray",44124
"mex",131,"Groundnut","gray",110006
"mex",132,"Groundnut","gray",264681
"blz",133,"Groundnut","gray",171
"mex",133,"Groundnut","gray",451687
"mex",134,"Groundnut","gray",923329
"mex",136,"Groundnut","gray",1040565
"chn",137,"Groundnut","gray",6809628
"ind",137,"Groundnut","gray",309790
"mmr",137,"Groundnut","gray",2516967
"mmr",138,"Groundnut","gray",683676
"idn",139,"Groundnut","gray",1027
"mmr",139,"Groundnut","gray",182819
"mys",139,"Groundnut","gray",71
"tha",139,"Groundnut","gray",595279
"ind",140,"Groundnut","gray",354537152
"ben",142,"Groundnut","gray",1856202
"bfa",142,"Groundnut","gray",1019140
"civ",142,"Groundnut","gray",7146916
"gha",142,"Groundnut","gray",210164
"gmb",142,"Groundnut","gray",558119
"mli",142,"Groundnut","gray",20
"nga",142,"Groundnut","gray",134338
"sen",142,"Groundnut","gray",2734845
"tgo",142,"Groundnut","gray",175903
"dza",144,"Groundnut","gray",32082
"egy",144,"Groundnut","gray",45316
"lby",144,"Groundnut","gray",100801
"mli",144,"Groundnut","gray",14
"ind",145,"Groundnut","gray",115955816
"mmr",146,"Groundnut","gray",122
"tha",146,"Groundnut","gray",3886869
"ind",147,"Groundnut","gray",207112560
"tha",148,"Groundnut","gray",575512
"ben",149,"Groundnut","gray",409728
"bfa",149,"Groundnut","gray",2498636
"civ",149,"Groundnut","gray",634145
"cmr",149,"Groundnut","gray",1505827
"mli",149,"Groundnut","gray",3123
"ner",149,"Groundnut","gray",1441810
"nga",149,"Groundnut","gray",13273528
"tcd",149,"Groundnut","gray",1644
"caf",151,"Groundnut","gray",1850
"cmr",151,"Groundnut","gray",1601895
"ner",151,"Groundnut","gray",447436
"nga",151,"Groundnut","gray",8872496
"mli",152,"Groundnut","gray",7064
"mrt",152,"Groundnut","gray",27
"sen",152,"Groundnut","gray",164731
"ind",153,"Groundnut","gray",70030104
"lka",154,"Groundnut","gray",976574
"ind",155,"Groundnut","gray",18124932
"bol",156,"Groundnut","gray",329927
"bra",156,"Groundnut","gray",54581
"guy",156,"Groundnut","gray",135619
"per",156,"Groundnut","gray",3031484
"per",157,"Groundnut","gray",4854
"idn",158,"Groundnut","gray",776766
"idn",159,"Groundnut","gray",51442
"mys",159,"Groundnut","gray",8806
"ben",160,"Groundnut","gray",232869
"bfa",160,"Groundnut","gray",7483962
"civ",160,"Groundnut","gray",337688
"gha",160,"Groundnut","gray",3931792
"mli",160,"Groundnut","gray",150
"tgo",160,"Groundnut","gray",348481
"guy",161,"Groundnut","gray",1080586
"sur",161,"Groundnut","gray",445623
"ago",162,"Groundnut","gray",6241
"cmr",162,"Groundnut","gray",1428471
"cod",162,"Groundnut","gray",652
"cog",162,"Groundnut","gray",43077
"gab",162,"Groundnut","gray",247734
"nga",162,"Groundnut","gray",461740
"idn",163,"Groundnut","gray",13667683
"idn",164,"Groundnut","gray",5083218
"idn",165,"Groundnut","gray",8857323
"mys",165,"Groundnut","gray",398
"idn",167,"Groundnut","gray",3827448
"png",167,"Groundnut","gray",4323
"ken",170,"Groundnut","gray",242887
"ken",171,"Groundnut","gray",172220
"moz",171,"Groundnut","gray",1766617
"mwi",171,"Groundnut","gray",2391398
"png",173,"Groundnut","gray",10725
"bra",174,"Groundnut","gray",16784
"idn",175,"Groundnut","gray",6482812
"tls",175,"Groundnut","gray",1522
"idn",178,"Groundnut","gray",48692
"png",178,"Groundnut","gray",5383
"eri",179,"Groundnut","gray",407
"ken",179,"Groundnut","gray",361256
"uga",179,"Groundnut","gray",1470
"per",180,"Groundnut","gray",1893479
"idn",181,"Groundnut","gray",27073
"png",181,"Groundnut","gray",4698
"ago",182,"Groundnut","gray",568168
"nam",182,"Groundnut","gray",38759
"ago",183,"Groundnut","gray",679635
"bdi",183,"Groundnut","gray",108221
"caf",183,"Groundnut","gray",622
"cmr",183,"Groundnut","gray",115781
"cod",183,"Groundnut","gray",187180
"cog",183,"Groundnut","gray",34878
"gab",183,"Groundnut","gray",991
"rwa",183,"Groundnut","gray",2966
"uga",183,"Groundnut","gray",4864
"zmb",183,"Groundnut","gray",16
"aus",184,"Groundnut","gray",426131
"bra",186,"Groundnut","gray",58629
"ago",188,"Groundnut","gray",135362
"cod",188,"Groundnut","gray",50
"moz",188,"Groundnut","gray",1097008
"mwi",188,"Groundnut","gray",26220838
"nam",188,"Groundnut","gray",71884
"tza",188,"Groundnut","gray",2886
"aus",189,"Groundnut","gray",7564075
"moz",190,"Groundnut","gray",476262
"bra",192,"Groundnut","gray",266144
"aus",193,"Groundnut","gray",1577
"nam",194,"Groundnut","gray",89048
"zaf",194,"Groundnut","gray",10397670
"bra",195,"Groundnut","gray",151539
"nam",196,"Groundnut","gray",236996
"ago",197,"Groundnut","gray",85858
"nam",197,"Groundnut","gray",352329
"moz",198,"Groundnut","gray",154034
"zaf",198,"Groundnut","gray",251874
"moz",199,"Groundnut","gray",279314
"zaf",199,"Groundnut","gray",2574252
"bol",200,"Groundnut","gray",26713
"per",200,"Groundnut","gray",336874
"arg",203,"Groundnut","gray",268505
"zaf",204,"Groundnut","gray",351028
"arg",205,"Groundnut","gray",257511
"arg",206,"Groundnut","gray",6469873
"bol",206,"Groundnut","gray",351973
"bra",206,"Groundnut","gray",1909903
"aus",208,"Groundnut","gray",666003
"arg",209,"Groundnut","gray",4006015
"arg",210,"Groundnut","gray",48048
"arg",212,"Groundnut","gray",599
"usa",219,"Groundnut","gray",532665
"usa",224,"Groundnut","gray",31053758
"usa",225,"Groundnut","gray",57301896
"usa",226,"Groundnut","gray",230423328
"mex",231,"Groundnut","gray",99451
"usa",231,"Groundnut","gray",242661
"usa",233,"Groundnut","gray",2009750
"ind",235,"Groundnut","gray",16648831
"rus",4,"Maize","gray",2648
"rus",6,"Maize","gray",3884
"can",7,"Maize","gray",5711
"rus",8,"Maize","gray",53
"rus",9,"Maize","gray",53346
"rus",13,"Maize","gray",10754
"rus",14,"Maize","gray",133107
"rus",17,"Maize","gray",1738439
"kaz",18,"Maize","gray",139
"rus",18,"Maize","gray",206519888
"can",19,"Maize","gray",2285108
"ltu",20,"Maize","gray",889794
"rus",20,"Maize","gray",1578557
"deu",21,"Maize","gray",2289917
"pol",21,"Maize","gray",15091
"rus",22,"Maize","gray",340889
"can",23,"Maize","gray",55175820
"usa",23,"Maize","gray",572963904
"blr",25,"Maize","gray",862708
"ltu",25,"Maize","gray",81339
"rus",25,"Maize","gray",106797
"can",27,"Maize","gray",1530984
"deu",28,"Maize","gray",125370656
"nld",28,"Maize","gray",207375
"cze",29,"Maize","gray",286646
"deu",29,"Maize","gray",2651410
"pol",29,"Maize","gray",329972416
"blr",30,"Maize","gray",1226668
"pol",30,"Maize","gray",147451696
"svk",30,"Maize","gray",292027
"ukr",30,"Maize","gray",1698946
"aut",31,"Maize","gray",481708
"cze",31,"Maize","gray",6972470
"deu",31,"Maize","gray",43764952
"pol",31,"Maize","gray",6579135
"aut",32,"Maize","gray",257933
"bel",32,"Maize","gray",1432284
"che",32,"Maize","gray",32188124
"deu",32,"Maize","gray",138769520
"fra",32,"Maize","gray",150764704
"lux",32,"Maize","gray",123150
"nld",32,"Maize","gray",5458467
"ltu",33,"Maize","gray",4035
"pol",33,"Maize","gray",6192138
"rus",33,"Maize","gray",318823
"blr",35,"Maize","gray",2544878
"ltu",35,"Maize","gray",2160571
"pol",35,"Maize","gray",206961
"rus",35,"Maize","gray",94737
"bel",36,"Maize","gray",10263914
"fra",36,"Maize","gray",15145253
"nld",36,"Maize","gray",693910
"chn",37,"Maize","gray",49849836
"rus",37,"Maize","gray",69095
"kaz",38,"Maize","gray",2512
"rus",38,"Maize","gray",16974702
"blr",39,"Maize","gray",5898612
"rus",39,"Maize","gray",12751229
"ukr",39,"Maize","gray",241633504
"can",40,"Maize","gray",5551794
"bel",41,"Maize","gray",59243
"esp",41,"Maize","gray",143762
"fra",41,"Maize","gray",583190912
"chn",42,"Maize","gray",526544192
"kaz",42,"Maize","gray",710542
"rus",42,"Maize","gray",8910
"chn",43,"Maize","gray",6125178880
"rus",43,"Maize","gray",9021596
"fra",44,"Maize","gray",503571520
"aze",45,"Maize","gray",1170
"geo",45,"Maize","gray",691541
"rus",45,"Maize","gray",57314656
"fra",46,"Maize","gray",229993072
"geo",47,"Maize","gray",58575
"mda",47,"Maize","gray",248563
"rus",47,"Maize","gray",19708912
"ukr",47,"Maize","gray",174364720
"rus",48,"Maize","gray",37369212
"mda",49,"Maize","gray",3527390
"pol",49,"Maize","gray",30397
"ukr",49,"Maize","gray",55358236
"ita",50,"Maize","gray",388498752
"jpn",51,"Maize","gray",117591
"afg",52,"Maize","gray",2904620
"irn",52,"Maize","gray",46562016
"tkm",52,"Maize","gray",10746
"rus",53,"Maize","gray",106151056
"ukr",53,"Maize","gray",36112736
"aut",54,"Maize","gray",123895824
"bgr",54,"Maize","gray",1113129
"bih",54,"Maize","gray",22418280
"che",54,"Maize","gray",648463
"cze",54,"Maize","gray",2962254
"deu",54,"Maize","gray",109991368
"hrv",54,"Maize","gray",205097568
"hun",54,"Maize","gray",251533728
"ita",54,"Maize","gray",3853862
"mda",54,"Maize","gray",2347389
"pol",54,"Maize","gray",264759
"rom",54,"Maize","gray",187694512
"scg",54,"Maize","gray",251656032
"svk",54,"Maize","gray",84882704
"svn",54,"Maize","gray",46709356
"ukr",54,"Maize","gray",33452028
"bgr",55,"Maize","gray",483489
"bih",55,"Maize","gray",12970986
"grc",55,"Maize","gray",185180256
"hrv",55,"Maize","gray",121500024
"ita",55,"Maize","gray",16196037
"mkd",55,"Maize","gray",15700680
"rom",55,"Maize","gray",4827446
"scg",55,"Maize","gray",36478340
"svn",55,"Maize","gray",6901826
"tur",55,"Maize","gray",11585883
"chn",56,"Maize","gray",17466558
"kaz",56,"Maize","gray",199116
"rus",56,"Maize","gray",84931440
"aut",57,"Maize","gray",12174
"che",57,"Maize","gray",721369
"fra",57,"Maize","gray",25272
"ita",57,"Maize","gray",1012353152
"afg",58,"Maize","gray",6222402
"kaz",58,"Maize","gray",328
"kgz",58,"Maize","gray",210495
"tjk",58,"Maize","gray",19493932
"ita",59,"Maize","gray",120861424
"esp",60,"Maize","gray",38743500
"fra",60,"Maize","gray",695103
"prt",60,"Maize","gray",48427060
"esp",61,"Maize","gray",1961334
"fra",61,"Maize","gray",24933500
"ita",61,"Maize","gray",178505
"che",62,"Maize","gray",4857082
"fra",62,"Maize","gray",236367216
"ita",62,"Maize","gray",100654
"esp",63,"Maize","gray",2192762
"fra",63,"Maize","gray",1765476
"ita",63,"Maize","gray",17603996
"esp",64,"Maize","gray",124675
"fra",64,"Maize","gray",621183360
"chn",66,"Maize","gray",3914075904
"esp",67,"Maize","gray",92624744
"fra",67,"Maize","gray",5300
"chn",68,"Maize","gray",107900176
"kaz",68,"Maize","gray",18018376
"kgz",68,"Maize","gray",2718832
"ita",69,"Maize","gray",49222056
"geo",70,"Maize","gray",10810715
"tur",70,"Maize","gray",334771776
"esp",71,"Maize","gray",49447108
"prt",71,"Maize","gray",63281276
"arm",72,"Maize","gray",10444077
"aze",72,"Maize","gray",893710
"geo",72,"Maize","gray",25088586
"irn",72,"Maize","gray",109401896
"rus",72,"Maize","gray",20675
"tur",72,"Maize","gray",424356
"esp",73,"Maize","gray",188077504
"fra",73,"Maize","gray",494176
"esp",74,"Maize","gray",132175736
"prt",74,"Maize","gray",46507712
"egy",75,"Maize","gray",29530318
"isr",75,"Maize","gray",8753046
"lbn",75,"Maize","gray",9042
"syr",75,"Maize","gray",10279078
"tur",75,"Maize","gray",258626688
"kaz",76,"Maize","gray",25658398
"kgz",76,"Maize","gray",15218177
"rus",76,"Maize","gray",607738
"tjk",76,"Maize","gray",8744536
"uzb",76,"Maize","gray",23709
"chn",77,"Maize","gray",6187681792
"chn",78,"Maize","gray",2862230016
"chn",79,"Maize","gray",5090795008
"egy",80,"Maize","gray",5441
"lby",80,"Maize","gray",1335143
"mar",80,"Maize","gray",127611
"esp",81,"Maize","gray",88513352
"prt",81,"Maize","gray",21508878
"irn",82,"Maize","gray",124420336
"esp",83,"Maize","gray",74096592
"irn",84,"Maize","gray",112661304
"irq",84,"Maize","gray",294328256
"syr",84,"Maize","gray",17647522
"tur",84,"Maize","gray",11206646
"chn",85,"Maize","gray",511212160
"kaz",85,"Maize","gray",820
"kgz",85,"Maize","gray",66294
"mar",86,"Maize","gray",40549056
"bdi",87,"Maize","gray",468924
"cod",87,"Maize","gray",15296
"egy",87,"Maize","gray",2954113280
"eri",87,"Maize","gray",1207390
"eth",87,"Maize","gray",36502872
"ken",87,"Maize","gray",12131059
"rwa",87,"Maize","gray",517665
"tza",87,"Maize","gray",12482340
"uga",87,"Maize","gray",4441895
"irn",88,"Maize","gray",37751284
"afg",89,"Maize","gray",2626347
"chn",89,"Maize","gray",220892
"ind",89,"Maize","gray",237473776
"pak",89,"Maize","gray",958526336
"afg",90,"Maize","gray",1300258
"irn",90,"Maize","gray",2294098
