# File: GCAMFAOSTAT_GDP.csv
# Title: FAO real and nominal GDP since 1970
# Units: 2015 million USD or nominal million USD
# Description:  Data is preprocessed and generated by gcamfaostat.
# Data source: FAOSTAT (main domain:MK FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-07-24
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
131,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Malaysia,17060.933412,20973.28195,22942.346989,25626.849734,27758.660737,27981.026511,31216.609651,33636.851622,35875.011473,39229.002146,42149.303455,45075.286284,47768.326791,50737.86794,54676.108259,54088.070933,54684.630539,57632.392527,62703.149178,68459.475914,74627.434004,81750.971397,89014.641644,97822.590015,106834.047906,117334.857477,129071.512058,138523.085694,128328.596682,136204.908045,148271.121295,149038.68429,157073.342345,166165.531637,177437.267015,186898.468977,197336.462643,209766.263982,219901.687175,216573.41197,232653.657302,244970.139139,258378.467489,270506.035805,286754.581234,301354.735818,314764.285548,333060.789245,349191.117182,364601.690974,344422.970018,355073.078122,385944.411339,403238.580414
132,22008,Gross Domestic Product,6110,Value US$,million USD,Maldives,42.386045,47.25062,55.149915,67.753492,85.78984,53.772587,49.094228,45.748942,53.448472,84.497036,93.121868,98.464068,125.127146,130.687388,150.598986,166.01298,185.197817,184.330462,219.962931,247.367072,280.692367,319.007692,371.832352,420.830313,464.686229,566.346256,639.310371,721.416106,766.653857,836.422024,886.230585,887.119092,913.325489,1052.121056,1226.829565,1163.362434,1575.200391,1868.38346,2271.646188,2345.294879,2588.176058,2774.350161,2886.163937,3295.00923,3697.353152,4129.50526,4409.942715,4816.426413,5404.344065,5726.094826,3712.604694,5254.366169,6170.638747,6962.801036
132,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Maldives,194.082892,204.189227,209.139269,212.439297,224.60815,206.664248,207.901759,231.2956,265.260718,293.54867,348.069046,389.018345,377.300289,438.635339,556.87158,629.185709,688.198262,749.216607,814.563244,889.938847,1034.567106,1113.74316,1183.418087,1256.260057,1339.658834,1434.670099,1547.415754,1677.366811,1803.080136,1914.432164,1988.057596,1909.65587,2048.457036,2330.120898,2465.649276,2188.925363,2705.63867,2898.372878,3158.641459,2900.966967,3099.261735,3364.952115,3444.49109,3684.339496,3971.758311,4129.50526,4400.906098,4711.369735,5119.751555,5493.408214,3685.591913,5074.588024,5780.294559,6197.920841
133,22008,Gross Domestic Product,6110,Value US$,million USD,Mali,320.361767,382.98262,433.311866,501.93462,471.052335,701.262417,830.514629,966.485827,1120.135002,1416.289764,1651.165522,1522.964934,1336.881878,1174.833086,1154.593402,1260.339167,1839.02615,2175.594835,2250.413782,2256.7316,2731.729199,3007.865238,3095.266279,3054.980094,2233.404802,2836.906028,3147.709238,2871.846026,3275.070827,3439.462962,2954.129672,3465.30596,3889.758004,4703.504354,5444.474173,6245.031183,6899.799659,8145.694928,9750.823479,10181.02197,10678.749002,12978.107173,12442.747022,13245.776666,14388.385464,13094.849232,14026.048334,15365.713059,17070.867578,17280.250805,17465.392779,19309.463506,18827.176532,20938.631078
133,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mali,591.953549,607.160813,642.64339,633.292185,623.610249,696.105246,790.938717,841.152625,828.842556,915.006352,875.424643,913.165003,970.060019,919.802755,926.061207,1004.765979,1166.727124,1139.227866,1142.072617,1227.604791,1257.190199,1441.460576,1415.61838,1479.432563,1585.222634,2175.370384,2614.895203,2914.755248,3104.572597,3514.862991,3680.178907,4219.738058,4554.363062,5144.256229,4827.743408,5328.309511,5995.075929,6492.837139,7112.63419,7948.118898,8812.00676,9494.927538,10559.84241,11300.560669,12180.730328,13094.849232,14260.887961,15220.397809,16251.209527,17272.349049,17388.288092,18014.475824,19313.579255,20279.258218
134,22008,Gross Domestic Product,6110,Value US$,million USD,Malta,260.947106,275.361011,307.133645,359.70141,391.408106,493.961028,549.45259,651.057742,826.019287,1042.095043,1301.15004,1294.188228,1284.784892,1213.238686,1146.710683,1163.352264,1493.522003,1822.665939,2101.807249,2204.999606,2651.144938,2862.298095,3145.10186,2819.606093,3120.706329,3720.426728,3822.726528,3793.632174,4010.754059,4121.468777,4069.409389,4088.275564,4470.609215,5448.282451,6097.657864,6405.530089,6804.193323,7975.537948,9090.713187,8695.780707,9027.012209,9626.120009,9462.367398,10547.969395,11610.37964,11087.007866,11660.055759,13484.552331,15404.370626,15992.365057,15252.6584,18087.174466,18100.97678,20142.606832
134,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Malta,1063.210036,1089.30108,1152.898,1200.698944,1321.205781,1579.634877,1848.442652,2073.659976,2305.104508,2546.927718,2726.478858,2816.773361,2881.121168,2863.477414,2890.461979,2965.188465,3080.391797,3207.011675,3476.857318,3761.233111,3997.866981,4247.993135,4447.263763,4646.534391,4909.114958,5220.475315,5417.670208,5702.475982,5994.762271,6277.71341,6702.755983,6624.012242,6793.921272,7070.74434,7080.615035,7320.173459,7503.945824,7862.2853,8163.064211,8070.568041,8517.96558,8557.67017,8910.131593,9397.788255,10115.132648,11087.007866,11461.872437,12707.798056,13650.172098,14613.729315,13433.238636,15085.193603,16128.492721,16685.248291
136,22008,Gross Domestic Product,6110,Value US$,million USD,Mauritania,456.966944,489.970157,572.598008,649.21295,823.252298,1070.329046,1199.376537,1228.397899,1208.718431,1506.021912,1857.430475,2005.587367,1846.362193,1876.782465,1632.620301,1530.480568,1798.589551,2038.126721,2143.768042,2187.302018,2288.60846,2453.893822,2486.334208,2124.027071,2250.783322,2370.8319,2398.385874,2330.794638,2032.34763,1985.922807,1779.520861,1746.063579,1777.057504,2051.147606,2437.301154,2936.811964,3919.577286,4346.212411,5206.437123,4714.59549,5628.878865,6764.627665,6728.208835,7223.071177,6581.015977,6166.86396,6398.747532,6800.135962,7473.550557,8066.118985,8405.498735,9996.240419,10997.168612,
136,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mauritania,1843.747753,1856.308704,1859.306204,1844.03323,2000.902377,2203.590448,2350.610668,2341.618169,2166.478548,2383.440426,2400.140781,2495.775294,2305.077221,2362.457929,2312.050688,2389.555767,2528.412456,2586.870122,2618.387802,2715.045527,2686.842729,2763.663784,2824.068286,3068.895938,3216.697544,3139.350317,3470.785816,3330.406933,3422.918236,3548.648126,3409.611176,3382.351544,3429.078188,3666.65397,3840.187824,4169.149346,4933.48778,4836.326549,4820.314478,4825.032404,4951.459326,5158.072994,5388.639537,5612.311897,5852.228313,6166.86396,6244.622516,6636.194423,6952.885147,7321.154259,7252.444044,7429.793008,7955.450863,8306.445355
137,22008,Gross Domestic Product,6110,Value US$,million USD,Mauritius,205.522143,231.154788,289.846577,363.168703,603.431827,606.530348,753.378074,881.363832,1086.538886,1296.031259,1211.119204,1222.460909,1153.991736,1166.697025,1113.489496,1151.550198,1565.443222,1959.005505,2214.048712,2264.069383,2735.082565,2929.774751,3412.657126,3451.922039,3769.173208,4272.660904,4673.767108,4425.877247,4407.170659,4535.540924,4869.255454,4817.388282,5055.09784,6073.442659,6869.358258,6775.278499,7028.810755,8150.150144,9990.356849,9128.843109,10003.67069,11518.41343,11668.696526,12292.974008,13074.130094,12007.291046,12594.155346,13713.505998,14735.674219,14436.347115,11401.040996,11476.433604,12898.307089,14511.435692
137,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mauritius,1271.514806,1328.371159,1435.077325,1604.842355,1733.601894,1755.425545,2143.886527,2284.260049,2371.765622,2455.169371,2208.148432,2338.039516,2466.563325,2476.02988,2594.256625,2772.648582,3042.760933,3352.001708,3579.060867,3742.281853,4009.861901,4175.357744,4434.549257,4657.73284,4855.147501,5069.59436,5329.931083,5639.511158,5982.008385,6138.122169,6641.62773,6863.980364,6980.458807,7388.077249,7708.000216,7845.069982,8226.757689,8697.91278,9166.483974,9470.350216,9884.881058,10287.932017,10647.610426,11153.584454,11580.184805,12007.291046,12471.26256,12961.956721,13478.990048,13868.694928,11844.226332,12246.856604,13311.198474,13924.179164
138,22008,Gross Domestic Product,6110,Value US$,million USD,Mexico,47470.239953,52357.52,60340.76879,73821.804,96133.599032,117540,118702.956404,109419.598165,137121.234643,179652.845133,248867.932829,319391.66865,221968.664068,190227.074304,224385.975489,235744.706418,165403.016998,179228.368522,219484.108741,267224.144897,314837.944381,376845.524329,435758.502137,530160.820062,553618.302577,380157.469555,432157.92133,523449.530464,557461.117666,631249.392821,742061.303484,796064.619274,810666.088417,765549.955877,819459.251578,917571.881595,1020265.089085,1102355.588596,1161553.494503,943437.415025,1105424.20957,1229013.703417,1255110.39305,1327436.324927,1364507.717614,1213294.493236,1112233.477589,1190721.496877,1256300.20464,1305211.113238,1120832.39508,1313069.742396,1463323.889037,1809417.993602
138,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mexico,291570.191068,303732.79129,329513.18,357222.203649,379051.210871,400320.075881,417288.742085,431655.02763,467265.764274,510042.842715,552499.389833,601086.36277,596836.269535,571197.031472,591757.688722,608162.806355,585332.861856,596195.158821,603620.400201,628962.154235,660839.883366,688742.200109,713734.304533,737325.977213,769725.023711,724231.968585,769266.864348,824645.433152,875650.404208,899774.838981,945027.071047,940766.46125,938540.720623,949667.54207,983527.378068,1004311.742117,1052569.057184,1074440.010008,1084575.544971,1016298.796927,1066822.410487,1103564.254993,1142776.218844,1152513.832825,1181370.053537,1213294.493236,1234800.056091,1257912.16107,1282719.221557,1279495.289518,1169144.505201,1236244.144123,1285063.425362,1308413.027798
140,22008,Gross Domestic Product,6110,Value US$,million USD,Monaco,284.114525,317.65239,389.44139,506.065755,546.49149,690.613533,712.572704,785.229681,969.743582,1175.054315,1342.200433,1178.080461,1119.363398,1071.550223,1015.680077,1058.638847,1476.521717,1787.826153,1949.867581,1962.019601,2428.955095,2429.120383,2682.088163,2531.820765,2667.877461,3064.085414,3073.211085,2780.626557,2876.820238,2856.637184,2607.153342,2634.339955,2859.987288,3522.288922,4049.413357,4202.975924,4582.712172,5868.093275,6476.75815,5452.402869,5362.349544,6080.728935,5743.13411,6553.688632,7059.916441,6259.130741,6461.253351,6431.274938,7182.447233,7383.941919,6739.64236,8626.079903,8772.072494,9617.246662
140,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Monaco,1756.71979,1850.11959,1933.585405,2056.263292,2144.701512,2124.11485,2216.657414,2293.449341,2384.695227,2469.351649,2508.33642,2535.151034,2598.666621,2630.912563,2670.737255,2714.077481,2777.512973,2848.670086,2983.786559,3113.398101,3204.431843,3238.019923,3289.806958,3269.125048,3346.222204,3416.716907,3464.994902,3545.947456,3673.199434,3798.873318,3947.92854,4026.244443,4071.963717,4105.482524,4221.657537,4291.872989,4541.796683,5196.075185,5225.715893,4605.762753,4700.881888,5030.994642,5081.919273,5568.507491,5968.811011,6259.130741,6444.657923,6248.474706,6609.658215,7077.850751,6156.944972,7503.306978,8335.935918,8539.158937
141,22008,Gross Domestic Product,6110,Value US$,million USD,Mongolia,202.12273,222.321668,240.301927,276.045127,313.582987,364.939869,400.055195,457.992987,527.068298,595.137575,690.705951,819.390667,942.49603,1036.141236,1137.008806,1239.580963,1383.744976,1468.185739,1597.567923,1729.600288,1749.191976,1651.136154,1532.4442,1519.057333,1584.610498,1720.998478,1642.310022,1468.179932,1354.162067,1261.411054,1318.230619,1470.24037,1619.300885,1849.734484,2309.762218,2925.959124,3958.584962,4910.467662,6520.09735,5314.958099,7189.48318,10409.826296,12292.756228,12582.094621,12226.539816,11619.902291,11181.350649,11480.847571,13178.09472,14206.359016,13312.981418,15286.44174,17146.4717,
141,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mongolia,1313.365155,1374.918125,1424.535462,1551.409573,1616.879213,1722.165234,1789.398304,1928.709233,2073.737386,2162.168734,2301.479664,2494.255874,2702.053139,2858.561911,3027.613391,3199.557061,3501.157609,3625.166518,3810.227382,3969.508328,3869.619491,3533.21239,3206.161797,3104.565213,3170.828515,3373.014077,3448.404107,3582.778539,3702.44107,3816.119674,3859.854776,3973.825115,4161.905402,4453.431667,4926.626861,5283.987891,5736.098302,6323.934594,6886.788042,6799.422322,7232.225443,8482.74808,9527.784453,10637.681574,11476.449872,11619.902291,11793.013793,12457.771403,13422.610926,14174.578371,13528.536231,13749.96721,14441.963153,15091.851495
142,22008,Gross Domestic Product,6110,Value US$,million USD,Montserrat,7.791209,8.998845,10.425107,11.608323,12.707728,14.384632,12.595102,13.880976,15.875462,19.204794,28.314703,33.294153,36.825668,39.10461,41.710103,43.602254,46.271959,50.057624,56.661724,63.687848,75.416273,64.346946,67.354529,67.147859,73.12222,68.847081,54.922701000000004,44.00647,39.293374,37.029422,35.940741,35.933333,39.833333,41.3,44.088889,48.874074,51.607407,54.07037,57.403704,59.403704,55.511111,63.7,63.440741,59.485185,58.955556,61.381481,62.837037,59.666667,62.092593,67.288889,66.848148,70.544444,72.262963,74.741126
142,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Montserrat,64.637457,66.147337,67.286201,69.141696,71.839053,75.203617,74.242549,73.28148,79.215494,86.988819,94.543006,98.409809,103.562508,97.419040999999993,100.558085,106.499866,109.311272,113.27147,123.671156,127.623503,136.361437,126.816551,127.062312,123.819274,131.099554,119.528449,88.203792000000007,68.699479,56.723771,52.49174,51.164685,51.003282,52.177487,52.431697,54.90923,56.628169,56.224662,56.470802,58.859563,59.767454,55.643612,58.97658,59.081492,59.706928,60.671309,61.381481,62.192531,59.840085,62.228846,65.90883,74.87879,78.982456,80.971745,81.631085
143,22008,Gross Domestic Product,6110,Value US$,million USD,Morocco,4644.86741,4970.74725,5969.547339,7327.133333,9011.698026,10548.745501,11253.900173,12973.193373,15540.255107,18681.228372,22097.089255,17939.504561,18109.357741,16368.176855,14970.417673,15111.218363,19896.93957,21958.663937,25922.784141,26824.56871,30319.69728,32682.604987,33403.91896,31467.877345,35636.256682,38727.70238,43017.354444,39231.483632,42052.867952,41750.594418,38900.804386,39639.357708,42468.910881,52351.22275,59838.117182,62544.742028,68971.576353,79040.973268,93556.987918,95018.20823,96427.66057,106052.306896,103970.869263,114310.543633,119130.845829,110413.820681,111572.946647,118540.574728,127341.141871,128920.265076,121353.64094,141817.796703,130912.555699,141398.575352
143,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Morocco,15811.998522,16457.552983,17103.107445,17715.975604,18704.736235,20118.418791,22292.057864,23640.367815,24171.52022,25331.883936,26402.360322,25671.832064,28141.373932,27984.577623,29196.185466,31042.10565,33557.973701,32724.102421,36173.621221,37071.636446,38511.311648,41187.53956,39526.924105,39126.701525,43179.45849,40338.487546,45266.738084,44258.252732,47655.030955,47907.324848,48670.281416,52345.837702,54081.64448,57497.964141,60258.939568,62053.759561,66869.03956,68678.394378,73572.13672,81078.978089,85253.215095,91629.111765,94798.882762,100593.420896,105816.533577,110413.820681,114510.899618,121469.541205,125117.130166,129943.283111,121600.880189,131541.540132,136386.501073,140434.452425
144,22008,Gross Domestic Product,6110,Value US$,million USD,Mozambique,4027.052622,4483.334286,5019.30413,5910.38364,6180.776798,6399.337058,5827.541942,5898.603031,6163.7345,6480.333467,6379.055316,6146.681424,6454.369807,6000.750361,6805.07804,9020.655957,10945.471991,3928.845303,3387.349438,3704.063519,4114.518243,3854.857811,2798.696343,2883.162141,2958.108014,3061.64606,4030.128291,4873.663631,5551.117994,6285.219852,5930.665744,5650.154112,5950.769512,6583.526722,7937.255743,8868.5049,9509.835476,10811.455817,12920.340714,12263.894807,11411.894791,14619.280023,16688.113861,17198.073006,17978.246756,16208.98571,12069.051289000001,13264.640664,15017.35884,15512.759091,14235.420505,16168.056389,18406.835858,20814.792539
144,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Mozambique,1958.390914,2104.956996,2207.695299,2309.516496,2454.083333,2505.207884,2645.945979,2641.184806,2669.544374,2751.628924,2867.965862,2904.734655,2794.428276,2426.740345,2500.277931,2279.665172,2316.433965,2455.614721,2597.779595,2799.553977,2861.192686,3037.102915,2806.992341,3114.089513,3314.6426,3385.008941,3747.066485,4189.780364,4624.2284309999995,5170.672881,5210.292385,5879.902595,6448.40129,6913.827607,7481.086763,7953.294739,8741.520135,9410.18995,10057.425584,10653.727518,11365.367682,12176.179653,13149.604721,14013.719673,15093.136024,16208.98571,16970.320189,17418.032427,18025.039938,18442.825647999998,18217.911161,18651.029698,19464.182762,20437.586542
145,22008,Gross Domestic Product,6110,Value US$,million USD,Micronesia (Federated States of),21.089254,23.10129,26.619824,36.928568,48.884465,48.909927,49.645931,50.168092,56.903692,63.917856,68.070677,81.1,84.9,89.2,89.8,108.1,119,124.2,137.3,144.5,157.9,175.9,189.1,206.6,213.7,221.853824,218.71907,206.731873,219.578627,220.570491,233.186891,239.906225,241.473786,244.921665,240.564,250.644,253.372,256.787151,263.145105,280.284568,296.944122,311.301557,327.248655,317.21435,319.271156,316.489947,332.265162,366.666809,401.932279,412,408,404.0289,427.094119,460.413518
145,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Micronesia (Federated States of),102.587473,104.948601,106.068313,142.057299,163.830817,163.952523,164.536723,168.528737,178.03411,181.807052,168.723468,185.129675,180.277307,183.756653,176.493674,205.704571,222.118453,226.540576,239.912552,241.954946,251.699364,266.595566,277.374054,296.201593,299.988687,312.719449,302.93316600000003,284.488903,293.079506,297.206193,310.945423,316.118868,318.092062,323.934527,314.834,321.320079,320.266549,314.678322,307.099215,310.456208,317.470574,327.593299,321.477818,309.648121,302.50832,316.489947,319.338948,327.904191,328.598228,332.458573,326.589299,316.177021,314.218068,323.141861
146,22008,Gross Domestic Product,6110,Value US$,million USD,Republic of Moldova,1846.9377326164104,1941.387087767087,2198.0120492523065,2632.587820323521,2627.5409718400247,2923.189557259647,2934.0927110030307,3146.6777766388864,3580.154900628822,3842.1330250939927,4005.864150836824,3864.49887222723,4090.7080908380103,4231.760282667254,3998.3062314877875,3895.408013535341,3627.484841178491,3411.1801085182133,3340.048898112934,3332.6599116689626,8135.354805255351,4065.35808,2950.183683,2984.805186,2105.959714,2120.549043,2032.467727,2314.646036,2038.497959,1406.269475,1546.243281,1777.301207,1994.845703,2377.045542,3117.982423,3586.531476,4090.547267,5282.149587,7266.815625,6528.290074,6974.982393,8414.351672,8709.138748,9496.717702,9402.090103,7797.667138,7980.917249,9514.404073,11252.353608,11736.797145,11530.746094,13691.86913,14510.490971,17074.130636
146,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Republic of Moldova,3197.187230215316,3363.718886567532,3458.5647305775033,3725.4565242059,3904.119625718107,4006.68548029386,4253.725818186612,4473.194689807555,4701.486430626788,4859.195217770841,5097.412686460365,5367.613056040589,5777.876474328794,6046.9739852616995,6291.808605849942,6380.037297961196,6478.19171792793,6612.740473389447,6956.832372611489,7429.958734033774,19415.874113333903,9374.439011,6651.344582,6573.584312,4541.087928,4478.634429,4215.422216,4284.85679,4004.534013,3869.651547,3951.213011,4193.87376,4521.399986,4820.868649,5175.84266,5564.103043,5830.326025,6005.144222,6475.802612,6087.928748,6519.810722,6899.144121,6858.457525,7478.727204,7852.635588,7797.667138,8156.359827,8498.92694,8847.382944,9165.88873,8405.119966,9573.431641,9004.000404,9185.160893
147,22008,Gross Domestic Product,6110,Value US$,million USD,Namibia,605.128249,676.103456,677.27358,858.521041,1048.790564,1118.543627,1073.800791,1193.853054,1375.59884,1699.547925,2421.991155,2249.908725,2118.710574,2297.400688,1951.259377,1608.237351,1809.048791,2300.06784,2495.095295,2535.135314,2789.922033,2996.869295,3429.521483,3251.189247,3666.503185,3978.514201,3989.163051,4154.99025,3873.109745,3868.551624,3922.231971,3557.341283,3349.169934,4926.439269,6609.2065,7268.650396,7996.522078,8850.862287,8597.552819,8990.690955,11445.50887,12590.438422,13016.322639,12161.829864,12424.237734,11335.161229,10722.018975,12887.501052,13682.019173,12541.676014,10583.748296,12446.290794,12607.437013,12128.498978
147,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Namibia,2450.13924,2578.640896,2629.672655,2733.273273,2928.177699,2993.965628,3037.926721,3039.156402,3126.156328,3244.820537,3477.739207,3511.523687,3497.544636,3433.768646,3425.634339,3441.535149,3605.60241,3733.737196,3764.09804,3834.060388,3912.561239,4232.045826,4536.302098,4464.649427,4541.882485,4718.97113,4869.568801,5075.069492,5242.119743,5418.741357,5607.97374,5674.032796,5945.743006,6197.830278,6958.276045,7134.269119,7638.88848,8049.405722,8262.699841,8287.155032,8787.637,9235.045312,9702.493946,10247.261777,10871.578162,11335.161229,11338.991889,11222.512001,11341.464281,11246.291853,10335.184286,10699.465177,11187.391527,11498.401011
148,22008,Gross Domestic Product,6110,Value US$,million USD,Nauru,15.348249,16.836297,19.837442,25.687472,33.416569,33.584876,34.116149,34.151781,37.011986,38.188129000000004,41.90687,44.687771,42.460541,40.728537,40.088939,33.043153,33.338727,37.08001,43.08227,45.583799,49.240679,45.542527,42.651895,36.808648,36.687951,34.855303,33.747506,30.924695,23.998442,24.577402,21.716446,19.036854,19.063036,24.101093,27.622674,26.293013,25.392074,23.111569,41.545798,54.243181,59.277212,87.909825,120.53758500000001,118.178364,132.826895,104.353153,118.168204,128.743386,138.20362,133.16803,135.650886,155.015921,147.95222,151.927214
148,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Nauru,176.374169,181.486176,186.746348,192.158982,197.728493,203.459431,197.728493,192.158982,186.746348,181.486176,176.374169,171.406155,166.578077,161.885994,157.326075,152.894597,148.587943,144.402596,140.33514,136.382253,132.54071,107.366281,89.908183,75.417313,72.501607,66.75695,58.839951,53.57158,47.256592,44.152675,41.12546,38.344949,34.521461,34.61973,33.125944,29.126375,23.369033,23.45395,45.871918,37.541605,40.791914,46.319584,51.732475,56.950133,76.435896,104.353153,107.283796,110.502309,104.424682,110.376889,111.480658,112.261023,113.944938,115.106037
149,22008,Gross Domestic Product,6110,Value US$,million USD,Nepal,1040.760767,1060.93933,1230.799317,1144.162554,1457.682046,1616.818498,1493.848444,1484.057785,1749.146233,1987.385688,2089.013873,2374.579869,2511.868658,2491.862427,2569.210292,2740.969753,2818.322676,3142.208817,3545.091543,3524.780268,3780.186252,3468.572521,3756.77067,3787.172382,4330.701346,4534.418924,4713.497173,5191.233802,4895.254796,5380.887241,5730.380115,5890.90618,5979.106917,6640.050345,7583.936379,8712.956962,9612.268933,11874.967348,12840.249548,14179.393341,18364.611126,21064.871167,20639.060736,20961.661967,22430.489214,23667.157889,24288.431487,29443.014181,31731.890061,34268.254394,32858.992752,36844.15354,39406.692875,42015.073123
149,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Nepal,3571.794434,3529.159539,3639.112689,3621.72214,3851.165194,3907.26374,4079.154107,4202.236098,4387.330663,4491.313724,4387.094873,4753.039797,4932.711209,4785.814503,5249.140389,5571.700089,5826.08449,5924.872227,6381.018021,6657.169212,6965.731391,7409.199825,7713.576083,8010.298085,8668.683664,8969.352392,9448.109076,9945.11736,10237.756821,10696.78868,11350.940794,11989.828677,12165.915056,12816.259533,13597.140253,14259.763738,14938.121595,15655.857179,16835.382703,17835.632059,18946.52531,19814.8574,20740.250076,21471.37566,22762.123723,23667.157889,23769.663596,25903.532699,27877.997386,29733.851282,29029.271596,30433.75125,32142.056495,33555.021298
150,22008,Gross Domestic Product,6110,Value US$,million USD,Netherlands (Kingdom of the),38165.079668,44579.637546,54706.2717,72268.379711,85467.497092,100644.061199,109808.656392,128274.40098,156893.580663,179673.484658,195159.012521,164138.218696,158481.135134,153440.080233,143909.00542,143847.196331,200866.996689,245040.290586,261900.459753,258323.626722,318327.698511,327493.478838,362982.325157,353546.671494,379140.468744,452286.986033,450474.537512,416790.29319,438018.541028,446885.585791,416442.466339,431209.56412,471635.418513,578770.006048,657200.151484,685075.610605,733303.295424,847438.025012,948032.773654,868024.955021,846554.894931,904085.980796,838971.306991,876923.51885,890981.311078,765264.949781,783528.181705,833869.641687,914043.43818,910194.347569,909793.466661,1029678.338329,1008027.491155,1107418.950689
150,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Netherlands (Kingdom of the),274300.169167,286179.501733,293352.67416,310320.979118,323528.001796,323926.005009,339434.458484,345955.938626,354019.301447,361177.282912,372919.171438,369996.93354,365406.171544,372969.926047,384389.068077,394306.9972,405296.238005,413123.515602,427340.000103,446229.509848,464895.857961,476234.84574,484359.777822,490451.166041,504973.838405,520708.714685,538926.969811,562257.406145,588480.625795,618105.023861,644038.500924,659024.987583,660456.874865,661484.848899,674614.964058,688450.481178,712277.676286,739150.791322,755192.764635,727500.722453,737268.777088,748705.473709,740990.805197,740027.026167,750559.833363,765264.949781,782037.366674,804801.712034,823802.397137,839912.581384,807272.873632,857258.056409,894368.057444,903615.823199
151,22008,Gross Domestic Product,6110,Value US$,million USD,Netherlands Antilles (former),224.21856,244.050294,278.185902,312.899699,394.215577,467.922953,523.560134,591.0856,719.479094,851.676838,943.448968,1086.494839,1161.801257,1155.98983,1167.612684,1189.889823,1543.781557,1613.760832,1673.085823,1878.236153,1980.288633,2076.591133,2176.850436,2319.904085,2492.785944,2571.313266,2691.843575,2777.219433,2807.531166,2788.48048,2856.513684,2899.046085,2934.006155,3019.647712,3103.576389,3052.592078,3215.403913,3400.407677,3686.741319,3726.170738,3845.288682,3869.893299,4008.770465,,,,,,,,,,,
151,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Netherlands Antilles (former),1463.090658,1557.529072,1630.824558,1697.072401,1790.101286,1836.615729,1952.197072,2664.009001,2843.01913,2979.743401,3237.68713,3275.801415,3215.074186,3197.566962,3139.028462,3073.108763,2904.08771,2938.936719,2983.020869,3215.696587,3263.932092,3322.682769,3428.974061,3585.786052,3781.174563,3840.856341,3894.218436,3941.817149,3819.078791,3750.014565,3674.452109,3726.235939,3741.140883,3804.740278,3850.397161,3892.75153,3982.284815,4133.611638,4216.283871,4207.851303,4196.651945,4203.416697,4213.833861,,,,,,,,,,,
153,22008,Gross Domestic Product,6110,Value US$,million USD,New Caledonia,378.313611,436.828282,509.395018,544.464888,643.7214,816.652157,798.313553,837.620087,846.004702,1047.225696,1182.463925,974.628708,904.599891,823.857891,796.06618,854.820851,1201.321571,1488.093158,2072.775434,2185.082976,2529.440437,2653.780639,2923.883445,2822.331246,3038.728409,3628.440671,3606.968487,3543.106585,3556.304647,3646.46402,3411.540287,3294.852702,3722.48052,4904.335297,5884.445336,6236.147012,6972.959602,8808.266121,9031.073513,8669.544317,9355.22239,10337.902024,9659.70442,10148.497701,10620.889854,8734.689592,8722.650866,9173.26293,9896.402295,9475.655342,9454.629451,10071.349707,9623.318699,10303.932003
