sector,fuel,technology,supplysector,subsector,stub.technology,EPA_agg_sector,EPA_agg_fuel,EPA_agg_fuel_ghg,EDGAR_agg_sector,RCP_agg_sector,BCOC_agg_sector,BCOC_agg_fuel,MAC_type1,sector_driver
Freight,Truck,refined liquids,trn_freight_road,Truck (6-30t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (6-30t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_2W,refined liquids,trn_pass_road_LDV_2W,Moped,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Large Car and SUV,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Large Car and SUV,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Large Car and SUV,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (6-15t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (6-15t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (>15t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (>15t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Van,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Van,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Van,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-4.5t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-4.5t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (4.5-15t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (4.5-15t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,Bus,refined liquids,trn_pass_road_bus,Light Bus,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,Bus,gas,trn_pass_road_bus,Light Bus,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,Bus,refined liquids,trn_pass_road_bus,Heavy Bus,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,Bus,gas,trn_pass_road_bus,Heavy Bus,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Rail,coal,trn_freight,Freight Rail,Coal,trn_rail,all,coal,trn_rail,tra,trn_rail,coal,,
Freight,Truck,refined liquids,trn_freight_road,3W Rural,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,3W Rural,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-6t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-6t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (6-14t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (6-14t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (>14t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (>14t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-3.5t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-3.5t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (3.5-16t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (3.5-16t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (16-32t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (16-32t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (>32t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (>32t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_2W,refined liquids,trn_pass_road_LDV_2W,Scooter,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,refined liquids,trn_freight_road,Truck,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-2.7t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-2.7t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (2.7-4.5t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (2.7-4.5t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (4.5-12t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (4.5-12t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (>12t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (>12t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
