# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2025,40,2006,1795,569042,4926,78,21520,753,666,79,118920,30943
2025,40,2007,1913,606377,5250,83,22932,802,709,85,124264,32973
2025,40,2008,1617,326721,2579,70,18125,678,600,71,91690,27878
2025,40,2009,1364,275496,2175,59,15284,572,506,60,75438,23507
2025,40,2010,643,129831,1025,28,7204,269,238,28,34739,11081
2025,40,2011,870,175603,1386,38,9746,365,322,38,41115,14991
2025,40,2012,1324,267275,2110,58,14838,555,491,59,60914,22821
2025,40,2013,1336,269606,2128,58,14970,560,495,59,59710,23026
2025,40,2014,1662,335527,2648,72,18631,697,616,73,72349,28656
2025,40,2015,1881,379612,2996,82,21079,788,697,83,79369,32421
2025,40,2016,2122,428204,3380,92,23777,889,787,94,82959,36571
2025,40,2017,2413,486931,3843,105,27038,1011,894,107,91372,41586
2025,40,2018,3540,714404,5639,154,39669,1483,1312,156,128659,61014
2025,40,2019,4056,818591,6461,177,45454,1700,1504,179,142142,69912
2025,40,2020,4737,956056,7546,206,53087,1985,1756,209,158710,81652
2025,40,2021,5617,1133630,8947,245,62947,2354,2082,248,180023,96818
2025,40,2022,6756,1363623,10763,294,75718,2832,2505,299,205020,116460
2025,40,2023,8777,1771518,13982,383,98367,3679,3254,388,251180,151297
2025,40,2024,11986,2419062,19093,522,134324,5023,4444,530,318936,206600
2025,40,2025,22655,4572489,36089,987,253898,9495,8399,1001,536998,390513
2025,41,1995,752,812406,7317,107,32206,733,649,78,317360,32259
2025,41,1996,94,101027,910,11,4005,91,81,10,37560,4012
2025,41,1997,111,120346,1084,13,4771,109,96,12,41532,4779
2025,41,1998,145,157019,1414,16,6225,142,125,16,45209,6235
2025,41,1999,213,230506,2076,24,9138,208,184,23,61000,9153
2025,41,2000,309,333282,3002,35,13212,301,266,34,83290,13234
2025,41,2001,415,429592,3975,47,17594,395,349,46,106860,17805
2025,41,2002,532,550226,5092,60,22534,506,448,59,131367,22805
2025,41,2003,701,725120,6710,79,29697,667,590,77,166693,30053
2025,41,2004,671,506094,4522,76,23305,638,565,74,145543,28770
2025,41,2005,847,638978,5710,96,29425,806,713,93,180384,36324
2025,41,2006,2405,734477,6507,110,33798,926,820,107,147956,41753
2025,41,2007,2562,782665,6934,117,36015,987,873,114,154647,44492
2025,41,2008,2166,423332,3426,99,28467,835,738,97,113427,37618
2025,41,2009,1827,356960,2889,84,24004,704,623,81,93341,31720
2025,41,2010,861,168107,1360,39,11315,332,293,38,42983,14952
2025,41,2011,1165,227218,1838,53,15307,449,397,52,49791,20228
2025,41,2012,1773,345598,2795,81,23303,683,604,79,73805,30794
2025,41,2013,1789,348372,2817,82,23512,689,609,80,72386,31070
2025,41,2014,2227,433553,3506,102,29261,857,758,99,87770,38667
2025,41,2015,2519,490517,3967,115,33105,970,858,112,96365,43747
2025,41,2016,2842,553306,4475,130,37343,1094,968,127,100402,49347
2025,41,2017,3232,629190,5088,148,42464,1244,1100,144,110707,56115
2025,41,2018,4741,923121,7465,217,62302,1825,1615,211,156320,82329
2025,41,2019,5433,1057746,8554,249,71388,2091,1850,242,172925,94336
2025,41,2020,6345,1235373,9991,290,83376,2443,2161,283,193618,110178
2025,41,2021,7524,1464824,11846,344,98862,2896,2562,335,219978,130642
2025,41,2022,9050,1762012,14250,414,118919,3484,3082,403,251291,157147
2025,41,2023,11757,2289074,18512,538,154491,4526,4004,524,308569,204154
2025,41,2024,16055,3125800,25279,735,210962,6180,5467,715,392985,278778
2025,41,2025,30346,5908365,47782,1389,398758,11682,10334,1352,665143,526944
2025,42,1995,348,383168,3470,50,13650,338,299,36,160246,14893
2025,42,1996,43,47649,432,5,1697,42,37,5,18678,1852
2025,42,1997,52,56760,514,6,2022,50,44,5,20563,2206
2025,42,1998,67,74057,671,8,2638,65,58,7,21655,2878
2025,42,1999,99,108717,985,11,3873,96,85,11,28993,4226
2025,42,2000,143,157191,1424,16,5600,139,123,16,39590,6110
2025,42,2001,192,205186,1835,22,7422,197,174,21,50510,8220
2025,42,2002,246,262805,2351,28,9506,252,223,27,62082,10528
2025,42,2003,324,346340,3098,37,12527,332,294,36,78764,13874
2025,42,2004,310,241613,2084,35,9829,318,281,34,68861,13282
2025,42,2005,392,305053,2631,45,12410,402,355,43,85340,16770
2025,42,2006,1112,350645,3009,51,14257,462,408,50,69795,19276
2025,42,2007,1185,373650,3207,55,15193,492,435,53,72950,20540
2025,42,2008,1002,201742,1581,46,12010,416,368,45,53617,17367
2025,42,2009,845,170112,1333,39,10127,351,310,38,44124,14644
2025,42,2010,398,80141,628,18,4773,165,146,18,20322,6903
2025,42,2011,539,108358,849,25,6458,224,198,24,23509,9338
2025,42,2012,820,164870,1292,38,9831,340,301,37,34854,14217
2025,42,2013,827,166251,1302,38,9919,343,304,37,34191,14344
2025,42,2014,1030,206901,1621,47,12345,427,378,46,41462,17851
2025,42,2015,1165,234086,1834,54,13967,484,428,52,45528,20197
2025,42,2016,1314,264050,2069,61,15754,545,482,59,47329,22782
2025,42,2017,1494,300264,2352,69,17915,620,549,67,52200,25906
2025,42,2018,2193,440535,3451,101,26284,910,805,98,73656,38008
2025,42,2019,2512,504781,3955,116,30117,1043,922,112,81509,43552
2025,42,2020,2934,589547,4619,135,35175,1218,1077,131,91225,50865
2025,42,2021,3479,699047,5477,160,41708,1444,1277,155,103699,60313
2025,42,2022,4185,840873,6588,193,50170,1737,1536,186,118451,72549
2025,42,2023,5437,1092398,8558,250,65177,2256,1996,242,145575,94250
2025,42,2024,7424,1491704,11686,342,89002,3081,2726,331,185608,128701
2025,42,2025,14033,2819607,22090,646,168230,5824,5152,625,314760,243270
2025,44,1995,467,531267,5455,86,17765,479,424,52,196672,21267
2025,44,1996,58,66066,678,8,2209,60,53,7,22642,2645
2025,44,1997,69,78699,808,10,2632,71,63,8,25010,3150
2025,44,1998,90,102682,1054,13,3434,93,82,10,26497,4110
2025,44,1999,133,150738,1548,19,5040,136,120,15,35645,6034
2025,44,2000,192,217947,2238,28,7288,197,174,22,48904,8725
2025,44,2001,258,269081,3325,38,9583,262,231,30,65067,11738
2025,44,2002,330,344642,4259,48,12274,335,296,39,80384,15034
2025,44,2003,436,454189,5613,63,16176,442,391,51,102483,19813
2025,44,2004,417,316869,3772,61,12692,423,374,49,87152,18967
2025,44,2005,526,400069,4763,77,16025,534,472,61,108224,23947
2025,44,2006,1494,459862,5455,88,18410,613,543,71,89059,27526
2025,44,2007,1592,490032,5813,94,19618,654,578,75,93372,29332
2025,44,2008,1346,264560,2850,79,15506,553,489,64,65269,24800
2025,44,2009,1135,223081,2403,67,13075,466,412,54,53867,20912
2025,44,2010,535,105090,1132,32,6163,220,194,25,24878,9857
2025,44,2011,724,142086,1531,43,8338,297,263,34,28747,13336
2025,44,2012,1102,216178,2330,65,12693,452,400,52,42791,20302
2025,44,2013,1112,217979,2350,65,12807,456,404,53,42160,20483
2025,44,2014,1384,271277,2925,81,15938,568,502,65,51336,25492
2025,44,2015,1565,306920,3309,92,18032,642,568,74,56645,28841
2025,44,2016,1766,346208,3732,104,20341,725,641,83,59145,32533
2025,44,2017,2008,393689,4244,118,23130,824,729,95,65603,36995
2025,44,2018,2946,577603,6227,173,33936,1209,1069,139,93184,54277
2025,44,2019,3375,661839,7135,199,38885,1385,1225,160,103832,62193
2025,44,2020,3942,772982,8333,232,45414,1618,1431,186,117138,72637
2025,44,2021,4675,916551,9881,275,53849,1918,1697,221,134354,86128
2025,44,2022,5623,1102504,11886,331,64775,2308,2041,266,155126,103602
2025,44,2023,7305,1432290,15441,430,84150,2998,2652,345,193105,134592
2025,44,2024,9975,1955835,21086,587,114910,4094,3621,472,250330,183790
2025,44,2025,18855,3696905,39856,1110,217202,7738,6845,892,436598,347398
2025,45,1995,908,1017046,9733,145,32264,903,799,97,488670,39843
2025,45,1996,113,126475,1210,14,4012,112,99,12,57013,4955
2025,45,1997,134,150660,1442,17,4779,134,118,15,62450,5902
2025,45,1998,175,196571,1881,22,6236,175,154,19,63126,7701
2025,45,1999,258,288569,2762,33,9154,256,227,29,83691,11305
2025,45,2000,372,417234,3993,47,13236,370,328,42,114329,16345
2025,45,2001,501,545686,5154,64,17535,527,466,57,146011,21991
2025,45,2002,642,698919,6601,82,22459,675,597,72,179525,28166
2025,45,2003,845,921076,8699,108,29597,889,786,95,227838,37118
2025,45,2004,809,642242,5839,103,23217,851,753,91,199595,35534
2025,45,2005,1022,810873,7373,130,29313,1075,951,115,247411,44864
2025,45,2006,2900,932063,8463,149,33686,1235,1093,133,213065,51569
2025,45,2007,3091,993215,9018,159,35896,1316,1164,141,222609,54952
2025,45,2008,2613,535372,4423,135,28375,1113,984,119,164987,46461
2025,45,2009,2203,451433,3730,113,23926,938,830,101,135734,39177
2025,45,2010,1039,212751,1758,53,11278,442,391,47,62502,18467
2025,45,2011,1405,287767,2378,72,15258,598,529,64,74159,24983
2025,45,2012,2139,438007,3619,110,23228,911,806,98,109854,38034
2025,45,2013,2158,441840,3651,111,23436,919,813,99,107662,38374
2025,45,2014,2686,549875,4544,138,29166,1144,1012,123,130426,47757
2025,45,2015,3039,622124,5141,156,32998,1294,1145,139,143048,54032
2025,45,2016,3428,701759,5799,177,37222,1460,1291,157,149597,60948
2025,45,2017,3898,798003,6594,201,42327,1660,1468,178,164715,69307
2025,45,2018,5719,1170794,9674,295,62100,2435,2154,261,231849,101684
2025,45,2019,6553,1341540,11085,337,71157,2790,2468,300,256042,116513
2025,45,2020,7653,1566823,12947,394,83106,3259,2883,350,285757,136079
2025,45,2021,9075,1857839,15351,467,98542,3864,3418,415,323957,161354
2025,45,2022,10916,2234760,18466,562,118534,4648,4112,499,368699,194090
2025,45,2023,14181,2903233,23989,730,153991,6038,5342,648,451349,252148
2025,45,2024,19365,3964456,32758,997,210279,8246,7294,885,572494,344315
2025,45,2025,36604,7493591,61919,1885,397468,15586,13787,1673,962127,650821
2025,46,1995,138,154322,1361,19,5419,134,118,14,54034,5882
2025,46,1996,17,19191,169,2,674,17,15,2,6341,731
2025,46,1997,20,22860,202,2,803,20,18,2,7011,871
2025,46,1998,27,29827,263,3,1047,26,23,3,7533,1137
2025,46,1999,39,43786,386,4,1538,38,34,4,10158,1669
2025,46,2000,56,63309,558,6,2223,55,49,6,13914,2413
2025,46,2001,76,81257,703,8,3015,78,69,8,17679,3247
2025,46,2002,97,104074,901,11,3862,99,88,11,21776,4158
2025,46,2003,128,137155,1187,14,5089,131,116,14,27683,5480
2025,46,2004,123,95718,800,14,3993,125,111,13,24068,5246
2025,46,2005,155,120850,1009,17,5042,158,140,17,29856,6623
2025,46,2006,440,138912,1153,20,5792,182,161,20,24593,7613
2025,46,2007,468,148026,1229,21,6172,194,171,21,25742,8113
2025,46,2008,396,79938,605,18,4878,164,145,18,18752,6859
2025,46,2009,334,67405,510,15,4113,138,122,15,15456,5784
2025,46,2010,157,31746,240,7,1939,65,58,7,7129,2726
2025,46,2011,213,42912,325,10,2623,88,78,9,8282,3688
2025,46,2012,324,65273,494,15,3993,134,119,14,12304,5615
2025,46,2013,327,65801,498,15,4029,135,120,15,12098,5665
2025,46,2014,407,81891,619,18,5014,168,149,18,14703,7050
2025,46,2015,461,92650,701,21,5673,190,168,21,16188,7977
2025,46,2016,520,104510,791,23,6399,215,190,23,16917,8998
2025,46,2017,591,118843,899,27,7277,244,216,26,18715,10232
2025,46,2018,867,174361,1319,39,10676,358,317,39,26516,15012
2025,46,2019,993,199790,1511,45,12233,410,363,44,29452,17201
2025,46,2020,1160,233340,1765,52,14287,479,424,52,33119,20090
2025,46,2021,1376,276680,2093,62,16941,568,503,61,37829,23821
2025,46,2022,1655,332813,2518,74,20378,684,605,74,43478,28654
2025,46,2023,2150,432367,3271,97,26473,888,786,96,53803,37225
2025,46,2024,2935,590409,4466,132,36150,1213,1073,131,69217,50832
2025,46,2025,5548,1115987,8442,250,68331,2292,2028,247,119193,96082
2025,47,1995,242,256051,2119,27,9085,225,199,24,97643,9913
2025,47,1996,30,31841,263,3,1130,28,25,3,11434,1233
2025,47,1997,36,37930,314,3,1346,33,29,4,12565,1468
2025,47,1998,47,49489,410,4,1756,43,38,5,13021,1916
2025,47,1999,69,72650,601,6,2578,64,56,7,17373,2813
2025,47,2000,99,105043,869,9,3727,92,82,10,23734,4067
2025,47,2001,133,137302,1121,12,4938,131,116,14,30293,5471
2025,47,2002,171,175857,1436,15,6325,168,148,18,37246,7008
2025,47,2003,225,231755,1893,20,8336,221,196,24,47269,9235
2025,47,2004,215,161618,1272,19,6539,212,187,23,41266,8841
2025,47,2005,272,204054,1606,24,8256,267,236,29,51149,11162
2025,47,2006,772,234551,1840,28,9487,307,272,33,43348,12831
2025,47,2007,823,249940,1961,30,10110,327,290,35,45299,13672
2025,47,2008,696,134640,963,25,7989,277,245,30,33325,11560
2025,47,2009,587,113530,812,21,6737,233,206,25,27418,9747
2025,47,2010,277,53499,383,10,3175,110,97,12,12626,4595
2025,47,2011,374,72355,517,13,4296,149,132,16,14862,6216
2025,47,2012,570,110120,788,20,6540,227,200,24,22022,9463
2025,47,2013,575,111072,794,21,6599,229,202,25,21589,9548
2025,47,2014,715,138231,989,26,8212,284,252,31,26163,11882
2025,47,2015,809,156393,1118,29,9291,322,285,35,28707,13443
2025,47,2016,913,176412,1262,33,10480,363,321,39,29988,15164
2025,47,2017,1038,200607,1435,37,11918,413,365,44,33037,17244
2025,47,2018,1523,294321,2105,55,17485,606,536,65,46555,25300
2025,47,2019,1745,337243,2412,63,20035,694,614,75,51448,28989
2025,47,2020,2038,393877,2817,73,23399,810,717,87,57488,33858
2025,47,2021,2416,467035,3340,87,27745,961,850,103,65231,40146
2025,47,2022,2906,561787,4018,104,33375,1156,1022,124,74347,48291
2025,47,2023,3776,729832,5220,136,43358,1502,1328,161,91130,62736
2025,47,2024,5156,996607,7127,185,59206,2050,1814,220,115786,85668
2025,47,2025,9745,1883780,13472,350,111911,3876,3428,417,195169,161929
2025,48,1995,373,386588,3316,40,12839,346,306,37,154301,15309
2025,48,1996,46,48074,412,4,1597,43,38,5,17871,1904
2025,48,1997,55,57267,491,5,1902,51,45,6,19522,2268
2025,48,1998,72,74718,641,6,2481,67,59,7,19191,2959
2025,48,1999,106,109687,941,9,3643,98,87,11,25291,4344
2025,48,2000,153,158594,1360,13,5267,142,126,16,34600,6280
2025,48,2001,206,210719,1980,18,7106,208,184,22,45518,8450
2025,48,2002,264,269890,2536,23,9102,266,235,28,56094,10822
2025,48,2003,348,355678,3342,30,11995,351,310,37,71345,14262
2025,48,2004,333,247970,2242,29,9408,336,297,35,61524,13653
2025,48,2005,420,313079,2831,36,11879,424,375,44,76325,17238
2025,48,2006,1192,359869,3252,42,13653,487,431,51,67365,19815
2025,48,2007,1271,383480,3466,44,14548,519,459,54,70458,21115
2025,48,2008,1074,206276,1698,37,11495,439,388,46,51003,17852
2025,48,2009,906,173935,1431,32,9693,370,327,39,41993,15053
2025,48,2010,427,81980,675,15,4569,174,154,18,19352,7096
2025,48,2011,578,110898,913,20,6181,236,209,25,23189,9599
2025,48,2012,880,168814,1389,31,9410,359,318,38,34385,14614
2025,48,2013,887,170309,1402,31,9494,363,321,38,33735,14745
2025,48,2014,1104,211951,1744,38,11816,451,399,47,40910,18350
2025,48,2015,1249,239800,1974,44,13368,510,452,53,44923,20761
2025,48,2016,1409,270496,2226,49,15080,576,509,60,47141,23419
2025,48,2017,1603,307594,2532,56,17148,655,579,68,51977,26630
2025,48,2018,2351,451287,3714,82,25159,961,850,100,73243,39071
2025,48,2019,2694,517101,4256,94,28828,1101,974,115,81028,44769
2025,48,2020,3147,603937,4971,110,33669,1285,1137,134,90577,52287
2025,48,2021,3731,716110,5894,130,39922,1524,1348,159,102928,61998
2025,48,2022,4488,861396,7090,156,48022,1833,1622,192,117437,74577
2025,48,2023,5831,1119062,9211,203,62386,2382,2107,249,144269,96885
2025,48,2024,7962,1528114,12577,278,85190,3253,2877,340,183846,132299
2025,48,2025,15050,2888430,23774,525,161026,6148,5439,643,311483,250070
2025,49,1995,805,828210,7099,100,32928,741,655,81,368222,32622
2025,49,1996,100,102992,883,10,4095,92,82,10,43574,4057
2025,49,1997,119,122687,1052,12,4878,110,97,12,47915,4833
2025,49,1998,156,160074,1372,15,6364,143,127,16,50724,6305
2025,49,1999,229,234990,2014,23,9343,210,186,24,67825,9256
2025,49,2000,330,339766,2912,33,13508,304,269,35,92314,13383
2025,49,2001,445,438064,3856,44,17987,399,353,47,118187,18005
2025,49,2002,569,561077,4939,56,23038,511,452,61,144927,23062
2025,49,2003,750,739419,6509,74,30361,674,596,80,183457,30392
2025,49,2004,718,516029,4386,71,23824,645,571,77,161435,29094
2025,49,2005,907,651522,5537,90,30080,815,721,97,199868,36733
2025,49,2006,2574,748895,6315,103,34553,936,828,111,164315,42223
2025,49,2007,2743,798029,6729,110,36820,998,883,118,171445,44994
2025,49,2008,2319,431895,3334,93,29105,844,746,100,127491,38042
2025,49,2009,1956,364180,2812,78,24542,711,629,84,104716,32077
2025,49,2010,922,171518,1324,37,11568,335,297,40,48134,15120
2025,49,2011,1247,231845,1789,50,15650,453,401,54,55801,20456
2025,49,2012,1899,352658,2720,76,23826,690,610,82,82493,31141
2025,49,2013,1916,355512,2742,77,24039,696,616,83,80671,31420
2025,49,2014,2384,442439,3412,95,29917,866,766,103,97540,39103
2025,49,2015,2697,500571,3860,108,33848,980,867,116,106733,44240
2025,49,2016,3042,564647,4355,122,38180,1106,978,131,110709,49903
2025,49,2017,3460,642087,4952,139,43417,1257,1112,149,121588,56747
2025,49,2018,5076,942040,7265,203,63699,1845,1632,219,170773,83257
2025,49,2019,5816,1079425,8325,233,72988,2114,1870,251,187990,95399
2025,49,2020,6793,1260693,9722,272,85245,2469,2184,293,209164,111419
2025,49,2021,8054,1494848,11528,323,101078,2927,2589,348,236097,132114
2025,49,2022,9688,1798128,13867,388,121585,3521,3115,418,267438,158918
2025,49,2023,12586,2335993,18015,504,157955,4574,4046,543,325242,206454
2025,49,2024,17187,3189868,24600,688,215692,6246,5525,742,408927,281919
2025,49,2025,32487,6029464,46499,1301,407699,11806,10444,1403,676594,532881
2025,50,1995,397,414371,3607,49,15865,370,327,40,158446,16251
2025,50,1996,49,51529,449,5,1973,46,41,5,18301,2021
2025,50,1997,59,61383,534,6,2350,55,49,6,20152,2407
2025,50,1998,77,80088,697,7,3066,72,63,8,21471,3141
2025,50,1999,113,117571,1023,11,4501,105,93,12,28771,4611
2025,50,2000,163,169992,1480,16,6509,152,134,17,39207,6667
2025,50,2001,219,224339,1989,21,8702,218,193,23,50390,8969
2025,50,2002,280,287337,2547,27,11146,279,247,30,61860,11488
2025,50,2003,370,378669,3357,36,14689,367,325,39,78389,15139
2025,50,2004,354,264294,2263,35,11528,352,311,38,68060,14493
2025,50,2005,447,333689,2857,44,14555,444,393,48,84286,18298
2025,50,2006,1268,383560,3258,50,16718,510,451,55,64974,21033
2025,50,2007,1351,408725,3472,53,17814,544,481,58,67880,22413
2025,50,2008,1142,220998,1722,45,14083,460,407,49,48907,18950
2025,50,2009,963,186348,1452,38,11875,388,343,42,40203,15979
2025,50,2010,454,87758,683,18,5597,183,162,20,18492,7532
2025,50,2011,614,118615,923,24,7573,247,219,27,20632,10190
2025,50,2012,935,180411,1404,37,11528,376,333,40,30555,15513
2025,50,2013,944,181857,1415,37,11631,379,336,41,29938,15652
2025,50,2014,1174,226324,1761,46,14475,472,418,51,36269,19479
2025,50,2015,1328,256060,1992,52,16377,534,472,57,39780,22038
2025,50,2016,1499,288837,2247,59,18474,602,533,65,40757,24859
2025,50,2017,1704,328451,2555,67,21007,685,606,74,44909,28268
2025,50,2018,2500,481888,3749,99,30821,1005,889,108,63266,41474
2025,50,2019,2865,552165,4296,113,35316,1152,1019,124,69933,47522
2025,50,2020,3346,644890,5017,132,41246,1345,1190,144,78129,55503
2025,50,2021,3967,764670,5949,157,48907,1595,1411,171,88683,65811
2025,50,2022,4772,919807,7156,189,58830,1919,1697,206,101080,79163
2025,50,2023,6200,1194945,9296,245,76427,2492,2205,267,123968,102843
2025,50,2024,8466,1631734,12694,335,104364,3403,3011,365,157626,140435
2025,50,2025,16002,3084289,23994,632,197268,6433,5691,690,266037,265450
2025,51,1995,129,136989,1133,14,4838,120,106,13,52068,5306
2025,51,1996,16,17035,141,1,602,15,13,2,6046,660
2025,51,1997,19,20293,168,2,717,18,16,2,6638,786
2025,51,1998,25,26477,219,2,935,23,21,3,6810,1026
2025,51,1999,37,38868,321,3,1373,34,30,4,9068,1506
2025,51,2000,53,56198,465,5,1985,49,44,6,12397,2177
2025,51,2001,71,73479,600,6,2630,70,62,8,15830,2929
2025,51,2002,91,94113,768,8,3368,90,79,10,19474,3751
2025,51,2003,120,124028,1012,11,4439,118,105,13,24728,4943
2025,51,2004,115,86487,680,10,3482,113,100,12,21556,4732
2025,51,2005,146,109196,858,13,4396,143,127,15,26725,5975
2025,51,2006,413,125515,985,15,5052,164,145,18,22600,6868
2025,51,2007,440,133750,1049,16,5384,175,155,19,23628,7319
2025,51,2008,372,72031,515,13,4254,148,131,16,17336,6188
2025,51,2009,314,60738,434,11,3587,125,110,13,14270,5218
2025,51,2010,148,28623,205,5,1691,59,52,6,6575,2459
2025,51,2011,200,38714,277,7,2288,80,70,9,7733,3327
2025,51,2012,305,58923,421,11,3483,121,107,13,11467,5065
2025,51,2013,308,59435,425,11,3514,122,108,13,11251,5111
2025,51,2014,383,73968,529,14,4373,152,135,16,13644,6360
2025,51,2015,433,83686,598,16,4948,172,152,19,14984,7196
2025,51,2016,489,94399,675,17,5581,194,172,21,15653,8117
2025,51,2017,556,107345,767,20,6346,221,195,24,17264,9230
2025,51,2018,815,157492,1126,29,9311,324,287,35,24351,13542
2025,51,2019,934,180461,1290,33,10669,371,328,40,26948,15517
2025,51,2020,1091,210765,1506,39,12461,434,384,47,30151,18123
2025,51,2021,1293,249912,1786,46,14775,514,455,55,34275,21489
2025,51,2022,1556,300614,2148,56,17772,619,547,66,39143,25849
2025,51,2023,2021,390536,2791,72,23089,804,711,86,48111,33581
2025,51,2024,2760,533288,3811,99,31528,1097,971,118,61349,45856
2025,51,2025,5216,1008018,7204,187,59595,2074,1835,223,104059,86678
2025,53,1995,532,549222,4768,71,21386,492,435,54,286146,21670
2025,53,1996,66,68298,593,7,2659,61,54,7,33411,2695
2025,53,1997,79,81359,706,8,3168,73,64,8,36591,3210
2025,53,1998,103,106152,922,11,4133,95,84,11,37837,4188
2025,53,1999,151,155832,1353,16,6068,140,123,16,50229,6148
2025,53,2000,218,225313,1956,23,8773,202,178,23,68235,8890
2025,53,2001,294,290712,2591,31,11682,265,234,32,87258,11960
2025,53,2002,376,372347,3318,40,14962,339,300,40,106840,15319
2025,53,2003,496,490700,4373,52,19718,447,396,53,135049,20188
2025,53,2004,475,342385,2944,50,15473,428,379,51,119432,19326
2025,53,2005,600,432284,3717,63,19535,541,478,64,147773,24400
2025,53,2006,1702,496891,4245,73,22442,621,550,74,119719,28047
2025,53,2007,1813,529492,4523,77,23914,662,586,79,124806,29887
2025,53,2008,1533,286888,2247,65,18907,560,495,67,93505,25269
2025,53,2009,1293,241908,1894,55,15943,472,418,56,76732,21308
2025,53,2010,609,113948,892,26,7515,222,197,26,35243,10044
2025,53,2011,824,154049,1206,35,10167,301,266,36,40552,13588
2025,53,2012,1255,234358,1835,54,15478,458,405,55,59884,20686
2025,53,2013,1266,236289,1850,54,15616,462,409,55,58491,20871
2025,53,2014,1576,294064,2302,67,19434,575,509,68,70635,25974
2025,53,2015,1783,332701,2605,76,21988,651,576,77,77180,29387
2025,53,2016,2011,375289,2938,86,24802,734,649,87,79600,33149
2025,53,2017,2287,426759,3341,98,28204,835,738,99,87278,37695
2025,53,2018,3355,626121,4902,143,41380,1224,1083,146,122243,55304
2025,53,2019,3845,717432,5616,164,47414,1403,1241,167,134294,63369
2025,53,2020,4490,837911,6560,191,55377,1639,1450,195,148953,74011
2025,53,2021,5324,993541,7778,227,65662,1943,1719,231,167675,87758
2025,53,2022,6405,1195112,9356,273,78984,2337,2068,278,189176,105562
2025,53,2023,8320,1552600,12154,355,102610,3036,2686,361,229127,137138
2025,53,2024,11362,2120122,16597,484,140117,4146,3668,493,286493,187267
2025,53,2025,21476,4007439,31372,916,264848,7837,6933,933,469295,353970
2025,54,1995,137,146257,1228,15,5314,127,113,14,53096,5616
2025,54,1996,17,18188,153,2,661,16,14,2,6215,698
2025,54,1997,20,21666,182,2,787,19,17,2,6849,832
2025,54,1998,26,28268,237,2,1027,25,22,3,7244,1086
2025,54,1999,39,41498,348,3,1508,36,32,4,9715,1594
2025,54,2000,56,60001,504,5,2180,52,46,6,13277,2304
2025,54,2001,76,78750,650,7,2907,75,67,8,16947,3100
2025,54,2002,97,100863,833,9,3723,97,85,10,20842,3970
2025,54,2003,128,132924,1098,11,4907,127,113,13,26458,5232
2025,54,2004,122,92715,738,11,3850,122,108,13,23041,5009
2025,54,2005,154,117059,932,14,4860,154,136,16,28561,6324
2025,54,2006,437,134554,1067,16,5584,177,156,19,23692,7269
2025,54,2007,466,143382,1137,17,5951,189,167,20,24769,7746
2025,54,2008,394,77280,560,14,4703,159,141,17,18106,6549
2025,54,2009,332,65164,472,12,3966,134,119,14,14903,5523
2025,54,2010,157,30703,222,6,1869,63,56,7,6865,2603
2025,54,2011,212,41518,301,8,2529,86,76,9,7995,3522
2025,54,2012,323,63178,457,12,3850,130,115,14,11856,5361
2025,54,2013,326,63715,461,12,3884,132,116,14,11633,5409
2025,54,2014,405,79294,574,15,4834,164,145,17,14109,6732
2025,54,2015,458,89712,649,17,5469,185,164,20,15496,7617
2025,54,2016,517,101196,732,19,6169,209,185,22,16157,8591
2025,54,2017,588,115074,833,21,7015,238,210,25,17823,9770
2025,54,2018,863,168832,1222,31,10293,349,308,37,25161,14334
2025,54,2019,988,193454,1400,36,11794,399,353,42,27849,16424
2025,54,2020,1154,225940,1635,42,13774,467,413,49,31182,19182
2025,54,2021,1369,267906,1939,50,16333,553,489,59,35455,22745
2025,54,2022,1647,322259,2332,60,19646,665,589,70,40519,27360
2025,54,2023,2139,418654,3030,78,25523,865,765,91,49814,35544
2025,54,2024,2921,571686,4138,106,34852,1181,1044,125,63543,48536
2025,54,2025,5521,1080596,7821,200,65877,2232,1974,236,107843,91742
2025,55,1995,338,366557,2959,39,13491,315,279,34,129479,13877
2025,55,1996,42,45583,368,4,1678,39,35,4,15068,1726
2025,55,1997,50,54300,438,5,1999,47,41,5,16619,2056
2025,55,1998,65,70847,572,6,2608,61,54,7,17717,2682
2025,55,1999,96,104004,840,9,3828,90,79,10,23799,3937
2025,55,2000,139,150377,1214,13,5535,129,114,15,32509,5693
2025,55,2001,187,193017,1529,17,7506,183,162,20,41258,7659
2025,55,2002,239,247218,1959,22,9614,234,207,25,50713,9810
2025,55,2003,315,325799,2581,29,12670,309,273,33,64342,12928
2025,55,2004,302,227368,1739,27,9942,295,261,32,56183,12376
2025,55,2005,381,287067,2195,35,12553,373,330,40,69628,15626
2025,55,2006,1081,329971,2506,40,14420,429,379,46,55717,17961
2025,55,2007,1152,351620,2670,43,15366,457,404,49,58255,19139
2025,55,2008,974,189986,1320,36,12145,386,342,42,42632,16182
2025,55,2009,821,160199,1113,30,10241,326,288,35,35096,13645
2025,55,2010,387,75450,524,14,4827,154,136,17,16167,6432
