# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2025,55,2011,524,101987,708,19,6531,208,184,22,18496,8701
2025,55,2012,797,155132,1077,29,9942,316,280,34,27439,13247
2025,55,2013,804,156388,1086,30,10031,319,282,34,26936,13365
2025,55,2014,1001,194627,1351,37,12484,397,351,43,32690,16633
2025,55,2015,1132,220199,1528,42,14124,449,397,48,35929,18819
2025,55,2016,1277,248386,1724,47,15932,506,448,55,37258,21228
2025,55,2017,1453,282450,1961,54,18117,576,509,62,41143,24139
2025,55,2018,2131,414400,2876,79,26580,845,747,91,58143,35416
2025,55,2019,2442,474835,3296,90,30457,968,856,105,64441,40581
2025,55,2020,2852,554573,3849,105,35572,1131,1000,122,72254,47395
2025,55,2021,3382,657577,4564,125,42178,1340,1186,145,82299,56198
2025,55,2022,4068,790989,5490,150,50736,1612,1426,174,94242,67600
2025,55,2023,5285,1027592,7133,195,65912,2095,1853,226,116161,87821
2025,55,2024,7217,1403209,9740,266,90005,2860,2530,309,148676,119922
2025,55,2025,13641,2652329,18410,504,170126,5407,4783,584,253800,226676
2025,56,1995,474,515854,4823,75,19541,467,413,50,251561,20477
2025,56,1996,59,64149,600,7,2430,58,51,6,29851,2546
2025,56,1997,70,76416,714,9,2895,69,61,8,32875,3033
2025,56,1998,92,99703,932,12,3777,90,80,10,35269,3958
2025,56,1999,134,146365,1368,17,5544,133,117,15,47293,5810
2025,56,2000,194,211625,1978,25,8016,192,170,22,64346,8401
2025,56,2001,261,272516,2619,33,10673,252,223,29,82355,11302
2025,56,2002,335,349042,3354,42,13670,322,285,37,100960,14476
2025,56,2003,441,459987,4420,56,18015,425,376,49,127768,19077
2025,56,2004,422,321152,2982,53,14140,406,360,47,112625,18262
2025,56,2005,533,405477,3765,67,17852,513,454,60,139425,23058
2025,56,2006,1514,466077,4285,77,20503,590,522,69,113561,26504
2025,56,2007,1613,496657,4567,82,21848,629,556,73,118475,28242
2025,56,2008,1364,269399,2269,70,17275,531,470,62,88295,23879
2025,56,2009,1150,227161,1913,59,14567,448,396,52,72515,20135
2025,56,2010,542,106953,900,28,6866,211,187,25,33327,9491
2025,56,2011,733,144526,1216,37,9289,286,253,33,38460,12840
2025,56,2012,1117,219770,1849,57,14142,435,385,51,56848,19547
2025,56,2013,1127,221480,1863,58,14268,438,388,51,55583,19722
2025,56,2014,1402,275634,2319,72,17757,546,483,63,67199,24545
2025,56,2015,1586,311850,2623,81,20090,617,546,72,73524,27770
2025,56,2016,1789,351768,2959,91,22661,696,616,81,76175,31324
2025,56,2017,2035,400013,3365,104,25769,792,700,92,83649,35620
2025,56,2018,2985,586880,4937,152,37808,1162,1028,135,117502,52260
2025,56,2019,3421,672469,5657,175,43321,1331,1178,155,129323,59882
2025,56,2020,3995,785397,6607,204,50596,1555,1375,181,143892,69938
2025,56,2021,4737,931272,7834,242,59994,1843,1631,214,162376,82928
2025,56,2022,5698,1120211,9424,291,72166,2218,1962,258,183906,99752
2025,56,2023,7403,1455296,12242,378,93752,2881,2548,335,223556,129591
2025,56,2024,10109,1987252,16717,516,128022,3934,3480,458,280908,176960
2025,56,2025,19107,3756284,31599,976,241985,7436,6578,865,464275,334488
2030,1,2000,463,517718,4851,58,16207,459,406,52,220044,20260
2030,1,2001,131,142662,1319,16,4523,137,122,15,58337,5742
2030,1,2002,170,184772,1709,21,5857,178,157,19,71373,7437
2030,1,2003,223,242662,2244,28,7693,234,207,25,89868,9767
2030,1,2004,224,177701,1582,28,6338,235,208,25,81267,9820
2030,1,2005,300,237220,2111,38,8460,314,277,34,101701,13109
2030,1,2006,877,281222,2500,45,10028,372,329,40,114608,15541
2030,1,2007,961,308174,2740,49,10989,407,360,44,119862,17031
2030,1,2008,827,169242,1372,42,8841,351,310,37,92946,14653
2030,1,2009,689,141102,1144,35,7371,292,259,31,75820,12216
2030,1,2010,321,65800,534,16,3438,136,121,15,34624,5698
2030,1,2011,431,88260,716,22,4612,183,162,20,33926,7644
2030,1,2012,647,132402,1074,33,6920,274,243,29,49698,11469
2030,1,2013,645,131995,1070,33,6900,274,242,29,48161,11435
2030,1,2014,794,162506,1318,40,8495,337,298,36,57712,14079
2030,1,2015,880,179957,1459,45,9407,373,330,40,62287,15590
2030,1,2016,975,199407,1617,50,10424,413,366,44,59315,17276
2030,1,2017,1087,222386,1804,55,11625,461,408,49,64173,19266
2030,1,2018,1555,318198,2581,79,16633,659,583,71,88088,27567
2030,1,2019,1721,352044,2855,88,18403,730,645,78,94583,30499
2030,1,2020,1933,395496,3208,98,20674,820,725,88,101773,34264
2030,1,2021,2167,443392,3596,110,23178,919,813,98,107255,38413
2030,1,2022,2414,493919,4006,123,25819,1024,905,109,114399,42791
2030,1,2023,2803,573351,4650,143,29971,1188,1051,127,127531,49672
2030,1,2024,3275,669961,5433,167,35021,1388,1228,148,142810,58042
2030,1,2025,3865,790792,6413,197,41338,1639,1450,175,160858,68510
2030,1,2026,4635,948128,7689,236,49562,1965,1738,210,182927,82141
2030,1,2027,5771,1180671,9575,294,61718,2447,2164,262,214404,102287
2030,1,2028,7526,1539674,12487,383,80485,3191,2822,341,260170,133389
2030,1,2029,10277,2102365,17050,523,109898,4357,3854,466,324439,182138
2030,1,2030,19487,3986535,32331,992,208391,8261,7308,884,530590,345373
2030,4,2000,2414,2559305,24791,258,98811,2299,2033,262,1042095,101182
2030,4,2001,684,750398,7834,73,27908,721,638,74,282909,28677
2030,4,2002,886,971895,10147,95,36145,934,826,96,346945,37141
2030,4,2003,1164,1276396,13326,124,47470,1227,1085,127,437641,48778
2030,4,2004,1170,934680,9395,125,39107,1233,1091,127,392618,49043
2030,4,2005,1562,1247740,12542,167,52206,1646,1456,170,492531,65469
2030,4,2006,4573,1479181,14846,198,61878,1952,1727,201,556100,77613
2030,4,2007,5011,1620948,16269,216,67808,2139,1892,221,582723,85052
2030,4,2008,4311,889140,8171,186,54533,1840,1628,190,446654,73176
2030,4,2009,3594,741302,6812,155,45466,1534,1357,158,364606,61009
2030,4,2010,1676,345696,3177,72,21205,716,633,74,166615,28455
2030,4,2011,2249,463702,4261,97,28448,960,849,99,170255,38174
2030,4,2012,3374,695633,6392,146,42684,1440,1274,149,249595,57275
2030,4,2013,3365,693507,6373,145,42559,1436,1270,148,242098,57109
2030,4,2014,4142,853814,7846,179,52397,1768,1564,182,290371,70310
2030,4,2015,4587,945498,8688,198,58024,1958,1732,202,313670,77860
2030,4,2016,5083,1047694,9627,220,64295,2169,1919,224,304893,86276
2030,4,2017,5669,1168424,10737,245,71704,2419,2140,250,330188,96218
2030,4,2018,8111,1671825,15362,350,102597,3461,3062,357,454096,137671
2030,4,2019,8974,1849656,16996,388,113511,3830,3388,395,488079,152315
2030,4,2020,10081,2077952,19094,436,127521,4302,3806,444,526239,171115
2030,4,2021,11302,2329599,21407,488,142964,4823,4267,498,558118,191838
2030,4,2022,12590,2595071,23846,544,159256,5373,4753,554,596385,213699
2030,4,2023,14615,3012407,27681,631,184867,6237,5517,644,665845,248066
2030,4,2024,17077,3520000,32345,738,216017,7288,6447,752,746851,289865
2030,4,2025,20157,4154855,38179,871,254977,8602,7610,888,842831,342144
2030,4,2026,24168,4981500,45775,1044,305707,10314,9124,1064,960615,410216
2030,4,2027,30095,6203284,57002,1300,380687,12843,11361,1325,1128977,510829
2030,4,2028,39246,8089499,74334,1696,496441,16748,14816,1728,1374681,666154
2030,4,2029,53589,11045911,101501,2315,677870,22869,20231,2360,1722306,909607
2030,4,2030,101616,20945406,192467,4390,1285389,43365,38362,4475,2840852,1724813
2030,5,2000,343,347840,2967,32,12012,310,274,36,136721,13589
2030,5,2001,97,98161,829,9,3354,94,83,10,36343,3851
2030,5,2002,126,127136,1073,12,4345,122,108,13,44433,4988
2030,5,2003,165,166968,1409,15,5706,160,142,17,55915,6551
2030,5,2004,166,122293,994,15,4701,161,143,17,50504,6587
2030,5,2005,222,163254,1328,20,6276,215,191,23,63141,8793
2030,5,2006,649,193535,1569,24,7438,255,226,28,71079,10424
2030,5,2007,711,212083,1719,27,8150,280,248,30,74279,11423
2030,5,2008,612,116527,866,23,6557,241,213,26,57535,9828
2030,5,2009,510,97152,722,19,5467,201,178,22,46915,8194
2030,5,2010,238,45299,337,9,2550,94,83,10,21415,3822
2030,5,2011,319,60752,452,12,3421,126,111,14,20158,5127
2030,5,2012,479,91125,677,18,5133,188,167,20,29522,7692
2030,5,2013,477,90833,675,18,5118,188,166,20,28601,7670
2030,5,2014,588,111829,831,22,6301,231,205,25,34264,9443
2030,5,2015,651,123838,920,24,6977,256,227,28,36972,10457
2030,5,2016,721,137223,1020,27,7731,284,251,31,34533,11587
2030,5,2017,804,153036,1137,30,8622,316,280,34,37363,12923
2030,5,2018,1151,218969,1627,43,12337,453,401,49,51254,18490
2030,5,2019,1273,242260,1801,48,13649,501,443,54,55036,20457
2030,5,2020,1431,272162,2023,54,15334,563,498,61,59184,22982
2030,5,2021,1604,305121,2268,60,17191,631,558,68,62078,25765
2030,5,2022,1787,339892,2526,67,19150,703,622,76,66206,28701
2030,5,2023,2074,394553,2932,78,22230,816,722,88,73831,33317
2030,5,2024,2423,461035,3426,91,25975,953,843,103,82709,38931
2030,5,2025,2860,544186,4044,107,30660,1125,996,122,93203,45952
2030,5,2026,3429,652457,4849,128,36760,1349,1194,146,106046,55094
2030,5,2027,4271,812482,6038,160,45776,1680,1486,182,124374,68607
2030,5,2028,5569,1059529,7875,208,59695,2191,1938,237,151044,89468
2030,5,2029,7604,1446748,10752,284,81511,2992,2647,323,188565,122166
2030,5,2030,14420,2743344,20389,539,154563,5673,5019,613,309009,231652
2030,6,2000,434,461037,3842,41,18235,411,363,15,106081,18162
2030,6,2001,123,119935,1099,12,5389,115,102,4,28510,5147
2030,6,2002,159,155337,1423,15,6979,149,132,5,35112,6667
2030,6,2003,209,204005,1869,20,9166,196,174,7,44436,8755
2030,6,2004,210,149473,1320,20,7553,197,175,7,39163,8803
2030,6,2005,281,199537,1762,27,10082,263,233,10,49338,11751
2030,6,2006,822,236549,2079,32,11948,312,276,11,55860,13931
2030,6,2007,901,259220,2279,35,13093,342,303,13,58729,15266
2030,6,2008,775,142174,1135,30,10526,294,261,11,43766,13135
2030,6,2009,646,118535,946,25,8776,246,217,9,35764,10951
2030,6,2010,301,55254,441,12,4093,114,101,4,16359,5107
2030,6,2011,404,74084,591,16,5491,154,136,6,15179,6852
2030,6,2012,607,111091,887,23,8239,230,204,8,22307,10281
2030,6,2013,605,110705,884,23,8215,230,203,8,21702,10251
2030,6,2014,745,136295,1088,29,10114,283,250,10,26107,12620
2030,6,2015,825,150931,1205,32,11200,313,277,12,28284,13975
2030,6,2016,914,167244,1335,35,12410,347,307,13,26494,15486
2030,6,2017,1019,186516,1489,39,13840,387,342,14,28832,17270
2030,6,2018,1458,266874,2131,56,19803,554,490,20,39901,24711
2030,6,2019,1613,295262,2357,62,21909,613,542,23,43106,27340
2030,6,2020,1813,331705,2648,70,24614,688,609,25,46797,30714
2030,6,2021,2032,371875,2969,78,27594,772,683,28,49411,34434
2030,6,2022,2264,414253,3307,87,30739,860,760,32,53268,38358
2030,6,2023,2628,480873,3839,101,35682,998,883,37,59971,44526
2030,6,2024,3070,561900,4486,118,41695,1166,1031,43,67879,52029
2030,6,2025,3624,663242,5295,139,49215,1376,1217,51,77392,61413
2030,6,2026,4345,795200,6348,167,59006,1650,1460,61,89273,73631
2030,6,2027,5411,990236,7905,208,73479,2055,1818,76,106431,91691
2030,6,2028,7056,1291333,10309,271,95821,2680,2370,99,131916,119571
2030,6,2029,9635,1763266,14077,370,130840,3659,3237,135,169220,163269
2030,6,2030,18271,3343531,26692,701,248101,6938,6138,255,290928,309594
2030,8,2000,99,102319,841,9,3971,92,81,10,30360,4053
2030,8,2001,28,27842,235,2,1114,25,23,3,8098,1149
2030,8,2002,36,36060,304,3,1442,33,29,4,9942,1488
2030,8,2003,48,47358,399,4,1894,43,38,5,12552,1954
2030,8,2004,48,34690,282,4,1561,44,38,5,11247,1965
2030,8,2005,64,46309,376,6,2084,58,51,7,14128,2623
2030,8,2006,187,54899,444,7,2469,69,61,8,15963,3109
2030,8,2007,205,60160,487,7,2706,75,67,9,16744,3407
2030,8,2008,176,32989,243,6,2176,65,57,8,12798,2931
2030,8,2009,147,27503,203,5,1814,54,48,6,10452,2444
2030,8,2010,69,12823,95,2,846,25,22,3,4778,1140
2030,8,2011,92,17196,127,3,1135,34,30,4,4722,1529
2030,8,2012,138,25792,190,5,1703,51,45,6,6930,2294
2030,8,2013,138,25707,189,5,1698,51,45,6,6729,2288
2030,8,2014,170,31650,233,6,2090,62,55,7,8081,2817
2030,8,2015,188,35048,258,7,2315,69,61,8,8739,3119
2030,8,2016,208,38836,286,7,2565,77,68,9,8413,3456
2030,8,2017,232,43312,319,8,2861,85,75,10,9127,3854
2030,8,2018,332,61972,457,12,4093,122,108,14,12596,5515
2030,8,2019,367,68564,505,13,4529,135,119,16,13565,6102
2030,8,2020,413,77027,568,15,5088,152,134,18,14679,6855
2030,8,2021,462,86355,636,16,5704,170,150,20,15552,7685
2030,8,2022,515,96196,709,18,6354,189,168,22,16689,8561
2030,8,2023,598,111666,823,21,7375,220,195,26,18691,9937
2030,8,2024,699,130481,961,25,8618,257,227,30,21036,11612
2030,8,2025,825,154014,1135,29,10172,303,268,35,23831,13706
2030,8,2026,989,184657,1361,35,12196,364,322,42,27285,16433
2030,8,2027,1232,229947,1694,43,15188,453,401,53,32241,20464
2030,8,2028,1606,299865,2210,57,19806,591,523,69,39527,26686
2030,8,2029,2193,409456,3017,77,27044,807,714,94,49980,36439
2030,8,2030,4158,776416,5721,146,51281,1529,1353,178,83807,69095
2030,9,2000,1199,1311848,12422,148,45981,1183,1046,134,417278,52180
2030,9,2001,340,341079,3886,42,12736,331,293,38,113687,14789
2030,9,2002,440,441756,5033,54,16495,429,380,49,139657,19154
2030,9,2003,578,580160,6609,71,21663,564,499,65,176399,25155
2030,9,2004,581,425152,4667,72,17852,567,501,65,156420,25292
2030,9,2005,776,567553,6230,96,23831,757,669,87,196504,33763
2030,9,2006,2272,672826,7356,114,28237,897,793,103,222003,40026
2030,9,2007,2489,737309,8061,124,30943,983,870,113,232888,43862
2030,9,2008,2142,405635,4040,107,24890,846,748,97,175369,37737
2030,9,2009,1786,338189,3369,89,20751,705,624,81,143178,31463
2030,9,2010,833,157624,1570,42,9678,329,291,38,65435,14674
2030,9,2011,1117,211315,2105,56,12984,441,390,51,58783,19686
2030,9,2012,1676,316836,3157,84,19481,662,585,76,86295,29537
2030,9,2013,1672,315695,3146,84,19425,660,584,76,83846,29452
2030,9,2014,2058,388669,3874,103,23915,812,718,93,100740,36259
2030,9,2015,2279,430405,4290,114,26483,899,796,103,109007,40153
2030,9,2016,2525,476927,4753,126,29345,997,882,114,100051,44493
2030,9,2017,2816,531885,5301,141,32727,1111,983,128,108734,49620
2030,9,2018,4030,761040,7585,201,46827,1590,1407,183,149990,70998
2030,9,2019,4458,841991,8392,223,51808,1759,1556,202,161818,78550
2030,9,2020,5009,945916,9428,250,58202,1977,1749,227,175104,88245
2030,9,2021,5615,1060469,10569,281,65251,2216,1960,255,183732,98932
2030,9,2022,6255,1181317,11774,313,72687,2468,2184,284,197481,110206
2030,9,2023,7261,1371296,13667,363,84376,2865,2535,329,221934,127930
2030,9,2024,8484,1602358,15970,424,98593,3348,2962,385,250716,149486
2030,9,2025,10014,1891354,18851,501,116375,3952,3496,454,285239,176446
2030,9,2026,12007,2267656,22601,600,139529,4738,4192,544,328206,211552
2030,9,2027,14952,2823834,28144,748,173751,5901,5220,678,390130,263439
2030,9,2028,19498,3682467,36702,975,226583,7695,6807,884,481804,343541
2030,9,2029,26624,5028273,50116,1331,309390,10507,9295,1207,615136,469093
2030,9,2030,50485,9534681,95030,2524,586670,19924,17625,2288,1049040,889501
2030,10,2000,2186,2421830,23316,281,80974,2192,1939,247,786615,96779
2030,10,2001,620,630325,7299,80,22420,614,543,70,214419,27429
2030,10,2002,803,816381,9454,103,29037,796,704,91,263483,35525
2030,10,2003,1054,1072156,12416,136,38135,1045,924,119,332879,46656
2030,10,2004,1060,785421,8758,136,31422,1051,929,120,295333,46909
2030,10,2005,1415,1048488,11691,182,41946,1403,1241,160,371171,62621
2030,10,2006,4141,1242970,13828,216,49709,1663,1471,190,419624,74236
2030,10,2007,4538,1362096,15154,236,54473,1822,1612,208,440352,81351
2030,10,2008,3904,748512,7576,203,43815,1568,1387,179,331792,69992
2030,10,2009,3255,624057,6316,169,36530,1307,1156,149,270938,58355
2030,10,2010,1518,290937,2945,79,17038,610,539,70,123851,27217
2030,10,2011,2037,390139,3950,106,22857,818,723,93,114402,36513
2030,10,2012,3056,585107,5925,159,34294,1227,1085,140,167953,54783
2030,10,2013,3047,583153,5906,159,34194,1223,1082,140,163193,54624
2030,10,2014,3751,717951,7271,195,42099,1506,1332,172,196072,67251
2030,10,2015,4154,795047,8052,216,46619,1668,1475,190,212160,74472
2030,10,2016,4603,880981,8922,240,51658,1848,1635,211,197261,82522
2030,10,2017,5133,982500,9950,267,57611,2061,1823,235,214317,92031
2030,10,2018,7345,1405797,14237,382,82432,2949,2608,337,295486,131681
2030,10,2019,8126,1555331,15751,423,91200,3262,2886,372,318687,145688
2030,10,2020,9129,1747299,17695,475,102457,3665,3242,418,344679,163670
2030,10,2021,10235,1958903,19838,533,114864,4109,3635,469,362820,183491
2030,10,2022,11401,2182132,22099,594,127954,4577,4049,522,389620,204401
2030,10,2023,13235,2533061,25653,689,148531,5313,4700,606,437590,237273
2030,10,2024,15465,2959883,29975,805,173559,6208,5492,709,494003,277253
2030,10,2025,18254,3493716,35382,950,204861,7328,6482,836,561596,327258
2030,10,2026,21886,4188823,42421,1140,245620,8786,7772,1003,645616,392368
2030,10,2027,27254,5216192,52825,1419,305863,10941,9678,1249,766620,488603
2030,10,2028,35541,6802261,68888,1851,398865,14268,12621,1629,945532,637170
2030,10,2029,48530,9288239,94064,2527,544636,19482,17234,2224,1205137,870032
2030,10,2030,92024,17612492,178365,4791,1032746,36942,32679,4217,2049170,1649768
2030,11,2000,932,1135117,12852,217,34833,1040,920,117,1004688,45527
2030,11,2001,264,294502,4011,61,9635,291,257,33,267897,12903
2030,11,2002,342,381431,5195,80,12479,377,333,43,325479,16712
2030,11,2003,449,500935,6823,105,16389,495,438,56,407581,21948
2030,11,2004,452,367465,4825,105,13514,498,440,57,371526,22067
2030,11,2005,603,490543,6441,140,18041,664,588,75,461095,29458
2030,11,2006,1765,581532,7586,166,21360,788,697,89,515802,34922
2030,11,2007,1934,637266,8313,182,23407,863,763,98,535793,38269
2030,11,2008,1664,358028,4315,157,18890,743,657,84,421788,32926
2030,11,2009,1387,298498,3598,131,15749,619,548,70,343065,27451
2030,11,2010,647,139025,1676,61,7345,289,255,33,156207,12803
2030,11,2011,868,186246,2247,82,9854,387,343,44,133252,17176
2030,11,2012,1302,279046,3369,123,14785,581,514,66,194397,25771
2030,11,2013,1298,277840,3357,122,14742,579,512,66,187433,25696
2030,11,2014,1599,342064,4133,151,18150,713,631,81,223505,31636
2030,11,2015,1770,378795,4577,167,20099,789,698,90,240067,35033
2030,11,2016,1962,419738,5071,185,22271,875,774,99,210405,38820
2030,11,2017,2188,468107,5656,206,24838,975,863,111,226209,43293
2030,11,2018,3130,669784,8093,295,35539,1396,1235,159,306979,61945
2030,11,2019,3463,741029,8953,326,39319,1544,1366,175,327399,68535
2030,11,2020,3891,832492,10059,367,44172,1735,1535,197,347903,76994
2030,11,2021,4362,933309,11277,411,49521,1945,1720,221,355576,86318
2030,11,2022,4859,1039666,12562,458,55165,2166,1916,246,374426,96154
2030,11,2023,5640,1206863,14582,532,64036,2515,2225,286,412886,111618
2030,11,2024,6591,1410220,17039,621,74826,2939,2600,334,456806,130425
2030,11,2025,7779,1664562,20112,733,88322,3469,3068,394,507346,153948
2030,11,2026,9327,1995742,24113,879,105894,4159,3679,473,567241,184578
2030,11,2027,11615,2485228,30028,1095,131866,5179,4581,589,651059,229848
2030,11,2028,15146,3240903,39158,1427,171962,6753,5974,767,768765,299737
2030,11,2029,20681,4425337,53469,1949,234808,9221,8157,1048,922424,409280
2030,11,2030,39217,8391369,101388,3696,445245,17486,15468,1987,1399546,776081
2030,12,2000,2610,3028192,30852,391,87301,2697,2386,305,1300915,119375
2030,12,2001,740,834830,8392,111,24371,808,715,87,345392,33833
2030,12,2002,958,1081248,10869,143,31565,1046,926,112,423274,43820
2030,12,2003,1258,1420007,14275,188,41454,1374,1216,147,533636,57548
2030,12,2004,1265,1039740,10058,189,34149,1382,1222,148,481796,57861
2030,12,2005,1689,1387987,13426,253,45587,1845,1632,197,604121,77241
2030,12,2006,4944,1645443,15912,300,54037,2187,1934,234,681962,91568
2030,12,2007,5418,1803142,17437,328,59216,2396,2120,257,714352,100344
2030,12,2008,4662,989567,8705,282,47644,2062,1824,221,552321,86333
2030,12,2009,3886,825032,7257,236,39722,1719,1521,184,450866,71978
2030,12,2010,1813,384771,3385,110,18527,802,709,86,206039,33571
2030,12,2011,2432,516155,4541,147,24855,1075,951,115,205472,45037
2030,12,2012,3649,774379,6812,221,37292,1614,1427,173,301267,67574
2030,12,2013,3638,772071,6792,220,37183,1609,1423,172,292269,67377
2030,12,2014,4479,950539,8362,271,45778,1981,1752,212,350601,82952
2030,12,2015,4960,1052612,9260,301,50694,2194,1940,235,378788,91859
2030,12,2016,5496,1166384,10261,333,56173,2431,2150,260,363736,101788
2030,12,2017,6129,1300791,11444,371,62646,2711,2398,290,394054,113518
2030,12,2018,8770,1861221,16374,531,89637,3879,3431,415,541606,162425
2030,12,2019,9703,2059197,18116,588,99171,4291,3796,459,582369,179702
2030,12,2020,10901,2313357,20352,661,111411,4821,4265,516,627623,201882
