# File: MOVES_EV_Efs_ORD.csv
# Title: PM emission factors for electric vehicles accounting for the break and tire wear
# Units: Tg/million-pass-km
# Source: derived from Brake and Tire Wear Emissions from On-road Vehicles in MOVES2014
# Column types: ccccnnnnnnnnnn
# ----------
state,class,fuel,pollutant,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
MT,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MT,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MT,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
MT,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
MT,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MT,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MT,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
MT,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
MT,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
MT,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NC,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NC,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NC,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NC,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NC,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NC,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NC,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NC,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NC,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NC,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NC,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NC,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
ND,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ND,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ND,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ND,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ND,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
ND,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
ND,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ND,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ND,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
ND,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
ND,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
ND,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NE,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NE,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NE,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NE,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NE,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NE,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NE,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NE,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NE,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NE,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NE,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NE,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NH,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NH,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NH,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NH,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NH,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NH,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NH,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NH,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NH,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NH,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NH,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NH,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NJ,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NJ,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NJ,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NJ,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NJ,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NJ,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NJ,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NJ,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NJ,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NJ,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NJ,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NJ,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NM,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NM,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NM,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NM,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NM,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NM,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NM,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NM,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NM,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NM,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NM,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NM,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NV,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NV,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NV,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NV,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NV,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NV,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NV,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NV,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NV,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NV,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NV,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NV,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NY,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NY,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NY,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NY,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NY,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NY,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
NY,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NY,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NY,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
NY,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
NY,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
NY,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OH,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OH,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OH,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OH,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OH,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OH,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OH,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OH,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OH,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
OH,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
OH,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OH,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OK,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OK,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OK,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OK,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OK,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OK,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OK,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OK,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OK,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
OK,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
OK,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OK,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OR,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OR,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OR,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OR,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OR,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OR,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
OR,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OR,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OR,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
OR,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
OR,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
OR,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
PA,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
PA,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
PA,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
PA,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
PA,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
PA,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
PA,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
PA,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
PA,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
PA,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
PA,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
PA,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
RI,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
RI,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
RI,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
RI,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
