# File: USDA_InternationAgProductivity_LaborCapital.csv
# Title: USDA Internation Ag Productivity: Labor and Capital inputs by ISO, 1961-2023
# Units: 1000 persons or million 2015 USD
# Description:  Data is downloaded from USDA and preprocessed to keep labor_Q and capital_Q
# Data source:https://www.ers.usda.gov/data-products/international-agricultural-productivity
# Date of CSV last update: 2026-03-04
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
fao_area_code,iso,variable,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
124,lby,Labor_Q_ThousPPL,248.2692,246.3668,243.5131,240.6594,237.8058,234.0009,230.196,226.3911,221.635,215.9276,217.8301,219.7325,221.635,222.5862,223.5374,223.5374,223.5374,223.5374,222.5862,222.5862,219.7325,216.8788,212.1227,206.4154,198.8056,188.3422,176.9275,163.6104,150.2932,135.0737,132.22,137.137,143.428,147.041,155.04,159.209,164.556,168.281,174.279,175.809,177.969,182.867,180.094,180.289,177.509,176.866,176.204,180.221,183.137,184.04,164.765,166.485,172.716,178.282,175.036,177.117,172.09,171.739,176.18,178.409,181.684,179.439,180.468
126,ltu,Capital_Q_Mil2015USD,2404.2682,2599.3612,2733.1041,2499.4126,2628.5925,2863.5364,2945.169,2959.6823,2957.7694,3073.6282,3284.4169,3415.7323,3440.7836,3552.7596,3663.8929,3596.5643,3662.3273,3812.3991,3904.0674,3960.6242,4001.2561,4089.878,4229.9114,4380.7026,4392.5807,4415.636,4449.9674,4358.0331,4336.5091,4321.3142,4203.3923,4631.6961,3984.0261,3630.1159,3423.5119,3425.8498,3347.0837,3378.7435,3518.6548,3633.4517,3632.3648,3771.7018,3938.8278,4265.6177,4415.0752,4527.0017,4549.8992,4252.4764,4303.0172,4620.3661,4968.7967,5173.3807,5490.6185,5818.4319,6096.6721,6338.1781,6665.8631,6982.1636,7015.9771,7319.2797,7475.1379,7882.1822,8438.0222
126,ltu,Labor_Q_ThousPPL,493.9165,485.4507,476.1435,465.8525,454.5,452.4,450.3,448.2,446.1,444,432,421,410.9,404.4,402,382.9,372.7,372.5,372.3,372,372.2,372.4,372.6,372.8,373,372,365,350.4,358.7,368.2,337.0126,367.3292,416.6347,352.4066,353.6765,359.9728,310.3,274.3,246.4,186.7,241.262,264.859,275.579,232.602,204.712,197.659,164.393,115.091,118.356,110.174,106.382,112.222,108.888,120.902,121.065,108.576,105.458,98.74,88.718,77.276,72.712,77.514,72.908
129,mdg,Capital_Q_Mil2015USD,1282.475,1371.5404,1391.3746,1410.0613,1466.3469,1606.6797,1633.2341,1660.2857,1611.3877,1524.1399,1413.4326,1446.2525,1465.473,1475.4125,1494.2948,1502.246,1526.331,1693.9725,1705.6094,1742.0028,1759.2397,1753.4166,1741.9011,1749.8053,1727.6609,1731.3826,1728.0025,1725.7422,1719.2493,1721.3786,1721.5408,1721.2979,1721.121,1720.7205,1721.7824,1710.9185,1697.8209,1685.81,1674.582,1664.0628,1663.1523,1650.2166,1651.5117,1640.324,1632.8893,1629.517,1627.4842,1636.1044,1638.5491,1654.6128,1675.5071,1701.8478,1732.7173,1768.7371,1800.1662,1843.7339,1887.3732,1919.0174,1959.7876,1998.838,2020.8674,2038.5627,2049.2927
129,mdg,Labor_Q_ThousPPL,2237.6431,2283.8372,2332.803,2381.7687,2432.5823,2485.2436,2538.8287,2594.2617,2650.6185,2708.8231,2767.0277,2827.08,2888.0563,2950.8803,3016.4759,3082.9955,3151.3627,3222.5017,3296.4123,3372.1706,3447.0051,3524.6112,3604.989,3686.2906,3769.4401,3853.5133,3939.4344,4027.2032,4118.6676,4212.9036,4311.759,4445.691,4586.152,4751.264,4906.824,5066.345,5233.435,5404.797,5580.352,5763.384,5973.022,6351.422,6619.383,6926.997,7251.711,7317.872,7370.163,7397.2,7497.226,7537.818,7718.84,7871.114,8388.153,8862.57,9307.092,9490.791,9668.164,9848.239,10004.034,10086.679,10370.73,10566.023,10784.392
130,mwi,Capital_Q_Mil2015USD,200.03,201.7671,208.8659,217.2663,232.3446,237.8412,259.5637,272.036,295.3959,299.8101,299.1976,321.8238,335.5425,362.1832,372.3687,399.664,411.1581,424.4349,434.5125,439.6898,478.0327,487.9834,495.2542,514.8314,549.1436,555.3791,579.7137,499.1898,495.2373,491.9031,486.24,493.5222,488.2716,466.1829,475.222,474.6206,481.7574,482.8468,486.1121,490.782,493.313,498.9905,506.7707,517.1781,530.7351,553.7502,583.6662,611.342,632.8513,652.5955,680.1673,707.4324,736.9153,779.1927,830.2616,878.7761,940.2131,997.8052,1069.0255,1248.6879,1430.3128,1626.8859,1840.8159
130,mwi,Labor_Q_ThousPPL,1367.6818,1391.6894,1416.4472,1442.7055,1468.9638,1495.9723,1523.7311,1552.9903,1584.5003,1619.0112,1653.5221,1691.0339,1730.7965,1772.0595,1815.5732,1862.0879,1910.8533,1960.369,2008.3841,2053.3983,2105.1647,2153.1798,2206.4466,2277.7191,2372.9992,2498.2888,2647.5859,2804.3854,2943.9295,3049.7129,3100.729,3190.888,3214.216,3170.561,3145.302,3186.545,3244.457,3291.946,3354.33,3429.154,3532.723,3610.173,3675.256,3748.607,3830.461,3852.251,3847.231,3849.623,3843.914,3839.774,3845.47,3892.935,3922.247,3951.468,4001.547,4052.8,4095.518,4191.925,4283.967,4471.511,4545.919,4726.355,4883.9
131,mys,Capital_Q_Mil2015USD,4767.6305,4934.6775,5094.1557,5150.1975,5221.4737,5363.8196,5537.8447,5486.6004,5694.5115,5961.4206,6036.5771,6127.044,6150.6545,6388.4988,6913.8621,7415.5953,7544.6135,7931.8646,8084.0784,8350.4812,8518.3869,8560.0914,8770.6793,8830.6979,8919.3752,8819.2673,9344.7473,9135.1743,9574.3598,9955.2487,8120.771,8874.9807,9451.3718,10842.397,11482.0732,12192.7961,12926.8155,13309.9017,13479.8969,13585.9557,13616.0521,13785.5581,14025.9859,14321.1213,14506.3778,14796.3265,15402.5598,16065.9882,16495.9596,17260.0855,18278.7156,19389.493,20494.6824,21695.1998,22957.6356,24212.2283,25431.5556,26556.166,27633.3119,28415.2523,29324.928,30307.3166,31328.5266
131,mys,Labor_Q_ThousPPL,1625.882,1651.9321,1677.0838,1701.3373,1723.7942,1743.5563,1760.6236,1776.7926,1791.165,1803.7409,1825.2996,1845.0617,1863.9255,1880.0945,1894.4669,1887.542,1920.1882,1946.8987,1977.5663,1780.7,1811.4,1635.8,1670.9,1695,1717.4,1764.5,1846.4,1889.1,1832.5,1737.6,1540,1535.8,1558.6,1542.7,1526.8,1626.2,1481.2,1616.5,1623.7,1711.8,1415.9,1424.5,1408.2,1452.6,1470.4,1515.075,1559.75,1495.7,1479.55,1492,1446.475,1650.5,1680.05,1716.975,1753.9,1609.9,1635,1570.3,1541.1,1566,1550,1540.8,1540.8
133,mli,Capital_Q_Mil2015USD,110.8082,119.8356,126.9969,139.035,154.8534,160.2256,168.9777,168.6638,182.8868,182.5294,187.0264,163.5766,150.5354,135.2647,146.139,153.1789,155.7036,167.2551,177.105,205.3313,220.9677,230.8764,203.0322,182.4449,167.2361,172.6668,175.3299,184.49,189.0609,200.9139,198.2357,201.0551,204.5003,207.4924,214.1074,229.7828,248.1071,275.5075,302.4742,325.2155,358.0156,393.2455,424.2135,455.5042,497.0199,543.0842,596.8435,665.3556,751.2534,847.9582,999.6691,1136.421,1283.172,1444.7892,1628.639,1832.2801,2026.6481,2234.9739,2463.7127,2690.8376,2911.7185,3163.9433,3455.7033
133,mli,Labor_Q_ThousPPL,1551.781,1573.6064,1596.1592,1619.4396,1642.7199,1666.7278,1691.4632,1717.6536,1744.5715,1773.6719,1797.6798,1823.1427,1849.3331,1875.5235,1901.7139,1927.1767,1951.9121,1976.6475,2002.1104,2027.5733,2056.6737,2086.5017,2117.7846,2149.7951,2182.5331,2216.7261,2252.3742,2289.4772,2328.0353,2368.7759,2405.879,2452.488,2496.744,2538.464,2593.038,2633.086,2680.847,2729.73,2788.39,2874.382,2899.738,2978.601,3033.892,3128.698,3205.531,3296.648,3489.938,3677.392,3868.199,4055.52,4256.536,4463.322,4650.087,4352.481,4189.054,4466.042,4440.16,4574.409,4838.457,4950.891,5318.543,5653.309,5796.725
134,mlt,Capital_Q_Mil2015USD,37.5431,37.6991,37.5597,37.7183,38.8278,40.8387,43.2376,45.9815,51.5692,56.6643,64.1065,70.1988,85.6407,84.3412,82.6528,82.6627,85.3602,82.3042,79.6886,75.4394,75.7823,74.6069,74.8027,75.2499,74.5795,73.49,72.0719,70.8938,69.7509,68.6854,67.6277,66.4778,65.107,63.6761,65.9919,64.9314,63.8879,62.8612,61.851,60.857,61.7759,65.4488,63.8879,72.5342,84.0075,102.0557,114.2997,122.7434,131.1056,156.6562,165.3809,167.3085,165.5855,164.8483,170.7001,167.5957,171.7556,174.6988,176.0295,180.1485,178.8188,320.4995,325.4295
134,mlt,Labor_Q_ThousPPL,13.149,11.688,11.688,11.688,11.688,11.688,11.688,10.227,10.227,10.227,10.227,10.227,11.688,11.688,11.688,11.688,13.149,13.149,13.149,14.61,13.149,13.149,11.688,10.227,10.227,8.766,7.305,7.305,5.844,4.383,4.383,4.383,4.383,4.383,4.383,4.383,4.383,4.383,4.383,2.922,3.458,3.49,3.66,3.294,3.13,3.073,2.828,2.833,2.313,2.136,1.904,1.807,2.293,2.415,2.803,2.367,2.143,2.357,2.554,2.919,2.348,2.342,3.357
136,mrt,Capital_Q_Mil2015USD,657.2581,690.8109,713.7163,735.0991,765.1062,795.6988,835.2108,882.9384,792.7886,802.5826,797.1711,739.3349,730.9719,632.5624,653.6504,684.4211,707.2682,713.6455,728.0625,737.3958,792.7492,813.8481,737.7475,705.7092,744.2864,761.7502,775.6435,801.2789,832.4393,864.5472,894.8552,872.9438,887.3361,869.2461,876.7815,890.4318,894.1193,896.6948,896.5015,892.4547,888.8359,886.6636,890.943,895.1409,904.1387,922.4092,944.2602,962.2642,981.579,998.9162,1017.322,1042.5158,1072.8931,1105.0808,1146.6532,1202.9898,1273.9985,1362.2586,1447.2989,1516.8879,1581.3684,1655.0822,1734.2422
136,mrt,Labor_Q_ThousPPL,189.5062,192.1753,194.3996,196.6238,199.2929,201.962,204.1863,206.8554,209.5245,212.1936,213.973,215.7524,217.08690000000001,218.8663,220.2009,221.5354,222.87,224.2046,225.5391,226.8737,226.4288,226.4288,225.984,225.5391,224.64940000000001,223.7597,222.4251,221.0906,219.3112,217.9766,222.87,232.225,242.615,250.389,255.413,256.969,260.748,263.683,268.863,275.161,277.646,277.653,278.096,277.909,277.508,276.69,277.649,279.456,280.699,283.387,285.364,285.805,284.132,281.468,279.268,278.947,276.937,295.57,312.85,318.614,327.734,338.1,343.132
137,mus,Capital_Q_Mil2015USD,252.1995,252.2078,252.7234,264.4259,259.7597,256.7323,260.7898,260.8421,267.934,274.6868,274.1777,270.866,259.1075,242.7288,228.512,232.1186,246.3384,214.4765,233.2573,283.1235,271.0837,277.0241,277.6494,288.0449,297.094,322.9686,338.2547,365.5208,395.6045,415.1921,406.2457,445.6439,472.8464,494.4325,505.305,512.2897,519.821,531.8609,545.1648,547.6406,547.294,554.6078,567.1377,592.7487,648.6656,716.4217,761.0051,801.0482,809.6355,814.3843,825.4468,837.4688,931.16,955.5556,951.9204,944.4496,933.4536,923.3955,918.4777,899.6568,890.1759,874.4439,854.7139
137,mus,Labor_Q_ThousPPL,72.285,73.2,75.03,75.945,76.86,76.86,77.775,77.775,78.69,78.69,79.605,79.605,80.52,81.435,82.35,82.35,83.265,84.18,85.095,85.095,84.18,83.265,81.435,79.605,77.775,75.945,73.2,71.37,68.625,65.88,64.965,62.329,61.945,61.692,65.793,60.191,58.698,56.462,53.658,53.219,53.23,50.708,64.658,48.846,49.105,46.959,45.8595,44.76,45.035,43.721,38.772,38.879,37.302,38.931,40.537,38.752,37.83,33.691,30.747,26.744,25.822,28.408,28.14
138,mex,Capital_Q_Mil2015USD,17639.151,18737.2741,19544.0896,20653.9745,21711.1098,22887.9707,23937.3989,24943.9448,25756.8132,27032.0466,27059.3205,27406.3973,27721.6069,28373.6506,29138.0339,29862.2851,30317.6372,31389.7964,32333.3693,32977.8789,37065.1814,37816.5247,38854.4396,39379.125,42482.34,45451.5844,47564.9274,49735.7963,52833.4206,54705.8879,56156.6284,55465.5581,55845.9825,55345.7612,54857.5215,52250.0954,50032.0197,47875.1519,45843.1456,43964.3462,42173.8658,40573.6074,38860.1801,37207.3288,35775.1979,34448.8548,33245.5706,32230.7799,31106.1899,30058.7703,29077.5349,28187.4664,27577.5165,27049.5979,26625.3202,26259.2727,25952.4269,25736.2833,25584.4082,25446.1309,25559.6777,25502.565,29291.415
138,mex,Labor_Q_ThousPPL,4910.9016,4963.0642,4953.8385,4993.2806,5005.8308,5055.6746,5094.4861,5135.1895,5170.7971,5218.1844,5444.0698,5454.2561,5660.5368,5537.1096,5777.7641,5651.5167,6096.6044,6103.6282,5927.6787,6069.5183,6022.0394,5975.8932,6320.901,6435.161,6683.9928,6740.3788,6907.645,7171.9907,7096.2401,6852.6776,7532.289,7787.284,8042.279,7779.2285,7516.178,7307.033,8259.726,6995.419,7404.551,6516.445,6555.668,6803.694,6586.002,6393.498,6421.669,6339.86,6267.937,6327.122,6441.66,6600.47,6444.63,6674.377,6717.676,6795.351,6793.605,6766.457,6895.004,6937.075,6964.043,6552.84,6960.912,7127.989,6927.075
141,mng,Capital_Q_Mil2015USD,241.3625,223.9309,228.9052,240.0279,247.0278,254.1709,248.524,246.1382,233.7877,241.6823,256.1093,257.2827,263.2278,265.4319,281.5742,285.7389,288.2843,284.547,289.5464,290.2951,286.2937,291.1943,297.8132,292.0997,291.4636,292.4161,299.5803,303.066,303.522,310.3047,309.983,297.3018,284.7464,278.399,289.5949,348.7073,406.8656,441.0156,460.7358,517.1957,584.3964,642.0675,687.9704,741.0774,789.2926,843.0385,901.2694,969.7981,1007.4501,1062.7223,1131.047,1221.6091,1373.3928,1498.8337,1622.5188,1798.0271,1905.1051,1937.8114,2007.6521,2086.4426,2174.3507,2254.8608,2345.7108
141,mng,Labor_Q_ThousPPL,270.7523,270.7523,270.7523,271.7193,271.7193,271.7193,271.7193,270.7523,270.7523,270.7523,273.6532,276.5542,279.4551,282.356,285.2569,288.1578,290.0918,292.9927,294.9266,297.8275,298.7945,300.7285,302.6624,304.5964,306.5303,308.4642,311.3652,314.2661,315.2331,315.2331,317.167,333.043,341.963,349.055,368.717,380.503,408.853,424.398,432.045,435.708,444.401,423.289,446.985,405.703,417.633,421.162,426.262,405.327,384.31,358.73,372.402,403.298,346.677,328.845,338.824,349.046,341.89,326.584,355.302,322.167,334.866,348.029,348.946
143,mar,Capital_Q_Mil2015USD,7228.8077,6787.683,6793.8286,7117.4086,7321.5423,7623.9266,7880.8243,8086.6751,8573.2754,8754.7668,9008.2642,8890.2328,9086.4406,9172.4286,9471.7013,9580.5549,9370.7127,9869.6945,9794.6524,10005.7191,10443.855,9233.7771,9521.1451,9215.0935,9759.027,10554.0259,11380.6989,11108.6842,11730.5676,12076.9854,12019.1449,11896.9186,10979.995,11203.0421,11399.7432,11964.2263,12287.4847,12779.1192,13115.3738,13290.5675,13615.095,13987.5089,14496.7302,14961.2513,15324.649,15955.2671,16331.1467,16919.5768,17758.0139,18582.7278,19548.5005,20359.7834,21446.4918,22253.9387,23460.7715,24393.5813,25511.729,26735.6683,27944.1549,28781.5847,30089.0069,30908.2377,31540.0377
143,mar,Labor_Q_ThousPPL,2512.8268,2527.3007,2541.7746,2557.0525,2573.1346,2590.8249,2610.1234,2628.6178,2644.6999,2658.3697,2713.0488,2766.1197,2817.5824,2869.0451,2922.116,2975.991,3029.866,3085.3492,3143.2448,3203.5526,3227.6758,3250.9948,3273.5097,3292.8082,3305.6739,3313.7149,3315.3232,3312.1067,3304.0657,3290.3959,3306.478,3386.291,3465.567,3506.599,3608.659,3655.124,3705.6,3759.59,3780.73,3824.883,3874.145,3894.455,3916.88,4227.103,4277.659,4231.501,4161.061,4131.421,4152.334,4150.012,4164.736,4106.454,4029.962,3965.809,3882.087,3759.557,3628.137,3592.803,3557.962,3384.208,3426.625,3228.326,3323.923
144,moz,Capital_Q_Mil2015USD,256.6902,270.0848,272.5702,286.1874,299.9837,311.5747,320.4338,338.496,351.2409,367.3384,389.8036,375.672,399.5178,411.23,412.1697,390.344,399.5948,407.6356,414.8532,425.7554,433.0178,420.8788,409.5754,421.8389,432.3201,396.2979,385.9991,398.4992,400.2936,406.7981,402.8964,428.4551,452.3911,455.9519,462.671,472.5384,486.4613,498.7847,505.3462,505.1601,506.7016,517.1072,536.0934,560.37,595.2696,643.5834,702.0259,803.8063,936.4072,1049.2999,1155.4283,1260.8305,1360.2158,1469.5117,1592.4898,1699.8773,1453.2539,1859.7115,2098.3634,2222.4509,1968.0416,1473.6661,1656.3761
144,moz,Labor_Q_ThousPPL,3363.7532,3416.3388,3471.5105,3527.5443,3586.1643,3646.5084,3709.4387,3773.2311,3839.6096,3907.7122,3980.1252,4054.2622,4131.8475,4216.3293,4308.5696,4409.4304,4515.4636,4625.8072,4733.5645,4836.1495,4912.0107,4983.5615,5043.0436,5080.1121,5089.5948,5068.0433,5020.6301,4970.6307,4947.3551,4970.6307,5093.043,5200.192,5364.022,5746.823,6125.548,6315.601,6455.949,6584.116,6686.92,6830.399,6910.734,7008.311,7139.064,7197.264,7269.487,7319.356,7377.419,7441.713,7508.431,7571.098,7641.306,7713.532,7798.031,7871.411,7937.743,8119.837,8335.314,8538.885,8760.577,8938.421,9194.437,9593.589,9838.267
146,mda,Capital_Q_Mil2015USD,321.8842,347.7474,364.9307,326.8596,344.4541,373.5509,385.3006,383.9932,384.5415,402.6477,434.6578,453.3511,456.0254,472.9621,489.0517,474.7638,486.6689,509.8499,524.3506,533.2576,539.8074,547.4367,555.1039,563.9872,568.8687,573.4544,552.464,528.5397,543.3677,553.592,545.6692,511.9181,461.5149,467.2293,458.9666,608.2995,806.2204,1068.5385,1416.2062,1876.9939,1545.4988,1382.5649,806.2204,680.886,579.0232,523.6683,503.0284,484.4468,634.4038,659.0947,739.5456,762.6621,770.6789,817.9303,727.5525,858.4488,925.6613,970.601,948.8543,613.2493,958.9157,684.4368,860.013
146,mda,Labor_Q_ThousPPL,866.5759,851.72260000000006,835.3931,817.3376,797.4197,801.3626,805.412,809.3549,813.4043,817.3472,796.0344,830.0283,831.5202,836.2091,849.3164,792.944,804.7726,802.2151,799.6575,797.1,802.2,793.7,787.9,763.2,751.7,744.5,724.8,699.7,712.3,673.4,785.715,741.441,800.951,796.834,782.841,762.453,738.649,795.844,843.254,903.234,888.925,859.759,756.384,614.746,628.149,796.466,839.194,853.775,890.351,996.627,1014.068,1046.611,1077.362,944.965,958.531,961.022,904.743,868.758,794.762,827.274,863.105,847.698,733.524
147,nam,Capital_Q_Mil2015USD,870.1647,930.6053,939.5946,944.5995,951.9799,965.1659,969.8703,985.6871,1003.1077,1019.3417,1036.9319,1053.873,1070.451,1165.0657,871.6611,865.5771,986.7289,993.7934,1040.0269,1084.8015,914.3249,833.7682,804.4408,826.743,828.2631,874.1691,833.5985,884.2174,913.2719,944.6707,987.4481,964.3608,916.0992,909.3195,904.0926,863.7156,1304.1112,1360.2975,1402.8463,1446.91,1482.4835,1481.5238,1510.0974,1511.4472,1514.4815,1488.9442,1214.0227,1162.448,1152.207,1150.6355,1156.5221,1148.6725,1024.8516,1055.4959,1137.5589,1192.9838,1197.7137,1256.4667,1303.1222,1371.5867,1567.6765,1551.6502,1551.2002
147,nam,Labor_Q_ThousPPL,126.1366,127.3672,128.5978,129.8284,131.059,132.2897,133.5203,134.7509,135.9815,137.2121,138.4427,139.6733,140.9039,142.1345,142.7498,142.7498,142.7498,142.1345,142.1345,141.5192,142.1345,143.3651,143.9804,146.4416,148.9028,153.2099,157.517,163.0547,167.9771,172.2842,175.976,178.837,183.203,186.058,175.015,164.325,152.813,150.56,147.504,143.561,146.432,147.826,148.859,150.335,156.54,161.93,166.998,173.905,181.12,187.534,184.989,182.229,223.956,213.189,176.991,143.952,158.549,173.514,174.912,174.532,180.184,185.962,190.704
149,npl,Capital_Q_Mil2015USD,657.6097,662.836,676.4028,678.7123,685.3347,686.9333,705.685,721.2135,736.0776,751.1042,767.6285,791.3657,807.8808,832.0827,873.0646,891.23,922.3208,947.5295,966.0292,1011.6911,1010.6073,1015.2487,1029.5359,1035.8149,1037.2519,1067.9484,1091.0714,1114.2171,1137.202,1160.8289,1195.2115,1307.743,1404.0824,1528.6338,1646.3704,1690.609,1742.0326,1790.6545,1852.0237,1922.2033,2010.8917,2095.3794,2177.4014,2259.8265,2342.0731,2429.7211,2517.4986,2597.4055,2695.2928,2845.5518,3020.9388,3191.4782,3360.3488,3551.6244,3746.586,3922.7826,4138.8555,4358.691,4594.3102,4821.1073,5111.8443,5416.576,5760.426
149,npl,Labor_Q_ThousPPL,2030.3212,2054.5289,2080.6888,2107.6296,2136.1322,2165.8061,2197.0418,2229.4489,2263.8081,2299.3388,2336.8216,2376.2567,2416.8631,2458.6409,2501.59,2545.32,2590.2213,2636.294,2683.1476,2731.5629,2784.2732,2838.5452,2893.9886,2950.6033,3008.7798,3067.7373,3127.866,3189.5565,3253.9802,3320.7465,3397.274,3489.394,3567.702,3636.769,3690.616,3739.679,3782.424,3823.87,3868.223,3943.906,4018.341,4104.17,4174.761,4241.508,4300.571,4243.15,4240.866,4257.375,4286.34,4329.56,4360.815,4360.054,4344.93,4333.087,4336.18,4339.074,4308.409,4286.836,4349.533,4312.965,4483.603,4611.329,4608.412
150,nld,Capital_Q_Mil2015USD,17416.5464,19288.8263,20889.7466,22515.1087,24397.4934,26279.9731,28090.2974,29916.0251,31183.5756,33095.9348,33904.7727,35054.1147,36368.8528,37920.3455,38682.3665,39252.1448,40090.737,41238.2984,42478.0544,43971.9092,43985.7452,44415.5976,45181.1776,45393.9904,45505.6491,45578.7783,45540.222,45130.4245,45136.5166,44217.8703,43857.9018,43487.2879,43019.3611,42577.3947,42212.1664,41998.0775,41903.6458,42119.3941,42960.417,43720.6208,43901.641,45013.3352,45670.2895,45802.4835,46530.824,46710.254,47819.9522,48495.6057,50500.0944,51260.405,54757.2725,56326.8942,56692.6162,58129.2292,58417.8744,58047.3898,58522.7624,58126.6391,59190.2866,59219.5878,58857.9849,59022.3454,58654.7054
150,nld,Labor_Q_ThousPPL,434.8688,423.9971,413.1254,402.2536,390.3936,378.5335,365.6851,352.8367,339,329,320,315,309,304,263,260,281,256,281,244,271.3,249,251.401,247,245.8947,249,249.8469,250.6939,246.4592,248.1531,253.2347,250.6939,264.507,261.575,251.741,246.998,250.699,246.107,231.493,241.741,237.929,217.568,238.538,255.518,275.782,254.393,254.034,212.862,230.685,207.06,201.962,200.173,167.584,175.363,172.643,170.856,173.064,164.446,163.003,165.754,195.549,173.685,174.22
153,ncl,Capital_Q_Mil2015USD,83.2985,85.5909,90.5112,82.5464,89.2422,95.5731,97.4756,99.3876,102.5882,102.3228,102.985,98.7829,103.919,96.934,100.6938,101.8465,103.1519,110.0791,107.7491,103.0268,103.2193,96.1602,113.793,114.0524,115.3781,117.4139,122.8712,127.8214,116.6845,116.8888,121.0133,120.0815,116.2913,107.6186,109.7096,111.0044,112.4075,113.4309,115.484,117.417,119.9369,122.8707,127.1265,130.4583,134.4905,141.4793,146.9968,154.3711,161.3326,170.5872,179.063,188.9144,197.3116,204.6699,212.5477,218.5703,223.1549,225.2495,225.6675,224.5608,221.9676,218.4435,212.6035
153,ncl,Labor_Q_ThousPPL,3.3373,3.4763,3.4763,3.4763,3.4763,3.6154,3.6154,3.6154,3.6154,3.7544,3.7544,4.0325,4.1716,4.3106,4.3106,4.4497,4.5887,4.5887,4.5887,4.7278,4.7278,4.7278,4.8668,4.8668,4.8668,5.0059,5.0059,5.0059,5.1449,5.1449,5.284,5.33,5.373,5.415,5.47,5.521,5.246,4.99,4.781,4.565,4.353,4.137,3.924,3.719,3.508,3.289,3.111,2.888,2.718,2.549,2.378,2.224,2.08,1.955,1.802,1.671,1.531,1.204,2.146,2.098,2.087,2.093,2.111
154,mkd,Capital_Q_Mil2015USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.421,864.1699,900.9041,912.3727,921.2069,940.1677,969.4052,999.1809,996.4788,971.4196,949.9466,933.1415,922.5994,906.7075,896.969,884.6422,878.4209,885.095,878.8736,870.5037,868.336,876.8173,891.7624,914.7994,929.28,941.1635,975.7896,1014.0788,1023.7376,1041.8619,1057.3338,1050.1638
154,mkd,Labor_Q_ThousPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.908,159.994,152.201,138.334,130.957,136.541,138.108,140.497,138.939,141.9,138.838,120.956,97.208,101.333,106.733,104.22,115.593,110.128,106.69,112.217,106.248,119.169,118.103,114.959,106.887,103.093,97.504,92.303,77.654,73.757,65.643,64.44
155,vut,Capital_Q_Mil2015USD,16.7927,18.3314,20.8266,21.8838,23.2486,26.4949,28.437,30.5111,32.1947,33.5049,37.7788,38.5787,42.7215,44.9491,46.935,48.912,47.504,46.1706,44.9751,44.6061,44.5808,45.8629,47.2336,47.6379,49.886,51.2913,52.6225,51.9249,53.1938,56.7652,58.6707,62.1113,65.8285,66.2911,66.2767,71.4051,76.3694,81.0904,85.8771,90.1442,93.0494,95.3041,97.191,100.4548,103.6159,108.3106,113.9288,121.3723,128.1911,135.9771,144.7878,153.6076,162.8667,173.9219,183.1791,190.7739,200.6654,213.0169,229.5455,243.7067,255.4711,265.1881,280.7281
155,vut,Labor_Q_ThousPPL,25.004,26.4748,26.4748,26.4748,27.9456,27.9456,27.9456,27.9456,29.4164,29.4164,29.4164,30.8873,30.8873,32.3581,32.3581,32.3581,33.8289,33.8289,33.8289,35.2997,35.2997,35.2997,36.7705,36.7705,36.7705,38.2414,38.2414,38.2414,39.7122,39.7122,41.183,41.954,42.308,42.845,43.978,45.085,46.088,47.204,48.416,49.551,51.26,53.087,54.343,55.962,57.414,58.627,58.233,57.412,56.112,57.639,57.2,56.711,55.924,54.95,53.542,52.234,51.033,49.86,48.577,46.268,46.355,47.084,47.804
156,nzl,Capital_Q_Mil2015USD,8673.6411,8802.8524,8965.9627,9149.2928,9360.5969,9703.3086,10105.5888,10387.3159,10490.7584,10616.0955,10252.1787,10520.6976,10415.9981,10492.8118,10373.8382,10249.7412,10181.3873,10121.1431,9963.7435,10502.4436,10700.838,10897.9935,10060.5967,10011.1264,9913.0698,9937.7236,9649.5614,9604.5718,9307.0177,9211.4086,9057.9101,9018.3746,8978.3893,9155.507,9268.0126,9297.8373,9214.6176,9452.4465,9528.0047,9995.0823,10257.0107,10865.2493,11592.9997,11771.9023,12287.2867,12458.0068,13781.1999,14133.1544,13973.9037,14258.0422,14551.9276,14924.5278,15527.4463,16235.5039,16638.3654,16979.1654,17922.8941,18814.8616,19211.613,19461.9493,20264.2784,21454.7219,23199.8919
156,nzl,Labor_Q_ThousPPL,125.0526,126,126,126,126,126,125.0526,125.0526,124.1053,124.1053,126,129.7895,132.6316,135.4737,137.3684,138.3158,139.2632,140.2105,140.2105,141.1579,142.1053,144,145.8947,147.7895,150.6316,152.5263,154.4211,156.3158,159.1579,162,162,164,163,167,163,163,151,148,166,156,168,168,160,153,149,153,155,152,143,149.2,153,150.6,144.8,142.8,143.3,163.75,163.25,156.2,157.025,164.125,169.275,170.525,164.425
