BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
6460,3,5,80000,6,5,225.04,47023,776568,43074,286152,2248907,0,9099,81827,474514,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6461,1,1,40000,2,2,387.47,0,243845,6264,0,636678,0,8105,326422,109142,              ,              ,              ,              ,1309135,1008930,0,              ,              ,
6462,3,5,2000,5,3,1923.12,4462,4924,3446,0,16125,0,640,2295,918,              ,              ,              ,              ,90287,0,0,              ,              ,
6463,4,8,10000,6,2,467.82,0,20419,4963,30068,73036,0,400,18005,5667,653571,0,0,167983,              ,              ,              ,              ,              ,
6464,3,5,25001,6,21,425.71,0,1557098,26035,0,5832925,0,11025,16148,93860,              ,              ,              ,              ,0,0,411909,              ,              ,
6465,4,9,15000,8,2,217.98,12978,69573,17318,43287,96639,0,1835,65913,14103,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6466,3,7,3500,7,5,1678.97,0,0,0,0,19252,0,111,910,694,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6467,2,3,5000,6,3,525.19,0,0,5920,0,77017,1104,4841,15550,6220,332494,34918,14965,0,              ,              ,              ,              ,              ,
6468,3,7,2000,3,3,1865.67,0,1293,1840,41129,42513,0,2533,10330,1875,100945,0,0,0,              ,              ,              ,              ,              ,
6469,3,7,1500,5,3,1593.18,0,0,2729,0,40242,0,2317,8379,3352,78513,0,0,0,              ,              ,              ,              ,              ,
6470,3,7,3000,6,5,1543.02,0,0,0,0,5844,0,214,1383,1054,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6471,3,6,12500,5,5,1911.82,0,19596,3428,0,227673,0,2200,16351,10322,479867,44614,0,0,              ,              ,              ,              ,              ,
6472,2,3,60000,5,13,293.95,0,16121,0,0,234303,4141,7772,3696,18112,2049456,271555,271555,0,              ,              ,              ,              ,              ,
6473,1,2,10001,2,14,1.09,0,83563,48483,102811,145723,0,6094,9326,7993,              ,              ,              ,              ,              ,              ,              ,922000,0,0
6474,3,7,600000,9,21,20.87,0,3808551,1703221,0,47324923,0,96034,155568,904236,23631721,10937946,0,0,2468399,0,503589,              ,              ,
6475,3,7,5000,7,12,1262.19,24392,13202,4017,1430,1971,0,646,161,787,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6476,3,6,40000,7,18,295.28,102250,2027458,106085,0,833459,0,59428,34024,209793,0,7036714,0,0,              ,              ,              ,              ,              ,
6477,3,7,2000,6,3,1608.79,0,3821,2311,0,6364,0,447,1539,616,18260,0,0,2526,              ,              ,              ,              ,              ,
6478,2,4,2500,8,6,1348.34,0,4559,4632,0,11121,0,120274,1287,6303,193413,7242,0,0,              ,              ,              ,              ,              ,
6479,2,4,4500,7,14,527.59,184944,65220,41304,0,121855,0,9251,3505,15788,0,124097,0,0,              ,              ,              ,              ,              ,
6480,1,2,5000,8,12,1496.57,0,12702,7647,3240,12210,0,2143,412,2020,106783,0,0,27090,              ,              ,              ,              ,              ,
6481,3,6,40000,3,14,6.17,0,542081,218056,521868,682267,32026,41789,17565,75074,              ,              ,              ,              ,              ,              ,              ,2201000,0,0
6482,1,1,9000,5,2,1421.18,0,31593,8600,0,67526,0,752,28585,6960,              ,              ,              ,              ,109552,339526,0,              ,              ,
6483,2,3,17500,4,14,560.24,0,0,5127,16906,5350,519,3111,548,2686,152583,0,0,21112,              ,              ,              ,              ,              ,
6484,2,3,1001,6,15,1740.98,85976,62605,54573,0,22178,38730,21473,202,2263,25625,17904,53711,0,              ,              ,              ,              ,              ,
6485,3,5,4000,5,13,1923.12,0,0,0,604,6583,0,120,79,388,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6486,2,4,250000,4,2,21.23,0,13390732,31585319,0,66279630,379948,414987,19638350,7271691,154746,132053,33013,0,              ,              ,              ,8913000,0,0
6487,2,4,400000,7,5,145.62,0,573566,2414,0,8479808,0,58515,537816,402311,0,12175951,0,0,              ,              ,              ,48043000,0,0
6488,3,7,4500,7,13,1426.16,0,1644,17301,2439,4061,0,1095,267,1308,32397,0,0,8660,              ,              ,              ,              ,              ,
6489,1,2,5001,2,18,460.39,0,0,0,0,2201,0,148,148,461,              ,              ,              ,              ,              ,              ,              ,622661,459339,0
6490,2,3,2000,3,3,1545.96,0,0,4139,0,19249,0,1017,3434,1374,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6491,3,7,3500,7,3,1426.16,0,0,515,0,16679,0,905,4683,1873,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6492,1,1,45000,6,13,383.54,202553,52680,46299,0,742692,0,15322,10072,47723,              ,              ,              ,              ,1588805,704989,0,              ,              ,
6493,4,9,400000,9,20,10.69,7909,95062,15600,449385,370942,0,1649,2416,14043,69876,0,0,14296,              ,              ,              ,              ,              ,
6494,3,6,5001,6,18,461.25,87970,382165,35648,0,146048,0,9782,4339,35793,0,1030029,0,0,              ,              ,              ,              ,              ,
6495,1,2,30000,3,14,275.92,0,202597,4496,0,200877,0,14290,5549,24253,2179593,133084,0,0,              ,              ,              ,              ,              ,
6496,3,5,25000,2,18,278.71,0,1020013,6387,0,290832,0,18510,11137,64803,              ,              ,              ,              ,              ,              ,              ,2569600,1459400,0
6497,3,7,2000,3,3,1432.66,4668,8857,6840,22272,24257,0,1091,3843,1537,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6498,2,4,5000,6,15,1407.92,0,0,0,0,15367,38995,8039,83,934,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6499,3,6,45000,5,16,412.12,1617491,2649200,667544,0,2515560,480542,292896,619782,793162,40128,545373,0,0,0,0,66710,              ,              ,
6500,4,9,17500,6,15,440.57,0,107347,174174,0,35975,0,45975,810,4444,14570,8010,24034,0,              ,              ,              ,              ,              ,
6501,2,3,1500,6,2,1605.92,0,972,296,1035,1765,0,25,906,215,4013,0,0,0,              ,              ,              ,              ,              ,
6502,4,9,17500,4,12,444.28,0,0,5733,11877,169408,0,7867,3181,14809,48614,13949,0,0,184874,0,0,              ,              ,
6503,3,7,25001,5,1,377.7,0,8682,1667,27477,12907,0,147,188,1090,13794,0,0,4111,              ,              ,              ,              ,              ,
6504,1,1,20000,4,5,537.09,0,27958,10144,0,311288,0,2753,21554,13125,              ,              ,              ,              ,440238,784256,0,              ,              ,
6505,3,5,1000000,9,2,1.07,0,0,4688858,0,5790771,229500,178180,6767430,2307652,              ,              ,              ,              ,0,0,275993,20111215,13658785,0
6506,2,3,4000,2,12,1923.38,0,17001,12338,9204,41935,0,3315,1116,5466,222264,0,0,0,              ,              ,              ,              ,              ,
6507,2,3,25000,2,12,450.35,0,34298,743,0,110251,0,4007,1572,7374,1342591,286933,0,0,              ,              ,              ,              ,              ,
6508,1,2,7000,4,3,20.71,60585,10533,17214,73970,158640,0,5719,23590,5369,              ,              ,              ,              ,1000787,0,0,              ,              ,
6509,4,8,1001,4,2,1525.12,0,18029,6272,0,45730,0,403,14461,4976,120299,26745,0,0,              ,              ,              ,              ,              ,
6510,1,1,30000,4,3,4.3,0,0,0,0,401507,0,19321,13780,77987,              ,              ,              ,              ,              ,              ,              ,733838,1102162,0
6511,4,9,25000,5,3,1826.41,64798,44765,30464,178128,287751,0,14469,57253,12781,1412977,0,0,214284,              ,              ,              ,              ,              ,
6512,1,2,350000,4,16,10.47,63622,11299626,268633,0,16315633,0,2046717,4348491,5524947,0,0,839253,839253,5160791,68576032,228299,              ,              ,
6513,4,8,25000,5,6,440.99,0,815406,266660,0,1957330,287891,3910477,92001,635558,888194,242995,567339,352,              ,              ,              ,              ,              ,
6514,2,4,5001,6,5,1919.46,0,0,552,12420,12523,0,350,2444,1862,116157,0,0,5574,              ,              ,              ,              ,              ,
6515,1,2,10001,5,2,1458.06,0,45068,18444,78641,82391,0,1626,74201,8305,              ,              ,              ,              ,637558,0,0,              ,              ,
6516,2,3,7000,1,2,1740.98,0,21884,8576,0,36351,0,639,21834,5680,217284,29059,0,0,              ,              ,              ,              ,              ,
6517,3,6,5000,6,3,2276.82,32206,49353,19097,36024,130097,0,4828,18179,4093,318270,0,0,0,              ,              ,              ,              ,              ,
6518,1,2,1500000,5,1,21.29,615713,0,40397,3435833,32434,0,16497,21954,127608,37117368,0,0,0,0,0,42023,              ,              ,
6519,4,8,120000,7,2,222.14,1764728,1288304,883159,262940,1063230,0,35880,907285,662729,              ,              ,              ,              ,0,0,0,              ,              ,
