BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
2678,1,2,70000,9,17,26.27,0,0,3388,0,551649,0,42472,23918,150332,3800450,1010001,178051,77882,0,0,71980,              ,              ,
2679,1,2,17500,4,21,1.81,0,0,18,0,541,0,2,2,14,105466,6,0,0,              ,              ,              ,              ,              ,
2680,2,4,20000,4,14,1619.97,0,70242,44211,0,150349,0,10980,4451,18447,1497626,66457,11728,0,              ,              ,              ,              ,              ,
2681,1,1,1500,9,5,1605.92,511462,26067,12097,0,221699,0,3111,23828,14423,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2682,3,7,2000,6,3,545.26,2181,3101,1117,0,4630,0,218,755,302,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2683,4,9,17500,3,13,435.97,56414,0,0,0,416334,5027,11424,4945,22999,877465,246236,245795,0,              ,              ,              ,              ,              ,
2684,1,1,100001,3,1,27.67,0,29622,548,0,418194,0,866,1402,8150,0,0,0,85304,              ,              ,              ,24000,0,0
2685,2,4,5001,8,3,1795.89,0,35579,19320,0,120263,0,7186,29019,6247,211249,49500,0,0,              ,              ,              ,              ,              ,
2686,3,7,2500,5,3,1911.82,0,161,4603,0,5858,0,290,1050,420,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2687,1,2,25000,3,16,277.36,0,304697,14497,0,88801,12280,14970,22340,49876,              ,              ,              ,              ,              ,              ,              ,154642,6106765,1308593
2688,2,4,10001,5,13,560.24,0,61894,2191,0,708829,0,26357,11279,48991,836534,306685,0,0,              ,              ,              ,              ,              ,
2689,2,3,2500,3,3,1717.51,90788,14228,17987,99340,174694,3836,4013,17610,7044,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2690,2,3,4500,6,5,1814.15,0,0,588,7110,3293,0,121,845,644,133677,0,0,3283,              ,              ,              ,              ,              ,
2691,2,3,700000,9,2,1.15,26314383,3575553,7735867,2356881,10922132,0,381935,12684044,5892233,              ,              ,              ,              ,0,0,0,              ,              ,
2692,3,7,2000,4,12,2015.22,0,8116,3946,0,5190,0,501,120,586,57624,0,0,0,              ,              ,              ,              ,              ,
2693,2,3,200001,3,21,12,0,1023852,0,0,11940728,0,24099,34542,200777,25607973,8953797,0,7897,              ,              ,              ,              ,              ,
2694,3,7,7000,4,1,1678.97,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2695,1,1,15000,3,18,442.85,0,19231,150,0,16130,0,1079,479,3950,0,24593,0,0,585272,0,0,              ,              ,
2696,3,7,25000,6,5,489.1,7517,94349,4697,52778,115504,0,1437,10915,7236,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2697,2,4,1001,2,5,1511.3,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2698,3,6,22500,7,2,510.34,14436,2909832,429229,1930995,4689352,0,25559,1213331,299634,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2699,3,5,40000,7,2,489.1,58743,586052,106896,0,336322,0,7509,165459,154530,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2700,3,6,6000,6,3,1882.46,0,7238,5674,0,20461,0,1518,5346,2139,59270,0,0,0,              ,              ,              ,              ,              ,
2701,1,2,1500,4,3,1684.43,0,0,2880,0,22320,0,1127,3877,1551,              ,              ,              ,              ,62272,0,0,              ,              ,
2702,4,9,1001,7,15,1345.78,152943,195295,40836,0,162150,256228,97680,1044,11690,0,294901,884745,0,              ,              ,              ,              ,              ,
2703,4,9,10000,4,12,436.92,20001,0,6338,0,48074,0,992,549,2693,0,128084,0,46434,              ,              ,              ,              ,              ,
2704,3,6,1500,6,2,1543.02,0,222416,51965,0,98669,0,1093,36032,12398,33755,281222,0,0,              ,              ,              ,              ,              ,
2705,3,7,1001,5,1,2055.44,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2706,1,2,4000,5,3,1421.18,0,41023,28779,222017,466147,0,8931,53210,11499,154041,0,0,0,              ,              ,              ,              ,              ,
2707,2,3,20000,5,3,160.98,0,147149,121558,0,1280271,0,73534,297275,81572,2083548,713274,0,0,              ,              ,              ,              ,              ,
2708,4,9,5000,4,14,1311.11,0,0,23878,0,33275,0,2059,886,3680,0,0,0,223396,              ,              ,              ,1836000,0,0
2709,1,2,450000,9,3,1.07,194833,175690,359337,0,3816121,0,151300,148042,808939,3045014,957929,410541,0,0,0,147982,              ,              ,
2710,4,9,1500,7,2,1525.12,2495,53869,13296,34319,57569,0,1293,47197,8470,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2711,4,8,3000,6,2,2359.93,0,0,3021,11908,13711,0,238,8106,2132,62806,0,0,16530,              ,              ,              ,              ,              ,
2712,3,5,800000,6,2,21.73,59487,12429923,4146575,1168544,8602998,0,60630,1787350,1352707,0,0,148076,724825,              ,              ,              ,              ,              ,
2713,4,9,400000,6,2,10.29,0,3445001,6030315,0,15324195,0,90703,4166421,1605884,3091851,2080829,0,0,0,0,697333,              ,              ,
2714,3,5,5000,6,3,1684.34,91,0,5,66,129,0,4,15,6,              ,              ,              ,              ,28848,0,0,              ,              ,
2715,3,5,3500,6,2,1593.18,2537,51293,8710,27489,89528,0,1078,39396,10514,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2716,2,4,4000,5,15,538.92,0,20437,5181,8406,3560,0,8147,71,790,179454,14196,42608,0,              ,              ,              ,              ,              ,
2717,4,9,8000,3,7,1438.51,1693,29913,9374,0,27897,0,88,813,4727,98616,42357,0,0,              ,              ,              ,              ,              ,
2718,3,5,200001,9,2,1.42,1256715,1514370,2076005,593744,2804505,0,89995,3274049,1191258,              ,              ,              ,              ,0,0,21913,              ,              ,
2719,1,1,12500,3,3,716,0,10578,417,70406,155905,0,5727,25396,4738,              ,              ,              ,              ,952939,0,0,              ,              ,
2720,3,6,35000,6,18,415.45,103357,2317675,119137,0,319839,0,20167,8945,73794,0,624397,0,0,              ,              ,              ,              ,              ,
2721,3,6,300000,9,2,2.67,924,3092465,1029939,177812,1176718,35640,28390,1058137,334533,806119,0,0,0,0,0,335214,              ,              ,
2722,3,5,6000,3,2,1898.76,0,26561,7312,24660,27839,0,471,16822,3462,143751,0,0,0,              ,              ,              ,              ,              ,
2723,4,9,12500,5,3,1826.41,0,14057,22549,0,64129,0,2468,9723,2445,187242,29568,0,0,              ,              ,              ,              ,              ,
2724,4,9,500000,5,2,21.23,0,2892701,3329927,454860,5920802,96036,72148,3103586,685617,6588880,314693,0,2485846,0,0,107762,              ,              ,
2725,3,5,5001,6,7,419.05,0,16691,4693,12410,78626,0,107,989,5750,457699,0,0,0,              ,              ,              ,              ,              ,
2726,4,9,15000,3,17,440.99,0,236886,22446,0,228708,0,16106,10233,55847,279503,298128,52594,848242,              ,              ,              ,              ,              ,
2727,4,9,6000,6,2,1525.12,8313,63366,14523,0,102599,0,1741,60789,14143,0,57727,0,0,              ,              ,              ,              ,              ,
2728,2,3,120000,7,3,296.98,894643,280806,216020,1138552,2099614,74746,97494,93593,444601,2195452,0,0,239574,              ,              ,              ,              ,              ,
2729,1,2,20000,4,3,1734.64,0,3899,292,0,24283,0,603,2455,667,222003,163049,0,0,              ,              ,              ,              ,              ,
2730,2,3,250000,6,20,442.54,0,0,77247,0,22120185,0,24359,39449,229296,              ,              ,              ,              ,              ,              ,              ,3503016,969984,0
2731,1,1,8000,8,2,1499.41,0,83012,21625,0,60354,0,1220,42321,10215,              ,              ,              ,              ,40809,117991,0,              ,              ,
2732,3,5,35000,4,5,225.04,21652,32323,1838,0,147445,0,1722,12814,8649,154880,22931,0,0,              ,              ,              ,              ,              ,
2733,1,2,35000,2,13,299.07,0,254709,7905,0,3263405,0,42668,49538,164779,847392,2586175,0,0,0,0,15533,              ,              ,
2734,3,5,12500,3,1,553.72,0,0,0,0,1500,0,1805,2402,13962,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2735,3,7,30000,6,5,460.67,9959,221959,11932,136340,575938,0,6464,47595,392671,116900,0,0,15224,              ,              ,              ,              ,              ,
2736,3,5,3500,4,1,1543.02,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2737,2,4,50001,7,18,98.1,0,288388,4258,0,1435031,0,113089,115198,348774,8102414,3770291,0,0,              ,              ,              ,              ,              ,
2738,1,2,12500,2,12,490.69,0,3651,100,0,85697,0,4134,1486,6839,452079,76312,0,0,              ,              ,              ,              ,              ,
2739,2,3,3000,4,1,1923.38,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2740,2,3,800000,9,2,1.15,3056996,1181606,1433071,426909,1395182,0,38330,1558548,592937,              ,              ,              ,              ,0,0,538949,              ,              ,
2741,1,2,6000,1,12,613.94,0,0,12408,0,10330,0,3244,590,2891,240454,23524,23524,0,              ,              ,              ,              ,              ,
2742,1,1,2500,4,3,1580.41,0,0,0,0,28181,0,1417,4899,1960,              ,              ,              ,              ,27986,149399,0,              ,              ,
2743,2,4,6000,5,20,1923.38,0,4946,3808,0,43039,0,142,188,1091,506393,95572,0,0,              ,              ,              ,              ,              ,
2744,1,2,10000,4,15,423.48,0,182549,14031,0,104749,153283,52376,4832,54077,0,116086,348302,0,475568,0,0,              ,              ,
2745,4,9,9000,6,15,16.8,78401,411630,39504,0,584104,0,303421,18643,109916,0,500017,1500153,0,              ,              ,              ,              ,              ,
2746,1,2,100000,9,20,3.71,0,145972,31777,325057,1320109,0,3546,4768,27716,              ,              ,              ,              ,              ,              ,              ,3127000,0,0
2747,3,5,800000,5,2,10.87,0,16130462,9115272,4499121,28868835,0,405326,15488640,5147851,              ,              ,              ,              ,29979508,0,0,              ,              ,
2748,3,5,2500,6,3,1880.68,0,0,2404,0,51827,0,3228,10637,4255,              ,              ,              ,              ,206371,0,0,              ,              ,
2749,4,8,30000,4,14,272.07,0,2911,69372,0,63790,0,4525,2431,11913,563820,155554,0,0,              ,              ,              ,              ,              ,
2750,2,3,7000,3,1,444.28,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2751,3,6,2500,4,5,1531.67,0,0,0,0,479454,0,1751,15972,12169,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2752,3,7,30000,6,2,435.97,8377,0,143868,542579,1969420,0,13384,583948,199007,              ,              ,              ,              ,0,0,15395,              ,              ,
2753,1,2,40000,6,2,215.79,480815,392198,114120,0,767447,0,13072,358300,204402,1186729,210962,0,0,              ,              ,              ,              ,              ,
2754,3,5,250000,2,5,21.93,10933,2091334,73574,378637,3560907,0,13826,132670,2393568,7096248,709,0,11269149,              ,              ,              ,              ,              ,
2755,2,3,30000,3,12,444.28,157598,47801,42051,0,204512,0,7610,3984,18696,464006,105237,0,0,              ,              ,              ,              ,              ,
2756,4,9,7000,6,12,148.07,6572,27598,9139,4410,35051,0,1147,496,2249,179860,0,0,39729,              ,              ,              ,              ,              ,
2757,3,6,60000,7,5,300.02,0,0,0,0,3639,0,543,3684,2807,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2758,3,6,9000,6,2,1882.46,0,96391,23255,67538,106758,0,2182,72880,17882,248606,0,0,0,              ,              ,              ,              ,              ,
2759,1,2,30000,8,2,412.41,0,75827,19431,73729,120976,0,3209,64244,71567,903976,0,0,0,              ,              ,              ,              ,              ,
2760,4,9,35000,5,18,1.06,0,0,0,0,16481,0,1163,815,3958,168737,115591,0,511810,              ,              ,              ,              ,              ,
2761,3,6,6000,2,12,1880.68,26045,0,5819,6830,7915,0,2368,431,2111,              ,              ,              ,              ,249781,0,0,              ,              ,
2762,4,9,1500,4,2,435.97,0,0,0,0,13585,0,236,8200,1965,39274,17012,0,0,              ,              ,              ,              ,              ,
2763,3,5,160000,6,5,150.01,320240,1198417,43356,1359555,4314738,0,48888,361917,239105,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2764,2,4,180000,7,2,207.73,1257313,1422624,1869887,527227,1984829,0,59300,2239132,818023,45706,0,0,19738,              ,              ,              ,              ,              ,
2765,3,7,2000,4,3,1908.68,0,48941,13214,0,46453,0,2439,8235,3294,97958,65138,0,0,              ,              ,              ,              ,              ,
2766,3,6,12500,8,5,1880.68,0,0,0,0,28634,0,358,3262,2485,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2767,2,3,4000,8,5,1796.87,0,0,409,0,16260,0,210,1466,1117,40067,0,0,1402,              ,              ,              ,              ,              ,
2768,3,5,3500,3,2,1511.3,15808,40534,11102,32371,33471,0,542,19258,4094,51705,0,0,11167,              ,              ,              ,              ,              ,
2769,1,2,25001,4,2,28.38,0,361567,9612,0,1718165,0,14989,584259,160353,              ,              ,              ,              ,              ,              ,              ,1053312,1259688,0
2770,4,9,900000,7,2,10.29,1460508,6630134,8888884,0,7184103,154584,246279,9231395,3103206,0,0,1560478,0,0,0,49651,21957609,14652391,0
2771,3,5,160000,9,2,2.7,0,3922989,1892234,688930,4041828,0,108754,4220971,1396394,249317,0,19252,0,              ,              ,              ,              ,              ,
2772,4,8,50000,4,5,308.2,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2773,3,7,2000,4,15,1410.02,0,775,9642,11550,19328,0,10174,106,1183,93124,0,0,0,              ,              ,              ,              ,              ,
2774,4,9,4000,4,2,1379.42,0,17841,4677,0,15861,0,209,7335,1992,20548,5177,0,0,              ,              ,              ,              ,              ,
2775,1,2,1500,7,2,460.39,0,0,11862,41369,73522,0,1384,52831,9481,734578,0,0,28631,              ,              ,              ,              ,              ,
2776,4,8,15000,5,5,425.71,68,97948,6191,0,20689,0,588,4309,2984,29933,7008,0,0,              ,              ,              ,              ,              ,
2777,2,4,3000,9,3,2043.89,0,246,552,0,886,0,119,418,167,43858,3991,0,0,              ,              ,              ,              ,              ,
2778,3,7,4500,6,13,1262.19,28029,21143,6490,0,24704,0,2236,612,3000,0,1456858,0,0,              ,              ,              ,              ,              ,
2779,3,7,7000,6,3,1426.16,0,0,0,0,29343,0,1206,4551,1820,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2780,3,7,700000,5,13,10.24,0,10466713,3365735,4172244,27519279,0,722411,366848,1750365,3795016,0,543557,0,0,0,216079,              ,              ,
2781,4,9,35000,4,5,444.22,4039,28650,1870,13541,120917,0,681,4887,3487,0,10290,0,0,              ,              ,              ,              ,              ,
2782,3,6,100000,7,3,225.04,2878,128724,20558,131589,292118,0,10208,14823,47894,0,0,2864942,0,              ,              ,              ,              ,              ,
2783,4,9,1500,7,2,1379.42,0,2969,723,0,3943,0,96,3348,802,30413,8998,0,0,              ,              ,              ,              ,              ,
2784,1,1,12500,3,3,561.54,0,2104,174,0,26617,0,1028,4419,648,              ,              ,              ,              ,219546,0,0,              ,              ,
2785,3,6,10000,4,12,439.81,24801,77295,20174,0,50778,0,6210,1227,6014,47307,18343,0,0,              ,              ,              ,              ,              ,
2786,3,5,45000,6,5,210.62,0,749633,3289,237494,997460,0,13657,101188,62070,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2787,2,3,1200000,9,2,1.15,8580736,5201434,6465010,1671502,7795724,278141,215041,8039560,2984074,              ,              ,              ,              ,0,0,60191,              ,              ,
2788,4,9,30000,8,2,217.98,0,0,0,0,1313759,0,15328,429945,335588,              ,              ,              ,              ,              ,              ,              ,1360139,1906861,0
2789,4,8,140000,2,2,241.5,0,314722,378903,0,2079164,0,34844,830594,718771,6497835,566970,0,0,              ,              ,              ,              ,              ,
2790,3,7,3000,5,1,1914.28,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2791,4,9,25000,5,2,310.58,0,336378,98320,0,206821,0,3745,126796,31725,737480,219284,0,0,              ,              ,              ,              ,              ,
2792,4,8,40000,8,13,20.76,0,180256,75105,75047,1299628,0,34584,18161,83199,510511,0,0,168732,              ,              ,              ,              ,              ,
2793,3,6,3500,8,3,2993.14,1916,16839,5854,25664,43957,0,2508,10484,2218,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2794,4,9,20000,6,14,1.69,198084,98397,33951,129261,257719,0,10736,15511,16530,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2795,2,3,450000,9,20,1.04,1848414,637781,258459,0,8840991,0,17672,28622,166365,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2796,1,2,7000,1,13,10.15,0,35359,963,0,36485,0,1436,557,2728,              ,              ,              ,              ,              ,              ,              ,208455,271545,0
2797,4,9,10000,3,6,1349.78,0,198268,57206,0,173327,0,1169196,20080,186956,93733,147194,147194,2649590,              ,              ,              ,              ,              ,
2798,3,5,17500,4,1,464.11,5722,2175,493,11642,18519,0,89,113,657,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2799,4,9,6000,7,3,525.38,594,68895,20100,0,180357,0,107539,127680,51072,0,143017,216721,0,              ,              ,              ,              ,              ,
2800,2,3,70000,3,14,308.15,0,300771,8671,836234,1129548,0,48640,71292,71571,4607347,0,0,0,              ,              ,              ,              ,              ,
2801,1,2,400000,9,18,10.69,5913899,2317455,80865,0,5867869,2600817,430241,273870,1491304,5074842,640300,112701,0,0,0,98010,42197152,6642144,357705
2802,4,8,4500,4,14,1.02,0,0,2716,0,55488,0,4173,1475,7227,92595,13495,0,0,              ,              ,              ,              ,              ,
2803,3,7,1500,4,14,3.94,0,93226,31733,0,53849,0,3795,1342,6574,381142,0,0,0,              ,              ,              ,              ,              ,
2804,4,9,8000,4,3,1349.78,0,0,2043,0,44749,0,2574,10296,2393,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2805,3,6,4000,5,5,468.66,0,10309,992,20651,30422,0,369,2709,1767,48157,0,0,0,              ,              ,              ,              ,              ,
2806,1,1,7000,3,3,306.89,66963,380,4707,16362,13945,0,680,2317,927,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2807,4,9,8000,9,15,14.96,0,912124,152834,0,806910,0,423413,21932,163127,723878,919288,2758073,0,              ,              ,              ,              ,              ,
2808,2,3,12500,4,7,210.62,0,203056,6696,309179,2199760,0,4009,27823,161721,2424585,0,0,214903,              ,              ,              ,              ,              ,
2809,2,3,7000,7,2,21.56,0,40094,11439,0,110609,0,1707,63031,11653,206510,51254,0,0,              ,              ,              ,              ,              ,
2810,3,7,9000,3,1,548.97,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2811,1,1,7000,7,12,1580.41,0,9168,244,0,17531,1134,1763,593,2908,              ,              ,              ,              ,30883,120428,0,              ,              ,
2812,4,8,1500,7,2,2115.72,0,37296,10493,0,30079,0,734,26325,4724,20629,4273,0,0,              ,              ,              ,              ,              ,
2813,3,5,2500,4,3,1882.46,0,5693,3991,0,15277,0,805,2784,1114,              ,              ,              ,              ,188190,0,0,              ,              ,
2814,3,7,500000,7,16,21.71,0,11949529,5185841,0,18748681,0,2678385,5567043,7353588,0,0,37132494,37132494,0,0,727429,1827954,2670823,572222
2815,3,5,300000,9,21,21.37,753924,4280954,667753,23983786,41235976,0,211178,272115,1581670,22389184,17854594,0,0,0,0,364893,              ,              ,
2816,3,5,3000,3,12,1511.3,0,10104,3524,0,2292,0,354,247,1209,48430,15985,0,0,              ,              ,              ,              ,              ,
2817,3,5,10001,3,1,1543.02,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2818,2,4,10001,6,2,291.24,258576,94738,31090,122717,229419,0,3551,123890,30997,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2819,1,2,2000,3,1,1409.09,0,1464,10396,0,43141,0,88,116,674,76453,2,0,0,              ,              ,              ,              ,              ,
2820,1,1,90000,5,2,12.03,0,1192571,1107667,0,2984677,0,28826,1214380,412764,5179455,1433928,0,0,              ,              ,              ,              ,              ,
2821,3,5,160000,9,3,12.08,1730,3814658,1430194,7853019,9016445,329218,492705,514509,2045555,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2822,3,5,1500,5,2,1262.19,12471,8954,2887,0,20199,0,382,12244,4213,0,7512,0,0,              ,              ,              ,              ,              ,
2823,3,5,15000,7,18,446.75,52591,649700,62547,0,226449,0,16085,7135,58860,425647,1355964,0,0,              ,              ,              ,              ,              ,
2824,3,6,2000,8,3,290.6,0,0,1474,0,56905,0,1591,6323,2529,1945736,0,0,0,              ,              ,              ,              ,              ,
2825,2,3,7000,4,1,555.86,0,0,0,0,8187,0,97,127,737,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2826,2,3,2000,6,5,1605.92,0,0,0,0,32100,0,370,2544,1938,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2827,4,9,40000,6,13,1.03,0,338887,88600,0,2270071,0,59265,32457,148507,3444207,927314,927314,0,              ,              ,              ,              ,              ,
2828,4,9,300000,3,1,21.23,0,1761288,981824,0,2482048,0,33773,44934,261180,28285049,0,0,0,5417647,0,0,              ,              ,
2829,4,9,350000,6,16,10.41,999365,16052680,4473862,0,15856481,0,2090475,4239408,5845132,4867015,23681916,5074696,5074696,0,0,1133652,              ,              ,
2830,3,7,3500,7,2,1426.16,429,373297,73800,106929,180704,0,3581,126864,27273,17220829,0,0,0,              ,              ,              ,              ,              ,
2831,3,6,6000,6,3,2416.46,6924,2562,1711,6059,12394,0,622,2070,828,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2832,4,9,140000,5,2,21.23,0,0,921085,0,8093619,0,130711,2900226,2911844,16870271,2651608,0,0,              ,              ,              ,              ,              ,
2833,4,9,3000,5,3,1813.56,0,0,0,0,11402,0,521,1834,734,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2834,1,1,2000,4,6,318.31,0,3143,1356,0,8969,505,23453,144,1340,36976,7786,0,0,              ,              ,              ,              ,              ,
2835,3,6,3000,2,3,1423.83,0,1681,2205,8683,7183,5842,8858,9146,3658,302255,0,0,44312,              ,              ,              ,              ,              ,
2836,2,3,4000,1,3,728.99,0,10130,0,0,93422,0,4285,17686,3822,196895,120654,0,0,64907,0,0,              ,              ,
2837,4,8,400000,8,2,20.87,147736,9882871,2886082,846208,4122378,88254,143103,5578842,1477231,0,0,2927814,0,              ,              ,              ,              ,              ,
2838,3,7,15000,3,14,1.09,0,465543,8312,0,206366,0,14131,16653,14673,1585703,129023,0,0,              ,              ,              ,              ,              ,
2839,3,5,60000,5,18,22.2,1267694,1467832,16735,1976730,1957310,0,127192,94318,427515,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2840,2,3,2000,6,2,1701.16,10377,4104,2730,0,35128,0,398,15343,2873,40237,16049,0,0,              ,              ,              ,              ,              ,
2841,4,8,160000,8,2,1.04,26207,3827496,1215738,328750,1618992,0,60394,1722003,912150,0,0,0,0,              ,              ,              ,              ,              ,
2842,4,8,1500,8,5,1976.56,0,0,0,0,15010,0,133,962,733,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2843,4,8,12500,7,5,212.86,6894,113272,7271,28602,51598,0,1157,9048,5174,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2844,3,6,15000,7,13,184.51,0,404355,101958,0,1322217,0,55547,21528,105488,600027,168327,0,0,              ,              ,              ,              ,              ,
2845,4,8,100000,7,13,1.02,46365,0,279240,188901,3784280,0,70706,52760,233852,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2846,3,5,10001,3,2,419.05,0,107153,24727,0,103556,0,517,24476,6104,842345,292848,0,0,              ,              ,              ,              ,              ,
2847,3,5,400000,9,3,1.07,137022,3006063,1483759,4642970,10972827,0,4110319,1252494,5610489,0,0,2363201,0,0,0,356988,              ,              ,
2848,4,8,12500,7,13,2054.93,40587,201807,48776,34700,574527,15914,15118,7126,34919,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2849,1,2,2000,5,3,1879.71,0,37090,0,0,187570,0,6004,28183,5218,209110,74791,0,0,              ,              ,              ,              ,              ,
2850,3,5,25000,4,14,369.01,0,117734,2338,112647,110143,0,7176,2984,12925,              ,              ,              ,              ,970691,0,0,              ,              ,
2851,2,3,350000,5,2,21.23,0,7894968,3678287,0,4360806,0,87069,1536109,2211738,711266,179848,0,0,              ,              ,              ,              ,              ,
2852,1,1,25000,5,17,460.39,0,205854,2204,0,405210,165166,27323,16440,95658,3455068,1724006,304158,0,              ,              ,              ,              ,              ,
2853,4,9,4500,3,1,1826.41,0,0,0,0,324,0,404,537,3123,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2854,3,7,1001,6,15,1262.19,0,81285,10152,16447,30246,54249,28286,271,3038,29023,0,71407,0,              ,              ,              ,              ,              ,
2855,1,2,17500,6,5,239.1,0,0,0,0,137262,0,4844,34719,26452,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2856,2,4,2500,2,12,560.24,1509,0,334,0,80,0,43,8,38,102218,11486,0,0,              ,              ,              ,              ,              ,
2857,1,2,1500,3,5,654.34,0,0,0,0,6978,0,91,833,635,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2858,3,6,6000,3,12,1593.18,9342,12249,5396,0,2367,0,410,77,376,69196,12712,0,0,              ,              ,              ,              ,              ,
2859,2,4,300000,6,16,20.91,132617,72208,200022,0,837652,0,157826,338484,422874,0,0,34788947,34788947,0,0,1029912,17105784,19239170,4122046
2860,2,3,500000,1,2,12,8037605,2682649,2783479,0,5670793,52288,77318,3641510,1122494,101867916,73590702,18397676,0,              ,              ,              ,              ,              ,
2861,4,9,60000,6,5,408.89,0,216851,14471,0,766573,0,7524,56929,39336,289261,65435,0,0,              ,              ,              ,              ,              ,
2862,1,2,120000,5,5,149.54,0,176156,11921,0,2342017,0,15015,119501,82323,1624162,357028,0,644406,              ,              ,              ,              ,              ,
2863,4,8,10001,3,2,444.28,14681,0,0,0,59391,0,297,12791,4814,502015,214066,0,0,              ,              ,              ,              ,              ,
2864,2,3,250000,7,5,241.5,564196,278114,6850,353389,844076,0,20668,156472,110667,3475001,303,0,4812674,              ,              ,              ,              ,              ,
2865,2,4,2500,3,5,1908.34,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2866,1,2,6000,8,7,2141.06,0,42155,1667,0,208118,0,625,4545,26417,              ,              ,              ,              ,0,20665,0,476000,0,0
2867,3,5,5001,3,1,1762.66,8938,0,2613,0,189,0,246,328,1904,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2868,4,9,1500,3,8,435.97,0,0,725,0,21405,0,237,7948,2735,81010,21375,0,0,              ,              ,              ,              ,              ,
2869,3,5,1001,7,5,548.97,0,0,0,0,13814,0,220,1557,1186,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2870,3,7,90000,6,3,365.84,0,11580,5878,0,63417,0,2194,2496,10081,642027,174865,74942,0,              ,              ,              ,              ,              ,
2871,3,5,35000,6,18,461.25,0,590769,38386,0,172648,0,12252,7088,43178,776753,491078,0,0,              ,              ,              ,              ,              ,
2872,4,9,6000,5,1,1854.51,0,12085,2601,0,23624,0,270,360,2095,35294,1,0,0,              ,              ,              ,              ,              ,
2873,4,9,180000,6,1,218.46,7524,28730,5014,271693,195637,0,912,1349,7843,0,0,0,0,              ,              ,              ,              ,              ,
2874,3,6,12500,3,3,640.23,26257,0,4621,0,26322,0,1187,4065,1626,123591,0,0,32920,              ,              ,              ,              ,              ,
