resid cooling,gas,gas AC,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130303,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130304,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,,,,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130305_dist_heat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,gdp-mid-control,,,,,,,,,,,,,ghg,lookup
Eastern Europe,district heat,biomass,biomass,1990,SO2_1,6,,,,,,,,,,,,,SO2,SO2industrial energy usebiomassbiomass
Eastern Europe,district heat,coal,coal,1990,SO2_1,6,,,,,,,,,,,,,SO2,SO2industrial energy usecoalcoal
Eastern Europe,district heat,gas,gas,1990,SO2_1,6,,,,,,,,,,,,,SO2,SO2industrial energy usegasgas
Eastern Europe,district heat,refined liquids,refined liquids,1990,SO2_1,6,,,,,,,,,,,,,SO2,SO2industrial energy userefined liquidsrefined liquids
China,district heat,biomass,biomass,1990,SO2_2,8,,,,,,,,,,,,,SO2,SO2industrial energy usebiomassbiomass
China,district heat,coal,coal,1990,SO2_2,8,,,,,,,,,,,,,SO2,SO2industrial energy usecoalcoal
China,district heat,gas,gas,1990,SO2_2,8,,,,,,,,,,,,,SO2,SO2industrial energy usegasgas
China,district heat,refined liquids,refined liquids,1990,SO2_2,8,,,,,,,,,,,,,SO2,SO2industrial energy userefined liquidsrefined liquids
Former Soviet Union,district heat,biomass,biomass,1990,SO2_4,8,,,,,,,,,,,,,SO2,SO2industrial energy usebiomassbiomass
Former Soviet Union,district heat,coal,coal,1990,SO2_4,8,,,,,,,,,,,,,SO2,SO2industrial energy usecoalcoal
Former Soviet Union,district heat,gas,gas,1990,SO2_4,8,,,,,,,,,,,,,SO2,SO2industrial energy usegasgas
Former Soviet Union,district heat,refined liquids,refined liquids,1990,SO2_4,8,,,,,,,,,,,,,SO2,SO2industrial energy userefined liquidsrefined liquids
,,,,,,,,,,,,,,,,,,,,
Range from 10% to 90% of control function,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13040,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India,,lookup
resid heating,biomass,biomass boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingbiomassbiomass
resid heating,coal,coal boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingcoalcoal
resid heating,gas,gas boiler,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
resid heating,refined liquids,oil boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
resid others,biomass,biomass generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingbiomassbiomass
resid others,coal,coal generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingcoalcoal
resid others,gas,gas generic,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
resid others,refined liquids,oil generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingbiomassbiomass
comm heating,coal,coal boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingcoalcoal
comm heating,gas,gas boiler,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
comm heating,refined liquids,oil boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
comm others,biomass,biomass generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingbiomassbiomass
comm others,coal,coal generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingcoalcoal
comm others,gas,gas generic,1990,CH4,27.68146667,21.37836667,15,24.47806667,15.96503333,15,15,15,15,15,15,15,15,15,,CH4buildinggasgas
comm others,refined liquids,oil generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4buildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingbiomassbiomass
resid heating,coal,coal boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingcoalcoal
resid heating,gas,gas boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
resid heating,refined liquids,oil boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
resid others,biomass,biomass generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingbiomassbiomass
resid others,coal,coal generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingcoalcoal
resid others,gas,gas generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
resid others,refined liquids,oil generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingbiomassbiomass
comm heating,coal,coal boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingcoalcoal
comm heating,gas,gas boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
comm heating,refined liquids,oil boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
comm others,biomass,biomass generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingbiomassbiomass
comm others,coal,coal generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingcoalcoal
comm others,gas,gas generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildinggasgas
comm others,refined liquids,oil generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Obuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingcoalcoal
resid heating,gas,gas boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
resid heating,refined liquids,oil boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
resid others,biomass,biomass generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingbiomassbiomass
resid others,coal,coal generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingcoalcoal
resid others,gas,gas generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
resid others,refined liquids,oil generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingcoalcoal
comm heating,gas,gas boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
comm heating,refined liquids,oil boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
comm others,biomass,biomass generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingbiomassbiomass
comm others,coal,coal generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingcoalcoal
comm others,gas,gas generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildinggasgas
comm others,refined liquids,oil generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingbiomassbiomass
resid heating,coal,coal boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingcoalcoal
resid heating,gas,gas boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
resid heating,refined liquids,oil boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
resid others,biomass,biomass generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingbiomassbiomass
resid others,coal,coal generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingcoalcoal
resid others,gas,gas generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
resid others,refined liquids,oil generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingbiomassbiomass
comm heating,coal,coal boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingcoalcoal
comm heating,gas,gas boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
comm heating,refined liquids,oil boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
comm others,biomass,biomass generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingbiomassbiomass
comm others,coal,coal generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingcoalcoal
comm others,gas,gas generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildinggasgas
comm others,refined liquids,oil generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,CObuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingcoalcoal
resid heating,gas,gas boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
resid others,biomass,biomass generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingbiomassbiomass
resid others,coal,coal generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingcoalcoal
resid others,gas,gas generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
resid others,refined liquids,oil generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingcoalcoal
comm heating,gas,gas boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
comm heating,refined liquids,oil boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
comm others,biomass,biomass generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingbiomassbiomass
comm others,coal,coal generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingcoalcoal
comm others,gas,gas generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildinggasgas
comm others,refined liquids,oil generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingcoalcoal
resid heating,gas,gas boiler,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildinggasgas
resid others,biomass,biomass generic,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingbiomassbiomass
resid others,coal,coal generic,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingcoalcoal
resid others,gas,gas generic,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildinggasgas
resid others,refined liquids,oil generic,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCbuildingrefined liquidsrefined liquids
