# Appendix VI of Mekonnen and Hoekstra Water Footprint of Nations report,,,,
country,iso,MH2011_crop,water_type,coefficient
Lebanon,lbn,Potatoes,Blue,282
Lebanon,lbn,Potatoes,Gray,12
Lebanon,lbn,Cassava,Green,754
Lebanon,lbn,Cassava,Blue,0
Lebanon,lbn,Cassava,Gray,1
Lebanon,lbn,Sweet Potatoes,Green,59
Lebanon,lbn,Sweet Potatoes,Blue,113
Lebanon,lbn,Sweet Potatoes,Gray,104
Lebanon,lbn,Roots other,Green,104
Lebanon,lbn,Roots other,Blue,31
Lebanon,lbn,Roots other,Gray,0
Lebanon,lbn,Yams,Green,341
Lebanon,lbn,Yams,Blue,0
Lebanon,lbn,Yams,Gray,1
Lebanon,lbn,Sugarcane,Green,138
Lebanon,lbn,Sugarcane,Blue,57
Lebanon,lbn,Sugarcane,Gray,13
Lebanon,lbn,Sugar Beet,Green,72
Lebanon,lbn,Sugar Beet,Blue,78
Lebanon,lbn,Sugar Beet,Gray,6
Lebanon,lbn,Sugar Non-centrifugal,Green,1018
Lebanon,lbn,Sugar Non-centrifugal,Blue,478
Lebanon,lbn,Sugar Non-centrifugal,Gray,94
Lebanon,lbn,Sugar Raw equivalent,Green,1018
Lebanon,lbn,Sugar Raw equivalent,Blue,478
Lebanon,lbn,Sugar Raw equivalent,Gray,94
Lebanon,lbn,Sweeteners other,Green,9792
Lebanon,lbn,Sweeteners other,Blue,0
Lebanon,lbn,Sweeteners other,Gray,913
Lebanon,lbn,Beans,Green,452
Lebanon,lbn,Beans,Blue,0
Lebanon,lbn,Beans,Gray,2
Lebanon,lbn,Peas,Green,632
Lebanon,lbn,Peas,Blue,1
Lebanon,lbn,Peas,Gray,92
Lebanon,lbn,Pulses other,Green,1556
Lebanon,lbn,Pulses other,Blue,156
Lebanon,lbn,Pulses other,Gray,466
Lebanon,lbn,Nuts,Green,879
Lebanon,lbn,Nuts,Blue,720
Lebanon,lbn,Nuts,Gray,0
Lebanon,lbn,Soybean,Green,1572
Lebanon,lbn,Soybean,Blue,527
Lebanon,lbn,Soybean,Gray,50
Lebanon,lbn,Groundnut,Green,1303
Lebanon,lbn,Groundnut,Blue,1294
Lebanon,lbn,Groundnut,Gray,216
Lebanon,lbn,Sunflower,Green,2348
Lebanon,lbn,Sunflower,Blue,191
Lebanon,lbn,Sunflower,Gray,173
Lebanon,lbn,Rapeseed,Green,2035
Lebanon,lbn,Rapeseed,Blue,97
Lebanon,lbn,Rapeseed,Gray,295
Lebanon,lbn,Cottonseed,Green,631
Lebanon,lbn,Cottonseed,Blue,441
Lebanon,lbn,Cottonseed,Gray,156
Lebanon,lbn,Coconuts,Green,2342
Lebanon,lbn,Coconuts,Blue,0
Lebanon,lbn,Coconuts,Gray,90
Lebanon,lbn,Sesameseed,Green,8093
Lebanon,lbn,Sesameseed,Blue,1627
Lebanon,lbn,Sesameseed,Gray,14
Lebanon,lbn,Palm kernels,Green,2595
Lebanon,lbn,Palm kernels,Blue,0
Lebanon,lbn,Palm kernels,Gray,102
Lebanon,lbn,Olives,Green,1855
Lebanon,lbn,Olives,Blue,1193
Lebanon,lbn,Olives,Gray,5
Lebanon,lbn,Oilcrops other,Green,2265
Lebanon,lbn,Oilcrops other,Blue,160
Lebanon,lbn,Oilcrops other,Gray,429
Lebanon,lbn,Soybean oil,Green,3071
Lebanon,lbn,Soybean oil,Blue,1029
Lebanon,lbn,Soybean oil,Gray,98
Lebanon,lbn,Groundnut oil,Green,2468
Lebanon,lbn,Groundnut oil,Blue,2452
Lebanon,lbn,Groundnut oil,Gray,410
Lebanon,lbn,Sunflower oil,Green,4738
Lebanon,lbn,Sunflower oil,Blue,385
Lebanon,lbn,Sunflower oil,Gray,349
Lebanon,lbn,Rape and Mustard Oil,Green,3838
Lebanon,lbn,Rape and Mustard Oil,Blue,187
Lebanon,lbn,Rape and Mustard Oil,Gray,557
Lebanon,lbn,Cottonseed Oil,Green,148
Lebanon,lbn,Cottonseed Oil,Blue,103
Lebanon,lbn,Cottonseed Oil,Gray,37
Lebanon,lbn,Palmkernel Oil,Green,4887
Lebanon,lbn,Palmkernel Oil,Blue,1
Lebanon,lbn,Palmkernel Oil,Gray,193
Lebanon,lbn,Palm Oil,Green,4498
Lebanon,lbn,Palm Oil,Blue,1
Lebanon,lbn,Palm Oil,Gray,178
Lebanon,lbn,Coconut Oil,Green,8375
Lebanon,lbn,Coconut Oil,Blue,1
Lebanon,lbn,Coconut Oil,Gray,323
Lebanon,lbn,Sesameseed Oil,Green,18821
Lebanon,lbn,Sesameseed Oil,Blue,3784
Lebanon,lbn,Sesameseed Oil,Gray,32
Lebanon,lbn,Olive Oil,Green,9061
Lebanon,lbn,Olive Oil,Blue,5828
Lebanon,lbn,Olive Oil,Gray,27
Lebanon,lbn,Ricebran Oil,Green,1268
Lebanon,lbn,Ricebran Oil,Blue,1583
Lebanon,lbn,Ricebran Oil,Gray,205
Lebanon,lbn,Maize Germ Oil,Green,1229
Lebanon,lbn,Maize Germ Oil,Blue,758
Lebanon,lbn,Maize Germ Oil,Gray,265
Lebanon,lbn,Oilcrops Oil other,Green,4127
Lebanon,lbn,Oilcrops Oil other,Blue,291
Lebanon,lbn,Oilcrops Oil other,Gray,781
Lebanon,lbn,Tomatoes,Green,43
Lebanon,lbn,Tomatoes,Blue,47
Lebanon,lbn,Tomatoes,Gray,105
Lebanon,lbn,Onions,Green,126
Lebanon,lbn,Onions,Blue,48
Lebanon,lbn,Onions,Gray,191
Lebanon,lbn,Vegetables other,Green,84
Lebanon,lbn,Vegetables other,Blue,70
Lebanon,lbn,Vegetables other,Gray,156
Lebanon,lbn,"Oranges, Mandarines",Green,166
Lebanon,lbn,"Oranges, Mandarines",Blue,289
Lebanon,lbn,"Oranges, Mandarines",Gray,0
Lebanon,lbn,"Lemons, Limes",Green,132
Lebanon,lbn,"Lemons, Limes",Blue,232
Lebanon,lbn,"Lemons, Limes",Gray,0
Lebanon,lbn,Grapefruit,Green,133
Lebanon,lbn,Grapefruit,Blue,229
Lebanon,lbn,Grapefruit,Gray,1
Lebanon,lbn,Citrus other,Green,895
Lebanon,lbn,Citrus other,Blue,106
Lebanon,lbn,Citrus other,Gray,55
Lebanon,lbn,Bananas,Green,142
Lebanon,lbn,Bananas,Blue,443
Lebanon,lbn,Bananas,Gray,0
Lebanon,lbn,Plantains,Green,1570
Lebanon,lbn,Plantains,Blue,27
Lebanon,lbn,Plantains,Gray,6
Lebanon,lbn,Apples,Green,292
Lebanon,lbn,Apples,Blue,593
Lebanon,lbn,Apples,Gray,0
Lebanon,lbn,Pineapples,Green,188
Lebanon,lbn,Pineapples,Blue,6
Lebanon,lbn,Pineapples,Gray,37
Lebanon,lbn,Dates,Green,578
Lebanon,lbn,Dates,Blue,1130
Lebanon,lbn,Dates,Gray,105
Lebanon,lbn,Grapes,Green,332
Lebanon,lbn,Grapes,Blue,0
Lebanon,lbn,Grapes,Gray,2
Lebanon,lbn,Fruits other,Green,395
Lebanon,lbn,Fruits other,Blue,747
Lebanon,lbn,Fruits other,Gray,2
Lebanon,lbn,Coffee,Green,11434
Lebanon,lbn,Coffee,Blue,178
Lebanon,lbn,Coffee,Gray,310
Lebanon,lbn,Cocoa Beans,Green,19444
Lebanon,lbn,Cocoa Beans,Blue,3
Lebanon,lbn,Cocoa Beans,Gray,229
Lebanon,lbn,Tea,Green,10065
Lebanon,lbn,Tea,Blue,120
Lebanon,lbn,Tea,Gray,1271
Lebanon,lbn,Pepper,Green,6835
Lebanon,lbn,Pepper,Blue,611
Lebanon,lbn,Pepper,Gray,688
Lebanon,lbn,Pimento,Green,4452
Lebanon,lbn,Pimento,Blue,2121
Lebanon,lbn,Pimento,Gray,261
Lebanon,lbn,Cloves,Green,54832
Lebanon,lbn,Cloves,Blue,17
Lebanon,lbn,Cloves,Gray,1124
Lebanon,lbn,Spices other,Green,7487
Lebanon,lbn,Spices other,Blue,3525
Lebanon,lbn,Spices other,Gray,307
Lebanon,lbn,Wine,Green,474
Lebanon,lbn,Wine,Blue,1
Lebanon,lbn,Wine,Gray,3
Lebanon,lbn,Beer,Green,412
Lebanon,lbn,Beer,Blue,131
Lebanon,lbn,Beer,Gray,21
Lebanon,lbn,Cotton Lint,Green,4460
Lebanon,lbn,Cotton Lint,Blue,3121
Lebanon,lbn,Cotton Lint,Gray,1106
Lebanon,lbn,Jute,Green,2198
Lebanon,lbn,Jute,Blue,24
Lebanon,lbn,Jute,Gray,183
Lebanon,lbn,Jute-Like Fibers,Green,3492
Lebanon,lbn,Jute-Like Fibers,Blue,200
Lebanon,lbn,Jute-Like Fibers,Gray,500
Lebanon,lbn,Soft-Fibers other,Green,1398
Lebanon,lbn,Soft-Fibers other,Blue,8043
Lebanon,lbn,Soft-Fibers other,Gray,2258
Lebanon,lbn,Sisal,Green,6112
Lebanon,lbn,Sisal,Blue,708
Lebanon,lbn,Sisal,Gray,222
Lebanon,lbn,Abaca,Green,19376
Lebanon,lbn,Abaca,Blue,246
Lebanon,lbn,Abaca,Gray,766
Lebanon,lbn,Hard Fibers other,Green,6066
Lebanon,lbn,Hard Fibers other,Blue,69
Lebanon,lbn,Hard Fibers other,Gray,444
Lebanon,lbn,Tobacco,Green,2022
Lebanon,lbn,Tobacco,Blue,160
Lebanon,lbn,Tobacco,Gray,89
Lebanon,lbn,Rubber,Green,12964
Lebanon,lbn,Rubber,Blue,361
Lebanon,lbn,Rubber,Gray,422
Lebanon,lbn,Bovine Meat,Green,33810
Lebanon,lbn,Bovine Meat,Blue,338
Lebanon,lbn,Bovine Meat,Gray,106
Lebanon,lbn,Mutton and Goat Meat,Green,6340
Lebanon,lbn,Mutton and Goat Meat,Blue,277
Lebanon,lbn,Mutton and Goat Meat,Gray,38
Lebanon,lbn,Pigmeat,Green,6133
Lebanon,lbn,Pigmeat,Blue,1548
Lebanon,lbn,Pigmeat,Gray,664
Lebanon,lbn,Poultry Meat,Green,3913
Lebanon,lbn,Poultry Meat,Blue,1632
Lebanon,lbn,Poultry Meat,Gray,421
Lebanon,lbn,Meat other,Green,3662
Lebanon,lbn,Meat other,Blue,637
Lebanon,lbn,Meat other,Gray,322
Lebanon,lbn,Raw Animal Fats,Green,5018
Lebanon,lbn,Raw Animal Fats,Blue,1755
Lebanon,lbn,Raw Animal Fats,Gray,510
Lebanon,lbn,Butter and Ghee,Green,5018
Lebanon,lbn,Butter and Ghee,Blue,1755
Lebanon,lbn,Butter and Ghee,Gray,510
Lebanon,lbn,Cream,Green,1426
Lebanon,lbn,Cream,Blue,499
Lebanon,lbn,Cream,Gray,145
Lebanon,lbn,Hides and Skins,Green,13603
Lebanon,lbn,Hides and Skins,Blue,308
Lebanon,lbn,Hides and Skins,Gray,91
Lebanon,lbn,Offals,Green,18110
Lebanon,lbn,Offals,Blue,158
Lebanon,lbn,Offals,Gray,15
Lebanon,lbn,Milk excl Butter,Green,1870
Lebanon,lbn,Milk excl Butter,Blue,386
Lebanon,lbn,Milk excl Butter,Gray,209
Lebanon,lbn,Eggs,Green,3011
Lebanon,lbn,Eggs,Blue,1264
Lebanon,lbn,Eggs,Gray,327
Lesotho,lso,Wheat,Green,3142
Lesotho,lso,Wheat,Blue,24
Lesotho,lso,Wheat,Gray,8
Lesotho,lso,Rice,Green,1204
Lesotho,lso,Rice,Blue,2734
Lesotho,lso,Rice,Gray,392
Lesotho,lso,Barley,Green,4148
Lesotho,lso,Barley,Blue,180
Lesotho,lso,Barley,Gray,11
Lesotho,lso,Maize,Green,5444
Lesotho,lso,Maize,Blue,6
Lesotho,lso,Maize,Gray,18
Lesotho,lso,Rye,Green,1419
Lesotho,lso,Rye,Blue,25
Lesotho,lso,Rye,Gray,99
Lesotho,lso,Oats,Green,1807
Lesotho,lso,Oats,Blue,120
Lesotho,lso,Oats,Gray,0
Lesotho,lso,Millet,Green,4306
Lesotho,lso,Millet,Blue,57
Lesotho,lso,Millet,Gray,115
Lesotho,lso,Sorghum,Green,7232
Lesotho,lso,Sorghum,Blue,0
Lesotho,lso,Sorghum,Gray,1
Lesotho,lso,Cereals other,Green,2266
Lesotho,lso,Cereals other,Blue,81
Lesotho,lso,Cereals other,Gray,62
Lesotho,lso,Potatoes,Green,276
Lesotho,lso,Potatoes,Blue,0
Lesotho,lso,Potatoes,Gray,0
Lesotho,lso,Cassava,Green,422
Lesotho,lso,Cassava,Blue,0
Lesotho,lso,Cassava,Gray,31
Lesotho,lso,Sweet Potatoes,Green,324
Lesotho,lso,Sweet Potatoes,Blue,5
Lesotho,lso,Sweet Potatoes,Gray,53
Lesotho,lso,Roots other,Green,385
Lesotho,lso,Roots other,Blue,3
Lesotho,lso,Roots other,Gray,6
Lesotho,lso,Yams,Green,341
Lesotho,lso,Yams,Blue,0
Lesotho,lso,Yams,Gray,1
Lesotho,lso,Sugarcane,Green,137
Lesotho,lso,Sugarcane,Blue,54
Lesotho,lso,Sugarcane,Gray,13
Lesotho,lso,Sugar Beet,Green,82
Lesotho,lso,Sugar Beet,Blue,26
Lesotho,lso,Sugar Beet,Gray,25
Lesotho,lso,Sugar Non-centrifugal,Green,1090
Lesotho,lso,Sugar Non-centrifugal,Blue,427
Lesotho,lso,Sugar Non-centrifugal,Gray,104
Lesotho,lso,Sugar Raw equivalent,Green,1090
Lesotho,lso,Sugar Raw equivalent,Blue,427
Lesotho,lso,Sugar Raw equivalent,Gray,104
Lesotho,lso,Sweeteners other,Green,9795
Lesotho,lso,Sweeteners other,Blue,0
Lesotho,lso,Sweeteners other,Gray,935
Lesotho,lso,Beans,Green,1938
Lesotho,lso,Beans,Blue,0
Lesotho,lso,Beans,Gray,13
Lesotho,lso,Peas,Green,2344
Lesotho,lso,Peas,Blue,1
Lesotho,lso,Peas,Gray,97
Lesotho,lso,Pulses other,Green,2270
Lesotho,lso,Pulses other,Blue,240
Lesotho,lso,Pulses other,Gray,626
Lesotho,lso,Nuts,Green,7016
Lesotho,lso,Nuts,Blue,1367
Lesotho,lso,Nuts,Gray,680
Lesotho,lso,Soybean,Green,1897
Lesotho,lso,Soybean,Blue,5
Lesotho,lso,Soybean,Gray,10
Lesotho,lso,Groundnut,Green,3526
Lesotho,lso,Groundnut,Blue,214
Lesotho,lso,Groundnut,Gray,234
Lesotho,lso,Sunflower,Green,2450
Lesotho,lso,Sunflower,Blue,11
Lesotho,lso,Sunflower,Gray,24
Lesotho,lso,Rapeseed,Green,1146
Lesotho,lso,Rapeseed,Blue,0
Lesotho,lso,Rapeseed,Gray,134
Lesotho,lso,Cottonseed,Green,1744
Lesotho,lso,Cottonseed,Blue,5
Lesotho,lso,Cottonseed,Gray,13
Lesotho,lso,Coconuts,Green,2669
Lesotho,lso,Coconuts,Blue,2
Lesotho,lso,Coconuts,Gray,16
Lesotho,lso,Sesameseed,Green,8460
Lesotho,lso,Sesameseed,Blue,509
Lesotho,lso,Sesameseed,Gray,403
Lesotho,lso,Palm kernels,Green,2762
Lesotho,lso,Palm kernels,Blue,1
Lesotho,lso,Palm kernels,Gray,105
Lesotho,lso,Olives,Green,2470
Lesotho,lso,Olives,Blue,499
Lesotho,lso,Olives,Gray,45
Lesotho,lso,Oilcrops other,Green,2902
Lesotho,lso,Oilcrops other,Blue,123
Lesotho,lso,Oilcrops other,Gray,51
Lesotho,lso,Soybean oil,Green,3706
Lesotho,lso,Soybean oil,Blue,9
Lesotho,lso,Soybean oil,Gray,20
Lesotho,lso,Groundnut oil,Green,6681
Lesotho,lso,Groundnut oil,Blue,405
Lesotho,lso,Groundnut oil,Gray,442
Lesotho,lso,Sunflower oil,Green,4943
Lesotho,lso,Sunflower oil,Blue,21
Lesotho,lso,Sunflower oil,Gray,48
Lesotho,lso,Rape and Mustard Oil,Green,2171
Lesotho,lso,Rape and Mustard Oil,Blue,0
Lesotho,lso,Rape and Mustard Oil,Gray,253
Lesotho,lso,Cottonseed Oil,Green,409
Lesotho,lso,Cottonseed Oil,Blue,1
Lesotho,lso,Cottonseed Oil,Gray,3
Lesotho,lso,Palmkernel Oil,Green,5202
Lesotho,lso,Palmkernel Oil,Blue,1
Lesotho,lso,Palmkernel Oil,Gray,198
Lesotho,lso,Palm Oil,Green,4787
Lesotho,lso,Palm Oil,Blue,1
Lesotho,lso,Palm Oil,Gray,182
Lesotho,lso,Coconut Oil,Green,9544
Lesotho,lso,Coconut Oil,Blue,6
Lesotho,lso,Coconut Oil,Gray,57
Lesotho,lso,Sesameseed Oil,Green,19674
Lesotho,lso,Sesameseed Oil,Blue,1183
Lesotho,lso,Sesameseed Oil,Gray,936
Lesotho,lso,Olive Oil,Green,12067
Lesotho,lso,Olive Oil,Blue,2437
Lesotho,lso,Olive Oil,Gray,221
Lesotho,lso,Ricebran Oil,Green,1582
Lesotho,lso,Ricebran Oil,Blue,3593
Lesotho,lso,Ricebran Oil,Gray,516
Lesotho,lso,Maize Germ Oil,Green,11471
Lesotho,lso,Maize Germ Oil,Blue,13
Lesotho,lso,Maize Germ Oil,Gray,39
Lesotho,lso,Oilcrops Oil other,Green,5288
Lesotho,lso,Oilcrops Oil other,Blue,225
Lesotho,lso,Oilcrops Oil other,Gray,92
Lesotho,lso,Tomatoes,Green,108
Lesotho,lso,Tomatoes,Blue,63
Lesotho,lso,Tomatoes,Gray,43
Lesotho,lso,Onions,Green,192
Lesotho,lso,Onions,Blue,88
Lesotho,lso,Onions,Gray,65
Lesotho,lso,Vegetables other,Green,639
Lesotho,lso,Vegetables other,Blue,26
Lesotho,lso,Vegetables other,Gray,0
Lesotho,lso,"Oranges, Mandarines",Green,407
Lesotho,lso,"Oranges, Mandarines",Blue,112
Lesotho,lso,"Oranges, Mandarines",Gray,70
Lesotho,lso,"Lemons, Limes",Green,432
Lesotho,lso,"Lemons, Limes",Blue,152
Lesotho,lso,"Lemons, Limes",Gray,58
Lesotho,lso,Grapefruit,Green,367
Lesotho,lso,Grapefruit,Blue,85
Lesotho,lso,Grapefruit,Gray,54
Lesotho,lso,Citrus other,Green,1145
Lesotho,lso,Citrus other,Blue,62
Lesotho,lso,Citrus other,Gray,35
Lesotho,lso,Bananas,Green,660
Lesotho,lso,Bananas,Blue,97
Lesotho,lso,Bananas,Gray,33
Lesotho,lso,Plantains,Green,1570
Lesotho,lso,Plantains,Blue,27
Lesotho,lso,Plantains,Gray,6
Lesotho,lso,Apples,Green,561
Lesotho,lso,Apples,Blue,133
Lesotho,lso,Apples,Gray,127
Lesotho,lso,Pineapples,Green,215
Lesotho,lso,Pineapples,Blue,9
Lesotho,lso,Pineapples,Gray,31
Lesotho,lso,Dates,Green,930
Lesotho,lso,Dates,Blue,1250
Lesotho,lso,Dates,Gray,98
Lesotho,lso,Grapes,Green,262
Lesotho,lso,Grapes,Blue,0
Lesotho,lso,Grapes,Gray,17
Lesotho,lso,Fruits other,Green,1696
Lesotho,lso,Fruits other,Blue,0
Lesotho,lso,Fruits other,Gray,0
Lesotho,lso,Coffee,Green,15249
Lesotho,lso,Coffee,Blue,116
Lesotho,lso,Coffee,Gray,532
Lesotho,lso,Cocoa Beans,Green,19745
Lesotho,lso,Cocoa Beans,Blue,4
Lesotho,lso,Cocoa Beans,Gray,179
Lesotho,lso,Tea,Green,7232
Lesotho,lso,Tea,Blue,898
Lesotho,lso,Tea,Gray,726
Lesotho,lso,Pepper,Green,6540
Lesotho,lso,Pepper,Blue,467
Lesotho,lso,Pepper,Gray,604
Lesotho,lso,Pimento,Green,5869
Lesotho,lso,Pimento,Blue,1125
Lesotho,lso,Pimento,Gray,371
Lesotho,lso,Cloves,Green,59834
Lesotho,lso,Cloves,Blue,30
Lesotho,lso,Cloves,Gray,1341
Lesotho,lso,Spices other,Green,7007
Lesotho,lso,Spices other,Blue,715
Lesotho,lso,Spices other,Gray,462
Lesotho,lso,Wine,Green,375
Lesotho,lso,Wine,Blue,0
Lesotho,lso,Wine,Gray,24
Lesotho,lso,Beer,Green,867
Lesotho,lso,Beer,Blue,38
Lesotho,lso,Beer,Gray,2
Lesotho,lso,Cotton Lint,Green,12336
Lesotho,lso,Cotton Lint,Blue,36
Lesotho,lso,Cotton Lint,Gray,90
Lesotho,lso,Jute,Green,2356
Lesotho,lso,Jute,Blue,33
Lesotho,lso,Jute,Gray,217
Lesotho,lso,Jute-Like Fibers,Green,3492
Lesotho,lso,Jute-Like Fibers,Blue,200
Lesotho,lso,Jute-Like Fibers,Gray,500
Lesotho,lso,Soft-Fibers other,Green,3525
Lesotho,lso,Soft-Fibers other,Blue,649
Lesotho,lso,Soft-Fibers other,Gray,343
Lesotho,lso,Sisal,Green,6112
Lesotho,lso,Sisal,Blue,708
Lesotho,lso,Sisal,Gray,222
Lesotho,lso,Abaca,Green,19376
Lesotho,lso,Abaca,Blue,246
Lesotho,lso,Abaca,Gray,766
Lesotho,lso,Hard Fibers other,Green,39
Lesotho,lso,Hard Fibers other,Blue,119
Lesotho,lso,Hard Fibers other,Gray,242
Lesotho,lso,Tobacco,Green,2021
Lesotho,lso,Tobacco,Blue,205
Lesotho,lso,Tobacco,Gray,700
Lesotho,lso,Rubber,Green,12964
Lesotho,lso,Rubber,Blue,361
Lesotho,lso,Rubber,Gray,422
Lesotho,lso,Bovine Meat,Green,29117
Lesotho,lso,Bovine Meat,Blue,259
Lesotho,lso,Bovine Meat,Gray,0
Lesotho,lso,Mutton and Goat Meat,Green,10034
Lesotho,lso,Mutton and Goat Meat,Blue,321
Lesotho,lso,Mutton and Goat Meat,Gray,1
Lesotho,lso,Pigmeat,Green,4768
Lesotho,lso,Pigmeat,Blue,168
Lesotho,lso,Pigmeat,Gray,9
Lesotho,lso,Poultry Meat,Green,7224
Lesotho,lso,Poultry Meat,Blue,51
Lesotho,lso,Poultry Meat,Gray,20
Lesotho,lso,Meat other,Green,3662
Lesotho,lso,Meat other,Blue,637
Lesotho,lso,Meat other,Gray,322
Lesotho,lso,Raw Animal Fats,Green,7271
Lesotho,lso,Raw Animal Fats,Blue,548
Lesotho,lso,Raw Animal Fats,Gray,9
Lesotho,lso,Butter and Ghee,Green,7271
Lesotho,lso,Butter and Ghee,Blue,548
Lesotho,lso,Butter and Ghee,Gray,9
Lesotho,lso,Cream,Green,2066
Lesotho,lso,Cream,Blue,156
Lesotho,lso,Cream,Gray,2
Lesotho,lso,Hides and Skins,Green,11354
Lesotho,lso,Hides and Skins,Blue,180
Lesotho,lso,Hides and Skins,Gray,0
Lesotho,lso,Offals,Green,13067
Lesotho,lso,Offals,Blue,155
Lesotho,lso,Offals,Gray,1
Lesotho,lso,Milk excl Butter,Green,1338
Lesotho,lso,Milk excl Butter,Blue,101
Lesotho,lso,Milk excl Butter,Gray,2
Lesotho,lso,Eggs,Green,4640
Lesotho,lso,Eggs,Blue,40
Lesotho,lso,Eggs,Gray,13
Liberia,lbr,Wheat,Green,1677
Liberia,lbr,Wheat,Blue,71
Liberia,lbr,Wheat,Gray,134
Liberia,lbr,Rice,Green,5369
Liberia,lbr,Rice,Blue,333
Liberia,lbr,Rice,Gray,118
Liberia,lbr,Barley,Green,591
Liberia,lbr,Barley,Blue,5
Liberia,lbr,Barley,Gray,133
Liberia,lbr,Maize,Green,938
Liberia,lbr,Maize,Blue,70
Liberia,lbr,Maize,Gray,154
Liberia,lbr,Rye,Green,1503
Liberia,lbr,Rye,Blue,27
Liberia,lbr,Rye,Gray,102
Liberia,lbr,Oats,Green,1377
Liberia,lbr,Oats,Blue,2529
Liberia,lbr,Oats,Gray,84
Liberia,lbr,Millet,Green,4306
Liberia,lbr,Millet,Blue,57
Liberia,lbr,Millet,Gray,115
Liberia,lbr,Sorghum,Green,1004
Liberia,lbr,Sorghum,Blue,66
Liberia,lbr,Sorghum,Gray,111
Liberia,lbr,Cereals other,Green,3031
Liberia,lbr,Cereals other,Blue,101
Liberia,lbr,Cereals other,Gray,9
Liberia,lbr,Potatoes,Green,70
Liberia,lbr,Potatoes,Blue,16
Liberia,lbr,Potatoes,Gray,22
Liberia,lbr,Cassava,Green,1487
Liberia,lbr,Cassava,Blue,0
Liberia,lbr,Cassava,Gray,0
Liberia,lbr,Sweet Potatoes,Green,546
Liberia,lbr,Sweet Potatoes,Blue,0
Liberia,lbr,Sweet Potatoes,Gray,0
Liberia,lbr,Roots other,Green,611
Liberia,lbr,Roots other,Blue,0
Liberia,lbr,Roots other,Gray,0
Liberia,lbr,Yams,Green,563
Liberia,lbr,Yams,Blue,0
Liberia,lbr,Yams,Gray,0
Liberia,lbr,Sugarcane,Green,1029
Liberia,lbr,Sugarcane,Blue,9
Liberia,lbr,Sugarcane,Gray,2
Liberia,lbr,Sugar Beet,Green,57
Liberia,lbr,Sugar Beet,Blue,45
Liberia,lbr,Sugar Beet,Gray,15
Liberia,lbr,Sugar Non-centrifugal,Green,8176
Liberia,lbr,Sugar Non-centrifugal,Blue,73
Liberia,lbr,Sugar Non-centrifugal,Gray,19
Liberia,lbr,Sugar Raw equivalent,Green,8176
Liberia,lbr,Sugar Raw equivalent,Blue,73
Liberia,lbr,Sugar Raw equivalent,Gray,19
Liberia,lbr,Sweeteners other,Green,9111
Liberia,lbr,Sweeteners other,Blue,0
Liberia,lbr,Sweeteners other,Gray,829
Liberia,lbr,Beans,Green,3945
Liberia,lbr,Beans,Blue,125
Liberia,lbr,Beans,Gray,983
Liberia,lbr,Peas,Green,1050
Liberia,lbr,Peas,Blue,30
Liberia,lbr,Peas,Gray,3042
Liberia,lbr,Pulses other,Green,2877
Liberia,lbr,Pulses other,Blue,43
Liberia,lbr,Pulses other,Gray,656
Liberia,lbr,Nuts,Green,13346
Liberia,lbr,Nuts,Blue,0
Liberia,lbr,Nuts,Gray,0
Liberia,lbr,Soybean,Green,2897
Liberia,lbr,Soybean,Blue,44
Liberia,lbr,Soybean,Gray,51
Liberia,lbr,Groundnut,Green,11714
Liberia,lbr,Groundnut,Blue,0
Liberia,lbr,Groundnut,Gray,0
Liberia,lbr,Sunflower,Green,2748
Liberia,lbr,Sunflower,Blue,37
Liberia,lbr,Sunflower,Gray,46
Liberia,lbr,Rapeseed,Green,1680
Liberia,lbr,Rapeseed,Blue,76
Liberia,lbr,Rapeseed,Gray,222
Liberia,lbr,Cottonseed,Green,1695
Liberia,lbr,Cottonseed,Blue,80
Liberia,lbr,Cottonseed,Gray,26
Liberia,lbr,Coconuts,Green,4254
Liberia,lbr,Coconuts,Blue,0
Liberia,lbr,Coconuts,Gray,0
Liberia,lbr,Sesameseed,Green,8206
Liberia,lbr,Sesameseed,Blue,453
Liberia,lbr,Sesameseed,Gray,338
Liberia,lbr,Palm kernels,Green,3030
Liberia,lbr,Palm kernels,Blue,0
Liberia,lbr,Palm kernels,Gray,6
Liberia,lbr,Olives,Green,1975
Liberia,lbr,Olives,Blue,927
Liberia,lbr,Olives,Gray,66
Liberia,lbr,Oilcrops other,Green,3625
Liberia,lbr,Oilcrops other,Blue,129
Liberia,lbr,Oilcrops other,Gray,74
Liberia,lbr,Soybean oil,Green,5659
Liberia,lbr,Soybean oil,Blue,86
Liberia,lbr,Soybean oil,Gray,100
Liberia,lbr,Groundnut oil,Green,22192
Liberia,lbr,Groundnut oil,Blue,0
Liberia,lbr,Groundnut oil,Gray,0
Liberia,lbr,Sunflower oil,Green,5546
Liberia,lbr,Sunflower oil,Blue,75
Liberia,lbr,Sunflower oil,Gray,93
Liberia,lbr,Rape and Mustard Oil,Green,3183
Liberia,lbr,Rape and Mustard Oil,Blue,145
Liberia,lbr,Rape and Mustard Oil,Gray,420
Liberia,lbr,Cottonseed Oil,Green,398
Liberia,lbr,Cottonseed Oil,Blue,19
Liberia,lbr,Cottonseed Oil,Gray,6
Liberia,lbr,Palmkernel Oil,Green,5707
Liberia,lbr,Palmkernel Oil,Blue,0
Liberia,lbr,Palmkernel Oil,Gray,12
Liberia,lbr,Palm Oil,Green,5252
