# File: Mekonnen_Hoekstra_Rep47_A2.csv
# Title: Water footprint per ton of crop or derived crop product at national and sub-national level (1996-2005)
# Units: m3/ton
# Description: FAO_crop (item) and item_code are both updated to match primary (land-based) crops aglu/FAO/FAO_ag_items_PRODSTAT
# Source: http://waterfootprint.org/media/downloads/Report47-Appendix-II.zip
# Date of last update: 2022-03-15 (XZ)
# Column types: cicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
FAO_crop_item,item_code,water_type,afg,alb,dza,asm,ago,atg,arg,arm,aus,aut,aze,bhs,bhr,bgd,brb,blr,bel,blz,ben,bmu,btn,bol,bih,bwa,bra,brn,bgr,bfa,mmr,bdi,khm,cmr,can,cpv,cym,caf,tcd,chl,chn,col,com,cog,cod,cok,cri,civ,hrv,cub,cyp,cze,dnk,dji,dma,dom,tls,ecu,egy,slv,gnq,eri,est,eth,fsm,fji,fin,fra,guf,pyf,gab,gmb,pse,geo,deu,gha,grc,grd,glp,gum,gtm,gin,gnb,guy,hti,hnd,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,kir,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mdv,mli,mlt,mhl,mtq,mrt,mus,mex,mda,mng,msr,mar,moz,nam,nru,npl,nld,ncl,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,reu,rom,rus,rwa,kna,lca,spm,vct,wsm,stp,sau,sen,scg,syc,sle,sgp,svk,svn,slb,som,zaf,esp,lka,sdn,sur,swz,swe,che,syr,tjk,tza,tha,tgo,tkl,ton,tto,tun,tur,tkm,tuv,uga,ukr,are,gbr,usa,ury,uzb,vut,ven,vnm,wlf,esh,yem,zmb,zwe
Melonseed,299,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.542590129,,,,,11.40476826,,56.44441319,,,68.55324459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.2181674,,,,,,,,,,,,,,866.8905194,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0248205,,,,40.02603614,,10125.60266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.639402,,,,,,,,,,,,426.8494692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,79,Green,2698.066089,,,,9325.519073,,3419.690508,,2952.774513,1544.87836,13399.03743,,,,,,,,3808.509077,,3360.377479,,,17320.58391,,,2634.325055,5739.970001,6246.198813,2568.705114,,2694.749548,,,,2886.729206,7354.896981,,1600.088046,,,6612.41978,3154.026988,,,4462.02735,834.6405173,,,1904.264865,,,,,,,,,,12459.06714,,4790.328075,,,,596.0982634,,,,3572.04643,,,,3390.878829,,,,,,3245.478894,3725.896604,,,,2384.780798,,3719.405228,,3063.018182,2681.030925,,,,,2380.215288,886.892922,3854.204667,5374.936054,,828.1081359,2969.477722,,1118.692756,,,,,,2389.285714,,,4766.647368,,5679.479191,,818.1802417,5333.452728,,,,16073.7713,,441.6145833,6076.560726,,,2071.621129,6225.323942,16057.90425,,3084.131839,,,,,10330.30694,,,,,6754.108568,,,,,,1582.046418,,,,,3369.522266,3193.481181,4071.818182,,,,,,,527.1776617,4910.001663,1540.152073,,3749.35473,,2510.78656,,,,5623.582962,1321.715383,6120.367544,13664.43035,,,,,3061.562069,6023.239625,4030.999355,,5409.905791,,,,,1707.313759,,,2452.180494,2960.371299,,,3003.138549,,1483.401896,,,,,,4017.809436,5872.516637,11032.39998
Millet,79,Blue,,,,,,,172.6339596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.050662735,,40.0512994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.20142578,,,,,,,,,,3838.273696,,,,,,,,,,,,,,,,,,,10.86052561,2.93865671,,,,,,,,,,,,,,0.001261943,,,,,,,,,,1579.026983,,,,,,,,,,,,132.4732335,,,,,,,,2257.887781,,,,,,,,,,484.0135643,,,,,,,,,,,,,,,,,,,,,,,,60.93489175,,470.7921022,,,,,,1919.099793,,
"Grain, mixed",103,Green,,,,,,,,,,1120.934251,,,,,,,840.258051,,,,,,,,,,,,,,,,1337.255092,,,,,,,,,,,,,,1517.055924,,,2307.03837,,,,,,,,,,,2151.469113,,,,1307.578563,955.2001038,,,,,,,919.4245509,,1195.242637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.643433,,,,,2246.803049,574.5258245,,,,,,,,,,,,,2698.490744,,,,,,,,,,,,,,,,,,,,,,,1715.956529,,,,,,,,,,,,,,,,,,,,,305.349261,,,,1863.560209,,,,,1079.09485,803.9532744,,,,,,,,,,2206.129018,,,,,,816.0171701,,,,,,,,,,,
"Grain, mixed",103,Blue,,,,,,,,,,35.61811756,,,,,,,24.57572559,,,,,,,,,,,,,,,,23.18788611,,,,,,,,,,,,,,9.298256013,,,35.18525244,,,,,,,,,,,1.614210564,,,,5.37448196,110.8502026,,,,,,,5.09339189,,1500.391706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845863266,,,,,10.17401608,,,,,,,,,,,,,,1675.165626,,,,,,,,,,,,,,,,,,,,,,,1.48283235,,,,,,,,,,,,,,,,,,,,,,,,,2069.686234,,,,,9.116688887,2.69796977,,,,,,,,,,1023.398109,,,,,,23.15601108,,,,,,,,,,,
Mustard seed,292,Green,,,,,,,,,,,,,,,,,,,,,4316.602704,,,,,,2646.613662,,2905.433708,,,,2101.809448,,,,,,3008.816847,,,,,,,,,,,1557.949178,1448.784322,,,,,,,,,,,3078.522401,,,,1046.551897,,,,,,,1108.273781,,,,,,,,,,,,1252.793033,,,,,,,,,,,,7508.824136,,,,,,2937.720358,,,,,,,2261.421569,,,,,,,,,,,,,73.83182328,,,,,,,,2688.894664,,,,,,,,,,,,,,,,,,,,,2744.236719,3600.712981,,,,,,,,,,,,,,2268.874519,,,,,,3119.687592,,,,,,,,,,,,,,,,,,,2705.295221,,,2155.505054,,,,,,,,,,
Mustard seed,292,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66057115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08527009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubber, natural",836,Green,,,,,,,,,,,,,,,,,,,,,,,,,10686.01343,279397.3606,,,18745.99283,,11521.04731,9211.179904,,,,11614.16667,,,5971.203092,,,12455.40373,35579.98069,,,5883.784862,,,,,,,,16014.99805,,7204.438073,,,,,,,,,,,,,10303.25581,,,,,16049.52267,,,,,10553.79205,8547.052341,,,,,,,7177.326415,20713.6236,,,,,,,,,,,,,,,,,,,,12193.00412,,,,,,,20757.73563,,,,,,,,4154.008458,,,,,,,,,,,,,,,,,,,,24596.13593,,,8570.909244,,,,,,,,,,,,,,,,,,,,,,,,,,,22396.72074,,,,,,,,,6908.645277,,,,,,,,,,,,,,,,,,14776.27778,,,,,
"Rubber, natural",836,Blue,,,,,,,,,,,,,,,,,,,,,,,,,875.4645251,25.83928582,,,352.0063533,,,15.44457844,,,,,,,358.812589,,,,,,,51.56153605,,,,,,,,,,890.9166957,,,,,,,,,,,,,,,,,,,,,,,88.12744851,43.76986675,,,,,,,835.6890212,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.850889352,,,,,,,,2262.858223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.9552697,,,,,,,,,,,,,,,,,,160.0356042,,,,,
"Nutmeg, mace and cardamoms",702,Green,,,,,,,,,,,,,,,,,,,,,11385.49351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586.571429,,,,,,,,,26041.71099,,,,,,,,,,,,,,23102.64513,,,29885.60019,,,,,20345.9433,,,47075.27238,29941.75324,,,,,,,,,,20863.75656,,,,,,27564.81964,,,,,,,,,28377.74679,19852.15173,33933.94806,,,,,,,,,,,,,,,,19752.95353,,,,,,,,,,,,,,,,,,,,,,,,,657.5279952,,33974.70449,,,,,,,,,,,,,,,33596.09141,,,,,,,,24039.08826,,14624.48581,,,30603.14136,,,,,,,,,,,,,,,,,,,
"Nutmeg, mace and cardamoms",702,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.7825864,,,,,,,,,,,,,,9.187372244,,,371.8320554,,,,,1701.241112,,,13111.56674,,,,,,,,,,,657.3750697,,,,,,,,,,,,,,,,6402.389318,4.390224945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42358502,,,,,,,,,,,,,,,,,,,,,,,,,939.9143568,,298.3120475,,,,,,,,,,,,,,,,,,,,,,
Nuts nes,234,Green,3158.138959,5439.02027,,,,,,,1848.63371,,4196.828067,,1186.805882,,,3386.932175,,,22329.80743,,,,,,13847.397,,3079.931137,,,,7923.307719,,,,,,,,2402.92523,3870.866576,,,,,18942.5353,15880.08797,,,,,,,,,,,1009.662281,,,,,8335.162854,,,,,,,,,5113.479477,5143.305151,,75855.14786,,,,5170.703847,2358.444322,,,,,,,,,34895.48492,2072.299722,1641.239428,,2269.698113,3871.56941,,,,2548.510272,1976.077716,15993.47647,5424.186542,3633.639806,,4942.075317,,,1689.25988,,13345.82645,,,,,,6662.011658,,2203.470048,9514.294445,,,,,,6006.979741,2680.886621,2059.379574,,,,,,,,,,,,,,,,2633.515019,,21609.52821,,4271.894586,11679.64129,,7076.169693,,,,,1808.593417,,,,,,,,,4799.791946,,,,,,,11424.27577,,1974.926026,2309.428614,,,,,,,1359.282178,2835.221594,7244.539537,9757.050615,,,,,,2141.883743,2127.70375,,,5583.026943,,,2066.362204,,1252.789305,,,6748.467918,,,,,6536.161956
Nuts nes,234,Blue,9421.182734,2835.506757,,,,,,,1434.091656,,1736.196186,,10017.11765,,,,,,,,,,,,1179.158891,,31.9652505,,,,,,,,,,,,97.83430947,62.69899159,,,,,1066.723227,87.20348542,,,,,,,,,,,5009.692982,,,,,119.4795764,,,,,,,,,11247.33969,516.3299496,,,,,,,15.19786791,,,,,,,,,,6008.265353,7990.237774,,5417.698113,758.3616871,,,,3647.59895,33.30248967,,76.2422416,57.22534181,,3290.832859,,,1445.734501,,,,,,,,1753.79951,,295.6402507,1967.777456,,,,,,2418.570028,75.58044702,710.6154148,,,,,,,,,,,,,,,,2784.345646,,,,2071.409497,,,741.2601467,,,,,1.14E-06,,,,,,,,,831.9959557,,,,,,,,,2023.274832,786.5469542,,,,,,,820.076158,3386.843993,200.1773676,713.9733596,,,,,,445.5443471,2194.247987,,,,,,2382.496518,,2114.096089,,,60.69599259,,,,,924.9472727
Oats,75,Green,,1721.298606,3189.228581,,,,2050.375761,2208.232039,1806.597941,442.2096241,1586.351457,,,,,1544.546279,340.8100875,,,,3317.245283,5118.17555,870.1720407,,3268.003472,,1320.142405,,,,,,1047.256007,,,,,563.3901879,707.1605344,3178.372287,,,,,,,829.2658938,,2457.229172,823.7826294,435.2601697,,,,,6119.271381,,,,,1517.0876,5458.057348,,,628.3484379,742.4439715,,,,,,2926.889309,594.4865127,4740.419372,1167.916915,,,,,,,,,,806.3558158,,,,,2580.868886,260.4358007,5872.018401,1083.052843,,830.0523105,,2147.066266,3309.965398,,1934.744132,,,598.4391517,,1763.981831,2108.220238,1806.96329,,,1651.083195,348.447948,2368.917556,,,,,,,,,,,1191.442367,1371.338813,1526.085763,,3900.022341,,,,,382.7837242,,793.9338765,,,,,261.9630729,,,,,,3794.177185,,1305.304509,3299.440231,,,,1212.164132,2596.926709,,,,,,,,,,1439.772157,,,,1479.390426,1374.208832,,,1327.692569,1294.978988,,,,,525.5368438,416.7591803,2358.731471,3110.592021,,,,,,,24687.11719,1682.505208,,,,1621.599604,,324.0198839,1313.327849,3329.857125,1923.634445,,,,,,,,587.6473359
Oats,75,Blue,,250.8431338,1147.021879,,,,435.1088472,174.0665765,145.8105768,3.272149732,788.8202474,,,,,1.384041855,0.117365458,,,,,300.1400842,0.060736508,,44.85385009,,4.276366113,,,,,,9.959197801,,,,,567.156689,12.71459286,46.70182774,,,,,,,0.229599912,,1390.093159,3.638358632,0.066160106,,,,,193.6201463,,,,,0.83673373,45.77460929,,,0.008534922,51.66224009,,,,,,351.2430358,2.685993211,3.507105784,100.4780344,,,,,,,,,,8.286460685,,,,,5019.802796,0.014889165,5981.41817,74.40109707,,0.03231626,,4692.384935,175.863819,,185.5731659,,,11.55118913,,0.644366621,380.1547619,119.8540259,,,5.542205403,0.050328535,102.6716462,,,,,,,,,,,1507.055695,78.42296208,78.85695277,,4210.590524,,,,,2.41890523,,43.09920872,,,,,,,,,,,1360.574705,,0.819041835,121.8969692,,,,4.37098331,89.84743088,,,,,,,,,,,,,,297.4408927,,,,2462.151239,1281.833922,,,,,0.328648632,0.054868152,2714.401265,212.5611326,,,,,,,13776.42747,142.7915105,,,,35.93130284,,3.380223675,594.6719574,114.8682217,413.1765269,,,,,,,,399.0530849
Oil palm fruit,254,Green,,,,,673.4282225,,,,,,,,,,,,,,754.1116751,,,,,,1125.348307,,,,,775.8253165,,512.3316634,,,,1074.340199,,,475.6630876,637.1944834,,768.5969317,1439.638684,,750.6476328,1375.015775,,,,,,,,733.9643454,,716.154257,,,,,,,,,,,,,1274.815,701.9991486,,,,1261.353107,,,,,565.1194521,3662.904374,904.1238095,,,717.8792003,,,,904.0421737,,,,,,,,,,,,,,,,,,,,1183.918919,,,,,,,823.5074621,,,,,,,,720.0600847,,,,,,,,,,,,397.7367341,,,,,,,1084.115555,796.1834879,1376.426248,343.6112261,1014.208861,,,,,,,,,,,,,,1012.135178,,656.7202807,,,1273.518519,,,,669.9174419,,,,,,5920.354159,,,,,,501.9179958,682.3215516,1075.545628,,,,,,,,,,,,,,,,854.0212596,,,,,,
Oil palm fruit,254,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.978350693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oilseeds Nes,339,Green,,,,,,,,,,2111.697204,728.1420495,,,,,,,,3774.829838,,,,,,,,1928.910173,,,,1369.825455,,9554.593401,,,,,,,,,,,,,16136.65468,,,,3794.340572,,,,,,,,,,8412.792734,,10693.7589,,,,,,,,,,,,,,,,,,,,,,,2128.962418,,14010.47615,,911.8466667,,,928.3981043,,,,,1073.427766,6445.241524,,,6144.492191,,3864.967679,,2084.857634,,,,,,,2661.333578,,,7939.071675,,,,,,,,,,,,1031.14633,13192.27131,,,7594.99195,,,,,,,,,,,,,,,9192.70969,4060.948423,,,,,,4276.658228,,,,,,7206.36,,,,,,,,2507.416357,,,,2728.327432,,,,,,,,,,6051.883103,,,,,,,,,,,4047.862363,,,,,955.1386667,,,,,,,,8249.522351
Oilseeds Nes,339,Blue,,,,,,,,,,55.21900745,501.2807756,,,,,,,,4.038446273,,,,,,,,131.6298242,,,,,,195.8459681,,,,,,,,,,,,,14.12854914,,,,48.86031375,,,,,,,,,,254.7602126,,157.5418599,,,,,,,,,,,,,,,,,,,,,,,114.8459081,,517.7052013,,5685.853333,,,5632.748815,,,,,2104.206222,421.8358434,,,10.32547731,,3550.53578,,0.928108488,,,,,,,365.1354666,,,373.4430675,,,,,,,,,,,,3862.856356,136.1283519,,,20.53891447,,,,,,,,,,,,,,,103.3768363,3.103109283,,,,,,136.8291211,,,,,,,,,,,,,,535.5360737,,,,2007.412997,,,,,,,,,,191.7251713,,,,,,,,,,,111.2104852,,,,,2792.453333,,,,,,,,604.5152522
Okra,430,Green,,183.86064,,,,,,,,,,,,,345.5840445,,,370.9230088,881.7061252,,,,,,,4053.969652,,332.1529378,,,,2006.890331,,,,,,,,,,423.4138925,,,,1258.592706,,,78.93828125,,,,,,,,53.23970221,,,,,,,588.4937089,,,,,,,155.4473554,,,458.3155547,,,,,386.7441536,,,403.6338575,,,,,350.7468728,,,178.6380028,,,,426.8544264,,243.7533016,,446.3452824,,,,57.34383548,,,,439.5029533,,,,,,,,,,,,,,,,521.1519645,420.0298009,,,,,,,,,,,,,,,,,38.91556604,76.72261182,,,,,332.3457746,,,1273.141412,127.532368,,,,,,,,,,,93.35917992,244.493757,,,,,,,,,,,,119.3679187,,,,,236.9577307,,,,,,,,,563.5204899,,,,,440.5315265,,611.1891069,,,,,,,,288.8869188,,
Okra,430,Blue,,69.92106299,,,,,,,,,,,,,0.441371621,,,,0.120082103,,,,,,,0.672864833,,1.15831012,,,,2.895766288,,,,,,,,,,9.762589361,,,,0.127551899,,,48.68424479,,,,,,,,247.2951884,,,,,,,6.141233086,,,,,,,587.5410044,,,0.275809738,,,,,3.129250988,,,0.053312562,,,,,8.021826003,,,510.6640777,,,,5.984891952,,69.37744321,,7.950802651,,,,572.852168,,,,23.36130614,,,,,,,,,,,,,,,,10.97609924,71.97926984,,,,,,,,,,,,,,,,,275.2389937,134.3071184,,,,,1.040236117,,,235.9198701,1342.896082,,,,,,,,,,,305.0378937,45.5329489,,,,,,,,,,,,24.01107212,,,,,1367.348585,,,,,,,,,278.4293236,,,,,439.2267699,,224.4139639,,,,,,,,193.3799202,,
Olives,260,Green,4108.846995,4920.269738,3377.580811,,,,1649.921076,,1438.023322,,7806.034567,,,,,,,,,,,,,,7278.856257,,,,,,,,,,,,,1784.110367,773.0102981,,,,,,,,3470.835708,,1903.411697,,,,,,,,337.8888399,11665,,,,,,,,4654.320434,,,,,3408.739905,,,,1326.018352,,,,,,,,,,,,,,1270.497515,735.2939114,,1874.873646,1771.756996,,,1737.860655,,,,,,1924.971429,,,,1843.469147,,,2375.517072,,,2098.887385,,,,,,3081.903226,,,,,1602.298541,,,,3559.557228,,,,,,,,,,,,,,,,,,1278.291053,,,7361.191544,,,,,,,,,,,,,,,8657.492515,,,,,2098.186408,,,,2212.767107,,,,,,,2567.826807,,,,,,,,8790.342713,2172.186931,,,,,,,454.2573185,3715.991878,4155.698232,,,,,,,,
Olives,260,Blue,8987.213115,173.3635035,900.9752494,,,,995.1235465,,497.5560854,,2065.655818,,,,,,,,,,,,,,386.0967858,,,,,,,,,,,,,738.6308802,13.78705567,,,,,,,,1.30595067,,1156.064198,,,,,,,,1584.018396,,,,,,,,,288.162596,,,,,211.1048801,,,,218.1338842,,,,,,,,,,,,,,2972.356018,2951.366088,,853.6413116,126.4162065,,,1094.820026,,,,,,10592,,,,1196.441241,,,3401.846951,,,132.0219539,,,,,,3237.354839,,,,,698.6991783,,,,1382.737512,,,,,,,,,,,,,,,,,,469.0545881,,,128.725627,,,,,,,,,,,,,,,11.02348053,,,,,,,,,537.0472583,,,,,,,1209.418028,,,,,,,,324.6481962,270.4646243,,,,,,,544.5903712,1.732225501,5704.063293,,,,,,,,
"Onions, shallots, green",402,Green,,92.63793125,,1697.299083,1948.870032,,,,,,,,,,,,,198.4072581,,,,,,,,396.6570705,410.9296645,177.9563169,,,,,,,,,,,173.80729,,1450.542188,,,,,396.15158,,,189.2661679,,,,,,,226.9351988,,,,,,273.2728713,,,,74.31001369,,279.9472131,,,15.8485389,,,,76.7956844,,,,,,,,,,216.3340809,,,,,102.6739635,,14.18075556,,234.6460098,205.7385471,67.49584488,99.19544818,,,332.7456921,196.4571737,,,,,,,,50.52776114,,,161.2521776,,,,,,,,,,,210.0337492,,,,86.78733259,,,,,64.18164867,,62.64806304,,358.0184592,,,93.83128554,,,,,581.2941455,,638.1331897,,82.51933381,162.3718253,,156.7416457,,,,,,,,,,,,,,,,,,,,,76.59671846,,,,,,87.81589962,20.49328247,,,,,,,,58.81839634,186.5275897,,,,411.7700327,84.09496299,311.3735189,,,,,95.77586082,,,,,,
"Onions, shallots, green",402,Blue,,79.20443126,,,297.7880723,,,,,,,,,,,,,,,,,,,,,0.708054128,50.28298157,2.889060669,,,,,,,,,,,7.38919917,,,,,,,0.215880784,,,238.0168379,,,,,,,174.6591159,,,,,,3.514679677,,,,12.13626064,,,,,147.913729,,,,142.1746817,,,,,,,,,,18.47707352,,,,,483.6252073,,123.696,,6.876357678,1.08205753,31.24891175,382.1196215,,,22.16446016,7.824345157,,,,,,,,103.667363,,,37.9152822,,,,,,,,,,,87.28683446,,,,59.71804739,,,,,8.003575377,,15.73660041,,30.27102927,,,3.260773181,,,,,0.353082423,,7.318347123,,58.0668491,64.67032787,,15.75443339,,,,,,,,,,,,,,,,,,,,,114.9895425,,,,,,2.488184809,316.3244319,,,,,,,,15.47869562,142.8280457,,,,18.60959717,243.168442,18.83991552,,,,,22.81008767,,,,,,
"Onions, dry",403,Green,,275.0819826,194.206486,,,877.9513553,150.6252749,165.4756339,70.78900554,79.49764729,207.365175,509.8085288,45.36762295,611.6648441,394.198407,308.35323,110.5624288,,104.9610714,341.312125,2577.647059,822.4905312,698.5047162,251.1693486,402.5758201,,431.7003035,,245.0710866,,,344.6858554,86.42139751,93.20018182,,,43.72669708,68.89558116,219.9676556,180.7033526,,428.1236157,1112.857129,,168.7267354,,564.0429543,294.8941989,78.15820106,226.34844,95.3103181,,,436.2865256,,,38.31064795,274.2531538,,,534.7388277,229.2412118,,,126.8647814,91.13487902,,,,,119.6297591,325.1384514,89.03115818,411.6817603,97.37961246,,877.2541862,3716.558333,211.1416901,,,,828.1051164,274.0021376,125.5380609,,154.7484445,966.8115104,66.69973753,234.7894771,80.98034642,115.6971808,132.4611664,547.8664291,96.5549472,126.1258031,148.9273333,377.8393314,,339.4234526,90.82031011,55.64803356,159.1115117,,341.3710971,126.2754584,,,107.6336727,322.7334506,86.85543639,329.7640657,860.1618134,424.6899037,,775.7093749,30.54888179,181.9500002,,,,266.7345607,72.03132554,444.6411823,328.7468712,2229.866667,145.9607396,1206.088649,,,,68.03608163,,,1593.514508,12.36045964,,,,67.4364809,80.82965302,202.4963008,,1143.510077,185.033681,671.8988903,150.4047168,140.1767581,,48.09425912,501.2690839,317.5233127,235.4043984,,,,,,,,61.88736812,42.07589164,592.2890483,,,,306.113834,198.0483315,,531.1923294,230.2210286,60.64306448,721.167516,134.4142437,,,77.72642546,,157.72468,190.5745286,1994.807456,225.5167505,,,,,189.1228154,128.8430727,269.6709356,,1056.601879,309.188686,,72.65957281,53.31041858,577.100217,118.5175257,,142.3945687,1324.796524,,,132.4829653,403.1359708,352.7359158
"Onions, dry",403,Blue,,291.9822359,75.87465415,,,90.35495497,109.4084277,181.5137643,151.8380929,47.66059568,384.0172631,,259.704918,205.4629229,106.490606,2.83881171,7.823447826,,6.275483725,155.8138568,,182.7329083,39.92938294,28.742672,39.81571854,,117.7273556,,94.734968,,,56.79975739,,157.224,,,100.9668039,22.25741242,7.56964053,31.22537206,,2.848814275,1.51E-06,,72.71364814,,9.92593173,111.6945514,53.22222222,41.26967156,16.40646283,,,27.22903413,,,231.4237132,0.000153584,,,12.66057177,247.6387057,,,66.75437995,37.43465041,,,,,114.2481831,53.50608589,26.53282782,46.85701271,24.38582062,,28.69082082,13.3515,50.68468005,,,,230.9978956,59.4703108,50.80477032,,139.6642468,16.56607683,264.8898683,420.8654334,1.26023724,68.68663511,67.59752027,14.211095,,136.5859854,209.7968145,55.17848,,59.35083726,9.936101254,223.6166876,126.1568656,,3.07780806,47.75526084,,,239.0309788,10.45483198,15.35078182,95.4532446,38.52849433,13.49847298,,354.1224017,30.20970971,59.16490545,,,,6.726991952,126.3456893,467.9305927,554.92935,,110.3642555,151.8745328,,,,4.509598621,,,744.9546464,90.61404659,,,,383.2562667,347.1993018,21.75894019,,40.10602099,129.2493114,49.15011912,5.369896546,17.20544745,,298.5135764,28.30334396,49.92267793,41.43489102,,,,,,,,396.7226751,149.5923898,48.56499164,,,,181.2162506,31.97258907,,567.1949744,230.9647974,32.7879849,234.7484801,893.5206368,,,29.20139432,,88.4924467,341.343073,126.6706963,165.4087749,,,,,76.87073646,87.58729202,624.758497,,3.450663414,43.30284548,,9.089092427,74.14693563,119.5016234,344.1375249,,110.1944604,890.918622,,,389.1981802,8.655601374,72.00904402
Oranges,490,Green,419.2927254,715.0024726,356.179257,,,,529.6580073,,273.8962615,,225.038066,,,,,,,839.3786371,1548.008,,997.5608004,912.2095151,10122.70565,1117.999633,376.9735194,1960.413249,,1465.54277,,,1510.64912,,,,,1849.153812,,304.0237339,919.9579757,670.7544237,,2105.457853,436.7975205,972.216,627.8560817,729.9708775,10366.12069,878.8283806,159.8554771,,,,1731.921597,601.751453,832.0203673,1291.927706,85.58816395,1003.925151,,,,1073.121825,,2071.66819,,296.3337188,4875.499697,769.1308701,,,133.4417122,1301.373275,,1036.137629,154.1339437,1710.565381,2037.239724,,358.9198504,,1093.77371,1724.055975,2013.480149,714.8668671,,,802.2821184,632.657923,208.5432343,267.6539088,,99.68832688,284.2503917,1031.403151,303.671503,166.0215898,,1201.078485,,,,266.0513724,,1107.948112,,163.5465417,,2453.415385,276.8412443,,,,,,1861.676829,,2276.497666,,,2277.079324,,,524.4637104,,,,222.3471235,1477.9668,,,608.7598425,,,505.604807,1700.452821,,,,,,362.2420502,919.4015637,,624.4223304,412.7209223,3758.976675,,450.1842915,916.159542,,528.3827916,,998.2641198,,,18.48152355,,1920.993581,,,,488.4889422,616.7849196,,,,,,,920.6847175,249.9554906,223.1649127,8391.709597,592.5312322,979.6472001,1360.598462,,,111.9840329,367.9639348,1152.819573,519.7829356,1703.093496,,1833.836286,1826.292585,366.8247952,137.9420952,,,,,,,231.4367312,517.0698778,,,627.0475184,1208.058342,,,353.0687813,1356.282953,921.4467656
Oranges,490,Blue,1210.145064,0.953708435,323.6316228,,,,33.89984997,,186.0267386,,167.1603623,,,,,,,0.704819627,,,,69.51213641,2.190625603,1692.060268,2.313105478,,,,,,,,,,,,,255.4888366,43.91488439,8.541447476,,,0.005435679,,36.75695478,,,115.2798064,304.3562674,,,,,,,268.4198149,512.3132712,41.25910297,,,,574.3684342,,,,26.34885415,48.99048078,,,,131.3298101,,,,95.85948963,,0.219475089,,41.29123874,,780.2429064,,77.44508364,31.02065617,,,2.554407931,,508.1509842,1244.919827,,209.9406735,41.41144528,,0.004642747,430.2315996,,66.03895952,,,,1332.631697,,171.9564599,,287.5127881,,,821.6357622,,,,,,,,167.6991104,,,9.380217933,,,217.2725627,,,,294.88002,60.68624505,,,,,,29.39394157,157.8882947,,,,,,635.3611044,,,,397.5223815,,,193.0520308,,,1.383444026,,2.456347595,,,,,,,,,676.0377579,,,,,,,,1248.069341,161.111195,159.7559711,,1385.904704,,121.1711255,,,219.8880919,485.5178836,,90.44979514,,,,,227.5286263,115.6923115,,,,,,,57.31386923,1.881198333,,,33.51171178,,,,616.6646906,1293.532396,241.8596664
