# File: Mekonnen_Hoekstra_Rep47_A2.csv
# Title: Water footprint per ton of crop or derived crop product at national and sub-national level (1996-2005)
# Units: m3/ton
# Description: FAO_crop (item) and item_code are both updated to match primary (land-based) crops aglu/FAO/FAO_ag_items_PRODSTAT
# Source: http://waterfootprint.org/media/downloads/Report47-Appendix-II.zip
# Date of last update: 2022-03-15 (XZ)
# Column types: cicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
FAO_crop_item,item_code,water_type,afg,alb,dza,asm,ago,atg,arg,arm,aus,aut,aze,bhs,bhr,bgd,brb,blr,bel,blz,ben,bmu,btn,bol,bih,bwa,bra,brn,bgr,bfa,mmr,bdi,khm,cmr,can,cpv,cym,caf,tcd,chl,chn,col,com,cog,cod,cok,cri,civ,hrv,cub,cyp,cze,dnk,dji,dma,dom,tls,ecu,egy,slv,gnq,eri,est,eth,fsm,fji,fin,fra,guf,pyf,gab,gmb,pse,geo,deu,gha,grc,grd,glp,gum,gtm,gin,gnb,guy,hti,hnd,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,kir,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mdv,mli,mlt,mhl,mtq,mrt,mus,mex,mda,mng,msr,mar,moz,nam,nru,npl,nld,ncl,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,reu,rom,rus,rwa,kna,lca,spm,vct,wsm,stp,sau,sen,scg,syc,sle,sgp,svk,svn,slb,som,zaf,esp,lka,sdn,sur,swz,swe,che,syr,tjk,tza,tha,tgo,tkl,ton,tto,tun,tur,tkm,tuv,uga,ukr,are,gbr,usa,ury,uzb,vut,ven,vnm,wlf,esh,yem,zmb,zwe
Ginger,720,Green,,,,,,,,,,,,,,,,,,,,,535.0225515,,,,,,,,,,,1057.270385,,,,,,,335.7585054,,,,,,410.0370786,516.8840351,,,,,,,2663.11828,1105.810633,,,,,,,,1308.516276,,128.529441,,,,,,,,,,3924.628907,,,,,,,,,,,,,1439.674148,582.5324132,,,,,,1752.401823,178.6536199,,,1022.936147,,,2344.611982,,,,,,,,,,,,,,2245.791422,,,,,,,379.4919305,,,,,,,,,403.6238008,,,,,,,,,,1669.899186,,,,,802.6959883,,,,,413.2567147,,,,,41.35196288,,,,,,,,,,,,,,,,,932.2375795,,,,,,,,1597.494105,2153.501374,,,,,,,,,1413.061006,,,,74.7638729,,,,,,,,,,
Ginger,720,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080117892,,,,,,,14.22863404,,,,,,5.940262213,0.258854861,,,,,,,,35.10920475,,,,,,,,16.90668828,,3.218327384,,,,,,,,,,10.1616657,,,,,,,,,,,,,61.38871472,39.59954304,,,,,,41.11535822,0.839654892,,,50.08471973,,,56.68503931,,,,,,,,,,,,,,72.64613686,,,,,,,13.06652193,,,,,,,,,41.90762126,,,,,,,,,,6865.095647,,,,,5.881388496,,,,,24.00195503,,,,,0.076507109,,,,,,,,,,,,,,,,,561.0941552,,,,,,,,21.10197115,123.4553469,,,,,,,,,,,,,29.52786508,,,,,,,,,,
Gooseberries,549,Green,,,,,,,,,,522.8763791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.9435983,297.8100924,,,,,,,,,,1603.993276,,,,1403.211508,,,,,,,,414.1969763,,,,,,,,,,,,662.3910729,,,,,,,,,,,,,,,,,,683.2447648,,957.2755494,,,,,1254.652248,,,,,,,,,,,,,,1136.251096,,,,,,,,,,1100.11637,,,,,569.0519964,,,,,,,,427.0999609,,,,,,584.8633001,,,,,,,,,,,,,,79.9839981,,,,,,,,,,,352.4880807,,,,,,,,,,,,,,473.7432833,,325.3353082,,,,,,,,,,,
Gooseberries,549,Blue,,,,,,,,,,13.03864436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.965485969,1.062177534,,,,,,,,,,1.127378167,,,,5.403807978,,,,,,,,2.052881551,,,,,,,,,,,,29.41998261,,,,,,,,,,,,,,,,,,838.3880647,,,,,,,5.739670741,,,,,,,,,,,,,,473.9420445,,,,,,,,,,86.50298951,,,,,6.832807123,,,,,,,,0.406729,,,,,,17.34109662,,,,,,,,,,,,,,15.46422949,,,,,,,,,,,3.797758894,,,,,,,,,,,,,,11.86969698,,8.3343992,,,,,,,,,,,
Grapefruit (inc. pomelos),507,Green,,,333.1149033,,,,422.7496099,,263.6860936,,,529.5836757,,,,,,591.3767454,,,,524.1854154,,,426.9060075,,,442.451,,,1064.87619,,,,,1067.478964,,,738.0386083,,,532.172,407.8986961,,1059.606649,1572.536884,,713.6607245,86.63602434,,,,1712.697917,1864.322443,,644.6560158,115.614293,,,,,,,,,396.0213239,4269.445943,439.8451696,,,102.5296792,,,,181.4452441,762.1506024,989.00906,,,,,1807.785865,1083.775229,697.0733843,,,348.1304527,,170.1003656,301.2811024,,57.250429,224.5050091,697.5239726,,158.3269007,,826.0179711,,,,,,1152.525005,,130.5605355,,,,,,,,,1829.139748,,,373.5494666,,2351.385134,,,297.98172,,,,248.0758393,815.2886488,,,,,,256.5107528,,,,,,,,,,240.9745368,466.0977179,899.6629161,,528.0293292,2596.115164,,,,,,,22.56390059,,1090.104869,,,,,,,,,,,,991.9992181,212.9968325,162.5658734,,289.9255474,1330.823495,744.0865385,,,,,,5055.183488,,,,1107.033079,229.1028665,105.6596979,,,,,,,205.6008755,528.6434397,240.6823491,,862.0136355,783.7775584,,,,,719.7157273
Grapefruit (inc. pomelos),507,Blue,,,300.7694853,,,,27.87529682,,179.5668723,,,,,,,,,0.493852321,,,,39.85362442,,,2.725155313,,,,,,,,,,,,,,34.61910339,,,,,,61.80594903,,,93.39533162,164.9503506,,,,,,,133.5646103,691.231627,,,,,,,,,35.07225094,42.79929979,,,,100.8486593,,,,112.8615626,,0.106328132,,,,,,41.21353646,30.15478581,,,,,415.1627329,1401.34252,,120.391152,32.42483312,,,410.3038155,,45.21295083,,,,,,178.8070117,,230.5889198,,,,,,,,,,,,308.4240912,,9.687888784,,,118.7069596,,,,329.1618401,33.48521814,,,,,,14.83009905,,,,,,,,,,,456.0969125,,,226.7714443,,,,,,,,,,,,,,,,,,,,,,1346.779293,138.8395718,116.407584,,678.298795,,66.2025358,,,,,,879.0454487,,,,,142.0857878,88.62968244,,,,,,,57.4884322,1.860737548,406.9170833,,46.74644008,,,,,,188.9695061
Grapes,560,Green,254.946869,232.1685809,607.8784857,,,,170.2689394,376.8089147,247.5521576,579.9727659,709.7364139,,66.47479723,,,,246.1530496,,,,,536.7476683,1086.757148,,297.1126937,,1078.824332,,,,,,471.5612413,,,,,208.6462154,356.985564,478.1511341,,,,,,,637.7834863,,354.9812171,771.7785417,,,,,,974.1832302,111.2911027,,,,,1640.6983,,,,494.213652,,,,,305.1159143,1239.874482,286.0075304,,309.6276025,,,,919.8542336,,,,,1136.504051,577.8526123,,299.8127895,,337.7371738,52.96479175,,96.32753406,373.8500207,,353.1907998,336.879116,669.645064,,,,339.3464764,1090.279935,681.4907441,,,328.735151,,,414.8794499,,254.0014125,453.4562244,,,,,,540.4026312,,,,,323.7617528,1113.685375,,,312.2404027,,581.6717224,,,1016.863259,,504.9197699,,,,,,,789.14551,,,466.1445521,350.9322522,9760.031476,,1062.543314,,284.4828142,482.0447083,869.9529124,877.9810015,,,,,,,,113.2026659,,725.5336234,,,,1050.921725,526.6443735,,,217.3488057,745.1973414,,,,,,366.4875283,408.3563113,920.3315743,569.8060943,444.0154772,,,,,553.9480773,526.5898347,438.8156184,,,1028.452994,2255.789307,1672.863289,119.5974266,332.2635311,419.3986837,,432.2881874,,,,459.5642225,,346.5113946
Grapes,560,Blue,996.6785453,13.02997009,1201.952515,,,,247.1158969,310.1782583,137.8687047,7.739187127,368.0438967,,1086.087683,,,,0.370624227,,,,,0.030218301,0.099884668,,31.77016098,,3.647463765,,,,,,,,,,,3.422378602,0.00999576,,,,,,,,2.688189565,,1188.926408,16.37902204,,,,,,,,,,,,,,,,3.043004727,,,,,125.5922439,148.386525,,,122.2476647,,,,,,,,,,0.355083329,,,,0.034927484,469.74468,,405.9888807,32.2993189,,,,805.3658992,,,,,16308.58671,539.0172807,,,,,,1240.000376,,,46.27738839,,,,,,398.9640042,,,,,,21.41076834,,,991.3999354,,,,,,,79.52606048,,,,,,,,,,0.000321738,0.024131118,,,47.14929448,,4070.838451,,10.52470614,0.02756564,,,,,,,,754.023577,,6.175272578,,,,7.846890184,,,,156.7510752,133.9682157,,,,,,,,1519.592225,,,,,,,1082.073447,0.177523812,679.9591855,,,0.000748096,2045.671011,,209.6312487,1.347292907,989.8533778,,,,,,,,
"Groundnuts, with shell",242,Green,,,1844.169893,,12310.45236,,3357.298819,,1699.089153,,,,,,,,,3449.294118,4750.686766,,,3986.068387,,11669.51035,2777.409879,,4316.045361,5152.895445,3889.198869,4368.745902,5688.748763,6508.995039,,,,3767.02885,4743.283777,,1382.593885,2404.96497,,3359.48524,3062.68015,,3825.550898,4234.904858,,,,,,,,,,3217.308786,259.4287331,4616.722733,,1232.985898,,3904.633841,,5310,,,,,2964.921598,3656.845069,145.2498825,3144.673923,,4331.815938,622.3192826,,,,4925.101239,4219.285103,4061.932665,5847.366667,,8477.438176,1739.272961,,2871.158374,2595.785644,577.5160304,455.9967035,,83.59419643,,,,,1476.624536,2317.593096,,,2606.569914,,1134.685364,3945.730547,,205.4935606,,8204.802632,797.5624667,,,,6035.177273,5781.625177,1037.502348,,4836.426797,,,,1149.424084,,2912.728828,,,,808.5953374,10702.23474,6385.723514,,,,,,962.9157554,5939.961675,,,,,2895.46261,,,5687.006353,1255.331381,,,1109.998327,,,,,,5421.14571,,,,,,,113.1513692,3843.578323,,,5900.183239,,,,,2889.341693,2209.67996,812.4149826,,5414.895117,3445.569563,4640.36134,,,281.4915487,1772.569463,2242.247728,3055.539275,7418.592025,,6670.6875,,,611.6777821,,,5314.473974,,,,1257.007525,7493.100233,998.2461725,,2702.555592,3008.246289,,,,8161.508338,2462.129004
"Groundnuts, with shell",242,Blue,,,,,,,45.18631558,,731.8135805,,,,,,,,,,,,,,,,3.132776714,,,,0.056426564,,,,,,,,,,85.22287348,,,,,,,,,,,,,,,,,,1852.934181,,,,,,,,,,,,202.4580454,,1392.90806,,,,,,,,,0.001229109,,,,,56.71405282,,339.9997338,,7.431871558,,,742.0534319,,,,,,,,,,,,,,1960.139915,,,1731.898848,,,,,,,,13.47721952,,,,,,,,,,1133.556667,0.000977645,,,,,,,,458.3186414,,,,,0.022644237,,,,,,,,,,,,,,,,,,,,1457.363483,,,,,,,,,,435.1076867,,,393.5050363,,,,,2066.316291,,,,,,,,,1245.445779,,,,,,,253.1784725,,,,,,,,,,49.43624959
"Hazelnuts, with shell",225,Green,,,,,,,,,,,5939.024658,,,,,3187.418162,,,,,,,,,,,49103.63138,,,,,,,,,,,,4957.136296,,,,,,,,4801.581683,,7629.354561,,4405.268571,,,,,,,,,,,,,,,3048.005559,,,,,,3940.824589,,,2450.354003,,,,,,,,,,3895.95657,,,,3984.627455,,,,3837.897865,,,,,,,,,,6986.611146,,,,,,,,,,,,,,,,,,,,,5486.8877,4553.250587,,,,,,,,,,,,,,,,,,,,,,4452.686066,7086.80613,,,,3560.585517,4141.11966,,,,,,,,,,,,,,,,,,,6292.464105,,,,,,,,4099.119037,,,,,,,,3718.560127,,,,25402.10722,,,1787.032019,,4365.433066,,,,,,,,
"Hazelnuts, with shell",225,Blue,,,,,,,,,,,2456.373841,,,,,,,,,,,,,,,,2368.003405,,,,,,,,,,,,201.8253487,,,,,,,,9.316496194,,16794.31263,,7.639334206,,,,,,,,,,,,,,,560.0328176,,,,,,395.8343098,,,742.7384599,,,,,,,,,,91.79114709,,,,11554.49796,,,,751.6690413,,,,,,,,,,4653.171399,,,,,,,,,,,,,,,,,,,,,154.6840398,1572.444149,,,,,,,,,,,,,,,,,,,,,,2.414096491,743.6007702,,,,56.49217489,,,,,,,,,,,,,,,,,,,,2142.838462,,,,,,,,4895.831058,,,,,,,,773.4503442,,,,,,,2542.091315,,7367.18794,,,,,,,,
Hemp Tow Waste,777,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.932766,1530.473752,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.745487,,,,,,,,,,,,,,,,,,,1815.902705,,,,,,,,870.7460595,,,,,,,4256.280587,1514.254296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714.380665,,,,,857.2978793,1225.791045,,,,,,,,,,1048.700495,,,,,,,,,1173.150201,,,,,,,,,,,,,,,,,,,,1865.181818,,,,,,,,,,,,,
Hemp Tow Waste,777,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hempseed,336,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,269640,,,,,,,,,,,1326,1719.519667,,,,,,,,,,,,,,,,,,,,,,,,,,,6971.42004,,,,,,,,,,,,,,,,,,,7373.530604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8463.485714,,,,,49674.70155,40013.5514,,,,,,,,,,59381.75676,,,,,,,,,1718.25,,,,,,,,,,,,,,,,32860.56919,,,,16264.66927,,,,,,,,,,,,,
Hempseed,336,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27365184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.8234258,,,,,,,,,,,,,,,,3106.825526,,,,,,,,,,,,,,,,,
Hops,677,Green,,4220.371994,,,,,3902.170222,,1108.102389,2572.900555,,,,,,,1617.625456,,,,,,,,,,3327.932835,,,,,,,,,,,,1894.280486,,,,,,,,,,,3517.539994,,,,,,,,,,,,4018.354207,,,,1844.144415,,,,,,5873.486469,2011.525931,,,,,,,,,,,,1364.021585,,,,,,2480.924632,,,,1774.434555,,,,,7343.229392,1489.207243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.521679,,,,,,,,,,,,,2663.632101,1675.023876,,,,4620.730378,9310.966701,,,,,,,,,,2867.552999,,,,3679.668831,1129.564626,,,4503.061231,1454.725712,,,,,,1709.381453,,,,,,,,,,,,,,11739.06107,,2074.04479,917.1293608,,,,,,,,,,
Hops,677,Blue,,2232.990264,,,,,492.4545247,,207.4544756,61.73020554,,,,,,,33.28109042,,,,,,,,,,227.5385505,,,,,,,,,,,,36.54169723,,,,,,,,,,,40.89698055,,,,,,,,,,,,32.45713979,,,,184.7006646,,,,,,521.0058529,7.82994105,,,,,,,,,,,,64.4453904,,,,,,2.538471245,,,,1.317984271,,,,,67.77803697,6.714309015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.8933481,,,,,,,,,,,,,1.609093713,874.745038,,,,161.162795,277.2092636,,,,,,,,,,106.7151874,,,,702.339156,,,,3015.804852,1445.46157,,,,,,3.935092445,,,,,,,,,,,,,,289.6609487,,41.89618403,899.5602968,,,,,,,,,,
Jute,780,Green,,,,,,,,,,,,,,,,,,,,,907.7422222,,,,2953.71475,,,,6283.732373,,6095.13021,9045.909122,,,,,,,2324.183776,,,,,,,,,,,,,,,,,,254.1615151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.274118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4318.897205,,,,,,,,,,729.1358868,,,,1508.682989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.790146,,,,,,,,,,,,,,,101.944,,,2446.844126,,,,,7991.438906
Jute,780,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3317689,,,48.03041329,,,,,,,21.09930185,,,,,,,,,,,,,,,,,,2950.868239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3488752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1785582,,,,,,,,,,2180.205217,,,,961.0115914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.86423489,,,,,,,,,,,,,,,376.39,,,3.14143259,,,,,204.0475577
Kiwi fruit,592,Green,,,,,,,,,267.2239145,,,,,,,,,,,,,,,,,,5379.564026,,,,,,211.5067196,,,,,246.7871635,,,,,,,,,,,323.0298913,,,,,,,,,,,,,,,,,265.8275176,,,,,,,,,283.8493891,,,,,,,,,,,,,,191.3951049,,,256.4411523,283.2487484,,564.497624,,,,,,700.999928,,692.0804626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.5354467,,,,,,,,,,,,,,557.9687982,,,,,,,,,,,,,,,,,,,,220.2722058,,,,349.113906,,,,,,292.1458949,,,,,,,,,672.5998696,3979.130041,,,,,,,194.8339514,,,,,,,,,,
Kiwi fruit,592,Blue,,,,,,,,,528.0341179,,,,,,,,,,,,,,,,,,96.47234105,,,,,,213.86765,,,,,396.7624208,,,,,,,,,,,1229.907609,,,,,,,,,,,,,,,,,91.40472387,,,,,,,,,131.6862716,,,,,,,,,,,,,,971.7902098,,,1037.798354,84.89003382,,6.004671807,,,,,,21.17668672,,844.3868589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9519629,,,,,,,,,,,,,,85.95799137,,,,,,,,,,,,,,,,,,,,17.49945226,,,,170.2057252,,,,,,1.962495022,,,,,,,,,116.0017395,1325.921811,,,,,,,486.791751,,,,,,,,,,
Kola nuts,224,Green,,,,,,,,,,,,,,,,,,,49217.52475,,,,,,,,,,,,,33919.41111,,,,,,,,,,,,,,19705.27475,,,,,,,,,,,,,,,,,,,,,,,,,,,,44480.94737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52423.51807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kola nuts,224,Blue,,,,,,,,,,,,,,,,,,,0.405889719,,,,,,,,,,,,,1.56796091,,,,,,,,,,,,,,44.89303106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemons and limes,497,Green,,478.1438462,374.2195971,,,2992.3185,233.6314715,,226.3224069,,352.4231169,325.9552554,161.7317761,,,,,,,,,733.9255046,905.100677,,511.3543244,1962.355827,,955.5915077,,,1268.453632,,,,,1662.576556,,241.8555517,539.7441454,565.2023352,,686.1842105,441.8805528,3104.137931,515.7295373,,2983.909449,1685.692837,143.1055608,,,,1742.523622,2812.910315,,1851.722081,82.45405311,689.4724489,,,,1123.44448,,,,310.3859787,2920.098366,,,,108.9766152,,,1272.58,295.1041826,590.0935199,2412.143977,,335.574809,,939.969774,1803.958849,1808.36695,950.3173972,,,798.6606327,,180.7676853,448.0392755,,137.169002,290.5307424,1031.506122,382.9563614,150.2769664,,1459.583759,,,,179.5225447,,1388.966989,,131.7957596,,,270.1067945,,,,,,2245.532932,,760.946286,,,2364.999463,,,503.6852924,,,,272.5757381,1377.001593,,,1113.065488,,3265.080381,723.9153086,,,,1618.412727,,470.3511299,361.8908202,,,890.5369128,416.8277718,756.739315,,497.5401278,1262.644822,,1605.676313,,,,,19.31967836,,1208.907634,,,,,,,,,,,,850.156802,289.931623,222.0971356,5308.962204,359.6472857,1694.659041,,,,151.1112685,1393.920309,1186.22674,2957.980258,,,3229.0992,3216.721311,310.6668523,148.9165526,,,,,524.2933565,,251.4194129,1226.698531,421.4845214,,597.3230092,,,,478.7304095,,791.0992076
Lemons and limes,497,Blue,,,338.1013307,,,,17.14971057,,153.5274394,,258.9691726,,1391.721188,,,,,,,,,55.94751524,0.195870233,,3.165681711,,,,,,,,,,,,,204.2447731,25.76504426,7.197600848,,,,,30.19265164,,,221.1605907,282.4769086,,,,,,,381.5866355,493.5533297,28.35584026,,,,601.3010909,,,,27.59823131,29.34225417,,,,107.2522138,,,,183.5320267,,0.259863638,,38.60562277,,670.5232155,,69.55556632,41.23733345,,,5.00E-05,,440.3737198,2084.132562,,288.8740349,42.32651049,,0.005837681,389.430941,,80.25208065,,,,899.2150116,,215.571239,,231.6944037,,,801.6445329,,,,,,,,56.0554123,,,9.742286708,,,196.448998,,,,361.4938477,56.54013188,,,,,,42.08548549,,,,,,1799.611437,634.7400313,,,,425.5209985,,,213.5201506,,,4.202597612,,,,,,,,,,,,,,,,,,,788.274119,188.9008644,158.9928312,,841.2010798,,,,,296.7173222,1828.089812,,514.7308849,,,,,192.727761,124.8969393,,,,,226.6652053,,52.39619424,4.228585468,713.8366859,,32.38475708,,,,836.1418002,,207.6459606
Lentils,201,Green,,,4476.291171,,,,1877.32511,2417.945821,2556.268405,,1354.583513,,,,,,,,,,,,,,,,3816.408393,,11372.61156,,,,2410.658065,,,,,2258.86871,3119.109765,16859.18268,,,,,,,2373.471109,,3312.722173,5651.087916,,,,,,6541.970281,660.5301232,,,23829.78149,,7718.065927,,,,2228.624395,,,,,2247.261038,,,,1574.081525,,,,,,,,,,3445.980722,,7670.742071,,3735.233959,1755.83573,,3547.915094,4622.630601,,,1526.008322,,3756.924085,,,,,,,,993.4817522,,,,,,4286.420601,4840.260927,1588.741889,,,,,,11915.77422,,,5398.286861,,,,3787.398266,,,,6342.016387,,,1183.395291,,,,,,,4584.032874,,,,2697.633888,,,,,,,,4177.297658,,,,,,,,,,,,,,3332.801511,,,,,4258.32778,,,,,,,1582.435712,4643.126425,,,,,,,5914.82061,1622.640716,,,,5407.67729,,,1781.756589,,4751.575422,,,,,,3037.637371,,
Lentils,201,Blue,,,,,,,33.29711683,,,,,,,,,,,,,,,,,,,,,,0.861187087,,,,,,,,,69.78797149,,,,,,,,,,,11504.74365,,,,,,,1228.615424,4673.116153,,,,,14.7936297,,,,156.6335226,,,,,,,,,647.6336853,,,,,,,,,,296.3602214,,338.4972205,,8276.320537,2385.273829,,19852.16981,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.588853022,,,267.5930351,,,,1053.670274,,,,,,,,,,,,,,1833.455768,,,,1860.447105,,,,,,,,163.8328751,,,,,,,,,,,,,,,,,,,439.3945005,,,,,,,292.212386,10454.7743,,,,,,,223.5431056,373.0920312,,,,,,,,,14104.62304,,,,,,3966.409035,,
Lettuce and chicory,372,Green,,,,,,,,,83.03836347,88.98850549,,,9.934784047,646.6784059,270.8284322,,70.25683455,,,,,304.7734903,,,,760.8546072,189.3230935,,,,,,126.2034486,119.02817,,,,74.05192423,171.1702961,185.5153113,,28.53497444,21.85766397,,,,441.3313742,,81.08337316,224.1871145,80.65185699,,403.8763636,846.3666544,,223.6514903,16.09672248,,,,,373.254151,,,163.8415453,95.03010862,148.4983809,189.4200822,,,12.52701724,,118.9630366,,55.34347957,483.0984078,195.0452253,,167.5076272,,,,962.2280708,204.067423,121.3047512,,518.0143936,,57.92574627,96.50674157,82.86558712,15.17805755,138.1750215,231.2038444,144.4475734,48.70592171,,222.9283235,,,163.9082739,5.367135086,248.9661774,,958.5516224,73.1673995,,,,,356.1658877,107.2576312,,,,,,33.5426471,,128.420962,,244.3103264,116.1458869,,,,69.07452411,,,,,66.05257935,,93.09912399,,274.5146729,,,112.7197825,,295.3733679,177.6682309,,,181.2427444,,238.9481972,67.42840021,84.47792329,16.55596354,166.7528311,279.927324,,,,,,,,,,,,,,148.182766,319.2835419,66.16118162,,,163.4862542,47.20551481,,,,,98.10685941,160.5395753,15.604758,,,219.4753071,,,,766.4172466,57.56796482,82.03124853,,,,174.592784,89.65555295,94.6163904,29.54157564,,85.51620382,,109.4519144,,,,252.6854875,,407.7739434
Lettuce and chicory,372,Blue,,,,,,,,,20.14328257,3.988273819,,,349.8633595,0.911359938,7.35364821,,3.511584974,,,,,25.73004334,,,,0.750625121,22.0030754,,,,,,2.831581415,71.69588304,,,,337.7186133,6.319295171,9.408857547,,0.87931778,,,,,3.988983569,,108.4696367,5.105320765,0.618556482,,,27.242995,,123.8043426,165.894658,,,,,3.556016749,,,1.465056641,15.9305913,2.022429517,,,,116.8661386,,1.120996541,,101.5377888,9.762089208,2.104266741,,1.909814432,,,,32.92592645,9.03199827,9.36977617,,18.52795145,,46.83208955,491.7340824,0.237144534,132.9479274,39.35134689,6.139490939,0.512270536,32.35887142,,7.214339052,,,3.876416705,145.7416138,416.3037642,,0.850930916,18.0678392,,,,,0.417320973,25.10056622,,,,,,64.63061985,,1.908902376,,10.24448448,49.00897324,,,,27.39490588,,,,,5.451172539,,21.55585411,,29.87902346,,,2.973776677,,1166.779647,0.144819637,,,74.48753264,,0.429661079,51.68653306,26.5022001,495.5078125,11.87514676,16.80074846,,,,,,,,,,,,,,,107.7487563,0.883332182,,,129.3007013,73.05255787,,,,,1.516750906,3.257144557,227.1923708,,,13.14450048,,,,2.596880949,6.462793979,63.74056592,,,,7.408671925,252.6103477,4.839844951,42.41750076,,498.1433299,,19.22686486,,,,300.963994,,33.10808097
Linseed,333,Green,4784.537357,,,,,,6388.373587,,2828.107697,3093.69762,,,,,,15832.27977,4250.830913,,,,,,,,3790.344118,,6719.624819,,,,,,2713.113735,,,,,2929.76141,5059.320846,,,,,,,,,,,4714.176991,5644.340384,,,,,7095.377443,855.4480707,,,24726.46407,5048.843825,8204.865872,,,,5143.402296,,,,,,,3237.502227,,,,,,,,,,,,3120.135665,,13229.49975,,4429.070321,4330.662932,,,5109.914729,,,,3870.24966,2875.899382,,,,,3319.989133,,10000.1539,,,,,9167.048274,,,,,,,,,,,,,781.2123124,,,,,,,,8591.736333,2954.17168,,2051.647171,,,,,,,2638.511936,,,,4252.403069,,6293.041776,,,,,4379.985118,5705.697616,,,,,,,,,,,,,,3585.930048,,,,,4196.361226,,,,,2766.410966,,,,,,,,,,1348.800592,4759.421247,,,,8361.118987,,2088.769014,2408.869909,4268.901019,6640.490362,,,,,,,,
