# File: Mueller_yield_levels.csv
# Title: Attainable yield levels by country and basin
# Units: tons/ha
# Description: Min, average, and max refer to the respective yields observed in grid cells within country, basin, and crop; count is the number of grid cells with harvested area for the given crop, country, and basin.
# Source: Mueller, N. D., Gerber, J. S., Johnston, M., Ray, D. K., Ramankutty, N. and Foley, J. A.: Closing yield gaps through nutrient and water management, Nature, 490(7419), 254–257, doi:10.1038/nature11420, 2012. Geospatial data processed by Yannick Le Page.
# https://github.com/JGCRI/lds
Country,Basin,crop,yield_level,min,average,max,Count
chn,112,oilpalm,_rainfedyieldceilings,15.26,17.24,21.88,701
chn,124,oilpalm,_rainfedyieldceilings,9.42,16.69,20.23,395
chn,125,oilpalm,_rainfedyieldceilings,15.26,17.82,19.16,35
chn,127,oilpalm,_rainfedyieldceilings,19.16,19.16,19.16,7
chn,137,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
civ,142,oilpalm,_rainfedyieldceilings,9.42,15.31,20.86,3109
civ,149,oilpalm,_rainfedyieldceilings,9.42,13.99,15.99,244
civ,160,oilpalm,_rainfedyieldceilings,15.99,15.99,15.99,137
cmr,149,oilpalm,_rainfedyieldceilings,9.42,16.56,20.86,243
cmr,151,oilpalm,_rainfedyieldceilings,9.42,16.35,19.16,77
cmr,162,oilpalm,_rainfedyieldceilings,12.18,16.15,21.94,1171
cmr,183,oilpalm,_rainfedyieldceilings,12.18,16.34,19.16,124
cod,87,oilpalm,_rainfedyieldceilings,15.26,18.72,19.16,75
cod,162,oilpalm,_rainfedyieldceilings,15.99,17.32,19.16,43
cod,183,oilpalm,_rainfedyieldceilings,9.42,16.86,20.86,8599
cod,188,oilpalm,_rainfedyieldceilings,19.16,19.16,19.16,1
cog,162,oilpalm,_rainfedyieldceilings,9.42,14.82,20.86,208
cog,183,oilpalm,_rainfedyieldceilings,9.42,17.24,20.86,771
cok,201,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
col,135,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
col,143,oilpalm,_rainfedyieldceilings,9.42,18.35,23,731
col,156,oilpalm,_rainfedyieldceilings,14.75,20.29,23,2751
col,157,oilpalm,_rainfedyieldceilings,12.18,17.82,21.88,183
col,166,oilpalm,_rainfedyieldceilings,9.42,18.94,23,1838
com,177,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cpv,142,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cri,135,oilpalm,_rainfedyieldceilings,14.17,18.51,21.88,367
cub,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cym,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cyp,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cze,29,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cze,31,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
cze,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,21,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,28,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,29,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,31,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,32,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
deu,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dji,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dji,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dma,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dnk,12,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dnk,21,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dom,101,oilpalm,_rainfedyieldceilings,9.42,16.49,20.23,472
dza,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dza,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dza,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dza,149,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
dza,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ecu,156,oilpalm,_rainfedyieldceilings,15.26,18.23,21.88,561
ecu,157,oilpalm,_rainfedyieldceilings,9.42,18.08,21.88,662
ecu,169,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ecu,180,oilpalm,_rainfedyieldceilings,15.26,18.77,19.16,40
egy,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,98,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
egy,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eri,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eri,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eri,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esh,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esh,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,41,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,60,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,61,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,63,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,64,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,67,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,71,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,73,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,74,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,81,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,83,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
esp,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
est,20,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
est,22,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
est,25,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eth,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eth,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eth,170,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
eth,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fin,8,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fin,12,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fin,13,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fin,17,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fji,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fji,185,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
flk,215,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,32,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,36,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,41,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,44,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,46,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,57,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,60,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,61,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,62,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,63,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,64,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,67,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,73,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fra,216,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fro,16,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
fsm,150,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gab,162,oilpalm,_rainfedyieldceilings,9.42,18.05,21.88,487
gab,183,oilpalm,_rainfedyieldceilings,20.86,20.86,20.86,5
gbr,16,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gbr,24,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gbr,26,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gbr,129,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gbr,216,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
geo,45,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
geo,47,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
geo,70,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
geo,72,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gha,142,oilpalm,_rainfedyieldceilings,9.42,15.4,20.86,762
gha,160,oilpalm,_rainfedyieldceilings,9.42,16.03,19.16,680
gin,142,oilpalm,_rainfedyieldceilings,9.42,18.81,23,1211
gin,149,oilpalm,_rainfedyieldceilings,9.42,15.6,20.86,953
gin,152,oilpalm,_rainfedyieldceilings,9.42,14.87,19.16,302
glp,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gmb,142,oilpalm,_rainfedyieldceilings,15.99,15.99,15.99,114
gnb,142,oilpalm,_rainfedyieldceilings,15.99,18.83,21.88,115
gnq,162,oilpalm,_rainfedyieldceilings,15.26,20.42,21.88,46
grc,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
grc,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
grd,143,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
grl,1,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gtm,111,oilpalm,_rainfedyieldceilings,9.42,17.73,23,245
gtm,133,oilpalm,_rainfedyieldceilings,9.42,18.41,21.88,339
gtm,135,oilpalm,_rainfedyieldceilings,9.42,18.57,23,192
guf,156,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
guf,161,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
gum,121,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
guy,156,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
guy,161,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
hkg,78,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
hnd,111,oilpalm,_rainfedyieldceilings,12.18,16.38,20.23,24
hnd,135,oilpalm,_rainfedyieldceilings,9.42,18.21,23,965
hrv,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
hrv,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
hti,101,oilpalm,_rainfedyieldceilings,19.16,19.16,19.16,1
hun,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
idn,139,oilpalm,_rainfedyieldceilings,20.86,20.86,20.86,1
idn,158,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
idn,159,oilpalm,_rainfedyieldceilings,14.17,18.84,21.21,39
idn,163,oilpalm,_rainfedyieldceilings,14.17,20.08,23,4926
idn,164,oilpalm,_rainfedyieldceilings,17.3,20.32,23,381
idn,165,oilpalm,_rainfedyieldceilings,14.17,19.01,21.94,5340
idn,167,oilpalm,_rainfedyieldceilings,14.17,18.36,21.94,3564
idn,175,oilpalm,_rainfedyieldceilings,14.17,18.8,23,447
idn,178,oilpalm,_rainfedyieldceilings,15.26,18.83,21.88,37
idn,181,oilpalm,_rainfedyieldceilings,14.75,15.96,20.23,25
imn,26,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,89,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,107,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,110,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,113,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,116,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,117,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,118,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,120,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,122,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,123,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,128,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,129,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,137,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,140,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,141,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,145,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,147,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,153,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,155,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ind,235,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irl,24,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,52,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,72,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,82,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,88,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,90,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,97,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,102,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irn,104,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irq,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irq,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
irq,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
isl,11,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
isr,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
isr,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
isr,98,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,50,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,57,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,59,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,61,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,62,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,63,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ita,69,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jam,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jor,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jor,93,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jor,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jor,98,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jor,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jpn,51,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
jpn,103,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,18,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,38,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,42,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,45,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,52,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,56,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,68,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,76,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kaz,85,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ken,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ken,170,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ken,171,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ken,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kgz,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kgz,68,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kgz,76,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kgz,85,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
khm,125,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
khm,126,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
khm,148,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kir,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kna,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kor,65,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kwt,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
kwt,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lao,109,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lao,125,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lao,126,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lao,146,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lbn,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lbn,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lbn,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lbr,142,oilpalm,_rainfedyieldceilings,15.26,18.92,21.88,349
lby,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lby,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lby,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lca,143,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lie,32,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lka,154,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lso,194,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lso,198,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ltu,20,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ltu,25,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ltu,33,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ltu,35,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lux,32,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lva,20,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lva,22,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lva,25,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
lva,35,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mac,108,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mar,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mar,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mar,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mda,47,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mda,49,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mda,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mdg,177,oilpalm,_rainfedyieldceilings,9.42,17.3,21.88,3251
mex,91,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,96,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,105,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,111,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,114,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,115,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,130,oilpalm,_rainfedyieldceilings,9.42,17.23,21.88,163
mex,131,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,132,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,133,oilpalm,_rainfedyieldceilings,15.26,19.29,21.94,314
mex,134,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,135,oilpalm,_rainfedyieldceilings,15.34,18.75,21.88,19
mex,136,oilpalm,_rainfedyieldceilings,15.17,19.7,21.94,382
mex,217,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,221,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mex,231,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mhl,150,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mkd,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mli,142,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mli,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mli,149,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mli,152,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mli,160,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mlt,63,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,110,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,116,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,125,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,127,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,137,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,138,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,139,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mmr,146,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mne,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mne,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mng,42,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mng,43,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mng,48,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mng,56,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mnp,121,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
moz,171,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
moz,188,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
moz,190,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
moz,198,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
moz,199,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mrt,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mrt,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mrt,149,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mrt,152,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
msr,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mtq,143,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mus,177,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mwi,171,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mwi,188,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
mys,139,oilpalm,_rainfedyieldceilings,14.75,20.41,23,1444
mys,159,oilpalm,_rainfedyieldceilings,14.17,18.41,23,1746
mys,165,oilpalm,_rainfedyieldceilings,14.75,20.72,21.88,84
myt,177,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nam,182,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nam,188,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nam,194,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nam,196,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nam,197,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ncl,185,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ner,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ner,149,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ner,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nfk,189,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nga,142,oilpalm,_rainfedyieldceilings,9.42,16.59,23,1026
nga,149,oilpalm,_rainfedyieldceilings,9.42,17.01,23,853
nga,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nga,162,oilpalm,_rainfedyieldceilings,9.42,19.07,23,603
nic,135,oilpalm,_rainfedyieldceilings,9.42,19.11,21.88,1218
niu,201,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nld,28,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nld,32,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nld,36,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nor,8,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nor,12,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
npl,110,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nzl,201,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
nzl,216,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
omn,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,85,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,89,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,97,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,102,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,104,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pak,107,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pan,135,oilpalm,_rainfedyieldceilings,9.42,18.45,23,433
pan,143,oilpalm,_rainfedyieldceilings,15.99,19.77,21.88,29
pan,157,oilpalm,_rainfedyieldceilings,15.26,19.5,21.88,239
pcn,26,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
per,156,oilpalm,_rainfedyieldceilings,9.42,19.05,23,2401
per,157,oilpalm,_rainfedyieldceilings,19.16,19.16,19.16,1
per,180,oilpalm,_rainfedyieldceilings,19.16,19.16,19.16,4
per,200,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
per,207,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
phl,119,oilpalm,_rainfedyieldceilings,9.42,19.72,23,3048
plw,158,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
png,167,oilpalm,_rainfedyieldceilings,15.26,19.02,21.88,415
png,173,oilpalm,_rainfedyieldceilings,9.42,18.31,21.94,1829
png,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
png,178,oilpalm,_rainfedyieldceilings,14.17,19.44,23,698
png,181,oilpalm,_rainfedyieldceilings,14.17,17.67,21.94,363
png,185,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,21,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,29,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,30,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,31,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,33,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,35,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,49,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pol,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
