# File: Mueller_yield_levels.csv
# Title: Attainable yield levels by country and basin
# Units: tons/ha
# Description: Min, average, and max refer to the respective yields observed in grid cells within country, basin, and crop; count is the number of grid cells with harvested area for the given crop, country, and basin.
# Source: Mueller, N. D., Gerber, J. S., Johnston, M., Ray, D. K., Ramankutty, N. and Foley, J. A.: Closing yield gaps through nutrient and water management, Nature, 490(7419), 254–257, doi:10.1038/nature11420, 2012. Geospatial data processed by Yannick Le Page.
# https://github.com/JGCRI/lds
Country,Basin,crop,yield_level,min,average,max,Count
pri,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prk,37,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prk,65,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prk,66,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prt,60,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prt,71,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prt,74,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prt,81,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
prt,86,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pry,206,oilpalm,_rainfedyieldceilings,9.42,17.58,19.16,3353
pse,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pse,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
pyf,41,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
qat,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
reu,41,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rom,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rom,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,1,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,3,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,4,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,5,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,6,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,8,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,9,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,13,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,14,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,17,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,18,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,20,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,22,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,25,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,33,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,35,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,37,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,38,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,39,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,42,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,43,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,45,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,47,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,48,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,53,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,56,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,70,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,72,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rus,76,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rwa,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
rwa,183,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sau,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sau,93,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sau,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sau,98,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sau,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sdn,183,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sen,142,oilpalm,_rainfedyieldceilings,15.99,15.99,15.99,226
sen,152,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sgp,139,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sgp,163,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
shn,182,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sjm,1,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
slb,173,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
slb,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
slb,185,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sle,142,oilpalm,_rainfedyieldceilings,14.17,20.28,23,571
sle,149,oilpalm,_rainfedyieldceilings,20.23,20.34,20.86,6
slv,135,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
smr,50,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
som,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
som,170,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
som,171,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
som,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
spm,19,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
srb,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
srb,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
stp,162,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
sur,156,oilpalm,_rainfedyieldceilings,17.3,18.94,20.86,8
sur,161,oilpalm,_rainfedyieldceilings,15.26,20.38,23,624
svk,29,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
svk,30,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
svk,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
svn,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
svn,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
swe,8,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
swe,12,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
swe,21,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
swz,198,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
syc,177,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
syr,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
syr,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
syr,95,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
syr,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tca,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tcd,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tcd,149,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tcd,151,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tgo,142,oilpalm,_rainfedyieldceilings,9.42,15.83,19.16,278
tgo,160,oilpalm,_rainfedyieldceilings,9.42,15.33,19.16,95
tha,125,oilpalm,_rainfedyieldceilings,9.42,16.54,21.88,2279
tha,127,oilpalm,_rainfedyieldceilings,9.42,16.82,20.86,201
tha,139,oilpalm,_rainfedyieldceilings,9.42,19.11,23,1270
tha,146,oilpalm,_rainfedyieldceilings,9.42,16.79,19.16,1852
tha,148,oilpalm,_rainfedyieldceilings,9.42,18.1,23,401
tjk,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tjk,76,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tjk,85,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tkm,52,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tkm,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tls,158,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tls,175,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ton,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tto,143,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tun,80,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tun,144,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,55,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,70,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,72,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,75,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,84,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tur,99,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
twn,78,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
twn,103,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
tza,87,oilpalm,_rainfedyieldceilings,15.26,19.06,20.86,161
tza,171,oilpalm,_rainfedyieldceilings,9.42,17.23,20.86,2326
tza,179,oilpalm,_rainfedyieldceilings,15.99,18.21,19.16,341
tza,183,oilpalm,_rainfedyieldceilings,15.99,18.88,19.16,653
tza,188,oilpalm,_rainfedyieldceilings,15.26,19.17,20.86,79
uga,87,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uga,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uga,183,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,30,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,39,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,47,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,49,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,53,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ukr,54,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ury,195,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ury,206,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,7,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,23,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,27,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,96,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,150,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,217,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,218,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,219,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,220,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,221,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,222,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,223,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,224,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,225,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,226,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,227,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,228,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,229,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,230,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,231,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,232,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,233,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
usa,234,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uzb,45,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uzb,52,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uzb,58,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
uzb,76,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vct,143,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
ven,143,oilpalm,_rainfedyieldceilings,9.42,17.02,23,1564
ven,156,oilpalm,_rainfedyieldceilings,9.42,17.9,23,4516
ven,161,oilpalm,_rainfedyieldceilings,9.42,16.56,21.88,314
ven,166,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vir,101,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,108,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,109,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,112,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,125,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,126,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vnm,148,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
vut,185,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
wlf,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
wsm,176,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
yem,93,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
yem,94,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
yem,100,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zaf,194,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zaf,196,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zaf,198,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zaf,199,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zaf,204,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zmb,179,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zmb,183,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zmb,188,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zwe,188,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zwe,190,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zwe,197,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
zwe,199,oilpalm,_rainfedyieldceilings,NA,NA,NA,NA
abw,143,potato,_02ndpercentileyield,NA,NA,NA,NA
afg,52,potato,_02ndpercentileyield,5.26,5.68,7.44,1069
afg,58,potato,_02ndpercentileyield,2.15,5.83,9.06,1689
afg,89,potato,_02ndpercentileyield,2.29,5.72,9.78,754
afg,90,potato,_02ndpercentileyield,5.26,5.67,7.44,440
afg,97,potato,_02ndpercentileyield,5.26,5.77,9.06,1465
afg,102,potato,_02ndpercentileyield,NA,NA,NA,NA
ago,162,potato,_02ndpercentileyield,1.95,4.4,4.54,44
ago,182,potato,_02ndpercentileyield,1.95,3.73,9.47,4143
ago,183,potato,_02ndpercentileyield,1.95,2.94,5.9,2882
ago,188,potato,_02ndpercentileyield,1.95,3.13,5.46,2129
ago,197,potato,_02ndpercentileyield,1.95,3.86,5.9,1663
aia,101,potato,_02ndpercentileyield,NA,NA,NA,NA
alb,54,potato,_02ndpercentileyield,4.99,4.99,4.99,3
alb,55,potato,_02ndpercentileyield,4.99,5.79,7.14,424
and,64,potato,_02ndpercentileyield,NA,NA,NA,NA
and,73,potato,_02ndpercentileyield,NA,NA,NA,NA
ant,143,potato,_02ndpercentileyield,NA,NA,NA,NA
are,94,potato,_02ndpercentileyield,NA,NA,NA,NA
arg,169,potato,_02ndpercentileyield,2.39,5.69,9.06,222
arg,200,potato,_02ndpercentileyield,5.26,5.7,7.44,78
arg,203,potato,_02ndpercentileyield,3.34,4.41,9.47,838
arg,205,potato,_02ndpercentileyield,3.54,5.63,7.44,784
arg,206,potato,_02ndpercentileyield,1.95,4.52,9.47,6484
arg,207,potato,_02ndpercentileyield,NA,NA,NA,NA
arg,209,potato,_02ndpercentileyield,3.05,6.47,9.47,1890
arg,210,potato,_02ndpercentileyield,3.54,6.06,9.47,3034
arg,212,potato,_02ndpercentileyield,4.99,5.85,9.06,1118
arg,213,potato,_02ndpercentileyield,2.15,5.77,9.06,520
arg,214,potato,_02ndpercentileyield,5.26,5.92,7.44,85
arg,215,potato,_02ndpercentileyield,2.15,5.95,9.78,370
arm,72,potato,_02ndpercentileyield,2.15,6.57,9.78,420
asm,176,potato,_02ndpercentileyield,NA,NA,NA,NA
atg,101,potato,_02ndpercentileyield,NA,NA,NA,NA
aus,184,potato,_02ndpercentileyield,1.95,4.74,7.51,1485
aus,189,potato,_02ndpercentileyield,1.95,4.97,9.47,3765
aus,191,potato,_02ndpercentileyield,3.34,5.64,9.47,2134
aus,193,potato,_02ndpercentileyield,5.45,5.54,7.51,596
aus,202,potato,_02ndpercentileyield,3.54,5.55,9.47,1475
aus,208,potato,_02ndpercentileyield,3.05,5.56,9.47,5943
aus,211,potato,_02ndpercentileyield,2.15,5.34,9.78,302
aus,216,potato,_02ndpercentileyield,NA,NA,NA,NA
aut,31,potato,_02ndpercentileyield,4.99,5.08,5.57,14
aut,32,potato,_02ndpercentileyield,4.99,5.11,5.57,19
aut,54,potato,_02ndpercentileyield,2.15,5.77,8.85,641
aut,57,potato,_02ndpercentileyield,NA,NA,NA,NA
aze,45,potato,_02ndpercentileyield,2.29,5.02,6.04,6
aze,72,potato,_02ndpercentileyield,2.03,5.63,9.78,1261
bdi,87,potato,_02ndpercentileyield,1.95,3.45,5.94,157
bdi,183,potato,_02ndpercentileyield,1.95,3.14,5.46,123
bel,32,potato,_02ndpercentileyield,4.99,5.79,8.13,254
bel,36,potato,_02ndpercentileyield,5.37,5.48,5.7,285
bel,41,potato,_02ndpercentileyield,5.53,5.53,5.53,1
bel,46,potato,_02ndpercentileyield,7.14,7.14,7.14,1
ben,142,potato,_02ndpercentileyield,4.44,4.44,4.54,623
ben,149,potato,_02ndpercentileyield,4.44,4.45,4.54,367
ben,160,potato,_02ndpercentileyield,4.44,4.44,4.44,75
bfa,142,potato,_02ndpercentileyield,4.44,4.44,4.44,172
bfa,149,potato,_02ndpercentileyield,4.44,4.51,5.9,78
bfa,160,potato,_02ndpercentileyield,4.44,4.63,5.9,504
bgd,110,potato,_02ndpercentileyield,4.44,5.06,5.37,896
bgd,116,potato,_02ndpercentileyield,NA,NA,NA,NA
bgr,54,potato,_02ndpercentileyield,2.03,4.57,9.78,723
bgr,55,potato,_02ndpercentileyield,2.03,5.38,9.78,914
bhr,94,potato,_02ndpercentileyield,NA,NA,NA,NA
bhs,101,potato,_02ndpercentileyield,NA,NA,NA,NA
bih,54,potato,_02ndpercentileyield,3.54,5.6,7.14,565
bih,55,potato,_02ndpercentileyield,4.99,5.4,7.14,226
blr,17,potato,_02ndpercentileyield,6.89,6.89,6.89,8
blr,25,potato,_02ndpercentileyield,4.99,7.88,8.33,591
blr,30,potato,_02ndpercentileyield,2.03,3.43,7.7,178
blr,35,potato,_02ndpercentileyield,2.03,8.11,9.78,861
blr,39,potato,_02ndpercentileyield,2.03,5.16,9.78,2293
blz,111,potato,_02ndpercentileyield,4.44,4.78,5.37,100
blz,133,potato,_02ndpercentileyield,NA,NA,NA,NA
bol,156,potato,_02ndpercentileyield,1.95,4.78,9.78,5402
bol,200,potato,_02ndpercentileyield,4.99,6.03,9.06,927
bol,206,potato,_02ndpercentileyield,1.95,5,8.65,2210
bol,207,potato,_02ndpercentileyield,NA,NA,NA,NA
bra,156,potato,_02ndpercentileyield,2.29,4.47,5.37,220
bra,161,potato,_02ndpercentileyield,NA,NA,NA,NA
bra,168,potato,_02ndpercentileyield,NA,NA,NA,NA
bra,172,potato,_02ndpercentileyield,NA,NA,NA,NA
bra,174,potato,_02ndpercentileyield,1.95,4,5.37,413
bra,186,potato,_02ndpercentileyield,1.95,4.11,7.51,89
bra,187,potato,_02ndpercentileyield,NA,NA,NA,NA
bra,192,potato,_02ndpercentileyield,1.95,3.02,5.9,980
bra,195,potato,_02ndpercentileyield,1.95,3.31,7.51,3999
bra,206,potato,_02ndpercentileyield,1.95,3.2,5.94,7209
brb,143,potato,_02ndpercentileyield,NA,NA,NA,NA
brn,159,potato,_02ndpercentileyield,NA,NA,NA,NA
btn,110,potato,_02ndpercentileyield,4.99,5.85,9.06,224
bwa,188,potato,_02ndpercentileyield,NA,NA,NA,NA
bwa,194,potato,_02ndpercentileyield,NA,NA,NA,NA
bwa,197,potato,_02ndpercentileyield,NA,NA,NA,NA
bwa,199,potato,_02ndpercentileyield,NA,NA,NA,NA
caf,87,potato,_02ndpercentileyield,4.44,4.44,4.44,7
caf,151,potato,_02ndpercentileyield,2.29,4.46,5.9,2020
caf,162,potato,_02ndpercentileyield,2.88,3.27,4.44,4
caf,183,potato,_02ndpercentileyield,2.29,4.42,5.37,3211
can,2,potato,_02ndpercentileyield,6.04,7.28,7.45,636
can,7,potato,_02ndpercentileyield,4.99,5.66,7.14,22
can,10,potato,_02ndpercentileyield,5.26,7.18,9.06,2245
can,15,potato,_02ndpercentileyield,4.99,5.3,9.06,1996
can,19,potato,_02ndpercentileyield,4.99,5,5.57,1197
can,23,potato,_02ndpercentileyield,4.99,7.06,9.06,11104
can,27,potato,_02ndpercentileyield,2.15,6.33,9.06,213
can,34,potato,_02ndpercentileyield,NA,NA,NA,NA
can,40,potato,_02ndpercentileyield,4.99,4.99,4.99,849
can,223,potato,_02ndpercentileyield,5.26,6.66,7.45,361
can,227,potato,_02ndpercentileyield,4.99,5.49,8.13,4030
can,229,potato,_02ndpercentileyield,2.15,5.82,9.78,233
can,232,potato,_02ndpercentileyield,4.99,4.99,5.57,412
che,32,potato,_02ndpercentileyield,4.99,5.68,7.14,278
che,54,potato,_02ndpercentileyield,4.99,5.28,5.57,2
che,57,potato,_02ndpercentileyield,4.99,5.23,5.57,10
che,62,potato,_02ndpercentileyield,4.99,5.27,5.7,44
chi,41,potato,_02ndpercentileyield,NA,NA,NA,NA
chl,169,potato,_02ndpercentileyield,3.54,5.8,9.06,1739
chl,180,potato,_02ndpercentileyield,5.26,5.26,5.26,2
chl,200,potato,_02ndpercentileyield,5.26,5.26,5.26,19
chl,205,potato,_02ndpercentileyield,NA,NA,NA,NA
chl,207,potato,_02ndpercentileyield,2.15,5.75,9.06,871
chl,212,potato,_02ndpercentileyield,4.99,5.48,7.43,5
chl,213,potato,_02ndpercentileyield,4.99,4.99,4.99,7
chl,215,potato,_02ndpercentileyield,4.99,5.84,9.06,370
chn,37,potato,_02ndpercentileyield,2.03,6.06,9.78,395
chn,42,potato,_02ndpercentileyield,5.26,5.93,7.45,6971
chn,43,potato,_02ndpercentileyield,2.03,6.09,9.78,12787
chn,56,potato,_02ndpercentileyield,5.26,5.5,7.45,775
chn,58,potato,_02ndpercentileyield,NA,NA,NA,NA
chn,66,potato,_02ndpercentileyield,2.15,5.41,9.06,4935
chn,68,potato,_02ndpercentileyield,5.26,5.98,7.45,638
chn,76,potato,_02ndpercentileyield,NA,NA,NA,NA
chn,77,potato,_02ndpercentileyield,2.03,5.81,9.78,5029
chn,78,potato,_02ndpercentileyield,1.95,4.67,9.47,5418
chn,79,potato,_02ndpercentileyield,2.03,5.51,9.78,9888
chn,85,potato,_02ndpercentileyield,5.26,5.85,7.44,3369
chn,89,potato,_02ndpercentileyield,9.06,9.06,9.06,1
chn,92,potato,_02ndpercentileyield,NA,NA,NA,NA
chn,106,potato,_02ndpercentileyield,1.95,5.41,9.78,21181
chn,108,potato,_02ndpercentileyield,1.95,3.54,6.67,4925
chn,109,potato,_02ndpercentileyield,1.95,4.21,6.67,927
chn,110,potato,_02ndpercentileyield,4.99,5.65,9.06,377
chn,112,potato,_02ndpercentileyield,1.95,3.43,5.37,619
chn,124,potato,_02ndpercentileyield,1.95,4.56,7.51,407
chn,125,potato,_02ndpercentileyield,1.95,4.79,9.06,1365
chn,127,potato,_02ndpercentileyield,1.95,5.04,9.06,553
chn,137,potato,_02ndpercentileyield,2.29,4.48,7.14,254
civ,142,potato,_02ndpercentileyield,NA,NA,NA,NA
civ,149,potato,_02ndpercentileyield,NA,NA,NA,NA
civ,160,potato,_02ndpercentileyield,NA,NA,NA,NA
cmr,149,potato,_02ndpercentileyield,1.95,4.26,5.37,840
cmr,151,potato,_02ndpercentileyield,2.29,3.97,5.9,293
cmr,162,potato,_02ndpercentileyield,2.88,4.11,5.37,981
cmr,183,potato,_02ndpercentileyield,2.88,4.03,4.44,130
cod,87,potato,_02ndpercentileyield,1.95,3.58,5.46,142
cod,162,potato,_02ndpercentileyield,1.95,4.05,4.54,43
cod,183,potato,_02ndpercentileyield,1.95,3.78,5.46,9756
cod,188,potato,_02ndpercentileyield,1.95,2.65,5.46,14
cog,162,potato,_02ndpercentileyield,1.95,4.43,5.37,199
cog,183,potato,_02ndpercentileyield,3.01,4.91,5.37,712
cok,201,potato,_02ndpercentileyield,NA,NA,NA,NA
col,135,potato,_02ndpercentileyield,NA,NA,NA,NA
col,143,potato,_02ndpercentileyield,1.95,4.52,7.14,195
col,156,potato,_02ndpercentileyield,2.29,4.99,7.14,212
col,157,potato,_02ndpercentileyield,1.95,4.37,7.14,132
col,166,potato,_02ndpercentileyield,1.95,4.54,7.14,883
com,177,potato,_02ndpercentileyield,NA,NA,NA,NA
cpv,142,potato,_02ndpercentileyield,NA,NA,NA,NA
cri,135,potato,_02ndpercentileyield,3.74,5.13,5.37,111
cub,101,potato,_02ndpercentileyield,2.29,4.37,5.37,1236
cym,101,potato,_02ndpercentileyield,NA,NA,NA,NA
cyp,75,potato,_02ndpercentileyield,NA,NA,NA,NA
cze,29,potato,_02ndpercentileyield,2.03,6.45,8.85,95
cze,31,potato,_02ndpercentileyield,2.03,6.1,9.78,870
cze,54,potato,_02ndpercentileyield,2.03,5.82,9.78,371
deu,21,potato,_02ndpercentileyield,2.03,5.22,9.78,579
deu,28,potato,_02ndpercentileyield,2.15,6.72,9.78,1139
deu,29,potato,_02ndpercentileyield,2.15,6.01,7.04,95
deu,31,potato,_02ndpercentileyield,2.03,5.36,9.78,1676
deu,32,potato,_02ndpercentileyield,2.15,6.49,9.78,1869
deu,54,potato,_02ndpercentileyield,3.74,6.13,9.78,893
dji,100,potato,_02ndpercentileyield,NA,NA,NA,NA
dji,179,potato,_02ndpercentileyield,NA,NA,NA,NA
dma,101,potato,_02ndpercentileyield,NA,NA,NA,NA
dnk,12,potato,_02ndpercentileyield,5.64,8.27,8.89,11
dnk,21,potato,_02ndpercentileyield,2.03,5.29,9.78,794
dom,101,potato,_02ndpercentileyield,1.95,4.36,5.94,564
dza,80,potato,_02ndpercentileyield,3.34,5.63,9.47,1211
dza,86,potato,_02ndpercentileyield,NA,NA,NA,NA
dza,144,potato,_02ndpercentileyield,5.06,5.82,6.52,61
dza,149,potato,_02ndpercentileyield,NA,NA,NA,NA
dza,151,potato,_02ndpercentileyield,NA,NA,NA,NA
ecu,156,potato,_02ndpercentileyield,1.95,5.34,9.78,337
ecu,157,potato,_02ndpercentileyield,1.95,5.19,9.47,719
ecu,169,potato,_02ndpercentileyield,NA,NA,NA,NA
ecu,180,potato,_02ndpercentileyield,1.95,4.36,7.51,134
egy,75,potato,_02ndpercentileyield,NA,NA,NA,NA
egy,80,potato,_02ndpercentileyield,NA,NA,NA,NA
egy,87,potato,_02ndpercentileyield,NA,NA,NA,NA
egy,95,potato,_02ndpercentileyield,NA,NA,NA,NA
egy,98,potato,_02ndpercentileyield,NA,NA,NA,NA
