BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
03856,3,5,     6500,03,06,23,1,2,2,2,2,  552.73,2,13,             0,         53483,         12933,          5522,         69793,             0,          3394,         13395,          4389
03858,3,5,    11250,04,03,25,1,2,2,2,2,  474.50,1,43,         27637,          1526,           873,             0,         22394,             0,          1204,          4125,          1650
03859,3,7,   160000,07,09,23,1,1,2,2,2,  107.43,1,03,             0,       1440488,        283246,             0,       3848428,             0,        157211,        266795,        689556
03860,2,3,   325000,08,03,14,1,1,2,2,2,   88.46,1,09,             0,        690193,         10624,             0,       1690695,         54343,        124771,        149393,        152861
03862,3,6,    40000,05,05,05,1,2,2,2,2,  225.31,2,01,             0,             0,             0,             0,         45989,             0,          1169,          8154,          6213
03863,2,3,     1750,02,05,26,1,2,2,2,2,  105.20,2,34,             0,             0,          7411,             0,         37182,             0,          1346,          5511,          2204
03864,3,5,    22500,04,04,14,1,1,2,2,2,  156.92,1,29,         58737,         37689,         26700,         13024,        155004,             0,          7119,          8967,          4929
03865,1,2,   300000,08,04,16,1,1,1,2,2,    6.92,1,17,             0,       2846572,        279507,             0,      14522866,             0,       2033685,       6412555,       3398018
03866,3,7,    50000,05,03,02,1,2,1,2,2,  127.85,1,03,         73093,        245506,         53183,         23898,        554394,             0,         12475,        268313,        259734
03867,4,9,    45000,05,04,25,1,1,2,2,2,  114.43,1,22,          2271,         21576,        176827,             0,        587901,             0,         17111,         18964,         65012
03868,3,5,    30000,05,07,02,1,2,2,2,2,   30.96,2,07,         18278,        316771,         68303,         10032,        397079,             0,          6809,        248555,         44547
03870,3,7,    20000,04,06,02,1,1,2,2,2,  370.61,2,03,             0,         59838,         17505,          5267,        181362,             0,          2251,         94581,         16626
03871,3,5,    35000,05,05,02,1,2,2,2,2,  170.59,1,38,         13808,        438148,        105643,         19431,        743262,             0,          9447,        292510,        107366
03873,3,6,    42500,05,05,18,1,1,2,2,2,   88.46,2,02,             0,        513328,         88901,             0,        517806,             0,         66078,         29308,        241793
03875,1,2,   275000,08,03,02,1,1,2,1,2,   31.54,1,34,             0,             0,       1515331,             0,       5952762,             0,         27160,       1196382,        411349
03876,4,9,     8000,03,08,13,1,2,2,2,2,  488.82,2,35,         30209,          9613,          6067,             0,         51959,           879,          4868,          2381,          4621
03877,3,5,   950000,09,05,05,1,1,1,2,2,    8.15,2,34,         53584,        757883,         87236,        162851,      10243409,             0,        259143,       2410419,       1753120
03878,3,7,     9500,03,05,15,1,1,2,2,2,   29.49,1,42,             0,             0,         31656,             0,         64274,         73902,        214352,          7738,         86611
03879,1,2,  1500000,10,07,02,1,1,1,1,2,    4.89,1,18,             0,       4648364,       1836654,        215129,       8245541,         84717,        137982,       4702403,       1315792
03880,4,9,   275000,08,06,05,1,1,1,2,2,   15.41,2,11,             0,        143146,         30989,             0,        712560,             0,         65899,        456090,        336222
03883,1,2,    10000,03,02,05,1,1,2,2,2,  484.14,1,37,         20482,          3000,             0,          2047,         16027,             0,          1390,         10348,          6743
03884,1,1,    50000,05,04,14,1,1,1,2,2,  168.44,1,42,             0,         89075,          1401,             0,        300922,         10416,         23229,         31932,         25513
03885,4,9,    55000,06,08,16,1,2,1,2,2,   93.41,2,35,             0,             0,       1131110,             0,       3229386,         85115,        518784,       1257483,       1245152
03886,1,1,    30000,05,07,05,1,1,2,2,2,  242.79,1,36,             0,         20387,         11979,          3929,         92712,             0,          9666,         96790,         31276
03888,3,7,   300000,08,09,05,1,1,1,2,2,   13.84,2,07,             0,        608431,         86429,        166803,       7388285,             0,        349830,       3374605,       2245973
03890,4,9,    55000,06,07,14,1,1,2,2,2,   93.41,2,10,             0,       1290178,        336884,             0,       2092075,             0,         62502,        149904,         62357
03891,4,8,    40000,05,03,13,1,1,2,2,2,  432.00,1,22,             0,             0,          5003,             0,         87103,             0,          6681,          4662,         22843
03894,4,9,   110000,07,05,05,1,1,2,2,2,  130.59,2,34,             0,          9994,          1654,             0,       1086849,             0,         14601,        123023,         79229
03895,1,2,   180000,07,06,02,1,2,2,2,2,   88.46,1,17,          2283,       3641530,       3182995,        461199,      15902591,             0,        122521,       5286878,       1965724
03896,4,9,    13750,04,06,18,1,2,2,2,2,  151.31,2,35,         13785,             0,           499,             0,        165550,             0,          9751,         12515,         27493
03897,3,5,   100000,06,07,02,1,2,2,2,2,   97.15,2,40,         44346,       1211162,        312284,         28874,       1422252,         21615,         16712,        437928,        319236
03898,3,5,    40000,05,07,12,1,1,2,2,2,  370.61,1,31,             0,        614122,        189683,         74534,        726938,             0,        162545,         75897,        246882
03901,2,3,   200000,07,03,05,1,2,2,1,2,  100.52,2,34,             0,        645491,        101465,         38044,       3722518,             0,        299080,       2255805,       1421186
03903,3,7,     1500,02,07,15,1,1,2,2,2, 3003.97,1,03,             0,         15784,          2132,          6093,         26042,             0,         29193,          1089,         12190
03904,4,9,    13750,04,06,23,1,1,2,2,2,  474.50,1,11,             0,         86444,         35049,             0,        168818,             0,         13077,         50814,         17993
03905,4,9,    40000,05,06,05,1,1,2,2,2,  155.51,2,34,          6587,         62582,             0,             0,        333439,             0,         28764,        249633,         94232
03907,2,3,    55000,06,06,02,1,2,2,1,2,  125.89,2,32,             0,        438854,        342655,             0,       1213848,             0,          7679,        301484,        153072
03909,4,8,     2250,02,07,26,1,1,2,2,2,  431.71,2,32,             0,         39136,         10959,          3873,         37104,             0,          1811,          6466,          1679
03910,1,2,     2250,02,04,26,1,2,1,2,2, 3003.97,1,43,             0,             0,          5524,             0,         73456,             0,          2429,          9318,          3727
03911,2,4,   225000,08,02,02,1,1,1,1,2,  100.52,2,36,         35971,       1220157,         76549,             0,       5490671,             0,         38801,        791157,        928652
03912,3,7,    60000,06,04,23,1,1,2,2,2,  120.84,2,21,           628,        196757,         40032,             0,        343444,             0,         12334,         42863,         28354
03913,4,9,    12500,04,03,01,2,2,2,2,2,  156.92,2,10,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
03914,1,2,     2500,02,03,05,1,2,2,2,2, 1101.18,2,09,             0,          1908,           787,             0,         14428,             0,           886,          6235,          4750
03915,3,6,   190000,07,07,91,1,1,1,2,2,   92.00,2,39,          1443,       1617344,        522879,        277454,      12928457,          6923,        360923,       2646086,        955450
03917,2,3,   550000,09,05,14,1,1,2,2,2,    6.92,2,32,        461174,       3862827,       2287900,             0,      31222839,             0,       1016781,       1330099,       1133025
03918,3,6,    22500,04,07,12,1,1,2,2,2,  469.39,2,02,          9785,        101501,         17699,             0,        105001,             0,         11174,          5410,         15839
03920,3,7,     2500,02,03,16,1,1,2,2,2, 3003.97,1,42,             0,         31622,          1728,             0,         33893,             0,          4182,          7185,         12988
03921,1,1,    27500,05,03,05,1,2,2,1,1,    5.61,2,20,             0,             0,             0,             0,         31878,             0,          5750,         38107,         29639
03922,4,9,     2000,02,06,01,1,2,2,2,2, 6640.55,2,03,             0,             0,             0,             0,         79303,             0,           346,           560,          3255
03923,3,5,    15000,04,07,05,1,2,2,2,2,  207.27,1,01,             0,             0,             0,             0,          6596,             0,          1451,         13232,         10081
03924,3,5,    20000,04,06,25,1,1,2,2,2,  469.39,1,40,             0,         83869,         21553,          9346,        147833,             0,          7715,         28993,         11597
03925,2,3,    25001,05,08,05,1,1,2,2,2,  242.79,1,13,             0,         45899,         17716,             0,        135866,             0,         21181,        199128,         57701
03927,2,4,    10001,04,07,12,1,2,2,2,2,  488.82,2,41,         11402,         17853,          6752,             0,         35275,             0,          4287,          2307,          4493
03928,3,7,     1500,02,06,02,1,1,2,2,2, 6640.55,2,03,             0,         15976,          6415,          5367,         31225,             0,           842,         32285,          2767
03929,1,2,     5500,03,07,25,1,1,2,2,2, 5849.83,1,09,             0,             0,          7407,             0,         65214,             0,          4239,         15286,          4850
03932,2,4,    30000,05,03,13,1,1,1,2,2,  105.20,1,23,             0,         23119,           393,             0,         64670,             0,          9000,          4395,         21536
03936,4,8,   800000,09,07,02,1,2,1,2,2,    8.15,2,43,      19027279,       7292476,       9171252,       1659080,      35579391,       1072139,        873122,      29207972,       8873813
03937,1,2,    50000,05,07,02,1,1,2,2,2,   96.38,1,03,             0,        215844,         63037,         10195,        584586,          5171,          8779,        275240,         96364
03938,1,2,   200001,08,06,04,1,2,2,1,2,   27.75,2,37,        258201,       3543960,       3056953,             0,       4406443,             0,        104612,       6116315,       3738995
03939,2,4,    65000,06,09,26,1,1,1,2,2,  141.84,2,24,             0,        599802,        236768,        152528,       3699420,             0,        192424,        767433,        359609
03940,2,3,    27500,05,05,02,1,2,2,1,2,  524.25,2,22,          2617,        268406,          7178,             0,        739871,             0,          7334,        281448,         52869
03942,4,9,   190000,07,06,04,1,1,1,2,2,   27.75,1,28,        161745,       3450445,       2572125,             0,       6996860,             0,         86915,       2634484,       5250354
03943,3,6,   950000,09,07,11,1,1,2,2,2,    6.92,1,39,          9288,         94354,          8534,        241118,       5219207,             0,      32705643,       3578408,       2602610
03945,2,4,    65000,06,03,91,1,1,1,2,2,  118.40,1,08,             0,        165815,         32805,         13003,       2349135,             0,         39817,        164476,        252017
03947,3,5,    75000,06,05,23,1,2,2,2,2,  120.84,1,01,        164997,       2463530,        446917,        129591,       3689051,        105018,        128358,        404686,        325657
03948,3,5,    16250,04,05,07,1,2,1,2,2,  488.82,1,14,             0,         41967,           822,          4461,         15567,          2244,          1792,         24193,         88837
03949,3,5,     4250,02,05,02,1,2,2,2,2,  431.71,1,13,             0,         44395,           788,          4402,         34291,             0,           929,         32358,          8825
03950,4,9,    15000,04,06,02,1,1,2,2,2,  104.11,2,34,          4909,         53787,         16364,             0,        135573,             0,          2986,        110633,         21738
03951,3,6,    85000,06,05,05,1,1,2,2,2,   20.23,1,24,         36297,         31329,          7413,             0,        249480,             0,         14458,        101048,         74256
03954,1,2,     3000,02,04,01,1,2,2,2,2,  367.06,2,09,             0,             0,             0,            10,             6,             0,             2,             2,            14
03955,3,7,   100001,07,07,14,1,1,2,2,2,   27.75,2,42,        340833,             0,       2552800,             0,      17684589,             0,       1214394,       1231800,       1300797
03956,4,9,   225000,08,05,02,1,1,1,1,2,  100.52,2,40,             0,        444434,        548275,             0,       3237255,             0,         20610,        729298,        184207
03957,4,8,    32500,05,04,14,1,1,2,2,2,  222.08,2,10,             0,         36511,        195431,             0,        501342,         33163,         38071,         69720,         22505
03959,4,9,   325000,08,04,05,1,1,2,2,2,  100.52,2,36,             0,        335474,             0,             0,       1109192,             0,        155063,       1139461,        751231
03961,2,3,     3000,02,03,25,1,1,2,2,2, 5742.51,1,28,             0,             0,           470,             0,          1942,             0,           138,           464,           186
03963,4,9,    15000,04,02,16,1,1,2,1,2,  431.20,2,40,             0,             0,         32915,             0,        280242,             0,         23652,         48692,         65407
03964,4,8,    22500,04,03,02,1,1,2,2,2, 6640.55,2,10,             0,         40347,         15398,          5811,        122896,             0,          2698,         87040,         27927
03966,1,1,    70000,06,09,17,1,1,1,2,2,  121.19,2,44,             0,        390025,         98119,             0,       1261664,        131789,        218013,        227521,        666926
03967,1,2,    12500,04,08,05,1,2,1,2,2,  474.50,2,02,         42953,          3329,          1247,           912,          9473,            28,          1543,         10764,          8202
03968,3,5,    11250,04,04,14,1,2,2,2,2,  418.84,1,38,         69543,         42142,          8897,         21805,         32836,          4765,          4715,          4117,          8596
03969,3,5,    27500,05,06,12,1,2,1,2,2,  418.84,2,38,             0,         48316,         31263,         43204,         15417,             0,         21299,         16881,         27773
03973,2,3,   800000,09,06,02,1,2,2,2,2,    8.15,2,29,      13358132,       2582372,       3520037,        369316,      13745350,             0,        180799,       6282688,       1908773
03974,2,3,    45000,05,05,13,1,1,2,1,2,   88.46,1,32,             0,         91349,          8180,        119349,       1127478,             0,        100152,        189153,        138274
03976,3,6,   100001,07,07,23,1,1,2,2,2,   90.82,1,12,             0,       1515854,        393000,         58316,       5766292,             0,        159226,        576378,        322888
03977,3,5,    10001,04,08,26,1,2,1,2,2,  189.21,1,14,             0,         72995,         61320,          5846,        145315,             0,         10026,         34867,         11837
03978,3,6,    27500,05,07,23,1,2,2,2,2,  105.20,1,39,        184251,        106841,         30821,         14236,        401245,         12948,         17958,         76160,         20273
03980,3,5,    55000,06,08,14,1,2,2,2,2,  159.79,2,38,        196274,        317163,         70802,        163708,        642489,             0,         37076,         88753,         23634
03981,3,5,     8000,03,06,25,1,2,2,2,2, 6640.55,1,38,         11522,         32269,          8079,             0,         78050,             0,          1949,          6880,          2333
03982,4,9,     8500,03,04,18,1,1,2,2,2, 3003.97,1,10,          3917,         37961,          4837,             0,        104532,             0,          7299,         10699,         19245
03983,3,5,    13750,04,06,26,1,2,2,2,2,  105.20,1,38,         96676,         94297,         23862,         19111,        112126,             0,         11933,         47705,         16892
03984,1,1,   500000,08,09,07,1,1,1,2,1,    6.92,1,21,             0,        336706,       2658330,             0,      10928248,        187701,        149879,       2874172,       6579261
03985,4,9,     4500,02,04,14,1,1,2,2,2,  393.07,1,11,        103197,          1726,         15610,             0,         19001,             0,          1746,          2706,           702
03987,3,7,    90000,06,05,24,1,1,2,2,2,  130.39,1,15,             0,         32123,          6993,             0,         85233,             0,          4268,         10547,          9919
03988,3,5,    95000,06,06,23,1,1,2,2,2,  141.84,2,08,             0,        160559,         56746,         40364,        746837,             0,         42266,        105498,        103821
03989,1,2,     5000,02,06,02,1,1,2,2,2,  114.76,2,33,             0,         26953,         10278,          9428,         88953,             0,          2316,         81627,         14747
03991,2,4,   225000,08,06,13,1,2,2,1,2,   31.54,1,23,             0,             0,       1009992,             0,       4343606,        415487,        355782,        353060,        715933
03994,4,9,   300000,08,05,13,1,2,2,1,2,   13.84,1,01,             0,       1099603,       1260363,             0,      12995673,             0,       1232208,       2259031,       2168503
03996,3,6,    10000,03,08,05,1,1,2,2,2,  119.21,1,39,        101181,          9709,          3430,          3006,         45096,             0,          4462,         40725,         12621
03997,4,9,    23750,04,07,02,1,2,2,2,2,  151.31,2,29,          2938,        293185,         80534,         19085,        815262,             0,         12792,        501165,         42120
03998,3,5,    55000,06,06,05,1,1,2,2,2,  100.36,1,44,             0,          3953,          7736,          8000,        386372,             0,         30524,        234377,        130525
03999,3,5,     3000,02,05,23,1,2,2,2,2, 6308.52,1,38,         66886,         35557,          4516,          9727,         64824,          2056,          3107,         12515,          3562
04001,2,3,    30000,05,04,25,1,1,2,2,2,  105.20,2,34,             0,         68643,         18962,         20614,        421795,             0,         16852,         66409,         21893
04002,1,2,    13750,04,05,02,1,2,2,2,2,  150.40,1,18,          1334,        398819,        110798,         38279,       1011193,             0,          7891,        373191,         93933
04003,3,7,    13750,04,04,08,1,2,2,2,2, 6640.55,1,42,         94464,        154343,         39569,         16933,        179299,          6567,          5710,        189795,         47772
04005,2,3,   250000,08,03,02,1,1,1,1,2,   27.75,1,07,             0,       2456067,       2090424,             0,       9847361,             0,         51114,       1801984,       1223708
04008,4,9,    12500,04,05,18,1,1,2,2,2,  156.92,2,28,         25455,         21386,          5562,             0,         49576,             0,          6177,          2740,         22604
04009,2,3,    25001,05,09,18,1,1,2,2,2,  114.76,2,13,        165387,        220087,         27497,             0,        606836,             0,         42113,         18679,        154101
04010,3,6,   160000,07,04,01,2,2,2,2,2,   28.87,1,02,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04011,4,9,  1300000,10,07,02,1,1,1,2,2,    1.22,2,40,       2056471,      19376201,       6733490,        933538,      49474209,        341570,        534890,      16414576,       7595046
04012,4,9,     2000,02,06,14,1,2,2,2,2,  431.20,1,29,         19897,           849,          2369,          5516,         10448,             0,           989,          1579,           351
04013,2,4,   170000,07,05,16,1,1,1,2,2,   27.75,1,13,        310477,       1155142,        116192,             0,       5528171,         64784,        789730,       1745507,       2064179
04016,3,5,    30000,05,07,17,1,2,1,2,2,  189.21,1,38,        568013,        815416,        174461,             0,        667760,         75798,        125389,        291564,        222873
04017,3,7,    37500,05,08,02,1,2,2,2,2,  449.20,1,04,         25232,        801650,        177246,         25033,       1298783,         18746,         10238,        300835,        305174
04019,4,9,   110000,07,09,24,2,1,2,2,2,  105.20,2,11,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04023,1,1,     4750,02,06,12,1,1,2,2,2,  484.14,2,15,             0,          3746,          5422,             0,         28605,             0,          3153,          2288,          3530
04024,3,6,     1500,02,06,02,1,2,2,2,2,  196.88,1,12,          8257,          5845,          1951,          4400,         20318,             0,           369,         13259,          2620
04025,4,9,   225000,08,06,16,1,1,1,1,2,   13.84,2,23,             0,        457883,       4306012,             0,      14145059,             0,       2241420,       4196924,       6615771
04026,2,3,     1500,02,09,02,1,1,2,2,2, 6241.10,2,02,             0,             0,          5258,          3333,         26187,             0,           728,         25277,          4995
04027,4,9,    40000,05,05,18,1,2,2,1,2,  156.92,2,20,             0,             0,             0,             0,       2449543,             0,        157034,        556562,         87705
04028,3,5,   325000,08,08,02,1,1,2,2,2,   13.84,2,03,        294851,       3545227,       2321889,        184588,      10117394,         76085,        112071,       4850940,        413006
04029,3,5,    40000,05,05,15,1,1,2,2,2,  508.09,1,13,             0,       1432724,        219105,        202396,        972461,             0,        949894,         60503,        447655
04030,3,7,    70000,06,06,91,1,2,2,2,2,  184.00,2,21,             0,       1656793,        297281,         86388,       4024933,             0,        216252,        392204,       1568281
04032,1,2,    10000,03,06,15,1,2,1,2,2,  432.00,1,37,          6534,         59487,         16298,             0,        100392,             0,        112230,          4037,         45491
04037,1,1,   300000,08,06,16,1,2,1,1,1,   13.84,2,17,             0,        361940,        231946,             0,      11051431,             0,       1771762,       5959501,       2587546
04039,2,4,   160000,07,03,14,1,1,2,2,2,   27.75,2,36,             0,             0,        502358,             0,       4940239,             0,        172899,        344703,        238627
04040,4,9,     5500,03,03,26,1,2,2,2,2, 6308.52,2,38,             0,             0,             0,             0,         64398,             0,          5141,         16685,          6674
04041,4,9,    70000,06,03,01,1,1,2,2,2,  106.15,1,29,          9946,         39036,          6847,          3328,        816774,             0,         13069,         47134,         76231
04042,3,5,    16250,04,07,05,1,2,2,2,2,  488.82,1,31,             0,             0,             0,             0,          8707,             0,          1241,         11318,          8623
04046,2,3,    11250,04,03,12,1,1,2,2,2,  100.52,1,09,             0,         20005,          5123,             0,        192113,             0,         10891,          7102,         14827
04048,3,6,     2250,02,07,14,1,2,2,2,2, 3003.97,1,01,             0,         15181,          5907,             0,         15051,             0,          1497,           495,          2427
04049,4,8,    40000,05,02,02,1,1,2,2,2,  168.30,2,18,         54747,        232664,         83448,         25216,        707758,         15730,         13045,        386549,        174968
04050,3,7,   375000,08,06,02,1,1,1,2,2,   19.06,1,28,       1148119,       5158120,       4022463,        467691,      17333960,        165220,        257636,       9227405,       2373218
04051,4,9,    22500,04,04,05,1,1,2,2,2,  100.52,2,36,             0,          5831,             0,             0,         20341,             0,          2680,         18185,         13856
04052,2,3,    55000,06,03,17,1,1,2,2,2,   93.41,1,09,             0,        489205,          7801,             0,        561006,             0,        196623,        230948,        575743
04054,1,1,    55000,06,07,05,1,1,2,2,2,  181.00,2,30,             0,        303041,         51885,             0,       2154508,             0,        140410,       1220458,        505793
04055,3,6,    22500,04,05,02,1,1,2,2,2,  370.61,1,39,         41196,        115736,         42359,         14957,        228205,             0,          6816,        214705,         68887
04056,3,6,   170000,07,03,02,1,2,2,2,1,  110.66,1,39,             0,             0,       2917066,        329514,      10994492,             0,        104189,       4531453,        810087
04057,4,9,    25001,05,03,12,1,1,2,2,2,  104.11,1,04,             0,             0,          4553,             0,         15344,             0,          6760,          2349,          6359
04058,3,5,    15000,04,03,14,1,2,2,2,2,  488.82,1,43,             0,         29356,         28782,         27221,         67328,          4796,          6369,          2365,         11587
04059,1,1,     5000,02,03,05,2,2,2,2,2,  100.52,2,36,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04060,4,9,     8000,03,05,02,1,1,2,2,2,  370.61,2,41,             0,        163159,         44060,             0,        445253,             0,         10665,        426033,         17662
04062,1,2,    10000,03,01,12,1,1,1,2,2, 3003.97,1,17,             0,             0,             0,             0,          7838,             0,          1881,           506,          2478
04065,3,6,    95000,06,07,23,1,1,2,2,2,  113.45,2,02,         71560,       1332772,        240786,         61372,       2486715,             0,         59511,        269985,        161182
04066,1,2,  1500000,10,05,01,1,2,2,1,2,   17.53,2,27,        207775,             0,             0,        214526,       2391991,             0,        174254,        282238,       1640507
04068,4,9,   400000,08,06,02,1,2,1,2,2,   15.41,2,08,        137497,       1895222,       1627642,        259406,       7003218,             0,        151474,       5005481,       1579617
04069,3,6,     3750,02,06,25,1,1,2,2,2, 5742.51,2,06,             0,         30052,         15866,          9377,         50197,             0,          3628,         12073,          4829
04071,3,5,    37500,05,08,23,1,2,2,2,2,  195.12,1,31,         36074,        241426,         67501,         18534,        715785,         19347,         26832,         73357,         70730
04072,1,2,    35000,05,06,05,1,1,2,2,2,  582.10,2,43,             0,         25552,         17134,             0,        153536,             0,         11792,         88743,         54233
04073,1,2,     4750,02,06,05,1,2,1,2,2,  474.50,1,40,             0,          2920,           430,          2501,         22435,             0,          1353,         10619,          6013
04074,3,5,    90000,06,04,05,1,1,2,2,2,  100.36,2,43,             0,         21048,         10610,             0,          7814,             0,          9674,         66607,         49043
04075,4,9,    25000,04,07,02,1,1,2,2,2,  174.25,2,43,             0,        247302,         61219,         15738,        462115,             0,         10109,        415490,         32574
04077,3,6,    12500,04,07,25,1,1,2,2,2,  105.20,1,39,             0,        144295,         81474,         18048,        679940,             0,         25455,        104844,         29088
04078,3,6,     7000,03,04,91,1,2,2,2,2,  580.78,2,02,        219810,        122791,         24734,         38881,        305147,             0,         15809,         39448,        109777
04079,4,8,     6500,03,02,13,1,1,2,2,2,  432.00,1,30,             0,        411750,        145029,             0,       1932752,             0,        122211,        188128,        117232
04080,3,7,    50001,06,04,26,1,1,2,2,2,  125.89,2,42,             0,        940606,        233203,             0,       2236025,         34986,         97042,        333708,        187409
04081,1,1,   130000,07,05,23,1,1,2,2,2,  114.43,2,44,             0,        559800,        307522,             0,       5101245,             0,        180844,        222519,        764191
04083,2,3,    35000,05,04,14,1,1,2,2,2,  632.87,2,16,             0,         68117,          1070,         50256,        173657,             0,         13520,         12422,         13968
04084,3,5,   140000,07,07,23,1,1,2,2,2,  107.43,1,11,         14727,        249741,         51378,          7981,        361064,          4321,         11367,         35595,         26912
04086,3,7,  1600000,10,05,16,1,1,1,1,2,    6.92,1,03,             0,       2431352,      21973928,             0,      75092402,        976346,      11901901,      26335977,      31079238
04087,1,1,    85000,06,05,17,1,2,2,2,2,  165.71,2,32,        545289,        393948,         47165,       1158301,       1041470,         87406,        144593,         95343,        497881
04088,4,9,   600000,09,07,02,1,1,1,2,2,    8.15,1,39,             0,       3605213,       4126036,        508512,      14563832,        352557,        280841,       9335778,       3112210
04089,4,8,    13750,04,04,12,1,1,2,2,2,  454.60,1,30,             0,        106589,         52910,             0,         42637,             0,          9759,          4214,          9823
04090,2,3,     5000,02,06,25,1,1,2,2,2,  414.10,1,07,             0,         12762,         13145,             0,         31433,             0,          3315,         11854,          3814
04094,3,5,     2000,02,05,01,2,2,2,2,2, 5849.83,1,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04097,3,7,    27500,05,04,14,1,1,2,2,1,  595.36,1,33,             0,         30325,          5779,             0,        409728,             0,         30675,         40613,         19261
04100,3,7,   130000,07,05,14,1,1,2,2,2,  110.66,1,33,         61871,        988144,        414417,             0,       1672944,         60628,        184065,        194923,        174236
04101,3,6,     1250,02,03,15,1,1,2,2,2, 3003.97,1,24,             0,         39894,         10059,             0,         96565,             0,         46270,          1911,         21390
04102,2,4,   150000,07,06,14,1,1,1,1,2,   27.75,1,23,             0,             0,         50693,             0,       6132090,             0,        187653,        547673,        366511
04103,2,3,     3500,02,05,23,1,1,2,2,2,  441.67,1,34,             0,         21857,         36344,         18638,        161652,             0,          6425,         25851,          7674
04108,1,2,     1250,02,06,26,1,2,2,2,2, 5849.83,1,06,             0,             0,         10668,         18744,         78201,             0,          2649,         13889,          2816
04109,4,9,     4500,02,04,15,1,1,2,2,2,  393.07,2,28,             0,             0,             0,             0,        195304,         55692,         90610,          3956,         44276
04110,3,7,    45000,05,09,08,1,1,1,2,2,  151.31,2,03,             0,        540252,        203613,             0,       1117072,             0,         20857,        687289,        237185
04112,3,5,   130000,07,05,14,1,1,2,2,2,   88.46,1,38,             0,       1982492,        474135,             0,       5102030,             0,        275970,        529392,        241577
04113,4,9,    16250,04,06,24,1,2,2,2,2,  105.20,2,35,        122311,             0,          3970,          6186,         72742,             0,          4557,         16061,          5789
04114,4,9,    17500,04,06,02,1,1,2,2,2,  370.61,1,21,             0,             0,         27991,          9309,        206020,             0,          5335,        186746,         39089
04117,1,2,    22500,04,07,05,1,1,2,2,2,  484.14,1,37,             0,           409,          8530,             0,        178398,             0,          7991,         66887,         46039
04118,1,1,   100001,07,06,18,1,2,2,1,2,   27.75,1,20,             0,             0,             0,             0,      21493605,             0,       2420571,       7927637,       2003299
04120,2,4,     5000,02,04,02,1,1,2,2,2, 6640.55,2,36,             0,         48486,         13682,             0,        172277,             0,          4010,        153273,         19322
04122,4,8,    27500,05,03,14,1,1,2,2,2,  745.71,2,22,             0,         38182,           746,             0,        268384,             0,         26925,         34165,         16202
04123,3,7,   400000,08,07,16,1,1,2,1,1,   13.84,2,03,             0,        498681,       4937544,             0,      19184725,             0,       2441132,       5306605,       6469507
04124,3,6,     5001,03,06,06,1,2,2,2,2, 3003.97,1,39,         15229,         96452,         21267,         30902,        236737,         17322,        708973,          7795,         39424
04125,1,2,     1250,02,04,25,1,2,1,2,2, 6640.55,2,05,             0,           967,           534,           835,          2131,             0,           121,           407,           163
04126,4,8,    75000,06,08,02,1,1,2,2,2,  125.89,2,10,         16686,        764541,        495842,             0,       2104513,             0,         39407,       1415061,        331598
04127,4,9,    17500,04,07,05,1,1,2,2,2,  370.61,1,21,             0,         20586,          7868,             0,        119906,             0,          9538,         76424,         40842
04130,2,4,    80000,06,02,14,1,1,2,2,2,   93.41,1,08,             0,        368738,         75689,             0,        829380,             0,         52233,        103135,         38984
04131,1,2,   350000,08,07,02,1,2,2,2,2,   19.06,1,31,        464074,        515074,        181762,         62594,       2062993,         21812,         36177,       1246554,        310698
04132,4,9,    16250,04,06,23,1,1,2,2,2,  134.32,1,41,             0,         89518,         31849,             0,        468411,             0,         27549,         99643,         39857
04133,4,9,     4000,02,06,12,1,2,2,2,2,  393.07,1,11,        138182,         20601,         11557,         10634,         36977,             0,          5134,          1800,          8822
04134,3,7,    30000,05,03,14,1,1,2,2,2,   67.51,2,33,             0,        258740,         70538,             0,        439172,             0,         28162,         39806,         20414
04135,3,5,     3000,02,06,02,1,1,2,2,2, 6640.55,2,05,             0,         14274,          3538,             0,         38188,             0,           580,         21943,          3011
04138,2,3,     7000,03,01,05,1,1,2,2,2, 6308.52,1,26,             0,         15145,         21798,             0,        249901,             0,          7146,         57975,         35324
04139,3,7,     1500,02,04,01,1,2,2,2,2, 6308.52,1,12,          7125,             0,           206,             0,          1897,             0,           297,           407,          2368
04140,3,7,    22500,04,05,12,1,1,2,2,2,  207.27,1,15,             0,        148265,         56424,             0,        112434,             0,         24972,          9710,         28429
