BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
00271,2,3,     1500,02,05,18,1,2,2,2,2,  487.36,1,26,             0,             0,          8544,        275231,         77613,             0,          7864,          3488,         28775
00272,3,5,   900000,09,07,02,1,1,1,2,2,   19.06,1,08,       1935620,       9713512,       7383227,       1041755,      31011067,             0,        542539,      18505801,       5847116
00273,2,4,    12500,04,03,26,1,1,2,2,2,  363.67,2,31,             0,         29803,          8773,             0,        246331,             0,          8975,         37882,         10510
00274,4,9,     8000,03,07,02,1,2,2,2,2,  701.93,2,16,           275,         62171,         15851,          6036,        139743,             0,          3601,        134375,         13886
00276,4,8,     7000,03,04,05,2,2,2,2,2,  100.52,2,30,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00277,3,7,    13750,04,04,13,1,1,2,2,2, 3003.97,2,03,             0,             0,          2857,             0,        115545,             0,         18833,         12929,         30136
00278,3,6,     2000,02,01,01,2,2,2,2,2,  488.82,1,12,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00280,3,5,    35000,05,04,01,2,2,2,2,2,  151.31,1,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00282,3,6,    25000,04,07,02,1,2,2,2,2,  393.07,2,39,         61278,        151378,         34713,         10023,        250947,             0,          7041,        233271,         66784
00284,4,9,   110000,07,06,02,1,1,1,2,2,   19.15,1,43,             0,        979504,        854798,             0,       3624382,             0,         75033,       2459754,        661969
00287,2,4,    55000,06,03,02,1,1,2,2,2,   94.39,1,24,             0,        142793,        194601,             0,        592779,             0,         12247,        211233,        315940
00289,4,8,    30000,05,06,13,1,1,2,2,2,  151.31,1,10,        378125,        143114,         48356,             0,        985217,             0,         99815,        158920,         47594
00291,2,3,    10001,04,06,25,1,1,2,2,2,  105.20,1,23,             0,         43132,         43915,         11155,        304096,             0,         10594,         47139,         16003
00293,4,8,    15000,04,07,25,1,1,2,2,2,  196.88,2,30,             0,         34326,         13642,          4041,         60488,             0,          4596,         16002,          5721
00294,3,6,    85000,06,06,05,1,1,2,2,2,  100.36,2,39,        217037,         40119,         15969,          3987,        172446,             0,         18440,        127065,         93374
00295,1,2,  1500000,10,07,24,1,1,2,2,2,    6.67,2,37,        742707,      17381824,       4789704,        244594,      44326373,        228416,        633567,        975504,       2426761
00296,2,3,    95000,06,05,14,1,1,2,2,2,   93.41,1,32,             0,        407539,          6441,             0,       1047566,         65075,         58045,         95974,         73136
00297,3,6,     4000,02,03,05,1,1,2,2,2,  488.82,2,39,         24098,          1905,           385,          3260,          9985,             0,           876,          5942,          4527
00298,3,7,    18750,04,05,01,1,2,2,2,2,  469.39,1,04,             0,         70473,           902,             0,        103829,             0,          4635,          5972,         34713
00299,4,9,   750000,09,07,02,1,2,1,2,2,    8.15,2,39,          1931,       1211083,       1074832,        154638,       6235476,             0,         77218,       2738917,        813363
00300,2,4,  1200000,10,07,02,1,2,1,1,2,    4.15,1,05,             0,       8684266,      10950258,        930891,      55652603,             0,        516484,      18422213,       4688651
00304,2,3,  1000000,09,07,02,1,2,1,2,2,    8.15,2,33,       2308697,      12860167,      14233387,       1436875,      67148730,        737840,        402947,      18755130,       5097304
00306,2,3,     9000,03,03,91,1,1,1,2,2,  151.31,2,02,             0,          5511,          1496,             0,         56587,             0,           878,          1935,          6089
00307,2,3,   100001,07,09,25,1,1,2,2,2,  134.32,2,13,             0,        645487,        172583,         58109,       2549551,             0,         77666,        207700,        230938
00308,3,5,    12500,04,05,02,1,1,2,2,2,  370.61,2,29,         16190,        130827,         35322,         14271,        308019,             0,          6869,        273814,         16952
00312,4,9,    13750,04,07,02,1,1,2,2,2,  114.43,2,41,           937,        180387,         41322,             0,        381045,             0,          8598,        327865,         47153
00313,1,1,    30000,05,03,01,2,2,2,2,2,   19.15,2,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00314,4,9,     1500,02,06,15,1,1,2,2,2, 3003.97,1,21,             0,             0,          9842,             0,         98074,             0,         48189,          1924,         21531
00315,2,4,     1001,02,04,26,1,1,2,2,2, 6044.75,2,13,             0,          1823,          2770,             0,          4533,             0,           287,           926,           371
00317,4,9,   140000,07,05,23,1,2,2,2,2,  107.43,2,38,             0,       2692722,        736279,        343500,       7654658,        253557,        289705,        969699,        733131
00318,2,3,   200000,07,05,16,1,2,1,1,2,   27.75,1,07,             0,             0,       2010112,             0,       6817237,             0,        892575,       1768053,       2537762
00320,3,5,    42500,05,07,15,1,1,1,2,2,  187.22,2,29,             0,        699627,        137324,             0,        408627,        323241,       1252278,         73474,        551054
00321,4,9,    12500,04,04,23,1,1,2,2,2,  107.43,2,10,             0,        157608,         54636,             0,       1026972,             0,         52281,        197802,         69244
00323,4,9,   950000,09,07,02,1,1,1,2,2,   15.28,1,29,        268426,       6853389,       3127426,        448489,      15778441,        110794,        121013,       5220815,       1942518
00324,4,9,    50001,06,04,14,1,1,2,2,2,  121.19,2,16,          9604,             0,          1590,             0,        237363,             0,         13698,         28982,         11575
00328,3,5,   375000,08,06,02,1,2,2,2,2,   19.06,1,27,             0,      37328066,      12451200,       1286303,      49855799,        656056,        358284,      11548327,       9660255
00330,3,5,   200001,08,07,23,1,2,2,2,2,  107.43,1,38,         70727,       1555667,        383769,         39611,       3075032,         50098,         55646,        168231,        163443
00331,2,3,   275000,08,04,04,1,2,2,1,2,   13.84,2,06,             0,             0,       2673173,             0,       2294341,             0,         86335,       4622113,       3737723
00334,3,6,    10000,03,07,23,1,1,2,2,2,  105.20,1,39,        150954,         31697,         13542,          5359,        128856,          2089,          5793,         23048,          8062
00335,4,9,   110000,07,07,02,1,1,1,2,2,  100.52,1,44,        128920,        912818,        352135,             0,       1732373,             0,         43524,        941651,        900630
00336,3,6,    22500,04,04,18,1,1,2,2,2,   88.46,1,39,        107180,        416188,         42560,        773950,        931688,             0,         63696,         64149,        197179
00337,4,9,    65000,06,04,02,1,2,2,1,2,  197.70,1,01,             0,             0,         22771,             0,       2769692,             0,         46707,       1115788,        894745
00338,3,7,    90000,06,04,05,1,2,2,2,2,   97.15,1,12,             0,             0,             0,          6577,        302114,             0,         25027,        179387,        136675
00339,4,8,     3250,02,07,25,1,1,2,2,2,  474.50,2,30,             0,          1185,          8765,          1540,         26865,             0,           930,          3338,           972
00340,4,9,     3000,02,04,14,1,1,2,2,2,  156.92,2,10,             0,             0,         15687,             0,        121714,             0,          7101,          7577,          8350
00341,4,9,    10001,04,07,05,1,2,2,2,2, 5849.83,2,38,             0,             0,             0,             0,        159598,             0,         11555,         87733,         66844
00344,3,6,    45000,05,05,12,1,1,2,2,2,   95.04,1,39,             0,        136339,         66025,         53323,        394806,         26891,         23027,         29356,         39831
00345,2,3,   425000,08,05,14,1,1,1,2,2,    7.17,1,34,             0,       2306072,       1276161,             0,      15707698,        357591,        674623,       1234536,        650137
