BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
2953,4,9,20000,4,4,5,222.14,2,1,1,1,2,2,2,0,23253,1512,0,112352,0,1434,10670,6967
2954,1,1,35000,5,8,2,545.75,2,14,1,2,1,2,2,60405,226359,61567,309615,348829,0,4276,93356,117945
2955,4,9,12500,4,7,5,1525.12,2,13,1,1,2,2,2,0,57083,3533,0,273899,0,4033,28979,19924
2956,1,2,8000,3,6,3,1896.5,1,14,1,2,1,2,2,0,5761,5618,19957,45655,0,1696,7121,1655
2957,1,2,2500,2,3,3,1605.92,1,4,1,2,1,2,2,30443,16026,18146,109810,281366,0,4667,28475,5336
2958,4,9,12500,4,5,14,3.82,1,13,1,2,2,2,2,242472,110393,40434,0,121337,0,8513,3168,14587
2959,1,2,22500,4,4,5,215.79,1,16,1,2,1,2,2,0,1232,2529,133330,314209,0,4714,37510,21862
2960,1,2,45000,5,3,13,1.09,0,0,1,1,2,2,2,0,139584,162342,0,565131,0,18603,8271,39179
2961,4,9,350000,8,5,13,160.98,1,14,1,1,1,2,2,0,552128,469676,0,16959680,0,275539,204702,946986
2962,1,2,10001,4,3,11,456.32,1,22,1,1,2,2,2,0,91691,25241,0,517031,0,848412,33832,22984
2963,1,1,10000,3,5,11,460.39,2,11,1,1,2,2,2,0,1502,253,0,18477,0,18996,1135,788
2964,1,2,17500,4,7,5,435.97,1,10,1,1,2,2,2,0,2587,231,36112,61521,0,735,5826,4052
2965,1,1,12500,4,4,12,222.43,1,22,1,1,1,2,2,0,0,0,7945,87158,0,2524,1191,5180
2966,3,5,45000,5,6,13,293.72,2,21,1,2,2,2,2,28023,899627,156383,106024,1267669,0,30502,17757,79060
2967,3,7,50000,5,1,12,274.41,1,5,1,2,2,2,2,91692,142208,30266,0,17816,0,6836,1387,6794
2968,3,5,6000,3,5,14,461.25,2,1,1,2,2,2,1,0,29402,22788,31941,69781,0,4150,1632,7998
2969,3,7,2000,2,3,12,415.45,2,21,1,1,2,2,2,0,19369,5521,0,3361,0,520,364,1785
2970,2,4,10001,4,2,5,559.4,2,22,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2971,1,2,60000,6,6,3,21.29,1,10,1,2,2,2,2,11341,3107,2871,20876,30603,0,1432,1018,6106
2972,3,5,500001,9,5,20,140.39,2,13,1,2,2,2,2,110578,6220040,1107852,0,8837339,0,11144,18048,104906
2973,2,4,1500,2,9,5,1796.87,1,2,1,2,2,2,2,0,0,0,0,771,0,14,85,65
2974,4,8,17500,4,8,5,611.41,1,15,1,2,2,2,2,0,0,0,0,475605,0,10348,72208,55016
2975,3,7,4000,2,7,16,1403.62,2,15,1,1,2,2,2,0,21139,5901,16824,6235,0,1454,2669,4345
2976,1,2,10001,4,6,3,1942.26,1,8,1,2,1,2,2,0,0,0,39096,40652,0,2543,8252,3301
2977,2,3,3500,2,3,15,1361.3,1,17,1,1,2,2,2,0,161527,15282,0,10117,13237,6190,3056,34208
2978,3,5,1001,2,4,15,1724.46,1,3,1,2,2,2,2,12665,80437,13010,0,91425,0,61341,1619,18124
2979,3,7,800000,9,5,16,22,1,12,1,1,1,2,2,963686,23287119,5192840,17250559,22475689,1959833,2389087,4847553,6677482
2980,3,6,180000,7,6,16,19.82,1,11,1,1,1,2,2,6762782,2330641,1166469,0,5527988,1180372,719451,1400075,2070588
2981,4,8,4000,2,4,14,440.57,1,18,1,1,2,2,2,0,1686,54453,0,37027,0,2440,1125,4284
2982,2,4,4000,2,5,15,1717.51,2,16,1,1,2,2,2,0,0,25616,0,103443,0,61208,3452,38635
2983,2,3,450000,8,7,2,21.23,1,20,1,1,2,2,2,1270370,678749,924142,535248,3039334,0,44530,1748124,592654
2984,3,6,60000,6,5,3,225.04,2,9,1,1,2,2,2,0,96801,50077,363053,418994,215710,325242,93679,409548
2985,1,1,80000,6,2,1,4.3,2,14,1,2,2,1,2,0,0,0,0,235821,0,3469,4421,25695
2986,3,6,30000,5,8,5,435.97,2,7,1,1,2,2,2,0,40703,1752,132128,364382,0,4719,36156,22652
2987,1,2,20000,4,1,2,215.79,1,4,1,1,1,2,2,0,131248,2753,147457,164286,0,2845,89134,29216
2988,2,3,6000,3,6,2,1923.38,2,21,1,2,2,2,2,11836,40862,8255,31887,73125,0,1231,43879,9089
2989,1,2,600000,9,7,13,1.93,1,10,1,1,1,2,2,0,2357879,1673200,2576004,59741506,1178041,3336722,1318409,5906635
2990,4,9,160000,7,9,2,230.89,2,14,1,1,2,2,2,0,911919,1943183,0,1432034,0,51461,1935908,643823
2991,2,4,8000,3,7,12,1908.34,1,8,1,2,1,2,2,0,3176,0,2329,21281,0,1538,589,2887
2992,2,3,25001,5,5,2,5.28,2,7,1,1,2,2,2,0,513827,200781,0,1573696,0,25353,1100346,110153
2993,1,2,30000,5,6,2,24.39,1,4,1,2,2,2,2,1368122,136695,54875,284338,396791,0,5617,207454,42306
2994,4,9,22500,4,4,6,563.47,2,11,1,1,2,2,2,2016,267277,54062,215496,357544,0,1345048,13194,73237
2995,4,9,45000,5,5,13,5.15,1,12,1,2,2,2,1,0,324705,114747,0,738387,0,17744,10426,45044
2996,2,3,45000,5,6,4,291.47,1,10,1,1,2,2,2,0,1657984,1589235,1059978,2643940,0,10432,679538,3949812
2997,3,5,140000,7,6,2,225.04,2,11,1,1,2,2,2,58042,196982,120058,68677,281258,0,6283,118998,146965
2998,3,7,1600000,10,6,3,5.43,1,12,1,1,2,2,2,1033789,3399145,2145530,4936575,20083080,233052,658423,659336,2847886
2999,1,2,3000,2,7,11,1682.09,1,15,1,2,2,2,2,0,0,0,0,61806,0,115357,5364,4087
3000,4,9,140000,7,4,1,148.07,2,1,1,1,2,2,2,0,29620,6123,38031,272828,0,372,581,3379
3001,4,9,1500,2,3,12,1525.12,1,22,1,2,2,2,2,0,0,547,0,104,0,107,18,90
3002,3,6,20000,4,7,13,291.23,1,7,1,1,2,2,2,0,0,21537,0,852838,0,31634,14241,66448
3003,1,2,4500,2,1,3,1734.64,2,4,1,1,2,2,2,0,6439,499,0,45969,0,2154,8651,1920
3004,4,9,22500,4,5,15,1.06,0,0,1,1,2,2,2,0,0,14,0,368447,0,189613,2597,22296
3005,3,5,350000,8,9,18,10.43,2,6,1,1,1,2,2,4652040,15030930,1961878,0,6932176,0,491306,349699,1665994
3006,1,1,2500,2,6,6,1580.41,1,17,1,2,2,2,2,25106,20559,10791,94901,134436,8098,287844,1978,18414
3007,4,9,120000,7,6,3,508.59,2,4,1,1,2,2,2,0,343376,156096,447364,1344007,0,48293,39398,200849
3008,3,6,45000,5,5,5,274.41,1,5,1,2,2,2,2,0,0,0,0,57083,0,1052,7339,5591
3009,3,7,4000,2,6,5,1865.67,2,5,1,1,2,2,2,8323,35179,214,0,165277,0,3636,35307,23117
3010,4,8,50000,5,8,13,326.07,1,12,1,1,2,2,2,0,518984,128498,0,1074824,18574,28484,17014,76110
3011,3,5,1500,2,3,3,1911.82,1,17,1,1,2,2,2,11365,7953,4992,0,23670,0,1071,3992,1597
3012,1,2,7000,3,7,5,238.77,1,17,1,2,2,2,2,0,0,0,0,523701,0,2617,19004,14479
3013,4,9,3000,2,4,14,1.02,0,0,1,1,2,2,2,0,0,1357,0,34705,0,2025,716,3507
3014,3,5,2000,2,6,5,1438.51,2,9,1,2,2,2,2,0,0,642,0,54542,0,617,4246,3235
3015,4,8,4500,2,2,3,991.44,1,15,1,1,2,2,2,0,0,1154,0,24262,0,448,1971,788
3016,3,6,12500,4,5,5,464.11,1,7,1,1,2,2,2,54884,17166,1736,62933,170649,0,1803,13610,8562
3017,4,8,3500,2,2,3,855.48,1,5,1,1,2,2,2,0,1067,14282,0,53332,0,2230,9116,1876
3018,3,5,60000,6,5,17,295.28,1,9,1,1,1,2,2,216017,107396,10241,70085,104958,42963,7107,4073,25086
3019,4,9,30000,5,8,7,126.12,1,21,1,1,1,2,2,158,257334,60844,0,675603,0,2248,15405,89542
3020,4,8,6000,3,4,18,14.62,1,20,1,1,2,2,2,14549,55283,6285,0,9708,0,613,590,1926
3021,2,4,140000,7,7,11,293.95,1,8,1,1,2,2,2,80511,13085,3691,0,2068610,0,6919188,266319,175466
3022,3,7,8000,3,6,5,1593.18,1,15,1,1,2,2,2,0,0,7818,0,252337,0,3454,25092,16789
3023,2,3,2500,2,3,3,1711.39,2,10,1,1,2,2,2,0,0,11226,0,62210,0,2621,8976,3590
3024,4,9,140000,7,5,14,72.78,1,22,1,2,2,2,1,0,0,512006,0,3378817,0,121957,214509,191493
3025,4,8,3500,2,5,3,2533.68,2,20,1,2,2,2,2,7839,0,403,0,2854,0,188,636,254
3026,4,8,1001,2,7,14,1349.78,2,19,1,2,2,2,2,16863,358,6956,0,7839,0,604,214,1047
3027,2,4,12500,4,4,1,1496.57,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3028,2,3,250000,8,3,1,20.22,1,11,1,2,1,1,2,0,0,0,0,516300,0,1351026,1797533,10448159
3029,3,5,1600000,10,7,3,5.43,1,13,1,1,1,2,2,1771710,5407847,5979798,0,34959301,0,26191438,6535286,34072326
3030,3,5,1001,2,4,5,1711.39,2,1,1,2,2,2,2,0,496,2,0,6438,0,112,727,554
3031,2,4,6000,3,7,5,123.98,1,11,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3032,2,3,25000,4,7,11,138.47,1,6,1,1,2,2,2,0,323,305,23148,180886,0,190822,13425,8314
3033,3,5,400000,8,9,2,1.07,0,0,1,2,1,2,2,3890252,3875797,4944612,1619551,7933270,0,195851,7765274,2566420
3034,3,5,1500,2,6,3,1795.03,1,9,1,2,2,2,2,12483,10442,4983,11024,21896,0,1397,5244,878
3035,4,8,20000,4,7,12,225.18,2,19,1,1,2,2,2,0,22481,9772,0,98722,0,2070,1481,6909
3036,2,3,30000,5,4,14,8.85,2,21,1,2,2,1,1,0,0,17517,0,1010605,0,62790,74459,72845
3037,2,3,80000,6,2,14,97.18,2,21,1,1,2,2,2,0,439504,7784,0,490178,0,36067,14372,60845
3038,3,5,200001,8,9,2,2.89,2,6,1,1,1,2,2,886949,615990,3453773,409550,4109137,0,158816,5669473,1900286
3039,2,4,3000,2,4,14,1349.78,2,8,1,1,2,2,2,10376,17763,8691,14071,31724,0,1659,717,3174
3040,4,9,160000,7,6,2,10.29,1,15,1,2,2,2,1,0,5164967,695969,0,15913129,0,102652,3396790,2679692
3041,2,3,15000,4,5,13,444.28,1,20,1,2,2,2,2,266337,8358,12120,11749,70808,2613,3063,1243,6089
3042,2,4,12500,4,9,3,508.59,2,12,1,1,2,2,2,0,0,4659,0,67686,0,5264,18283,7313
3043,3,5,250000,8,7,2,21.37,2,7,1,2,2,2,2,1086792,3031024,3000036,866913,7984744,0,119520,4786909,1078242
3044,3,6,5000,2,5,5,415.45,1,9,1,1,2,2,2,0,3811,812,18024,34810,0,414,3056,2031
3045,2,3,250000,8,7,7,274.92,1,18,1,1,1,2,2,0,1410292,0,0,5814024,7695,6143,56882,330629
3046,3,7,3500,2,4,1,2257.27,1,5,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3047,4,8,7000,3,9,14,299.04,2,19,1,1,2,2,2,0,6275,8682,0,115975,0,8978,3918,14805
3048,1,1,600000,9,6,2,10.15,1,14,1,2,2,2,2,14645076,16822633,20028599,6560609,48235084,511080,279112,13918484,5500898
3049,3,7,120000,7,2,5,139.66,2,19,1,2,2,2,2,19283,591516,18206,136797,61204,0,1666,11828,8644
3050,3,6,12500,4,1,1,1593.18,1,17,1,2,2,2,2,10595,15567,4428,69999,64109,0,292,377,2189
3051,4,8,7000,3,3,2,108.66,1,15,1,1,2,2,2,0,28897,748,55668,52077,0,914,32497,6835
3052,4,8,80000,6,5,5,150.1,2,22,1,2,2,2,2,148,46795,128446,116003,369108,0,4350,32804,20674
3053,3,7,20000,4,9,5,11.29,2,16,1,1,2,2,2,0,0,0,0,593177,0,5910,49236,37513
3054,1,2,17500,4,5,15,1496.57,2,10,1,1,2,2,2,0,797594,76765,0,406915,0,154572,1799,20134
3055,4,8,8000,3,1,18,2519.01,1,15,1,1,2,2,2,0,0,0,0,88569,0,5571,2471,20386
3056,1,2,5001,3,3,5,1.05,0,0,1,2,2,2,2,0,0,0,0,126111,0,6860,44522,33921
3057,3,6,15000,4,3,3,1593.18,1,7,1,1,2,2,2,0,7360,147824,0,161924,0,3997,18378,4863
3058,3,7,1500,2,6,15,1337.55,1,16,1,1,2,2,2,36845,179716,22045,0,34727,101648,24227,239,2678
3059,4,9,1000000,9,6,3,207.73,1,22,1,1,1,2,2,0,2390278,164860,8177239,16265826,0,520943,389000,2363285
3060,3,7,2000,2,7,1,1262.19,2,12,1,2,2,2,2,16773,17914,4558,0,18194,0,135,184,1072
3061,3,7,35000,5,3,14,5.12,1,15,1,1,2,2,2,0,1416679,364842,0,2004371,0,76142,109905,126218
3062,1,2,7000,3,3,5,573.67,2,8,1,2,2,2,2,0,0,0,0,8211,0,56,515,392
3063,3,6,17500,4,7,13,1438.51,1,17,1,1,2,2,2,0,28218,9939,0,82523,0,3204,1517,6739
3064,3,5,20000,4,4,3,217.98,1,9,1,1,2,2,2,6958,414257,156935,571244,2038804,0,31885,190256,40753
3065,2,4,2000,2,6,3,2202.55,2,16,1,1,2,2,2,0,10107,10774,0,30113,0,1502,5143,2057
3066,4,8,7000,3,7,5,444.28,2,8,1,2,2,2,2,2974,6647,6393,23703,39965,0,669,4736,3608
3067,2,4,1500,2,2,5,1949.66,1,22,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3068,3,5,350000,8,4,3,21.73,2,16,1,1,2,2,2,255898,118813,333851,402979,1340964,0,35428,34336,153612
3069,3,5,1500,2,7,12,1426.16,1,1,1,2,2,2,2,2946,12661,3448,0,6997,0,1019,222,1090
3070,1,2,500000,8,7,16,10.47,2,10,1,1,1,2,2,856478,2338243,1711755,0,7374420,0,1152572,2502235,3057815
3071,1,2,12500,4,8,2,1605.92,1,4,1,1,2,2,2,31077,58757,17501,0,85659,0,1775,64504,13168
3072,3,5,250000,8,9,1,1.42,1,13,1,2,2,2,2,1226033,563223,313481,3784312,5469995,0,14023,19506,113381
3073,2,4,35000,5,4,7,1663.4,2,16,1,1,2,2,2,0,41259,1238,0,250439,0,256,2372,13788
3074,2,4,6000,3,6,3,1837.42,2,2,1,2,2,2,2,0,2359,3239,9620,13867,0,645,2539,553
3075,3,5,1001,2,6,3,1880.68,1,3,1,2,2,2,2,0,0,19460,0,101242,0,10357,29775,11910
3076,1,2,250000,8,5,1,22.93,2,4,1,1,2,2,2,0,0,0,0,250,0,1371,1825,10605
3077,3,7,4000,2,3,1,1423.83,1,16,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3078,3,5,12500,4,6,18,225.04,2,12,1,1,2,2,2,3240,1328493,83541,0,304101,0,21190,17932,69007
3079,4,9,70000,6,5,2,319.58,1,3,1,1,2,2,2,103245,766257,434878,0,645715,0,10836,250288,223889
3080,1,2,400000,8,7,16,21.29,1,16,1,1,1,2,2,0,4818013,3020297,0,11131689,0,1821921,3567272,5221742
3081,2,4,3500,2,6,2,560.24,2,2,1,2,2,2,2,48546,21881,7298,30235,60600,0,1183,42304,7751
3082,2,3,3500,2,7,3,1826.41,2,10,1,1,2,2,2,0,26786,11051,0,134025,0,3526,15320,3230
3083,3,5,15000,4,6,13,1956.68,2,3,1,2,2,2,2,22329,78640,27689,0,264814,0,6117,3439,16849
3084,3,5,120000,7,5,8,295.28,1,9,1,1,2,2,2,0,849111,1071313,0,1505877,0,24442,839393,350051
3085,2,4,250000,8,6,16,10.35,2,2,1,1,1,2,2,1734317,2821101,2776868,0,10355742,0,1270366,2548066,3580236
3086,4,9,10000,3,7,3,415.45,1,13,1,1,2,2,2,11103,481,23243,0,14012,0,1094,3604,1442
3087,1,2,1500,2,5,15,1744.47,1,8,1,2,2,2,2,16174,16206,2347,10584,10082,30002,5518,392,4383
3088,2,3,1500,2,1,12,567.89,1,2,1,1,2,2,2,0,10302,308,0,23585,0,1379,438,2145
3089,4,9,160000,7,6,2,21.23,1,14,1,1,2,2,2,0,2461146,2355719,0,2985434,54929,42291,1083486,838496
3090,3,7,2500,2,3,2,1543.02,1,12,1,1,2,2,2,2048,10067,2283,0,2078,0,41,1354,350
3091,3,7,20000,4,6,14,567.69,2,19,1,1,2,2,2,0,230403,54120,0,310091,0,20174,8481,36242
3092,4,9,17500,4,7,1,1525.12,2,13,1,2,2,2,2,5850,8895,2266,12733,15604,0,70,94,547
3093,2,4,2500,2,3,8,1272.96,2,8,1,1,2,2,2,0,0,7749,0,43586,0,601,19819,6819
3094,4,8,160000,7,6,16,14.38,1,20,1,1,1,2,2,0,2083800,2047387,0,5431686,566167,690173,1098896,2230518
3095,3,5,15000,4,2,7,174.98,1,6,1,1,2,2,2,585,609089,181176,0,1504997,0,1404,12995,75534
3096,3,5,140000,7,5,14,291.23,1,9,1,1,1,2,2,0,980985,807057,0,4834910,111439,306842,126197,529920
3097,1,2,500001,9,8,3,11.47,2,4,1,1,2,2,2,6083334,1709051,799020,4323374,10418216,173592,485925,401547,2197361
3098,3,5,7000,3,4,2,1509.76,1,6,1,2,2,2,2,8764,253540,73201,70109,101088,0,1624,54460,13093
3099,2,3,100000,6,6,5,225.18,1,18,1,2,2,2,2,0,0,0,0,256967,0,7643,54433,39541
3100,3,6,35000,5,9,14,372.03,1,11,1,2,2,2,2,371399,170303,62824,256268,448303,27265,35578,15089,63781
3101,2,3,2000,2,5,5,444.28,1,18,1,2,2,2,2,0,0,0,0,16391,0,1112,6790,5173
3102,1,2,17500,4,5,2,421.1,1,18,1,1,2,2,2,59796,46199,27153,0,240574,0,2857,100998,29633
3103,4,9,4500,2,9,14,1345.78,2,13,1,2,2,2,2,7532,27697,6917,10642,18091,0,1662,512,2507
3104,3,6,20000,4,8,2,2993.14,2,7,1,1,2,2,2,0,318020,69993,196701,308890,0,7584,342877,36526
3105,3,7,30000,5,3,3,300.02,1,10,1,1,2,2,2,0,518697,196962,1376820,1541604,0,85223,69265,352799
3106,3,5,5000,2,6,7,1880.68,1,3,1,2,1,2,2,1278,28083,6416,14624,143266,0,128,1189,6910
3107,1,2,3500,2,3,3,1927.1,1,4,1,2,1,2,2,0,0,3174,0,18912,0,725,2482,993
3108,4,8,1000000,9,5,2,10.03,2,21,1,1,1,2,2,68310,23484426,25706412,6782271,47937948,273280,298491,15614954,4742756
3109,4,8,2500,2,3,3,1826.41,1,5,1,1,2,2,2,0,4005,57136,125078,253559,0,7160,29206,11683
3110,1,1,4500,2,2,2,1580.41,1,21,1,2,1,2,2,0,13998,330,0,16512,0,200,6741,2027
3111,4,8,100001,7,5,2,1457.9,2,16,1,2,2,1,2,0,880913,133266,0,2540264,27532,44642,1584788,580990
3112,2,3,3000,2,5,3,767.5,1,16,1,1,2,2,2,0,1530,2682,0,11289,0,587,2056,823
3113,2,4,9000,3,1,1,2043.89,2,2,1,1,2,2,2,0,0,0,0,194,0,168,224,1301
3114,4,9,250000,8,8,20,1.42,1,6,1,1,2,2,2,46841,235140,66840,2847945,4777942,0,19584,26280,152753
3115,4,9,25000,4,8,6,435.97,1,14,1,1,2,2,2,112393,507880,151260,0,1311535,36558,2599065,32714,151409
3116,3,5,1001,2,4,5,1348.96,1,11,1,1,2,2,2,0,12260,2643,0,135765,0,749,5686,4332
3117,2,3,25000,4,9,5,233.91,1,20,1,3,2,2,2,0,0,0,0,144718,0,3543,24724,18837
3118,3,5,2000,2,7,3,1387.55,2,1,1,2,2,2,2,9493,11520,5579,13133,26285,0,1247,4351,1740
3119,1,2,1500000,10,6,2,5.07,2,18,1,2,1,1,2,0,2490633,4628661,7933656,200494731,2057495,1123633,54664738,14967190
3120,1,1,9000,3,1,18,479.34,2,4,1,2,1,2,2,106658,0,0,0,29787,0,3212,2206,10973
3121,3,5,2500,2,8,12,1496.57,1,9,1,2,2,2,2,0,10157,3683,0,3044,0,868,218,953
3122,1,2,60000,6,3,14,275.92,1,9,1,1,1,2,2,0,322458,6561,0,490101,0,19016,10669,47861
3123,4,9,450000,8,9,2,1.51,2,13,1,1,1,2,2,1868595,1447638,2947249,515468,1460937,0,57242,1334835,1250628
3124,1,2,3000,2,1,12,2105.25,1,8,1,2,1,2,2,0,0,1843,1589,1601,0,827,146,716
3125,4,8,8000,3,2,1,2425.4,1,15,1,1,2,2,2,0,0,142,1293,414,0,6,9,50
3126,2,3,12500,4,3,13,277.26,2,19,1,1,2,2,2,0,78942,2290,0,317507,0,10999,4162,19199
3127,4,8,7000,3,7,2,444.28,2,8,1,2,2,2,2,690,2087,28405,17874,30790,0,525,17690,4926
3128,2,3,8000,3,6,13,1545.96,1,21,1,1,2,2,2,34437,14188,9180,0,18342,0,3506,870,3964
3129,4,9,45000,5,7,13,1.71,1,14,1,1,2,2,2,0,126282,55114,51228,627466,0,22611,9582,42728
3130,4,8,9000,3,7,2,1543.02,1,12,1,2,2,2,2,2894,23302,3843,9508,18495,0,348,11798,2918
3131,2,3,12500,4,3,1,207.73,1,22,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3132,1,1,100001,7,6,5,143.84,2,17,1,1,2,2,2,0,1081,26855,929834,3048082,0,13972,120462,1161440
3133,2,3,700000,9,6,14,5.28,1,19,1,1,2,2,2,0,0,219673,0,29598760,0,1942111,745631,3355955
3134,3,5,6000,3,7,14,1273.13,1,1,1,2,2,2,2,1455,41896,6516,0,78232,0,5910,2374,9951
3135,3,5,1500,2,9,3,1543.02,1,6,1,2,2,2,2,0,0,1818,0,9104,0,798,2693,1077
3136,3,7,5000,2,7,5,1496.57,1,15,1,1,2,2,2,0,0,835,18805,9441,0,1055,6417,4889
3137,3,5,3000,2,7,14,25.39,1,3,1,2,2,2,2,65781,28556,9974,18295,26610,0,1936,2125,2167
3138,4,9,90000,6,7,2,10.41,2,13,1,2,2,2,2,329724,2430008,1234208,172674,1074160,0,29263,1109173,377005
3139,2,3,140000,7,3,17,160.98,2,22,1,1,2,2,2,0,813252,13027,0,3761303,0,251799,111682,921381
3140,3,5,3000,2,7,12,1880.68,1,3,1,2,2,2,2,516,27811,7802,2825,4496,0,836,647,3169
3141,2,3,10001,4,4,14,98.69,2,21,1,1,2,2,2,0,0,0,0,116353,0,8299,2934,14374
3142,3,6,10001,4,2,14,1302.08,2,17,1,1,2,2,2,0,66192,17494,0,39139,0,2719,1159,4511
3143,1,2,1500000,10,6,2,6.92,1,22,1,1,1,1,2,0,0,2643195,0,101389425,0,1741688,42973379,33239198
3144,3,5,100000,6,8,3,163.64,1,9,1,1,2,2,2,0,561612,271300,1436937,2166582,0,1595055,493359,2045010
3145,1,2,70000,6,7,2,311.84,1,4,1,1,1,2,2,0,873180,733125,0,1027315,54993,46680,1682082,601404
3146,3,5,9000,3,5,3,419.05,1,6,1,1,2,2,2,0,29298,17065,58025,113693,0,4117,17671,4262
3147,4,8,6000,3,4,2,2248.28,1,20,1,1,2,2,2,0,7746,4464,13766,18427,0,320,11085,2281
3148,4,9,400000,8,8,2,1.42,1,12,1,1,1,2,2,27251,489441,548835,166477,453325,10196,15572,630045,242581
3149,3,6,3000,2,3,5,1608.79,1,7,1,1,2,2,2,9505,1352,7,5066,4350,0,52,361,8100
3150,2,3,1500,2,4,1,1545.43,1,19,1,1,2,2,2,0,0,16186,0,492,0,375,499,2900
3151,1,2,5000,2,6,3,435.97,1,16,1,1,2,2,2,0,2119,4332,0,30717,0,1889,6652,2661
3152,2,3,80000,6,3,2,467.82,2,21,1,1,2,2,2,155978,344316,16175,0,409620,0,5739,222414,80511
3153,1,2,160000,7,4,5,138.68,2,18,1,1,1,2,2,0,239446,31728,0,5045879,0,18422,177812,118159
3154,2,3,2500,2,4,5,1605.92,1,21,1,2,2,2,2,0,0,0,0,15160,0,251,1581,1204
3155,1,1,25000,4,4,21,590.55,2,8,1,2,1,2,2,0,24876,0,1115182,1236878,0,7026,9151,53192
3156,2,3,5001,3,1,2,6.9,1,1,1,2,2,1,2,0,34534,750,75055,103307,0,1837,66352,11420
3157,2,3,500000,8,9,1,1.15,0,0,1,1,2,2,2,0,246465,103088,3475557,1676017,0,16065,21469,124788
3158,4,9,12500,4,8,6,508.59,1,20,1,1,2,2,2,32023,0,0,0,226233,0,1017548,9079,55973
3159,2,3,2000,2,2,15,1725.66,2,21,1,1,2,2,2,0,91671,14205,0,9487,0,9537,90,1008
3160,4,8,300000,8,6,3,21.23,1,19,1,1,2,2,2,0,4147,30420,169714,56971,115736,173980,35812,201832
3161,2,3,600000,9,9,2,1.15,0,0,1,2,2,2,2,8545705,6709008,5285102,1491138,7508259,0,203798,7760216,2601408
3162,4,9,2500,2,4,15,1479.95,2,22,1,1,2,2,2,0,99329,14151,0,59945,0,61888,577,6461
3163,2,4,2500,2,7,5,1923.38,2,16,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3164,3,7,15000,4,1,13,1387.55,1,16,1,2,2,2,2,4188,107110,17259,9790,72988,0,2016,1035,5071
3165,3,7,250000,8,8,5,10.43,2,18,1,1,2,2,2,218658,797408,33071,0,2225404,0,24002,205757,139289
3166,4,9,3500,2,5,13,1511.3,1,13,1,1,2,2,2,0,10705,121475,0,69138,1089,8727,1449,7100
3167,2,3,1001,2,6,3,423.48,2,21,1,1,2,2,2,0,2412,1878,5756,13707,0,622,2150,860
3168,2,4,8000,3,1,3,21.56,1,12,1,1,2,2,2,0,1517,7873,26297,21211,0,920,3414,1366
3169,3,5,40000,5,7,5,435.97,1,9,1,2,2,2,2,2834,14053,747,27859,47022,0,676,4715,3592
3170,4,9,1500,2,3,2,1361.3,1,18,1,1,2,2,2,0,0,411,0,12732,0,239,7669,2639
3171,3,6,6000,3,7,5,548.97,1,11,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3172,3,5,20000,4,4,2,225.04,1,9,1,2,2,2,2,51650,815264,146365,608928,1120243,0,15586,545485,147571
3173,2,4,30000,5,5,2,291.24,2,20,1,1,1,2,2,0,641741,284798,0,869972,0,15636,535272,148977
3174,2,4,30000,5,6,18,556.45,2,22,1,2,2,2,2,91914,464587,45867,542538,201825,0,12850,5700,47021
3175,1,2,180000,7,5,16,1.02,0,0,1,1,1,1,2,0,0,742052,0,3131355,0,339573,395263,1242852
3176,4,9,120000,7,5,18,292.75,2,22,1,1,2,2,2,0,0,101513,0,2149502,0,151324,98491,522345
3177,4,9,2000,2,7,14,1.59,1,14,1,2,2,2,2,56732,19478,9347,0,25354,0,1926,805,3465
3178,4,9,140000,7,6,5,160.98,2,1,1,2,2,2,2,37460,7927,269,275055,387685,0,6344,55023,34227
3179,4,8,17500,4,3,13,14.62,1,20,1,1,2,2,2,0,0,0,0,889512,25695,15043,10335,50642
3180,3,5,2000,2,3,3,1795.89,1,9,1,2,1,2,2,0,2731,3808,0,11482,0,515,1814,726
3181,4,9,15000,4,3,14,437.24,1,22,1,2,2,1,2,0,0,41700,0,384415,0,20320,9001,37626
3182,3,5,8000,3,4,1,1880.68,2,3,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
3183,3,7,2000,2,6,2,1593.18,2,21,1,1,2,2,2,0,47782,11730,0,52160,0,888,30085,7517
3184,2,3,8000,3,3,13,768.33,1,2,1,1,2,2,2,0,4494,4923,3675,15807,0,1049,299,1365
