BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
2720,3,6,35000,5,6,18,415.45,2,9,1,1,2,2,2,103357,2317675,119137,0,319839,0,20167,8945,73794
2721,3,6,300000,8,9,2,2.67,1,7,1,1,1,2,2,924,3092465,1029939,177812,1176718,35640,28390,1058137,334533
2722,3,5,6000,3,3,2,1898.76,2,3,1,1,2,2,2,0,26561,7312,24660,27839,0,471,16822,3462
2723,4,9,12500,4,5,3,1826.41,2,13,1,1,2,2,2,0,14057,22549,0,64129,0,2468,9723,2445
2724,4,9,500000,8,5,2,21.23,1,16,1,1,1,2,2,0,2892701,3329927,454860,5920802,96036,72148,3103586,685617
2725,3,5,5001,3,6,7,419.05,2,3,1,1,2,2,2,0,16691,4693,12410,78626,0,107,989,5750
2726,4,9,15000,4,3,17,440.99,2,4,1,1,2,2,2,0,236886,22446,0,228708,0,16106,10233,55847
2727,4,9,6000,3,6,2,1525.12,1,9,1,1,2,2,2,8313,63366,14523,0,102599,0,1741,60789,14143
2728,2,3,120000,7,7,3,296.98,1,13,1,1,2,2,2,894643,280806,216020,1138552,2099614,74746,97494,93593,444601
2729,1,2,20000,4,4,3,1734.64,1,18,1,1,2,2,2,0,3899,292,0,24283,0,603,2455,667
2730,2,3,250000,8,6,20,442.54,1,21,1,2,2,1,2,0,0,77247,0,22120185,0,24359,39449,229296
2731,1,1,8000,3,8,2,1499.41,1,17,1,2,1,2,2,0,83012,21625,0,60354,0,1220,42321,10215
2732,3,5,35000,5,4,5,225.04,1,6,1,1,2,2,2,21652,32323,1838,0,147445,0,1722,12814,8649
2733,1,2,35000,5,2,13,299.07,2,6,1,1,1,2,2,0,254709,7905,0,3263405,0,42668,49538,164779
2734,3,5,12500,4,3,1,553.72,2,3,1,2,2,2,2,0,0,0,0,1500,0,1805,2402,13962
2735,3,7,30000,5,6,5,460.67,1,20,1,1,2,2,2,9959,221959,11932,136340,575938,0,6464,47595,392671
2736,3,5,3500,2,4,1,1543.02,1,1,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2737,2,4,50001,6,7,18,98.1,2,22,1,1,2,2,2,0,288388,4258,0,1435031,0,113089,115198,348774
2738,1,2,12500,4,2,12,490.69,2,18,1,1,2,2,2,0,3651,100,0,85697,0,4134,1486,6839
2739,2,3,3000,2,4,1,1923.38,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2740,2,3,800000,9,9,2,1.15,0,0,1,2,1,2,2,3056996,1181606,1433071,426909,1395182,0,38330,1558548,592937
2741,1,2,6000,3,1,12,613.94,1,8,1,1,2,2,2,0,0,12408,0,10330,0,3244,590,2891
2742,1,1,2500,2,4,3,1580.41,1,8,1,2,1,2,2,0,0,0,0,28181,0,1417,4899,1960
2743,2,4,6000,3,5,20,1923.38,1,16,1,1,2,2,2,0,4946,3808,0,43039,0,142,188,1091
2744,1,2,10000,3,4,15,423.48,1,4,1,1,1,2,2,0,182549,14031,0,104749,153283,52376,4832,54077
2745,4,9,9000,3,6,15,16.8,2,14,1,1,2,2,2,78401,411630,39504,0,584104,0,303421,18643,109916
2746,1,2,100000,6,9,20,3.71,1,17,1,2,2,1,2,0,145972,31777,325057,1320109,0,3546,4768,27716
2747,3,5,800000,9,5,2,10.87,2,14,1,3,1,2,2,0,16130462,9115272,4499121,28868835,0,405326,15488640,5147851
2748,3,5,2500,2,6,3,1880.68,1,3,1,2,1,2,2,0,0,2404,0,51827,0,3228,10637,4255
2749,4,8,30000,5,4,14,272.07,2,20,1,1,2,2,2,0,2911,69372,0,63790,0,4525,2431,11913
2750,2,3,7000,3,3,1,444.28,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2751,3,6,2500,2,4,5,1531.67,1,9,1,2,2,2,2,0,0,0,0,479454,0,1751,15972,12169
2752,3,7,30000,5,6,2,435.97,2,15,1,2,1,2,2,8377,0,143868,542579,1969420,0,13384,583948,199007
2753,1,2,40000,5,6,2,215.79,1,17,1,1,2,2,2,480815,392198,114120,0,767447,0,13072,358300,204402
2754,3,5,250000,8,2,5,21.93,2,13,1,1,2,2,2,10933,2091334,73574,378637,3560907,0,13826,132670,2393568
2755,2,3,30000,5,3,12,444.28,1,10,1,1,2,2,2,157598,47801,42051,0,204512,0,7610,3984,18696
2756,4,9,7000,3,6,12,148.07,1,13,1,1,2,2,2,6572,27598,9139,4410,35051,0,1147,496,2249
2757,3,6,60000,6,7,5,300.02,2,7,1,2,2,2,2,0,0,0,0,3639,0,543,3684,2807
2758,3,6,9000,3,6,2,1882.46,2,11,1,1,2,2,2,0,96391,23255,67538,106758,0,2182,72880,17882
2759,1,2,30000,5,8,2,412.41,1,10,1,1,2,2,2,0,75827,19431,73729,120976,0,3209,64244,71567
2760,4,9,35000,5,5,18,1.06,0,0,1,1,2,2,2,0,0,0,0,16481,0,1163,815,3958
2761,3,6,6000,3,2,12,1880.68,1,11,1,2,1,2,2,26045,0,5819,6830,7915,0,2368,431,2111
2762,4,9,1500,2,4,2,435.97,1,20,1,1,2,2,2,0,0,0,0,13585,0,236,8200,1965
2763,3,5,160000,7,6,5,150.01,1,1,1,2,2,2,2,320240,1198417,43356,1359555,4314738,0,48888,361917,239105
2764,2,4,180000,7,7,2,207.73,1,12,1,1,2,2,2,1257313,1422624,1869887,527227,1984829,0,59300,2239132,818023
2765,3,7,2000,2,4,3,1908.68,1,5,1,1,2,2,2,0,48941,13214,0,46453,0,2439,8235,3294
2766,3,6,12500,4,8,5,1880.68,1,11,1,2,2,2,2,0,0,0,0,28634,0,358,3262,2485
2767,2,3,4000,2,8,5,1796.87,2,21,1,1,2,2,2,0,0,409,0,16260,0,210,1466,1117
2768,3,5,3500,2,3,2,1511.3,1,9,1,1,2,2,2,15808,40534,11102,32371,33471,0,542,19258,4094
2769,1,2,25001,5,4,2,28.38,2,8,1,2,2,1,2,0,361567,9612,0,1718165,0,14989,584259,160353
2770,4,9,900000,9,7,2,10.29,2,20,1,1,1,1,2,1460508,6630134,8888884,0,7184103,154584,246279,9231395,3103206
2771,3,5,160000,7,9,2,2.7,1,1,1,1,2,2,2,0,3922989,1892234,688930,4041828,0,108754,4220971,1396394
2772,4,8,50000,5,4,5,308.2,2,20,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2773,3,7,2000,2,4,15,1410.02,2,12,1,1,2,2,2,0,775,9642,11550,19328,0,10174,106,1183
2774,4,9,4000,2,4,2,1379.42,1,3,1,1,2,2,2,0,17841,4677,0,15861,0,209,7335,1992
2775,1,2,1500,2,7,2,460.39,1,18,1,1,2,2,2,0,0,11862,41369,73522,0,1384,52831,9481
2776,4,8,15000,4,5,5,425.71,2,22,1,1,2,2,2,68,97948,6191,0,20689,0,588,4309,2984
2777,2,4,3000,2,9,3,2043.89,2,16,1,1,2,2,2,0,246,552,0,886,0,119,418,167
2778,3,7,4500,2,6,13,1262.19,1,15,1,1,2,2,2,28029,21143,6490,0,24704,0,2236,612,3000
2779,3,7,7000,3,6,3,1426.16,2,20,1,2,2,2,2,0,0,0,0,29343,0,1206,4551,1820
2780,3,7,700000,9,5,13,10.24,2,9,1,1,1,2,2,0,10466713,3365735,4172244,27519279,0,722411,366848,1750365
2781,4,9,35000,5,4,5,444.22,2,1,1,1,2,2,2,4039,28650,1870,13541,120917,0,681,4887,3487
2782,3,6,100000,6,7,3,225.04,2,17,1,1,2,2,2,2878,128724,20558,131589,292118,0,10208,14823,47894
2783,4,9,1500,2,7,2,1379.42,2,16,1,1,2,2,2,0,2969,723,0,3943,0,96,3348,802
2784,1,1,12500,4,3,3,561.54,2,8,1,2,1,2,2,0,2104,174,0,26617,0,1028,4419,648
2785,3,6,10000,3,4,12,439.81,2,17,1,1,2,2,2,24801,77295,20174,0,50778,0,6210,1227,6014
2786,3,5,45000,5,6,5,210.62,2,13,1,2,2,2,2,0,749633,3289,237494,997460,0,13657,101188,62070
2787,2,3,1200000,10,9,2,1.15,0,0,1,2,1,2,2,8580736,5201434,6465010,1671502,7795724,278141,215041,8039560,2984074
2788,4,9,30000,5,8,2,217.98,1,4,1,2,2,1,2,0,0,0,0,1313759,0,15328,429945,335588
2789,4,8,140000,7,2,2,241.5,2,7,1,1,2,2,2,0,314722,378903,0,2079164,0,34844,830594,718771
2790,3,7,3000,2,5,1,1914.28,1,19,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2791,4,9,25000,4,5,2,310.58,2,22,1,1,2,2,2,0,336378,98320,0,206821,0,3745,126796,31725
2792,4,8,40000,5,8,13,20.76,2,20,1,1,2,2,2,0,180256,75105,75047,1299628,0,34584,18161,83199
2793,3,6,3500,2,8,3,2993.14,2,7,1,2,2,2,2,1916,16839,5854,25664,43957,0,2508,10484,2218
2794,4,9,20000,4,6,14,1.69,1,14,1,2,2,2,2,198084,98397,33951,129261,257719,0,10736,15511,16530
2795,2,3,450000,8,9,20,1.04,0,0,1,2,2,2,2,1848414,637781,258459,0,8840991,0,17672,28622,166365
2796,1,2,7000,3,1,13,10.15,1,14,1,2,2,1,1,0,35359,963,0,36485,0,1436,557,2728
2797,4,9,10000,3,3,6,1349.78,2,22,1,1,2,2,2,0,198268,57206,0,173327,0,1169196,20080,186956
2798,3,5,17500,4,4,1,464.11,1,6,1,2,2,2,2,5722,2175,493,11642,18519,0,89,113,657
2799,4,9,6000,3,7,3,525.38,1,4,1,1,2,2,2,594,68895,20100,0,180357,0,107539,127680,51072
2800,2,3,70000,6,3,14,308.15,2,4,1,1,2,2,2,0,300771,8671,836234,1129548,0,48640,71292,71571
2801,1,2,400000,8,9,18,10.69,1,15,1,1,1,1,2,5913899,2317455,80865,0,5867869,2600817,430241,273870,1491304
2802,4,8,4500,2,4,14,1.02,0,0,1,1,2,2,2,0,0,2716,0,55488,0,4173,1475,7227
2803,3,7,1500,2,4,14,3.94,1,16,1,1,2,2,2,0,93226,31733,0,53849,0,3795,1342,6574
2804,4,9,8000,3,4,3,1349.78,1,22,1,2,2,2,2,0,0,2043,0,44749,0,2574,10296,2393
2805,3,6,4000,2,5,5,468.66,2,9,1,1,2,2,2,0,10309,992,20651,30422,0,369,2709,1767
2806,1,1,7000,3,3,3,306.89,1,22,1,2,2,2,2,66963,380,4707,16362,13945,0,680,2317,927
2807,4,9,8000,3,9,15,14.96,2,14,1,1,2,2,2,0,912124,152834,0,806910,0,423413,21932,163127
2808,2,3,12500,4,4,7,210.62,2,20,1,1,2,2,2,0,203056,6696,309179,2199760,0,4009,27823,161721
2809,2,3,7000,3,7,2,21.56,2,20,1,1,2,2,2,0,40094,11439,0,110609,0,1707,63031,11653
2810,3,7,9000,3,3,1,548.97,1,5,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2811,1,1,7000,3,7,12,1580.41,2,14,1,2,1,2,2,0,9168,244,0,17531,1134,1763,593,2908
2812,4,8,1500,2,7,2,2115.72,2,20,1,1,2,2,2,0,37296,10493,0,30079,0,734,26325,4724
2813,3,5,2500,2,4,3,1882.46,2,3,1,2,1,2,2,0,5693,3991,0,15277,0,805,2784,1114
2814,3,7,500000,8,7,16,21.71,2,15,1,1,1,1,1,0,11949529,5185841,0,18748681,0,2678385,5567043,7353588
2815,3,5,300000,8,9,21,21.37,1,1,1,1,1,2,2,753924,4280954,667753,23983786,41235976,0,211178,272115,1581670
2816,3,5,3000,2,3,12,1511.3,1,6,1,1,2,2,2,0,10104,3524,0,2292,0,354,247,1209
2817,3,5,10001,4,3,1,1543.02,1,6,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2818,2,4,10001,4,6,2,291.24,1,8,1,2,2,2,2,258576,94738,31090,122717,229419,0,3551,123890,30997
2819,1,2,2000,2,3,1,1409.09,1,9,1,1,2,2,2,0,1464,10396,0,43141,0,88,116,674
2820,1,1,90000,6,5,2,12.03,1,21,1,1,2,2,2,0,1192571,1107667,0,2984677,0,28826,1214380,412764
2821,3,5,160000,7,9,3,12.08,2,6,1,2,2,2,2,1730,3814658,1430194,7853019,9016445,329218,492705,514509,2045555
2822,3,5,1500,2,5,2,1262.19,2,1,1,1,2,2,2,12471,8954,2887,0,20199,0,382,12244,4213
2823,3,5,15000,4,7,18,446.75,1,12,1,1,2,2,2,52591,649700,62547,0,226449,0,16085,7135,58860
2824,3,6,2000,2,8,3,290.6,1,7,1,1,2,2,2,0,0,1474,0,56905,0,1591,6323,2529
2825,2,3,7000,3,4,1,555.86,1,16,1,2,2,2,2,0,0,0,0,8187,0,97,127,737
2826,2,3,2000,2,6,5,1605.92,1,21,1,2,2,2,2,0,0,0,0,32100,0,370,2544,1938
2827,4,9,40000,5,6,13,1.03,0,0,1,1,2,2,2,0,338887,88600,0,2270071,0,59265,32457,148507
2828,4,9,300000,8,3,1,21.23,2,10,1,1,1,2,2,0,1761288,981824,0,2482048,0,33773,44934,261180
2829,4,9,350000,8,6,16,10.41,2,18,1,1,1,2,2,999365,16052680,4473862,0,15856481,0,2090475,4239408,5845132
2830,3,7,3500,2,7,2,1426.16,1,16,1,1,2,2,2,429,373297,73800,106929,180704,0,3581,126864,27273
2831,3,6,6000,3,6,3,2416.46,2,11,1,2,2,2,2,6924,2562,1711,6059,12394,0,622,2070,828
2832,4,9,140000,7,5,2,21.23,2,5,1,1,2,2,2,0,0,921085,0,8093619,0,130711,2900226,2911844
2833,4,9,3000,2,5,3,1813.56,2,4,1,2,2,2,2,0,0,0,0,11402,0,521,1834,734
2834,1,1,2000,2,4,6,318.31,2,11,1,1,2,2,2,0,3143,1356,0,8969,505,23453,144,1340
2835,3,6,3000,2,2,3,1423.83,1,9,1,1,2,2,2,0,1681,2205,8683,7183,5842,8858,9146,3658
2836,2,3,4000,2,1,3,728.99,1,21,1,1,1,2,2,0,10130,0,0,93422,0,4285,17686,3822
2837,4,8,400000,8,8,2,20.87,1,17,1,1,2,2,2,147736,9882871,2886082,846208,4122378,88254,143103,5578842,1477231
2838,3,7,15000,4,3,14,1.09,0,0,1,1,2,2,2,0,465543,8312,0,206366,0,14131,16653,14673
2839,3,5,60000,6,5,18,22.2,2,9,1,2,2,2,2,1267694,1467832,16735,1976730,1957310,0,127192,94318,427515
2840,2,3,2000,2,6,2,1701.16,2,21,1,1,2,2,2,10377,4104,2730,0,35128,0,398,15343,2873
2841,4,8,160000,7,8,2,1.04,0,0,1,1,2,2,2,26207,3827496,1215738,328750,1618992,0,60394,1722003,912150
2842,4,8,1500,2,8,5,1976.56,2,20,1,2,2,2,2,0,0,0,0,15010,0,133,962,733
2843,4,8,12500,4,7,5,212.86,2,8,1,2,2,2,2,6894,113272,7271,28602,51598,0,1157,9048,5174
2844,3,6,15000,4,7,13,184.51,1,5,1,1,2,2,2,0,404355,101958,0,1322217,0,55547,21528,105488
2845,4,8,100000,6,7,13,1.02,0,0,1,2,2,2,2,46365,0,279240,188901,3784280,0,70706,52760,233852
2846,3,5,10001,4,3,2,419.05,2,13,1,1,2,2,2,0,107153,24727,0,103556,0,517,24476,6104
2847,3,5,400000,8,9,3,1.07,0,0,1,1,1,2,2,137022,3006063,1483759,4642970,10972827,0,4110319,1252494,5610489
2848,4,8,12500,4,7,13,2054.93,1,20,1,2,2,2,2,40587,201807,48776,34700,574527,15914,15118,7126,34919
2849,1,2,2000,2,5,3,1879.71,1,9,1,1,2,2,2,0,37090,0,0,187570,0,6004,28183,5218
2850,3,5,25000,4,4,14,369.01,1,3,1,2,1,2,2,0,117734,2338,112647,110143,0,7176,2984,12925
2851,2,3,350000,8,5,2,21.23,2,21,1,1,2,2,2,0,7894968,3678287,0,4360806,0,87069,1536109,2211738
2852,1,1,25000,4,5,17,460.39,1,8,1,1,2,2,2,0,205854,2204,0,405210,165166,27323,16440,95658
2853,4,9,4500,2,3,1,1826.41,2,18,1,2,2,2,2,0,0,0,0,324,0,404,537,3123
2854,3,7,1001,2,6,15,1262.19,2,16,1,1,2,2,2,0,81285,10152,16447,30246,54249,28286,271,3038
2855,1,2,17500,4,6,5,239.1,1,17,1,2,2,2,2,0,0,0,0,137262,0,4844,34719,26452
2856,2,4,2500,2,2,12,560.24,1,8,1,1,2,2,2,1509,0,334,0,80,0,43,8,38
2857,1,2,1500,2,3,5,654.34,1,8,1,2,2,2,2,0,0,0,0,6978,0,91,833,635
2858,3,6,6000,3,3,12,1593.18,2,9,1,1,2,2,2,9342,12249,5396,0,2367,0,410,77,376
2859,2,4,300000,8,6,16,20.91,1,16,1,1,1,1,1,132617,72208,200022,0,837652,0,157826,338484,422874
2860,2,3,500000,8,1,2,12,2,15,1,1,2,2,2,8037605,2682649,2783479,0,5670793,52288,77318,3641510,1122494
2861,4,9,60000,6,6,5,408.89,2,13,1,1,2,2,2,0,216851,14471,0,766573,0,7524,56929,39336
2862,1,2,120000,7,5,5,149.54,2,17,1,1,2,2,2,0,176156,11921,0,2342017,0,15015,119501,82323
2863,4,8,10001,4,3,2,444.28,2,9,1,1,2,2,2,14681,0,0,0,59391,0,297,12791,4814
2864,2,3,250000,8,7,5,241.5,2,20,1,1,2,2,2,564196,278114,6850,353389,844076,0,20668,156472,110667
2865,2,4,2500,2,3,5,1908.34,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2866,1,2,6000,3,8,7,2141.06,1,8,1,2,1,2,1,0,42155,1667,0,208118,0,625,4545,26417
2867,3,5,5001,3,3,1,1762.66,2,3,1,2,2,2,2,8938,0,2613,0,189,0,246,328,1904
2868,4,9,1500,2,3,8,435.97,1,22,1,1,2,2,2,0,0,725,0,21405,0,237,7948,2735
2869,3,5,1001,2,7,5,548.97,2,3,1,2,2,2,2,0,0,0,0,13814,0,220,1557,1186
2870,3,7,90000,6,6,3,365.84,2,19,1,1,2,2,2,0,11580,5878,0,63417,0,2194,2496,10081
2871,3,5,35000,5,6,18,461.25,1,9,1,1,2,2,2,0,590769,38386,0,172648,0,12252,7088,43178
2872,4,9,6000,3,5,1,1854.51,2,21,1,1,2,2,2,0,12085,2601,0,23624,0,270,360,2095
2873,4,9,180000,7,6,1,218.46,2,12,1,1,2,2,2,7524,28730,5014,271693,195637,0,912,1349,7843
2874,3,6,12500,4,3,3,640.23,1,5,1,1,2,2,2,26257,0,4621,0,26322,0,1187,4065,1626
2875,4,9,120000,7,5,2,72.22,2,22,1,1,2,2,2,0,2300457,3751146,0,9744196,0,56878,1917141,1449719
2876,2,4,12500,4,4,12,550.95,1,16,1,1,2,2,2,0,25803,641,0,146489,0,3984,2206,10153
2877,2,3,1200000,10,9,2,1.15,0,0,1,1,1,2,2,9341738,12082923,13823272,0,22025523,796951,611051,23663029,7236004
2878,1,1,1500,2,3,2,1580.41,2,18,1,1,1,2,2,0,4400,1397,0,6279,0,94,3032,1043
2879,2,4,300000,8,3,14,9.62,2,8,1,2,2,1,2,0,1732702,146396,0,9436757,0,430251,580063,516327
2880,2,3,17500,4,6,2,444.28,1,18,1,1,2,2,2,256648,40956,15775,0,109557,0,1566,55182,13109
2881,1,1,30000,5,4,5,149.54,1,17,1,2,1,2,2,448458,20828,0,0,109250,0,2270,17167,11426
2882,3,6,8000,3,6,18,1750.75,2,11,1,2,2,2,2,1801,9854,987,13634,5064,0,331,147,1210
2883,2,4,6000,3,2,3,2707.57,2,2,1,1,2,2,2,0,0,17689,0,50820,0,1679,7900,1722
2884,1,2,8000,3,9,2,435.97,1,16,1,1,2,2,2,0,0,6032,26544,59873,0,959,44168,4337
2885,3,5,15000,4,6,3,1438.51,2,1,1,2,1,2,2,0,0,27107,95921,246522,0,13599,47014,18806
2886,1,1,7000,3,4,2,1311.15,1,20,1,1,1,2,2,0,31396,717,0,67939,0,1279,42879,11252
2887,3,6,17500,4,9,3,290.6,1,7,1,1,2,2,2,0,354005,209986,243195,812502,16904,21683,86158,34463
2888,3,7,8000,3,6,3,541.42,2,15,1,1,2,2,2,0,11856,4620,0,35452,0,1994,7568,1768
2889,4,9,50000,5,3,14,1.07,0,0,1,1,2,2,2,0,0,1851,0,387659,0,17757,8641,37490
2890,1,2,350000,8,7,2,21.29,2,19,1,2,1,1,2,0,2203350,3154705,0,3034402,163624,138893,5009519,1628384
2891,2,4,600000,9,9,2,10.71,2,21,1,2,2,1,2,0,0,3964427,0,4716511,0,188948,4777066,3356211
2892,2,4,1500,2,6,5,2305.59,2,8,1,1,2,2,2,0,2260,2163,0,20493,0,290,1994,1519
2893,2,3,2500,2,5,14,412.43,1,20,1,1,2,2,2,0,74296,2928,0,184010,4183,11960,5760,19182
2894,3,5,250000,8,4,5,20.78,2,9,1,2,2,2,2,0,0,0,0,5780986,0,40192,280441,213669
2895,2,3,6000,3,6,20,419.05,2,2,1,1,2,2,2,0,21638,19804,93851,259147,0,848,1093,6353
2896,3,6,35000,5,7,16,7.69,2,17,1,1,1,2,2,52340,1263492,299584,0,879606,97534,118896,154728,418832
2897,3,6,100000,6,4,3,365.84,1,11,1,1,2,2,2,48966,10152,13984,116849,105931,0,5417,4218,22612
2898,3,5,25001,5,7,17,485.48,2,5,1,2,2,2,2,482232,726955,67547,0,1446042,1172016,96941,58332,339391
2899,3,7,2500,2,6,6,1262.19,2,16,1,3,2,2,2,0,141600,35157,104374,222994,0,394622,2711,25244
2900,3,7,1500,2,4,18,545.26,1,5,1,1,2,2,2,0,5425,634,0,1520,0,102,45,374
2901,3,7,90000,6,6,5,225.04,1,20,1,1,2,2,2,0,241392,11883,161810,662478,0,7377,55352,35343
2902,3,7,25000,4,4,14,412.43,1,12,1,1,2,2,2,0,317783,124562,0,445266,0,28863,12299,51685
2903,1,2,90000,6,7,2,24.39,1,4,1,1,2,2,2,0,646186,336784,142277,899228,0,18230,713131,235233
2904,2,3,3000,2,2,2,373.49,2,16,1,1,2,2,2,8052,0,2108,11710,16908,0,164,6419,1465
2905,4,8,4500,2,5,6,1379.42,2,22,1,1,2,2,2,0,227628,5119,0,212058,10926,388406,2669,24847
2906,4,9,60000,6,9,3,1.02,0,0,1,1,2,2,2,0,193242,112518,0,591172,23199,35792,26230,157381
2907,1,2,160000,7,5,2,148.26,2,16,1,1,2,2,2,0,184548,182425,0,289515,0,3632,165407,62606
2908,3,7,30000,5,5,5,225.04,2,21,1,1,2,2,2,0,115079,6576,0,150878,0,2076,15733,144484
2909,2,3,8000,3,4,18,1327.4,2,18,1,1,2,2,2,0,167909,1382,0,48605,0,4402,3083,14976
2910,1,2,8000,3,1,12,421.1,1,4,1,2,1,2,2,0,30624,805,0,39505,0,2420,742,3377
2911,3,7,4000,2,5,1,2257.27,1,5,1,2,2,2,2,0,0,10744,0,2107,0,2488,3311,19244
2912,3,5,2500,2,7,3,2014.77,1,1,1,2,2,2,2,4132,35720,8671,15398,21999,0,1692,5960,2384
2913,2,3,35000,5,6,8,21.21,1,20,1,1,2,2,2,0,881055,0,0,1082634,0,4836,111855,174440
2914,1,1,3500,2,3,2,467.82,1,22,1,2,1,2,2,0,3777,88,7888,7738,0,92,3237,951
2915,2,4,10001,4,4,5,444.28,2,12,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2916,1,2,7000,3,3,2,1299.89,2,18,1,1,2,2,2,0,12475,5675,0,9393,0,119,3849,1449
2917,1,2,5000,2,3,11,1445.54,1,7,1,2,2,2,2,0,0,0,0,43815,0,47149,702,535
2918,3,6,4000,2,9,2,435.97,1,7,1,1,2,2,2,1272,41262,8169,17177,28575,0,565,19440,5281
2919,3,5,8000,3,3,15,1422.04,1,17,1,1,2,2,2,0,411853,79719,0,243127,0,113417,1719,13015
2920,2,3,1500,2,4,13,1525.12,2,18,1,1,2,2,2,0,4481,2939,2659,5228,0,730,512,2508
2921,3,7,1500,2,7,2,2306.03,2,19,1,1,2,2,2,0,26904,6193,0,9157,0,456,14487,3472
2922,3,5,60000,6,4,3,225.04,2,1,1,2,2,2,2,970230,39596,557693,1172438,2745841,0,76248,91660,348579
2923,3,5,25000,4,8,2,217.98,2,5,1,2,2,2,2,46920,298794,55788,208733,457353,0,6181,232493,57845
2924,1,2,900000,9,5,2,12.03,1,1,1,1,2,1,2,0,0,13737336,0,23162039,0,312577,11676056,4150850
2925,3,7,2500,2,6,2,1426.16,2,15,1,1,2,2,2,0,12786,2785,0,16846,0,275,9412,2409
2926,2,4,100000,6,6,17,21.21,1,12,1,2,1,1,2,0,2555842,26730,0,3967641,1601742,264972,178851,908249
2927,3,5,70000,6,5,14,292.75,2,13,1,1,2,2,2,0,254330,0,0,428134,0,31168,13142,51858
2928,3,7,6000,3,7,12,2015.22,1,5,1,1,2,2,2,0,23960,7183,0,15968,0,1462,364,1783
2929,3,5,160000,7,5,3,276.93,1,1,1,2,2,2,2,2391,32675,11987,96660,142672,0,6637,7059,28297
2930,4,8,1500,2,5,3,1865.07,2,19,1,1,2,2,2,0,0,4999,0,115712,0,2805,11941,4776
2931,4,9,5001,3,7,2,435.97,1,13,1,1,2,2,2,0,78923,17472,44662,82350,0,1467,55059,11003
2932,2,4,100000,6,1,3,609.07,1,22,1,1,2,2,2,0,0,0,0,54009,0,1730,1112,7415
2933,1,2,140000,7,7,20,149.54,1,17,1,2,2,2,2,379791,868194,215014,2896346,4937333,0,10139,16423,95461
2934,3,5,6000,3,3,13,1908.68,2,3,1,2,2,2,2,0,0,0,0,3607,0,741,139,679
2935,3,7,8000,3,4,5,138.47,2,19,1,1,2,2,2,0,19042,16360,77845,133373,0,1968,14972,10017
2936,4,8,45000,5,4,4,209.53,2,22,1,1,2,2,2,9799,1657133,1181144,682234,1685826,0,6761,437362,2542168
2937,4,9,90000,6,5,2,222.14,1,18,1,1,2,2,2,0,634855,491489,0,866884,0,12908,341719,232248
2938,4,8,4000,2,7,5,225.18,2,8,1,2,2,2,2,2612,4371,6559,23619,55134,0,510,3897,2542
2939,4,9,15000,4,4,5,207.73,1,20,1,1,2,2,2,282,15979,1123,0,93425,0,612,4672,36168
2940,1,2,2500,2,6,2,1520.22,2,4,1,2,2,2,2,99534,59795,17802,74335,88259,0,1809,62890,12650
2941,3,5,30000,5,6,1,300.02,2,1,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
2942,2,3,900000,9,9,2,1.15,0,0,1,2,1,2,2,3775111,1149753,1547872,483782,1715839,0,45190,1851666,658269
2943,2,3,50001,6,1,13,483.01,1,21,1,1,2,2,2,0,19305,450,0,56780,0,1129,771,3635
2944,3,5,15000,4,4,18,1423.83,2,1,1,1,2,2,2,125101,221688,21684,0,88149,0,5567,3561,19277
2945,1,1,25001,5,7,17,299.07,2,12,1,1,2,2,2,0,698177,0,0,1314897,0,96313,57813,337331
2946,3,6,50000,5,7,1,300.02,2,7,1,1,2,2,2,0,30350,4635,89350,114923,0,618,790,4589
2947,3,5,80000,6,9,14,20.87,1,1,1,2,2,2,2,277005,579095,350574,879643,1522694,0,145703,57856,246005
2948,3,5,200000,7,6,20,10.87,1,5,1,2,2,2,2,0,0,0,0,2385091,0,6921,9684,56285
2949,1,2,10001,4,3,5,1496.57,1,17,1,2,2,2,2,0,0,0,0,16485,0,1552,9477,7220
2950,3,6,2000,2,5,13,1509.76,1,9,1,1,2,2,2,0,10744,7092,0,20558,1546,3260,767,3757
2951,2,3,400000,8,6,16,21.39,2,20,1,1,1,2,2,0,8014241,7139476,0,34324910,0,4205501,5995332,14292154
2952,2,3,1200000,10,4,2,6.9,1,2,1,1,2,2,2,5764578,7562229,9572591,0,17869942,0,234293,9395394,3260911
