BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,VACP6    ,OFCP6    ,LABP6    ,WRHSNP6  ,FDSLSP6  ,PORDP6   ,HCOUTP6  ,INDUSP6  ,AGRICP6  ,WRHSRP6  ,WORSHP6  ,PUBLCP6  ,EDUCP6   ,FDSVCP6  ,HCINP6   ,NURSEP6  ,LODGEP6  ,RESP6    ,PARKP6   ,STRIPP6  ,MALLP6   ,RETLP6   ,SERVP6   ,OTACTP6  ,PBA6     ,VACBA16  ,VACBA26  ,RWSEAT6  ,PBSEAT6  ,EDSEAT6  ,FDSEAT6  ,HCBED6   ,NRSBED6  ,LODGRM6  ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6
06625,3,5,     6500,03,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6044.75,1,19
06626,4,8,    15000,04,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,17,99,99,99999,99999,99999,99999,99999,   23,99999,1,1,2,2,2, 3003.97,2,35
06627,2,3,    40000,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  125,1,1,2,1,2,  114.76,1,12
06629,3,5,   120000,07,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,   35.81,2,38
06631,2,3,   180000,07,03,999, 40,999, 40,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, 20,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,1,2,  100.52,2,34
06632,2,3,    55000,06,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  450,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  199.80,2,26
06633,3,5,    55000,06,08,999, 10,999,999,999,999,999,999,999,999,999,999,999, 10,999,999,999,999,999,999,999,999, 80,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  116.86,2,31
06634,2,3,    40000,05,01,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  225.31,2,22
06635,2,3,    10000,03,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  414.10,2,07
06638,1,2,   650000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  100.52,1,17
06639,4,8,    12500,04,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   24,1,1,2,2,2, 3003.97,2,42
06640,4,8,    55000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  125.89,1,10
06641,2,3,    35000,05,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  300,99999,99999,99999,99999,1,1,2,2,2,  222.08,1,32
06642,2,3,     2500,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  546.18,1,13
06643,4,8,    80000,06,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  218.87,2,32
06644,3,5,    12500,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  370.61,2,24
06645,4,9,   275000,08,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  350,99999,99999,1,1,1,2,2,   13.84,2,18
06646,4,9,    25000,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  250,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,1,11
06648,4,9,     4000,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  350,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  488.82,2,21
06649,2,3,    85000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  130.39,2,28
06650,1,2,     2750,02,02,999,100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2, 6640.55,2,17
06651,4,8,    11250,04,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,2,2,2,2,2,  484.14,1,30
06652,3,7,   550000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  107.43,1,03
06654,1,2,   110000,07,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,   33.71,1,34
06655,3,7,    55000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  500,99999,99999,99999,99999,1,1,2,2,2,  116.86,2,03
06656,1,1,    50001,06,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  167.97,2,25
06658,3,6,   180000,07,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   90.82,1,12
06661,3,6,    11250,04,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,06,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  393.07,1,39
06662,3,6,    37500,05,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   80,1,1,2,2,2,  110.66,2,24
06663,3,7,    11250,04,06, 10, 10,999,999,999,999,999,999,999,999,999,999, 14, 66,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,  150,99999,99999,99999,1,1,2,2,2,  474.50,2,03
06664,1,2,    50000,05,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999, 1000,99999,99999,99999,1,1,1,2,2,  431.20,1,40
06665,2,4,    85000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,91,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,   93.25,1,08
06666,1,2,    16250,04,01,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99, 1000,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,2,27
06667,1,2,   225000,08,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  100.52,2,27
06668,1,2,    85000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,17,99,99,99999,99999,99999,99999,99999,  175,99999,1,2,1,2,2,  159.79,1,37
06669,4,9,    30000,05,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  350,99999,99999,99999,99999,1,1,2,2,2,  222.08,1,29
06671,2,3,     4500,02,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 3204.89,2,28
06672,4,9,    27500,05,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,99998,99999,99999,99999,99999,1,1,2,1,2,  230.31,1,01
06673,2,3,     9000,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  530.18,1,07
06674,4,8,    50001,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  600,99999,99999,99999,99999,1,1,2,2,2,  159.79,1,10
06675,2,3,    20000,04,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,17,99,99,99999,99999,99999,99999,99999,  150,99999,1,1,2,2,2,  487.36,1,14
06677,4,9,     4000,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 6640.55,2,41
06679,4,9,   200000,07,03,999, 50,999, 50,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   31.54,2,18
06680,1,2,     3000,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 5849.83,2,27
06681,2,3,    55000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  437.28,2,21
06682,2,4,   200001,08,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   35.81,1,08
06685,3,5,   190000,07,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  100,99999,99999,1,1,1,1,1,   88.46,2,19
06686,1,2,  1000000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,    8.15,2,35
06687,4,9,    10000,03,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,2,36
06688,1,2,    35000,05,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  300,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  488.82,2,17
06689,4,9,    12500,04,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,01,04,93,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  488.82,2,21
06691,3,7,     8000,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  800,99999,99999,99999,99999,1,1,2,2,2,   88.46,2,04
06692,4,8,     7500,03,09, 60,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, 40,999,999,999,999,01,23,93,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  469.96,2,10
06693,3,7,     3500,02,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  125,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  454.60,1,33
06694,3,5,    10000,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  450,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  488.82,1,43
06695,2,3,     2500,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  414.10,2,07
06697,4,8,    22500,04,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  367.06,1,22
06698,4,8,   375000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,   15.41,1,07
06699,1,1,   300000,08,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,1,   19.06,2,32
06700,3,6,    35000,05,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999, 3500,99999,99999,99999,99999,99999,1,1,1,2,2,   92.00,2,01
06702,3,5,    10001,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  370.61,1,44
06703,3,7,     7500,03,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  508.09,1,12
06704,3,6,    50001,06,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  200.72,2,39
06705,4,8,    25000,04,02,999,100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  367.06,1,30
06706,3,5,   100000,06,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  900,99999,99999,99999,99999,1,2,2,2,2,  116.86,2,38
06707,3,7,     2000,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,  100,99999,99999,99999,1,1,2,2,2, 3003.97,2,25
06708,1,2,   100001,07,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,2,27
06709,2,4,   325000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,99998,99999,99999,1,1,2,1,1,   13.84,1,08
06710,2,3,     2500,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 3204.89,2,19
06712,3,5,   800000,09,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    7.64,1,38
06713,2,3,    75000,06,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  199.80,2,22
06717,3,6,    20000,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,08,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  194.47,2,01
06719,1,1,     4750,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  367.06,1,15
06720,3,7,   600000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  400,99999,99999,1,1,1,2,2,   16.07,2,04
06721,3,7,    10000,03,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  500,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  151.31,2,03
06722,1,2,   250000,08,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  300,99999,99999,1,1,2,1,2,   27.75,1,27
06723,3,5,     4750,02,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,  225,99999,99999,99999,1,1,2,2,2,   29.49,2,01
06724,1,2,   150000,07,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  225,99999,99999,1,2,2,1,2,   27.75,1,17
06725,3,5,    17500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   50,1,1,2,2,2,  418.84,1,38
06726,3,5,     1250,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  474.50,1,05
06729,3,7,    60000,06,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  130.39,2,33
06731,1,2,    12500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2, 6308.52,2,18
06732,2,3,    80000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  600,99999,99999,99999,99999,1,1,2,2,2,  116.86,2,22
06733,2,3,    50001,06,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  130.39,2,32
06734,3,5,    16250,04,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   35,1,1,2,2,2,  393.07,1,31
06735,3,5,   550000,09,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   24.44,1,19
06736,2,4,    80000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,04,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,1,2,  170.91,1,23
06737,3,6,    42500,05,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  109.55,2,39
06740,4,8,    18750,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,99996,99999,99999,99999,1,1,2,2,2,  151.31,1,30
06741,4,9,    75000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  167.97,2,11
06743,4,8,     3750,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,06,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,2,30
06744,3,6,     2500,02,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 3003.97,2,12
06745,2,3,     5500,03,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,  100,99999,99999,99999,99999,99999,1,1,2,2,2, 6241.10,2,16
06747,4,9,    10000,03,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  600,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,1,11
06750,4,9,    11250,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  474.50,2,29
06751,2,3,   200001,08,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   15.41,1,34
06754,3,7,    37500,05,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  170.59,2,15
06755,3,6,  1600000,10,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    7.64,2,39
06757,2,3,     1500,02,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  546.18,2,07
06758,3,5,    20000,04,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  350,99999,99999,99999,99999,1,1,1,2,2,  151.31,2,43
06759,4,9,    40000,05,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  161.30,1,40
06760,3,7,    17500,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  532.18,1,09
06763,3,7,     4250,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 5849.83,2,04
06764,2,3,     9000,03,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,   90,99999,99999,99999,1,1,2,2,2, 3204.89,2,34
06766,3,5,   130000,07,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  225,1,1,2,2,2,   29.49,2,01
06767,1,2,   750000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  300,99999,99999,1,1,1,2,2,   13.84,2,12
06768,4,9,   110000,07,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,1,  159.06,2,11
06769,2,4,    35000,05,07,999, 60,999, 40,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  160.44,2,24
06770,3,5,   200001,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  125,1,1,1,2,2,   88.46,2,40
06771,4,8,     1500,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,   20,99999,99999,99999,99999,1,1,2,2,2, 3003.97,1,30
06772,4,8,    65000,06,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  400,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  100.36,2,30
06773,3,5,     8000,03,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,17,99,99,99999,99999,99999,99999,99999,   16,99999,1,2,2,2,2,  533.87,2,40
06774,4,9,   160000,07,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  500,99999,99999,99999,99999,1,2,2,2,2,   27.75,2,43
06775,2,4,   500001,09,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,07,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,1,1,   31.54,1,13
06776,1,1,     7000,03,01,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  600,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  203.89,1,16
06778,1,2,   110000,07,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  150,99999,99999,1,1,1,2,2,   27.75,1,04
06779,1,2,   250000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,   31.54,1,09
06780,4,9,     1500,02,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 6044.75,2,35
06782,1,2,    27500,05,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  250,99999,99999,99999,99999,1,1,2,2,2,  634.04,2,27
06783,3,6,   100000,06,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  250,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  495.68,2,02
06784,3,5,   400000,08,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,   19.06,1,23
06786,3,5,   850000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,   23.42,2,31
06787,4,8,    70000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  150,1,1,2,2,2,  536.54,2,32
06791,1,1,    12500,04,04,999, 50,999,999,999,999,999,999,999,999, 50,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  350,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  484.14,1,10
