BLDGID4,REGION4,CENDIV4,MSA4,CLIMATE4,SQFT4,SQFTC4,PBA4,HT14,HT24,COOL4,WATR4,COOK4,MANU4,GENR4,HEATP4,COOLP4,WKHRS4,WKHRSC4,NWKER4,NWKERC4,YRCON4,YRCONC4,NFLOOR4,LTOHRP4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,ELBTU4,NGBTU4,FKBTU4,STBTU4,HWBTU4,MFBTU4
2295,2,3,1,3,2500,2,2,1,2,1,1,2,2,2,100,30,44,2,5,2,1973,6,2,100,2082.26,8,2,1,1,2,2,2,155322,114832,0,0,0,270154
2296,1,2,2,3,700000,9,17,1,2,1,1,1,2,2,100,100,168,7,200,6,1984,8,12,100,10.28,11,1,1,1,2,2,2,34397205,31447731,0,0,0,65844936
2297,3,7,1,5,1500,2,14,1,2,1,1,2,2,2,100,100,31,1,2,1,1940,3,1,100,1932.25,20,2,1,1,2,2,2,25768,76878,0,0,0,102646
2298,4,9,2,4,30000,5,2,1,2,1,1,2,2,2,100,100,43,2,50,5,1979,6,2,100,323.85,16,2,1,2,2,2,2,1850490,0,0,0,0,1850490
2299,3,5,2,5,60000,6,2,1,2,1,1,2,2,2,20,75,61,4,150,6,1988,9,3,80,1.04,,0,1,2,2,2,2,3255094,0,0,0,0,3255094
2300,4,8,1,1,140000,7,13,1,2,2,1,2,2,2,100,0,45,2,32,4,1988,9,2,85,463.53,13,2,1,2,2,2,2,1593540,0,0,0,0,1593540
2301,1,1,2,2,8000,3,4,1,1,2,1,2,2,2,100,0,49,3,4,1,1955,4,4,100,1638.2,9,1,1,1,1,2,2,330826,628931,209145,0,0,1168902
2302,3,7,2,5,12500,4,3,1,2,1,1,2,2,2,10,60,65,4,12,3,1973,6,1,100,498.98,9,1,1,2,2,2,2,310428,0,0,0,0,310428
2303,2,3,1,3,3500,2,2,1,2,1,1,2,2,2,50,50,55,3,8,2,1889,1,2,45,652.96,9,2,1,1,2,2,2,38661,110203,0,0,0,148864
2304,3,5,2,5,8000,3,1,2,2,1,2,2,2,2,0,100,44,2,2,1,1956,4,1,100,1595.2,8,2,1,2,2,2,2,52787,0,0,0,0,52787
2305,2,3,2,2,20000,4,1,2,2,2,2,2,2,2,0,0,0,,0,,1923,3,3,997,10.74,12,1,1,2,2,2,2,115891,0,0,0,0,115891
2306,4,9,2,4,40000,5,2,1,2,1,2,2,2,2,100,100,40,2,150,6,1972,6,4,100,336.81,19,2,1,1,2,2,2,930521,566097,0,0,0,1496618
2307,3,5,2,5,40000,5,1,2,2,2,2,2,2,2,0,0,0,,0,,1944,3,1,997,498.98,4,2,2,2,2,2,2,0,0,0,0,0,0
2308,3,6,1,3,4500,2,4,1,2,1,1,2,2,2,100,100,50,3,2,1,1936,3,2,100,2041.81,11,1,1,2,2,1,2,70570,0,0,221222,0,291792
2309,3,6,1,3,60000,6,13,1,1,1,1,1,2,2,100,100,73,4,44,4,1946,4,4,95,408.36,18,1,1,1,1,2,2,1614687,2852443,322934,0,0,4790064
2310,3,7,2,5,200001,8,13,1,2,1,1,1,2,2,100,100,53,3,125,6,1968,5,2,100,20.14,16,2,1,1,2,2,2,10652873,3124741,0,0,0,13777614
2311,2,3,1,1,6000,3,4,1,2,1,1,2,2,2,100,8,75,4,4,1,1969,5,1,75,584.61,6,1,1,1,2,2,2,33243,464183,0,0,0,497426
2312,3,5,1,4,7000,3,3,1,2,1,1,2,2,2,100,5,43,2,3,1,1970,6,1,100,208.64,6,2,1,1,2,2,2,374029,754594,0,0,0,1128623
2313,4,9,2,4,8000,3,2,1,2,1,1,2,2,2,100,100,54,3,20,4,1988,9,1,100,492.68,7,1,1,1,2,2,2,116243,107736,0,0,0,223979
2314,3,6,1,4,70000,6,13,1,1,1,1,1,2,2,100,80,38,1,45,4,1979,6,1,100,408.36,18,2,1,1,2,2,2,2041896,797032,0,0,0,2838928
2315,2,3,2,3,120000,7,2,1,2,1,1,2,2,2,75,63,87,5,250,7,1986,8,5,70,157.88,1,1,1,1,2,2,2,7886187,1934904,0,0,0,9821091
2316,4,9,2,4,9000,3,17,1,2,1,1,2,2,2,100,50,168,7,2,1,1958,4,1,100,497.58,19,2,1,1,2,2,2,76887,470930,0,0,0,547817
2317,2,4,2,1,30000,5,12,1,2,1,1,2,2,2,100,35,86,5,40,4,1970,6,2,100,1.03,,0,1,1,2,2,2,663459,2482612,0,0,0,3146071
2318,1,1,2,2,2500,2,12,1,2,2,2,2,2,2,100,0,45,2,2,1,1950,4,4,10,327.35,11,1,1,1,2,2,2,7577,25291,0,0,0,32868
2319,3,5,2,3,4500,2,3,1,2,1,1,2,2,2,100,50,59,3,6,2,1945,3,3,90,1.03,,0,1,1,2,2,2,233340,249936,0,0,0,483276
2320,1,2,2,3,3500,2,3,1,2,1,1,2,2,2,100,25,58,3,3,1,1929,3,1,100,2039.07,18,2,1,2,1,2,2,91394,0,389858,0,0,481252
2321,3,6,2,4,20000,4,3,1,2,1,1,2,2,2,100,36,84,4,26,4,1970,6,2,100,20,3,1,1,1,2,2,2,1033509,960516,0,0,0,1994025
2322,2,3,2,2,1500,2,2,1,2,1,1,2,2,2,100,100,33,1,12,3,1986,8,1,90,1636.1,2,2,1,1,2,2,2,183450,121515,0,0,0,304965
2323,1,2,2,3,2000,2,12,1,2,2,2,2,2,2,10,0,55,3,1,1,1969,5,1,100,1638.2,14,2,1,2,1,2,2,39931,0,82382,0,0,122313
2324,2,3,1,3,2500,2,3,1,2,1,2,2,2,2,100,100,168,7,1,1,1960,5,1,100,1893.87,8,2,1,1,2,2,2,77598,862216,0,0,0,939814
2325,1,1,2,1,15000,4,4,1,2,2,1,1,2,2,100,0,55,3,3,1,1909,2,2,100,490.89,12,2,1,2,1,2,2,76555,0,1212303,0,0,1288858
2326,2,3,2,2,8000,3,4,1,2,1,2,2,2,2,100,75,88,5,175,6,1983,7,3,90,157.88,2,2,1,1,2,2,2,958724,4069695,0,0,0,5028419
2327,1,1,2,2,2500,2,3,1,2,1,1,2,1,2,100,100,60,3,6,2,1980,7,1,100,2039.07,3,1,1,1,2,2,2,69885,178289,0,0,0,248174
2328,2,3,2,1,50000,5,3,1,2,1,1,2,1,2,100,15,108,5,65,5,1968,5,2,100,239.31,17,1,1,1,2,2,2,2664638,47142326,0,0,0,49806964
2329,4,9,2,4,80000,6,13,1,2,1,1,2,2,2,100,6,80,4,50,5,1959,4,3,90,306.28,15,1,1,1,2,2,2,1357096,8037981,0,0,0,9395077
2330,2,3,1,3,15000,4,3,1,2,1,2,2,2,2,75,50,89,5,3,1,1926,3,3,50,682.05,8,2,1,1,2,2,2,195652,470245,0,0,0,665897
2331,4,9,2,4,2000,2,14,1,2,1,1,2,2,2,50,50,84,4,5,2,1977,6,1,80,1509.24,20,1,1,1,2,2,2,158481,1008626,0,0,0,1167107
2332,2,4,2,3,2000,2,13,1,2,2,1,2,2,2,100,0,43,2,1,1,1951,4,1,100,306.28,5,2,1,1,2,2,2,28303,344747,0,0,0,373050
2333,2,4,1,2,90000,6,13,1,2,1,1,2,2,2,98,90,93,5,117,6,1971,6,1,100,389.8,15,1,1,1,2,2,2,3919192,4654967,0,0,0,8574159
2334,4,8,2,2,2000,2,5,1,2,1,1,2,2,2,100,100,78,4,2,1,1935,3,1,80,1509.24,19,2,1,1,2,2,2,296578,71580,0,0,0,368158
2335,3,5,2,4,1500,2,3,1,2,1,1,1,2,2,100,100,120,5,3,1,1971,6,1,100,1595.2,16,1,1,2,2,2,2,477523,0,0,0,0,477523
2336,3,5,1,4,4000,2,12,2,2,2,2,2,2,2,0,0,33,1,0,0,1909,2,1,20,2170.72,6,2,1,2,2,2,2,1447,0,0,0,0,1447
2337,1,2,1,2,80000,6,2,1,2,1,1,2,2,2,100,100,45,2,50,5,1978,6,3,90,13.71,16,2,1,1,2,2,2,1128686,1746089,0,0,0,2874775
2338,4,9,2,4,20000,4,2,1,2,1,1,2,2,2,100,100,60,3,75,5,1981,7,2,100,20.41,19,2,1,1,2,2,2,1513590,508517,0,0,0,2022107
2339,2,3,2,3,12500,4,3,1,2,1,1,1,2,2,50,50,71,4,7,2,1969,5,1,50,610.82,1,2,1,1,2,2,2,279240,1081059,0,0,0,1360299
2340,3,6,1,5,15000,4,3,1,2,1,2,2,2,2,75,100,48,2,4,1,1920,3,2,50,2650.99,2,1,1,1,2,2,2,88675,159296,0,0,0,247971
2341,4,9,2,4,30000,5,4,1,2,1,1,2,2,2,20,100,49,3,7,2,1989,9,1,20,163.32,7,2,1,2,2,2,2,304716,0,0,0,0,304716
2342,3,5,1,4,90000,6,1,2,2,2,2,2,2,2,0,0,0,,0,,1917,2,2,997,281.95,6,2,2,2,2,2,2,0,0,0,0,0,0
2343,2,3,2,2,17500,4,17,1,2,2,1,2,2,2,100,0,168,7,1,1,1920,3,5,100,509.17,9,2,1,1,2,2,2,188234,985377,0,0,0,1173611
2344,3,5,2,5,7000,3,13,1,2,1,1,1,2,2,100,100,45,2,13,3,1984,8,1,100,470.24,8,1,1,2,2,3,2,3196896,0,0,0,0,3196896
2345,3,5,1,3,80000,6,15,1,1,1,1,1,2,1,100,95,168,7,200,6,1978,6,4,98,215.82,2,2,1,2,1,2,2,7727489,0,0,0,0,7727489
2346,3,5,2,5,1500,2,3,2,2,1,2,1,2,2,0,25,63,4,8,2,1955,4,1,75,1595.2,6,1,1,2,2,2,2,134121,0,0,0,0,134121
2347,3,5,2,4,50000,5,13,1,2,1,1,1,2,2,100,98,53,3,28,4,1950,4,2,100,496.13,16,2,1,1,2,2,2,1043895,4877,0,0,0,1048772
2348,3,5,2,5,25000,4,4,2,2,1,1,1,1,2,0,100,92,5,6,2,1977,6,1,75,459.35,15,2,1,2,2,2,2,653691,0,0,0,0,653691
2349,3,6,2,4,50000,5,4,1,2,1,1,2,2,2,75,75,59,3,3,1,1958,4,2,30,156.48,10,1,1,1,2,2,2,286083,229500,0,0,0,515583
2350,3,5,2,3,60000,6,1,2,2,2,2,2,2,2,0,0,0,,0,,1906,2,4,997,235.53,4,2,1,2,2,2,2,39319,0,0,0,0,39319
2351,3,7,2,4,60000,6,1,1,2,1,1,2,2,2,100,100,54,3,10,3,1985,8,1,100,358.11,3,1,1,1,2,2,2,226504,845161,0,0,0,1071665
2352,3,5,2,5,12500,4,3,1,2,1,2,2,2,2,100,100,93,5,4,1,1985,8,1,100,259.98,15,2,1,2,2,2,2,76486,0,0,0,0,76486
2353,4,9,2,5,40000,5,2,1,2,1,1,2,2,2,90,90,94,5,38,4,1989,9,1,60,138.04,7,1,1,1,2,2,2,251033,145841,0,0,0,396874
2354,3,6,1,3,7000,3,13,1,1,1,1,2,2,2,100,100,40,2,15,3,1959,4,1,100,1836.5,11,1,1,1,2,2,2,31397,843003,0,0,0,874400
2355,2,3,2,2,10001,4,13,1,2,1,1,1,2,2,100,50,40,2,50,5,1907,2,3,100,509.17,7,2,1,1,2,2,2,215758,6052578,0,0,0,6268336
2356,2,4,2,3,250000,8,19,1,2,1,1,2,2,2,4,4,168,7,0,0,1987,9,4,97,9.81,17,2,1,2,2,2,2,1119955,0,0,0,0,1119955
2357,2,3,2,2,60000,6,13,1,2,1,1,1,2,2,100,5,48,2,50,5,1982,7,2,98,8.39,19,2,1,2,2,2,2,3173169,0,0,0,0,3173169
2358,2,3,2,2,700000,9,15,1,2,1,1,1,2,1,100,100,168,7,2750,10,1970,6,8,85,10.06,5,1,1,2,1,1,2,68900692,0,998707,109372452,0,179271851
2359,3,7,2,5,2500,2,3,1,2,1,2,2,2,2,100,5,54,3,2,1,1961,5,1,2,1895.05,10,1,1,2,1,2,2,15892,0,25953,0,0,41845
2360,4,9,2,4,1500,2,2,1,2,1,1,2,2,2,100,100,54,3,6,2,1940,3,1,100,1735.25,15,2,1,1,2,2,2,33422,76725,0,0,0,110147
2361,1,1,2,2,160000,7,15,1,1,1,1,1,2,2,100,90,168,7,400,7,1975,6,4,90,306.28,17,1,1,1,1,2,2,17866956,19410241,15958504,0,0,53235701
2362,3,7,2,5,8000,3,4,1,1,1,1,2,2,2,100,60,45,2,12,3,1955,4,1,100,4.92,10,1,1,1,2,2,2,590571,152014,0,0,0,742585
2363,2,4,1,2,1500,2,2,1,2,2,1,2,2,2,100,0,43,2,3,1,1920,3,1,50,584.61,15,1,1,1,2,2,2,33557,98831,0,0,0,132388
2364,4,9,2,4,40000,5,17,1,2,1,1,2,2,2,60,70,168,7,2,1,1947,4,2,65,497.58,14,1,1,1,2,2,2,1182739,1074910,0,0,0,2257649
2365,3,6,1,3,10001,4,3,1,1,1,1,2,2,2,25,12,57,3,4,1,1980,7,1,75,833.61,11,1,1,2,2,2,2,149064,0,0,0,0,149064
2366,2,3,2,3,2000,2,2,1,2,1,1,2,2,2,100,100,45,2,6,2,1959,4,3,50,513.05,14,1,1,1,2,2,2,34123,46459,0,0,0,80582
2367,2,4,1,1,7000,3,3,1,2,1,1,2,2,2,100,33,45,2,3,1,1976,6,2,100,2392.14,12,2,1,1,2,2,2,48241,407024,0,0,0,455265
2368,3,5,2,4,2000,2,3,1,2,1,2,2,2,2,100,100,45,2,2,1,1974,6,1,100,1597.65,4,2,1,1,2,2,2,44842,58280,0,0,0,103122
2369,2,3,2,2,800000,9,2,1,2,1,1,1,2,2,100,100,56,3,1750,9,1986,8,995,100,21.48,19,2,1,1,2,2,2,71452101,9868661,0,0,0,81320762
2370,3,6,2,5,7000,3,4,1,2,1,1,1,2,2,100,100,168,7,14,3,1969,5,2,100,1472.34,3,2,1,1,2,2,2,413395,340702,0,0,0,754097
2371,2,3,1,2,3500,2,4,1,2,2,2,2,2,2,100,0,16,1,1,1,1926,3,2,70,1991.37,8,1,1,1,2,2,2,5921,128523,0,0,0,134444
2372,2,4,1,1,1500,2,3,2,2,1,1,2,2,2,0,100,50,3,4,1,1918,2,2,80,1991.37,12,1,1,2,2,2,2,60831,0,0,0,0,60831
2373,3,7,2,5,400000,8,2,1,2,1,1,1,2,2,85,85,66,4,2000,9,1972,6,994,98,10.39,17,2,1,1,2,2,2,31187015,12733733,0,0,0,43920748
2374,4,8,1,4,4500,2,3,1,2,1,1,2,2,2,100,100,45,2,2,1,1974,6,1,100,703.83,2,2,1,1,2,2,2,303694,189842,0,0,0,493536
2375,3,5,2,5,1500,2,12,2,2,2,2,2,2,2,0,0,48,2,1,1,1980,7,1,0,1595.2,4,2,2,2,2,2,2,0,0,0,0,0,0
2376,3,5,2,5,160000,7,16,2,2,1,1,1,2,2,0,100,168,7,225,6,1974,6,3,100,306.28,5,2,1,1,2,2,2,12359356,5372027,0,0,0,17731383
2377,3,5,2,5,250000,8,3,1,2,1,1,2,2,1,100,100,68,4,100,6,1962,5,1,80,22.3,8,1,1,2,2,2,2,11231905,0,0,0,0,11231905
2378,3,7,2,5,5000,2,4,1,2,1,1,1,2,2,100,100,3,1,2,1,1978,6,1,100,1595.2,13,1,1,1,2,2,2,71734,61740,0,0,0,133474
2379,4,8,1,2,7000,3,13,1,2,1,1,2,1,2,100,20,53,3,6,2,1963,5,1,100,614.51,2,1,1,1,2,2,2,117733,533916,0,0,0,651649
2380,2,4,1,2,400000,8,17,1,1,1,1,1,2,2,98,98,168,7,370,7,1980,7,995,100,98.23,15,1,1,1,1,2,2,25286332,19752532,1912119,0,0,46950983
2381,2,3,2,2,1500,2,1,1,2,1,1,1,2,2,100,33,0,0,1,1,1958,4,4,70,1508.84,12,2,1,1,2,2,2,14688,273819,0,0,0,288507
2382,1,1,2,2,70000,6,12,1,2,1,1,2,2,2,30,30,45,2,10,3,1902,2,5,30,157.78,3,2,1,2,1,2,2,4180212,0,2266939,0,0,6447151
2383,3,7,2,4,22500,4,17,1,2,1,1,1,2,2,100,100,168,7,12,3,1970,6,2,30,321.32,3,2,1,1,2,2,2,1440988,3410245,0,0,0,4851233
2384,3,7,2,5,2000,2,2,1,1,1,1,2,2,2,100,100,45,2,6,2,1962,5,1,100,1616.48,10,1,1,1,2,2,2,76213,13500,0,0,0,89713
2385,1,1,2,2,80000,6,2,1,2,1,1,2,2,2,100,100,40,2,115,6,1984,8,4,100,242.96,7,1,1,4,2,2,2,6807429,0,0,0,0,6807429
2386,3,7,2,5,1500,2,14,1,2,1,1,1,2,2,100,100,53,3,3,1,1985,8,1,100,1377.41,10,1,1,1,2,2,2,131052,137563,0,0,0,268615
2387,4,8,2,5,22500,4,3,1,2,1,1,2,2,2,100,75,87,5,20,4,1988,9,1,100,358.11,7,2,1,1,2,2,2,1796841,507242,0,0,0,2304083
2388,2,4,1,3,5000,2,4,1,2,1,1,2,2,2,100,100,55,3,4,1,1955,4,3,35,584.61,18,1,1,1,2,2,2,179553,623624,0,0,0,803177
2389,3,6,2,5,2000,2,3,1,1,1,2,2,2,2,100,100,45,2,1,1,1908,2,1,100,358.11,3,2,1,1,2,2,2,56418,4500,0,0,0,60918
2390,1,2,2,3,50001,6,2,1,1,1,1,2,2,2,75,60,53,3,50,5,1900,2,4,75,469.94,5,2,1,2,1,2,2,498401,0,0,0,0,498401
2391,2,3,2,3,3000,2,12,1,2,1,1,1,2,2,100,100,106,5,1,1,1955,4,1,100,1636.49,1,2,1,1,2,2,2,128611,124313,0,0,0,252924
2392,3,6,1,4,250000,8,12,1,1,1,1,2,2,2,95,1,45,2,10,3,1962,5,1,100,98.36,11,2,1,1,2,2,2,615965,1688484,0,0,0,2304449
2393,1,1,2,2,250000,8,2,1,2,1,1,2,2,1,100,100,55,3,1000,9,1979,6,11,100,20.83,18,2,1,1,1,2,2,26337961,571023,0,0,0,26908984
2394,2,3,2,2,450000,8,12,1,1,1,1,2,2,2,100,15,108,5,120,6,1980,7,5,75,21.19,10,2,1,1,1,2,2,13249056,6963346,60695406,0,0,80907808
2395,3,5,1,3,1500,2,3,1,2,1,2,2,2,2,100,100,45,2,2,1,1985,8,1,90,2124.65,6,1,1,2,1,2,2,14468,0,132706,0,0,147174
2396,3,5,2,3,7000,3,7,1,2,1,1,2,2,2,100,100,50,3,12,3,1959,4,2,80,20.84,8,1,1,1,2,2,2,741295,1529008,0,0,0,2270303
2397,3,6,2,3,12500,4,3,1,2,1,1,2,2,2,75,75,47,2,7,2,1976,6,2,100,1859.44,1,1,1,1,2,2,2,410730,308342,0,0,0,719072
2398,3,7,1,5,1500,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1983,7,1,997,2650.99,20,1,1,2,2,2,2,120537,0,0,0,0,120537
2399,3,5,1,3,5000,2,13,1,1,2,1,1,2,2,100,0,35,1,1,1,1940,3,1,70,96,2,2,1,2,1,2,2,199872,0,79970,0,0,279842
2400,2,3,1,3,1500,2,12,1,2,1,1,2,2,1,100,60,43,2,21,4,1951,4,1,100,1004.79,8,2,1,1,2,2,2,5432,134992,0,0,0,140424
2401,2,3,2,2,30000,5,2,1,2,1,1,2,2,2,100,100,45,2,70,5,1900,2,4,100,513.05,14,2,1,1,2,2,2,527236,2974308,0,0,0,3501544
2402,3,7,1,5,5000,2,3,1,2,1,1,2,2,2,10,15,80,4,1,1,1976,6,1,15,1836.5,9,2,1,1,2,2,2,11966,11721,0,0,0,23687
2403,1,2,2,3,12500,4,13,1,2,1,1,1,2,2,100,100,50,3,34,4,1976,6,2,50,476.91,5,2,1,1,1,2,2,366105,407019,479035,0,0,1252159
2404,3,6,1,3,70000,6,3,1,2,1,1,1,2,2,100,100,77,4,100,6,1987,9,2,100,103.77,11,1,1,1,2,2,2,1563685,506165,0,0,0,2069850
2405,3,7,2,5,5001,3,13,1,2,1,1,2,2,2,100,100,55,3,15,3,1983,7,2,100,496.13,8,2,1,2,2,2,2,239825,0,0,0,0,239825
2406,3,5,2,3,3000,2,14,1,2,1,1,1,2,2,100,75,96,5,6,2,1968,5,1,75,1472.34,12,1,1,1,2,2,2,252829,334174,0,0,0,587003
2407,4,9,2,4,120000,7,3,1,2,1,1,1,2,2,100,100,56,3,100,6,1976,6,1,100,358.11,5,1,1,1,2,2,2,4624475,41794,0,0,0,4666269
2408,4,9,2,4,22500,4,14,1,2,2,1,1,2,1,100,0,94,5,60,5,1969,5,1,80,362.37,20,2,1,1,2,2,2,628467,1855986,0,0,0,2484453
2409,3,6,1,3,5000,2,3,1,2,2,2,2,2,2,75,0,45,2,4,1,1973,6,1,75,2124.65,11,1,1,2,1,2,2,32253,0,69345,0,0,101598
2410,4,9,2,4,5000,2,5,2,2,2,1,2,2,2,0,0,35,1,2,1,1959,4,1,50,256.39,13,1,1,1,2,2,2,237657,41544,0,0,0,279201
2411,3,7,2,5,10001,4,3,1,1,1,1,2,2,2,10,10,53,3,10,3,1969,5,1,100,498.98,17,2,1,1,2,2,2,1022556,218457,0,0,0,1241013
2412,2,3,2,2,7000,3,2,1,2,1,1,2,2,2,100,100,66,4,4,1,1989,9,1,100,1531.39,16,1,1,2,2,2,2,254782,0,0,0,0,254782
2413,1,2,2,3,35000,5,4,1,1,1,1,2,2,2,100,100,105,5,5,2,1934,3,1,100,490.89,5,2,1,1,1,2,2,487048,204119,576673,0,0,1267840
2414,4,9,2,4,1001,2,3,1,2,2,2,2,1,2,100,0,53,3,2,1,1948,4,1,100,1005.94,11,2,1,1,2,2,2,523813,1672,0,0,0,525485
2415,1,1,2,1,60000,6,1,1,2,1,1,1,2,2,30,30,38,1,7,2,1942,3,4,30,242.96,12,2,1,2,1,2,2,346147,0,0,0,0,346147
2416,3,5,2,3,2500,2,2,1,2,1,1,2,2,2,100,100,40,2,7,2,1986,8,2,100,1597.64,12,1,1,2,2,2,2,34976,0,0,0,0,34976
2417,1,1,2,1,12500,4,3,1,1,1,1,2,2,2,70,7,168,7,14,3,1976,6,1,100,490.89,12,2,1,2,1,2,2,474297,0,1901024,0,0,2375321
2418,3,7,2,5,70000,6,2,1,2,1,1,2,2,2,100,100,50,3,150,6,1980,7,4,100,10.39,19,2,1,2,2,2,2,7572390,0,0,0,0,7572390
2419,2,3,2,2,800000,9,19,2,2,2,2,2,2,2,0,0,168,7,2,1,1974,6,4,100,21.48,19,2,1,2,2,2,2,4889424,0,0,0,0,4889424
2420,2,4,2,1,30000,5,12,1,2,1,1,1,1,2,67,52,50,3,55,5,1961,5,1,67,474.3,6,1,1,1,2,2,2,2741672,1691510,0,0,0,4433182
2421,1,2,2,2,5000,2,4,1,2,1,1,1,2,2,100,10,57,3,5,2,1884,1,3,60,250.94,13,2,1,1,2,2,2,140146,1294467,0,0,0,1434613
2422,1,2,2,3,45000,5,3,1,2,1,1,1,2,2,100,100,75,4,80,5,1970,6,2,100,327.35,10,1,1,1,2,2,2,441155,3821752,0,0,0,4262907
2423,2,4,1,1,30000,5,16,1,2,2,1,2,2,2,100,0,168,7,18,3,1938,3,4,100,408.33,18,1,1,2,2,1,1,603588,0,0,6168130,0,6771718
2424,3,7,2,5,4000,2,5,1,2,1,1,1,2,2,29,61,67,4,11,3,1976,6,1,100,857.04,13,2,1,1,2,2,2,167642,261154,0,0,0,428796
2425,4,9,2,4,450000,8,2,1,2,1,1,2,2,1,80,80,55,3,540,8,1988,9,994,80,10.27,19,1,1,2,1,2,2,16085647,0,574788,0,0,16660435
2426,2,3,2,2,4500,2,4,1,2,2,1,2,2,2,100,0,10,1,3,1,1959,4,1,100,1636.49,5,2,1,1,2,2,2,6756,320548,0,0,0,327304
2427,2,3,2,2,450000,8,2,1,2,1,1,1,2,1,100,100,63,4,800,8,1984,8,5,100,6.25,10,2,1,1,1,2,2,58014577,19341641,0,0,0,77356218
2428,1,2,2,3,17500,4,3,1,2,1,1,2,2,2,100,10,112,5,5,2,1959,4,1,100,2039.07,10,2,1,1,2,2,2,46294,140143,0,0,0,186437
2429,1,2,2,3,400000,8,12,1,2,1,1,2,2,2,100,5,55,3,45,4,1987,9,1,100,10.09,4,1,1,1,2,2,2,2539419,7495857,0,0,0,10035276
2430,1,2,2,3,9000,3,4,1,2,1,1,1,2,2,100,50,10,1,30,4,1927,3,2,100,490.89,14,2,1,1,1,2,2,53193,24367,374463,0,0,452023
2431,2,3,1,3,1001,2,4,1,2,1,1,1,2,2,100,100,109,5,15,3,1961,5,1,95,584.61,9,2,1,2,2,2,2,316715,0,0,0,0,316715
2432,3,7,2,4,2500,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1975,6,1,997,1595.2,3,1,2,2,2,2,2,0,0,0,0,0,0
2433,3,6,2,4,12500,4,12,1,1,1,1,2,2,2,100,6,53,3,5,2,1988,9,1,100,459.35,10,2,1,1,2,2,2,129579,300717,0,0,0,430296
2434,3,7,2,5,1500,2,2,1,2,1,1,1,2,2,100,100,45,2,6,2,1950,4,1,100,1597.65,13,1,1,1,2,2,2,79185,36127,0,0,0,115312
2435,3,6,2,4,300000,8,3,1,2,1,1,2,2,2,100,100,168,7,452,7,1970,6,6,85,20,3,1,1,1,2,2,2,16191637,118374,0,0,0,16310011
2436,3,7,2,4,250000,8,17,1,2,1,1,2,2,2,90,90,168,7,600,8,1973,6,9,80,20,3,1,1,1,2,1,2,3311774,19241680,0,20793105,0,43346559
2437,2,3,2,2,1500,2,3,1,2,1,1,2,2,2,100,90,79,4,3,1,1975,6,1,100,1904.68,9,2,1,2,2,2,2,145546,0,0,0,0,145546
2438,1,1,1,1,3500,2,2,1,2,1,1,2,2,2,100,66,54,3,15,3,1915,2,3,66,2169.66,12,1,1,2,1,2,2,97071,0,203042,0,0,300113
2439,4,9,2,3,60000,6,13,1,1,1,1,2,2,2,100,10,70,4,45,4,1979,6,3,100,1.7,7,1,1,2,1,1,1,2728534,0,0,6431596,0,9160130
2440,3,7,2,4,1300000,10,3,1,2,1,1,1,2,2,100,100,71,4,2000,9,1976,6,2,100,259.98,3,1,1,1,2,2,2,65373069,4705245,0,0,0,70078314
2441,3,5,2,5,10000,3,3,1,2,1,2,2,2,2,75,10,60,3,4,1,1984,8,2,75,498.98,8,1,1,2,2,2,2,163180,0,0,0,0,163180
2442,3,6,2,3,250000,8,12,1,2,1,1,2,2,1,10,10,85,5,40,4,1954,4,1,100,1.69,1,1,1,1,1,2,2,5539921,3559056,92561,0,0,9191538
2443,4,8,2,2,15000,4,13,1,2,1,1,1,2,2,100,50,40,2,37,4,1957,4,1,90,5.7,19,2,1,1,2,2,2,1071219,3248650,0,0,0,4319869
2444,1,2,1,2,9000,3,7,1,2,1,1,1,2,2,100,25,48,2,8,2,1938,3,4,65,2169.66,16,2,1,1,2,2,2,51607,501790,0,0,0,553397
2445,1,2,2,3,3000,2,1,1,2,2,2,2,2,2,995,0,0,,0,,1950,4,1,997,1595.05,9,1,1,2,2,2,2,11062,0,0,0,0,11062
2446,2,3,2,2,40000,5,13,1,1,1,1,2,2,1,100,50,48,2,50,5,1956,4,4,75,10.04,5,2,1,1,1,2,2,1096973,7432876,0,0,0,8529849
2447,2,4,2,2,1000000,9,3,1,1,1,1,2,2,1,100,100,71,4,3000,10,1968,5,4,100,21.19,6,2,1,1,1,2,2,48290312,183750751,15602764,0,0,247643827
2448,4,8,1,1,3000,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1935,3,2,997,2112.93,13,2,2,2,2,2,2,0,0,0,0,0,0
2449,3,7,2,5,4500,2,4,1,2,1,1,2,2,2,50,50,6,1,0,0,1951,4,2,30,498.98,11,1,1,1,2,2,2,89517,37448,0,0,0,126965
2450,4,9,2,4,3500,2,13,1,2,2,1,2,2,2,100,0,57,3,1,1,1962,5,1,100,1.08,,0,1,1,2,2,2,61961,182985,0,0,0,244946
2451,3,6,2,4,3500,2,14,1,2,1,1,1,2,2,100,100,120,5,18,3,1983,7,1,100,1472.34,10,1,1,1,2,2,2,1521241,1061563,0,0,0,2582804
