BLDGID4,REGION4,CENDIV4,MSA4,CLIMATE4,SQFT4,SQFTC4,PBA4,HT14,HT24,COOL4,WATR4,COOK4,MANU4,GENR4,HEATP4,COOLP4,WKHRS4,WKHRSC4,NWKER4,NWKERC4,YRCON4,YRCONC4,NFLOOR4,LTOHRP4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,ELBTU4,NGBTU4,FKBTU4,STBTU4,HWBTU4,MFBTU4
1756,4,8,2,2,90000,6,3,1,2,1,1,2,2,2,100,100,87,5,60,5,1988,9,2,97,248.34,10,1,1,1,2,2,2,4150688,1922172,0,0,0,6072860
1757,3,5,2,5,90000,6,2,2,2,1,2,1,2,2,0,80,58,3,200,6,1986,8,5,80,248.34,19,2,1,2,2,2,2,6079268,0,0,0,0,6079268
1758,2,4,2,1,12500,4,2,1,2,1,1,2,2,2,100,33,77,4,18,3,1908,2,3,75,1636.1,20,1,1,1,1,2,2,240989,17989,4073018,0,0,4331996
1759,4,9,2,4,9000,3,2,1,2,1,1,2,2,2,80,80,38,1,12,3,1976,6,1,100,1735.25,19,2,1,1,2,2,2,473269,42406,0,0,0,515675
1760,1,1,2,1,2500,2,3,1,2,2,1,2,2,2,100,0,48,2,5,2,1959,4,1,100,469.94,12,2,1,2,1,2,2,15055,0,398330,0,0,413385
1761,3,5,2,3,500000,8,3,1,1,1,1,1,2,2,100,100,74,4,1500,9,1963,5,2,100,10.39,19,1,1,1,2,2,2,29332381,12475184,0,0,0,41807565
1762,4,9,2,4,15000,4,4,1,2,2,1,1,2,2,75,0,63,4,7,2,1963,5,1,10,492.68,20,1,1,1,2,2,2,828344,475933,0,0,0,1304277
1763,3,7,2,5,350000,8,10,1,1,1,1,2,2,2,95,95,50,3,500,8,1982,7,4,100,347.16,4,2,1,1,1,2,2,54393903,37081907,4658597,0,0,96134407
1764,3,6,1,5,3500,2,3,1,2,2,2,2,2,2,50,0,48,2,4,1,1925,3,2,50,2651.06,2,1,1,1,2,2,2,38214,135559,0,0,0,173773
1765,2,4,2,1,70000,6,12,1,1,1,1,2,2,2,100,17,103,5,10,3,1968,5,2,100,157.88,1,2,1,1,1,2,2,1214644,5411007,6481378,0,0,13107029
1766,3,6,2,4,7000,3,3,1,2,1,1,2,2,2,100,10,58,3,10,3,1948,4,1,90,597.74,1,2,1,1,2,2,2,282198,58955,0,0,0,341153
1767,3,7,2,5,2500,2,4,1,2,2,2,2,2,2,100,0,33,1,1,1,1979,6,1,100,1595.2,10,1,1,1,2,2,2,62967,34466,0,0,0,97433
1768,4,8,2,5,10001,4,12,1,2,1,1,2,2,2,100,100,60,3,14,3,1968,5,1,100,1382.22,20,2,1,1,2,2,2,343342,366111,0,0,0,709453
1769,4,9,2,4,180000,7,2,1,2,1,1,2,2,1,66,100,168,7,400,7,1974,6,5,95,256.39,14,1,1,1,1,2,2,40557167,2653239,3056030,0,0,46266436
1770,3,6,1,4,80000,6,13,1,1,1,1,1,2,2,100,80,38,1,27,4,1975,6,1,90,22.86,18,2,1,1,2,1,2,1239665,3968817,0,2446719,0,7655201
1771,3,7,1,5,40000,5,13,1,2,1,1,1,2,2,85,85,53,3,118,6,1965,5,1,99,26.86,20,1,1,1,2,2,2,7045427,2434163,0,0,0,9479590
1772,1,2,2,3,1500000,10,2,1,2,1,1,1,2,2,100,100,66,4,3000,10,1928,3,995,100,10.28,7,1,1,1,2,1,2,46823600,905653,0,33760857,0,81490110
1773,3,7,2,5,3000,2,4,1,2,1,1,1,2,2,33,33,50,3,1,1,1946,4,1,35,1595.2,13,2,1,1,2,2,2,131581,44883,0,0,0,176464
1774,1,2,2,3,2500,2,3,1,2,2,2,2,2,2,100,0,51,3,2,1,1959,4,1,100,2039.07,5,2,1,1,2,2,2,18400,95903,0,0,0,114303
1775,3,5,2,5,60000,6,4,1,1,1,1,1,2,2,100,98,168,7,100,6,1986,8,2,100,22.98,14,1,1,2,2,2,2,21765421,0,0,0,0,21765421
1776,1,1,2,1,30000,5,3,1,2,1,1,2,2,2,100,20,90,5,60,5,1986,8,2,100,327.35,12,2,1,2,2,2,2,1639541,0,0,0,0,1639541
1777,4,9,2,4,80000,6,3,1,2,1,1,1,2,2,100,80,81,4,100,6,1970,6,1,80,288.37,7,2,1,1,2,2,2,41587,2790384,0,0,0,2831971
1778,4,9,2,3,2500,2,14,1,2,1,1,1,2,2,100,67,74,4,10,3,1986,8,1,100,1509.24,16,1,1,1,2,2,2,382594,1395722,0,0,0,1778316
1779,4,8,1,4,3000,2,1,1,2,1,2,2,2,2,33,33,1,1,8,2,1964,5,1,33,2316.77,2,2,1,1,2,2,2,8177,7173,0,0,0,15350
1780,3,7,2,5,12500,4,13,1,2,1,1,2,2,2,100,100,50,3,12,3,1972,6,1,100,496.13,10,1,1,2,2,2,2,460624,0,0,0,0,460624
1781,3,5,2,4,900000,9,2,1,2,1,1,1,2,2,100,100,55,3,1800,9,1974,6,995,100,10.39,16,1,1,2,2,2,2,102230617,0,0,0,0,102230617
1782,3,7,2,5,1300000,10,3,1,2,1,1,1,2,2,80,80,72,4,1378,9,1980,7,2,80,5.74,13,2,1,1,2,2,2,55915581,8142864,0,0,0,64058445
1783,4,8,2,5,30000,5,17,1,2,1,1,1,2,2,100,100,168,7,25,4,1985,8,5,100,497.58,9,2,1,1,2,2,2,2232967,5155948,0,0,0,7388915
1784,2,4,1,3,7000,3,4,1,2,1,1,2,2,2,100,100,60,3,2,1,1954,4,3,70,584.61,18,1,1,1,2,2,2,70553,406274,0,0,0,476827
1785,2,3,2,2,60000,6,12,1,2,1,1,2,2,2,100,8,43,2,8,2,1967,5,1,100,157.88,3,1,1,1,2,2,2,428603,2110594,0,0,0,2539197
1786,2,3,1,1,6000,3,1,1,2,2,1,2,2,2,73,0,0,,0,,1984,8,1,997,299.15,3,2,1,1,2,2,2,3934,133573,0,0,0,137507
1787,4,9,2,4,2000,2,2,1,2,1,1,2,2,2,100,100,43,2,3,1,1969,5,1,100,1654.84,7,1,1,1,2,2,2,10951,91214,0,0,0,102165
1788,2,3,2,2,12500,4,3,1,2,1,1,2,2,2,50,40,89,5,8,2,1977,6,2,100,1508.84,4,1,1,1,2,2,2,643102,330206,0,0,0,973308
1789,4,9,2,4,2000,2,13,1,2,1,2,2,2,2,100,100,35,1,2,4,1955,4,1,100,1509.24,14,2,1,1,2,2,2,55457,133152,0,0,0,188609
1790,2,3,2,2,3500,2,12,1,2,1,1,2,2,2,100,35,43,2,4,1,1955,4,3,35,1488.07,15,1,1,1,2,2,2,18394,156718,0,0,0,175112
1791,1,1,1,1,180000,7,4,1,2,2,1,2,2,1,100,0,50,3,50,5,1967,5,4,75,306.29,12,1,1,2,1,2,2,3102448,0,2538184,0,0,5640632
1792,4,9,2,4,80000,6,15,1,2,1,1,2,2,2,100,25,168,7,70,5,1928,3,5,80,1.1,,0,1,1,2,1,2,109882,11467,0,11727560,0,11848909
1793,2,3,2,2,35000,5,13,1,2,2,1,1,2,2,100,0,75,4,20,4,1951,4,3,85,306.28,12,2,1,1,2,2,2,369742,3834794,0,0,0,4204536
1794,3,5,2,3,25001,5,4,1,2,1,1,1,2,2,100,90,94,5,17,3,1950,4,4,50,498.98,20,1,1,1,1,2,2,375207,82523,1400076,0,0,1857806
1795,1,2,2,3,400000,8,2,1,2,1,1,2,2,2,100,100,60,3,400,7,1984,8,12,100,10.28,11,1,1,2,2,2,2,30989787,0,0,0,0,30989787
1796,3,5,2,5,60000,6,2,2,2,1,1,1,2,2,0,8,60,3,80,5,1962,5,3,100,316.94,15,1,1,2,2,2,2,2050112,0,0,0,0,2050112
1797,3,7,1,5,1001,2,12,1,2,1,2,2,2,2,25,25,45,2,5,2,1960,5,1,25,2146.52,20,2,1,2,2,2,2,243665,0,0,0,0,243665
1798,3,5,2,5,2000,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1967,5,1,997,22.3,8,1,2,2,2,2,2,0,0,0,0,0,0
1799,1,2,2,2,45000,5,13,1,2,1,2,1,2,2,100,35,38,1,65,5,1976,6,1,99,23.73,1,1,1,1,2,2,2,8077344,266250,0,0,0,8343594
1800,3,6,2,4,1500,2,1,1,2,2,1,2,2,2,100,0,0,,0,,1957,4,2,997,1472.34,10,2,1,2,2,2,2,37447,0,0,0,0,37447
1801,3,7,1,5,5000,2,4,1,1,1,2,2,2,2,100,100,7,1,1,1,1938,3,1,100,2124.65,9,2,1,1,2,2,2,4017,21897,0,0,0,25914
1802,3,5,2,4,7000,3,2,1,2,1,2,2,2,2,66,66,45,2,20,4,1984,8,2,66,1595.2,4,1,1,1,2,2,2,21475,9096,0,0,0,30571
1803,4,8,2,5,9000,3,12,1,2,1,1,2,2,2,100,100,54,3,2,1,1979,6,1,100,1633.16,3,2,1,2,2,2,2,80470,0,0,0,0,80470
1804,2,4,1,2,200001,8,13,1,1,1,1,1,2,2,100,75,40,2,160,6,1968,5,2,100,25.64,15,1,1,1,1,2,2,5838635,17916701,0,0,0,23755336
1805,3,7,2,5,35000,5,13,1,2,1,1,2,2,2,100,100,79,4,100,6,1981,7,2,100,20,11,2,1,2,2,2,2,3084752,0,0,0,0,3084752
1806,2,3,2,2,3500,2,3,1,2,2,1,2,2,2,100,0,62,4,3,1,1989,9,2,100,610.82,17,1,1,2,2,2,2,70064,0,0,0,0,70064
1807,3,5,2,4,120000,7,13,1,2,1,1,2,2,2,100,89,31,1,8,2,1974,6,2,100,1.88,4,1,1,2,2,2,2,6038740,0,0,0,0,6038740
1808,4,8,2,5,35000,5,12,1,2,1,1,2,2,2,100,15,50,3,15,3,1985,8,1,100,163.32,7,2,1,2,2,2,2,756247,0,0,0,0,756247
1809,3,5,2,5,15000,4,12,2,2,2,2,2,2,2,0,0,43,2,2,1,1974,6,1,50,498.98,8,1,1,2,2,2,2,37621,0,0,0,0,37621
1810,2,3,1,3,9000,3,4,1,2,1,1,2,2,2,100,5,112,5,5,2,1930,3,2,80,1893.87,8,2,1,1,2,2,2,77654,275634,0,0,0,353288
1811,1,2,2,2,2500,2,12,2,2,2,2,2,2,2,0,0,105,5,0,0,1960,5,1,100,1849.99,1,1,1,2,2,2,2,14952,0,0,0,0,14952
1812,3,5,2,3,1300000,10,3,1,2,1,1,1,2,2,100,100,75,4,3000,10,1981,7,2,100,5.74,3,2,1,1,2,2,2,113982414,12566740,0,0,0,126549154
1813,4,9,2,4,4000,2,2,1,2,1,1,2,2,2,100,100,40,2,11,3,1984,8,1,99,492.68,19,2,1,2,2,2,2,199580,0,0,0,0,199580
1814,1,2,2,3,12500,4,13,1,2,1,1,2,2,2,100,30,55,3,11,3,1963,5,2,70,317.29,5,2,1,1,1,2,2,114547,57677,1072906,0,0,1245130
1815,3,6,1,5,2500,2,3,1,2,1,2,2,2,2,100,100,60,3,4,1,1925,3,1,100,2650.99,2,1,1,1,2,2,2,45429,28185,0,0,0,73614
1816,3,5,2,5,800000,9,2,1,2,1,1,1,2,1,100,100,61,4,1353,9,1985,8,994,90,10.39,4,1,1,2,1,2,2,57389038,0,662360,0,0,58051398
1817,2,3,2,2,3000,2,3,1,2,1,1,2,2,2,100,100,48,2,4,1,1976,6,2,100,610.82,5,1,1,1,2,2,2,107047,153007,0,0,0,260054
1818,1,1,2,1,25000,4,12,1,2,2,1,2,2,2,100,0,65,4,32,4,1972,6,1,100,327.35,12,2,1,2,1,2,2,252456,0,2003377,0,0,2255833
1819,4,9,2,4,300000,8,2,1,2,1,1,2,2,1,100,100,168,7,3500,10,1986,8,4,100,256.39,14,2,1,1,1,2,2,15176831,2926764,0,0,0,18103595
1820,4,9,2,4,50001,6,12,1,1,1,1,2,2,2,8,8,43,2,15,3,1952,4,1,100,163.32,2,2,1,1,2,2,2,815112,116708,0,0,0,931820
1821,2,4,1,2,40000,5,10,1,1,1,1,2,1,2,100,100,102,5,75,5,1977,6,2,100,10.42,9,1,1,1,2,1,2,7427044,3165078,0,6532527,0,17124649
1822,3,5,2,5,6000,3,2,1,2,1,1,2,2,2,75,75,46,2,47,4,1969,5,2,75,1597.65,8,1,1,2,2,2,2,686429,0,0,0,0,686429
1823,2,3,2,2,40000,5,13,1,1,1,1,2,2,2,100,95,115,5,100,6,1972,6,1,98,20,18,1,1,1,2,2,2,2947185,1976555,0,0,0,4923740
1824,3,5,2,4,3000,2,4,1,2,1,1,2,2,2,100,100,67,4,1,1,1985,8,1,10,1859.44,16,1,1,2,2,2,2,20699,0,0,0,0,20699
1825,3,7,2,4,50000,5,17,1,2,1,1,2,2,2,100,100,168,7,4,1,1963,5,2,50,321.32,3,2,1,1,2,2,2,801465,2885032,0,0,0,3686497
1826,3,6,2,4,45000,5,20,1,1,1,1,2,2,2,100,15,168,7,15,3,1968,5,1,80,992.71,10,2,1,1,2,2,2,51081,209634,0,0,0,260715
1827,3,7,1,5,80000,6,15,1,2,1,1,1,2,1,74,64,168,7,70,5,1962,5,3,84,96,20,2,1,1,2,2,2,3185187,4318753,0,0,0,7503940
1828,2,3,2,2,8000,3,12,1,2,2,2,2,2,2,995,0,30,1,0,0,1959,4,1,0,1508.84,17,1,1,1,2,2,2,34007,59829,0,0,0,93836
1829,2,3,2,2,2000,2,1,1,2,2,2,2,2,2,100,0,45,2,1,1,1954,4,1,100,1636.1,2,1,1,1,2,2,2,12096,140664,0,0,0,152760
1830,4,8,2,5,7000,3,3,2,2,2,2,2,2,2,0,0,70,4,3,1,1968,5,1,100,1654.84,7,2,1,2,2,2,2,69563,0,0,0,0,69563
1831,3,5,2,4,15000,4,2,1,2,1,1,2,2,2,100,100,40,2,35,4,1984,8,1,67,496.13,16,1,1,2,2,2,2,657013,0,0,0,0,657013
1832,1,1,2,2,30000,5,13,1,2,2,1,2,2,2,100,0,43,2,11,3,1961,5,2,100,317.29,3,1,1,2,1,2,2,471496,0,2581992,0,0,3053488
1833,3,6,2,4,5001,3,3,1,2,1,1,2,2,2,100,100,67,4,7,2,1953,4,2,100,1895.05,10,1,1,1,2,2,2,270373,870637,0,0,0,1141010
1834,4,9,2,4,450000,8,2,1,2,1,1,2,2,1,100,100,64,4,1500,9,1968,5,994,94,10.27,3,1,1,1,1,2,2,24828126,1540054,0,0,0,26368180
1835,4,9,2,4,10000,3,3,2,2,1,1,2,2,2,0,10,120,5,9,2,1949,4,2,80,326.63,11,2,1,2,2,2,2,14246,0,0,0,0,14246
1836,1,2,2,3,140000,7,12,1,2,1,1,2,2,2,50,50,50,3,7,2,1979,6,1,90,2039.07,14,1,1,1,2,2,2,249463,242822,0,0,0,492285
1837,3,7,2,5,250000,8,13,1,2,1,1,1,2,2,100,100,50,3,57,5,1926,3,2,100,321.32,9,1,1,1,2,2,2,1315159,1286436,0,0,0,2601595
1838,3,6,1,5,45000,5,12,2,2,2,2,2,2,2,0,0,96,5,8,2,1985,8,1,5,314.04,2,1,1,2,2,2,2,70222,0,0,0,0,70222
1839,3,5,2,3,1500,2,12,2,2,2,2,2,2,2,0,0,64,4,0,0,1950,4,1,5,1595.2,3,1,1,2,2,2,2,32838,0,0,0,0,32838
1840,2,4,2,3,6000,3,2,1,2,1,1,2,2,2,100,100,55,3,18,3,1976,6,2,100,306.28,17,1,1,1,2,2,2,308046,316434,0,0,0,624480
1841,4,8,2,5,12500,4,11,1,2,1,1,2,1,2,10,10,98,5,30,4,1985,8,2,80,244.56,3,2,1,2,2,2,2,20435200,0,0,0,0,20435200
1842,2,3,1,3,30000,5,4,1,2,1,1,1,2,2,100,12,88,5,25,4,1972,6,2,80,584.61,8,2,1,1,2,2,2,967292,2480963,0,0,0,3448255
1843,3,5,2,3,25001,5,4,1,2,1,1,1,2,2,100,25,60,3,7,2,1964,5,3,10,498.98,3,2,1,1,1,2,2,129996,21913,807314,0,0,959223
1844,1,2,2,3,1500000,10,10,1,1,1,1,1,2,1,100,100,56,3,7750,11,1962,5,6,30,7.37,5,2,1,1,1,2,2,701818715,1429907961,5741489,0,0,2137468165
1845,1,2,2,3,60000,6,1,1,2,1,1,2,2,1,75,20,168,7,7,2,1951,4,3,75,3.6,14,1,1,2,1,1,2,2804018,0,593811,3565669,0,6963498
1846,3,7,2,5,3500,2,12,1,2,1,1,2,2,2,100,10,45,2,8,2,1942,3,1,40,11.27,13,2,1,1,2,2,2,72107,255214,0,0,0,327321
1847,4,8,1,4,4000,2,2,1,2,1,1,2,2,2,50,50,43,2,3,1,1986,8,1,50,2429.36,2,2,1,2,2,2,2,85556,0,0,0,0,85556
1848,3,6,1,4,2500,2,14,1,2,1,1,1,2,2,100,100,126,5,3,1,1954,4,1,100,1932.25,11,2,1,2,1,2,2,661321,0,0,0,0,661321
1849,1,2,2,3,4500,2,12,2,2,2,2,2,2,2,0,0,43,2,0,0,1956,4,1,10,3.58,14,1,1,2,2,2,2,486382,0,0,0,0,486382
1850,1,1,2,2,250000,8,7,1,2,1,1,1,2,2,100,100,80,4,340,7,1981,7,8,100,20.83,2,1,1,2,2,1,2,20038667,0,0,9015323,0,29053990
1851,3,5,1,3,30000,5,13,1,2,1,1,1,2,2,100,16,58,3,40,4,1966,5,1,100,25.89,6,1,1,2,1,2,2,702352,0,3185608,0,0,3887960
1852,2,4,2,3,1500,2,12,1,2,2,1,2,2,2,100,0,40,2,4,1,1974,6,1,100,21.19,17,1,1,2,2,2,2,43732,0,0,0,0,43732
1853,1,2,2,3,4000,2,4,1,2,1,1,1,2,2,98,98,103,5,3,1,1959,4,1,35,1638.2,5,1,1,1,1,2,2,173340,74635,325089,0,0,573064
1854,3,5,2,3,60000,6,2,1,1,1,1,2,2,2,100,100,53,3,352,7,1976,6,4,100,1.03,,0,1,1,1,2,2,14811220,11015888,12559,0,0,25839667
1855,3,5,1,4,3000,2,1,1,2,1,2,2,2,2,50,50,63,4,6,2,1976,6,1,100,2650.99,6,2,1,2,2,2,2,43531,0,0,0,0,43531
1856,3,5,2,5,5001,3,17,1,2,1,1,2,2,2,50,25,84,4,4,1,1956,4,2,50,496.13,5,1,1,2,1,2,2,420274,0,301235,0,0,721509
1857,2,3,1,1,2000,2,14,1,2,1,1,2,2,2,100,100,84,4,1,1,1918,2,3,100,584.61,3,2,1,1,2,2,2,168083,765584,0,0,0,933667
1858,2,4,2,3,25000,4,13,1,2,1,1,1,2,2,100,85,40,2,25,4,1966,5,2,100,306.28,17,1,1,1,2,2,2,500737,1808212,0,0,0,2308949
1859,3,7,2,5,12500,4,5,1,2,1,1,2,2,2,75,15,72,4,3,1,1933,3,1,75,1595.2,13,2,1,1,2,2,2,534003,92941,0,0,0,626944
1860,3,5,2,3,450000,8,2,1,2,1,1,2,2,1,80,50,67,4,327,7,1989,9,994,45,10.09,4,1,1,2,1,2,2,21777645,0,53812,0,0,21831457
1861,2,4,2,1,3000,2,4,1,2,2,1,2,2,2,90,0,18,1,16,3,1969,5,2,50,1636.49,17,1,1,1,2,2,2,19109,198137,0,0,0,217246
1862,3,5,2,3,40000,5,12,1,2,1,1,2,2,2,5,5,45,2,8,2,1978,6,1,35,239.78,6,1,1,2,2,2,2,264150,0,0,0,0,264150
1863,2,4,1,2,40000,5,2,1,2,1,1,2,2,2,100,100,43,2,300,7,1962,5,2,100,98.23,15,1,1,1,2,2,2,6190915,15240638,0,0,0,21431553
1864,2,4,1,2,1500,2,4,1,2,1,1,2,2,2,100,100,49,3,3,1,1948,4,2,100,2392.14,9,1,1,1,2,2,2,201087,414864,0,0,0,615951
1865,4,9,2,4,7000,3,4,1,2,1,1,2,2,2,50,10,70,4,7,2,1957,4,2,80,1654.84,14,1,1,1,2,2,2,14853,49537,0,0,0,64390
1866,4,8,2,2,40000,5,2,1,2,1,1,2,2,2,90,90,60,3,70,5,1975,6,2,100,492.68,18,2,1,1,2,2,2,2783581,2681428,0,0,0,5465009
1867,2,4,1,2,300000,8,15,1,1,1,1,1,2,2,100,100,168,7,250,7,1976,6,4,100,10.18,9,1,1,1,1,2,2,24654276,45429728,161713,0,0,70245717
1868,1,2,1,2,3000,2,12,2,2,2,2,2,2,2,0,0,33,1,2,1,1959,4,1,100,796.43,16,2,1,2,2,2,2,1084,0,0,0,0,1084
1869,4,8,2,2,20000,4,6,1,2,1,1,1,1,1,100,40,168,7,4,1,1978,6,2,80,502.74,19,2,1,1,2,2,2,301065,525790,0,0,0,826855
1870,4,9,2,5,7000,3,13,1,2,1,1,2,1,2,100,100,43,2,3,1,1973,6,1,100,1382.22,18,2,1,1,2,2,2,261023,359805,0,0,0,620828
1871,3,7,2,5,3000,2,3,1,2,1,2,2,2,2,45,45,40,2,2,1,1914,2,1,33,1895.05,10,1,1,1,2,2,2,48364,18519,0,0,0,66883
1872,3,7,2,5,1300000,10,2,1,2,1,1,1,2,2,91,91,68,4,4000,10,1973,6,995,91,5.74,6,2,1,1,2,2,1,64333960,934968,0,0,72035797,137304725
1873,1,2,2,2,1500,2,2,1,2,1,1,2,2,2,100,90,46,2,4,1,1972,6,1,80,1627.29,1,2,1,2,2,2,2,233995,0,0,0,0,233995
1874,1,1,2,1,80000,6,17,1,2,2,1,2,2,2,100,0,168,7,5,2,1967,5,5,100,306.28,12,2,1,2,2,1,2,2032051,0,0,5596380,0,7628431
1875,1,1,2,2,15000,4,4,1,2,1,1,1,2,2,100,30,19,1,1,1,1934,3,2,50,250.94,7,1,1,1,2,2,2,117781,784790,0,0,0,902571
1876,4,8,2,2,9000,3,4,1,2,2,1,1,2,2,100,0,54,3,4,1,1959,4,2,75,502.74,15,2,1,1,2,2,2,84832,1163629,0,0,0,1248461
1877,4,9,1,5,35000,5,17,2,2,1,1,1,2,2,0,95,168,7,50,5,1965,5,3,100,497.58,12,1,1,2,1,2,2,1752085,0,544647,0,0,2296732
1878,2,3,2,2,1500,2,2,1,1,1,1,2,2,2,100,50,48,2,3,1,1915,2,2,50,1636.1,5,2,1,1,2,1,2,25314,282506,0,137619,0,445439
1879,3,7,2,5,8000,3,1,2,2,2,2,2,2,2,0,0,0,,0,,1923,3,1,997,597.74,9,2,2,2,2,2,2,0,0,0,0,0,0
1880,3,7,2,5,2500,2,14,1,1,1,1,1,2,2,100,100,84,4,5,2,1969,5,1,100,1.07,,0,1,1,2,2,2,736386,134619,0,0,0,871005
1881,2,4,1,1,3500,2,5,1,2,1,1,2,2,2,100,100,168,7,3,1,1962,5,1,100,1893.87,12,2,1,2,1,2,2,1165097,0,66294,0,0,1231391
1882,3,7,1,5,12500,4,3,1,2,1,1,2,2,2,50,50,93,5,3,1,1978,6,1,50,640.89,20,1,1,2,2,2,2,13818,0,0,0,0,13818
1883,1,2,2,3,800000,9,2,1,2,1,1,1,2,2,100,100,55,3,2500,10,1927,3,995,75,10.28,13,2,1,2,1,2,2,31249672,0,6136773,0,0,37386445
1884,2,3,1,2,250000,8,13,1,1,1,1,1,2,2,100,30,101,5,75,5,1964,5,2,95,91.63,8,1,1,1,1,2,2,8062556,21414941,4701452,0,0,34178949
1885,3,7,2,4,20000,4,2,1,2,1,1,2,2,2,50,50,45,2,55,5,1985,8,2,50,597.74,3,2,1,1,2,2,2,917353,1212741,0,0,0,2130094
1886,3,5,2,3,300000,8,2,1,2,1,1,2,2,2,100,75,68,4,350,7,1979,6,994,100,22.3,4,1,1,2,2,2,3,78583964,0,0,0,0,78583964
1887,4,9,2,4,30000,5,2,1,2,1,1,2,2,2,100,100,56,3,100,6,1981,7,2,100,256.39,7,2,1,2,2,2,2,268422,0,0,0,0,268422
1888,4,9,2,4,8000,3,3,1,2,1,1,2,2,2,100,90,75,4,10,3,1942,3,2,100,2004.53,2,2,1,1,2,2,2,789664,241388,0,0,0,1031052
1889,1,1,2,2,250000,8,15,1,2,2,1,1,2,1,100,0,168,7,550,8,1954,4,5,100,4.46,11,2,1,2,1,1,1,11819076,0,0,51773116,0,63592192
1890,3,6,1,3,5001,3,3,1,1,1,1,2,2,2,100,30,49,3,20,4,1971,6,1,100,652.28,11,1,1,2,2,2,2,256586,0,0,0,0,256586
1891,1,2,1,2,5001,3,2,1,2,2,1,2,2,2,44,0,63,4,8,2,1938,3,2,18,654.5,16,2,1,1,2,2,2,65690,193452,0,0,0,259142
1892,2,3,2,1,2500,2,3,1,2,2,1,2,2,2,100,0,54,3,4,1,1930,3,1,15,1636.49,17,2,1,2,1,2,2,51965,0,0,0,0,51965
1893,4,8,2,5,250000,8,19,1,2,1,1,1,2,2,100,88,168,7,15,3,1989,9,5,100,10.09,13,2,1,2,2,2,2,4529875,0,0,0,0,4529875
1894,2,3,2,2,45000,5,17,1,2,1,1,2,2,2,100,5,168,7,12,3,1925,3,4,100,8.88,19,2,1,2,2,1,2,1020764,0,0,4232000,0,5252764
1895,1,2,2,2,6000,3,12,1,2,1,1,2,2,2,33,33,66,4,4,1,1961,5,2,33,490.89,1,1,1,2,1,2,2,160952,0,337988,0,0,498940
1896,2,4,1,1,6000,3,3,1,2,1,1,2,2,2,100,35,49,3,8,2,1959,4,1,100,2082.26,12,2,1,1,2,2,2,124806,473649,0,0,0,598455
1897,4,8,1,1,1500,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1901,2,1,997,2316.77,13,2,2,2,2,2,2,0,0,0,0,0,0
1898,2,3,2,2,1500000,10,2,1,1,1,1,1,2,1,99,100,168,7,6250,11,1973,6,995,100,6.25,7,2,1,1,1,2,2,299296601,12506363,0,0,0,311802964
1899,4,9,2,3,100000,6,3,1,2,1,1,2,2,2,100,100,79,4,125,6,1972,6,2,100,10.27,7,1,1,2,2,2,2,9357872,0,0,0,0,9357872
1900,2,3,2,2,25001,5,3,1,2,1,1,2,2,2,100,5,43,2,23,4,1976,6,2,100,610.82,16,1,1,1,2,2,2,412998,926737,0,0,0,1339735
1901,2,3,2,2,120000,7,3,1,2,1,1,2,2,2,66,66,68,4,200,6,1977,6,1,66,319.73,9,1,1,1,2,2,2,5321971,3443651,0,0,0,8765622
1902,1,2,2,3,90000,6,1,2,2,2,2,2,2,2,0,0,0,,0,,1917,2,5,997,490.89,5,1,2,2,2,2,2,0,0,0,0,0,0
1903,1,2,2,3,450000,8,2,1,2,1,1,1,2,2,100,95,59,3,1100,9,1934,3,995,100,10.28,20,2,1,1,2,1,2,22910145,257536,0,25433567,0,48601248
1904,2,4,1,1,1001,2,12,2,2,1,1,2,2,2,0,30,48,2,2,1,1904,2,2,30,1991.37,12,1,1,2,2,2,2,60831,0,0,0,0,60831
1905,2,3,1,3,35000,5,13,1,2,1,1,1,2,2,100,2,40,2,30,4,1948,4,2,100,584.61,8,2,1,1,2,2,2,308991,2276457,0,0,0,2585448
1906,1,2,2,3,2000,2,11,1,2,2,2,2,2,2,50,0,50,3,4,1,1979,6,1,100,1468.67,13,1,1,2,1,2,2,451031,0,17251,0,0,468282
1907,2,4,2,3,2500,2,4,1,2,1,1,2,2,2,100,99,82,4,0,0,1964,5,1,99,1583.83,17,1,1,1,2,2,2,18966,153047,0,0,0,172013
1908,1,2,2,2,3500,2,3,1,2,1,2,2,2,2,100,40,96,5,3,1,1930,3,2,80,1468.67,13,1,1,1,2,2,2,24006,91144,0,0,0,115150
1909,2,3,2,2,25000,4,2,1,1,1,2,2,2,2,100,100,40,2,19,3,1977,6,1,100,157.88,16,2,1,1,2,2,2,105420,806133,0,0,0,911553
1910,2,4,2,1,30000,5,12,1,2,1,1,2,1,2,100,25,60,3,27,4,1955,4,2,100,263.93,20,1,1,1,2,2,2,734941,2985767,0,0,0,3720708
1911,3,7,2,4,1500,2,2,1,2,1,1,2,2,2,100,100,45,2,5,2,1987,9,1,100,1597.64,3,2,1,1,2,2,2,45218,44715,0,0,0,89933
1912,3,5,1,3,2000,2,12,2,2,2,2,2,2,2,0,0,0,0,0,0,1954,4,1,0,2124.65,6,1,2,2,2,2,2,0,0,0,0,0,0
