PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
03323,3,7,  65000.00,06,06,05,1,1,2,2,2,2,5,  1,1985,  ,2, ,   11,05,2,2,12,2,2,1,2, 40,3,    76,06,1,2,1,1,2,2,2,100, ,100,100,  267.80,2,27
03324,2,4,  50001.00,06,05,02,1,1,2,2,2,2,1,  2,1976,  ,2, ,   12,05,2,2,12,2,2,1,1, 66,5,    60,06,1,1,1,1,2,2,2,100, ,100, 95,  479.12,2,18
03325,3,6,  18750.00,04,05,05,1,1,2,2,2,2,3,  1,1970,  ,2, ,    2,03,2,2,12,2,2,1,1, 40,3,     0,01,1,2,1,1,2,2,2, 80, , 20, 80,  216.49,1,24
03326,1,1,   6500.00,03,03,02,1,2,1,2,2,2,1,  2,1957,  ,1,3,    1,02,2,2,12,2,2,1,2, 40,3,    27,05,1,1,1,1,2,2,2,100, ,100,100,  327.00,1,15
03327,2,3,   4000.00,02,02,15,1,1,2,2,2,2,1,  4,1920,  ,2, ,    1,02,1, ,12,1,2,1,1, 97,6,     1,02,1,2,1,1,1,2,2, 50, , 50, 33,  439.36,2,23
03328,2,4,  30000.00,05,03,18,1,1,2,2,1,1,2,  5,1947,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     0,01,1,2,1,1,2,2,2,100, , 60, 50,  275.65,2,36
03329,1,2, 250000.00,08,04,16,1,2,2,2,1,2,2, 12,1963,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,   122,07,1,2,1,1,1,2,2,100, , 95, 95,   34.17,1,27
03330,1,1,  25000.00,04,03,13,1,2,2,2,2,2,2,  2,1959,  ,2, ,    2,03,2,2,12,2,2,1,1,100,6,     9,03,1,2,1,1,1,2,2, 95, , 95, 95,  211.49,1,42
03331,1,2,  17500.00,04,06,07,2,2,2,2,2,2,3,  5,1986,  ,1,3,    2,03,1, ,10,2,2,1,1, 92,6,     0,01,2,2,2,2,2,2,2,   , ,   ,   , 7924.37,2,23
03332,3,5, 275000.00,08,06,23,1,2,2,2,2,2,3,  1,1988,  ,2, ,   27,06,2,2,12,1,2,1,1, 80,5,   125,07,1,2,1,2,1,2,2,100, ,100, 80,   31.21,1,14
03333,2,3,  13750.00,04,05,18,1,1,2,2,2,2,3,  2,1975,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,     5,03,1,1,1,1,2,2,2, 50, ,100, 50,  497.28,2,28
03334,4,9,  37500.00,05,07,02,1,1,2,2,2,2,4,  3,1995,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   300,08,1,2,1,1,2,2,2,100, ,100,100,  198.07,2,38
03335,2,3, 150000.00,07,02,02,1,1,2,2,2,2,2,  5,1931,  ,1,3,    1,02,1, ,12,2,2,1,2, 50,4,   120,07,1,2,1,1,2,2,2,100, ,100,100,  170.79,2,32
03336,2,3, 170000.00,07,05,14,1,1,2,2,2,2,3,  3,1972,  ,2, ,    1,02,1, ,12,2,2,1,2, 76,5,   325,08,1,1,1,1,1,2,2,100, ,100, 95,   28.73,1,11
03337,3,7, 425000.00,08,06,02,1,1,2,2,2,2,4,992,1984,  ,2, ,   52,07,2,2,12,1,2,1,1, 60,4,   475,08,1,1,1,1,2,2,2,100, ,100, 78,   18.93,1,03
03338,1,2,1800000.00,10,02,16,1,1,1,2,1,1,3,992,1932,  ,2, ,    2,03,1, ,12,2,1, , ,168,7,  3000,11,1,1,1,1,1,2,1,100, , 50,100,    7.40,2,15
03339,4,9,  55000.00,06,04,05,1,1,2,2,2,2,4,  1,1965,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,   110,07,1,1,1,1,2,2,2, 10, , 10, 10,  142.27,2,36
03340,2,3,   7500.00,03,06,08,1,1,2,2,2,2,3,  1,1987,  ,2, ,    5,03,1, ,12,2,2,1,1, 40,3,    23,05,1,2,1,1,2,2,2,100, ,100,100,  352.83,2,34
03341,4,9,1400000.00,10,06,02,1,1,1,2,2,2,4,992,1989,  ,2, ,   50,06,2,1,12,1,1, , ,168,7,  2500,11,1,1,1,1,1,2,1, 80, , 90, 85,    5.27,1,31
03342,4,9,  65000.00,06,05,08,1,1,2,2,2,2,5,  6,1974,  ,2, ,   30,06,2,2,12,2,2,1,2, 75,5,   150,07,1,2,1,1,2,2,2,100, ,100,100,   36.65,1,18
03343,2,3,  85000.00,06,05,14,1,1,2,2,2,2,2,  4,1972,  ,2, ,    1,02,1, ,12,2,2,1,2, 35,2,    35,05,1,2,1,1,1,2,2,100, , 90,100,  118.21,2,26
03344,3,7,   4000.00,02,04,26,1,1,2,2,2,2,5,  1,1969,  ,2, ,    2,03,2,2,12,2,2,1,1,105,6,     2,02,1,2,1,1,2,2,2, 60, , 60, 60, 9500.02,2,09
03345,4,9,  20000.00,04,06,05,1,1,2,2,2,2,4,  1,1980,  ,2, ,    1,02,2,2,12,2,2,1,2, 60,4,    12,04,1,2,1,1,2,2,2, 25, , 25,100,  393.88,2,43
03346,1,2,  60000.00,06,06,25,1,2,2,1,2,2,3,  2,1988,  ,2, ,    1,02,2,2,12,2,2,1,1, 52,4,    30,05,1,1,1,1,2,2,2,100, , 10, 95,  254.10,1,17
03347,3,5,  35000.00,05,02,18,1,1,1,2,2,2,3,  8,1925,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    10,04,1,1,1,1,1,2,2, 95, , 95, 70,  279.57,2,03
03348,4,8,   1250.00,02,04,06,1,1,2,2,2,2,5,  1,1967,  ,2, ,    1,02,1, ,12,2,2,1,1, 98,6,     2,02,1,2,1,1,2,2,2, 90, , 90, 80, 2821.41,1,30
03349,1,1,  45000.00,05,06,23,1,1,2,2,2,2,2,  1,1984,  ,2, ,    2,03,2,2,12,1,2,1,1, 82,5,    10,04,1,2,1,1,2,2,1,100, ,100,100,  116.96,2,44
03350,3,5,   7000.00,03,01,02,1,1,2,2,2,2,5,  3,1890,  ,2, ,    2,03,1, ,12,1,2,1,2, 40,3,     9,03,1,1,1,2,2,2,2,100, ,100,100,  193.81,1,40
03351,4,9,  17500.00,04,03,14,1,1,2,2,2,2,4,  2,1955,  ,2, ,    1,02,1, ,12,2,2,1,1,110,6,    40,05,1,1,1,1,2,2,2,100, ,100,100,  352.10,2,22
03352,4,9, 120000.00,07,08,05,1,2,2,1,2,2,4,  1,1998,  ,2, ,    1,02,2,2,12,2,2,1,2, 60,4,    35,05,1,2,2,1,2,2,2,100, ,   ,100,   33.20,2,30
03353,3,7, 100000.00,06,03,14,1,1,2,2,2,2,4,  1,1957,  ,2, ,    1,02,1, ,10,2,2,1,1, 50,4,    70,06,1,2,1,1,1,2,2,100, , 95,100,  126.18,2,03
03354,3,7, 110000.00,07,05,14,1,1,2,2,2,1,5,  2,1978,  ,2, ,    1,02,1, ,12,2,2,1,1, 84,5,    25,05,1,2,1,2,1,2,2,100, ,100,100,   27.35,2,41
03355,4,9, 250000.00,08,07,18,1,1,2,2,2,2,4, 12,1991,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,   265,08,1,2,1,1,1,2,2,100, ,100, 55,  180.30,1,36
03356,2,3, 120000.00,07,06,02,1,2,2,2,2,2,2,  3,1982,  ,2, ,   15,05,1, ,12,1,2,1,2, 55,4,   218,07,1,2,1,1,2,2,2,100, ,100, 95,   99.49,1,01
03357,3,6,  10000.00,03,05,18,1,1,2,2,2,2,4,  3,1975,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    10,04,1,2,1,1,2,2,2,100, , 95,100,  221.52,1,39
03358,2,3, 325000.00,08,07,02,1,1,1,2,2,2,2,  6,1995,  ,2, ,    1,02,2,1,12,2,2,1,2, 84,5,  1000,10,1,2,1,1,1,2,1,100, , 75, 75,   21.41,2,37
03359,4,9, 250000.00,08,04,14,1,1,2,2,2,1,4,  4,1965,  ,2, ,    1,02,2,2,12,2,2,1,2, 75,5,   147,07,1,1,1,1,2,2,2,100, ,100,100,   30.81,2,43
03360,3,5, 325000.00,08,06,14,1,2,1,2,2,1,5,  3,1983,  ,1,2,    2,03,2,2,12,2,2,1,1, 92,6,    75,06,1,1,1,2,2,2,1,100, ,100,100,   34.58,2,38
03361,3,6, 500001.00,09,07,24,1,1,1,2,2,2,4,  1,1991,  ,2, ,   52,07,2,1,12,1,2,1,1, 80,5,   130,07,1,2,1,1,1,2,1, 90, , 85, 50,   45.59,2,12
03362,3,7,  60000.00,06,04,23,1,1,2,2,2,2,4,  1,1960,  ,2, ,   15,05,2,2,12,2,2,1,1, 50,4,    30,05,1,1,1,1,2,2,2,100, ,100,100,  187.09,2,03
03363,3,7,   8500.00,03,02,07,1,1,2,2,2,2,5,  2,1926,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,    13,04,1,1,1,2,2,2,2, 80, , 80, 80,  327.00,2,33
03364,2,3,  85000.00,06,06,14,1,1,2,2,2,2,2,  2,1983,  ,1,3,    1,02,1, ,11,2,2,1,2, 40,3,    75,06,1,1,1,1,1,2,2,100, , 15, 90,  178.22,1,07
03365,1,2,   4750.00,02,03,26,1,1,2,2,2,2,2,  1,1950,  ,2, ,    1,02,2,2,12,2,9,1,2, 45,3,     2,02,1,2,1,1,2,2,2,100, ,100,100,  453.39,2,09
03366,4,9,1400000.00,10,06,02,1,2,1,2,2,2,3,992,1981,  ,2, ,   13,05,2,1,12,2,1, , ,168,7,  3250,11,1,2,1,1,2,2,1, 81, , 81,100,    7.26,2,44
03367,2,3,  70000.00,06,02,02,1,1,2,2,2,2,2,  7,1920,  ,2, ,   24,06,2,1,12,1,1, , ,168,7,   750,09,1,1,1,1,2,2,2, 95, , 80,100,  148.30,1,27
03368,4,9,  30000.00,05,04,14,1,1,2,2,2,2,4,  4,1969,  ,2, ,    1,02,2,2,12,2,2,1,1, 79,5,    42,05,1,2,1,1,2,2,2, 90, , 90, 95,  167.22,2,43
03369,1,2,  40000.00,05,05,13,1,1,2,2,2,2,2,  3,1976,  ,1,3,    1,02,2,2,12,2,2,1,1, 61,5,    18,04,1,1,1,1,2,2,2,100, ,100,100,  469.28,1,09
03370,2,3, 100000.00,06,05,25,1,1,2,1,2,2,2,  2,1973,  ,2, ,    1,02,2,2,12,1,2,1,1, 98,6,    20,05,1,2,1,2,1,2,2,100, , 80, 80,   98.30,2,07
03371,3,6,  30000.00,05,06,05,2,2,2,2,2,2,3,  1,1980,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  231.53,1,12
03372,3,7,  13750.00,04,03,05,1,2,2,2,2,2,5,  1,1950,  ,2, ,    1,02,2,2,12,2,2,2,2, 24,2,     0,01,2,2,1,2,2,2,2,   , ,100,100,  428.86,2,27
03373,3,7,  90000.00,06,04,05,1,1,2,2,2,2,4,  1,1968,  ,2, ,    3,03,2,2,12,2,2,1,2, 40,3,    30,05,1,2,1,1,2,2,2,100, , 50,100,  141.76,1,03
03374,2,3,   4500.00,02,01,26,1,1,2,2,2,2,1,  2,1896,  ,2, ,    1,02,1, ,12,2,2,1,2, 55,4,     3,02,1,2,1,1,2,2,2,100, , 60,100,  555.70,2,02
03375,2,3,1500000.00,10,05,16,1,1,1,2,1,2,2, 11,1971,  ,2, ,    3,03,1, ,12,1,1, , ,168,7,  2500,11,1,2,1,1,1,2,1,100, , 80, 95,    7.18,2,01
03376,2,3,  40000.00,05,05,18,1,1,2,2,2,2,3,  2,1976,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     2,02,1,1,1,1,2,2,2, 40, , 70, 60,  777.52,2,28
03377,3,5,  95000.00,06,05,02,1,2,1,2,2,2,3,  7,1979,  ,2, ,   13,05,1, ,12,2,2,1,1, 55,4,   225,07,1,2,1,1,2,2,1, 80, , 80, 80,  109.92,1,29
03378,3,6,   5000.00,02,04,13,1,1,2,2,2,2,5,  1,1967,  ,2, ,    1,02,1, ,12,2,2,3,1,  6,2,     2,02,1,1,1,2,2,2,2,100, ,100,100, 5494.32,1,01
03379,2,4, 250000.00,08,03,05,1,1,2,2,2,2,3,  2,1950,  ,2, ,    4,03,2,2,12,2,2,1,1, 56,4,   100,07,1,2,1,1,2,2,2,100, ,  3,100,   30.67,1,32
03380,1,2, 275000.00,08,04,23,1,1,2,2,2,2,3,  2,1960,  ,2, ,   31,06,2,2,12,1,2,1,1, 84,5,    51,06,1,2,1,1,1,2,2,100, ,100, 70,   98.30,2,23
03381,3,5, 500000.00,08,06,18,1,1,1,2,2,2,3,  7,1983,  ,2, ,    2,03,2,1,12,1,1, , ,168,7,    33,05,1,1,1,1,1,2,1,100, ,100,100,  144.63,2,29
03382,2,3,  32500.00,05,05,02,1,1,2,2,2,2,3,  1,1971,  ,2, ,    2,03,2,2,12,2,2,1,2, 50,4,    55,06,1,2,1,1,2,2,2,100, ,100, 95,  147.14,1,22
03383,4,9,   7000.00,03,06,02,1,2,2,2,2,2,4,  3,1985,  ,2, ,    2,03,2,1,12,2,2,1,1, 40,3,     7,03,1,2,1,1,2,2,2, 66, , 66, 66,  352.83,2,41
03384,1,2,   2500.00,02,07,02,1,1,2,2,2,2,2,  1,1994,  ,2, ,    3,03,2,2,12,1,2,1,2, 40,3,     8,03,1,1,1,1,2,2,2,100, ,100,100, 9848.29,2,09
03385,3,5,   8500.00,03,03,26,1,1,2,2,2,2,3,  2,1954,  ,2, ,    3,03,1, ,12,2,2,1,1, 60,4,     8,03,1,2,1,1,2,2,2,100, , 29, 80,  530.70,1,24
03386,4,9,  22500.00,04,08,13,1,1,2,2,2,2,3,  2,1997,  ,2, ,    2,03,2,2,12,2,2,1,2, 40,3,     8,03,1,2,1,1,1,2,2,100, ,100, 80,  423.67,2,10
03387,3,6,   7000.00,03,04,26,1,1,2,2,2,2,3,  1,1968,  ,2, ,    1,02,1, ,12,2,2,1,1, 49,4,     5,03,1,1,1,1,2,2,2,100, , 33,100,  482.42,1,12
03388,2,3,   1250.00,02,04,02,1,1,2,2,2,2,2,  1,1960,  ,2, ,    1,02,2,2,12,2,2,1,2, 40,3,     2,02,1,2,1,1,2,2,2,100, ,100, 75, 6300.15,1,16
03389,4,8,  65000.00,06,03,14,1,1,2,2,2,2,2,  2,1959,  ,1,2,    1,02,2,2,12,1,2,1,2, 50,4,    40,05,1,1,1,1,1,2,2,100, , 75,100,  156.82,2,10
03390,2,3,   8000.00,03,04,05,1,1,2,2,2,2,2,  1,1965,  ,2, ,    1,02,1, ,12,2,2,1,1, 54,4,     8,03,1,2,1,1,2,2,2, 25, , 25, 25,  422.52,1,32
03391,3,7,  22500.00,04,05,02,1,1,2,2,2,2,4,  1,1975,  ,2, ,    1,02,1, ,12,1,2,1,2, 60,4,    50,06,1,2,1,1,2,2,2,100, ,100, 30,  176.39,2,03
03392,3,6,  30000.00,05,06,25,1,1,2,2,2,2,4,  1,1988,  ,2, ,    1,02,2,2,10,2,2,1,1, 91,6,    25,05,1,2,1,2,2,2,2,100, ,100,100,  557.91,2,06
03393,3,6,   2000.00,02,02,13,1,2,2,2,2,2,5,  3,1927,  ,2, ,    3,03,1, ,12,2,2,1,2, 40,3,     6,03,1,2,1,1,2,2,2, 35, ,100, 35,  352.83,2,02
03394,1,2,   9000.00,03,07,02,1,1,2,2,2,2,3,  2,1991,  ,2, ,    1,02,1, ,12,2,2,1,2, 59,4,    35,05,1,2,1,1,2,2,2,100, , 50, 50,  640.54,2,43
03395,1,2,  10000.00,03,06,05,1,1,2,2,2,2,2,  1,1986,  ,2, ,    1,02,2,1,12,2,2,1,2, 44,3,     8,03,1,2,1,1,2,2,2,100, , 20,100,  649.50,1,09
03396,3,7,   7000.00,03,04,06,1,1,2,2,2,2,4,  1,1961,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     2,02,1,1,1,1,2,2,2,100, , 95,100, 2911.94,1,15
03397,3,5,  65000.00,06,08,14,1,1,2,2,2,2,5,  1,1999,03,1,3,    1,02,1, , 5,2,2,1,2, 60,4,    60,06,1,2,1,1,1,2,2,100, ,100,100,  136.70,1,40
03398,2,3,  20000.00,04,05,05,1,1,2,1,2,2,2,  1,1971,  ,2, ,    1,02,2,2,12,2,2,1,2, 53,4,     5,03,1,2,1,1,2,2,2,100, , 10,100,  177.43,1,16
03399,2,3,  13750.00,04,06,02,1,1,2,2,2,2,1,  3,1985,  ,2, ,    4,03,2,2,12,2,2,1,2, 50,4,    26,05,1,1,1,1,2,2,2,100, , 90, 85,  417.81,1,34
03400,3,6,   5000.00,02,06,02,1,1,2,2,2,2,4,  1,1987,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,    15,04,1,1,1,1,2,2,2,100, ,100,100, 5678.98,1,39
03401,1,2,  60000.00,06,04,14,1,2,2,2,2,1,2,  4,1966,  ,1,2,    1,02,1, ,12,2,2,1,1,112,6,   175,07,1,1,1,1,2,2,2,100, , 95, 90,  118.21,2,37
03402,3,5,  55000.00,06,04,23,1,1,2,2,2,2,3,  3,1969,  ,2, ,   15,05,2,2,12,2,2,1,1, 60,4,   225,07,1,1,1,1,1,2,2,100, ,100,100,  139.15,2,08
03403,2,3,   9000.00,03,01,02,1,1,2,2,2,2,2,  2,1900,  ,2, ,    3,03,2,2,12,1,2,1,1, 40,3,    20,05,1,2,1,1,2,2,2, 50, , 50, 50,  524.16,2,21
03404,3,7,   1250.00,02,06,02,1,2,2,2,2,2,5,  1,1982,  ,2, ,    1,02,1, ,12,2,2,1,1, 64,5,     2,02,1,2,1,1,2,2,2,100, ,100,100, 5678.98,1,33
03405,4,9,  45000.00,05,05,02,1,1,2,2,2,2,4,  2,1973,  ,2, ,    1,02,2,2,12,2,2,1,2, 45,3,    25,05,1,2,1,1,2,2,2,100, ,100, 90,  244.17,1,17
03406,3,7,  85000.00,06,07,26,1,1,1,2,2,2,5,  2,1991,  ,1,1,    1,02,2,2,12,2,1, , ,168,7,    40,05,1,2,1,1,2,2,1,100, , 10,100,  557.99,2,09
03407,2,3,   9000.00,03,08,26,1,1,2,2,2,2,2,  1,1999,03,2, ,    1,02,1, , 5,1,1, , ,168,7,     7,03,1,2,2,2,2,2,2, 66, ,   , 90,  276.71,2,07
03408,4,8,  15000.00,04,06,23,1,1,2,2,2,2,5,  1,1986,  ,2, ,    9,04,2,2,12,1,2,1,1, 56,4,    20,05,1,2,1,1,1,2,2,100, ,100, 95,  420.46,2,42
03409,1,1,  25000.00,04,01,12,1,1,1,2,2,2,2,  5,1866,  ,2, ,    1,02,1, ,12,2,2,1,1, 48,3,     5,03,1,2,1,1,2,2,2,100, , 50, 75,  182.30,1,16
03410,3,5,  37500.00,05,02,07,1,1,2,2,2,2,4,  3,1938,  ,1,3,    5,03,2,2,12,2,1, , ,168,7,    43,05,1,1,1,1,2,2,2, 75, ,100, 95,  170.79,2,43
03411,2,3,   8000.00,03,04,25,1,1,2,2,2,2,1,  1,1962,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,     7,03,1,2,1,1,2,2,2,100, , 75,100,  496.98,1,34
03412,2,4,  95000.00,06,07,14,1,2,2,1,2,2,1,  1,1993,  ,2, ,    1,02,1, ,12,1,2,1,2, 52,4,    48,05,1,2,1,1,1,2,2,100, , 95,100,  156.82,1,31
03413,1,2,  25000.00,04,03,06,1,2,2,2,1,2,3,  4,1950,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    25,05,1,2,1,1,1,2,2,100, ,100,100,  497.28,1,17
03414,2,3,  10000.00,03,05,02,1,1,2,2,2,2,2,  1,1975,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,    15,04,1,2,1,1,2,2,2, 75, , 75,100,  352.83,2,19
03415,3,5,  32500.00,05,07,26,1,2,2,2,2,2,4,  2,1995,  ,2, ,    1,02,1, ,12,2,2,1,1, 74,5,    90,06,1,1,1,1,2,2,2,100, , 50,100,  223.49,2,31
03416,1,1,   4000.00,02,06,15,1,1,2,2,2,2,2,  2,1987,  ,1,2,    1,02,2,2,12,2,2,1,1, 84,5,    15,04,1,2,1,1,1,2,2,100, ,100,100,  524.16,2,15
03417,3,7,   1500.00,02,06,15,1,2,2,2,2,2,5,  1,1984,  ,2, ,    1,02,1, ,12,2,2,1,1, 90,6,     1,02,1,1,1,1,2,2,2, 50, ,100,100,10483.10,2,33
03418,3,7,  70000.00,06,06,02,1,1,2,2,2,2,5,  1,1982,  ,2, ,   28,06,2,2,12,1,2,1,2, 50,4,    97,06,1,2,1,1,2,1,2, 50, , 50,100,  196.10,2,27
03419,1,1,   3000.00,02,01,12,1,2,1,2,2,2,1,  2,1898,  ,2, ,    1,02,1, ,12,2,2,2,1,  8,2,     1,02,1,2,2,1,2,2,2,100, ,   ,100, 5633.45,1,25
03420,2,3,  45000.00,05,07,07,1,1,2,2,2,2,1,  2,1990,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,   145,07,1,2,2,1,1,2,2,100, ,   ,100,  110.91,1,34
03421,1,2,  30000.00,05,02,02,1,2,2,2,1,2,2,  2,1938,  ,2, ,    2,03,1, ,12,2,2,1,2, 45,3,    65,06,1,1,1,1,2,2,2,100, , 90,100,  145.77,1,27
03422,4,9,  15000.00,04,06,23,1,2,2,1,2,2,4,  1,1986,  ,2, ,    6,04,2,2,12,2,2,2,1,112,6,    75,06,1,2,1,1,1,2,2,100, ,100,100,  432.28,2,11
03423,4,9, 600000.00,09,04,02,1,1,1,2,2,2,4,992,1965,  ,2, ,  100,07,1, ,12,2,1, , ,168,7,    15,04,1,1,1,1,1,2,1, 95, , 95,100,   11.53,2,24
03424,1,2,  47500.00,05,06,02,1,1,1,2,2,2,2,  4,1980,  ,2, ,    2,03,1, ,12,1,2,1,1, 60,4,   345,08,1,2,1,1,2,2,1,100, ,100,100,  142.25,1,04
03425,4,9,  21250.00,04,06,02,1,1,2,2,2,2,4,  2,1980,  ,2, ,   13,05,2,1,12,2,2,1,1, 45,3,    20,05,1,2,1,1,2,2,2,100, ,100,100,  184.67,1,11
03426,3,6,   2250.00,02,05,25,1,1,2,2,2,2,4,  1,1975,  ,2, ,    1,02,2,2,12,2,2,2,1, 34,2,     2,02,1,1,1,2,2,2,2,100, ,100,100, 5764.94,1,02
03427,1,2,1800000.00,10,02,26,1,1,1,2,1,2,3, 12,1932,  ,1,1,    1,02,1, ,12,2,1, , ,168,7,  2000,10,1,1,1,1,1,2,1,100, ,100,100,   65.65,2,04
03428,2,3,  11250.00,04,01,25,1,1,1,2,2,2,3,  2,1817,  ,2, ,    2,03,1, ,12,2,2,1,1, 30,2,     1,02,1,1,1,1,2,2,2, 25, , 10, 50,  478.12,2,28
03429,3,6,  17500.00,04,06,26,1,1,2,2,2,2,4,  1,1988,  ,1,1,    1,02,1, ,12,2,2,1,1,116,6,    25,05,1,2,1,2,2,2,2,100, ,100, 95,  183.07,2,06
03430,4,9,  25001.00,05,03,12,1,1,2,2,2,2,3,  2,1958,  ,2, ,    2,03,1, ,12,2,2,1,1, 70,5,     8,03,1,2,2,1,1,2,2,100, ,   , 30,  167.74,1,43
03431,2,4, 850000.00,09,06,24,1,1,2,2,2,2,3,  2,1985,  ,2, ,  150,08,2,1,12,1,2,1,1, 72,5,   400,08,1,1,1,1,1,2,1,100, ,100,100,   10.82,2,08
03432,4,9,  16250.00,04,06,23,1,1,2,2,2,2,4,  1,1985,  ,2, ,    6,04,2,2,12,1,2,1,1, 55,4,    20,05,1,2,1,1,1,2,2, 50, , 80, 80,  177.01,1,11
03433,1,2,   1500.00,02,05,26,1,2,2,2,2,2,2,  1,1972,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     1,02,1,2,2,2,2,2,2,100, ,   , 30, 6859.73,1,37
03434,4,9, 350000.00,08,03,02,1,1,2,2,2,2,4,  4,1956,  ,2, ,    1,02,1, ,12,2,2,1,1, 72,5,  1244,10,1,1,1,1,1,2,2,100, ,100,100,   92.50,2,17
03435,3,5,  27500.00,05,06,01,1,2,2,2,2,2,3,  1,1988,  ,2, ,    1,02,2,2, 7,1,2,2,2, 10,2,     0,01,1,2,1,1,2,2,2,100, ,100, 25,  168.88,1,14
03436,1,2, 250000.00,08,04,14,1,1,1,2,2,2,3,  3,1964,  ,1,3,    1,02,1, ,12,1,2,1,1,101,6,   131,07,1,1,1,1,1,2,1,100, , 26, 75,   32.51,2,33
03437,3,7, 200000.00,07,06,13,1,2,2,2,2,2,5,  7,1987,  ,2, ,   43,06,1, ,12,2,2,1,1, 90,6,   275,08,1,2,1,1,1,2,2, 66, , 66,100,  170.97,2,09
03438,4,9,  25000.00,04,02,12,1,1,2,2,2,2,4,  3,1931,  ,2, ,    1,02,1, ,12,2,2,2,1, 27,2,     3,02,1,2,1,1,2,2,2, 60, , 28, 50,  558.67,1,38
03439,4,9, 110000.00,07,03,02,1,1,2,2,2,1,4,  5,1955,  ,1,3,    1,02,1, ,12,2,2,1,2, 60,4,   395,08,1,2,1,2,2,2,2,100, ,100,100,  164.36,2,11
03440,3,5, 225000.00,08,04,16,1,1,1,2,2,2,4,  3,1964,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,   350,08,1,1,1,1,1,2,1,100, , 98, 90,   91.57,2,19
03441,3,5,   6000.00,03,06,02,1,1,2,2,2,2,4,  2,1989,  ,2, ,    5,03,1, ,12,1,2,1,2, 40,3,    15,04,1,1,1,1,2,2,2,100, ,100, 80, 5678.98,1,19
03442,1,2,  27500.00,05,03,13,1,1,2,2,2,2,3,  3,1957,  ,2, ,    1,02,1, ,12,2,2,1,1, 75,5,    39,05,1,1,1,1,1,2,2,100, , 50, 80,  136.85,1,18
03443,3,5,   6000.00,03,05,23,1,2,2,2,2,2,4,  1,1972,  ,2, ,    5,03,2,2,12,2,2,1,2, 45,3,    12,04,1,2,1,1,2,2,2,100, ,100,100, 6516.75,2,31
03444,3,5,  85000.00,06,06,18,1,1,2,1,2,2,3,  6,1985,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    40,05,1,1,1,1,1,2,1,100, ,100, 70,   31.41,2,44
03445,2,3, 850000.00,09,04,16,1,1,1,2,2,2,2, 13,1960,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,  1500,10,1,2,1,1,1,2,1,100, , 57, 85,   14.37,2,44
03446,3,5, 900000.00,09,07,16,1,1,1,2,2,2,5, 10,1995,  ,1,1,    1,02,1, ,12,1,1, , ,168,7,  1000,10,1,1,1,1,1,2,1,100, ,100, 95,    7.97,2,40
03447,2,4,  32500.00,05,05,05,1,1,2,2,2,2,1,  1,1971,  ,2, ,    7,04,2,1,12,1,1, , ,168,7,     2,02,1,2,1,1,2,2,2,100, , 20,100,  292.47,1,08
03448,3,5,  17500.00,04,06,26,1,2,2,2,2,2,5,  1,1981,  ,2, ,    1,02,2,2, 6,1,2,1,1, 50,4,     8,03,2,2,1,2,2,2,2,   , ,  7,100,  106.11,2,13
03449,1,1,  23750.00,04,01,05,1,2,1,1,2,2,2,  3,1900,  ,2, ,    2,03,1, ,12,1,2,1,1, 65,5,     2,02,1,1,1,1,2,1,2, 33, ,  2, 33,  607.94,1,36
