# File: FAO_For_Prod_m3_FORESTAT.csv
# Title: FAO forestry production by country, year
# Units: m3
countries,country codes,item,item codes,element,element codes,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Pakistan,165,Roundwood + (Total),1861,Production (m3),51,13351223,13496769,13595541,13791394,13998583,14218763,14485488,14754818,15072810,15467172,15756442,15940816,16196116,16421752,16732466,16882245,17194329,17487684,17721593,18105150,18590024,19123242,19753283,20342843,20711646,21022054,21349607,22221032,23661012,23790992,24215027,24188253,24276600,24217706,28982000,30860000,31844000,33055000,33560000,34194000,34194000,34194000,28680000,29320000,29370000,32481000,32650000,32650000,32650000,32650000
Panama,166,Roundwood + (Total),1861,Production (m3),51,1447979,1445393,1470816,1474248,1451688,1505138,1456596,1452063,1453539,1456116,1484558,1489417,1504199,1513003,1593100,1508769,1457806,1459580,1592095,1584922,1573886,1571954,1555971,1534357,1502624,1489170,1519138,1524582,1517044,1476094,1482613,1468855,1459277,1452677,1418311,1411884,1306168,1338191,1326654,1334760,1337388,1333521,1312137,1360218,1348827,1333900,1322500,1312585,1304086,1299826
Papua New Guinea,168,Roundwood + (Total),1861,Production (m3),51,3707000,3780000,3884000,4048000,4160000,4289000,4464000,4551000,4729000,5042000,5294000,5333000,5603000,5859000,6194000,6131000,6478000,6543000,7142000,7058000,7756000,7623000,7612000,7629000,7892000,8231000,8231000,8231000,8188000,8188000,7997000,8822000,9272000,8772000,8772000,8772000,8597000,8597000,7842000,7340000,7780000,8010000,7865000,8147000,8523000,8573000,8573000,8437000,10009000,10009000
Paraguay,169,Roundwood + (Total),1861,Production (m3),51,2061623,3117081,3122626,3128259,3228983,4183798,3995706,3564709,3720807,3811223,3645259,3952789,4267933,4575672,4560414,4778245,5241361,5783437,6268415,6683630,6651014,6628457,7009526,7143631,7703293,7925447,7822157,8080634,8340835,8550346,8632956,8845666,9042333,9267666,9273089,9440784,9453861,9551823,9594923,9690197,9787375,9886503,9987627,10090794,10192644,10296400,10402200,10510004,10619874,10727532
Peru,170,Roundwood + (Total),1861,Production (m3),51,4660000,4735000,4841000,4982000,4665712,4784870,5033378,5134333,5359838,5631287,5810756,5968620,6318214,6537094,7285785,7032528,6908039,7213054,7715961,7440183,7299780,7160927,7201662,7410700,8328000,8555100,8620900,8416600,7591300,7657000,7822200,8216200,9037800,8026000,7914000,8410000,9157000,9153000,9288000,8620000,8769000,8436000,8921000,9106000,9258000,9425200,9119000,8690000,8690000,8921000
Philippines,171,Roundwood + (Total),1861,Production (m3),51,26928932,21015236,28948008,29816244,27625744,30940104,31414230,31057514,30731560,30798956,30485092,30602972,27649286,28486510,28858168,28166920,27390268,26741176,26489080,24587560,23416484,23274808,22743179,22532421,22127941,22589229,21928357,20968616,20104941,18859075,18164094,17686737,17547962,17173281,16999074,16660307,16654137,16689803,16693709,16263695,16017084,15987500,16129590,16079034,16127030,15868000,16392700,16266718,15914935,16117439
Poland,173,Roundwood + (Total),1861,Production (m3),51,16397000,16824000,17073000,17227000,16802000,17433000,18108000,18073000,18473000,18320000,18799000,20081000,21543000,21820000,21594000,22107000,21530000,20339000,20822000,20533000,21972000,24534000,23813000,23183000,24140000,23145000,22692000,21254000,17617000,17026000,18778000,18590000,18776000,20350000,20286000,21731000,23107000,24268000,26025000,25016000,27137000,30836000,32733000,31944500,32384000,35934563,34273421,34629172,35467417,37179982
Portugal,174,Roundwood + (Total),1861,Production (m3),51,5750000,5900000,5900000,6050000,6100000,6040000,5900000,5920000,6370000,6450000,7000000,7300000,7190000,7587000,7830000,8020000,9178000,9150000,8530000,7580000,7792000,8556000,8349000,9292000,9826000,9322000,9339000,10205000,11205000,10809000,10278000,10207000,9819000,9350000,8978000,8978000,8548000,8978000,10831000,8946000,8742000,9673000,10869000,10746238,10804638,10822886,10168749,9564069,9648360,9139806
Qatar,179,Roundwood + (Total),1861,Production (m3),51,251,274,299,325,355,386,421,459,500,400,400,400,400,400,33,153,182,268,282,414,676,1005,1250,1559,1992,2276,2273,2481,2673,2866,3800,3934,2632,2778,2765,2745,4277,4372,4487,4540,4595,4650,4706,4763,4805,4847,4890,4933,4976,5005
Republic of Korea,117,Roundwood + (Total),1861,Production (m3),51,4099845,4453309,4783812,5046354,5027934,5245553,4595209,5130904,3635637,3815381,3605200,3735450,3771362,3683297,3699702,3762474,3690484,3612191,3696014,3932719,4030634,3933077,3968328,4059453,4098500,4278634,4013143,3986876,3872618,3948479,3733825,3741653,3668055,3795736,3624927,3497415,3866248,4138075,4041237,3986806,4062638,4133761,4704202,4814989,4912872,5152100,5176600,5652595,5652595,5655390
Republic of Moldova,146,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397300,360300,385400,330900,327000,321300,307800,344700,375200,355300,341200,379100,351800,351800,351800,351800,351800
Reunion,182,Roundwood + (Total),1861,Production (m3),51,314000,112000,101000,89000,69000,70000,64000,53000,44000,30000,30000,30000,30000,29000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,37500,38100,35950,35800,36900,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100
Romania,183,Roundwood + (Total),1861,Production (m3),51,21316000,21316000,21579000,21830000,22424000,23290000,22560000,22000000,22286000,22304000,21915000,21537000,21043000,20559000,20587000,20274000,20609000,17823000,17670000,19759000,22375000,22275000,23448000,22326000,20029000,19172000,17522000,15575000,12608000,12961000,12440000,8840000,11925000,12178000,12250000,13529000,11649000,12703500,13148200,12424000,15154000,15440000,15809000,14501000,13970000,15341000,13667000,12556500,13111640,14358630
Russian Federation,185,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227900000,174630000,111800000,116210000,96814000,134664000,124790000,143600000,158100000,164700000,165000000,174000000,178400000,185000000,190600000,207000000,181400000,151400000,175000000,197000000
Rwanda,184,Roundwood + (Total),1861,Production (m3),51,2913000,3003000,3094000,3184000,3322000,4007000,4115000,4227000,4344000,4465000,4590000,4721000,4858000,5001000,5149000,5305000,5467000,4615000,4796000,4973000,5157000,5266000,5634000,5842000,5842000,5842000,5842000,6608000,6388000,6388000,6428000,6428000,6479000,5377000,5798000,7415000,7526000,7836000,5400000,5495000,5495000,5495000,5495000,5495000,5495000,5495000,6211000,6211927,6211927,6211927
Saint Lucia,189,Roundwood + (Total),1861,Production (m3),51,6652,6742,6833,6926,7020,7114,7211,7308,7407,7579,7754,8035,8322,8282,8316,8451,8295,8228,8472,8624,8666,8759,8916,8988,8874,8978,8874,8881,8981,9036,9065,8727,8852,8855,8968,9067,9075,9117,9422,9470,9518,9567,9616,9665,9702,9739,9776,9813,9850,9858
Saint Pierre and Miquelon,190,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,600,600,600,600,600
Saint Vincent and the Grenadines,191,Roundwood + (Total),1861,Production (m3),51,12090,12016,11943,11870,11798,11726,11654,11583,11512,11468,10974,11263,11535,11755,11662,11441,11111,11080,10829,10725,10495,10251,10194,10016,9821,9749,9527,9364,9232,9135,9017,8912,8532,8437,8398,8606,8442,8328,8217,8117,8020,7925,7833,7743,7681,7620,7561,7502,7444,7396
Samoa,244,Roundwood + (Total),1861,Production (m3),51,56000,56000,56000,56000,56000,56000,57000,59000,72000,99000,116000,125000,125000,121000,86000,116000,123000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,131000,87900,90700,91200,84700,83200,85700,75700,75700,75700,75700,75700,75700
Sao Tome and Principe,193,Roundwood + (Total),1861,Production (m3),51,46625,47247,47878,54517,56164,57821,58486,59159,61842,63909,61569,59420,60726,61369,61815,62453,64043,64012,67192,71990,65912,72496,76399,76288,78388,82154,85028,85784,88464,90477,92485,93615,95436,97429,98554,100701,106115,107607,109137,110365,111618,112894,114196,115522,116515,117522,118542,119577,120626,121510
Saudi Arabia,194,Roundwood + (Total),1861,Production (m3),51,16556,17606,18723,19911,21174,22517,23945,25364,26679,27680,28410,29672,32253,35174,35655,39441,40416,46081,47988,54785,63650,70058,77851,86207,92232,101058,107140,114349,118957,122053,127940,133529,137956,143468,147134,154823,159210,169411,178587,184940,191519,198332,205387,212693,219226,225960,232900,240054,247428,254029
Senegal,195,Roundwood + (Total),1861,Production (m3),51,3234378,3295213,3357027,3420838,3485663,3551522,3619433,3688416,3758489,3837188,3896194,4016927,4089456,4142760,4181657,4276611,4401699,4441726,4546762,4650203,4651752,4732033,4856974,4932199,5033339,5103891,5165480,5264854,5325260,5395308,5472288,5562768,5624875,5628122,5700440,5780665,5828251,5877253,5907579,5939395,5971559,6004072,6036939,6070164,6099747,6129600,6159800,6190367,6215205,6256552
Serbia,272,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876000,2981000,3186000,3137000,7636000,7706000
Serbia and Montenegro,186,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809000,2597000,2796000,3086000,3118000,2761000,2738000,2533000,3353500,2484300,2936000,3155000,3520000,3170000,,,,,,
Seychelles,196,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10140,10140,10500,10500,10500,10500,10500,10500,10500,10500,11940,11940,11580,11580,11580,12840,12840,12840,12840,12840,12840,12840
Sierra Leone,197,Roundwood + (Total),1861,Production (m3),51,5700151,5663472,5627035,5590837,5577878,5521156,5487670,5455417,5421397,5348954,5343429,5289753,5202566,5153914,5214407,5207348,5290912,5175299,5100634,4964938,4868100,4928993,4856756,4942063,4982731,4937663,4935401,4907666,4826850,4713001,4679816,4606474,4525714,4734473,4724274,5076192,5203858,5338830,5481363,5487542,5497220,5510306,5526720,5546391,5571932,5600600,5632400,5667310,5705219,5742850
Singapore,200,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32245
Slovakia,199,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249000,5318000,5323000,5460000,4945000,5519000,5795000,6163000,5787900,5782000,6355000,7240000,9302000,7868509,8131486,9268556,9086991,9599068,9212907
Slovenia,198,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671000,1065000,1944000,1866000,1991000,2208000,2133000,2068000,2253000,2257000,2283000,2591000,2551000,2732822,3179126,2881650,2990062,2930216,2945449,3387867
Solomon Islands,25,Roundwood + (Total),1861,Production (m3),51,68800,75600,92400,87200,103000,152800,195600,289900,309100,340800,322100,347300,311000,315700,354400,379100,334800,375500,368700,458000,535000,548000,542000,542000,557000,451000,444000,449000,580000,474000,778000,685000,766000,872000,1001000,818000,772000,790000,704000,692000,718000,882000,1211000,1286000,1241000,1600400,1678700,1202081,1586451,2096432
Somalia,201,Roundwood + (Total),1861,Production (m3),51,2762416,2852190,2942964,3048633,3146394,3248349,3353601,3462260,3574435,3653507,3671606,3807931,4145239,4030498,4222875,4211900,4385364,4652895,4931851,5066119,5242150,5576717,5728887,5798817,5907402,5974299,6107706,6226105,6365327,6578632,7061111,7201103,7387645,7636311,7957141,8345437,8640677,8984382,9338017,9778271,10092520,10682123,10970450,11308897,11862679,11871100,12690600,13203423,13611108,14066738
South Africa,202,Roundwood + (Total),1861,Production (m3),51,6078000,6532000,6707000,8384000,14670000,14751000,14767000,15522000,15775000,16299000,16257000,16383000,17237000,17107000,17094000,16161000,16927000,17908000,19582000,20682000,20973000,22524000,21344000,23554000,24459000,26888000,27749000,28727000,28182000,28492000,27873000,28154000,30518000,31023900,32129900,32966900,30616000,29515300,30959200,30553500,30566500,33159400,33776913,34564059,34764082,31511802,31867289,30887580,28988569,29952311
South Sudan,277,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383000
Spain,203,Roundwood + (Total),1861,Production (m3),51,15032000,15364000,15342000,14837000,14103000,13261000,12797000,13891000,13653000,12471000,13828000,12107000,12428000,11481000,12044000,12030000,12495000,11602000,12484000,13041000,14098000,14450000,14184000,13604000,14637000,15090000,14762000,17891000,15590000,15188000,13924000,13767000,15305000,16075000,15631000,15631000,14874000,14810000,14321000,15131000,15839000,16105000,16290000,15531000,15716000,14528000,17027374,13980035,16089399,16647772
Sri Lanka,38,Roundwood + (Total),1861,Production (m3),51,6083574,6126971,6180596,6235451,6154538,6165857,6210410,6188200,6252226,6319936,6447804,6421396,6465208,6484289,6513632,6549748,6655453,6720493,6835286,6835602,6870851,6959566,6946750,6974770,6966538,7021835,7055056,7090828,7007049,9862700,9657700,9895700,10248700,10412700,10401700,6759662,6635545,6591165,6582561,6533928,6468369,6403862,6340385,6277917,6277917,6125000,5968600,5894453,5822585,5746686
Sudan,276,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16756000
Sudan (former),206,Roundwood + (Total),1861,Production (m3),51,10674601,10869738,11091314,11282394,11477042,11691326,11911314,12153077,12397684,12519670,12931738,13588495,13593519,13588431,13353942,13290740,13789238,14645247,15066785,15399136,15322175,15633137,16234866,16896852,17055857,17271799,17778540,17738830,18095247,18270308,18045849,17983566,18125825,18262334,18360297,18381113,18552949,18721511,18853060,19044138,19241332,19444816,19654780,19871406,20074275,20283300,20498600,20720350,20948768,
Suriname,207,Roundwood + (Total),1861,Production (m3),51,298440,305753,329075,335405,335744,296091,313446,257809,262179,305742,228322,216731,261396,344204,304444,337683,337275,409301,401300,320589,286297,243602,234592,255290,223553,166563,249010,152542,144367,135979,149801,130801,145819,144794,254803,223335,187284,140491,223700,212120,204545,198974,205408,226846,239362,213900,237400,254047,293788,413311
Swaziland,209,Roundwood + (Total),1861,Production (m3),51,140000,532000,650000,652000,660000,665000,710000,765000,885000,1265000,1395000,1402000,1402000,2061000,2061000,2061000,2061000,1403000,1604400,2275905,2293203,2307170,2316549,2326053,1297981,1057911,1916718,1680510,1680886,1697424,1718727,1700602,1715023,1731187,1745278,1759646,1176364,1195289,1214750,1232760,1251232,1270178,1289614,1309556,1325511,1341797,1358423,1375398,1392730,1407898
Sweden,210,Roundwood + (Total),1861,Production (m3),51,45590000,43900000,48000000,50200000,49600000,53800000,50100000,52550000,59967000,64646016,55197016,57372016,63025016,57310000,54655008,47060000,48520000,53400000,49195000,49860016,50916008,52980000,52945008,51470000,52415000,53075008,53900008,55830016,52871000,51400000,53520000,54000000,56300000,63600000,56300000,60200000,60600000,58700000,63300000,63200000,66600000,67100000,67300000,98200000,64600000,78200000,70800000,65100000,72200000,72103333
Switzerland,211,Roundwood + (Total),1861,Production (m3),51,4555000,3830000,4000000,3650000,3920000,4665000,3635000,3690000,4190000,4135000,4000000,3900000,4450000,3845000,3510000,4250000,4230000,4000000,4600000,4580000,4240000,4040000,4965000,4186000,4698000,4640000,4565000,4612000,6332000,4607000,4553000,4407000,4679000,4749000,4064000,4486000,4276000,4736000,9238000,5662000,4557000,5120000,5132000,5284639,5701527,5520012,4950358,4701775,4938036,4861007
Syrian Arab Republic,212,Roundwood + (Total),1861,Production (m3),51,80000,80000,80000,80000,33300,34800,45600,62700,72000,70000,41300,49200,38900,53300,36100,31200,19800,36100,37000,37000,32400,44100,44100,44100,44100,74600,74200,51850,49600,80800,77660,50400,50400,50400,50400,50400,50400,50400,50400,50400,50400,58100,58100,58100,64347,65200,66100,66962,67893,68047
Tajikistan,208,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,90000,90000,90000,90000,90000,90000,90000,90000
Thailand,216,Roundwood + (Total),1861,Production (m3),51,23894962,24470220,24801982,25335756,25424244,25960450,26446380,26352036,26173424,26576288,27914110,27852582,28158976,27995860,28224572,28428840,27712220,28343720,27881460,27096876,27023820,27011382,27162150,26997174,27130596,27162904,26861888,25542744,24899980,24495036,24211982,23954400,23739032,23500478,23352536,23393376,23420828,23440552,26814514,27497336,28050008,28813108,28685240,28566024,28436195,28315200,28202600,28098094,28001440,27886500
The former Yugoslav Republic of Macedonia,154,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860000,777000,761000,774000,774000,699000,822000,1052000,740000,715000,812000,841000,822000,825000,634000,709000,639000,631000,597000
Timor-Leste,176,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222530,212326,201736,192769,188068,184723,181758,178872,172300,165955,159828,153910,148193,142161,136344,130733,125320,120097,115162
Togo,217,Roundwood + (Total),1861,Production (m3),51,3571884,3587768,3604708,3620703,3636754,3654861,3673023,3691242,3711518,3796364,3810499,3828959,3838138,3870102,3924564,3917902,3881034,3965071,3881431,3982656,4092016,4217712,4253395,4294556,4388127,4499405,4558501,4639109,4766292,4897659,5064918,5339345,5390470,5456040,5485954,5628158,5651300,5744924,5805189,5784194,5808447,5886967,4678000,4590000,4590000,4590000,4590000,4590000,4590000,4590000
Tonga,219,Roundwood + (Total),1861,Production (m3),51,1809,1824,1838,1853,1868,1884,1899,1914,1930,1949,2009,2073,2057,2395,2084,2082,2101,2120,2092,2066,9558,5053,5042,6414,6627,6650,6705,6732,4470,4466,4466,4456,4460,4456,4481,3926,4301,2611,3710,3702,3695,3688,3682,3375,4167,4158,4150,4142,4134,4126
Trinidad and Tobago,220,Roundwood + (Total),1861,Production (m3),51,111000,111000,111000,112000,115000,115000,82000,146221,165882,152875,122053,116000,103474,122399,121811,121500,99881,96281,112840,112648,100335,84227,79951,73385,82702,83094,70288,98217,89947,85484,95637,91274,121865,156314,97673,111322,72218,70809,108515,102084,92664,95254,85856,99467,99122,98800,80400,80135,79822,79517
Tunisia,222,Roundwood + (Total),1861,Production (m3),51,1350966,1364366,1375885,1418523,1420283,1425165,1458168,1452297,1473551,1472472,1446129,1475092,1508144,1506691,1517682,1557556,1572264,1631232,1655359,1687895,1736113,1762725,1820014,1831488,1895173,1921525,1970370,2040233,2054970,2111042,2061675,2172165,2196393,2233431,2246779,2267939,2278341,2293491,2307853,2318520,2329317,2340246,2336508,2366704,2373743,2380800,2388000,2395284,2402607,2405775
Turkey,223,Roundwood + (Total),1861,Production (m3),51,8913000,9989000,12236000,14382000,14887000,14913000,16160000,18001000,17541000,16910000,18304000,17473000,18675000,18518000,21297000,21242000,21320000,22676000,22575000,21878000,21878000,20841000,19703000,16303000,17922000,16809000,16784000,15524000,15756000,15252000,16953000,18877000,16845000,19279000,19411000,18050000,17668000,16608300,15939300,15337200,16122000,15810000,16503000,16185000,18084000,18319000,19420000,19300000,20597000,21039000
Turkmenistan,213,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2500,3400,3400,3400,3400,10000,10000,10000,10000,10000,10000
Turks and Caicos Islands,224,Roundwood + (Total),1861,Production (m3),51,152,156,160,163,167,171,175,180,184,184,173,198,198,198,198,198,198,233,233,233,270,288,288,325,341,341,397,397,435,413,303,527,565,565,599,593,653,682,656,681,706,733,762,791,829,869,910,954,1000,1027
Uganda,226,Roundwood + (Total),1861,Production (m3),51,15245363,15747705,16269496,16820243,17395468,17985708,18571524,19180484,19819188,20324764,20773408,21262796,21768476,22387844,23062204,23769800,24810176,26232912,27173334,27613326,27775766,27963010,28544058,29230284,29764586,30098836,30225012,30549856,31004482,31678918,32671212,33418080,34378026,34880392,35430348,35967024,36409100,36901320,37265320,37786016,38316824,38857952,39480600,40120000,40746297,41685200,42357800,43029470,43729358,44268974
Ukraine,230,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6318333,6252000,6053000,8453000,7920330,9859330,9889000,12280100,13753900,14861800,14606300,15848600,16884300,16884300,14221400,16145600,17510300
United Arab Emirates,225,Roundwood + (Total),1861,Production (m3),51,287,335,392,457,533,623,727,848,990,1072,1282,1501,1813,2235,2651,3113,3801,4243,4639,5301,6206,7140,7836,8790,10136,10662,11412,11603,11625,12080,12537,12951,12308,12700,13146,13507,14859,15260,15672,15925,16183,16445,16711,16981,17181,17382,17586,17793,18002,18144
United Kingdom,229,Roundwood + (Total),1861,Production (m3),51,2954000,3007000,3517000,3502000,3370000,3142000,3185000,3525000,3492000,3530000,3603000,3492000,3406000,3430000,3580000,3880000,3810000,4120000,3951000,4314000,4080000,3940000,3870000,4775000,5207000,5428000,6041000,6427000,6350000,6372000,6408000,6711000,7479000,7555000,7093000,7482000,7600000,7794000,7785000,7898000,7771000,8046000,8291000,8519000,8424000,9021000,8416460,8623629,9718263,10021468
United Republic of Tanzania,215,Roundwood + (Total),1861,Production (m3),51,13169999,13553999,13980000,14408000,15288017,15457595,15656572,15833958,16039770,16229840,16304481,16138085,16282094,16421056,16569305,16908008,17123846,17326280,17634016,17965843,18343940,18740530,18976399,19320916,19674682,20124393,20227400,20329256,20513195,20909098,21701612,22009753,22294261,22608063,22802740,22943360,22958131,23051167,23100647,23264514,23438758,23623584,23819209,24025852,24227959,24441200,24665700,24901785,25149697,25382998
United States of America,231,Roundwood + (Total),1861,Production (m3),51,295717016,291838016,311378016,320381024,328651016,324431000,340913008,341253032,348474008,355073016,351589032,356245000,357280008,324232008,354761008,362945008,400891000,417174008,398171016,393549008,395217008,432033008,463237024,455393016,492320024,496782000,495675000,497603000,509319000,491260000,483803000,470725992,473107008,469830000,461077000,464231008,469750000,469313000,466549000,449114000,448000000,448513255,461739180,467347350,457048000,425128760,380508844,332527676,323985676,324432676
Uruguay,234,Roundwood + (Total),1861,Production (m3),51,1873533,2420296,2442987,2485908,2492700,2409492,2466284,2482076,2479869,2508255,2549306,2601530,2641451,2731986,2784837,2846128,2879116,3002632,2853795,3002354,3007771,3058669,3279233,3438031,3850068,4057704,3823055,3716974,3914111,4016573,4204875,4422803,4478373,4552631,4738574,5022178,5175459,5060672,2934000,2985000,3439000,3739000,5084000,5702000,6365000,7173000,9454000,8390000,11832000,10430000
USSR,228,Roundwood + (Total),1861,Production (m3),51,352700008,369600000,385300000,378139024,372415008,383000000,380400000,374200000,385000000,384700000,382900000,387800000,388500000,395100000,384500000,376700000,361400000,354000000,356600000,358200000,355900000,355700000,367900000,368000000,373900000,385500000,386450000,386450000,386400000,356400000,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33177,24980,28900,33000,32100,28000,26700,29000,31000,32000,30000,30000,30000,30000
Vanuatu,155,Roundwood + (Total),1861,Production (m3),51,100,100,100,,29000,28000,29000,31000,31000,32000,32000,33000,34000,34000,28000,29000,30300,30300,30300,35200,32900,37900,37900,46900,47700,63200,63200,63200,63200,63200,63200,63200,63200,63200,63200,63200,57800,132000,131000,119000,119000,119000,119000,119000,119000,119000,119000,119000,119000,119000
Venezuela (Bolivarian Republic of),236,Roundwood + (Total),1861,Production (m3),51,1742084,1816652,1947189,2036029,2105508,2115960,2162723,2170834,2324332,2342742,2489691,2518001,2652508,2662129,2699816,2746085,2811803,2883636,2982999,2936551,2926190,3374520,3119386,3289046,3443789,3715474,3858747,3798509,3928333,3855726,4271825,4350439,4383420,4305961,4590602,4738202,4638777,5317840,4707654,4620299,5107911,4802503,5319092,5285693,5556521,6061100,6262500,6358625,5419562,5345388
Viet Nam,237,Roundwood + (Total),1861,Production (m3),51,18257826,18662712,19125072,19508060,19851848,20098592,20593468,21193648,21569306,22415572,23266496,23694908,23942902,24241228,24863060,25620500,26012196,26586784,27162000,27493388,27974348,28561620,29057968,29760944,30526076,31222944,31186416,31165044,31203428,31554368,31216296,31163060,31215012,31595304,31641126,31324706,31032974,30220324,30868548,30798186,30729500,26437000,26487000,26004000,26121000,27450000,27850000,27850000,28200000,27100000
Wallis and Futuna Islands,243,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,400,400,400,400,400
Yemen,249,Roundwood + (Total),1861,Production (m3),51,100458,103739,105442,106966,108513,110581,111972,113786,115423,117020,116347,118600,119048,120081,121677,122824,125749,129833,133149,137625,139842,144712,149979,153982,159340,162382,162639,166297,173220,187319,202586,216084,232822,247729,258480,268709,278488,289934,301896,313823,326262,339236,352768,366885,380530,394700,409500,424823,440785,456134
Yugoslav SFR,248,Roundwood + (Total),1861,Production (m3),51,17034000,17689000,17941000,18510000,18106000,17428000,16952000,16962000,16957000,16970000,13667000,13630000,13871000,14027000,14036000,15025000,13408000,13639000,13134000,14094000,15276000,15329000,15803000,15863000,16006000,15075000,15108000,15541000,12686000,11413000,,,,,,,,,,,,,,,,,,,,
Zambia,251,Roundwood + (Total),1861,Production (m3),51,3709000,3832000,4144915,4241850,4325547,4430042,4497376,4597586,4700714,4774912,4748441,4803462,4846711,5092077,5174356,5376596,5532624,5722804,5818980,5881818,6028990,6159086,6277212,6374422,6504225,6613925,6700676,6884131,7119113,7322863,7521386,7731331,8109562,8207331,8176550,8238352,8377880,8523752,8384887,8230739,8523229,8815418,9169365,9441134,9897989,10029874,10164863,10303029,10444448,10574080
Zimbabwe,181,Roundwood + (Total),1861,Production (m3),51,4294000,4394000,4575000,4735000,4835000,5035000,5198000,5374000,5553000,5735000,3891000,4055000,4226000,4405000,4592000,4999000,5195000,5387000,5633000,6045000,6313000,5955500,6241300,6319300,6393300,6673300,6904200,6904200,6904200,6965200,6975200,6995200,8143600,8393100,8642200,8910100,8994000,9252600,9093600,9107600,9107600,9107600,9092600,8942200,9151336,9197800,9201500,9263876,9227270,9305939
