# File: FAO_an_Imp_t_SUA.csv
# Title: FAO animal imports by country, item, year
# Units: tons
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Angola,7,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,4,1,1,1,5,5
Angola,7,Bovine Meat,2731,Import Quantity,5610,109,150,318,330,295,293,310,356,481,557,588,259,427,245,463,3715,19912,18119,15836,21681,21289,29688,15118,19761,19191,16625,30053,27841,33252,22067,16941,16502,12594,8565,9430,9419,10462,8623,11397,26229,31437,40410,51546,53495,69479,67113,69389,59476,37479,31759,43175,67870
Angola,7,"Butter, Ghee",2740,Import Quantity,5610,345,286,301,229,211,144,120,78,107,55,30,213,129,25,0,0,700,887,644,806,799,1200,400,400,500,300,700,500,500,300,300,240,120,500,600,270,300,250,200,290,500,393,722,688,770,777,674,855,995,630,838,1100
Angola,7,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,35,21,25,2,3,11,32,41,61,93,137,270,92,17,17
Angola,7,Cheese,2741,Import Quantity,5610,426,424,539,549,676,581,485,338,362,430,359,41,58,39,40,40,1200,310,470,466,174,300,200,1100,700,600,690,1100,1e3,650,650,720,400,300,450,550,730,510,400,570,950,961,1060,1246,1477,1795,2433,2442,3127,2701,2737,4347
Angola,7,Crustaceans,2765,Import Quantity,5610,0,0,0,100,0,0,256,334,302,279,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,22,16,15,8,12,45,18,28,74,124,247,164,507,408,93,93
Angola,7,Demersal Fish,2762,Import Quantity,5610,6001,6901,8098,6598,5702,7503,7362,7884,8679,9792,10500,6302,7806,7795,4498,0,0,0,0,0,0,0,0,0,791,1633,2673,1985,4318,3482,4991,1642,2115,188,1402,2655,2549,1844,1171,2801,2392,3364,4153,5574,4388,8787,11308,16406,16367,18462,20455,20455
Angola,7,Eggs,2744,Import Quantity,5610,13,11,1,16,16,12,1,95,0,0,0,0,0,0,0,0,1300,800,100,260,170,200,130,250,700,409,426,659,454,359,530,430,400,550,854,3e3,11900,9300,5100,6600,10800,13759,8141,13211,16693,21269,17118,26077,22418,31907,35940,47794
Angola,7,"Fats, Animals, Raw",2737,Import Quantity,5610,6,7,19,13,33,64,81,109,301,271,251,353,379,46,50,725,9075,2498,6290,2075,3825,3938,6338,6450,8200,6450,15150,8250,11625,13625,10250,6025,3025,3075,6750,1513,1263,1013,2129,9,4,123,61,10164,8723,4010,4841,4003,2063,2066,8973,5492
Angola,7,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,0,4,0,15,1,1,0,0,0
Angola,7,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0
Angola,7,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,12,76,18,30,64,27,93,231,313,564,758,1237,1917,458,443,443
Angola,7,Honey,2745,Import Quantity,5610,13,13,16,20,19,18,23,28,26,45,37,12,62,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,24,17,46,57,49,66,56,85,100
Angola,7,"Marine Fish, Other",2764,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,3,3,1,3,17,334,24,26,66,65,353,950,157,226,828,828
Angola,7,Milk - Excluding Butter,2848,Import Quantity,5610,24679,19055,25607,25214,26891,27044,34460,25080,29874,33464,31874,26494,36140,30222,25642,55176,100699,152312,185142,162201,288067,151016,196050,231803,469272,152633,181702,212466,249174,218137,142854,84895,72391,87703,91080,86021,84746,78290,20786,22794,23410,22601,24950,19109,22255,26289,33612,36854,44867,43367,52801,87106
Angola,7,"Milk, Skimmed",2739,Import Quantity,5610,20210,14880,20230,19760,20020,20770,28380,20420,24880,27520,26250,23900,31770,26430,23e3,5e4,8e4,125460,163870,13e4,24e4,12e4,155e3,18e4,4e5,115630,139270,16e4,18e4,17e4,118950,68e3,53e3,76e3,7e4,68e3,6e4,56e3,4660,7100,9e3,8590,8920,2390,940,1480,880,2800,2070,1690,4340,4200
Angola,7,"Milk, Whole",2738,Import Quantity,5610,0,0,0,18,408,532,709,882,788,1057,1368,1008,2235,2091,1111,2222,6889,17778,8889,21622,34030,22312,31291,33533,42622,26106,29589,35244,51711,33983,12450,7556,13400,5301,13791,10045,15750,15264,12681,10760,6337,5871,7084,6626,9446,10366,13218,14367,17678,19977,26343,47909
Angola,7,"Molluscs, Other",2767,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,17,0,13,7,0,20,53,13,33,123,147,413,510,123,63,63
Angola,7,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,125,85,70,420,100,20,60,90,80,40,30,40,16,59,59,141,115,86,303,276,585,6947,3558,805,392,375
Angola,7,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e3,1300,500,1700,200,281,400,631,1070,1e3,300,800,900,500,300,1300,2800,2800,2800,2800,1,1,1,1,3,3,3,3,3,26,26
Angola,7,Pelagic Fish,2763,Import Quantity,5610,940,1463,1978,2382,2800,2077,2974,3858,3229,3e3,3673,800,1791,1722,2e3,0,0,0,0,0,0,97292,96926,132353,147596,161311,132654,122696,93609,66226,7289,8956,6705,5462,5225,4638,5774,3770,9358,12115,12334,11982,14877,23887,20855,33410,34924,44123,50002,63990,94263,94263
Angola,7,Pigmeat,2733,Import Quantity,5610,154,159,223,226,239,186,136,183,185,120,185,23,68,120,250,375,2e3,1875,2038,5263,3763,3363,3950,9438,9950,6656,6875,7525,9284,7101,7228,7363,5869,6188,7288,10088,9475,12849,9444,11763,17150,19580,21529,22533,29725,38761,51704,62428,66542,62269,83160,90700
Angola,7,Poultry Meat,2734,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e3,3100,5e3,11e3,6e3,8e3,1e4,16e3,12132,13792,15650,15e3,23700,13e3,7e3,10500,8300,26700,34e3,29e3,47300,33966,77849,98826,85909,102812,128969,137543,170612,160770,238357,286761,323673
Angola,7,Animal fats,2946,Import Quantity,5610,351,293,320,242,244,208,201,187,408,326,281,566,508,71,50,725,9775,3385,6934,2881,4624,5138,6738,6850,8700,6750,15850,8750,12125,13925,10550,6265,3145,3575,7350,1783,1563,1263,2329,299,504,516,783,10883,9494,4787,5515,4858,3058,2696,9811,6592
Angola,7,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,0,2,22,9,30,28,30,22,3,8,8
Angola,7,"Fish, Seafood",2960,Import Quantity,5610,6941,8364,10076,9080,8502,9580,10592,12076,12210,13071,14526,7102,9597,9517,6498,0,0,0,0,0,0,97292,96926,132353,148387,162945,135327,124681,97927,69708,12280,10599,8820,5650,6975,7344,8502,5743,10598,14989,14821,15776,19228,29792,25770,43133,47830,63430,69731,83759,116162,116162
Angola,7,Meat,2943,Import Quantity,5610,262,308,541,556,534,479,447,538,666,677,773,282,494,365,713,4090,21912,19994,17873,28944,28151,38050,30068,35199,37141,33312,53053,47583,56398,45238,39269,47584,31523,21842,27298,27847,46667,55512,49856,85351,82612,137980,172016,162023,202319,235119,259221,299463,268349,333190,413489,482618
Angola,7,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e3,1300,500,1700,200,281,400,631,1070,1e3,300,800,900,500,300,1300,2800,2800,2800,2800,1,1,1,1,3,3,3,3,3,26,26
Antigua and Barbuda,8,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,3,3,3
Antigua and Barbuda,8,Bovine Meat,2731,Import Quantity,5610,336,485,401,339,379,440,393,315,416,520,432,363,399,339,327,347,526,543,401,522,409,539,537,685,535,545,677,719,540,512,558,488,561,477,465,307,270,538,376,260,173,212,259,394,1370,635,739,723,726,652,1400,502
Antigua and Barbuda,8,"Butter, Ghee",2740,Import Quantity,5610,116,134,127,144,164,162,128,154,138,210,210,200,164,127,122,125,137,138,160,119,82,100,110,121,100,140,155,180,170,160,140,100,125,100,70,90,100,130,130,110,110,73,123,91,166,106,104,94,107,109,127,4
Antigua and Barbuda,8,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,2,6,0,1,3,23,11,13,30,34,37,27,27,27
Antigua and Barbuda,8,Cheese,2741,Import Quantity,5610,59,75,69,67,59,69,87,91,104,137,130,130,83,76,116,150,147,193,190,200,239,220,200,397,90,90,80,100,120,170,130,100,100,100,130,100,130,115,150,180,190,220,173,303,913,200,273,401,552,410,690,104
Antigua and Barbuda,8,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,34,33,117,49,23,806,249
Antigua and Barbuda,8,Crustaceans,2765,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,8,19,26,16,0,0,43,33,28,157,118,602,72,42,70,183,8,21,21,20,34,307,408,18,128,1391,393,294,377,361,186,415,389,389,389
Antigua and Barbuda,8,Demersal Fish,2762,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,842,642,1e3,1388,1094,0,0,618,0,0,0,0,0,0,0,621,652,712,842,927,791,771,1047,902,597,661,709,908,148,342,510,609,133,63,63,63
Antigua and Barbuda,8,Eggs,2744,Import Quantity,5610,8,9,18,30,28,60,77,98,128,157,160,160,109,200,205,200,32,70,130,170,254,220,230,260,240,250,250,120,130,70,70,50,60,100,0,3,10,22,7,0,85,19,22,45,142,146,268,331,331,147,36,150
Antigua and Barbuda,8,"Fats, Animals, Raw",2737,Import Quantity,5610,50,68,55,58,66,88,97,108,112,128,130,130,154,152,162,160,167,166,170,180,151,200,210,245,220,230,230,240,240,250,300,300,300,250,100,60,110,100,110,110,100,29,25,21,750,172,125,43,94,186,458,119
Antigua and Barbuda,8,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0
Antigua and Barbuda,8,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,8,"Fish, Liver Oil",2782,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,8,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,9,20,0,0,17,0,0,0,0,0,22,23,0,0,0,5,33,0,0,109,87,17,113,101,107,79,81,98,102,65,66,66,66
Antigua and Barbuda,8,Honey,2745,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,18,33,4,4,38,11
Antigua and Barbuda,8,"Marine Fish, Other",2764,Import Quantity,5610,1225,1250,1250,1425,1425,1425,1175,925,1425,1675,1175,1175,1175,925,1325,247,132,109,212,341,190,1348,1263,269,1531,1433,1180,1483,1706,1174,526,701,852,832,157,131,208,137,584,1228,171,325,456,769,1730,1733,1920,1114,1495,1637,1637,1637
Antigua and Barbuda,8,"Meat, Other",2735,Import Quantity,5610,27,34,2,10,11,43,72,113,228,200,180,160,140,76,1,0,2,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,280,280,280,280,281,36,15
Antigua and Barbuda,8,Milk - Excluding Butter,2848,Import Quantity,5610,3883,2980,2718,2111,2272,2326,2705,1829,2130,3814,3054,3159,2747,2970,3138,3040,3872,3677,3884,4402,5059,4736,4287,5810,3683,3137,3346,3882,4571,4915,4910,4887,4277,5042,4748,4080,5192,4597,4222,6011,5049,5345,4926,4933,14550,5235,6323,6737,7307,6233,11630,5004
Antigua and Barbuda,8,"Milk, Skimmed",2739,Import Quantity,5610,2870,1980,1620,890,990,690,1070,510,840,560,600,700,490,350,360,0,780,380,500,700,760,900,600,500,400,200,250,700,500,700,500,600,300,700,700,700,700,70,0,200,200,280,160,10,1264,79,41,95,112,326,619,3892
Antigua and Barbuda,8,"Milk, Whole",2738,Import Quantity,5610,469,395,553,727,836,1140,999,685,552,2312,1556,1556,1678,2095,1986,2040,2071,1991,2091,2332,2666,2322,2322,2637,2662,2327,2550,2479,3244,3044,3517,3589,3294,3639,3144,2677,3589,3757,3222,4600,3572,3584,3604,2903,7109,3819,4458,3962,3507,3142,6334,212
Antigua and Barbuda,8,"Molluscs, Other",2767,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,199,370,0,7,0,0,187,133,226,2,156,182,182,182
Antigua and Barbuda,8,Mutton & Goat Meat,2732,Import Quantity,5610,10,34,31,20,10,13,9,17,35,34,35,35,20,11,47,30,15,18,19,30,39,40,42,40,40,25,20,50,70,80,60,50,70,70,70,40,50,50,30,45,75,121,66,78,188,120,172,198,191,151,174,121
Antigua and Barbuda,8,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,40,30,150,100,0,0,0,0,0,0,0,0,0,0,0,199,78,69,95,74,79,167,226
Antigua and Barbuda,8,Pelagic Fish,2763,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,289,416,488,605,371,0,0,402,0,0,0,0,0,0,0,50,0,0,125,146,325,128,710,683,341,313,535,663,691,895,964,789,906,723,723,723
Antigua and Barbuda,8,Pigmeat,2733,Import Quantity,5610,225,300,306,354,306,448,311,361,408,520,472,410,339,319,325,300,292,319,446,889,529,506,475,757,505,474,473,520,364,358,282,298,295,239,215,251,301,370,298,403,364,494,440,420,2490,761,828,1160,868,959,2518,9041
Antigua and Barbuda,8,Poultry Meat,2734,Import Quantity,5610,169,297,287,340,256,457,421,497,463,711,600,650,272,632,569,400,277,946,946,1266,2342,2500,2700,3419,3200,3300,3500,3600,4300,4300,3900,3700,3e3,3500,3500,4700,5300,4400,4200,3700,3e3,2490,3720,3854,5714,5197,5850,6566,6990,7358,6040,7278
Antigua and Barbuda,8,Animal fats,2946,Import Quantity,5610,166,202,182,202,230,250,225,262,250,338,340,330,318,279,291,292,304,304,330,299,233,300,320,366,320,370,385,420,410,410,440,400,425,350,170,150,210,230,240,220,210,104,148,112,1320,312,262,254,250,318,1391,372
Antigua and Barbuda,8,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,3,3,3
Antigua and Barbuda,8,"Fish, Seafood",2960,Import Quantity,5610,1225,1250,1250,1425,1425,1425,1175,925,1425,1675,1175,1175,1175,925,1332,1525,1291,1195,1719,2369,1691,1348,1263,1349,1564,1461,1337,1602,2307,1267,591,1442,1686,1552,1155,1261,1389,1073,2959,3684,1144,1546,3194,2862,3140,3573,4109,2836,3207,3087,3087,3087
Antigua and Barbuda,8,Meat,2943,Import Quantity,5610,767,1150,1027,1063,961,1401,1206,1303,1550,1985,1720,1618,1171,1377,1269,1077,1112,1832,1813,2710,3323,3585,3755,4901,4280,4344,4670,4890,5274,5250,4800,4536,3926,4286,4249,5298,5922,5359,4904,4408,3613,3317,4485,4746,10059,6993,7869,8927,9055,9400,10169,16957
Antigua and Barbuda,8,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,40,30,150,100,0,0,0,0,0,0,0,0,0,0,0,199,78,69,95,74,79,167,226
Argentina,9,"Aquatic Animals, Others",2769,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
Argentina,9,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,80,187,115,303,595,764,1114,1252,1158,817,1583,1079,1458,1593,1520,1275,907,993,1006,1150
Argentina,9,Bovine Meat,2731,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,300,167,129,91,82,433,1671,6748,3787,316,61,86,39,13,0,23,0,0,3818,14498,7210,5522,5759,8947,11688,31846,16690,16377,14814,8706,8999,3458,3803,4382,4384,3700,1968,2248,3178,1790
Argentina,9,"Butter, Ghee",2740,Import Quantity,5610,0,0,0,0,0,0,0,1470,150,6263,71,20,0,0,0,0,304,2282,3319,1313,2573,413,221,370,668,449,607,1085,0,140,8193,11629,2024,1886,990,760,1043,2936,38,106,1106,1234,1643,90,21,14,2,1,1,1500,336,2
Argentina,9,Cephalopods,2766,Import Quantity,5610,500,0,100,600,1e3,1300,800,1900,2e3,2600,1800,1800,1400,1400,620,574,1857,1512,1558,1110,2013,942,656,950,1320,958,690,921,879,597,2122,2088,1859,2187,1597,1253,1536,1479,1647,1708,1511,170,304,296,623,448,807,1080,1047,1338,970,1543
Argentina,9,Cheese,2741,Import Quantity,5610,8,4,0,0,0,1,1,852,37,913,40,1,21,0,15,0,55,220,4600,5970,6326,262,853,2243,602,1526,1921,207,55,127,2444,6551,4484,6121,4779,5670,5243,6051,8640,7952,5730,963,1484,1565,2280,2172,2793,2820,2742,3246,3374,2654
Argentina,9,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,525,34,0,123,1530,918,1037,1581,0,323,4968,8036,8825,6150,3295,1096,310,1305,310,305,384,99,263,40,120,81,0,0,2,0,0,0
Argentina,9,Crustaceans,2765,Import Quantity,5610,0,0,0,0,0,600,400,450,833,1200,800,400,400,3e3,1560,79,410,1225,1229,1922,1248,286,122,4,56,421,485,281,148,273,458,472,726,1992,1461,1662,2401,2490,3450,3067,1711,82,105,205,586,1006,1094,1431,1099,2472,2419,1669
Argentina,9,Demersal Fish,2762,Import Quantity,5610,3900,3600,3300,4500,2530,2700,2100,3600,3600,3900,4200,1500,1200,1200,1533,247,7596,7467,13457,11931,10968,14479,10329,14875,6680,5466,17351,12285,10606,4667,14905,10873,6470,11581,1788,3076,3223,3473,2617,6891,2962,732,866,1283,1674,1498,1763,2235,2127,2093,2879,1004
Argentina,9,Eggs,2744,Import Quantity,5610,8,12,3,2187,3471,349,235,5,20,111,270,651,90,80,40,61,79,47,2165,2721,718,227,137,19,333,777,495,333,180,121,783,3067,2265,2393,2807,1995,3300,3972,2749,4221,5078,488,682,667,67,23,7,197,337,967,1196,1727
Argentina,9,"Fats, Animals, Raw",2737,Import Quantity,5610,179,151,122,124,127,104,115,146,97,60,16293,1904,69,37,31,35,137,199,690,491,242,1066,913,423,228,326,433,473,207,770,9861,19123,7004,5584,3858,24214,22288,58215,15507,24765,28084,24717,56601,37239,24628,19442,22897,26512,17420,40174,18003,14708
Argentina,9,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1121,1486,647,646,340,102,43,15,80,126,437,466,372,463,334,231,242,240
Argentina,9,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,100,100,0,0,0,21,16,317,98,16,84,2,0,5,0,46,0,7,9,203,5,7,33,5,6,1,1,0,0,0,305,21,23,21,73,16,86,65,54,6,5,4,275
Argentina,9,"Fish, Liver Oil",2782,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,10,1,9,2,5,8,3,12,2,7,8,13,6,3,3,8,4,8,11,8,5,6,6,5,6,26,7,18,16,10,19,14
Argentina,9,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,138,4,1,0,0,0,0,0,0,0,0,0,136,266,619,639,841,1292,1691,1751,1971,2203,718,1108,1653,2102,2674,2723,3071,3203,3824,4485,7290
Argentina,9,Hides and skins,2748,Import Quantity,5610,0,0,0,0,0,488,205,70,70,85,99,66,49,19,74,0,15,1,13,73,40,9,507,158,504,156,60,47,94,109,431,529,255,2097,2773,7642,4832,7367,2979,4602,8360,1962,1052,1889,2484,6270,2995,3613,5039,5707,3064,4434
Argentina,9,Honey,2745,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,123,171,21,41,14,61,2,65,41,107,154,135,109,41,296,119,139
Argentina,9,Meat Meal,2749,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,700,0,0,0,105,57,6,3,1,0,0,738,85,0,0,0,12,107,134,196,1012,7416,10439,8776,10382,9481,8320,6052,1804,5872,9008,14121
Argentina,9,"Meat, Other",2735,Import Quantity,5610,12,6,26,2,0,4,4,6,12,6,6,0,0,0,0,0,0,0,72,1731,1333,245,302,266,52,4,4,166,0,88,624,178,72,90,98,162,531,535,511,223,451,129,35,211,188,168,52,80,266,704,884,1202
Argentina,9,Milk - Excluding Butter,2848,Import Quantity,5610,82,41,0,0,0,4079,5320,58064,5658,55527,23267,8859,5573,9144,226,6975,88119,119845,224883,206943,93805,12012,10394,47780,45262,56590,89507,22526,8937,8453,311285,418234,211e3,210656,153390,175839,195805,97736,101064,89711,81116,18622,77063,69420,66784,32072,40990,34603,40224,44497,40227,95080
Argentina,9,"Milk, Skimmed",2739,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,700,2767,2564,2181,6833,7567,8170,1733,23283,36089,38437,36461,19024,7800,6629,114274,154121,44941,44577,22262,27806,18892,20102,11390,11941,8115,2836,16651,6543,4044,3100,2300,33,2233,1500,667,36625
Argentina,9,"Milk, Whole",2738,Import Quantity,5610,0,0,0,0,0,4068,5310,49245,5280,46212,22858,8849,5359,9144,0,6223,84569,114877,178548,143035,26840,684,0,318,436,0,31091,0,0,55,163970,186833,117764,101247,81544,89094,122576,15087,1747,2959,11529,299,42647,45293,38306,5826,9123,4422,9129,9448,5033,28628
Argentina,9,"Molluscs, Other",2767,Import Quantity,5610,0,0,0,0,0,400,400,400,800,800,400,200,200,200,0,0,0,0,780,383,528,180,248,0,0,93,153,15,8,0,8,1165,2538,2801,4753,5546,5593,6576,6628,5399,22118,3307,1592,2735,4730,4630,6831,6153,6118,8503,10765,9800
Argentina,9,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,429,50,364,594,2390,1071,2206,2534,2685,1380,1535,1998,1905,1817,1659,1071,287,252,281,405,266,162,16,52,16,42,21
Argentina,9,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,143,84,13,25,0,4,361,490,40,40,42,473,1529,2186,3032,1645,3121,4157,5012,3513,3641,3931,542,2507,1793,1430,1022,1417,1217,994,1537,1306,376
Argentina,9,Pelagic Fish,2763,Import Quantity,5610,1096,943,388,7893,73667,20800,2400,33896,23162,22964,71230,59400,800,900,4543,0,180,522,5151,13287,8467,776,121,3660,3946,7659,11808,6152,3694,523,2985,13935,14483,15397,24898,24975,32704,34154,40138,44607,45180,9632,23988,39452,44274,47833,51694,40649,38712,46050,54070,48615
Argentina,9,Pigmeat,2733,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,625,3429,1248,48,0,0,0,261,825,3,3,1366,8897,26628,29218,40899,32696,53251,59329,77564,76894,80373,74429,14882,45027,36479,25927,27606,37605,35020,40111,55102,67858,37033
Argentina,9,Poultry Meat,2734,Import Quantity,5610,0,0,0,0,0,153,0,0,0,0,304,0,0,67,92,0,78,78,7958,16532,11034,2197,1521,1588,1068,17785,17373,778,2648,1814,4334,43588,51651,58343,21730,30436,47779,64710,54774,44848,25983,1051,9009,2398,4160,4463,6716,6090,6308,10341,12753,5319
Argentina,9,Silk,2747,Import Quantity,5610,0,0,1,2,3,12,9,8,15,17,24,18,13,20,23,5,7,8,8,4,2,2,2,9,1,0,0,0,0,0,0,1,3,1,9,10,6,9,0,0,0,0,0,3,3,0,3,5,3,3,0,5
Argentina,9,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13905,0,7730,9149,1351,27027,8568,8838,11770,10892,10405,10689,12635,8270,8041,7108,10608,7946,18122,15959,18338,13986,10270,17581,18243,16674,12158,10271,6200,6871,58800,84243,265243,93673,110514,48886,123642,134710
Argentina,9,Wool (Clean Eq.),2746,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,40,2,0,13,8,97,90,486,0,15,308,423,246,28,80,73,267,111,695,472,908,649,731,1143,362,826,824,430,317,240,182,106
Argentina,9,Animal fats,2946,Import Quantity,5610,179,151,122,124,127,104,115,1616,247,6423,16464,1924,69,37,52,51,758,2579,4037,2477,3352,1514,1148,918,2477,1701,2087,3160,412,1245,23037,38834,17864,13629,8147,26079,23645,62464,15866,25489,29600,26079,58534,37447,24791,19649,22971,26585,17445,41689,18362,14999
