# File: FAO_an_Imp_t_SUA.csv
# Title: FAO animal imports by country, item, year
# Units: tons
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Kuwait,118,Meat,2943,Import Quantity,5610,2622,2922,3093,3736,4932,5288,7682,14049,13526,14128,13499,15780,16557,21411,29870,39714,49268,50932,46394,53488,75055,93181,50841,58577,44399,64973,61670,66547,69693,26933,24853,57318,73547,65313,76095,74204,73097,74270,77457,82994,90785,72927,108339,142146,198255,145194,182420,231195,275683,231865,200696,180528
Kuwait,118,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,617,66,105,244,474,1347,1238,707,729,800,796,600,83,173,69,10,27,76,111,87,64,79,60,89,530,352,138,164,260,490,453,709,721,1230,771,2891,2161
Kyrgyzstan,113,Aquatic Plants,2775,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,3,0,1,2,2
Kyrgyzstan,113,Bovine Meat,2731,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,150,457,1485,150,326,356,236,341,175,326,437,222,853,1729,3879,3634,1364,2599,3565
Kyrgyzstan,113,"Butter, Ghee",2740,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,376,298,79,7,26,64,107,142,464,1405,1614,1184,1305,785,329,396
Kyrgyzstan,113,Cephalopods,2766,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,7,4,7,8,15,13,15,14,12,12
Kyrgyzstan,113,Cheese,2741,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,51,7,5,12,19,4,120,259,476,668,798,554,559,508,424
Kyrgyzstan,113,Cream,2743,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8,0,0,26,3,1,9,43,78,330,412,259,397,412,503
Kyrgyzstan,113,Crustaceans,2765,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,13,7,6,0,0,13,21,28,37,49,34,117,22,41,41
Kyrgyzstan,113,Demersal Fish,2762,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,412,322,181,107,97,273,394,327,324,364,317,245,191,328,328
Kyrgyzstan,113,Eggs,2744,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2523,6052,2123,1482,2077,630,602,822,289,55,193,861,1269,1231,3529,4276,2555
Kyrgyzstan,113,"Fats, Animals, Raw",2737,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,316,136,152,483,159,373,894,2450,6369,6803,8591,7866,5003,4511,4590
Kyrgyzstan,113,Fish Meal,2855,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0
Kyrgyzstan,113,"Fish, Liver Oil",2782,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,54,0,0,0,0,0
Kyrgyzstan,113,Freshwater Fish,2761,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,22,71,18,38,53,108,77,107,192,323,743,462,292,328,328
Kyrgyzstan,113,Hides and skins,2748,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,221,536,5852,13887,11612,8662,10938,11773,6706,9056,10157,6702,5336,10022,25097
Kyrgyzstan,113,Honey,2745,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Kyrgyzstan,113,"Marine Fish, Other",2764,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,737,588,1066,383,425,172,93,103,149,144,244,198,397,926,1539,1669,1945,2818,2818
Kyrgyzstan,113,Meat Meal,2749,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,113,"Meat, Other",2735,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,66,0,0,0,0,11,4,4,0,0,24,1,61,143,29
Kyrgyzstan,113,Milk - Excluding Butter,2848,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3785,18925,18368,15515,4114,1323,990,1953,6493,2395,5045,6277,7989,15929,18961,16814,15691,12576,15192
Kyrgyzstan,113,"Milk, Skimmed",2739,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,793,598,325,401,3085,668,127,0,0,169,300,642,368,310,467
Kyrgyzstan,113,"Milk, Whole",2738,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3785,18925,18368,15515,2778,605,564,1305,1418,1188,3390,3619,3314,8567,10038,9572,8120,5981,8448
Kyrgyzstan,113,"Molluscs, Other",2767,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,33,0,0,0,0,7,23,43,77,100,73,53,33,33
Kyrgyzstan,113,Mutton & Goat Meat,2732,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,61,21,0,0,0,0,0,0,0,0,14,14,0,20,0
Kyrgyzstan,113,"Offals, Edible",2736,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,13,20,12,40,0,8,56,7,19,435,229,206,284,399,514
Kyrgyzstan,113,Pelagic Fish,2763,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,186,2e3,3719,3160,4301,3843,6201,11713,11559,12215,14843,17919,14869,8856,10382,9726,9726
Kyrgyzstan,113,Pigmeat,2733,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1561,212,391,71,20,104,82,2103,11629,9998,10192,13564,13396,11060,12327
Kyrgyzstan,113,Poultry Meat,2734,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,500,500,3e3,6394,929,1985,1766,1898,5454,8017,11818,11634,23077,41685,19618,87452,73274,67191
Kyrgyzstan,113,Silk,2747,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1237,1575,220,453,115,150,150,0,0,101,0,0,0,0,0,0,0,0
Kyrgyzstan,113,Whey,2742,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20,0,30,110,0,0,0,0,770,210,250,300,220,600,1070
Kyrgyzstan,113,Wool (Clean Eq.),2746,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1189,1042,350,637,141,92,184,56,260,984,657,466,802,456,438,105,168,101
Kyrgyzstan,113,Animal fats,2946,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,376,622,219,159,535,226,481,1045,2957,7852,8801,10187,9430,6185,5252,5489
Kyrgyzstan,113,"Aquatic Products, Other",2961,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,3,0,1,2,2
Kyrgyzstan,113,"Fish, Seafood",2960,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,737,588,1252,2409,4592,3765,4600,4090,6501,12257,12306,12905,15844,19672,17615,11437,12900,13287,13287
Kyrgyzstan,113,Meat,2943,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,150,957,1985,3150,8409,1517,2612,2177,2093,5894,8539,14147,24116,34803,55793,36831,102273,87096,83112
Kyrgyzstan,113,Offals,2945,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,13,20,12,40,0,8,56,7,19,435,229,206,284,399,514
Lao Peoples Democratic Republic,120,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,11,35,4,8,8
Lao Peoples Democratic Republic,120,Bovine Meat,2731,Import Quantity,5610,106,241,199,91,553,56,470,442,590,3601,1740,1227,704,120,132,79,79,132,66,0,0,0,0,0,0,93,26,860,860,1059,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1
Lao Peoples Democratic Republic,120,"Butter, Ghee",2740,Import Quantity,5610,0,0,0,0,7,9,11,12,29,43,42,45,17,8,4,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,662,0,0,0,59,0,0,101,118,122,133,170,220
Lao Peoples Democratic Republic,120,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,17,53,15,61,235,105,82,22,13,5,23,7,7
Lao Peoples Democratic Republic,120,Cheese,2741,Import Quantity,5610,0,0,0,0,9,13,18,22,25,36,30,38,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,45,7,2,0,0,45,30,18,1,7,1,16,6,5,14,38
Lao Peoples Democratic Republic,120,Crustaceans,2765,Import Quantity,5610,0,0,0,0,1309,606,0,303,303,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,600,340,462,0,458,710,666,820,908,34,941,441,36,117,28,18,31,31
Lao Peoples Democratic Republic,120,Demersal Fish,2762,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,36,497,663,43,11,0,0,0,0
Lao Peoples Democratic Republic,120,Eggs,2744,Import Quantity,5610,96,64,27,40,85,160,103,148,117,127,113,130,102,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lao Peoples Democratic Republic,120,"Fats, Animals, Raw",2737,Import Quantity,5610,0,0,0,0,156,1,0,0,0,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lao Peoples Democratic Republic,120,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,11,4,0,0,0
Lao Peoples Democratic Republic,120,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27,0,14,0,0,44,790,355,166,290,389,389
Lao Peoples Democratic Republic,120,"Marine Fish, Other",2764,Import Quantity,5610,0,1e3,750,0,111,111,361,361,361,361,111,472,111,111,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,1639,1901,693,1843,1533,1006,1019,1965,1325,1585,1576,1627,1253,864,1367,1381,1531,1598,1598
Lao Peoples Democratic Republic,120,"Meat, Other",2735,Import Quantity,5610,0,0,0,0,1,2,169,15,15,8,2,20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lao Peoples Democratic Republic,120,Milk - Excluding Butter,2848,Import Quantity,5610,3107,2884,3018,1460,2490,1749,1992,3372,4039,5095,4513,2808,1419,1659,13,0,0,16020,13915,12632,0,0,0,0,0,137,286,220,2514,1486,4616,8746,5576,19906,19160,17638,18226,27435,14780,9936,25541,25831,24138,12856,24685,14747,17573,11109,11685,15666,16249,16997
Lao Peoples Democratic Republic,120,"Milk, Skimmed",2739,Import Quantity,5610,0,0,0,0,30,30,0,460,1720,3250,1740,0,0,0,0,0,0,15e3,13e3,12e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,100,170,90,130,100,20,20,260,1610,1920,1130,610,2100,4740,1360,90
Lao Peoples Democratic Republic,120,"Milk, Whole",2738,Import Quantity,5610,3107,2884,3018,1460,2399,1631,1872,2741,2062,1434,2482,2555,1313,1633,0,0,0,231,231,0,0,0,0,0,0,137,286,220,2514,1486,4571,8571,5446,19370,18649,17223,17611,26999,14322,9129,23086,23479,20719,8885,18577,8319,12788,8862,7878,9491,12847,14613
Lao Peoples Democratic Republic,120,"Molluscs, Other",2767,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,120,0,0,0,53,0,0,1567,350,47,497,433,40,30,160,160
Lao Peoples Democratic Republic,120,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,3,0,20,0,5,3,1,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
Lao Peoples Democratic Republic,120,Pelagic Fish,2763,Import Quantity,5610,0,1200,400,200,200,600,800,1e3,200,200,200,400,400,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,3114,1960,1604,800,1379,2705,2965,3412,3268,6383,4815,4411,4824,8391,13321,16882,16009,16009
Lao Peoples Democratic Republic,120,Pigmeat,2733,Import Quantity,5610,0,0,0,10,4,8,14,45,50,87,38,88,18,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,8,0,0,0,0,0,0,0
Lao Peoples Democratic Republic,120,Poultry Meat,2734,Import Quantity,5610,0,0,0,0,11,18,15,21,54,68,41,70,33,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,22,0,0,8,0,0,42,1,7,0,10,0,0,0,0,0
Lao Peoples Democratic Republic,120,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6351,11081,16892,4054,1622,1892,1351,1486,1486,0,81,81,0,14,0,0,6216,6757,122,297,95,27,27,27,27
Lao Peoples Democratic Republic,120,Animal fats,2946,Import Quantity,5610,0,0,0,0,163,10,11,12,29,47,42,45,17,8,44,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,662,0,0,1,59,0,0,101,118,122,133,170,220
Lao Peoples Democratic Republic,120,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,11,35,4,8,8
Lao Peoples Democratic Republic,120,"Fish, Seafood",2960,Import Quantity,5610,0,2200,1150,200,1620,1317,1161,1664,864,561,311,1175,511,711,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,5053,5615,3026,4034,2333,2862,4451,5730,5573,5842,9830,8335,6940,7076,10687,14941,18774,18193,18193
Lao Peoples Democratic Republic,120,Meat,2943,Import Quantity,5610,106,241,199,101,569,84,668,522,709,3764,1821,1404,770,136,151,79,79,132,66,0,0,0,0,0,0,93,26,860,860,1059,0,132,0,2,0,14,22,0,0,8,0,18,42,7,15,2,11,0,0,1,1,1
Lao Peoples Democratic Republic,120,Offals,2945,Import Quantity,5610,0,0,0,0,3,0,20,0,5,3,1,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
Latvia,119,"Aquatic Animals, Others",2769,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,19,44,12,73,215,190,101,181,60
Latvia,119,Aquatic Plants,2775,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,8,18,30,36,9,54,25,21,14,45,42,51,44,59,86,93,100,81
Latvia,119,Bovine Meat,2731,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,16,906,942,2386,4526,3344,1712,3732,4144,3572,3501,3953,3602,2711,3635,3820,2935,3407,4166,3828
Latvia,119,"Butter, Ghee",2740,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,3,72,25,28,577,783,507,1117,968,1037,1081,1284,432,655,572,1507,1491,1872,2288,2462
Latvia,119,Cephalopods,2766,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,4,30,58,46,87,81,93,133,96,100,213,434,359,343,225,204,228,300
Latvia,119,Cheese,2741,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,12,144,115,33,211,590,883,2050,3376,3813,4372,4579,5700,5965,9084,10340,11086,14904,17230,17020
Latvia,119,Cream,2743,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,114,78,36,45,38,267,438,476,155,1415,308,295,479,532,617,1344,1072,1189,2110
Latvia,119,Crustaceans,2765,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,113,177,244,171,349,308,316,468,538,946,1716,1585,2574,3467,2837,1356,2006,2560,3197
Latvia,119,Demersal Fish,2762,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5082,6317,3399,6829,9764,9796,10913,10395,8068,8401,7674,6403,11091,11697,13109,17421,12265,11716,15310,11017
Latvia,119,Eggs,2744,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,109,201,83,14,1087,2849,2834,822,964,416,673,676,1548,3391,4188,4788,5310,7113,8878,9430
Latvia,119,"Fats, Animals, Raw",2737,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,3683,3303,4247,2516,2085,2784,3212,4932,6285,6685,7697,7462,6401,5728,5407,6882,6067,5733,6660,9076
Latvia,119,Fish Meal,2855,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,599,7230,8025,8274,5781,731,1620,3353,3828,3029,977,2166,3289,877,1794,3639,1888,650,2053
Latvia,119,"Fish, Body Oil",2781,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,1,0,22,0,0,3,3,1,1,1,10,7,7,8,6,68,1,4,3
Latvia,119,"Fish, Liver Oil",2782,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,4,3,0,0,11,4,3,2,7,61,35,88,91,28,10,8,7
Latvia,119,Freshwater Fish,2761,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1328,360,235,340,653,1021,1074,1672,2356,2544,2800,3467,4777,5278,10334,15231,16585,19500,18444,23447
Latvia,119,Hides and skins,2748,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,974,1367,1228,911,1480,1788,3100,3729,2256,1660,4119,640,379,552,309,929,1044,630,429,210
Latvia,119,Honey,2745,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,34,3,7,44,223,287,244,318,184,149,291,343,99,58,90,229,619,482,302
Latvia,119,"Marine Fish, Other",2764,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,81,286,219,88,88,17,165,265,135,114,79,23,11,47,55,174,3819,5500,4109
Latvia,119,Meat Meal,2749,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2701,8173,8035,7057,4381,2231,3034,2747,691,154,123,147,483,1183,1964,4749,3287,1181,490
Latvia,119,"Meat, Other",2735,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,74,61,28,52,23,70,131,129,330,198,55,77,286,105,466,502,732,230,204
Latvia,119,Milk - Excluding Butter,2848,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,8222,19870,42475,52317,75595,86945,76310,105269,157167,152751,121704,106008,87454,135837,139950,161916,143289,195733,197769,227828
Latvia,119,"Milk, Skimmed",2739,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,5497,14292,32794,44027,60795,68798,54003,73212,111455,100439,66268,49963,18198,22939,19742,15635,28984,22436,20235,16357
Latvia,119,"Milk, Whole",2738,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,1934,2930,5025,2798,6161,5551,9027,7816,5899,10052,11403,8991,21377,62133,45606,62732,22598,55029,40834,78731
Latvia,119,"Molluscs, Other",2767,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,137,20,38,45,172,203,303,206,141,194,269,476,598,945,786,516,2070,918,960
Latvia,119,Mutton & Goat Meat,2732,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,2,11,11,0,11,49,64,41,41,67,88,67,36,43,96,82
Latvia,119,"Offals, Edible",2736,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1508,673,504,983,1611,1827,1602,1143,1941,2381,2091,3430,4683,10241,8725,8680,7266,9655,10642,9439
Latvia,119,Pelagic Fish,2763,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857,6786,49910,61694,48921,56265,39034,30308,37552,53772,49116,32949,34012,44622,50187,46993,54104,68653,63895,41912,46070
Latvia,119,Pigmeat,2733,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1402,3722,2174,6562,4626,6559,7615,7397,12169,17710,24603,25751,34381,39024,42323,48280,49209,49414,62768,58450
Latvia,119,Poultry Meat,2734,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,388,1538,1406,4615,9688,13497,11729,17512,19338,26040,26269,29268,28680,31239,31082,29376,26246,29601,28814,27784
Latvia,119,Whey,2742,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,929,357,14,86,14,129,129,14,2343,3514,4443,6914,7214,7796,9851,7046,6839,6544,16422,23522
Latvia,119,Wool (Clean Eq.),2746,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,1453,1113,2648,1803,1682,2026,1175,1556,1220,834,909,865,943,1472,1539,709,283,428,409,463
Latvia,119,Animal fats,2946,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,3770,3490,4355,2606,2710,3605,3989,6501,7734,7881,10196,9071,7196,6904,6607,9103,8998,8688,10149,13658
Latvia,119,"Aquatic Products, Other",2961,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,8,18,30,36,9,54,25,21,14,64,86,63,117,274,276,194,281,141
Latvia,119,"Fish, Seafood",2960,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857,13510,56917,65815,56621,67045,50505,42908,50483,65227,61009,44773,46045,62788,70779,75254,90778,99775,103209,84872,89101
Latvia,119,Meat,2943,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,1817,6239,4585,13592,18895,23434,21137,28772,35790,47701,54634,59068,66781,73326,77233,82009,78928,83197,96075,90349
Latvia,119,Offals,2945,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1508,673,504,983,1611,1827,1602,1143,1941,2381,2091,3430,4683,10241,8725,8680,7266,9655,10642,9439
Lebanon,121,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,6,24,2,5,3,7,3,4,7,7,8,4,4
Lebanon,121,Bovine Meat,2731,Import Quantity,5610,2057,2251,3413,3019,3130,3289,4686,6238,5639,5793,6814,7317,9291,12588,7294,9941,29781,19103,20426,20426,21632,22294,21088,14103,9779,11838,13235,15941,13722,13206,27465,22235,17300,18647,23559,10765,20249,21403,18693,21351,12391,19683,27461,27580,30135,37096,38716,42325,55995,47325,39353,30863
Lebanon,121,"Butter, Ghee",2740,Import Quantity,5610,2005,2286,2463,2048,2481,2577,3091,3866,4683,9870,6376,3214,5772,5e3,2e3,3500,6975,5e3,6900,8e3,7e3,6e3,4600,5e3,4e3,3500,2200,4700,4600,3900,2370,4800,6700,5700,6500,6700,2681,7191,6634,6630,7399,7520,7613,7682,7053,6297,7254,4547,7066,5880,6146,5782
Lebanon,121,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,71,68,59,128,174,199,220,235,215,159,387,397,418,451,451
Lebanon,121,Cheese,2741,Import Quantity,5610,4110,3874,4811,5771,5538,6352,7e3,7119,7847,7238,9063,8771,10003,6500,4600,5e3,13690,8e3,12e3,14e3,16e3,14e3,13500,13e3,1e4,7500,6300,9e3,29626,14e3,13647,15800,21e3,27e3,25e3,2e4,30832,25834,27188,26434,25460,28510,27112,29351,26576,26355,26428,23549,28952,29252,30068,30923
Lebanon,121,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,1461,1409,1262,1354,1543,1782,2010,2023,2456,2461,2300,2924,3015,2982,1431
Lebanon,121,Crustaceans,2765,Import Quantity,5610,167,167,333,167,333,333,333,333,333,333,667,667,667,667,667,667,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,200,207,377,365,480,380,1748,1158,955,1121,1542,1562,2020,2457,2762,3019,3741,4070,5480,5584,6105,6105
Lebanon,121,Demersal Fish,2762,Import Quantity,5610,0,0,0,0,0,0,1375,2e3,2625,1375,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,561,235,29,66,179,421,659,968,593,580,1047,1923,1611,841,841
