# File: RECS_1990.csv
# Title: Residential Energy Consumption Survey 1990
# Source: Fill in
# Units: Fill in
HHID,NWEIGHT,DIVISION,HEATED,HOMEAREA,CDD65,HDD65,BTUEL,BTUNG,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUKER,BTUFO,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
5832,9915,8,1481,1481,4060,1097,38047,9999999,44386,9999999,2965,9999999,6928,9999999,10359,9999999,11757,9999999,6038,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5833,31392,5,2160,2160,2408,1595,60437,9999999,51285,9999999,12439,9999999,13378,9999999,23106,9999999,3699,9999999,7815,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5834,11495,4,357,357,1053,5378,6037,55584,12892,61430,9999999,40146,9999999,11123,1525,4315,1975,9999999,2537,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5835,8726,1,892,892,889,4762,31465,92763,21448,66272,2090,59537,9999999,26661,18975,6565,976,9999999,9424,5025,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5836,11490,1,1634,2122,501,6277,27095,9999999,24532,9999999,9999999,9999999,5609,9999999,16990,9999999,9999999,9999999,4496,3620,9999999,242569,9999999,126406,9999999,9999999,201378,9999999,9999999,41191,9999999,9999999,9999999,9999999,9999999
5837,17083,2,5600,5600,866,4571,17916,112591,21190,34047,9999999,9999999,9999999,91648,10508,20943,1122,9999999,6286,9999999,9999999,172958,9999999,147603,9999999,9999999,172958,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5838,18837,2,980,980,250,7217,30298,9999999,28560,9999999,9999999,9999999,11002,9999999,17091,9999999,9999999,9999999,2205,1740,9999999,9999999,61479,9999999,58609,9999999,9999999,61479,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5839,41058,2,1500,1500,989,4276,7356,48121,10828,50131,9999999,39173,9999999,9999999,5378,8948,9999999,9999999,1978,9999999,9999999,49729,9999999,31499,9999999,9999999,9999999,9999999,9999999,49729,9999999,9999999,9999999,9999999,9999999
5840,18299,9,1178,1178,153,5527,38400,9999999,46830,9999999,20459,9999999,7685,9999999,7234,9999999,9999999,9999999,3022,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5841,28526,2,1156,1734,1061,4418,12259,78329,11984,93623,9999999,70158,9999999,8171,8331,9999999,824,9999999,3104,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5842,17635,7,1840,2032,2756,2042,69499,57661,41218,64455,9999999,39497,9999999,18164,30024,9999999,31349,9999999,8126,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5843,17763,9,850,850,113,2732,12802,60094,8703,57326,9999999,37556,9999999,18141,9935,4397,9999999,9999999,2867,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5844,15535,4,2205,2395,955,5537,50153,42983,53934,94060,1694,32293,9999999,10690,30608,9999999,8587,9999999,9264,4448,2700,9999999,9999999,9999999,9999999,2038,9999999,9999999,2700,9999999,9999999,9999999,9999999,9999999,9999999
5845,18173,3,2241,2337,531,6889,54827,111225,36348,101530,9999999,111225,20960,9999999,24264,9999999,5337,9999999,4266,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5846,19487,1,2496,2496,757,5114,12304,9999999,11365,9999999,9999999,9999999,9999999,9999999,7908,9999999,9999999,9999999,4396,9999999,9999999,83630,18540,70374,16935,9999999,83630,9999999,9999999,9999999,12919,9999999,9999999,5621,9999999
5847,9679,8,2025,2025,3647,1466,23004,42745,39689,62491,9999999,25958,9999999,12929,9575,3858,7735,9999999,5694,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5848,25635,8,1464,1464,157,7602,22342,104549,27598,85310,9999999,104549,10209,9999999,10092,9999999,9999999,9999999,2041,1611,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5849,16614,9,2028,2028,535,4201,16091,99742,25810,92606,9999999,99742,1944,9999999,10657,9999999,552,9999999,2938,1570,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5850,10212,4,962,962,1110,5808,23089,118701,16050,96697,9999999,85551,9999999,33150,15749,9999999,2152,9999999,5188,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5851,14642,2,2400,2400,744,4604,24543,49210,21369,106145,9999999,38716,9999999,10494,18926,9999999,9999999,9999999,5617,4523,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5852,7767,4,960,1008,756,7029,18995,99899,10680,80648,9999999,69075,9999999,24431,13589,6393,9999999,9999999,5406,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5853,22777,2,1920,1920,871,4822,57467,78497,57257,131435,9999999,60150,9999999,18256,41945,91,7617,9999999,7905,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5854,43661,7,2204,2204,2828,1570,25726,71332,28743,69818,980,61543,9999999,7175,9539,2614,9335,9999999,5872,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5855,11459,6,1026,1303,1633,3292,32492,21730,36518,41799,1487,21730,6228,9999999,16006,9999999,5079,9999999,3692,6546,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5856,8248,4,1526,1526,727,7113,13988,70419,15407,66592,9999999,58222,9999999,12197,9251,9999999,2109,9999999,2628,3125,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5857,8617,1,2750,2962,600,5310,19571,1675,25624,4567,9999999,9999999,8034,9999999,7988,1675,510,9999999,3039,9999999,9999999,80299,9999999,75285,9999999,9999999,80299,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5858,18225,2,591,1116,588,5656,4968,60901,9046,105687,9999999,48434,9999999,9362,3483,3105,9999999,9999999,1485,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5859,8416,4,848,944,726,6534,13239,68623,13175,93016,9999999,56016,9999999,12607,8236,9999999,9999999,9999999,5003,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5860,15710,9,1458,1986,1660,1857,32404,52362,38432,51115,9999999,22159,9999999,23093,21839,7110,6741,9999999,3824,3046,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5861,26332,5,1517,1517,3630,204,57161,50976,49734,37930,9999999,14091,9999999,23316,27597,13569,22761,9999999,6803,8242,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5862,35316,5,2622,3198,3740,184,62777,9999999,60704,9999999,4261,9999999,7799,9999999,23600,9999999,20616,9999999,6501,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5863,23030,3,943,1689,608,6284,23464,132718,18290,109111,9999999,81499,9999999,38858,15059,12361,3285,9999999,5120,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5864,7767,4,4543,5325,776,6859,19732,168002,19437,181606,9999999,141120,9999999,23922,12724,2960,2008,9999999,5000,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5865,19071,5,1796,2236,1581,2654,21158,86314,29023,82059,9999999,65765,9999999,20549,13872,9999999,890,9999999,6396,5084,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5866,11429,1,464,464,591,5170,39494,9999999,36623,9999999,1659,9999999,11722,9999999,21440,9999999,9999999,9999999,4673,3722,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5867,15398,2,1123,1123,989,4275,10584,120277,11337,86257,9999999,73359,9999999,37868,6989,9050,787,9999999,2808,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5868,23096,2,675,675,1188,3906,10396,2578,9712,5716,9999999,9999999,9999999,9999999,6055,2578,9999999,9999999,4341,9999999,9999999,25272,9999999,53945,9999999,9999999,15742,9999999,9999999,9530,9999999,9999999,9999999,9999999,9999999
5869,7904,4,954,954,867,6843,10093,46431,7778,72118,1347,34019,9999999,10199,4062,2213,859,9999999,3825,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5870,25511,5,1203,2004,3783,177,28009,9999999,29005,9999999,4072,9999999,2195,9999999,5855,9999999,10118,9999999,5769,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5871,21563,5,484,604,1988,1914,30026,92391,19486,48332,9999999,77016,9999999,15375,18381,9999999,5396,9999999,6249,10852,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5872,14146,6,1880,2350,1386,3274,53435,9999999,79245,9999999,15828,9999999,7405,9999999,14810,9999999,8169,9999999,7223,3713,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5873,24452,5,1088,1088,1686,2494,26777,9999999,24159,9999999,9999999,9999999,2492,9999999,18224,9999999,9999999,9999999,6061,7275,9999999,9999999,25116,9999999,26072,9999999,9999999,25116,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5874,22173,7,590,590,2122,3060,40726,9999999,38584,9999999,5848,9999999,10172,9999999,6720,9999999,13251,9999999,4735,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5875,29067,2,1350,3020,526,6246,35567,119421,29395,134258,9999999,94836,9999999,24585,29459,9999999,9999999,9999999,6108,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5876,17839,3,3200,3600,788,4712,14456,77246,16955,101395,9999999,56839,9999999,17982,7565,2425,941,9999999,5950,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5877,19695,5,580,580,1800,3220,14035,44180,14837,50866,9999999,25326,9999999,15273,10094,3581,9999999,9999999,3941,3110,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5878,14564,2,1704,4200,670,5089,54479,9999999,71761,9999999,19703,9999999,9933,9999999,13390,9999999,1036,9999999,10417,9999999,657,9999999,9999999,9999999,9999999,1387,9999999,9999999,657,9999999,9999999,9999999,9999999,9999999,9999999
5879,16551,3,2184,2552,468,5531,56209,9999999,23310,9999999,9999999,9999999,9999999,9999999,30437,9999999,11394,9999999,14378,9999999,9999999,9999999,110053,9999999,87864,9999999,9999999,85305,9999999,9999999,15653,9999999,9999999,9095,9999999
5880,12807,6,4800,5700,1924,2222,86405,9999999,104365,9999999,27146,9999999,9109,9999999,20507,9999999,18844,9999999,10799,4213,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5881,40683,6,2178,2728,1656,3461,40627,74210,43450,82630,9999999,41064,9999999,25964,23735,7182,10264,9999999,6628,2642,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5882,20262,3,2130,2166,959,5351,14078,132007,17215,129736,9999999,117038,9999999,10805,6233,4164,2133,9999999,5712,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5883,17635,7,1393,1922,3118,1177,80527,9999999,65020,9999999,12817,9999999,10272,9999999,20899,9999999,30507,9999999,6032,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5884,36063,9,2688,3260,1941,1364,50194,105661,53830,121811,9999999,29269,9999999,27208,29195,49184,15928,9999999,5071,2709,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5885,14183,1,601,601,792,5182,12336,4891,17521,9429,5846,9999999,1146,4891,2458,9999999,9999999,9999999,2886,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5886,18194,6,1284,1284,2199,2477,75825,9999999,58569,9999999,3211,9999999,16280,9999999,36781,9999999,13581,9999999,5972,6777,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5887,34954,2,1114,2194,849,4956,38921,9999999,50358,9999999,11435,9999999,10232,9999999,12579,9999999,1391,9999999,3284,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5888,33065,7,2343,2343,2267,1427,54978,90787,63208,54107,1969,55541,9999999,35246,27525,9999999,19666,9999999,5818,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5889,15338,2,2376,2904,579,5688,40668,94440,35634,112678,9999999,94440,13741,9999999,18309,9999999,3357,9999999,5261,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5890,12399,6,260,260,2318,2441,24982,11252,22259,10782,4129,9999999,1968,11252,5356,9999999,8531,9999999,4998,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5891,14642,2,1690,1690,548,5198,22141,117298,12441,126586,9999999,74558,9999999,34153,18285,8587,9999999,9999999,3856,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5892,29067,2,10208,10608,500,6350,17561,250611,33928,271251,933,225075,9999999,25536,13507,9999999,532,9999999,2589,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5893,18542,5,520,520,1405,2833,16357,9999999,21235,9999999,9999999,9999999,6039,9999999,4205,9999999,3647,9999999,2466,9999999,6815,9999999,5985,9999999,5151,36577,9999999,9999999,6815,9999999,9999999,9999999,9999999,5985,9999999
5894,6619,4,1248,1248,140,8488,24703,9999999,25698,9999999,9999999,9999999,9583,9999999,12368,9999999,9999999,9999999,2752,9999999,9999999,9999999,93647,9999999,73406,9999999,9999999,87076,9999999,9999999,9999999,9999999,9999999,6571,9999999
5895,14397,2,2621,3698,244,7347,29599,9999999,33357,9999999,1243,9999999,6424,9999999,14623,9999999,9999999,9999999,7309,3489,9999999,180649,9999999,208365,9999999,9999999,180649,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5896,13358,2,2590,3470,634,5444,23147,9999999,24075,9999999,9999999,9999999,9999999,9999999,21327,9999999,9999999,9999999,1820,2089,9999999,72812,9999999,95979,9999999,9999999,53784,9999999,9999999,19028,9999999,9999999,9999999,9999999,9999999
5897,14642,2,2128,2652,829,4554,14504,9999999,28985,9999999,994,9999999,9999999,9999999,9506,9999999,358,9999999,3646,9999999,9999999,74754,7215,104016,10268,9999999,55557,9999999,9999999,19197,9999999,9999999,9999999,7215,9999999
5898,7625,4,2374,2710,1437,4315,28241,80376,36375,98331,9999999,53243,9999999,21645,15353,5488,8654,9999999,4234,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5899,9150,4,1888,1888,1885,3784,63009,9999999,52147,9999999,9999999,9999999,15739,9999999,25646,9999999,6058,9999999,15566,2777,2700,55337,9999999,75764,9999999,3056,55337,9999999,2700,9999999,9999999,9999999,9999999,9999999,9999999
5900,7726,4,689,689,774,7022,17596,40014,13646,39662,9999999,24226,9999999,15788,8710,9999999,4033,9999999,4853,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5901,8299,4,710,710,647,7273,16372,75300,15072,60015,9999999,52090,9999999,23210,11092,9999999,1051,9999999,4229,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5902,21280,3,910,910,712,5074,43094,9999999,27387,9999999,9999999,9999999,15767,9999999,18731,9999999,5008,9999999,3588,2832,13500,9999999,59011,9999999,33607,4075,9999999,48567,13500,9999999,9999999,9999999,9999999,10444,9999999
5903,7660,4,2940,3180,964,5942,16773,129591,24699,187933,9999999,104721,9999999,21047,12403,3823,876,9999999,3494,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5904,16098,9,390,390,977,1249,10014,36314,6867,35893,9999999,12029,9999999,18320,7997,5965,9999999,9999999,2017,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5905,9915,8,1046,1367,4685,1009,24406,26059,16024,46398,9999999,12305,9999999,10649,11945,3105,9999999,9999999,12461,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5906,25685,3,1489,1489,598,5737,13409,73923,13353,86018,9999999,59128,9999999,9103,8565,5692,9999999,9999999,4844,2588,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5907,35325,3,2614,3334,886,5022,69509,9999999,74799,9999999,19609,9999999,15256,9999999,28033,9999999,9999999,9999999,6611,1873,2025,9999999,9999999,9999999,9999999,4188,9999999,9999999,2025,9999999,9999999,9999999,9999999,9999999,9999999
5908,9239,1,2506,2819,448,6943,34004,9999999,20110,9999999,9999999,9999999,9999999,9999999,29565,9999999,9999999,9999999,4439,5279,9999999,138413,9999999,76320,9999999,9999999,124176,9999999,9999999,14237,9999999,9999999,9999999,9999999,9999999
5909,8372,4,1350,1814,697,7170,17933,147534,22918,109022,765,123460,9999999,15022,10868,9052,1922,9999999,4378,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5910,18542,5,780,780,1092,3547,10818,9999999,31749,9999999,9999999,9999999,3691,9999999,5175,9999999,344,9999999,1608,9999999,9999999,55498,9999999,47186,9999999,9999999,55498,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5911,14635,9,3600,4536,438,4630,21421,95876,92712,29386,4730,9999999,858,80512,13168,15364,1204,9999999,1461,881,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5912,11468,6,1610,2114,1289,3398,17759,9999999,20803,9999999,9999999,9999999,5356,9999999,9311,9999999,9999999,9999999,3092,2403,9999999,20250,9999999,60781,9999999,9999999,20250,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5913,19522,2,3540,4720,738,4641,23263,108779,45294,298023,9999999,94878,9999999,11473,17356,2428,686,9999999,5221,1297,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5914,11332,8,1152,1152,4884,966,27432,51191,28598,47561,9999999,26132,9999999,25059,16254,9999999,9999999,9999999,11178,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5915,16548,9,1150,1150,392,1611,21250,9999999,21057,9999999,3770,9999999,3214,9999999,6830,9999999,1323,9999999,6113,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5916,24799,6,449,449,1940,3334,22714,9999999,20606,9999999,7153,9999999,4619,9999999,4204,9999999,2695,9999999,4043,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5917,16533,7,768,768,1702,4044,13324,98500,21766,110653,9999999,63888,9999999,28166,9820,6446,9999999,9999999,3504,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5918,14168,9,1739,2384,543,2473,13486,127481,11433,81056,9999999,74446,9999999,35525,9570,17510,9999999,9999999,3916,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5919,9613,8,2486,2486,1798,2573,51671,98056,51618,87020,9999999,73207,14265,12187,24111,12662,5724,9999999,7571,6095,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5920,67410,5,1787,2020,1172,4034,23458,63706,18243,89040,2130,43174,9999999,15065,10659,5467,5826,9999999,4843,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5921,22641,3,1736,1736,794,5519,13423,111749,16461,100587,1254,82269,9999999,26071,8934,3409,631,9999999,2604,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5922,15515,9,1180,1180,617,5304,62289,9999999,41706,9999999,3292,9999999,24862,9999999,27657,9999999,9999999,9999999,6478,3461,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5923,17630,6,992,1408,2246,2130,18408,9999999,30703,9999999,9999999,9999999,9999999,9999999,10817,9999999,4862,9999999,2729,2153,9999999,9999999,27856,9999999,63456,9999999,9999999,11718,9999999,9999999,12940,9999999,9999999,3198,9999999
5924,15336,9,792,792,2104,2223,16848,53962,9245,41277,9999999,17356,9999999,27469,11195,9137,9999999,9999999,5653,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5925,7961,1,3264,3264,369,7186,13269,9999999,14792,9999999,9999999,9999999,9999999,9999999,11055,9999999,9999999,9999999,2214,9999999,9999999,179604,9999999,204089,9999999,9999999,167499,9999999,9999999,12105,9999999,9999999,9999999,9999999,9999999
5926,13268,1,1440,2976,452,6193,16934,26496,14135,25705,9999999,9999999,9999999,21615,12646,4881,9999999,9999999,4288,3346,9999999,96528,9999999,70778,9999999,9999999,96528,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5927,42588,5,1568,2048,3553,218,44544,9999999,56157,9999999,1867,9999999,5766,9999999,11941,9999999,16299,9999999,8671,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5928,18205,2,868,868,648,5705,32408,31854,30824,25970,17477,9999999,9999999,31854,10104,9999999,2120,9999999,2707,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5929,7295,4,2430,3330,765,7038,28074,111455,34610,122908,9999999,79398,9999999,28082,18068,3975,6192,9999999,3814,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5930,19424,3,1932,2472,722,4854,33318,85714,32806,96527,9999999,52757,9999999,28960,24718,3997,2964,9999999,5636,3332,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5931,16819,2,1151,1151,566,5731,7902,66823,15003,98875,9999999,47360,9999999,16186,5954,3277,9999999,9999999,1948,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5932,17920,3,1632,2334,690,7255,6531,131493,14601,156746,9999999,105600,9999999,25893,4629,9999999,9999999,9999999,1902,9999999,13595,9999999,9999999,9999999,9999999,5094,9999999,9999999,13595,9999999,9999999,9999999,9999999,9999999,9999999
5933,15535,4,4224,4800,844,6444,17971,106418,22963,175951,9999999,89733,9999999,14821,7639,1864,8073,9999999,2259,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5934,14642,2,652,652,718,4780,7894,75404,12539,62577,9999999,35794,9999999,32690,4690,6920,1338,9999999,1866,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5935,11459,6,1595,1595,2167,2152,49123,57605,43656,60827,1844,57605,10281,9999999,19797,9999999,10117,9999999,7084,8503,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5936,8942,8,2288,2909,926,5834,30725,116960,38907,89381,9999999,73288,9999999,43672,26490,9999999,9999999,9999999,4235,3410,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5937,19695,5,301,301,1670,3347,27603,9999999,25193,9999999,4948,9999999,7520,9999999,4261,9999999,6508,9999999,4366,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5938,30331,7,1346,1346,3102,1792,25576,54142,38922,48215,9999999,22078,9999999,26751,11060,5313,10437,9999999,4079,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5939,9613,8,552,552,2206,2610,7431,82789,8233,51191,9999999,37459,9999999,35777,4543,9553,9999999,9999999,2888,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5940,20548,3,1624,2646,723,5729,10871,112894,11036,99413,1118,94687,9999999,10686,5118,7521,9999999,9999999,4635,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
