# File: RECS_2005.csv
# Title: Residential Energy Consumption Survey 2005
# Source: Fill in
# Units: Fill in
DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,NWEIGHT,HD65,CD65,YEARMADE,OVENA,FUELFOOD,NUMFRIG,AGERFRI1,AGERFRI2,AGERFRI3,NUMFREEZ,AGEFRZR,DISHWASH,AGEDW,CWASHER,AGECWASH,DRYER,DRYRFUEL,AGECDRYER,FUELHEAT,EQUIPM,NUMH2OHTRS,WHEATAGE,AIRCOND,COOLTYPE,AGECENAC,NUMBERAC,WWACAGE,LGT12,LGT12EE,LGT4,LGT4EE,LGT1,LGT1EE,NOUTLGTNT,FUELH2O,ELWARM,ELFOOD,ELWATER,ELCOOL,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,LPWARM,LPWATER,LPCOOK,LPGRILL,LPOTHER,FOWARM,FOWATER,FOOTHER,KRWARM,KRWATER,KROTHER,WDWARM,SOLWATER,TOTSQFT,TOTHSQFT,BTUEL,BTUNG,BTUFO,BTULP,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
1974,4,9,0,2,13438.94868,0,3088,4,5,5,3,4,4,5,0,9,0,99,1,4,1,5,5,99,99,0,3,1,2,9,6,3,0,0,0,0,1,1,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3538,0,34311,9999999,9999999,9999999,9999999,2393,0,0,7381,7980,4746,0,14204,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1975,2,4,0,2,27969.12134,6515,912,5,5,5,2,3,2,9,1,3,1,3,1,4,1,5,4,1,3,0,2,1,1,2,99,9,0,0,4,1,4,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3033,1735,48863,92816,9999999,9999999,9999999,6207,568,4928,8292,4432,0,0,36139,0,26599,66217,9999999,9999999,9999999,9999999,9999999,9999999,5000
1976,2,4,0,5,26019.00406,4593,1833,6,5,5,1,2,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,1,1,5,99,9,0,0,1,1,1,1,99,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,806,806,24550,76043,9999999,9999999,9999999,0,0,0,2808,9282,0,0,12460,0,16944,59099,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1977,3,7,0,2,34488.41988,3286,2393,7,1,1,1,4,99,9,0,9,1,1,1,2,1,5,4,1,3,0,4,1,1,4,99,9,0,0,3,0,3,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2332,1932,41036,72956,9999999,9999999,9999999,3378,564,0,3306,17649,0,0,20081,7883,31722,33351,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1978,1,2,1,2,26873.50248,6745,802,3,1,1,1,5,99,9,0,9,0,99,1,4,0,99,9,1,21,0,3,0,9,9,99,9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1750,900,8138,126361,9999999,9999999,9999999,0,0,0,4499,0,0,0,3639,5726,23514,97121,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1979,4,8,0,2,20537.72788,5467,835,9,1,1,1,1,99,9,0,9,1,3,1,3,1,5,3,1,3,0,3,1,1,3,99,9,0,0,1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1706,1306,12252,74191,9999999,9999999,9999999,1784,298,0,2577,1759,0,0,7916,4598,18886,50707,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1980,4,9,2,5,28659.31708,2272,146,5,5,5,1,4,99,9,0,9,1,3,0,9,0,99,9,5,5,0,0,0,9,9,99,9,1,1,1,1,0,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,693,347,13730,9999999,9999999,9999999,9999999,0,388,0,1865,0,3576,3457,4832,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1981,1,2,1,4,40880.17954,6686,909,1,1,1,1,3,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,0,9,9,99,9,0,0,0,0,0,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,871,871,4019,27166,9999999,9999999,9999999,0,0,0,1550,0,0,0,2469,1016,1932,24218,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1982,1,2,1,4,42408.43905,4678,1623,2,1,1,2,2,2,9,1,2,0,99,1,3,0,99,9,3,2,0,2,1,2,9,2,2,0,0,3,0,2,0,99,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3459,3459,40497,2161,44901,9999999,9999999,0,0,5046,4309,4937,0,0,31251,2161,0,0,0,28666,16235,9999999,9999999,9999999,9999999
1983,4,9,2,2,33936.33905,623,4728,12,5,5,3,1,1,1,0,9,1,1,1,1,1,1,1,1,3,1,1,1,1,1,99,9,0,0,0,0,1,1,4,5,0,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3360,2710,137640,85304,9999999,9999999,9999999,0,864,0,11337,52170,15959,0,58174,55465,0,29839,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1984,4,9,2,4,21344.70111,896,704,8,5,5,1,2,99,9,0,9,1,4,0,9,0,99,9,5,5,0,6,0,9,9,99,9,0,0,2,1,3,2,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,775,258,15876,9999999,9999999,9999999,9999999,0,380,0,970,0,7014,1985,5907,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1985,3,6,0,2,29722.42965,4290,971,10,1,1,1,2,99,9,0,9,1,2,1,2,1,1,2,1,3,0,2,1,1,2,99,9,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2375,988,49614,62666,9999999,9999999,9999999,0,1246,0,10261,19245,0,0,20108,11236,21683,29747,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1986,4,8,0,3,20838.38821,5404,1131,7,5,5,1,6,99,9,0,9,1,6,1,3,1,5,3,1,3,0,6,0,9,9,99,9,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1055,1055,19346,50215,9999999,9999999,9999999,3201,535,0,3134,0,0,1846,14366,0,16942,33273,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1987,1,2,0,5,5232.329293,5833,657,5,5,5,1,4,99,9,0,9,0,99,0,9,0,99,9,5,5,0,6,1,1,1,99,9,0,0,0,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,720,720,24638,9999999,9999999,9999999,9999999,0,0,0,3534,2405,5562,9160,3977,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1988,4,9,0,2,26216.8437,4592,327,6,5,5,1,4,99,9,1,2,1,3,1,2,1,5,2,1,3,0,1,1,1,5,99,9,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,800,400,43932,120908,9999999,15259,9999999,3476,557,4835,3430,909,0,0,39593,0,55295,65613,9999999,9999999,9999999,15259,0,0,9999999
1989,4,9,0,2,26058.71875,7607,77,1,5,5,2,3,5,9,2,2,1,3,1,3,1,5,3,1,3,1,5,0,9,9,99,9,0,0,3,3,6,6,0,5,1,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1970,983,47048,118795,9999999,9999999,9999999,3669,613,10636,8633,0,5548,2604,30263,0,0,118795,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1990,1,2,1,2,41206.03713,5840,1076,1,1,1,1,1,99,9,0,9,1,4,1,1,1,1,2,1,2,0,4,1,2,9,2,1,1,0,2,0,2,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3456,1728,50709,191165,9999999,9999999,9999999,0,1599,0,4084,8993,0,0,37632,17157,33054,140954,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1991,3,5,4,4,34114.86592,1156,2771,6,5,5,1,6,99,9,0,9,1,6,1,1,1,5,1,5,3,0,6,1,1,6,99,9,0,0,4,2,1,1,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,457,457,50068,9999999,9999999,9999999,9999999,4034,674,0,4148,15981,8792,4351,16796,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1992,3,7,0,2,33599.59503,3832,1807,5,1,1,1,3,99,9,0,9,0,99,1,2,1,5,6,1,3,0,6,0,9,9,99,9,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1404,1154,10001,72976,9999999,9999999,9999999,2425,0,0,2329,0,0,0,7672,3942,19789,49245,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1993,2,3,0,2,30280.66002,7480,732,5,5,5,2,3,4,9,0,9,0,99,1,3,1,5,3,1,3,0,4,1,1,1,99,9,1,1,6,4,5,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3868,682,33977,106399,9999999,9999999,9999999,3911,0,0,6719,6261,0,0,20997,0,20603,85796,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1994,4,9,2,2,22464.60603,2142,1323,7,5,5,2,1,4,9,0,9,1,3,1,1,1,5,1,1,3,0,3,1,1,1,99,9,0,0,3,0,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3153,1252,76238,83966,9999999,9999999,9999999,9235,845,0,7110,18122,0,0,51006,0,56111,27855,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1995,3,6,0,1,21251.141,2255,2166,8,5,5,1,4,99,9,1,2,0,99,1,2,1,5,2,5,3,0,2,1,1,3,99,9,2,0,3,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,896,896,66598,9999999,9999999,9999999,9999999,7041,0,4409,3965,13305,12370,6489,30469,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1996,1,1,0,4,14100.99454,6772,719,1,5,5,1,6,99,9,0,9,0,99,0,9,0,99,9,3,2,0,6,1,2,9,3,1,0,0,0,0,2,0,99,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,754,754,15282,9999999,169460,9999999,9999999,0,0,0,3638,1542,0,0,10102,9999999,9999999,9999999,0,123069,46391,9999999,9999999,9999999,9999999
1997,4,8,0,2,21414.53531,5486,683,6,5,5,1,5,99,9,0,9,1,3,1,3,1,5,3,5,5,1,5,0,9,9,99,9,0,0,2,1,4,2,0,8,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4094,2947,40494,0,9999999,9999999,9999999,0,835,0,8710,0,0,14824,16960,0,0,0,9999999,9999999,9999999,9999999,9999999,9999999,5000
1998,3,5,4,2,51470.68045,426,3717,5,5,5,2,4,4,9,0,9,0,99,1,3,1,5,3,5,3,0,3,1,1,3,99,9,2,0,1,0,1,0,3,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2277,1877,86063,9999999,9999999,9999999,9999999,5797,0,0,19721,32595,6190,5322,22235,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1999,3,6,0,2,3830.428091,3905,1725,1,5,5,1,2,99,9,1,4,0,99,1,2,1,5,4,2,7,0,4,1,2,9,1,1,0,0,1,1,1,1,0,5,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1458,729,17725,9999999,9999999,42817,9999999,2768,0,3164,2245,1997,2956,0,10527,9999999,9999999,9999999,9999999,9999999,9999999,0,42817,0,9999999
2000,3,5,4,4,32850.69149,448,3402,5,5,5,1,2,99,9,0,9,0,99,1,2,1,5,2,5,3,0,6,1,1,2,99,9,0,0,1,1,2,2,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,858,0,52208,9999999,9999999,9999999,9999999,3674,0,0,5306,19326,13888,0,13688,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2001,4,8,0,1,22447.80541,5439,849,10,5,5,1,2,99,9,0,9,1,2,1,2,1,5,2,1,3,0,6,1,1,2,99,9,0,0,0,0,1,0,99,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1206,1206,23993,36838,9999999,9999999,9999999,4583,765,0,6302,5335,0,0,12356,0,12717,24121,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2002,4,8,0,2,4807.343146,5148,727,5,5,5,1,3,99,9,0,9,0,99,1,3,1,5,3,7,8,0,4,1,2,9,1,3,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2380,2380,36437,9999999,9999999,9898,9999999,2379,0,0,3810,1330,9083,5910,16304,9999999,9999999,9999999,9999999,9999999,9999999,0,9898,0,80000
2003,3,5,0,3,26418.2146,3104,1862,8,5,5,1,4,99,9,0,9,1,4,1,2,1,5,2,5,5,0,4,1,1,4,99,9,1,1,1,1,1,1,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,961,961,28924,9999999,9999999,9999999,9999999,1243,364,0,2132,7039,6436,4333,8984,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2004,3,7,0,2,34488.41988,3206,2658,10,1,1,1,4,99,9,0,9,0,99,1,3,1,5,3,1,3,0,2,1,1,2,99,9,1,0,3,0,3,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3354,1427,56254,58550,9999999,9999999,9999999,7621,0,0,7275,17093,0,0,31886,5390,22972,30188,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2005,1,1,0,2,17036.81121,5922,880,3,5,5,1,4,99,9,1,4,1,4,1,1,1,5,3,3,2,0,1,1,2,9,2,1,0,0,0,0,10,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3250,2080,42817,9999999,113600,9999999,9999999,6290,575,4994,3373,1494,7508,0,30442,9999999,9999999,9999999,0,113600,0,9999999,9999999,9999999,5000
2006,2,3,0,2,31904.90999,6722,842,3,1,1,1,3,99,9,0,9,1,3,1,4,1,1,4,1,3,0,3,1,1,3,99,9,0,0,0,0,15,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3153,2524,27074,123583,9999999,9999999,9999999,0,525,0,4872,1329,0,0,20873,18286,35231,70066,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2007,1,2,0,4,33238.40824,4795,1429,1,1,1,1,3,99,9,0,9,0,99,0,9,0,99,9,3,2,0,5,1,2,9,3,2,0,0,2,0,0,0,99,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,634,634,16620,5865,107083,9999999,9999999,0,0,0,4940,3042,0,0,8638,2021,3844,0,0,107083,0,9999999,9999999,9999999,9999999
2008,2,3,0,4,37125.61378,5300,1263,4,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,3,0,4,1,2,9,1,4,0,0,1,0,0,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,625,625,8885,119484,9999999,9999999,9999999,0,0,0,2064,2945,0,0,3876,7601,14454,97429,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2009,1,1,0,2,11921.69206,6734,739,12,5,5,1,1,99,9,1,4,1,1,1,3,1,5,2,3,21,0,1,1,2,9,1,4,0,0,1,1,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2085,2085,22355,9999999,120522,9999999,9999999,2060,603,4127,2741,1066,0,0,18548,9999999,9999999,9999999,0,93032,27490,9999999,9999999,9999999,9999999
2010,4,9,0,2,13438.94868,8,3723,9,5,5,1,2,99,9,0,9,0,99,1,2,1,5,5,99,99,0,4,0,9,9,99,9,0,0,3,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1975,0,22243,9999999,9999999,9999999,9999999,1184,0,0,1768,0,7149,0,13326,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2011,4,8,0,1,4161.59197,5366,906,4,1,1,1,4,99,9,0,9,0,99,0,9,0,99,9,1,3,0,2,1,1,5,99,9,0,0,2,0,0,0,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,470,470,6179,36427,9999999,9999999,9999999,0,0,0,1655,1436,0,0,3088,2002,3807,30618,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2012,4,9,2,1,21344.70111,986,572,5,2,2,1,3,99,9,0,9,0,99,0,9,0,99,9,99,99,0,1,0,9,9,99,9,0,0,0,0,0,0,99,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,299,0,8768,9999999,9999999,22858,9999999,0,0,0,2958,0,0,0,5810,9999999,9999999,9999999,9999999,9999999,9999999,4835,0,18023,9999999
2013,4,9,2,5,28659.31708,2374,413,5,5,5,1,6,99,9,0,9,0,99,0,9,0,99,9,5,3,0,0,0,9,9,99,9,0,0,2,0,3,1,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,768,0,10383,9999999,9999999,9999999,9999999,0,0,0,1793,0,2822,2441,3327,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2014,2,3,0,3,31068.59336,5552,917,6,5,5,2,3,4,9,1,4,1,5,1,5,1,5,5,5,4,0,4,1,1,4,99,9,0,0,1,1,3,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4650,2700,70475,9999999,9999999,9999999,9999999,3985,666,4556,7924,9668,12299,15102,25482,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2015,3,5,0,5,32195.42752,5729,654,1,5,5,1,2,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,0,9,9,99,9,0,0,0,0,0,0,99,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,649,649,5594,93834,9999999,9999999,9999999,0,0,0,2424,0,0,0,3170,0,9847,83987,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2016,3,5,0,1,31001.20533,2295,2594,9,5,5,1,2,99,9,0,9,0,99,1,3,1,5,3,5,4,0,3,1,1,3,99,9,0,0,1,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,480,480,40644,9999999,9999999,9999999,9999999,3439,0,0,1467,8964,9660,5343,15210,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2017,2,3,0,4,36250.63654,5538,930,6,5,5,1,5,99,9,0,9,1,5,1,5,1,5,5,5,4,0,5,1,1,4,99,9,0,0,0,0,3,1,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1545,1248,29777,9999999,9999999,9999999,9999999,2768,462,0,2710,3218,4265,7883,11701,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2018,1,2,0,4,30199.03548,5034,1774,4,1,1,2,2,4,9,0,9,1,4,1,4,1,1,4,1,2,1,1,1,2,9,4,3,0,0,1,0,1,0,99,1,0,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1827,1827,26623,169999,9999999,10215,9999999,0,555,0,10091,4937,0,0,11595,20665,39772,109562,9999999,9999999,9999999,0,0,10215,9999999
2019,3,5,0,5,25889.86094,2706,1903,4,1,1,1,3,99,9,1,3,0,99,1,4,1,5,4,1,3,0,3,1,1,1,99,9,2,0,0,0,1,0,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1953,1953,47964,60713,9999999,9999999,9999999,5439,0,6219,4082,12759,0,0,31123,8006,29641,23066,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2020,2,3,0,2,27075.05749,4685,1689,7,5,5,2,2,3,9,1,5,1,3,1,1,1,5,3,5,4,0,2,1,1,4,99,9,2,2,3,3,13,13,0,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4550,4550,124214,9999999,9999999,9999999,9999999,2704,791,5415,14549,30700,16320,14019,48626,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2021,3,6,0,2,26612.24598,3854,1748,1,5,5,1,3,99,9,1,6,1,3,1,2,1,5,2,2,3,0,4,1,1,3,99,9,1,0,2,0,2,0,0,5,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1669,835,69926,9999999,9999999,155352,9999999,8650,1445,9889,7908,9863,9237,4266,38652,9999999,9999999,9999999,9999999,9999999,9999999,0,155352,0,9999999
2022,1,2,0,3,26852.17436,5329,1166,6,5,5,1,5,99,9,0,9,0,99,1,5,1,5,5,5,4,0,5,1,1,5,99,9,1,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1944,972,6449,9999999,9999999,9999999,9999999,784,0,0,768,982,837,2054,1808,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2023,2,3,0,2,27167.25961,5750,974,1,1,1,1,2,99,9,2,2,0,99,0,9,0,99,9,1,3,0,3,1,1,2,99,9,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3020,1980,36655,147353,9999999,9999999,9999999,0,0,9679,3434,9445,0,0,23776,9492,18051,119810,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2024,1,2,0,4,27242.64085,5929,879,3,5,5,1,5,99,9,0,9,0,99,0,9,0,99,9,3,2,0,3,1,2,9,1,3,0,0,0,0,2,0,99,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,957,765,1447,9999999,62970,9999999,9999999,0,0,0,290,179,589,0,389,9999999,9999999,9999999,0,62970,0,9999999,9999999,9999999,9999999
2025,4,9,2,2,19637.12502,602,1640,3,1,1,1,3,99,9,0,9,1,3,1,3,1,1,3,1,9,0,1,1,2,9,1,1,0,0,1,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1780,789,18029,20889,9999999,9999999,9999999,0,382,0,3718,1383,0,0,12928,6458,12441,1990,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2026,4,8,0,2,20183.59934,5517,664,5,5,5,1,5,99,9,1,2,1,3,1,4,1,1,3,1,3,0,4,0,9,9,99,9,0,0,2,2,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3686,3286,35359,74976,9999999,9999999,9999999,0,905,6193,5569,0,0,0,29790,2714,24999,47263,9999999,9999999,9999999,9999999,9999999,9999999,5000
2027,4,8,0,2,57893.93263,1519,3250,11,5,5,2,1,2,9,0,9,1,1,1,3,1,5,3,1,3,0,1,1,1,1,99,9,0,0,0,0,3,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2000,1400,82023,18419,9999999,9999999,9999999,4546,759,0,9704,33552,0,1385,37382,0,12354,6065,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2028,1,2,0,3,4560.390542,4469,1630,3,1,1,1,2,99,9,0,9,0,99,1,3,1,5,3,1,3,0,3,1,2,9,3,2,0,0,1,1,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1430,998,30612,114631,9999999,9999999,9999999,2499,0,0,1868,10748,0,0,17996,9114,37431,68086,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2029,1,1,0,2,14399.16864,6362,779,3,5,5,2,2,4,9,0,9,1,2,1,4,1,5,4,3,3,0,4,1,1,2,99,9,0,0,4,4,4,4,0,3,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,6111,2856,62446,9999999,164325,9999999,9999999,4635,774,0,9665,3958,0,0,48823,9999999,9999999,9999999,0,122325,42000,9999999,9999999,9999999,9999999
2030,3,5,0,5,26711.66332,2653,1988,4,5,5,1,3,99,9,0,9,1,3,0,9,0,99,9,5,3,0,2,1,1,3,99,9,1,0,1,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1417,1180,52888,9999999,9999999,9999999,9999999,0,684,0,3933,14277,11488,8127,15063,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2031,2,3,0,2,25950.83864,5824,1348,1,5,5,1,2,99,9,1,3,1,1,1,4,1,5,3,2,3,0,4,1,1,3,99,9,0,0,0,0,4,2,1,5,0,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2652,1768,37999,9999999,9999999,33518,9999999,3043,508,4411,1363,2521,11502,0,22613,9999999,9999999,9999999,9999999,9999999,9999999,0,33518,0,9999999
2032,2,4,0,5,18458.13528,4616,1786,3,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,5,3,0,6,1,1,6,99,9,0,0,1,0,2,0,99,5,1,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1100,1100,40610,4219,9999999,9999999,9999999,0,0,0,2944,10882,10664,8694,7426,4219,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2033,3,5,0,2,39548.73691,4904,1242,7,5,5,1,1,99,9,2,4,1,1,1,1,1,5,1,5,4,0,6,1,1,2,99,9,0,0,3,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3176,2776,58795,9999999,9999999,9999999,9999999,2038,596,8165,5157,8767,5503,11486,27882,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2034,3,5,4,2,41890.04624,521,3491,3,5,5,1,3,99,9,0,9,0,99,1,3,1,5,3,5,3,0,3,1,1,3,99,9,1,1,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1392,1392,50887,9999999,9999999,9999999,9999999,3634,0,0,5820,13530,9627,5812,16098,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2035,3,5,0,2,29638.01571,3117,1840,7,5,5,2,5,4,9,1,5,1,2,1,3,1,5,2,5,4,0,5,1,1,5,99,9,2,0,2,0,6,0,0,5,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6980,6205,78653,9999999,9999999,3595,9999999,2903,485,4208,10117,16594,8959,11569,31414,9999999,9999999,9999999,9999999,9999999,9999999,0,3595,0,9999999
