# File: RECS_2005.csv
# Title: Residential Energy Consumption Survey 2005
# Source: Fill in
# Units: Fill in
DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,NWEIGHT,HD65,CD65,YEARMADE,OVENA,FUELFOOD,NUMFRIG,AGERFRI1,AGERFRI2,AGERFRI3,NUMFREEZ,AGEFRZR,DISHWASH,AGEDW,CWASHER,AGECWASH,DRYER,DRYRFUEL,AGECDRYER,FUELHEAT,EQUIPM,NUMH2OHTRS,WHEATAGE,AIRCOND,COOLTYPE,AGECENAC,NUMBERAC,WWACAGE,LGT12,LGT12EE,LGT4,LGT4EE,LGT1,LGT1EE,NOUTLGTNT,FUELH2O,ELWARM,ELFOOD,ELWATER,ELCOOL,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,LPWARM,LPWATER,LPCOOK,LPGRILL,LPOTHER,FOWARM,FOWATER,FOOTHER,KRWARM,KRWATER,KROTHER,WDWARM,SOLWATER,TOTSQFT,TOTHSQFT,BTUEL,BTUNG,BTUFO,BTULP,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
1912,1,2,0,3,37930.99391,5759,711,2,1,1,1,3,99,9,1,3,0,99,1,2,1,1,2,1,3,0,2,1,1,3,99,9,0,0,3,2,3,3,8,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1452,1452,13037,89214,9999999,9999999,9999999,0,0,2331,1864,1912,0,0,9261,11448,18047,59719,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1913,3,7,3,2,31113.30235,1182,3446,3,5,5,1,5,99,9,0,9,1,1,1,4,1,5,4,1,3,0,2,1,3,5,1,5,1,0,2,0,1,0,2,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3000,1100,35091,46614,9999999,9999999,9999999,3013,503,0,3098,17693,0,0,14300,0,28026,18588,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1914,4,8,0,1,19295.21138,770,4307,6,2,2,1,4,99,9,0,9,0,99,1,4,1,2,4,5,10,0,3,0,9,9,99,9,2,1,2,1,2,0,99,2,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1064,426,23292,9999999,9999999,19448,9999999,0,0,0,7910,0,0,3910,11472,9999999,9999999,9999999,9999999,9999999,9999999,5569,0,13879,9999999
1915,2,3,0,5,6656.431988,6193,887,3,1,1,1,4,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,0,9,9,99,9,0,0,1,0,1,0,99,1,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,869,869,13655,231731,9999999,9999999,9999999,0,0,0,3360,0,0,2002,8293,26221,49863,155647,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1916,1,2,0,2,32187.37706,5136,1255,2,5,5,1,4,99,9,0,9,0,99,1,3,1,5,3,1,2,0,5,1,2,9,3,4,0,0,3,0,3,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1536,1536,47072,135206,9999999,9999999,9999999,5339,0,0,5227,11132,0,7495,23218,0,32279,102927,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1917,2,3,0,5,29553.20306,5749,1351,2,1,1,1,6,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,0,9,9,99,9,1,0,1,0,1,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,614,614,18954,117279,9999999,9999999,9999999,0,0,0,4682,0,0,0,14272,14223,27047,76009,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1918,4,9,0,2,13438.94868,0,3351,4,5,5,2,3,4,9,1,2,0,99,1,4,1,5,4,99,99,0,5,0,9,9,99,9,0,0,3,3,2,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1760,0,17323,9999999,9999999,9999999,9999999,0,0,3418,5962,0,0,0,11361,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1919,3,5,0,2,28195.31865,2143,2219,9,2,2,1,3,99,9,1,3,1,3,1,3,1,5,3,5,4,0,3,1,1,3,99,9,1,1,4,0,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4224,2816,87310,9999999,9999999,6318,9999999,4279,715,6202,6964,26263,9325,5295,39463,9999999,9999999,9999999,9999999,9999999,9999999,6318,0,0,15000
1920,3,6,0,1,25212.2743,2083,2244,8,2,2,1,4,99,9,0,9,0,99,1,3,0,99,9,2,3,0,4,1,1,4,99,9,0,0,2,0,0,0,99,5,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1024,512,28347,9999999,9999999,53364,9999999,0,0,0,5714,4273,6233,0,12127,9999999,9999999,9999999,9999999,9999999,9999999,6412,46952,0,9999999
1921,4,9,0,2,13438.94868,7,2908,5,5,5,1,3,99,9,0,9,0,99,1,4,1,5,3,99,99,0,4,1,2,9,2,3,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1650,0,33021,9999999,9999999,9999999,9999999,2787,0,0,4319,7137,9602,0,11963,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1922,2,3,0,2,27167.25961,5572,1151,3,5,5,1,4,99,9,1,3,1,3,1,2,1,5,2,1,3,1,4,1,1,4,99,9,1,1,1,1,2,2,0,5,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7524,2508,64992,188204,9999999,9999999,9999999,7039,644,5589,3775,12077,11883,0,37257,0,0,188204,9999999,9999999,9999999,9999999,9999999,9999999,5000
1923,4,9,2,4,36348.98195,1101,583,2,1,1,1,4,99,9,0,9,0,99,0,9,0,99,9,1,7,0,4,0,9,9,99,9,0,0,1,0,1,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,640,160,5756,24446,9999999,9999999,9999999,0,0,0,2416,0,0,0,3340,4002,7610,12834,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1924,3,6,0,2,24091.237,3491,1913,2,99,5,1,3,99,9,0,9,0,99,1,3,0,99,9,5,5,0,6,1,2,9,2,5,0,0,1,1,2,2,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,812,812,66742,9999999,9999999,9999999,9999999,0,0,0,7795,7300,18605,17405,15637,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1925,4,9,0,5,23311.9099,4619,965,5,5,5,1,6,99,9,0,9,1,6,0,9,0,99,9,5,5,0,6,1,2,9,1,1,0,0,0,0,1,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,567,567,19152,9999999,9999999,9999999,9999999,0,340,0,1635,2273,5429,4476,5339,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1926,1,1,0,2,24493.11117,6685,882,3,5,5,1,3,99,9,0,9,0,99,1,4,1,5,4,1,2,0,1,1,2,9,1,4,0,0,2,0,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3068,2293,18749,124509,9999999,9999999,9999999,3625,0,0,5618,1161,0,0,11970,0,25814,98695,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1927,4,8,0,2,21978.58347,6717,250,10,1,1,1,3,99,9,2,4,1,3,1,5,1,5,5,1,3,0,2,0,9,9,99,9,0,0,2,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2250,1850,16698,87568,9999999,9999999,9999999,2266,378,5181,2072,0,0,0,14626,5567,27297,54704,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1928,3,7,0,1,60236.32274,1311,3128,9,5,5,1,3,99,9,0,9,0,99,1,3,1,5,3,5,3,0,3,1,1,3,99,9,2,1,2,1,1,1,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,756,756,54541,9999999,9999999,9999999,9999999,5030,0,0,4599,18296,7752,6239,17655,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1929,1,2,0,3,5573.093897,5579,1215,2,5,5,2,2,4,9,0,9,1,2,1,3,1,5,3,3,2,0,4,1,2,9,3,1,0,0,1,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3134,2448,18773,9999999,148676,9999999,9999999,2584,432,0,4626,2957,0,0,11190,9999999,9999999,9999999,0,123314,25362,9999999,9999999,9999999,9999999
1930,4,9,2,5,26007.69735,2241,122,5,5,5,1,2,99,9,1,3,0,99,1,3,1,5,3,1,3,0,4,0,9,9,99,9,0,0,2,1,2,0,99,5,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1021,1021,22311,24902,9999999,9999999,9999999,2644,0,3832,1185,0,5761,0,15365,0,0,24902,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1931,1,1,0,1,11923.73059,6362,941,6,5,5,1,4,99,9,0,9,0,99,1,1,1,5,1,3,3,0,1,1,2,9,3,1,0,0,3,3,2,2,99,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,924,924,21479,9999999,66449,10229,9999999,3057,0,0,2993,2075,0,0,16411,9999999,9999999,9999999,0,66449,0,0,0,10229,9999999
1932,4,8,0,1,25945.19777,5629,722,7,5,1,1,6,99,9,1,6,1,4,1,6,1,5,6,1,3,0,1,0,9,9,99,9,0,0,0,0,1,1,99,1,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1440,1440,20527,65753,9999999,9999999,9999999,3712,620,5381,3634,0,0,0,16893,2998,18427,44328,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1933,2,3,0,2,28481.16939,6225,968,2,1,1,2,3,5,9,0,9,1,4,1,3,1,1,3,1,3,0,4,1,1,5,99,9,0,0,3,0,3,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2470,2470,33430,81911,9999999,9999999,9999999,0,819,0,9282,5010,0,3026,16112,8144,15689,58078,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1934,1,1,0,4,3984.848803,6245,779,4,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,0,9,9,99,9,1,1,2,2,3,3,99,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2028,1577,19835,128639,9999999,9999999,9999999,0,0,0,2386,0,0,0,17449,10593,20143,97903,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1935,3,5,0,2,36937.63478,2775,1793,1,5,5,1,1,99,9,1,3,1,3,1,3,1,5,1,5,3,0,5,1,1,5,99,9,1,0,1,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2907,2907,58901,9999999,9999999,9999999,9999999,5118,855,7418,3886,10842,5465,14414,24294,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1936,1,2,0,3,34073.76946,4073,2141,1,5,5,1,5,99,9,0,9,0,99,0,9,0,99,9,3,3,0,3,1,2,9,3,3,0,0,1,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1802,1256,34970,9999999,50391,9999999,9999999,0,0,0,3359,10709,8720,0,12182,9999999,9999999,9999999,0,50391,0,9999999,9999999,9999999,9999999
1937,4,9,0,5,18179.20179,0,4903,5,5,5,1,4,99,9,0,9,1,4,1,4,1,5,4,99,99,0,6,1,2,9,1,1,0,0,0,0,3,0,99,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1035,0,26494,9999999,9999999,9999999,9999999,3348,559,0,3278,5663,7306,0,10247,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1938,3,6,0,1,20419.94196,3509,1781,5,1,1,1,4,99,9,1,2,0,99,0,9,0,99,9,1,7,0,2,1,2,9,1,3,0,0,0,0,1,1,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,576,576,22635,67327,9999999,9999999,9999999,0,0,6595,4678,3326,0,0,14631,5902,11223,50202,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1939,2,3,0,2,37932.36691,4596,1706,1,2,2,1,4,99,9,1,3,0,99,1,4,1,5,5,2,3,0,2,1,1,2,99,9,0,0,3,2,0,0,2,5,1,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3718,3718,34721,9999999,9999999,80918,9999999,2747,0,3140,4787,7143,4154,1479,17158,9999999,9999999,9999999,9999999,9999999,9999999,5812,75106,0,9999999
1940,4,9,0,2,5606.182035,5408,706,10,2,2,1,2,99,9,0,9,0,99,1,2,1,5,2,2,3,0,2,1,1,2,99,9,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,288,288,48908,9999999,9999999,73832,9999999,0,0,0,6964,12318,0,0,29626,9999999,9999999,9999999,9999999,9999999,9999999,8816,32147,32869,9999999
1941,2,3,0,1,30420.68793,7004,802,4,1,1,1,3,99,9,0,9,0,99,1,3,1,5,4,1,3,0,3,1,2,9,1,6,0,0,0,0,2,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,265,265,24618,105987,9999999,9999999,9999999,4178,0,0,3820,2144,0,0,18654,6418,23763,75806,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1942,1,2,1,4,30842.50113,4570,1702,2,1,1,1,3,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,1,2,9,2,2,0,0,3,0,2,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,840,672,22181,104563,9999999,9999999,9999999,0,0,0,3650,8756,0,0,9775,9641,18335,76587,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1943,1,2,1,5,5030.040304,4954,1371,9,1,1,1,3,99,9,0,9,0,99,0,9,0,99,9,1,2,0,3,1,2,9,2,1,0,0,2,0,1,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,650,650,18568,47340,9999999,9999999,9999999,0,0,0,5416,3841,0,0,9311,5030,9565,32745,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1944,1,2,1,4,42408.43905,4700,1548,1,1,1,1,3,99,9,0,9,1,3,1,4,1,1,4,1,3,0,4,1,2,9,4,5,0,0,3,0,3,0,99,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1901,1901,53500,174004,9999999,9999999,9999999,0,1444,0,14072,12463,0,0,26965,20897,40259,112848,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1945,1,2,0,5,5232.329293,5729,733,5,5,5,1,6,99,9,0,9,0,99,0,9,0,99,9,5,5,0,6,1,2,9,2,5,0,0,3,0,1,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,529,529,28234,9999999,9999999,9999999,9999999,0,0,0,3739,3367,5604,8773,6751,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1946,2,4,0,4,24696.01473,4956,1501,1,1,1,2,6,6,9,0,9,0,99,0,9,0,99,9,1,2,0,6,1,2,9,1,1,0,0,0,0,1,0,99,5,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,750,375,39087,74386,9999999,9999999,9999999,0,0,0,9478,3670,16388,0,9551,6107,0,68279,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1947,1,2,1,5,30842.50113,4838,1398,2,5,5,1,2,99,9,0,9,0,99,0,9,0,99,9,5,2,0,6,1,2,9,1,2,1,0,2,2,5,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,646,646,37033,9999999,9999999,9999999,9999999,0,0,0,1511,5348,9936,8097,12141,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1948,1,2,0,2,23926.93263,5103,1230,1,99,5,1,4,99,9,0,9,0,99,1,1,1,5,1,3,2,0,5,1,1,2,99,9,4,0,2,0,2,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2646,882,21874,9999999,98122,9999999,9999999,3188,0,0,3121,7958,0,0,10795,9999999,9999999,9999999,0,73156,24966,9999999,9999999,9999999,9999999
1949,3,5,0,2,4762.185145,2458,2290,3,5,5,1,4,99,9,0,9,0,99,0,9,0,99,9,5,3,0,3,1,1,2,99,9,0,0,0,0,3,1,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1568,1568,89845,9999999,9999999,9999999,9999999,0,0,0,8269,16368,23767,16585,24856,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1950,3,5,0,2,30293.06477,3169,1667,7,1,1,1,3,99,9,0,9,0,99,1,2,1,5,2,1,3,0,2,1,1,4,99,9,0,0,0,0,2,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3780,1060,31319,52891,9999999,9999999,9999999,2780,0,0,2542,11511,0,3061,14205,4870,19999,28022,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1951,3,6,0,5,15812.6797,5243,1288,5,5,5,1,6,99,9,0,9,1,6,0,9,0,99,9,5,3,0,0,1,1,5,99,9,0,0,1,0,1,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,528,528,49358,9999999,9999999,9999999,9999999,0,898,0,5264,8895,11717,12477,11005,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1952,3,5,0,2,42424.01939,3071,1992,5,5,5,1,4,99,9,1,3,1,3,1,4,1,5,4,1,3,0,3,1,1,4,99,9,0,0,3,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5208,1336,48324,36541,9999999,9999999,9999999,4335,724,4956,7554,7161,0,0,33609,0,13334,23207,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1953,3,5,0,4,29463.5402,3157,1647,6,5,5,1,3,99,9,0,9,1,3,1,1,1,5,1,1,3,0,1,1,1,5,99,9,1,0,2,0,2,0,99,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,504,504,18330,45124,9999999,9999999,9999999,2975,497,0,2233,3141,0,0,12956,0,21518,23606,9999999,9999999,9999999,9999999,9999999,9999999,5000
1954,3,5,4,2,42964.10619,114,4381,4,5,5,1,3,99,9,0,9,1,5,1,4,1,1,4,1,3,0,2,1,1,4,99,9,0,0,0,0,3,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3281,2521,54260,26259,9999999,9999999,9999999,0,597,0,3433,33297,0,763,16767,6957,18494,808,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1955,3,6,0,5,18907.97849,4868,1331,5,5,5,1,3,99,9,0,9,1,5,0,9,0,99,9,1,3,0,6,1,1,5,99,9,0,0,2,0,2,0,99,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1186,1186,15753,56389,9999999,9999999,9999999,0,722,0,3952,4321,0,0,7480,0,8510,47879,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1956,2,3,0,5,29553.20306,5918,1269,1,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,0,9,9,99,9,0,0,3,0,1,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,639,639,3965,90070,9999999,9999999,9999999,0,0,0,954,0,0,0,3011,6540,12436,71094,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1957,2,3,0,2,26110.40969,5874,1293,6,1,1,1,2,99,9,0,9,1,4,1,3,1,1,3,1,3,0,2,1,1,2,99,9,0,0,2,2,2,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5814,2483,24089,110233,9999999,9999999,9999999,0,593,0,3026,5575,0,0,15488,15131,33559,61543,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1958,3,6,0,2,22977.31132,1686,2178,7,5,5,1,4,99,9,2,1,0,99,1,4,1,5,4,5,3,0,5,1,1,3,99,9,0,0,0,0,3,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2716,2316,67448,9999999,9999999,9999999,9999999,3981,0,11542,3898,5199,10028,7792,40531,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,80000
1959,3,7,3,2,30598.54152,1825,2910,7,5,5,1,3,99,9,0,9,1,4,1,2,1,5,2,1,3,0,1,1,1,4,99,9,1,1,5,1,4,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5292,2246,56363,27371,9999999,9999999,9999999,3550,593,0,5778,24164,0,0,26421,0,14934,12437,9999999,9999999,9999999,9999999,9999999,9999999,5000
1960,3,6,0,2,22431.16131,3579,1762,11,5,5,1,1,99,9,1,4,1,2,1,1,1,5,1,5,4,0,1,1,1,1,99,9,0,0,0,0,1,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4350,2900,85218,9999999,9999999,9999999,9999999,7966,729,4988,3313,17639,11645,14000,38621,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1961,3,6,0,2,19827.83893,4334,1600,5,1,1,1,2,99,9,1,4,1,2,1,4,1,1,2,1,3,0,4,1,1,2,99,9,0,0,3,0,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1742,1742,64814,71824,9999999,9999999,9999999,0,965,8378,4389,19671,0,0,40754,10199,19629,41996,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1962,2,3,0,2,38604.67186,7837,613,4,5,5,1,4,99,9,1,5,0,99,1,5,1,5,5,1,3,0,3,1,1,3,99,9,0,0,0,0,1,0,0,5,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2304,1755,25477,50112,9999999,9999999,9999999,2733,0,3125,2676,2219,4212,1911,14459,0,0,50112,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1963,1,1,0,2,12268.984,6985,637,2,5,5,1,4,99,9,0,9,1,3,1,4,1,5,5,3,2,0,3,1,2,9,2,2,3,2,5,2,2,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3266,2066,28760,9999999,97220,9999999,9999999,3628,606,0,3551,1189,0,6001,18019,9999999,9999999,9999999,0,76581,20639,9999999,9999999,9999999,9999999
1964,2,3,0,2,25946.93009,5241,1374,3,1,1,1,1,99,9,2,1,0,99,1,1,1,1,3,5,5,0,2,1,2,9,1,3,0,0,0,0,0,0,1,5,1,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2050,1708,145276,7512,9999999,9999999,9999999,0,0,24576,3798,6749,18475,20706,95548,7512,0,0,9999999,9999999,9999999,9999999,9999999,9999999,20000
1965,2,3,0,2,5675.96865,6142,1010,4,5,5,1,4,99,9,0,9,0,99,1,5,1,5,5,1,3,0,3,1,1,5,99,9,1,1,3,1,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3040,2027,32107,87270,9999999,9999999,9999999,3478,0,0,3266,2133,0,2060,24648,0,24980,62290,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1966,2,3,0,2,37854.52327,5902,1132,3,1,1,2,3,4,9,0,9,0,99,1,4,1,1,4,1,7,0,3,0,9,9,99,9,3,2,0,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,552,331,33141,224013,9999999,9999999,9999999,0,0,0,8885,0,0,0,24256,31086,51830,141097,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1967,4,9,0,2,22818.00097,6606,201,5,5,5,1,2,99,9,1,5,1,2,1,1,1,5,1,5,3,0,5,0,9,9,99,9,0,0,3,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1760,1360,77009,9999999,9999999,9999999,9999999,4816,804,5506,3907,0,18204,15291,39607,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50000
1968,3,5,4,2,38474.79995,1159,2757,3,1,1,1,2,99,9,1,5,0,99,1,2,1,5,4,4,11,0,2,1,2,9,3,3,1,0,1,0,2,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2542,1271,53439,11807,9999999,9999999,20250,5261,0,4177,1291,14457,9929,0,27762,11807,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1969,1,2,1,2,26873.50248,5506,1060,4,1,1,1,2,99,9,0,9,0,99,1,2,1,1,1,1,3,0,3,1,2,9,2,2,0,0,0,0,3,3,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2940,2917,64623,119055,9999999,9999999,9999999,0,0,0,8628,6995,0,0,49000,18039,30076,70940,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1970,2,4,0,3,25405.50356,5847,1319,8,5,5,1,4,99,9,0,9,1,4,1,3,1,1,3,1,3,0,4,1,1,4,99,9,0,0,1,0,5,3,1,5,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3064,2149,18630,73574,9999999,9999999,9999999,0,420,0,2585,2664,3875,0,9506,4062,0,69512,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1971,3,6,0,2,21796.15266,2952,2280,10,5,5,2,2,2,9,2,5,1,2,1,2,1,5,2,7,8,1,2,1,1,2,99,9,5,0,3,0,3,0,0,2,0,1,0,1,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,3033,1654,59393,14501,62709,63931,9999999,2672,446,6110,5607,10492,0,0,43294,0,0,14501,0,0,62709,0,0,63931,40000
1972,3,5,4,5,60169.21985,116,4482,10,5,5,1,3,99,9,0,9,1,3,1,3,1,5,3,5,21,0,6,1,1,3,99,9,0,0,4,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,728,0,25133,9999999,9999999,9999999,9999999,2734,457,0,2500,8037,4213,846,9537,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1973,3,5,0,2,45109.68946,4558,1427,5,5,5,2,3,4,9,0,9,1,1,1,3,1,5,3,1,3,0,1,1,1,4,99,9,0,0,2,1,2,1,2,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6045,3685,22895,36941,9999999,9999999,9999999,2259,377,0,4387,4696,0,0,13812,1249,10145,25547,9999999,9999999,9999999,9999999,9999999,9999999,9999999
