# File: reeds_wind_curve_capacity.csv
# Title: Onshore Wind Resource Potential by ReEDS Wind Region; Class; and Bin
# Units: MW
# Comments: Onshore wind resource potential in MW for each region-class-bin. Bins are the portions of the interconnection supply curves. Summing across bins will provide total resource in a region and class.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: iccnnnnn 
# ----------
Wind.Resource.Region,Wind.Class,Wind.Type,wsc1,wsc2,wsc3,wsc4,wsc5
109,class2,wind-ons,1.08,20.76,18.84,574.44,209.64
109,class3,wind-ons,10.68,1728.24,533.94,572.4,1759.02
109,class4,wind-ons,12.96,1018.26,1117.86,3075.42,5181.12
109,class5,wind-ons,1122.54,4724.94,4408.02,6233.22,9809.34
109,class6,wind-ons,10.44,3,15.66,0,0
110,class1,wind-ons,25.2,42.96,102.24,386.4,276.24
110,class2,wind-ons,2.88,6.72,21,134.4,403.32
110,class3,wind-ons,34.08,1156.5,930.84,1237.44,1124.88
110,class4,wind-ons,26.94,1944.06,3481.56,2642.46,3215.64
110,class5,wind-ons,3007.92,3091.8,5366.76,5974.02,3187.98
110,class6,wind-ons,0.12,809.16,591.42,85.14,103.68
110,class7,wind-ons,0.12,6.84,10.2,3,1.56
111,class1,wind-ons,13.32,30.72,40.26,48.06,36.3
111,class2,wind-ons,194.7,0,0,0,0
111,class3,wind-ons,8.64,8.4,2.88,584.76,473.28
111,class4,wind-ons,17.16,1175.76,1397.16,591.6,663.72
111,class5,wind-ons,14.88,2004.42,3154.62,3655.26,2056.14
111,class6,wind-ons,30.54,116.76,964.08,467.04,29.52
111,class7,wind-ons,0.24,0.36,6.42,168.96,16.98
112,class1,wind-ons,12.48,14.52,21.9,799.26,114.18
112,class2,wind-ons,37.44,22.68,42.18,968.64,705.9
112,class3,wind-ons,27.48,259.38,1342.32,2136.36,838.92
112,class4,wind-ons,72.18,2328.12,2083.5,1437.18,2778.12
112,class5,wind-ons,7.8,359.16,851.34,1832.82,3933.6
112,class6,wind-ons,5.76,14.82,63.36,126.36,122.34
113,class1,wind-ons,41.94,2.82,58.32,99.36,216.9
113,class2,wind-ons,19.44,28.68,242.94,0,0
113,class3,wind-ons,43.14,986.28,1007.04,838.56,1079.16
113,class4,wind-ons,1693.38,3496.5,3647.46,1262.58,1320.96
113,class5,wind-ons,1137.96,1633.14,719.22,1545.84,2554.92
113,class6,wind-ons,9.06,8.58,13.2,4.62,41.04
114,class1,wind-ons,7.44,8.82,59.34,1.56,402.48
114,class2,wind-ons,26.88,0.72,14.4,109.74,1044
114,class3,wind-ons,56.52,348.84,1182.72,3520.14,1797
114,class4,wind-ons,3938.94,5285.76,5301.48,1818.3,882.66
114,class5,wind-ons,3528.72,10204.8,7917.3,3564,3366.48
114,class6,wind-ons,703.14,1292.22,1376.58,3370.8,1211.52
114,class7,wind-ons,177.3,517.56,504.72,493.14,18.84
115,class1,wind-ons,18.18,47.28,246.72,369,101.52
115,class2,wind-ons,0.48,31.44,302.64,201.72,242.76
115,class3,wind-ons,80.94,80.4,45,1194.3,2099.7
115,class4,wind-ons,728.64,3222.72,4265.94,5295.6,2003.34
115,class5,wind-ons,3577.62,9732.06,5979.36,7063.86,10269.66
115,class6,wind-ons,22.08,430.5,1090.92,1303.14,1418.88
115,class7,wind-ons,7.56,27.24,0,0,0
116,class1,wind-ons,63,260.22,671.64,1964.88,520.8
116,class2,wind-ons,57.54,43.08,1502.7,1860.6,1893.54
116,class3,wind-ons,63.72,3434.76,8063.82,10863.84,6031.62
116,class4,wind-ons,4024.02,7434.06,12558.6,15589.62,5823.9
116,class5,wind-ons,670.02,8119.56,11555.52,11960.04,3352.38
116,class6,wind-ons,15.18,579.84,2085.36,862.56,286.86
116,class7,wind-ons,2.46,22.56,16.2,71.82,98.16
117,class1,wind-ons,3.6,0.6,4.08,0.24,179.22
117,class2,wind-ons,22.92,1155.12,2167.02,2704.2,439.68
117,class3,wind-ons,446.1,701.34,4024.86,1460.58,1410.72
117,class4,wind-ons,1385.46,14127.9,13173,5996.88,9838.08
117,class5,wind-ons,1701.54,4588.74,11257.98,15681.54,27277.74
117,class6,wind-ons,590.7,768.6,1000.32,2123.82,4035.3
117,class7,wind-ons,1.38,0.06,3.96,0,0
118,class1,wind-ons,83.22,273.9,1798.08,181.92,1021.98
118,class2,wind-ons,24.66,565.14,1405.26,1426.14,2393.76
118,class3,wind-ons,138.42,1451.94,1801.56,1388.22,2886.48
118,class4,wind-ons,161.94,1989.78,2134.62,3975.06,7090.5
118,class5,wind-ons,2230.56,3053.46,4903.14,5107.5,3461.76
118,class6,wind-ons,71.52,304.26,701.22,991.44,791.28
118,class7,wind-ons,2.04,1.56,2.76,25.02,15.24
119,class2,wind-ons,69.72,0,0,0,0
119,class3,wind-ons,1.32,6.96,26.28,18.36,476.4
119,class4,wind-ons,16.68,42.12,21.96,958.8,1163.04
119,class5,wind-ons,229.5,2413.8,3887.82,7734.66,3882.78
119,class6,wind-ons,511.44,2799.72,4079.58,3144.72,2450.04
119,class7,wind-ons,62.34,122.04,296.64,317.22,630.78
120,class4,wind-ons,0.06,16.32,0,0,0
120,class5,wind-ons,24.36,44.4,798.54,2018.7,570.72
120,class6,wind-ons,1812.72,5733.72,9306.84,8290.68,3211.02
120,class7,wind-ons,848.34,3189.24,2379.48,819.48,492.24
120,class8,wind-ons,0.66,82.74,75.48,31.86,160.02
121,class5,wind-ons,35.4,128.1,2063.7,3095.64,2189.58
121,class6,wind-ons,156.48,79.2,3286.26,2002.8,4357.8
121,class7,wind-ons,66.24,20.34,973.08,772.56,510
122,class2,wind-ons,21,61.08,50.82,0,0
122,class3,wind-ons,193.56,0,0,0,0
122,class4,wind-ons,264.06,185.16,486.54,226.5,148.74
122,class5,wind-ons,49.14,3.06,643.14,3789.66,3244.8
122,class6,wind-ons,426,1113.18,2227.86,3258.18,328.62
122,class7,wind-ons,20.28,6.84,1.74,4.14,16.98
123,class1,wind-ons,0.36,0.72,114.54,20.34,0
123,class2,wind-ons,52.32,117.42,319.32,480.6,676.32
123,class3,wind-ons,543.06,2214.9,2953.32,1812.3,989.64
123,class4,wind-ons,1226.28,1054.02,1064.7,1172.22,610.02
123,class5,wind-ons,4.56,186.84,17.28,225.66,390.42
123,class6,wind-ons,12,87.54,0,0,0
124,class5,wind-ons,95.28,307.98,126.54,0,0
124,class6,wind-ons,35.4,102.24,338.94,2571.36,3066.84
124,class7,wind-ons,177.06,90.54,1801.86,3183.6,2854.68
124,class8,wind-ons,61.08,470.82,601.98,370.26,602.46
125,class3,wind-ons,3.12,47.76,0,0,0
125,class5,wind-ons,0.24,5.52,52.8,102.12,0
125,class6,wind-ons,32.94,1.5,16.8,16.14,122.52
125,class7,wind-ons,329.76,122.52,201.72,120.96,494.04
125,class8,wind-ons,153.06,65.1,760.68,1400.82,716.1
125,class9,wind-ons,1.5,0.42,4.92,8.52,1.8
126,class6,wind-ons,31.44,120.06,493.2,790.44,131.46
126,class7,wind-ons,95.58,264.9,762.78,3262.02,721.08
126,class8,wind-ons,21.48,67.62,262.56,274.02,238.32
126,class9,wind-ons,0.66,0.36,19.02,15.3,0
127,class6,wind-ons,75.36,101.4,679.44,1041.66,476.28
127,class7,wind-ons,27.54,115.98,87.6,299.28,270.36
127,class8,wind-ons,0.18,8.16,0.54,4.14,0
128,class4,wind-ons,7.44,74.4,0,0,0
128,class5,wind-ons,151.26,880.74,1379.52,2602.92,1251.48
128,class6,wind-ons,1320.96,2406.24,3465.78,3523.98,2017.14
128,class7,wind-ons,73.2,143.04,223.86,898.74,979.56
128,class8,wind-ons,20.76,18.66,85.38,260.4,147.24
128,class9,wind-ons,0.36,3.96,0.42,5.46,13.68
129,class6,wind-ons,5.94,0.42,1.02,1.44,0.36
129,class7,wind-ons,38.52,63.06,117.3,263.34,464.94
129,class8,wind-ons,15.6,7.68,629.52,1810.38,1440.96
129,class9,wind-ons,0.36,1.8,37.26,9.84,67.68
130,class6,wind-ons,68.16,109.74,72.18,469.98,1843.14
130,class7,wind-ons,1028.7,3874.02,6396.18,4982.46,1568.88
130,class8,wind-ons,633.42,2563.14,2340.3,2859.66,2209.92
130,class9,wind-ons,3.24,1.5,4.5,14.4,0
131,class6,wind-ons,1.08,6.06,8.7,12.6,20.52
131,class7,wind-ons,36.18,1482.42,1304.22,647.4,217.2
131,class8,wind-ons,505.98,1204.74,496.68,245.88,911.46
131,class9,wind-ons,4.98,13.26,125.7,92.1,109.32
132,class1,wind-ons,2.64,26.46,39.66,9.6,4.68
132,class2,wind-ons,0.12,4.44,22.32,716.16,1000.38
132,class3,wind-ons,1636.92,1317.66,2074.68,3872.4,1634.28
132,class4,wind-ons,1866,5663.64,6606.66,5591.4,7007.1
132,class5,wind-ons,386.58,2302.62,9636.96,9575.1,7914.3
132,class6,wind-ons,34.32,38.58,26.94,221.58,639
132,class7,wind-ons,0.12,6.66,21.66,0,0
133,class4,wind-ons,6.6,0,0,0,0
133,class5,wind-ons,207.3,960,1390.14,2849.76,2346.66
133,class6,wind-ons,24.12,583.62,1141.38,2859.78,1764.66
134,class1,wind-ons,0.12,0.96,0.24,12.84,0
134,class2,wind-ons,11.76,33.6,481.62,560.46,603.96
134,class3,wind-ons,88.02,2.22,1213.38,393.24,2614.2
134,class4,wind-ons,49.02,178.5,1671.96,3484.26,4358.94
134,class5,wind-ons,162,621.66,7937.82,12276.6,4249.68
134,class6,wind-ons,74.46,148.38,1632.12,732.66,1628.46
135,class1,wind-ons,0.24,21.48,19.08,0,0
135,class2,wind-ons,2010.72,4042.2,7170.36,5260.08,1157.16
135,class3,wind-ons,279.48,3191.34,7032.36,9446.94,9861.78
135,class4,wind-ons,4193.88,13848.54,19385.22,15909.6,5328.66
135,class5,wind-ons,198.9,7911.6,8187.36,12092.76,8885.4
135,class6,wind-ons,18.66,320.88,631.5,279.18,981.12
136,class1,wind-ons,170.46,216.6,6034.5,2497.92,2200.86
136,class2,wind-ons,623.04,9919.44,9276.06,8558.34,2832.24
136,class3,wind-ons,95.22,2340.06,5100.36,3218.1,8305.26
136,class4,wind-ons,5435.46,2332.92,1802.22,4246.38,1882.02
136,class5,wind-ons,26.76,1754.46,4645.5,3527.04,6768.48
136,class6,wind-ons,0.72,1118.64,106.98,706.74,158.46
137,class1,wind-ons,12.6,34.08,0.24,80.46,64.68
137,class2,wind-ons,39.48,934.98,1301.46,947.04,850.56
137,class3,wind-ons,143.82,1011.9,1848.66,2010.24,1452.24
137,class4,wind-ons,35.22,6048.72,6332.04,2814.9,3026.22
137,class5,wind-ons,131.28,9221.7,12759.3,10168.02,5030.16
137,class6,wind-ons,3.24,19.14,123.36,2909.34,1805.88
138,class1,wind-ons,8.52,19.2,2.4,112.32,437.7
138,class2,wind-ons,169.8,1296.78,577.32,1173.9,946.08
138,class3,wind-ons,11.28,58.2,4531.08,2317.26,3842.7
138,class4,wind-ons,217.2,3875.46,3879.06,3826.56,2211.54
138,class5,wind-ons,44.76,1913.7,3103.44,2313.3,2379.78
138,class6,wind-ons,29.7,0,0,0,0
139,class1,wind-ons,0.48,19.08,7.92,0,0
139,class2,wind-ons,8.04,257.16,597,538.08,337.44
139,class3,wind-ons,56.64,1579.62,2343.6,556.86,900.48
139,class4,wind-ons,122.76,97.8,1969.44,1215.36,3561.54
139,class5,wind-ons,69.9,279.36,2399.7,5619.6,4325.34
140,class1,wind-ons,9.12,0.12,0,0,0
140,class2,wind-ons,0.12,11.28,5.82,149.28,456.12
140,class3,wind-ons,55.68,78.12,410.22,124.2,2125.74
140,class4,wind-ons,54.12,1476.42,797.28,1784.7,3497.22
140,class5,wind-ons,398.52,5338.2,2472.18,4581.54,5223.3
140,class6,wind-ons,54.48,95.34,1904.52,6244.92,2719.44
140,class7,wind-ons,3.18,13.86,76.32,33.78,51.12
141,class1,wind-ons,5.4,0.12,22.8,1.2,27.96
141,class2,wind-ons,143.58,66.42,514.26,426.36,85.56
141,class3,wind-ons,785.46,1355.28,2293.32,130.98,568.8
141,class4,wind-ons,100.08,1682.1,2514.42,1034.82,2605.38
141,class5,wind-ons,2348.1,2537.46,1254.06,3067.92,5079.9
141,class6,wind-ons,426.9,649.62,1330.86,2044.38,2129.28
141,class7,wind-ons,19.86,8.1,645.72,137.64,304.44
142,class4,wind-ons,2.28,0,0,0,0
142,class5,wind-ons,214.14,66.72,246.42,1510.26,1635.72
142,class6,wind-ons,99.6,663.3,2557.56,2287.56,1060.02
142,class7,wind-ons,5.22,19.14,31.08,813.66,806.28
143,class4,wind-ons,8.04,21,2.64,12.72,211.38
143,class5,wind-ons,258.24,138.9,2752.62,3445.02,5679.12
143,class6,wind-ons,93.06,2591.64,6439.14,6314.4,6991.98
143,class7,wind-ons,29.22,119.22,875.22,557.76,136.14
144,class4,wind-ons,41.04,2.88,0.12,294.6,0
144,class5,wind-ons,212.82,155.82,448.08,2072.22,2760.3
144,class6,wind-ons,2262.3,10260.84,12390.54,9778.68,3749.4
144,class7,wind-ons,498.6,5625.36,11679.3,7543.26,1683.96
145,class5,wind-ons,2.28,3.36,8.64,1.08,25.14
145,class6,wind-ons,12.36,69.78,495.72,519.24,523.62
145,class7,wind-ons,5.58,96,455.94,337.32,1286.88
146,class5,wind-ons,5.22,0.12,2.28,2.94,12.12
146,class6,wind-ons,89.52,522.36,2892.36,1237.38,1282.14
146,class7,wind-ons,69.54,3538.5,3112.86,2933.88,1333.26
146,class8,wind-ons,13.56,58.8,172.32,301.08,482.52
147,class10,wind-ons,1.32,6.24,34.08,50.76,155.82
147,class5,wind-ons,4.56,35.76,0.96,54.42,4.26
147,class6,wind-ons,320.58,1788.24,3229.2,2151.06,4260.36
147,class7,wind-ons,685.68,2175.72,2460.9,3644.7,4928.16
147,class8,wind-ons,32.28,148.92,1578,2020.98,2257.38
147,class9,wind-ons,17.52,535.2,1112.1,2211.6,929.76
148,class1,wind-ons,56.82,110.7,82.5,739.5,719.04
148,class2,wind-ons,4.44,36.6,513.12,647.88,223.02
148,class3,wind-ons,2.88,2.76,3.18,3192.78,140.04
148,class4,wind-ons,585.54,141.18,249.72,2597.46,995.64
148,class5,wind-ons,1969.44,9874.68,14186.88,4383.66,8236.32
148,class6,wind-ons,4209.54,9996.84,12833.04,15495.48,3224.52
148,class7,wind-ons,2049.36,4715.52,15636.48,13876.2,4140.42
148,class8,wind-ons,2.76,80.58,165.6,35.88,29.76
149,class1,wind-ons,6,15.72,975,479.28,810.84
149,class2,wind-ons,0.6,11.28,574.44,1443.12,2318.82
149,class3,wind-ons,759.24,2865,1622.64,1886.82,2268.96
149,class4,wind-ons,55.74,3581.28,3159.18,2950.68,1061.1
149,class5,wind-ons,153.84,69.54,3769.98,17944.08,15795.36
149,class6,wind-ons,63.12,1704.96,3641.82,8147.16,5432.58
150,class1,wind-ons,117.72,2091.6,7703.46,10324.38,8866.2
150,class2,wind-ons,3694.62,7297.98,12882.06,6192.12,5057.22
150,class3,wind-ons,662.1,2187.54,6351.78,9195.12,7227.96
150,class4,wind-ons,347.46,2380.44,4508.1,4590.54,2854.38
150,class5,wind-ons,72.72,2640.36,6366.78,9270.06,7505.4
150,class6,wind-ons,38.76,1622.04,4325.34,5452.56,3428.64
150,class7,wind-ons,3.9,1101,626.22,563.04,226.08
150,class8,wind-ons,0.18,0.12,106.8,157.8,1.68
150,class9,wind-ons,1.86,0,0,0,0
151,class7,wind-ons,53.34,37.38,632.04,2130.3,1426.38
151,class8,wind-ons,326.4,676.14,2605.98,2666.94,1487.1
151,class9,wind-ons,88.2,0,0,0,0
152,class1,wind-ons,0.24,568.32,804.48,334.56,361.32
152,class2,wind-ons,622.32,1625.16,870.66,1357.08,525.24
152,class3,wind-ons,210.6,1959.12,1697.04,1933.86,441.78
152,class4,wind-ons,3790.98,3461.76,3403.8,1984.5,1082.76
152,class5,wind-ons,1655.22,1472.4,699.96,4236.9,4413.06
152,class6,wind-ons,2.52,120.24,19.86,137.64,365.52
153,class1,wind-ons,13.32,4.8,0.72,23.88,674.4
153,class2,wind-ons,20.88,27.6,2200.56,743.4,243.48
153,class3,wind-ons,13.8,19.26,999.12,1053.48,1527.48
153,class4,wind-ons,66.78,2620.56,3630.24,3294.54,2644.14
153,class5,wind-ons,49.32,6380.7,11829.78,10607.46,6200.52
153,class6,wind-ons,39.72,590.88,3107.46,4470.36,7102.98
153,class7,wind-ons,1.2,2.46,0,0,0
154,class1,wind-ons,18,23.76,36.96,96.12,254.34
154,class2,wind-ons,23.58,6.72,32.22,378.6,196.5
154,class3,wind-ons,55.5,48.6,100.86,1480.14,1872.06
154,class4,wind-ons,128.1,1351.86,2616.72,3907.44,3406.38
154,class5,wind-ons,120.66,5314.68,6640.08,4946.82,11133.84
154,class6,wind-ons,95.7,7580.88,5151.24,4244.04,5580
154,class7,wind-ons,48.24,651.36,921.78,970.5,2069.64
154,class8,wind-ons,14.1,10.32,154.32,143.16,179.58
155,class2,wind-ons,0.48,0.24,0,0,0
155,class3,wind-ons,166.68,265.8,251.64,0,0
155,class4,wind-ons,138.66,56.16,1.8,75.6,1937.28
155,class5,wind-ons,24,2011.2,5503.14,2863.14,2545.86
155,class6,wind-ons,52.5,3409.92,1650.12,1658.34,1333.5
155,class7,wind-ons,28.08,7.56,8.76,1165.14,815.34
155,class8,wind-ons,14.88,0,0,0,0
156,class2,wind-ons,0.36,0,0,0,0
156,class3,wind-ons,6.72,3.96,95.22,274.74,144.78
156,class4,wind-ons,19.08,181.62,108.48,2073.3,375.36
156,class5,wind-ons,51.78,233.16,2114.04,3010.32,2238.66
156,class6,wind-ons,445.26,2987.1,4245.66,3784.86,1288.8
156,class7,wind-ons,164.52,1334.7,1983.48,2971.8,2308.98
156,class8,wind-ons,1.74,4.44,15.78,0,0
157,class2,wind-ons,20.4,0,0,0,0
157,class3,wind-ons,1.08,25.56,165.96,148.26,0
157,class4,wind-ons,15,58.08,267.36,204.3,0
157,class5,wind-ons,24.24,114.42,68.88,302.16,1502.76
157,class6,wind-ons,396.9,3098.82,5962.14,5451,3092.4
157,class7,wind-ons,322.86,2726.7,9067.5,9214.68,4248.6
157,class8,wind-ons,120.78,541.74,1069.14,907.56,442.62
157,class9,wind-ons,1.92,0.84,5.58,26.16,72.9
158,class1,wind-ons,0.24,0.72,0,0,0
158,class10,wind-ons,1.38,3.36,101.94,292.02,863.58
158,class2,wind-ons,0.48,0.36,0.72,3.48,3
158,class3,wind-ons,4.98,0.48,1.68,5.1,5.16
158,class4,wind-ons,2.16,5.46,1.2,49.2,9
158,class5,wind-ons,60,122.64,48,54.9,824.16
158,class6,wind-ons,263.94,1272.42,1877.76,2324.58,1072.5
158,class7,wind-ons,103.86,1381.2,10228.14,10542.78,9172.56
158,class8,wind-ons,58.74,2680.02,5825.52,4347.72,5517.96
158,class9,wind-ons,9.6,1325.82,2990.94,3437.52,2022.06
159,class3,wind-ons,0.36,0.12,0,0,0
159,class5,wind-ons,0.24,0.96,0.48,11.58,62.1
159,class6,wind-ons,41.76,23.04,217.44,210.96,905.7
159,class7,wind-ons,311.52,439.74,326.46,359.22,301.56
159,class8,wind-ons,10.5,8.22,137.22,97.44,101.4
159,class9,wind-ons,3.3,0.54,0,0,0
160,class1,wind-ons,0.72,0.12,1.68,1.68,2.1
160,class10,wind-ons,734.28,1246.92,546.12,685.02,104.1
160,class2,wind-ons,1.2,0.12,3.06,1.14,0.84
160,class3,wind-ons,1.14,2.04,0.12,1.92,1.56
160,class4,wind-ons,1.5,25.44,4.32,9.42,0.36
160,class5,wind-ons,49.74,49.14,54.18,41.76,77.28
160,class6,wind-ons,291.36,639.66,832.8,833.46,430.62
160,class7,wind-ons,705.42,2225.16,1794.48,3195.54,1639.38
160,class8,wind-ons,1301.52,2306.52,3124.26,3917.52,5514.42
160,class9,wind-ons,306.84,2809.68,4019.58,2722.44,3015.78
161,class7,wind-ons,2.52,73.62,70.92,81.42,0
161,class8,wind-ons,194.82,571.5,450.6,714.54,833.58
161,class9,wind-ons,8.22,0.18,9.12,217.14,28.98
162,class6,wind-ons,0.24,0,0,0,0
162,class7,wind-ons,966.54,740.94,1181.58,2929.74,2587.02
162,class8,wind-ons,829.92,1831.86,3547.32,4876.86,3623.04
162,class9,wind-ons,103.38,848.46,3422.22,2569.8,3943.56
163,class1,wind-ons,34.8,53.04,51.24,164.46,470.04
163,class10,wind-ons,43.38,314.46,126.66,509.58,79.38
163,class2,wind-ons,16.32,470.16,474.3,919.5,147.78
163,class3,wind-ons,16.8,960.42,1210.98,1371.48,171.78
163,class4,wind-ons,27.96,1170.3,2861.1,1037.22,338.64
163,class5,wind-ons,287.88,3038.82,4846.8,5981.52,1622.46
163,class6,wind-ons,11385,13480.26,24037.08,5456.94,2293.02
163,class7,wind-ons,11658.18,25856.1,23402.46,12643.56,4686.72
163,class8,wind-ons,2870.22,3371.22,9087.54,9030.9,4705.8
163,class9,wind-ons,1117.92,1537.68,2680.98,3042.54,828.06
164,class1,wind-ons,17.52,1.44,12,460.44,512.76
164,class2,wind-ons,10.32,14.88,686.4,399.96,171.48
164,class3,wind-ons,10.8,60.84,888.84,2638.8,4521.06
164,class4,wind-ons,123.48,1865.82,1801.8,4409.64,2570.64
164,class5,wind-ons,763.98,4104.24,7918.32,5024.1,1179.6
164,class6,wind-ons,25.14,3731.7,5586.84,9417.12,5475
164,class7,wind-ons,3.12,2923.44,2592.48,2725.92,3818.4
165,class1,wind-ons,420.9,1002.18,2006.34,2139.36,561.12
165,class2,wind-ons,214.5,1221.3,1431.78,3465,451.38
165,class3,wind-ons,2209.5,3830.16,4764.18,6535.2,5610.66
165,class4,wind-ons,3022.56,9621.06,14813.16,9012.54,7281.72
165,class5,wind-ons,5620.38,13494.36,15025.2,6475.92,4188.3
165,class6,wind-ons,600.12,1366.68,3002.34,10149,4671.24
165,class7,wind-ons,2.46,328.98,555.72,282.78,862.08
165,class8,wind-ons,2.52,0,0,0,0
166,class1,wind-ons,45.6,79.56,282.18,1283.22,491.94
166,class2,wind-ons,107.76,4561.08,5323.74,2102.22,228.24
166,class3,wind-ons,70.2,5052,9836.82,6170.64,1018.8
166,class4,wind-ons,330.18,3161.88,3031.26,3363.24,2141.94
166,class5,wind-ons,7294.8,3730.5,12888.9,9736.74,2981.64
166,class6,wind-ons,2615.58,7966.74,7533.3,6591.48,7551.48
166,class7,wind-ons,1777.74,545.22,845.28,1147.02,7076.16
166,class8,wind-ons,0.54,17.4,0.96,41.4,25.26
167,class1,wind-ons,101.52,189.42,140.46,437.1,1683.48
167,class2,wind-ons,304.86,217.5,663.54,1598.34,3302.88
167,class3,wind-ons,220.08,1318.14,1475.52,2316.3,4082.22
167,class4,wind-ons,277.86,158.4,2245.38,5175.84,5195.64
167,class5,wind-ons,107.4,2302.02,7840.62,10329.24,7634.34
167,class6,wind-ons,57.36,77.16,3916.86,6265.86,5279.34
167,class7,wind-ons,30.48,24.18,555.12,929.76,702
167,class8,wind-ons,2.58,19.26,0,0,0
168,class2,wind-ons,5.76,114.84,0,0,0
168,class3,wind-ons,1.92,0.96,15.36,152.22,141.24
168,class4,wind-ons,159.24,32.58,83.16,268.08,534.18
168,class5,wind-ons,681.9,733.32,510.96,2053.5,3649.86
168,class6,wind-ons,598.26,606.12,3370.14,6151.38,7243.86
168,class7,wind-ons,50.88,17.22,417.06,718.68,1302.12
169,class1,wind-ons,13.44,24.72,22.38,0.12,1.8
169,class2,wind-ons,2.64,16.14,27.54,272.46,184.98
169,class3,wind-ons,52.86,491.28,1040.88,224.28,1084.14
169,class4,wind-ons,287.4,894.06,1419.96,439.98,875.22
169,class5,wind-ons,421.02,1319.82,3912.3,4925.52,3580.62
169,class6,wind-ons,1103.64,5499.48,7359.84,11761.86,6226.38
169,class7,wind-ons,176.46,237.42,3703.14,4727.16,8313.96
169,class8,wind-ons,14.22,0,0,0,0
170,class5,wind-ons,103.2,67.08,0,0,0
170,class6,wind-ons,489.42,412.62,1651.02,2532.12,2128.92
170,class7,wind-ons,329.82,275.7,4165.92,6638.94,4702.8
170,class8,wind-ons,58.44,55.02,13.26,3746.04,2874.24
171,class1,wind-ons,14.76,58.38,280.44,467.4,787.98
171,class2,wind-ons,36.72,101.52,461.52,1546.26,1135.86
171,class3,wind-ons,52.5,54.72,280.74,2055.96,1805.7
171,class4,wind-ons,78.84,297.84,1642.5,3092.1,4148.28
171,class5,wind-ons,449.82,2496.24,3852.9,4160.34,2180.46
171,class6,wind-ons,1444.32,4679.16,8378.7,10139.58,5689.68
171,class7,wind-ons,2418.9,14466.36,19850.04,11739.18,3434.94
171,class8,wind-ons,82.98,468.36,1674.36,2356.98,1122.24
171,class9,wind-ons,1.2,1.98,0,0,0
172,class2,wind-ons,1.32,11.46,11.58,51.24,28.92
172,class3,wind-ons,8.64,9.72,67.2,74.88,179.22
172,class4,wind-ons,341.82,593.04,907.68,582.54,658.5
172,class5,wind-ons,894.18,2709.96,3700.86,5742.06,3811.38
172,class6,wind-ons,7957.08,16958.94,19987.68,16068.6,7542.18
172,class7,wind-ons,3408.78,13467.54,22981.32,16922.76,14626.68
172,class8,wind-ons,4.32,555.18,456.42,803.34,490.86
172,class9,wind-ons,2.52,0,0,0,0
173,class6,wind-ons,0.12,1.02,10.62,0,0
173,class7,wind-ons,21.48,8.1,9.06,377.46,70.62
173,class8,wind-ons,3.96,0.18,12.3,73.2,83.22
174,class1,wind-ons,5.04,13.68,4.92,0.24,4.2
174,class2,wind-ons,6.78,44.58,6.36,4.92,54.96
174,class3,wind-ons,10.56,115.62,53.4,48.12,247.56
174,class4,wind-ons,340.02,128.76,1282.5,159.6,287.52
174,class5,wind-ons,109.26,462.9,2273.28,2077.5,2425.5
174,class6,wind-ons,360.24,2490.72,7023.12,7075.38,7276.8
174,class7,wind-ons,44.28,1959.78,1273.68,723.96,880.98
175,class5,wind-ons,0.36,0.72,0.84,0.72,3
175,class6,wind-ons,15.36,18.48,23.88,74.52,40.44
175,class7,wind-ons,21.06,17.52,94.74,817.86,1275.6
175,class8,wind-ons,0.18,16.44,15,0,0
176,class1,wind-ons,12.96,0.12,0,0,0
176,class2,wind-ons,91.08,208.02,693.42,0,0
176,class3,wind-ons,171.24,95.64,1140.18,710.52,858.48
176,class4,wind-ons,471.48,582.78,487.74,624.06,2529.96
176,class5,wind-ons,62.16,1122.12,1762.5,5419.32,4450.56
176,class6,wind-ons,747.54,2246.82,2969.94,3739.32,1287.18
176,class7,wind-ons,104.04,744.12,401.04,671.52,397.02
176,class8,wind-ons,1.02,217.44,88.8,236.46,80.1
176,class9,wind-ons,6.96,75.36,28.92,148.86,17.16
177,class3,wind-ons,14.04,147.48,0,0,0
177,class4,wind-ons,27.12,198.66,421.74,836.1,494.58
177,class5,wind-ons,1687.26,1527.96,996.24,1457.76,3687.66
177,class6,wind-ons,608.58,1845.12,2354.04,822.42,850.62
177,class7,wind-ons,16.26,47.16,1014.9,1646.34,1533.6
177,class8,wind-ons,7.74,0.3,1.98,107.76,287.4
177,class9,wind-ons,0.84,3.24,3.96,9.18,0
178,class4,wind-ons,1.2,8.16,2.16,0,0
178,class5,wind-ons,921.54,4691.52,2351.94,2618.58,1631.22
178,class6,wind-ons,3308.52,5437.92,5859.48,1408.02,882.54
178,class7,wind-ons,25.02,122.52,1018.2,760.92,92.4
179,class4,wind-ons,34.8,122.28,0,0,0
179,class5,wind-ons,6.6,48.48,74.88,1655.34,2035.92
179,class6,wind-ons,131.76,1464.36,1366.74,1317.12,3202.56
179,class7,wind-ons,28.86,368.34,779.04,945.42,382.14
180,class1,wind-ons,1.32,0,0,0,0
180,class2,wind-ons,79.38,0,0,0,0
180,class3,wind-ons,1.2,0.12,7.08,393.96,305.76
180,class4,wind-ons,57.48,128.52,101.88,2530.68,1874.22
