# File: USDA_an_Stocks.csv
# Title: USDA NASS livestock animal inventories
# Units: Inventory (heads)
# Source: United States Department of Agriculture National Agriculture Statistics Service: https://quickstats.nass.usda.gov/
# Comments: Includes some missing values for states not reporting inventories
# Column types: ciccciiccccn
# ----------
Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2002,END OF DEC,STATE,UTAH,49,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"121,717"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"11,276"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"150,626"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"20,753"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"211,968"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,116"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"11,243"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,448
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,762
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"4,133"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,931"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,019"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"14,743"
CENSUS,2002,END OF DEC,STATE,VERMONT,50,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,909"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"827,433"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"680,610"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"114,724"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"45,429,958"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"3,222,127"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"5,212"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"81,344"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,527"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"3,137"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"41,275"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,401"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"409,284"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"71,819"
CENSUS,2002,END OF DEC,STATE,VIRGINIA,51,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"7,272,456"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"604,764"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"248,664"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"246,753"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,712,035"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"5,008,881"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"8,545"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"75,951"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,511"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"2,850"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"23,217"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"8,106"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"30,289"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"58,470"
CENSUS,2002,END OF DEC,STATE,WASHINGTON,53,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"188,790"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"200,401"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"14,972"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"12,181,309"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,383,009"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"3,962"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"31,853"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,090"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,396"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"17,484"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,336"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"12,773"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"38,681"
CENSUS,2002,END OF DEC,STATE,WEST VIRGINIA,54,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,429,776"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"1,863,158"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"231,649"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,243,315"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"5,545,047"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,415,462"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"417,522"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"101,996"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,127"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"8,015"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"35,179"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"25,900"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"535,393"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"83,489"
CENSUS,2002,END OF DEC,STATE,WISCONSIN,55,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"2,595,460"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"560,282"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"732,546"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,214"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"2,158"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"14,567"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,185"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"62,916"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,822
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,603"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"5,380"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,532"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"114,047"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"459,682"
CENSUS,2002,END OF DEC,STATE,WYOMING,56,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,737
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"823,317"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"28,019"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"139,312,152"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"10,511,460"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"4,179"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"53,895"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"3,668"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,557"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"35,158"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,939"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"196,561"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"9,753"
CENSUS,1997,END OF DEC,STATE,ALABAMA,1,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,694"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,101"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,018"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,826"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,407
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"2,375"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,39
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,121
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,167
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,72
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,112"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"1,605"
CENSUS,1997,END OF DEC,STATE,ALASKA,2,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,94
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"289,208"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"123,595"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"2,375"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"47,721"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,295"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,776
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"43,789"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,081"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"143,287"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"144,363"
CENSUS,1997,END OF DEC,STATE,ARIZONA,4,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,851
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"924,826"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"49,280"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"180,355,401"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"15,148,398"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"3,951"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"46,485"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"3,009"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,787"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"19,436"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,783"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"866,082"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"9,209"
CENSUS,1997,END OF DEC,STATE,ARKANSAS,5,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"9,333,421"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"959,772"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,406,884"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"36,327,820"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"30,345,373"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"827,949"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"149,320"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"4,004"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"8,349"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"51,817"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"19,935"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"221,174"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"805,693"
CENSUS,1997,END OF DEC,STATE,CALIFORNIA,6,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"8,634,833"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"890,540"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"79,304"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"10,807"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"3,597,796"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"4,449"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"89,084"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,804"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"2,420"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"14,247"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,754"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"791,529"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"596,240"
CENSUS,1997,END OF DEC,STATE,COLORADO,8,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,772"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"28,481"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"109,934"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"3,762,713"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,175"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"9,878"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,205
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,605
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"2,238"
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,864
CENSUS,1997,END OF DEC,STATE,CONNECTICUT,9,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"6,139"
