# File: Dooley_CCS_USA.csv
# Title: CO2 Storage Capacity
# Units: In columns
# Source: Dahowski, R., Dooley, J., Davidson, C., Bachu, S. & Gupta, N. Building the Cost Curves for CO2 Storage: North America. IEA Greenhouse Gas R&D Programme, Cheltenham, UK. (2005).
# Wise, M., Dooley, J., Dahowski, R. & Davidson, C. Modeling the impacts of climate policy on the deployment of carbon dioxide capture and geologic storage across electric power regions in the United States. International Journal of Greenhouse Gas Control 1, 261-270 (2007).
# Dahowski, R. T., Davidson, C. L., Li, X. C. & Wei, N. A $70/tCO2 greenhouse gas mitigation backstop for China's industrial and electric power sectors: Insights from a comprehensive CCS cost curve. International Journal of Greenhouse Gas Control 11, 73-85, doi:10.1016/j.ijggc.2012.07.024 (2012).
# Dahowski, R., Davidson, C. & Dooley, J. Comparing large scale CCS deployment potential in the USA and China: A detailed analysis based on country-specific CO2 transport & storage cost curves. Energy Procedia 4, 2732-2739, doi:DOI: 10.1016/j.egypro.2011.02.175 (2011).
# Column types: cccnn 
# ----------
Timestep,GENUNIT,state,CO2_Mt,Cost_2005USDtCO2
TS3,P0994,PA,37.7,5.9
TS4,P0994,PA,37.7,5.9
TS5,P0994,PA,37.7,5.9
TS2,P0160,CA,6.5,5.9
TS3,P0160,CA,6.5,5.9
TS1,P1202,VA,27.6,5.9
TS2,P1202,VA,27.6,5.9
TS3,P1202,VA,27.6,5.9
TS4,P1202,VA,27.6,5.9
TS5,P1202,VA,27.6,5.9
TS1,P0831,NY,18.6,5.9
TS2,P0831,NY,18.6,5.9
TS3,P0831,NY,18.6,5.9
TS4,P0831,NY,18.6,5.9
TS5,P0831,NY,18.6,5.9
TS2,G01243,AL,13,5.91
TS3,G01243,AL,13,5.91
TS4,G01243,AL,13,5.91
TS5,G01243,AL,13,5.91
TS2,G01805,WY,4.7,5.92
TS3,G01805,WY,4.7,5.92
TS4,G01805,WY,4.7,5.92
TS5,G01805,WY,4.7,5.92
TS2,P0171,CA,6.5,5.92
TS3,P0171,CA,6.5,5.92
TS1,EL0033,IA,3.2,5.94
TS2,P0140,CA,21.4,5.95
TS3,P0140,CA,21.4,5.95
TS2,P0935,OK,8.7,5.95
TS3,P0935,OK,8.7,5.95
TS4,P0935,OK,8.7,5.95
TS5,P0935,OK,8.7,5.95
TS1,P1259,WI,37.3,5.96
TS2,P1259,WI,37.3,5.96
TS3,P1259,WI,37.3,5.96
TS4,P1259,WI,37.3,5.96
TS5,P1259,WI,37.3,5.96
TS1,P1117,TX,5,5.97
TS2,P1117,TX,5,5.97
TS3,P1117,TX,5,5.97
TS4,P1117,TX,5,5.97
TS5,P1117,TX,5,5.97
TS1,P0662,MN,15.9,5.97
TS2,P0662,MN,15.9,5.97
TS3,P0662,MN,15.9,5.97
TS4,P0662,MN,15.9,5.97
TS5,P0662,MN,15.9,5.97
TS1,P0465,KS,271.9,5.98
TS2,P0465,KS,271.9,5.98
TS3,P0465,KS,271.9,5.98
TS4,P0465,KS,271.9,5.98
TS5,P0465,KS,271.9,5.98
TS4,A00351,TX,7.3,5.99
TS5,A00351,TX,7.3,5.99
TS2,G01353,LA,8.4,5.99
TS3,G01353,LA,8.4,5.99
TS4,G01353,LA,8.4,5.99
TS1,P0758,NE,96.3,5.99
TS2,P0758,NE,96.3,5.99
TS3,P0758,NE,96.3,5.99
TS4,P0758,NE,96.3,5.99
TS5,P0758,NE,96.3,5.99
TS2,G01481,NM,5.3,6
TS3,G01481,NM,5.3,6
TS4,G01481,NM,5.3,6
TS5,G01481,NM,5.3,6
TS2,G01555,OK,2.9,6
TS2,C02003,TX,12.8,6
TS3,C02003,TX,12.8,6
TS4,C02003,TX,12.8,6
TS5,C02003,TX,12.8,6
TS1,EL0106,NE,2.3,6.02
TS1,R00662,LA,8.3,6.03
TS2,R00662,LA,8.3,6.03
TS3,R00662,LA,8.3,6.03
TS2,P0138,CA,9.3,6.04
TS3,P0138,CA,9.3,6.04
TS1,P1192,UT,6.4,6.04
TS1,P0565,MD,28.5,6.05
TS2,P0565,MD,28.5,6.05
TS3,P0565,MD,28.5,6.05
TS4,P0565,MD,28.5,6.05
TS5,P0565,MD,28.5,6.05
TS2,P1196,UT,15.3,6.06
TS3,P1196,UT,15.3,6.06
TS4,P1196,UT,15.3,6.06
TS5,P1196,UT,15.3,6.06
TS5,P0519,LA,33.5,6.07
TS2,EL0058,IN,4.7,6.07
TS3,EL0058,IN,4.7,6.07
TS4,EL0058,IN,4.7,6.07
TS5,EL0058,IN,4.7,6.07
TS2,P0038,AL,11.6,6.07
TS3,P0038,AL,11.6,6.07
TS4,P0038,AL,11.6,6.07
TS5,P0038,AL,11.6,6.07
TS1,P1230,VA,39.7,6.07
TS2,P1230,VA,39.7,6.07
TS3,P1230,VA,39.7,6.07
TS4,P1230,VA,39.7,6.07
TS5,P1230,VA,39.7,6.07
TS1,P1282,WI,80.7,6.08
TS2,P1282,WI,80.7,6.08
TS3,P1282,WI,80.7,6.08
TS4,P1282,WI,80.7,6.08
TS5,P1282,WI,80.7,6.08
TS1,P1077,TX,4.3,6.08
TS2,P1077,TX,4.3,6.08
TS3,P1077,TX,4.3,6.08
TS4,P1077,TX,4.3,6.08
TS5,P1077,TX,4.3,6.08
TS1,P0094,CA,2.3,6.09
TS1,P0887,OH,4.7,6.09
TS2,P0887,OH,4.7,6.09
TS3,P0887,OH,4.7,6.09
TS4,P0887,OH,4.7,6.09
TS5,P0887,OH,4.7,6.09
TS2,P0093,CA,6.4,6.09
TS3,P0093,CA,6.4,6.09
TS2,P0927,OK,7.1,6.1
TS3,P0927,OK,7.1,6.1
TS4,P0927,OK,7.1,6.1
TS5,P0927,OK,7.1,6.1
TS2,P1314,WY,6.2,6.11
TS3,P1314,WY,6.2,6.11
TS4,P1314,WY,6.2,6.11
TS5,P1314,WY,6.2,6.11
TS1,P0853,NY,33.6,6.12
TS2,P0853,NY,33.6,6.12
TS3,P0853,NY,33.6,6.12
TS4,P0853,NY,33.6,6.12
TS5,P0853,NY,33.6,6.12
TS5,E00241,LA,33.9,6.12
TS2,A00366,LA,9.3,6.14
TS3,A00366,LA,9.3,6.14
TS4,A00366,LA,9.3,6.14
TS1,P0334,GA,222.5,6.14
TS2,P0334,GA,222.5,6.14
TS3,P0334,GA,222.5,6.14
TS4,P0334,GA,222.5,6.14
TS5,P0334,GA,222.5,6.14
TS4,H00216,CA,6.6,6.14
TS1,P0206,CO,15,6.14
TS2,P0206,CO,15,6.14
TS3,P0206,CO,15,6.14
TS4,P0206,CO,15,6.14
TS5,P0206,CO,15,6.14
TS1,P0938,OK,7.5,6.15
TS2,P0938,OK,7.5,6.15
TS3,P0938,OK,7.5,6.15
TS4,P0938,OK,7.5,6.15
TS5,P0938,OK,7.5,6.15
TS3,P0130,CA,44.9,6.16
TS2,EL0045,IL,4.6,6.17
TS2,EL0047,IL,4.6,6.17
TS2,EL0049,IL,4.6,6.17
TS2,EL0051,IL,4.6,6.17
TS2,EL0052,IL,4.6,6.17
TS2,EL0053,IL,4.6,6.17
TS2,EL0054,IN,4.6,6.17
TS3,EL0045,IL,4.6,6.17
TS3,EL0047,IL,4.6,6.17
TS3,EL0049,IL,4.6,6.17
TS3,EL0051,IL,4.6,6.17
TS3,EL0052,IL,4.6,6.17
TS3,EL0053,IL,4.6,6.17
TS3,EL0054,IN,4.6,6.17
TS4,EL0045,IL,4.6,6.17
TS4,EL0047,IL,4.6,6.17
TS4,EL0049,IL,4.6,6.17
TS4,EL0051,IL,4.6,6.17
TS4,EL0052,IL,4.6,6.17
TS4,EL0053,IL,4.6,6.17
TS4,EL0054,IN,4.6,6.17
TS5,EL0045,IL,4.6,6.17
TS5,EL0047,IL,4.6,6.17
TS5,EL0049,IL,4.6,6.17
TS5,EL0051,IL,4.6,6.17
TS5,EL0052,IL,4.6,6.17
TS5,EL0053,IL,4.6,6.17
TS5,EL0054,IN,4.6,6.17
TS1,P1272,WI,14.2,6.18
TS2,P1272,WI,14.2,6.18
TS3,P1272,WI,14.2,6.18
TS4,P1272,WI,14.2,6.18
TS5,P1272,WI,14.2,6.18
TS2,P1120,TX,8,6.18
TS3,P1120,TX,8,6.18
TS2,P0936,OK,5.1,6.2
TS3,P0936,OK,5.1,6.2
TS4,P0936,OK,5.1,6.2
TS5,P0936,OK,5.1,6.2
TS3,P0107,CA,6.5,6.2
TS2,G01660,TX,8,6.21
TS3,G01660,TX,8,6.21
TS4,G01660,TX,8,6.21
TS1,P0331,GA,4.3,6.22
TS2,P0331,GA,4.3,6.22
TS3,P0331,GA,4.3,6.22
TS4,P0331,GA,4.3,6.22
TS5,P0331,GA,4.3,6.22
TS2,G01345,KS,6.6,6.23
TS3,G01345,KS,6.6,6.23
TS4,G01345,KS,6.6,6.23
TS5,G01345,KS,6.6,6.23
TS1,P0917,OK,5.1,6.23
TS2,P0917,OK,5.1,6.23
TS3,P0917,OK,5.1,6.23
TS4,P0917,OK,5.1,6.23
TS5,P0917,OK,5.1,6.23
TS5,G01660,TX,8,6.24
TS5,P1104,TX,32.4,6.24
TS2,P0098,CA,9.6,6.24
TS3,P0098,CA,9.6,6.24
TS1,P0365,IA,4.6,6.24
TS2,P0365,IA,4.6,6.24
TS3,P0365,IA,4.6,6.24
TS4,P0365,IA,4.6,6.24
TS5,P0365,IA,4.6,6.24
TS1,P0531,LA,7.9,6.25
TS2,P0531,LA,7.9,6.25
TS3,P0531,LA,7.9,6.25
TS1,C01991,SC,15.3,6.25
TS2,C01991,SC,15.3,6.25
TS3,C01991,SC,15.3,6.25
TS4,C01991,SC,15.3,6.25
TS5,C01991,SC,15.3,6.25
TS1,P1286,WV,20.7,6.26
TS2,P1286,WV,20.7,6.26
TS3,P1286,WV,20.7,6.26
TS4,P1286,WV,20.7,6.26
TS5,P1286,WV,20.7,6.26
TS3,P1148,TX,8.3,6.26
TS4,P1148,TX,8.3,6.26
TS2,A00354,LA,7.9,6.27
TS3,A00354,LA,7.9,6.27
TS4,A00354,LA,7.9,6.27
TS1,P0272,FL,6.5,6.27
TS2,P0272,FL,6.5,6.27
TS3,P0272,FL,6.5,6.27
TS4,P0272,FL,6.5,6.27
TS5,P0272,FL,6.5,6.27
TS1,P0262,FL,5.8,6.28
TS2,P0262,FL,5.8,6.28
TS3,P0262,FL,5.8,6.28
TS4,P0262,FL,5.8,6.28
TS5,P0262,FL,5.8,6.28
TS1,P0761,NE,31.6,6.29
TS2,P0761,NE,31.6,6.29
TS3,P0761,NE,31.6,6.29
TS4,P0761,NE,31.6,6.29
TS5,P0761,NE,31.6,6.29
TS1,P0288,FL,9.2,6.29
TS2,P0288,FL,9.2,6.29
TS3,P0288,FL,9.2,6.29
TS4,P0288,FL,9.2,6.29
TS5,P0288,FL,9.2,6.29
TS2,G01441,MI,6,6.29
TS3,G01441,MI,6,6.29
TS4,G01441,MI,6,6.29
TS5,G01441,MI,6,6.29
TS1,P0311,GA,368.6,6.3
TS2,P0311,GA,368.6,6.3
TS3,P0311,GA,368.6,6.3
TS4,P0311,GA,368.6,6.3
TS5,P0311,GA,368.6,6.3
TS3,P1100,TX,6.6,6.32
TS4,P1100,TX,6.6,6.32
TS2,P0040,AL,9.1,6.32
TS3,P0040,AL,9.1,6.32
TS4,P0040,AL,9.1,6.32
TS5,P0040,AL,9.1,6.32
TS2,P0162,CA,4.4,6.32
TS3,H00215,CA,6.3,6.32
TS1,G01789,WV,4.5,6.33
TS2,G01789,WV,4.5,6.33
TS3,G01789,WV,4.5,6.33
TS4,G01789,WV,4.5,6.33
TS5,G01789,WV,4.5,6.33
TS2,G01641,TX,8.1,6.34
TS3,G01641,TX,8.1,6.34
TS4,G01641,TX,8.1,6.34
TS5,G01641,TX,8.1,6.34
TS2,G01629,TX,4.1,6.34
TS3,G01629,TX,4.1,6.34
TS4,G01629,TX,4.1,6.34
TS5,G01629,TX,4.1,6.34
TS1,P0052,AR,28.7,6.34
TS2,P0052,AR,28.7,6.34
TS3,P0052,AR,28.7,6.34
TS4,P0052,AR,28.7,6.34
TS5,P0052,AR,28.7,6.34
TS5,G01386,LA,34.9,6.35
TS1,P1105,TX,7.8,6.38
TS2,P1105,TX,7.8,6.38
TS3,P1105,TX,7.8,6.38
TS4,P1105,TX,7.8,6.38
TS4,G01664,TX,5.9,6.38
TS4,C02041,CA,24.2,6.38
TS1,P0837,NY,41.8,6.39
TS2,P0837,NY,41.8,6.39
TS3,P0837,NY,41.8,6.39
TS4,P0837,NY,41.8,6.39
TS5,P0837,NY,41.8,6.39
TS5,P1107,TX,29.6,6.39
TS3,P0181,CA,31.6,6.4
TS5,P0516,LA,25.5,6.43
TS1,P0937,OK,4.9,6.44
TS2,P0937,OK,4.9,6.44
TS3,P0937,OK,4.9,6.44
TS4,P0937,OK,4.9,6.44
TS5,P0937,OK,4.9,6.44
TS1,C02002,IA,11.4,6.44
TS2,C02002,IA,11.4,6.44
TS3,C02002,IA,11.4,6.44
TS4,C02002,IA,11.4,6.44
TS5,C02002,IA,11.4,6.44
TS1,P0814,NV,63.3,6.44
TS2,P0814,NV,63.3,6.44
TS3,P0814,NV,63.3,6.44
TS4,P0814,NV,63.3,6.44
TS5,P0814,NV,63.3,6.44
TS1,P0239,DE,4.1,6.44
TS2,P0239,DE,4.1,6.44
TS3,P0239,DE,4.1,6.44
TS4,P0239,DE,4.1,6.44
TS5,P0239,DE,4.1,6.44
TS2,H00241,LA,5.8,6.44
TS3,H00241,LA,5.8,6.44
TS4,H00241,LA,5.8,6.44
TS1,C02068,PA,5.9,6.44
TS2,C02068,PA,5.9,6.44
TS3,C02068,PA,5.9,6.44
TS4,C02068,PA,5.9,6.44
TS5,C02068,PA,5.9,6.44
TS1,P0193,CO,21.1,6.45
TS2,P0193,CO,21.1,6.45
TS3,P0193,CO,21.1,6.45
TS4,P0193,CO,21.1,6.45
TS5,P0193,CO,21.1,6.45
TS1,P1156,TX,5,6.46
TS2,P1156,TX,5,6.46
TS3,P1156,TX,5,6.46
TS4,P1156,TX,5,6.46
TS5,P1156,TX,5,6.46
TS5,P1188,TX,26.4,6.46
TS1,P0443,IN,4.4,6.47
TS2,P0443,IN,4.4,6.47
TS3,P0443,IN,4.4,6.47
TS4,P0443,IN,4.4,6.47
TS5,P0443,IN,4.4,6.47
TS2,A00357,TX,4,6.48
TS3,A00357,TX,4,6.48
TS4,A00357,TX,4,6.48
TS5,A00357,TX,4,6.48
TS4,P0130,CA,44.9,6.49
TS1,P0824,NY,13.9,6.49
TS2,P0824,NY,13.9,6.49
TS3,P0824,NY,13.9,6.49
TS4,P0824,NY,13.9,6.49
TS5,P0824,NY,13.9,6.49
TS1,P0366,IA,114.7,6.49
TS2,P0366,IA,114.7,6.49
TS3,P0366,IA,114.7,6.49
TS4,P0366,IA,114.7,6.49
TS5,P0366,IA,114.7,6.49
TS2,G01340,KS,6.6,6.51
TS3,G01340,KS,6.6,6.51
TS4,G01340,KS,6.6,6.51
TS5,G01340,KS,6.6,6.51
TS3,P0077,CA,6.3,6.51
TS2,A00373,TX,2.5,6.53
TS1,P0613,MI,4.3,6.54
TS2,P0613,MI,4.3,6.54
TS3,P0613,MI,4.3,6.54
TS4,P0613,MI,4.3,6.54
TS5,P0613,MI,4.3,6.54
TS2,H00273,TX,4,6.54
TS3,H00273,TX,4,6.54
TS4,H00273,TX,4,6.54
TS5,H00273,TX,4,6.54
TS1,P0915,OK,12.8,6.54
TS2,P0915,OK,12.8,6.54
TS3,P0915,OK,12.8,6.54
TS4,P0915,OK,12.8,6.54
TS5,P0915,OK,12.8,6.54
TS2,C01974,CA,8.9,6.55
TS2,P0084,CA,6.6,6.55
TS1,C02027,IA,11.1,6.55
TS2,C02027,IA,11.1,6.55
TS3,C02027,IA,11.1,6.55
TS4,C02027,IA,11.1,6.55
TS5,C02027,IA,11.1,6.55
TS5,P0706,MS,52.8,6.56
TS3,P0110,CA,19.9,6.56
TS1,P0278,FL,6.2,6.56
TS2,P0278,FL,6.2,6.56
TS3,P0278,FL,6.2,6.56
TS4,P0278,FL,6.2,6.56
TS5,P0278,FL,6.2,6.56
TS2,G01375,LA,5.7,6.56
TS3,G01375,LA,5.7,6.56
TS4,G01375,LA,5.7,6.56
TS1,P0333,GA,7.9,6.58
TS2,P0333,GA,7.9,6.58
TS3,P0333,GA,7.9,6.58
TS4,P0333,GA,7.9,6.58
TS5,P0333,GA,7.9,6.58
TS1,P0996,PA,27.6,6.59
TS2,P0996,PA,27.6,6.59
TS3,P0996,PA,27.6,6.59
TS4,P0996,PA,27.6,6.59
TS5,P0996,PA,27.6,6.59
TS1,P0388,IL,4.3,6.6
TS2,P0388,IL,4.3,6.6
TS3,P0388,IL,4.3,6.6
TS4,P0388,IL,4.3,6.6
TS5,P0388,IL,4.3,6.6
TS1,P0327,GA,4,6.6
TS2,P0327,GA,4,6.6
TS3,P0327,GA,4,6.6
TS4,P0327,GA,4,6.6
TS5,P0327,GA,4,6.6
TS2,EL0011,IA,4.3,6.61
TS3,EL0011,IA,4.3,6.61
TS4,EL0011,IA,4.3,6.61
TS5,EL0011,IA,4.3,6.61
TS4,C02066,CA,19.7,6.61
TS1,P0536,LA,5.6,6.61
TS2,P0536,LA,5.6,6.61
TS3,P0536,LA,5.6,6.61
TS1,P0867,NY,4.3,6.62
TS2,P0867,NY,4.3,6.62
TS3,P0867,NY,4.3,6.62
TS4,P0867,NY,4.3,6.62
TS5,P0867,NY,4.3,6.62
TS1,P0378,IA,9.5,6.62
TS2,P0378,IA,9.5,6.62
TS3,P0378,IA,9.5,6.62
TS4,P0378,IA,9.5,6.62
TS5,P0378,IA,9.5,6.62
TS4,P1082,TX,14.3,6.62
TS5,P1082,TX,14.3,6.62
TS3,P0916,OK,10.5,6.62
TS4,P0916,OK,10.5,6.62
TS5,P0916,OK,10.5,6.62
TS2,G01387,LA,7.3,6.64
TS3,G01387,LA,7.3,6.64
TS4,G01387,LA,7.3,6.64
TS1,P0435,IN,5.7,6.65
TS2,P0435,IN,5.7,6.65
TS3,P0435,IN,5.7,6.65
TS4,P0435,IN,5.7,6.65
TS5,P0435,IN,5.7,6.65
TS1,P0364,IA,9.6,6.65
TS2,P0364,IA,9.6,6.65
TS3,P0364,IA,9.6,6.65
TS4,P0364,IA,9.6,6.65
TS5,P0364,IA,9.6,6.65
TS1,P0488,KY,4.2,6.66
TS2,P0488,KY,4.2,6.66
TS3,P0488,KY,4.2,6.66
TS4,P0488,KY,4.2,6.66
TS5,P0488,KY,4.2,6.66
TS2,C02055,CA,14.6,6.67
TS3,C02055,CA,14.6,6.67
TS1,R00668,MN,12.1,6.67
TS2,R00668,MN,12.1,6.67
TS3,R00668,MN,12.1,6.67
TS4,R00668,MN,12.1,6.67
TS5,R00668,MN,12.1,6.67
TS1,P1074,TX,3.9,6.67
TS2,P1074,TX,3.9,6.67
TS3,P1074,TX,3.9,6.67
TS4,P1074,TX,3.9,6.67
TS5,P1074,TX,3.9,6.67
TS1,C01957,PA,5.6,6.67
TS2,C01957,PA,5.6,6.67
TS3,C01957,PA,5.6,6.67
TS4,C01957,PA,5.6,6.67
TS5,C01957,PA,5.6,6.67
TS3,P0112,CA,9.1,6.67
TS1,C01997,MS,7.8,6.68
TS2,C01997,MS,7.8,6.68
TS3,C01997,MS,7.8,6.68
TS4,C01997,MS,7.8,6.68
TS5,C01997,MS,7.8,6.68
TS2,P1149,TX,4.4,6.68
TS3,P1149,TX,4.4,6.68
TS4,P1149,TX,4.4,6.68
TS5,P1149,TX,4.4,6.68
TS1,P0026,AL,32.4,6.69
TS2,P0026,AL,32.4,6.69
TS3,P0026,AL,32.4,6.69
TS4,P0026,AL,32.4,6.69
TS5,P0026,AL,32.4,6.69
TS5,R00657,LA,39,6.69
TS1,P0993,PA,4.9,6.7
TS2,P0993,PA,4.9,6.7
TS3,P0993,PA,4.9,6.7
TS4,P0993,PA,4.9,6.7
TS5,P0993,PA,4.9,6.7
TS2,P0211,CO,14.1,6.7
TS3,P0211,CO,14.1,6.7
TS4,P0211,CO,14.1,6.7
TS5,P0211,CO,14.1,6.7
TS1,P0908,OH,4.2,6.71
TS2,P0908,OH,4.2,6.71
TS3,P0908,OH,4.2,6.71
TS4,P0908,OH,4.2,6.71
TS5,P0908,OH,4.2,6.71
TS2,G01659,TX,4.3,6.72
TS3,G01659,TX,4.3,6.72
TS4,G01659,TX,4.3,6.72
TS5,G01659,TX,4.3,6.72
TS1,P0851,NY,30.9,6.73
TS2,P0851,NY,30.9,6.73
TS3,P0851,NY,30.9,6.73
TS4,P0851,NY,30.9,6.73
TS5,P0851,NY,30.9,6.73
TS1,P0957,PA,11,6.74
TS2,P0957,PA,11,6.74
TS3,P0957,PA,11,6.74
TS4,P0957,PA,11,6.74
TS5,P0957,PA,11,6.74
TS1,P0326,GA,10.7,6.75
TS2,P0326,GA,10.7,6.75
TS3,P0326,GA,10.7,6.75
TS4,P0326,GA,10.7,6.75
TS5,P0326,GA,10.7,6.75
TS1,P0337,GA,123.9,6.78
TS2,P0337,GA,123.9,6.78
TS3,P0337,GA,123.9,6.78
TS4,P0337,GA,123.9,6.78
TS5,P0337,GA,123.9,6.78
TS2,H00247,MS,9.9,6.79
TS3,H00247,MS,9.9,6.79
TS4,H00247,MS,9.9,6.79
TS5,H00247,MS,9.9,6.79
TS2,C02012,CA,18.4,6.79
TS3,C02012,CA,18.4,6.79
TS1,P0315,GA,10.4,6.79
TS2,P0315,GA,10.4,6.79
TS3,P0315,GA,10.4,6.79
TS4,P0315,GA,10.4,6.79
TS5,P0315,GA,10.4,6.79
TS4,R00664,LA,13.5,6.8
TS5,R00664,LA,13.5,6.8
TS1,P0047,AR,208.5,6.81
TS2,P0047,AR,208.5,6.81
TS3,P0047,AR,208.5,6.81
TS1,P0823,NY,12.2,6.81
TS2,P0823,NY,12.2,6.81
TS3,P0823,NY,12.2,6.81
TS4,P0823,NY,12.2,6.81
TS5,P0823,NY,12.2,6.81
TS4,P0181,CA,31.6,6.81
TS1,C02001,SC,16.7,6.82
TS2,C02001,SC,16.7,6.82
TS3,C02001,SC,16.7,6.82
TS4,C02001,SC,16.7,6.82
TS5,C02001,SC,16.7,6.82
TS1,P0786,NJ,10,6.83
TS2,P0786,NJ,10,6.83
TS3,P0786,NJ,10,6.83
TS4,P0786,NJ,10,6.83
TS5,P0786,NJ,10,6.83
TS2,G01423,LA,4.2,6.84
TS3,G01423,LA,4.2,6.84
TS4,G01423,LA,4.2,6.84
TS5,G01423,LA,4.2,6.84
TS1,P0275,FL,5.3,6.85
TS2,P0275,FL,5.3,6.85
TS3,P0275,FL,5.3,6.85
TS4,P0275,FL,5.3,6.85
TS5,P0275,FL,5.3,6.85
TS1,R00661,LA,8,6.85
TS2,R00661,LA,8,6.85
TS3,R00661,LA,8,6.85
TS4,R00661,LA,8,6.85
TS5,R00661,LA,8,6.85
TS2,G01681,TX,4,6.87
TS3,G01681,TX,4,6.87
TS4,G01681,TX,4,6.87
TS5,G01681,TX,4,6.87
TS1,P0286,FL,5.2,6.88
TS2,P0286,FL,5.2,6.88
TS3,P0286,FL,5.2,6.88
TS4,P0286,FL,5.2,6.88
TS5,P0286,FL,5.2,6.88
TS5,G01375,LA,5.7,6.89
TS1,P0242,FL,5.2,6.89
TS2,P0242,FL,5.2,6.89
TS3,P0242,FL,5.2,6.89
TS4,P0242,FL,5.2,6.89
TS5,P0242,FL,5.2,6.89
TS1,P0367,IA,77.7,6.89
TS2,P0367,IA,77.7,6.89
TS3,P0367,IA,77.7,6.89
TS4,P0367,IA,77.7,6.89
TS5,P0367,IA,77.7,6.89
TS2,P1039,SD,3.9,6.9
TS3,P1039,SD,3.9,6.9
TS4,P1039,SD,3.9,6.9
TS5,P1039,SD,3.9,6.9
TS1,P1032,SC,19.7,6.9
TS2,P1032,SC,19.7,6.9
TS3,P1032,SC,19.7,6.9
TS4,P1032,SC,19.7,6.9
TS5,P1032,SC,19.7,6.9
TS1,I00882,IN,4,6.91
TS2,I00882,IN,4,6.91
TS3,I00882,IN,4,6.91
TS4,I00882,IN,4,6.91
TS5,I00882,IN,4,6.91
TS1,C01967,SC,9.6,6.91
TS2,C01967,SC,9.6,6.91
TS3,C01967,SC,9.6,6.91
TS4,C01967,SC,9.6,6.91
TS5,C01967,SC,9.6,6.91
TS1,P1019,SC,9.1,6.92
TS2,P1019,SC,9.1,6.92
TS3,P1019,SC,9.1,6.92
TS4,P1019,SC,9.1,6.92
TS5,P1019,SC,9.1,6.92
TS2,G01795,WY,3.9,6.92
TS3,G01795,WY,3.9,6.92
TS4,G01795,WY,3.9,6.92
TS5,G01795,WY,3.9,6.92
TS1,P1110,TX,4,6.92
TS2,P1110,TX,4,6.92
TS3,P1110,TX,4,6.92
TS4,P1110,TX,4,6.92
TS5,P1110,TX,4,6.92
TS2,R00745,WY,3.8,6.93
TS4,P1150,TX,22.3,6.95
TS5,P1150,TX,22.3,6.95
TS4,EL0147,TX,5.1,6.96
TS5,EL0147,TX,5.1,6.96
TS1,P0695,MS,16.7,6.97
TS2,P0695,MS,16.7,6.97
TS3,P0695,MS,16.7,6.97
TS4,P0695,MS,16.7,6.97
TS5,P0695,MS,16.7,6.97
TS1,H00237,LA,2.6,6.98
TS1,P0620,MI,4,7
TS2,P0620,MI,4,7
TS3,P0620,MI,4,7
TS4,P0620,MI,4,7
TS5,P0620,MI,4,7
TS1,P0636,MI,4,7.01
TS2,P0636,MI,4,7.01
TS3,P0636,MI,4,7.01
TS4,P0636,MI,4,7.01
TS5,P0636,MI,4,7.01
TS1,P0694,MS,13.9,7.02
TS2,P0694,MS,13.9,7.02
TS3,P0694,MS,13.9,7.02
TS4,P0694,MS,13.9,7.02
TS5,P0694,MS,13.9,7.02
TS5,G01389,LA,35.7,7.02
TS1,P1261,WI,18.8,7.03
TS2,P1261,WI,18.8,7.03
TS3,P1261,WI,18.8,7.03
TS4,P1261,WI,18.8,7.03
TS5,P1261,WI,18.8,7.03
TS1,P0647,MN,135.5,7.04
TS2,P0647,MN,135.5,7.04
TS3,P0647,MN,135.5,7.04
TS4,P0647,MN,135.5,7.04
TS5,P0647,MN,135.5,7.04
TS1,P1208,VA,12.6,7.04
TS2,P1208,VA,12.6,7.04
TS3,P1208,VA,12.6,7.04
TS4,P1208,VA,12.6,7.04
TS5,P1208,VA,12.6,7.04
TS5,R00655,LA,40.2,7.06
TS1,P0772,NJ,14,7.07
TS2,P0772,NJ,14,7.07
TS3,P0772,NJ,14,7.07
TS4,P0772,NJ,14,7.07
TS5,P0772,NJ,14,7.07
TS1,P0447,IN,3.9,7.07
TS2,P0447,IN,3.9,7.07
TS3,P0447,IN,3.9,7.07
TS4,P0447,IN,3.9,7.07
TS5,P0447,IN,3.9,7.07
TS1,P0697,MS,15.7,7.08
TS2,P0697,MS,15.7,7.08
TS3,P0697,MS,15.7,7.08
TS4,P0697,MS,15.7,7.08
TS5,P0697,MS,15.7,7.08
TS2,G01341,KS,29.2,7.08
TS3,G01341,KS,29.2,7.08
TS4,G01341,KS,29.2,7.08
TS5,G01341,KS,29.2,7.08
TS1,P0962,PA,17.2,7.08
TS2,P0962,PA,17.2,7.08
TS3,P0962,PA,17.2,7.08
TS4,P0962,PA,17.2,7.08
TS5,P0962,PA,17.2,7.08
TS1,P1265,WI,10.7,7.1
TS2,P1265,WI,10.7,7.1
TS3,P1265,WI,10.7,7.1
TS4,P1265,WI,10.7,7.1
TS5,P1265,WI,10.7,7.1
TS2,G01363,LA,5.1,7.1
TS3,G01363,LA,5.1,7.1
TS4,G01363,LA,5.1,7.1
TS2,C01964,UT,8.7,7.1
TS3,C01964,UT,8.7,7.1
TS4,C01964,UT,8.7,7.1
TS5,C01964,UT,8.7,7.1
TS1,P1279,WI,6.7,7.11
TS2,P1279,WI,6.7,7.11
