# File: A23.elecS_tech_mapping_cool.csv
# Title: Multiple Load Segments to Single Electricity Sector / Cooling Technology Mapping
# Units: NA
# Comments: Mapping file between single electricity sector and multiple load segments electricity sector technologies
# Column types: cccccccccc
# ----------
Electric.sector,subsector,Electric.sector.technology,supplysector,subsector_1,technology,to.technology,plant_type,cooling_system,water_type
peak generation,biomass,biomass_peak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (once through),IGCC (CCS),once through,fresh
peak generation,biomass,biomass_peak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
peak generation,biomass,biomass_peak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
peak generation,biomass,biomass_peak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
base load generation,nuclear,nuc_base_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (once through),nuclear,once through,fresh
base load generation,nuclear,nuc_base_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (seawater),nuclear,once through,seawater
base load generation,nuclear,nuc_base_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (recirculating),nuclear,recirculating,fresh
base load generation,nuclear,nuc_base_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (cooling pond),nuclear,cooling pond,fresh
intermediate generation,nuclear,nuc_int_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (once through),nuclear,once through,fresh
intermediate generation,nuclear,nuc_int_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (seawater),nuclear,once through,seawater
intermediate generation,nuclear,nuc_int_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (recirculating),nuclear,recirculating,fresh
intermediate generation,nuclear,nuc_int_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (cooling pond),nuclear,cooling pond,fresh
subpeak generation,nuclear,nuc_subpeak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (once through),nuclear,once through,fresh
subpeak generation,nuclear,nuc_subpeak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (seawater),nuclear,once through,seawater
subpeak generation,nuclear,nuc_subpeak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (recirculating),nuclear,recirculating,fresh
subpeak generation,nuclear,nuc_subpeak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (cooling pond),nuclear,cooling pond,fresh
peak generation,nuclear,nuc_peak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (once through),nuclear,once through,fresh
peak generation,nuclear,nuc_peak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (seawater),nuclear,once through,seawater
peak generation,nuclear,nuc_peak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (recirculating),nuclear,recirculating,fresh
peak generation,nuclear,nuc_peak_Gen II,electricity,nuclear,Gen_II_LWR,Gen_II_LWR (cooling pond),nuclear,cooling pond,fresh
base load generation,nuclear,nuc_base_Gen III,electricity,nuclear,Gen_III,Gen_III (once through),nuclear,once through,fresh
base load generation,nuclear,nuc_base_Gen III,electricity,nuclear,Gen_III,Gen_III (seawater),nuclear,once through,seawater
base load generation,nuclear,nuc_base_Gen III,electricity,nuclear,Gen_III,Gen_III (recirculating),nuclear,recirculating,fresh
base load generation,nuclear,nuc_base_Gen III,electricity,nuclear,Gen_III,Gen_III (cooling pond),nuclear,cooling pond,fresh
intermediate generation,nuclear,nuc_int_Gen III,electricity,nuclear,Gen_III,Gen_III (once through),nuclear,once through,fresh
intermediate generation,nuclear,nuc_int_Gen III,electricity,nuclear,Gen_III,Gen_III (seawater),nuclear,once through,seawater
intermediate generation,nuclear,nuc_int_Gen III,electricity,nuclear,Gen_III,Gen_III (recirculating),nuclear,recirculating,fresh
intermediate generation,nuclear,nuc_int_Gen III,electricity,nuclear,Gen_III,Gen_III (cooling pond),nuclear,cooling pond,fresh
subpeak generation,nuclear,nuc_subpeak_Gen III,electricity,nuclear,Gen_III,Gen_III (once through),nuclear,once through,fresh
subpeak generation,nuclear,nuc_subpeak_Gen III,electricity,nuclear,Gen_III,Gen_III (seawater),nuclear,once through,seawater
subpeak generation,nuclear,nuc_subpeak_Gen III,electricity,nuclear,Gen_III,Gen_III (recirculating),nuclear,recirculating,fresh
subpeak generation,nuclear,nuc_subpeak_Gen III,electricity,nuclear,Gen_III,Gen_III (cooling pond),nuclear,cooling pond,fresh
peak generation,nuclear,nuc_peak_Gen III,electricity,nuclear,Gen_III,Gen_III (once through),nuclear,once through,fresh
peak generation,nuclear,nuc_peak_Gen III,electricity,nuclear,Gen_III,Gen_III (seawater),nuclear,once through,seawater
peak generation,nuclear,nuc_peak_Gen III,electricity,nuclear,Gen_III,Gen_III (recirculating),nuclear,recirculating,fresh
peak generation,nuclear,nuc_peak_Gen III,electricity,nuclear,Gen_III,Gen_III (cooling pond),nuclear,cooling pond,fresh
base load generation,wind,wind_base_storage,electricity,wind,wind_storage,wind_base_storage,no cooling,none,none
base load generation,wind,wind_base_offshore,electricity,wind,wind_offshore,wind_base_offshore,no cooling,none,none
base load generation,wind,wind_base,electricity,wind,wind,wind_base,no cooling,none,none
intermediate generation,wind,wind_int,electricity,wind,wind,wind_int,no cooling,none,none
subpeak generation,wind,wind_subpeak,electricity,wind,wind,wind_subpeak,no cooling,none,none
peak generation,wind,wind_peak,electricity,wind,wind,wind_peak,no cooling,none,none
base load generation,solar,PV_base_storage,electricity,PV,PV_storage,PV_base_storage,no cooling,none,fresh
intermediate generation,solar,PV_int,electricity,PV,PV_storage,PV_int,no cooling,none,fresh
subpeak generation,solar,PV_subpeak,electricity,PV,PV_storage,PV_subpeak,no cooling,none,fresh
peak generation,solar,PV_peak,electricity,PV,PV_storage,PV_peak,no cooling,none,fresh
base load generation,solar,CSP_base_storage,electricity,CSP,CSP_storage,CSP_base_storage,CSP,recirculating,fresh
intermediate generation,solar,CSP_int,electricity,CSP,CSP_storage,CSP_int (recirculating),CSP,recirculating,fresh
intermediate generation,solar,CSP_int,electricity,CSP,CSP_storage,CSP_int (dry_hybrid),CSP,dry_hybrid,fresh
subpeak generation,solar,CSP_subpeak,electricity,CSP,CSP_storage,CSP_subpeak (recirculating),CSP,recirculating,fresh
subpeak generation,solar,CSP_subpeak,electricity,CSP,CSP_storage,CSP_subpeak (dry_hybrid),CSP,dry_hybrid,fresh
peak generation,solar,CSP_peak,electricity,CSP,CSP_storage,CSP_peak (recirculating),CSP,recirculating,fresh
peak generation,solar,CSP_peak,electricity,CSP,CSP_storage,CSP_peak (dry_hybrid),CSP,dry_hybrid,fresh
base load generation,geothermal,geo_base,electricity,geothermal,geothermal,geothermal (recirculating),geothermal,recirculating,fresh
base load generation,geothermal,geo_base,electricity,geothermal,geothermal,geothermal (dry_hybrid),geothermal,dry_hybrid,fresh
intermediate generation,geothermal,geo_int,electricity,geothermal,geothermal,geothermal (recirculating),geothermal,recirculating,fresh
intermediate generation,geothermal,geo_int,electricity,geothermal,geothermal,geothermal (dry_hybrid),geothermal,dry_hybrid,fresh
subpeak generation,geothermal,geo_subpeak,electricity,geothermal,geothermal,geothermal (recirculating),geothermal,recirculating,fresh
subpeak generation,geothermal,geo_subpeak,electricity,geothermal,geothermal,geothermal (dry_hybrid),geothermal,dry_hybrid,fresh
peak generation,geothermal,geo_peak,electricity,geothermal,geothermal,geothermal (recirculating),geothermal,recirculating,fresh
peak generation,geothermal,geo_peak,electricity,geothermal,geothermal,geothermal (dry_hybrid),geothermal,dry_hybrid,fresh
base load generation,hydro,hydro_base,electricity,hydro,hydro,hydro_base,no cooling,none,fresh
intermediate generation,hydro,hydro_int,electricity,hydro,hydro,hydro_int,no cooling,none,fresh
subpeak generation,hydro,hydro_subpeak,electricity,hydro,hydro,hydro_subpeak,no cooling,none,fresh
peak generation,hydro,hydro_peak,electricity,hydro,hydro,hydro_peak,no cooling,none,fresh
elect_td_bld,rooftop_pv,rooftop_pv,electricity,rooftop_pv,rooftop_pv,rooftop_pv,rooftop_pv,rooftop_pv,rooftop_pv
peak generation,grid_storage,battery,grid_storage,grid_storage,grid_storage,grid_storage,battery,battery,battery
