# File: IMAGE_an_head_bySystem.csv
# Title: IMAGE animal production head by system
# Units: Mhead
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
1977,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977,extensive grazing system,sheep & goats,0.31,9.92,9.84,2.29,16.17,60.43,4.38,44.13,62.80,17.42,0.00,0.00,4.44,0.00,5.02,0.00,6.03,51.27,0.65,163.42,1.26,3.60,0.00,189.87,37.20,23.07
1977,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977,total,non-dairy cattle,11.27,110.98,24.26,16.87,90.09,113.57,6.32,34.92,60.76,7.61,66.35,22.12,9.35,19.83,11.40,35.68,6.81,204.09,2.47,70.18,30.28,8.41,2.55,35.78,57.34,28.66
1977,total,dairy cattle,1.95,10.93,1.62,3.18,13.79,8.74,4.25,7.24,18.74,0.68,34.17,16.42,6.75,11.38,6.83,22.67,5.48,40.84,0.08,5.09,1.37,0.61,1.33,4.24,13.42,5.20
1977,total,pigs,7.09,58.98,28.62,6.80,22.06,16.83,0.06,5.52,1.42,2.49,113.72,70.12,0.01,22.88,4.25,38.53,0.19,9.29,4.63,107.08,19.22,5.89,11.63,2.68,0.35,1.89
1977,total,sheep & goats,0.45,14.41,15.44,3.59,25.38,94.87,49.03,78.24,111.35,27.24,91.49,43.38,60.45,10.31,68.29,68.53,82.03,121.69,0.95,181.58,3.83,10.94,0.10,199.86,88.41,23.07
1977,total,poultry,93.81,1174.62,131.67,149.56,388.01,385.36,236.17,325.21,208.19,94.70,1195.74,672.45,73.70,249.94,93.50,570.50,298.24,304.97,64.37,1862.34,528.29,236.34,339.11,67.49,224.56,137.04
1978,intensive grazing system,non-dairy cattle,8.69,87.32,9.69,7.17,22.73,26.28,5.91,9.09,6.17,3.15,66.35,22.19,2.21,20.09,2.89,36.14,1.69,86.38,1.11,29.81,21.17,6.10,2.63,8.57,23.95,0.94
1978,intensive grazing system,dairy cattle,1.67,9.56,1.30,2.52,8.78,5.40,4.27,2.90,7.59,0.34,34.16,16.40,6.96,11.46,4.26,22.82,5.34,39.30,0.05,2.69,1.37,0.60,1.37,0.34,12.84,0.27
1978,intensive grazing system,pigs,7.73,62.50,31.10,6.81,22.94,17.07,0.06,5.72,1.52,2.49,116.60,70.33,0.01,22.07,4.11,37.28,0.18,9.68,5.20,117.21,20.15,6.21,12.27,2.75,0.37,1.91
1978,intensive grazing system,sheep & goats,0.14,4.33,5.75,1.33,9.49,34.91,45.34,36.62,50.84,9.94,90.43,44.21,57.03,10.29,63.12,68.36,79.28,72.75,0.27,18.61,2.69,7.66,0.09,9.97,51.90,0.00
1978,intensive grazing system,poultry,96.43,1211.30,139.10,154.75,444.17,402.93,243.79,329.94,206.43,95.21,1204.05,691.31,78.64,258.19,95.54,588.24,311.87,317.17,68.56,1916.04,541.97,276.41,347.87,70.43,227.01,139.70
1978,extensive grazing system,non-dairy cattle,2.24,19.77,15.16,9.90,71.98,87.97,0.25,27.28,55.52,4.48,0.00,0.00,8.79,0.00,8.66,0.00,5.07,118.99,1.36,39.52,9.32,2.31,0.00,25.72,32.79,28.55
1978,extensive grazing system,dairy cattle,0.23,1.30,0.37,0.67,5.86,3.38,0.11,4.58,11.87,0.31,0.00,0.00,0.00,0.00,2.61,0.00,0.14,2.96,0.05,2.48,0.04,0.02,0.00,3.86,0.97,5.07
1978,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,extensive grazing system,sheep & goats,0.31,9.75,9.82,2.28,16.22,59.65,4.71,45.85,63.66,17.43,0.00,0.00,4.52,0.00,5.00,0.00,6.29,52.41,0.69,167.44,1.30,3.70,0.00,189.44,37.12,23.15
1978,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,total,non-dairy cattle,10.93,107.09,24.84,17.07,94.71,114.25,6.16,36.37,61.69,7.62,66.35,22.19,11.00,20.09,11.55,36.14,6.77,205.37,2.47,69.33,30.49,8.42,2.63,34.29,56.73,29.49
1978,total,dairy cattle,1.90,10.87,1.66,3.19,14.64,8.78,4.38,7.48,19.46,0.65,34.16,16.40,6.96,11.46,6.87,22.82,5.48,42.26,0.10,5.17,1.41,0.62,1.37,4.19,13.81,5.34
1978,total,pigs,7.73,62.50,31.10,6.81,22.94,17.07,0.06,5.72,1.52,2.49,116.60,70.33,0.01,22.07,4.11,37.28,0.18,9.68,5.20,117.21,20.15,6.21,12.27,2.75,0.37,1.91
1978,total,sheep & goats,0.45,14.08,15.57,3.61,25.71,94.56,50.06,82.47,114.50,27.36,90.43,44.21,61.55,10.29,68.12,68.36,85.57,125.16,0.96,186.05,4.00,11.36,0.09,199.41,89.02,23.15
1978,total,poultry,96.43,1211.30,139.10,154.75,444.17,402.93,243.79,329.94,206.43,95.21,1204.05,691.31,78.64,258.19,95.54,588.24,311.87,317.17,68.56,1916.04,541.97,276.41,347.87,70.43,227.01,139.70
1979,intensive grazing system,non-dairy cattle,8.56,85.32,10.28,7.33,24.10,27.47,5.73,9.46,6.13,3.17,66.30,22.26,2.22,20.23,2.91,36.38,1.71,82.00,1.10,30.23,21.58,6.07,2.73,8.13,22.68,0.93
1979,intensive grazing system,dairy cattle,1.65,9.65,1.35,2.51,9.38,5.43,4.38,3.00,7.92,0.34,34.20,16.34,7.16,11.54,4.29,22.98,5.39,40.43,0.06,2.74,1.41,0.61,1.41,0.33,13.17,0.27
1979,intensive grazing system,pigs,8.33,64.47,33.33,6.77,23.63,17.27,0.06,5.87,1.68,2.51,119.21,70.85,0.01,22.74,4.23,38.39,0.18,9.97,5.63,128.73,21.57,6.59,12.71,2.84,0.36,1.95
1979,intensive grazing system,sheep & goats,0.15,4.52,5.78,1.31,9.57,34.53,46.50,38.12,52.20,10.11,89.79,45.12,58.43,10.30,63.16,68.41,82.33,75.23,0.24,19.08,2.81,7.78,0.08,9.96,52.22,0.00
1979,intensive grazing system,poultry,98.70,1249.78,145.98,162.17,493.44,419.45,260.79,336.43,205.77,97.41,1223.24,703.09,83.14,269.46,98.86,613.12,335.54,332.36,70.75,1933.55,559.02,331.68,350.32,72.80,233.96,138.90
1979,extensive grazing system,non-dairy cattle,2.04,19.02,15.14,9.91,74.06,87.00,0.24,28.39,56.68,4.44,0.00,0.00,11.66,0.00,8.72,0.00,5.12,125.42,1.37,38.47,9.37,2.45,0.00,24.38,33.60,28.86
1979,extensive grazing system,dairy cattle,0.20,1.19,0.36,0.67,6.00,3.53,0.12,4.71,12.39,0.30,0.00,0.00,0.00,0.00,2.63,0.00,0.14,3.04,0.05,2.53,0.04,0.02,0.00,3.80,0.99,5.20
1979,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979,extensive grazing system,sheep & goats,0.31,9.48,10.04,2.28,16.62,59.98,4.21,48.12,65.90,17.29,0.00,0.00,4.63,0.00,5.01,0.00,6.53,55.62,0.75,171.72,1.40,3.88,0.00,189.30,37.19,23.16
1979,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979,total,non-dairy cattle,10.59,104.34,25.42,17.23,98.16,114.47,5.97,37.85,62.81,7.61,66.30,22.26,13.88,20.23,11.63,36.38,6.82,207.42,2.48,68.71,30.95,8.52,2.73,32.50,56.29,29.78
1979,total,dairy cattle,1.85,10.84,1.70,3.18,15.38,8.96,4.49,7.71,20.31,0.64,34.20,16.34,7.16,11.54,6.92,22.98,5.53,43.47,0.11,5.28,1.45,0.63,1.41,4.13,14.16,5.47
1979,total,pigs,8.33,64.47,33.33,6.77,23.63,17.27,0.06,5.87,1.68,2.51,119.21,70.85,0.01,22.74,4.23,38.39,0.18,9.97,5.63,128.73,21.57,6.59,12.71,2.84,0.36,1.95
1979,total,sheep & goats,0.46,13.99,15.82,3.60,26.18,94.50,50.71,86.24,118.10,27.40,89.79,45.12,63.06,10.30,68.17,68.41,88.86,130.86,0.98,190.80,4.21,11.66,0.08,199.26,89.41,23.16
1979,total,poultry,98.70,1249.78,145.98,162.17,493.44,419.45,260.79,336.43,205.77,97.41,1223.24,703.09,83.14,269.46,98.86,613.12,335.54,332.36,70.75,1933.55,559.02,331.68,350.32,72.80,233.96,138.90
1980,intensive grazing system,non-dairy cattle,8.41,84.30,11.25,7.46,25.22,28.42,5.48,9.82,6.38,3.21,66.36,22.29,2.14,20.45,2.94,36.77,1.70,81.76,1.13,30.96,22.15,6.05,2.82,7.74,22.01,0.95
1980,intensive grazing system,dairy cattle,1.63,9.77,1.38,2.47,9.82,5.65,4.45,3.09,8.23,0.32,34.26,16.26,7.21,11.63,4.32,23.15,5.38,41.32,0.07,2.81,1.45,0.61,1.43,0.33,13.46,0.27
1980,intensive grazing system,pigs,8.90,64.28,35.34,6.53,23.52,17.45,0.06,5.97,1.79,2.61,120.89,70.66,0.01,22.86,4.25,38.50,0.17,10.27,6.07,142.24,23.13,7.05,12.99,2.89,0.35,1.98
1980,intensive grazing system,sheep & goats,0.16,4.49,6.01,1.33,9.92,35.08,46.39,40.36,54.50,10.63,91.54,46.18,60.00,10.34,63.43,68.71,85.09,78.62,0.20,19.69,3.00,7.95,0.08,10.10,52.42,0.00
1980,intensive grazing system,poultry,99.11,1281.31,152.31,161.40,542.23,425.32,269.48,340.89,209.71,100.32,1246.70,705.10,90.39,276.00,100.54,627.15,357.39,321.65,71.09,1943.09,574.14,364.30,352.51,76.97,259.15,140.25
1980,extensive grazing system,non-dairy cattle,1.97,18.51,14.91,9.89,75.67,85.26,0.23,29.47,57.41,4.27,0.00,0.00,19.30,0.00,8.82,0.00,5.10,128.77,1.38,37.84,9.49,2.59,0.00,23.22,33.74,28.92
1980,extensive grazing system,dairy cattle,0.18,1.09,0.37,0.66,6.02,3.46,0.12,4.83,12.87,0.29,0.00,0.00,0.00,0.00,2.65,0.00,0.14,3.11,0.06,2.60,0.04,0.02,0.00,3.79,1.01,5.33
1980,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980,extensive grazing system,sheep & goats,0.34,9.58,10.15,2.25,16.73,59.20,4.43,49.33,66.61,16.83,0.00,0.00,4.76,0.00,5.03,0.00,6.75,57.29,0.81,177.18,1.48,3.91,0.00,191.95,37.02,22.89
1980,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980,total,non-dairy cattle,10.39,102.81,26.16,17.36,100.89,113.69,5.71,39.30,63.79,7.49,66.36,22.29,21.45,20.45,11.76,36.77,6.80,210.53,2.50,68.80,31.64,8.64,2.82,30.95,55.75,29.87
1980,total,dairy cattle,1.81,10.85,1.75,3.13,15.83,9.12,4.57,7.92,21.10,0.62,34.26,16.26,7.21,11.63,6.97,23.15,5.53,44.43,0.13,5.41,1.49,0.63,1.43,4.12,14.47,5.60
1980,total,pigs,8.90,64.28,35.34,6.53,23.52,17.45,0.06,5.97,1.79,2.61,120.89,70.66,0.01,22.86,4.25,38.50,0.17,10.27,6.07,142.24,23.13,7.05,12.99,2.89,0.35,1.98
1980,total,sheep & goats,0.50,14.07,16.16,3.58,26.65,94.28,50.81,89.69,121.11,27.46,91.54,46.18,64.76,10.34,68.45,68.71,91.83,135.92,1.01,196.87,4.48,11.86,0.08,202.06,89.44,22.89
1980,total,poultry,99.11,1281.31,152.31,161.40,542.23,425.32,269.48,340.89,209.71,100.32,1246.70,705.10,90.39,276.00,100.54,627.15,357.39,321.65,71.09,1943.09,574.14,364.30,352.51,76.97,259.15,140.25
1981,intensive grazing system,non-dairy cattle,8.33,84.23,11.09,7.68,27.03,29.45,5.19,10.51,6.48,3.25,66.19,22.11,2.15,20.64,2.97,37.10,1.71,83.26,1.21,31.16,22.70,6.43,2.92,7.38,21.66,0.92
1981,intensive grazing system,dairy cattle,1.60,9.80,1.43,2.39,10.03,5.86,4.52,3.15,8.56,0.31,34.28,16.18,7.16,11.69,4.35,23.28,5.36,42.67,0.08,2.91,1.49,0.64,1.45,0.32,13.68,0.25
1981,intensive grazing system,pigs,9.32,64.80,37.61,6.38,23.62,17.79,0.06,6.02,1.91,2.74,122.09,69.73,0.01,23.09,4.29,38.81,0.17,10.47,6.67,155.09,24.33,7.98,13.05,2.94,0.37,2.01
1981,intensive grazing system,sheep & goats,0.17,4.54,6.02,1.33,9.99,34.72,46.86,41.32,55.38,10.96,93.45,47.03,61.27,10.37,63.58,68.89,87.89,81.71,0.22,24.76,3.25,8.59,0.08,10.31,52.30,0.00
1981,intensive grazing system,poultry,99.38,1291.07,158.71,165.44,546.80,446.95,283.96,344.54,211.08,105.05,1268.61,692.97,91.80,280.78,101.70,637.32,387.46,333.27,73.98,1973.91,596.57,420.92,350.57,77.72,266.38,141.49
1981,extensive grazing system,non-dairy cattle,1.95,18.20,15.68,9.98,76.94,83.81,0.21,29.90,58.29,4.17,0.00,0.00,19.31,0.00,8.90,0.00,5.13,129.79,1.39,38.86,9.73,2.69,0.00,22.03,32.86,29.19
1981,extensive grazing system,dairy cattle,0.18,1.11,0.38,0.63,6.26,3.55,0.13,4.91,13.12,0.29,0.00,0.00,0.00,0.00,2.66,0.00,0.15,3.21,0.07,2.69,0.04,0.02,0.00,3.83,1.03,5.50
1981,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981,extensive grazing system,sheep & goats,0.36,9.45,10.26,2.27,17.04,59.19,4.87,50.79,68.06,16.49,0.00,0.00,4.86,0.00,5.04,0.00,6.97,58.81,0.85,176.07,1.55,4.10,0.00,193.40,36.50,22.64
1981,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981,total,non-dairy cattle,10.29,102.43,26.78,17.67,103.98,113.26,5.40,40.41,64.76,7.41,66.19,22.11,21.46,20.64,11.86,37.10,6.84,213.05,2.59,70.01,32.42,9.13,2.92,29.41,54.52,30.10
1981,total,dairy cattle,1.78,10.91,1.80,3.02,16.29,9.41,4.65,8.07,21.68,0.59,34.28,16.18,7.16,11.69,7.01,23.28,5.51,45.88,0.15,5.59,1.53,0.65,1.45,4.15,14.70,5.75
1981,total,pigs,9.32,64.80,37.61,6.38,23.62,17.79,0.06,6.02,1.91,2.74,122.09,69.73,0.01,23.09,4.29,38.81,0.17,10.47,6.67,155.09,24.33,7.98,13.05,2.94,0.37,2.01
1981,total,sheep & goats,0.54,13.99,16.28,3.61,27.04,93.91,51.74,92.11,123.44,27.45,93.45,47.03,66.13,10.37,68.63,68.89,94.86,140.52,1.07,200.84,4.80,12.68,0.08,203.71,88.80,22.64
1981,total,poultry,99.38,1291.07,158.71,165.44,546.80,446.95,283.96,344.54,211.08,105.05,1268.61,692.97,91.80,280.78,101.70,637.32,387.46,333.27,73.98,1973.91,596.57,420.92,350.57,77.72,266.38,141.49
1982,intensive grazing system,non-dairy cattle,8.30,84.83,11.04,7.95,28.99,30.49,4.93,10.98,6.55,3.15,66.44,22.00,2.10,20.90,3.00,37.57,1.73,84.42,1.33,32.72,23.35,6.81,3.02,7.13,21.09,0.86
1982,intensive grazing system,dairy cattle,1.57,9.80,1.47,2.32,10.35,6.02,4.59,3.14,8.59,0.30,34.24,16.08,7.11,11.73,4.36,23.37,5.38,44.03,0.10,3.05,1.52,0.66,1.46,0.34,13.79,0.24
1982,intensive grazing system,pigs,9.48,63.28,39.23,6.26,22.89,17.90,0.07,6.16,2.06,2.85,122.46,69.07,0.01,23.41,4.36,39.39,0.16,10.65,7.09,166.13,26.23,9.06,12.85,3.03,0.38,2.04
1982,intensive grazing system,sheep & goats,0.19,4.59,5.98,1.33,10.09,34.10,47.64,42.48,57.33,10.68,95.21,48.08,61.83,10.43,63.89,69.23,90.78,84.17,0.23,28.10,3.54,8.95,0.08,10.53,52.05,0.00
1982,intensive grazing system,poultry,98.39,1294.31,163.49,170.62,557.02,441.78,300.27,351.92,207.87,104.78,1269.78,695.88,93.79,287.20,103.42,651.39,413.77,347.13,75.85,2047.61,609.81,477.14,347.61,76.49,276.45,137.08
1982,extensive grazing system,non-dairy cattle,1.95,18.04,16.56,10.11,78.38,82.42,0.20,29.70,58.97,4.20,0.00,0.00,18.92,0.00,9.01,0.00,5.19,131.10,1.44,38.41,10.01,2.95,0.00,21.17,31.80,29.20
1982,extensive grazing system,dairy cattle,0.18,1.14,0.39,0.62,6.27,3.60,0.14,4.87,13.43,0.29,0.00,0.00,0.00,0.00,2.67,0.00,0.08,3.31,0.08,2.81,0.06,0.02,0.00,3.88,1.04,5.60
1982,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982,extensive grazing system,sheep & goats,0.38,9.28,10.29,2.29,17.39,58.74,4.55,50.43,68.07,17.01,0.00,0.00,4.90,0.00,5.07,0.00,7.20,60.38,0.91,172.60,1.64,4.13,0.00,195.09,36.06,22.53
1982,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982,total,non-dairy cattle,10.24,102.87,27.60,18.06,107.37,112.91,5.13,40.68,65.52,7.34,66.44,22.00,21.02,20.90,12.01,37.57,6.92,215.52,2.76,71.14,33.36,9.77,3.02,28.31,52.90,30.07
1982,total,dairy cattle,1.75,10.94,1.85,2.93,16.61,9.62,4.74,8.01,22.01,0.60,34.24,16.08,7.11,11.73,7.04,23.37,5.45,47.34,0.17,5.86,1.58,0.68,1.46,4.21,14.83,5.84
1982,total,pigs,9.48,63.28,39.23,6.26,22.89,17.90,0.07,6.16,2.06,2.85,122.46,69.07,0.01,23.41,4.36,39.39,0.16,10.65,7.09,166.13,26.23,9.06,12.85,3.03,0.38,2.04
1982,total,sheep & goats,0.56,13.87,16.27,3.62,27.48,92.84,52.20,92.91,125.40,27.69,95.21,48.08,66.74,10.43,68.96,69.23,97.98,144.55,1.13,200.69,5.18,13.08,0.08,205.62,88.11,22.53
1982,total,poultry,98.39,1294.31,163.49,170.62,557.02,441.78,300.27,351.92,207.87,104.78,1269.78,695.88,93.79,287.20,103.42,651.39,413.77,347.13,75.85,2047.61,609.81,477.14,347.61,76.49,276.45,137.08
1983,intensive grazing system,non-dairy cattle,8.29,83.74,11.21,8.15,30.59,31.53,4.76,11.37,7.32,3.25,66.55,22.00,1.95,21.22,3.05,38.17,1.76,84.15,1.53,33.93,24.09,7.34,3.10,6.97,20.87,0.88
1983,intensive grazing system,dairy cattle,1.54,9.82,1.50,2.27,10.52,6.13,4.60,3.01,8.62,0.28,34.08,15.94,7.01,11.74,4.43,23.39,5.37,45.34,0.11,3.14,1.56,0.68,1.47,0.37,13.87,0.22
1983,intensive grazing system,pigs,9.45,60.86,39.46,6.46,22.09,17.94,0.07,6.47,2.16,2.95,122.30,68.68,0.01,23.73,4.42,39.98,0.16,11.23,7.45,177.89,27.78,10.15,12.75,3.10,0.38,2.06
1983,intensive grazing system,sheep & goats,0.19,4.56,6.19,1.38,10.45,34.54,47.35,43.52,59.34,10.20,97.13,48.97,59.74,10.43,63.87,69.21,93.24,86.06,0.23,32.47,3.85,9.41,0.08,10.25,53.15,0.00
1983,intensive grazing system,poultry,97.69,1306.62,167.64,173.67,569.36,456.09,322.50,354.71,206.01,109.54,1262.18,683.99,92.75,291.16,104.43,660.07,432.23,351.74,76.67,2138.54,623.23,543.63,355.44,78.74,281.06,134.80
1983,extensive grazing system,non-dairy cattle,1.82,19.00,17.14,10.16,78.65,81.08,0.19,29.23,59.20,4.28,0.00,0.00,17.51,0.00,9.15,0.00,5.29,134.14,1.50,39.03,10.32,3.11,0.00,20.58,32.50,29.24
1983,extensive grazing system,dairy cattle,0.18,1.16,0.40,0.60,6.22,3.68,0.15,4.85,13.79,0.30,0.00,0.00,0.00,0.00,2.60,0.00,0.12,3.41,0.09,3.02,0.05,0.03,0.00,3.89,1.04,5.82
1983,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983,extensive grazing system,sheep & goats,0.38,8.97,10.32,2.29,17.42,57.58,4.88,49.91,68.05,17.71,0.00,0.00,4.74,0.00,5.06,0.00,7.39,60.64,0.96,163.28,1.72,4.21,0.00,199.61,36.46,22.87
1983,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983,total,non-dairy cattle,10.11,102.73,28.35,18.31,109.24,112.61,4.96,40.60,66.52,7.52,66.55,22.00,19.46,21.22,12.20,38.17,7.06,218.29,3.03,72.96,34.41,10.45,3.10,27.54,53.37,30.12
1983,total,dairy cattle,1.72,10.99,1.90,2.87,16.74,9.81,4.75,7.86,22.41,0.58,34.08,15.94,7.01,11.74,7.04,23.39,5.50,48.76,0.20,6.16,1.61,0.71,1.47,4.26,14.91,6.04
1983,total,pigs,9.45,60.86,39.46,6.46,22.09,17.94,0.07,6.47,2.16,2.95,122.30,68.68,0.01,23.73,4.42,39.98,0.16,11.23,7.45,177.89,27.78,10.15,12.75,3.10,0.38,2.06
1983,total,sheep & goats,0.57,13.53,16.51,3.67,27.87,92.12,52.22,93.44,127.39,27.91,97.13,48.97,64.48,10.43,68.93,69.21,100.63,146.70,1.19,195.75,5.58,13.62,0.08,209.86,89.61,22.87
1983,total,poultry,97.69,1306.62,167.64,173.67,569.36,456.09,322.50,354.71,206.01,109.54,1262.18,683.99,92.75,291.16,104.43,660.07,432.23,351.74,76.67,2138.54,623.23,543.63,355.44,78.74,281.06,134.80
1984,intensive grazing system,non-dairy cattle,8.13,82.49,11.00,8.34,32.25,32.54,4.69,11.67,7.41,3.22,66.71,21.95,1.78,21.58,3.10,38.84,1.80,85.31,1.68,34.93,24.66,7.82,3.17,6.91,21.07,0.88
1984,intensive grazing system,dairy cattle,1.50,9.79,1.53,2.23,10.76,6.20,4.64,2.97,8.75,0.27,33.78,15.77,7.07,11.71,4.42,23.33,5.41,46.68,0.12,3.32,1.59,0.71,1.47,0.39,14.38,0.21
1984,intensive grazing system,pigs,9.47,58.49,37.51,6.77,21.34,18.12,0.06,6.95,2.24,2.99,122.18,69.55,0.01,24.18,4.51,40.78,0.16,11.47,7.58,186.61,28.87,11.30,12.83,3.16,0.39,2.12
1984,intensive grazing system,sheep & goats,0.19,4.45,6.27,1.43,10.86,34.99,48.21,44.93,60.91,10.31,101.45,49.32,57.55,10.42,63.84,69.18,96.22,87.52,0.25,35.90,4.10,9.94,0.08,10.47,53.55,0.00
1984,intensive grazing system,poultry,98.21,1320.00,166.51,174.78,568.75,462.55,345.08,363.04,217.24,114.32,1254.99,676.68,93.64,295.47,105.56,669.19,460.02,358.53,81.60,2128.41,657.32,594.20,349.97,78.69,296.48,134.58
1984,extensive grazing system,non-dairy cattle,1.78,18.41,17.94,10.19,78.94,79.66,0.19,28.57,59.96,4.11,0.00,0.00,16.01,0.00,9.31,0.00,5.39,135.31,1.62,41.00,10.57,3.44,0.00,20.29,32.56,29.11
1984,extensive grazing system,dairy cattle,0.18,1.18,0.41,0.59,6.17,3.69,0.16,4.77,14.28,0.31,0.00,0.00,0.11,0.00,2.60,0.00,0.13,3.51,0.10,3.19,0.05,0.02,0.00,3.92,1.08,5.99
1984,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984,extensive grazing system,sheep & goats,0.37,8.56,10.10,2.30,17.50,56.41,4.61,49.78,67.48,17.05,0.00,0.00,4.56,0.00,5.06,0.00,7.63,61.34,0.98,153.05,1.86,4.51,0.00,201.30,36.42,23.63
1984,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984,total,non-dairy cattle,9.92,100.90,28.94,18.53,111.19,112.20,4.88,40.24,67.37,7.33,66.71,21.95,17.79,21.58,12.41,38.84,7.19,220.63,3.30,75.93,35.23,11.25,3.17,27.20,53.63,29.98
1984,total,dairy cattle,1.68,10.97,1.94,2.83,16.92,9.89,4.80,7.74,23.04,0.58,33.78,15.77,7.18,11.71,7.02,23.33,5.54,50.19,0.23,6.51,1.64,0.74,1.47,4.31,15.47,6.20
1984,total,pigs,9.47,58.49,37.51,6.77,21.34,18.12,0.06,6.95,2.24,2.99,122.18,69.55,0.01,24.18,4.51,40.78,0.16,11.47,7.58,186.61,28.87,11.30,12.83,3.16,0.39,2.12
1984,total,sheep & goats,0.56,13.01,16.37,3.73,28.35,91.40,52.82,94.72,128.39,27.35,101.45,49.32,62.12,10.42,68.90,69.18,103.85,148.86,1.23,188.94,5.95,14.44,0.08,211.76,89.97,23.63
1984,total,poultry,98.21,1320.00,166.51,174.78,568.75,462.55,345.08,363.04,217.24,114.32,1254.99,676.68,93.64,295.47,105.56,669.19,460.02,358.53,81.60,2128.41,657.32,594.20,349.97,78.69,296.48,134.58
1985,intensive grazing system,non-dairy cattle,7.94,80.61,10.98,8.45,34.04,33.60,4.82,11.97,7.37,3.14,66.49,21.89,1.59,21.99,3.16,39.63,1.85,86.17,1.78,36.20,25.11,8.36,3.22,6.80,21.30,0.88
