# File: IMAGE_an_head_bySystem.csv
# Title: IMAGE animal production head by system
# Units: Mhead
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2045,intensive grazing system,pigs,12.83,64.22,24.34,10.10,28.20,30.79,0.03,32.80,10.07,2.75,116.61,27.35,0.00,13.62,2.57,27.58,0.25,11.63,11.26,568.57,117.64,9.93,7.56,4.00,0.85,12.16
2045,intensive grazing system,sheep & goats,0.51,5.04,12.30,6.13,35.19,67.13,139.61,287.87,463.81,7.54,135.45,27.58,61.24,3.87,81.39,41.42,251.33,129.11,1.13,150.82,15.11,31.75,0.03,50.70,164.16,0.00
2045,intensive grazing system,poultry,200.12,2476.99,785.11,466.51,1856.75,1489.70,974.58,1056.06,379.24,359.59,1480.43,602.12,433.39,364.91,199.41,892.18,1717.57,1966.13,244.25,8335.88,2167.81,2103.04,361.82,263.79,942.57,278.72
2045,extensive grazing system,non-dairy cattle,1.46,10.94,13.73,8.05,60.56,51.06,0.19,13.37,49.64,3.50,0.00,0.00,17.82,0.00,6.78,0.00,4.48,77.48,0.80,26.88,7.08,1.92,0.00,20.13,34.40,27.12
2045,extensive grazing system,dairy cattle,0.08,0.67,0.41,0.70,5.21,2.95,0.16,3.60,15.82,0.21,0.00,0.00,0.19,0.00,0.25,0.00,0.10,3.76,0.13,4.66,0.05,0.01,0.00,4.64,1.81,9.65
2045,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2045,extensive grazing system,sheep & goats,0.45,5.23,7.33,2.85,14.00,32.78,6.28,43.15,70.51,9.48,0.00,0.00,2.93,0.00,2.93,0.00,5.93,34.88,2.24,217.65,2.38,4.48,0.00,77.40,36.84,70.07
2045,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2045,total,non-dairy cattle,13.81,87.84,34.00,20.06,246.32,181.70,11.95,67.71,108.80,9.82,70.87,10.18,19.85,4.44,16.58,14.51,15.44,244.53,3.03,89.95,53.80,15.12,2.44,37.55,100.16,37.30
2045,total,dairy cattle,1.16,9.67,2.46,4.76,21.47,14.82,8.00,19.92,65.13,0.56,19.97,6.51,7.17,3.72,13.56,10.60,6.97,101.00,0.26,14.42,5.39,0.96,0.83,8.34,50.23,13.22
2045,total,pigs,12.83,64.22,24.34,10.10,28.20,30.79,0.03,32.80,10.07,2.75,116.61,27.35,0.00,13.62,2.57,27.58,0.25,11.63,11.26,568.57,117.64,9.93,7.56,4.00,0.85,12.16
2045,total,sheep & goats,0.96,10.27,19.63,8.98,49.19,99.90,145.89,331.02,534.32,17.03,135.45,27.58,64.16,3.87,84.32,41.42,257.26,163.98,3.37,368.48,17.49,36.23,0.03,128.10,201.00,70.07
2045,total,poultry,200.12,2476.99,785.11,466.51,1856.75,1489.70,974.58,1056.06,379.24,359.59,1480.43,602.12,433.39,364.91,199.41,892.18,1717.57,1966.13,244.25,8335.88,2167.81,2103.04,361.82,263.79,942.57,278.72
2046,intensive grazing system,non-dairy cattle,12.46,77.20,20.40,12.10,187.59,132.46,11.85,54.22,59.97,6.48,71.60,10.24,2.04,4.45,9.83,14.51,11.26,169.58,2.22,62.87,46.99,13.16,2.42,17.56,66.32,10.42
2046,intensive grazing system,dairy cattle,1.08,9.01,2.04,4.07,16.22,11.90,7.83,16.37,50.05,0.34,19.95,6.49,7.01,3.72,13.32,10.62,6.93,97.19,0.13,9.63,5.38,0.94,0.83,3.74,48.55,3.71
2046,intensive grazing system,pigs,12.88,64.20,24.48,10.14,28.17,30.98,0.03,33.64,10.29,2.76,116.50,27.30,0.00,13.62,2.59,27.57,0.25,11.74,11.20,568.89,118.49,9.98,7.53,4.01,0.86,12.31
2046,intensive grazing system,sheep & goats,0.52,5.13,12.43,6.23,36.06,68.45,141.33,288.06,471.01,7.65,137.78,27.79,62.00,3.97,81.34,41.71,255.67,128.85,1.13,151.36,15.16,31.72,0.03,51.27,164.67,0.00
2046,intensive grazing system,poultry,201.51,2484.92,792.33,469.75,1857.67,1500.14,981.83,1080.79,386.57,361.40,1479.72,601.91,437.12,365.33,202.01,894.30,1738.74,1979.16,243.64,8342.89,2189.46,2101.67,360.93,266.42,947.53,280.03
2046,extensive grazing system,non-dairy cattle,1.47,10.93,13.63,7.98,60.23,51.11,0.19,12.98,49.01,3.58,0.00,0.00,17.80,0.00,6.73,0.00,4.50,78.53,0.79,26.66,7.05,1.89,0.00,20.14,33.76,26.11
2046,extensive grazing system,dairy cattle,0.08,0.67,0.41,0.69,5.18,2.94,0.16,3.50,15.67,0.21,0.00,0.00,0.18,0.00,0.25,0.00,0.10,3.72,0.13,4.62,0.05,0.01,0.00,4.63,1.79,9.42
2046,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2046,extensive grazing system,sheep & goats,0.45,5.29,7.30,2.85,14.13,32.96,6.28,42.01,69.76,9.63,0.00,0.00,2.95,0.00,2.92,0.00,5.92,34.88,2.22,217.25,2.37,4.42,0.00,77.66,36.64,69.90
2046,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2046,total,non-dairy cattle,13.92,88.13,34.04,20.09,247.82,183.56,12.04,67.20,108.98,10.07,71.60,10.24,19.84,4.45,16.56,14.51,15.77,248.11,3.02,89.53,54.04,15.05,2.42,37.70,100.09,36.52
2046,total,dairy cattle,1.16,9.68,2.45,4.76,21.40,14.84,7.99,19.87,65.72,0.56,19.95,6.49,7.19,3.72,13.57,10.62,7.03,100.91,0.26,14.26,5.43,0.95,0.83,8.37,50.34,13.13
2046,total,pigs,12.88,64.20,24.48,10.14,28.17,30.98,0.03,33.64,10.29,2.76,116.50,27.30,0.00,13.62,2.59,27.57,0.25,11.74,11.20,568.89,118.49,9.98,7.53,4.01,0.86,12.31
2046,total,sheep & goats,0.97,10.42,19.74,9.07,50.19,101.41,147.61,330.08,540.77,17.27,137.78,27.79,64.95,3.97,84.26,41.71,261.59,163.73,3.35,368.62,17.53,36.14,0.03,128.92,201.31,69.90
2046,total,poultry,201.51,2484.92,792.33,469.75,1857.67,1500.14,981.83,1080.79,386.57,361.40,1479.72,601.91,437.12,365.33,202.01,894.30,1738.74,1979.16,243.64,8342.89,2189.46,2101.67,360.93,266.42,947.53,280.03
2047,intensive grazing system,non-dairy cattle,12.57,77.50,20.54,12.19,189.39,134.27,11.93,54.09,60.77,6.64,72.34,10.30,2.03,4.46,9.86,14.50,11.56,171.99,2.22,62.67,47.25,13.12,2.40,17.70,66.85,10.65
2047,intensive grazing system,dairy cattle,1.09,9.02,2.04,4.07,16.18,11.93,7.83,16.42,50.77,0.34,19.92,6.48,7.03,3.72,13.33,10.64,6.99,97.14,0.13,9.52,5.41,0.94,0.82,3.79,48.67,3.85
2047,intensive grazing system,pigs,12.93,64.18,24.61,10.19,28.14,31.16,0.03,34.42,10.49,2.77,116.40,27.25,0.00,13.63,2.61,27.55,0.25,11.84,11.15,569.21,119.33,10.02,7.49,4.02,0.87,12.44
2047,intensive grazing system,sheep & goats,0.52,5.23,12.56,6.32,36.92,69.77,143.03,288.22,478.02,7.75,140.11,28.00,62.77,4.07,81.31,42.01,259.95,128.60,1.13,151.91,15.21,31.68,0.03,51.85,165.16,0.00
2047,intensive grazing system,poultry,202.90,2492.84,799.53,472.97,1858.57,1510.53,989.02,1104.78,393.51,363.20,1479.01,601.71,440.84,365.74,204.62,896.41,1759.69,1991.75,243.02,8349.86,2210.99,2100.29,360.05,269.03,952.32,281.27
2047,extensive grazing system,non-dairy cattle,1.47,10.91,13.53,7.92,59.92,51.14,0.19,12.61,48.34,3.66,0.00,0.00,17.79,0.00,6.69,0.00,4.53,79.58,0.78,26.44,7.02,1.86,0.00,20.16,33.16,25.10
2047,extensive grazing system,dairy cattle,0.08,0.66,0.41,0.68,5.15,2.92,0.15,3.41,15.52,0.21,0.00,0.00,0.18,0.00,0.25,0.00,0.09,3.68,0.13,4.58,0.05,0.01,0.00,4.61,1.78,9.18
2047,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2047,extensive grazing system,sheep & goats,0.45,5.35,7.28,2.84,14.25,33.12,6.28,40.93,69.09,9.76,0.00,0.00,2.95,0.00,2.90,0.00,5.91,34.88,2.20,216.85,2.35,4.36,0.00,77.89,36.52,69.74
2047,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2047,total,non-dairy cattle,14.04,88.42,34.07,20.11,249.31,185.41,12.12,66.70,109.11,10.31,72.34,10.30,19.82,4.46,16.55,14.50,16.08,251.56,3.00,89.11,54.28,14.98,2.40,37.85,100.01,35.75
2047,total,dairy cattle,1.17,9.68,2.44,4.76,21.34,14.86,7.98,19.82,66.29,0.56,19.92,6.48,7.21,3.72,13.57,10.64,7.08,100.82,0.26,14.10,5.46,0.95,0.82,8.40,50.45,13.03
2047,total,pigs,12.93,64.18,24.61,10.19,28.14,31.16,0.03,34.42,10.49,2.77,116.40,27.25,0.00,13.63,2.61,27.55,0.25,11.84,11.15,569.21,119.33,10.02,7.49,4.02,0.87,12.44
2047,total,sheep & goats,0.98,10.57,19.85,9.16,51.17,102.89,149.32,329.14,547.10,17.51,140.11,28.00,65.73,4.07,84.20,42.01,265.86,163.48,3.33,368.75,17.56,36.04,0.03,129.73,201.68,69.74
2047,total,poultry,202.90,2492.84,799.53,472.97,1858.57,1510.53,989.02,1104.78,393.51,363.20,1479.01,601.71,440.84,365.74,204.62,896.41,1759.69,1991.75,243.02,8349.86,2210.99,2100.29,360.05,269.03,952.32,281.27
2048,intensive grazing system,non-dairy cattle,12.67,77.80,20.67,12.28,191.16,136.06,12.02,53.96,61.54,6.80,73.07,10.35,2.03,4.47,9.89,14.50,11.85,174.27,2.21,62.48,47.52,13.08,2.38,17.84,67.35,10.88
2048,intensive grazing system,dairy cattle,1.09,9.03,2.03,4.08,16.15,11.97,7.82,16.46,51.47,0.34,19.90,6.46,7.05,3.72,13.33,10.67,7.04,97.08,0.13,9.40,5.44,0.93,0.82,3.83,48.79,3.99
2048,intensive grazing system,pigs,12.98,64.16,24.74,10.23,28.12,31.34,0.03,35.17,10.68,2.78,116.29,27.20,0.00,13.63,2.63,27.54,0.26,11.94,11.10,569.53,120.15,10.06,7.46,4.04,0.88,12.57
2048,intensive grazing system,sheep & goats,0.53,5.32,12.69,6.41,37.77,71.07,144.70,288.31,484.93,7.85,142.43,28.21,63.53,4.17,81.27,42.30,264.17,128.34,1.13,152.45,15.26,31.65,0.03,52.43,165.65,0.00
2048,intensive grazing system,poultry,204.29,2500.75,806.73,476.16,1859.48,1520.88,996.15,1128.06,400.07,364.98,1478.31,601.50,444.54,366.15,207.23,898.51,1780.41,2003.89,242.41,8356.81,2232.38,2098.90,359.16,271.65,956.95,282.43
2048,extensive grazing system,non-dairy cattle,1.47,10.91,13.43,7.85,59.63,51.17,0.19,12.25,47.72,3.74,0.00,0.00,17.77,0.00,6.64,0.00,4.55,80.65,0.78,26.22,7.00,1.83,0.00,20.17,32.58,24.11
2048,extensive grazing system,dairy cattle,0.08,0.66,0.40,0.68,5.12,2.90,0.15,3.31,15.37,0.21,0.00,0.00,0.18,0.00,0.24,0.00,0.09,3.66,0.13,4.54,0.05,0.01,0.00,4.60,1.77,8.93
2048,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2048,extensive grazing system,sheep & goats,0.45,5.40,7.26,2.84,14.37,33.27,6.29,39.92,68.36,9.90,0.00,0.00,2.97,0.00,2.87,0.00,5.90,34.88,2.18,216.44,2.34,4.30,0.00,78.11,36.31,69.58
2048,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2048,total,non-dairy cattle,14.15,88.70,34.11,20.13,250.79,187.23,12.21,66.21,109.26,10.54,73.07,10.35,19.80,4.47,16.53,14.50,16.40,254.91,2.99,88.70,54.51,14.91,2.38,38.01,99.93,34.99
2048,total,dairy cattle,1.17,9.69,2.43,4.75,21.27,14.87,7.97,19.78,66.84,0.56,19.90,6.46,7.23,3.72,13.58,10.67,7.14,100.75,0.26,13.94,5.49,0.94,0.82,8.43,50.56,12.92
2048,total,pigs,12.98,64.16,24.74,10.23,28.12,31.34,0.03,35.17,10.68,2.78,116.29,27.20,0.00,13.63,2.63,27.54,0.26,11.94,11.10,569.53,120.15,10.06,7.46,4.04,0.88,12.57
2048,total,sheep & goats,0.98,10.72,19.96,9.25,52.14,104.34,151.00,328.23,553.29,17.75,142.43,28.21,66.50,4.17,84.14,42.30,270.07,163.22,3.31,368.89,17.60,35.95,0.03,130.54,201.96,69.58
2048,total,poultry,204.29,2500.75,806.73,476.16,1859.48,1520.88,996.15,1128.06,400.07,364.98,1478.31,601.50,444.54,366.15,207.23,898.51,1780.41,2003.89,242.41,8356.81,2232.38,2098.90,359.16,271.65,956.95,282.43
2049,intensive grazing system,non-dairy cattle,12.78,78.10,20.80,12.36,192.93,137.84,12.10,53.83,62.29,6.95,73.80,10.41,2.03,4.48,9.92,14.50,12.14,176.46,2.20,62.29,47.77,13.04,2.36,17.97,67.83,11.11
2049,intensive grazing system,dairy cattle,1.10,9.04,2.03,4.08,16.11,12.00,7.81,16.51,52.16,0.34,19.88,6.45,7.07,3.72,13.34,10.69,7.10,97.04,0.13,9.29,5.47,0.93,0.82,3.87,48.91,4.13
2049,intensive grazing system,pigs,13.03,64.14,24.87,10.27,28.09,31.52,0.03,35.87,10.87,2.79,116.19,27.15,0.00,13.64,2.64,27.53,0.26,12.04,11.05,569.84,120.96,10.11,7.43,4.05,0.89,12.70
2049,intensive grazing system,sheep & goats,0.54,5.41,12.82,6.50,38.62,72.35,146.37,288.36,491.66,7.95,144.74,28.42,64.30,4.27,81.23,42.59,268.32,128.08,1.13,152.99,15.31,31.61,0.03,53.00,166.12,0.00
2049,intensive grazing system,poultry,205.68,2508.65,813.91,479.33,1860.38,1531.17,1003.22,1150.61,406.24,366.75,1477.61,601.30,448.23,366.57,209.84,900.61,1800.90,2015.60,241.79,8363.72,2253.65,2097.51,358.28,274.26,961.43,283.52
2049,extensive grazing system,non-dairy cattle,1.48,10.89,13.34,7.79,59.32,51.20,0.19,11.91,47.11,3.82,0.00,0.00,17.75,0.00,6.60,0.00,4.57,81.68,0.77,26.01,6.97,1.81,0.00,20.18,32.02,23.14
2049,extensive grazing system,dairy cattle,0.08,0.66,0.40,0.67,5.09,2.89,0.15,3.23,15.22,0.21,0.00,0.00,0.18,0.00,0.24,0.00,0.09,3.62,0.13,4.50,0.05,0.01,0.00,4.59,1.76,8.69
2049,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2049,extensive grazing system,sheep & goats,0.46,5.45,7.24,2.83,14.48,33.43,6.29,38.95,67.71,10.03,0.00,0.00,2.98,0.00,2.85,0.00,5.91,34.88,2.16,216.03,2.32,4.25,0.00,78.34,36.19,69.41
2049,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2049,total,non-dairy cattle,14.26,88.99,34.14,20.15,252.25,189.04,12.29,65.74,109.40,10.78,73.80,10.41,19.78,4.48,16.51,14.50,16.71,258.13,2.97,88.30,54.74,14.84,2.36,38.16,99.85,34.25
2049,total,dairy cattle,1.18,9.70,2.43,4.75,21.21,14.89,7.96,19.74,67.38,0.56,19.88,6.45,7.25,3.72,13.58,10.69,7.19,100.66,0.26,13.79,5.52,0.94,0.82,8.46,50.67,12.82
2049,total,pigs,13.03,64.14,24.87,10.27,28.09,31.52,0.03,35.87,10.87,2.79,116.19,27.15,0.00,13.64,2.64,27.53,0.26,12.04,11.05,569.84,120.96,10.11,7.43,4.05,0.89,12.70
2049,total,sheep & goats,0.99,10.87,20.06,9.34,53.11,105.78,152.66,327.32,559.37,17.98,144.74,28.42,67.27,4.27,84.08,42.59,274.23,162.96,3.29,369.02,17.63,35.86,0.03,131.34,202.31,69.41
2049,total,poultry,205.68,2508.65,813.91,479.33,1860.38,1531.17,1003.22,1150.61,406.24,366.75,1477.61,601.30,448.23,366.57,209.84,900.61,1800.90,2015.60,241.79,8363.72,2253.65,2097.51,358.28,274.26,961.43,283.52
2050,intensive grazing system,non-dairy cattle,12.89,78.39,20.93,12.44,194.69,139.60,12.18,53.70,63.03,7.10,74.53,10.47,2.03,4.49,9.94,14.49,12.43,178.53,2.19,62.10,48.03,13.00,2.34,18.11,68.28,11.32
2050,intensive grazing system,dairy cattle,1.10,9.05,2.02,4.08,16.08,12.03,7.81,16.55,52.83,0.34,19.85,6.43,7.08,3.71,13.34,10.71,7.16,96.98,0.13,9.17,5.50,0.93,0.82,3.91,49.03,4.26
2050,intensive grazing system,pigs,13.08,64.13,25.00,10.31,28.06,31.70,0.03,36.52,11.03,2.80,116.09,27.10,0.00,13.64,2.66,27.52,0.26,12.13,11.00,570.16,121.76,10.15,7.39,4.06,0.90,12.82
2050,intensive grazing system,sheep & goats,0.54,5.50,12.95,6.59,39.47,73.62,148.02,288.42,498.29,8.04,147.05,28.63,65.05,4.36,81.18,42.87,272.44,127.82,1.12,153.53,15.35,31.58,0.03,53.57,166.56,0.00
2050,intensive grazing system,poultry,207.07,2516.54,821.08,482.47,1861.27,1541.42,1010.22,1172.46,412.04,368.50,1476.91,601.11,451.90,366.98,212.46,902.71,1821.18,2026.86,241.19,8370.62,2274.79,2096.10,357.40,276.87,965.76,284.52
2050,extensive grazing system,non-dairy cattle,1.48,10.88,13.24,7.73,59.00,51.22,0.19,11.58,46.51,3.90,0.00,0.00,17.73,0.00,6.55,0.00,4.59,82.74,0.76,25.79,6.94,1.78,0.00,20.20,31.50,22.19
2050,extensive grazing system,dairy cattle,0.08,0.66,0.40,0.67,5.06,2.87,0.15,3.15,15.08,0.21,0.00,0.00,0.18,0.00,0.24,0.00,0.09,3.60,0.13,4.46,0.05,0.01,0.00,4.58,1.75,8.45
2050,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2050,extensive grazing system,sheep & goats,0.46,5.51,7.22,2.83,14.59,33.56,6.28,37.99,67.01,10.17,0.00,0.00,2.99,0.00,2.83,0.00,5.89,34.88,2.14,215.61,2.31,4.19,0.00,78.56,36.17,69.25
2050,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2050,total,non-dairy cattle,14.37,89.27,34.17,20.17,253.69,190.83,12.37,65.28,109.54,11.00,74.53,10.47,19.77,4.49,16.49,14.49,17.02,261.26,2.96,87.89,54.96,14.78,2.34,38.31,99.78,33.52
2050,total,dairy cattle,1.18,9.71,2.42,4.75,21.14,14.90,7.96,19.70,67.91,0.56,19.85,6.43,7.27,3.71,13.58,10.71,7.25,100.58,0.25,13.64,5.55,0.94,0.82,8.49,50.78,12.71
2050,total,pigs,13.08,64.13,25.00,10.31,28.06,31.70,0.03,36.52,11.03,2.80,116.09,27.10,0.00,13.64,2.66,27.52,0.26,12.13,11.00,570.16,121.76,10.15,7.39,4.06,0.90,12.82
2050,total,sheep & goats,1.00,11.01,20.17,9.42,54.06,107.19,154.30,326.41,565.31,18.21,147.05,28.63,68.04,4.36,84.02,42.87,278.33,162.70,3.27,369.14,17.66,35.77,0.03,132.13,202.73,69.25
2050,total,poultry,207.07,2516.54,821.08,482.47,1861.27,1541.42,1010.22,1172.46,412.04,368.50,1476.91,601.11,451.90,366.98,212.46,902.71,1821.18,2026.86,241.19,8370.62,2274.79,2096.10,357.40,276.87,965.76,284.52
2051,intensive grazing system,non-dairy cattle,13.04,78.77,21.10,12.57,196.69,141.53,12.30,53.67,63.57,7.34,75.57,10.56,2.03,4.53,9.97,14.52,12.71,179.50,2.22,61.77,48.45,12.94,2.32,18.23,68.71,11.60
2051,intensive grazing system,dairy cattle,1.11,9.08,2.02,4.10,16.04,12.08,7.83,16.60,53.52,0.35,19.85,6.43,7.11,3.72,13.36,10.75,7.22,96.82,0.12,9.09,5.57,0.92,0.81,3.94,49.08,4.40
2051,intensive grazing system,pigs,13.12,64.09,25.11,10.36,28.03,31.86,0.03,37.60,11.46,2.82,115.84,27.02,0.00,13.66,2.67,27.50,0.26,12.22,10.91,569.14,122.71,10.19,7.35,4.06,0.91,13.10
2051,intensive grazing system,sheep & goats,0.55,5.62,13.11,6.69,40.44,74.64,149.51,288.84,501.72,8.20,149.92,28.94,66.01,4.50,81.19,43.44,277.12,127.94,1.14,152.83,15.46,31.55,0.03,54.02,166.53,0.00
2051,intensive grazing system,poultry,208.32,2520.85,825.48,485.04,1858.69,1547.78,1015.83,1201.93,425.08,370.53,1474.75,599.28,453.37,367.19,213.65,903.96,1842.68,2044.38,239.56,8348.89,2295.40,2102.47,355.31,278.86,971.02,287.33
2051,extensive grazing system,non-dairy cattle,1.49,10.93,13.23,7.76,59.06,51.58,0.19,11.44,46.28,4.02,0.00,0.00,17.81,0.00,6.53,0.00,4.64,83.41,0.77,25.83,6.96,1.77,0.00,20.28,31.07,21.27
2051,extensive grazing system,dairy cattle,0.08,0.66,0.40,0.67,5.07,2.87,0.15,3.09,15.12,0.21,0.00,0.00,0.18,0.00,0.24,0.00,0.09,3.58,0.13,4.46,0.05,0.01,0.00,4.58,1.75,8.18
2051,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2051,extensive grazing system,sheep & goats,0.46,5.62,7.25,2.85,14.82,33.80,6.31,37.58,66.75,10.38,0.00,0.00,3.03,0.00,2.82,0.00,5.95,34.92,2.18,216.43,2.31,4.17,0.00,79.07,36.09,69.23
2051,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2051,total,non-dairy cattle,14.54,89.69,34.33,20.32,255.75,193.11,12.49,65.11,109.85,11.36,75.57,10.56,19.84,4.53,16.51,14.52,17.35,262.91,2.99,87.60,55.41,14.71,2.32,38.51,99.78,32.87
2051,total,dairy cattle,1.19,9.74,2.42,4.77,21.11,14.96,7.98,19.69,68.64,0.56,19.85,6.43,7.29,3.72,13.60,10.75,7.31,100.39,0.25,13.55,5.62,0.93,0.81,8.53,50.83,12.58
2051,total,pigs,13.12,64.09,25.11,10.36,28.03,31.86,0.03,37.60,11.46,2.82,115.84,27.02,0.00,13.66,2.67,27.50,0.26,12.22,10.91,569.14,122.71,10.19,7.35,4.06,0.91,13.10
2051,total,sheep & goats,1.02,11.24,20.35,9.54,55.27,108.44,155.82,326.42,568.46,18.58,149.92,28.94,69.04,4.50,84.01,43.44,283.06,162.86,3.32,369.26,17.77,35.72,0.03,133.09,202.62,69.23
2051,total,poultry,208.32,2520.85,825.48,485.04,1858.69,1547.78,1015.83,1201.93,425.08,370.53,1474.75,599.28,453.37,367.19,213.65,903.96,1842.68,2044.38,239.56,8348.89,2295.40,2102.47,355.31,278.86,971.02,287.33
2052,intensive grazing system,non-dairy cattle,13.20,79.14,21.27,12.69,198.69,143.46,12.42,53.65,64.12,7.58,76.62,10.65,2.04,4.56,10.00,14.54,13.00,180.41,2.24,61.45,48.87,12.89,2.31,18.35,69.12,11.87
2052,intensive grazing system,dairy cattle,1.11,9.11,2.02,4.12,16.00,12.13,7.85,16.66,54.20,0.35,19.86,6.42,7.13,3.73,13.37,10.78,7.28,96.64,0.12,9.01,5.63,0.92,0.81,3.98,49.12,4.54
2052,intensive grazing system,pigs,13.17,64.05,25.21,10.41,28.00,32.03,0.03,38.66,11.87,2.84,115.59,26.95,0.00,13.67,2.68,27.49,0.27,12.31,10.83,568.13,123.66,10.24,7.30,4.07,0.92,13.37
2052,intensive grazing system,sheep & goats,0.56,5.74,13.27,6.78,41.42,75.64,151.01,289.26,505.12,8.35,152.80,29.24,66.97,4.63,81.19,44.01,281.80,128.06,1.16,152.13,15.57,31.51,0.03,54.47,166.48,0.00
2052,intensive grazing system,poultry,209.56,2525.14,829.86,487.60,1856.11,1554.10,1021.42,1231.23,438.02,372.54,1472.61,597.45,454.84,367.40,214.83,905.21,1864.09,2061.81,237.93,8327.21,2315.93,2108.82,353.22,280.85,976.24,290.12
2052,extensive grazing system,non-dairy cattle,1.51,10.97,13.22,7.78,59.11,51.92,0.19,11.31,46.01,4.14,0.00,0.00,17.89,0.00,6.52,0.00,4.69,84.14,0.78,25.85,6.98,1.75,0.00,20.37,30.67,20.37
2052,extensive grazing system,dairy cattle,0.08,0.66,0.40,0.67,5.07,2.88,0.15,3.03,15.18,0.21,0.00,0.00,0.18,0.00,0.24,0.00,0.09,3.57,0.13,4.46,0.05,0.01,0.00,4.58,1.75,7.91
2052,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2052,extensive grazing system,sheep & goats,0.47,5.73,7.27,2.87,15.05,34.05,6.32,37.17,66.47,10.59,0.00,0.00,3.06,0.00,2.81,0.00,5.97,34.96,2.21,217.24,2.31,4.15,0.00,79.58,36.10,69.22
2052,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
