# File: IMAGE_an_feed_bySystem.csv
# Title: IMAGE animal production feed inputs by system
# Units: Gg dm
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: icccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,feed,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2021,intensive grazing system,food crops,total,20108,151692,31202,12746,103558,52233,23866,38632,12455,10289,147993,36254,18511,24360,18256,48324,31854,73382,11761,276867,65806,18847,15641,19742,30722,7580
2021,intensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,animal products,pigs,75,393,56,27,0,334,0,10,7,19,2212,135,0,60,36,390,1,0,81,1710,336,14,132,41,2,0
2021,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,animal products,poultry,45,656,141,80,0,828,134,31,18,80,423,198,84,84,84,361,238,0,73,1273,369,90,229,86,92,0
2021,intensive grazing system,animal products,total,120,1050,198,107,0,1163,134,40,26,99,2635,333,84,144,119,750,240,0,154,2983,705,104,361,127,94,0
2021,intensive grazing system,residues,non-dairy cattle,5733,45031,2594,3334,154165,39967,9463,7930,10416,1964,53832,7439,2157,0,2831,6802,3297,46561,0,26211,10989,6063,5628,1704,13192,1190
2021,intensive grazing system,residues,dairy cattle,2122,24866,1432,4346,29086,15209,14984,3464,27974,580,59464,13990,19762,0,9559,8678,7530,89962,0,10003,2694,1030,4607,774,37090,649
2021,intensive grazing system,residues,pigs,1414,10416,3348,1637,5619,4816,6,3123,1407,357,12208,3839,0,4955,246,3129,12,2132,1676,198939,28153,2086,844,456,108,2124
2021,intensive grazing system,residues,sheep & goats,12,61,22,20,126,161,2221,203,711,111,1536,476,1491,0,1804,511,3237,408,0,467,29,27,0,54,518,0
2021,intensive grazing system,residues,poultry,444,12329,1304,2272,8520,6757,3980,4185,2525,1031,3396,2350,534,2569,392,5243,5055,7401,400,60233,10762,23137,725,360,4901,2639
2021,intensive grazing system,residues,total,9725,92702,8699,11608,197516,66910,30653,18904,43034,4043,130436,28095,23944,7524,14833,24363,19132,146464,2076,295852,52627,32342,11804,3347,55809,6602
2021,intensive grazing system,scavenging,non-dairy cattle,0,0,2433,1199,17195,11495,1174,4320,3789,701,0,0,309,0,339,0,639,110572,210,6794,8500,3287,0,0,39578,567
2021,intensive grazing system,scavenging,dairy cattle,0,0,557,670,2996,1945,1387,1236,5350,147,0,0,1788,0,661,0,885,109050,34,1996,1353,348,0,0,44851,190
2021,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,scavenging,sheep & goats,0,0,135,45,232,316,822,1772,1984,329,0,0,541,0,499,0,1525,4628,3,1972,228,142,0,859,5903,0
2021,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,scavenging,total,0,0,3125,1914,20422,13756,3383,7328,11123,1177,0,0,2638,0,1499,0,3049,224249,247,10762,10081,3777,0,859,90332,757
2021,intensive grazing system,grass & fodder,non-dairy cattle,19050,131119,32364,15946,116936,152900,7982,49509,54008,8039,113975,16931,2103,7831,4043,23368,4347,47933,3883,73246,45816,17716,1855,27683,17157,6497
2021,intensive grazing system,grass & fodder,dairy cattle,3157,32412,4910,5903,20214,17139,4092,10889,67188,1294,56360,14254,5274,8832,3384,19896,2610,24085,512,17583,5961,1531,1510,6376,9906,1675
2021,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,grass & fodder,sheep & goats,219,1006,2229,750,3832,5219,4096,14234,15934,2533,18451,6153,2693,586,4288,9967,7600,4163,86,32594,1832,1143,4,11405,5311,0
2021,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,intensive grazing system,grass & fodder,total,22426,164537,39504,22598,140982,175257,16170,74631,137129,11867,188786,37338,10070,17249,11715,53232,14557,76181,4482,123422,53608,20390,3370,45465,32374,8173
2021,intensive grazing system,total,non-dairy cattle,32128,221134,46825,23070,336649,221217,22980,83497,72954,13558,192220,28555,6053,13206,11639,39411,12516,239665,7140,134687,84247,32578,9277,37394,85785,10958
2021,intensive grazing system,total,dairy cattle,7998,82117,11063,13300,58492,38616,27440,24534,104933,2916,142790,36113,35368,17918,22692,40363,17500,240850,1154,39616,13430,3449,7619,10786,99059,3775
2021,intensive grazing system,total,pigs,7526,39960,8218,3378,15271,12012,9,4821,2189,1137,74528,15876,0,7848,876,14444,82,3026,5900,312707,44152,3123,4567,1950,194,3480
2021,intensive grazing system,total,sheep & goats,245,1128,2499,840,4295,5850,8206,16886,18903,3191,20684,6897,5396,657,8591,11173,15226,9252,97,36538,2173,1356,5,14368,11802,0
2021,intensive grazing system,total,poultry,4482,65643,14123,8385,47771,31625,15570,9799,4789,6673,39629,14578,8430,9648,2623,21279,23507,27484,4428,186338,38824,34954,9707,5042,12491,4899
2021,intensive grazing system,total,total,52379,409981,82728,48974,462478,309320,74206,139537,203768,27475,469850,102020,55247,49277,46421,126670,68831,520276,18719,709886,182827,75459,31176,69540,209331,23111
2021,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
2021,extensive grazing system,food crops,dairy cattle,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
2021,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,food crops,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,food crops,total,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043
2021,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,animal products,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912
2021,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
2021,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227
2021,extensive grazing system,scavenging,non-dairy cattle,0,0,2520,1058,9360,6943,36,2280,4456,478,0,0,1185,0,1137,0,674,78834,162,4229,6664,2396,0,0,44591,3380
2021,extensive grazing system,scavenging,dairy cattle,0,0,135,117,1125,682,204,631,1854,68,0,0,16,0,187,0,37,5452,53,1144,62,14,0,0,2360,1166
2021,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,scavenging,sheep & goats,0,0,147,32,176,280,54,617,606,140,0,0,26,0,30,0,48,458,11,3097,70,43,0,2622,783,591
2021,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,scavenging,total,0,0,2803,1208,10662,7906,295,3529,6916,686,0,0,1227,0,1354,0,759,84744,225,8469,6796,2454,0,2622,47734,5137
2021,extensive grazing system,grass & fodder,non-dairy cattle,4545,35994,47885,20098,177835,131924,681,43325,84671,8836,0,0,22510,0,21606,0,12804,78834,3069,80343,9995,3594,0,62477,44591,62495
2021,extensive grazing system,grass & fodder,dairy cattle,595,6554,2569,2231,21383,12957,3883,11997,35227,1263,0,0,306,0,3544,0,711,5452,1001,21737,93,22,0,33672,2360,21562
2021,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,grass & fodder,sheep & goats,240,1152,2797,617,3353,5326,489,5554,5453,1258,0,0,237,0,271,0,430,458,212,58835,630,388,0,23601,783,5318
2021,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,grass & fodder,total,5380,43700,53251,22946,202571,150208,5053,60877,125351,11357,0,0,23052,0,25421,0,13945,84744,4282,160915,10719,4004,0,119751,47734,89376
2021,extensive grazing system,total,non-dairy cattle,4545,35994,50405,21156,187195,138867,717,45606,89127,9552,0,0,23694,0,22743,0,13478,157669,3231,84571,16659,5990,0,62477,89181,67562
2021,extensive grazing system,total,dairy cattle,595,6554,2705,2349,22508,13639,4087,12629,37081,1365,0,0,322,0,3731,0,748,10903,1054,22881,155,36,0,33672,4720,23310
2021,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,total,sheep & goats,240,1152,2944,649,3530,5607,543,6171,6059,1398,0,0,264,0,301,0,478,916,223,61932,700,432,0,26224,1566,5909
2021,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,extensive grazing system,total,total,5380,43700,56053,24153,213232,158113,5347,64406,132267,12315,0,0,24280,0,26775,0,14704,169488,4508,169384,17514,6458,0,122373,95467,96782
2021,total,food crops,non-dairy cattle,7345,44983,9434,2592,48353,16855,4361,21738,4741,2963,24412,4184,1485,5376,4426,9241,4232,34599,3048,28436,18943,5511,1793,8007,15858,3479
2021,total,food crops,dairy cattle,2719,24839,4164,2381,6196,4323,6978,8945,4421,911,26966,7869,8543,9085,9089,11789,6475,17753,608,10035,3422,541,1502,3636,7212,1528
2021,total,food crops,pigs,6037,29151,4814,1714,9652,6861,3,1688,775,761,60107,11902,0,2833,595,10925,69,895,4143,112059,15663,1023,3591,1454,84,1356
2021,total,food crops,sheep & goats,15,61,113,26,106,155,1067,677,273,218,697,268,671,71,2000,695,2864,53,7,1505,84,44,1,2049,70,0
2021,total,food crops,poultry,3993,52657,12677,6034,39251,24039,11457,5584,2246,5562,35811,12030,7812,6994,2147,15676,18213,20083,3955,124832,27694,11727,8754,4596,7498,2259
2021,total,food crops,total,20108,151692,31202,12746,103558,52233,23866,38632,12455,10414,147993,36254,18511,24360,18256,48324,31854,73382,11761,276867,65806,18847,15641,19742,30722,8622
2021,total,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,animal products,pigs,75,393,56,27,0,334,0,10,7,19,2212,135,0,60,36,390,1,0,81,1710,336,14,132,41,2,0
2021,total,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,animal products,poultry,45,656,141,80,0,828,134,31,18,80,423,198,84,84,84,361,238,0,73,1273,369,90,229,86,92,0
2021,total,animal products,total,120,1050,198,107,0,1163,134,40,26,99,2635,333,84,144,119,750,240,0,154,2983,705,104,361,127,94,0
2021,total,residues,non-dairy cattle,5733,45031,2594,3334,154165,39967,9463,7930,10416,2093,53832,7439,2157,0,2831,6802,3297,46561,0,26211,10989,6063,5628,1704,13192,2102
2021,total,residues,dairy cattle,2122,24866,1432,4346,29086,15209,14984,3464,27974,598,59464,13990,19762,0,9559,8678,7530,89962,0,10003,2694,1030,4607,774,37090,964
2021,total,residues,pigs,1414,10416,3348,1637,5619,4816,6,3123,1407,357,12208,3839,0,4955,246,3129,12,2132,1676,198939,28153,2086,844,456,108,2124
2021,total,residues,sheep & goats,12,61,22,20,126,161,2221,203,711,111,1536,476,1491,0,1804,511,3237,408,0,467,29,27,0,54,518,0
2021,total,residues,poultry,444,12329,1304,2272,8520,6757,3980,4185,2525,1031,3396,2350,534,2569,392,5243,5055,7401,400,60233,10762,23137,725,360,4901,2639
2021,total,residues,total,9725,92702,8699,11608,197516,66910,30653,18904,43034,4191,130436,28095,23944,7524,14833,24363,19132,146464,2076,295852,52627,32342,11804,3347,55809,7829
2021,total,scavenging,non-dairy cattle,0,0,4953,2257,26554,18438,1210,6600,8246,1179,0,0,1494,0,1476,0,1313,189406,371,11023,15163,5683,0,0,84168,3947
2021,total,scavenging,dairy cattle,0,0,693,787,4121,2627,1592,1867,7204,215,0,0,1804,0,847,0,922,114502,87,3140,1415,362,0,0,47211,1356
2021,total,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,scavenging,sheep & goats,0,0,282,78,408,596,876,2389,2590,469,0,0,567,0,529,0,1573,5086,14,5069,298,185,0,3481,6686,591
2021,total,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,scavenging,total,0,0,5928,3122,31084,21662,3678,10857,18040,1863,0,0,3865,0,2853,0,3808,308994,472,19231,16876,6230,0,3481,138066,5894
2021,total,grass & fodder,non-dairy cattle,23595,167113,80249,36044,294771,284824,8663,92834,138678,16875,113975,16931,24612,7831,25649,23368,17151,126767,6952,153588,55811,21310,1855,90160,61748,68992
2021,total,grass & fodder,dairy cattle,3752,38966,7480,8134,41597,30096,7975,22886,102415,2557,56360,14254,5580,8832,6928,19896,3320,29537,1513,39320,6054,1553,1510,40048,12266,23237
2021,total,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,grass & fodder,sheep & goats,459,2158,5026,1366,7185,10545,4585,19788,21387,3791,18451,6153,2931,586,4559,9967,8030,4622,299,91429,2462,1531,4,35007,6094,5318
2021,total,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,total,grass & fodder,total,27806,208237,92754,45544,343552,325465,21223,135508,262480,23223,188786,37338,33122,17249,37136,53232,28502,160925,8764,284337,64327,24394,3370,165215,80107,97548
2021,total,total,non-dairy cattle,36673,257127,97230,44226,523844,360084,23697,129102,162081,23110,192220,28555,29747,13206,34382,39411,25993,397334,10371,219258,100906,38568,9277,99872,174966,78520
2021,total,total,dairy cattle,8593,88671,13768,15648,81000,52255,31528,37162,142014,4281,142790,36113,35689,17918,26423,40363,18248,251753,2208,62497,13585,3485,7619,44458,103779,27085
2021,total,total,pigs,7526,39960,8218,3378,15271,12012,9,4821,2189,1137,74528,15876,0,7848,876,14444,82,3026,5900,312707,44152,3123,4567,1950,194,3480
2021,total,total,sheep & goats,485,2279,5443,1489,7825,11457,8750,23058,24962,4589,20684,6897,5660,657,8892,11173,15704,10168,320,98469,2874,1787,5,40591,13367,5909
2021,total,total,poultry,4482,65643,14123,8385,47771,31625,15570,9799,4789,6673,39629,14578,8430,9648,2623,21279,23507,27484,4428,186338,38824,34954,9707,5042,12491,4899
2021,total,total,total,57759,453681,138782,73127,675710,467433,79553,203942,336035,39790,469850,102020,79527,49277,73196,126670,83535,689765,23226,879270,200341,81917,31176,191913,304799,119893
2022,intensive grazing system,food crops,non-dairy cattle,7558,46368,9676,2648,50294,17326,4491,22414,4943,2892,24580,4210,1503,5385,4580,9284,4422,35637,3055,29009,19338,5606,1793,8244,16389,2822
2022,intensive grazing system,food crops,dairy cattle,2794,25590,4215,2414,6329,4386,7108,9353,4589,909,27050,7886,8715,9103,9308,11871,6640,18649,614,10048,3491,552,1514,3775,7635,1332
2022,intensive grazing system,food crops,pigs,6072,29149,4907,1749,9666,7002,3,1804,818,774,60144,11921,0,2846,617,10992,71,933,4157,114787,16146,1050,3586,1475,87,1403
2022,intensive grazing system,food crops,sheep & goats,15,64,116,26,111,161,1104,698,284,223,711,273,686,73,2062,709,2961,53,8,1554,87,45,1,2147,70,0
2022,intensive grazing system,food crops,poultry,4026,52795,12915,6142,39345,24429,11724,5901,2357,5640,35791,12060,7964,7006,2238,15803,18777,20721,3968,126684,28279,11926,8752,4666,7724,2313
2022,intensive grazing system,food crops,total,20466,153966,31829,12980,105744,53303,24429,40170,12991,10439,148276,36350,18868,24414,18805,48659,32871,75993,11801,282082,67342,19179,15647,20307,31905,7870
2022,intensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,animal products,pigs,76,395,58,29,0,342,0,10,8,19,2219,135,0,60,37,392,1,0,84,1748,347,15,133,42,2,0
2022,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,animal products,poultry,45,660,144,83,0,849,140,31,19,82,450,196,86,86,88,368,251,0,75,1298,384,93,231,90,97,0
2022,intensive grazing system,animal products,total,121,1055,202,111,0,1191,140,42,27,102,2669,332,86,146,126,760,252,0,159,3045,731,109,364,131,99,0
2022,intensive grazing system,residues,non-dairy cattle,5674,44289,2674,3433,157253,41257,9645,8209,11189,1998,54202,7485,2161,0,2945,6834,3484,47893,0,26690,11275,6113,5581,1748,13743,1262
2022,intensive grazing system,residues,dairy cattle,2098,24443,1450,4409,29251,15412,15095,3633,29352,592,59649,14019,19894,0,9727,8738,7723,91280,0,9985,2749,1036,4597,800,37909,696
2022,intensive grazing system,residues,pigs,1437,10578,3390,1652,5620,4865,6,3232,1442,362,12410,3864,0,4949,252,3152,13,2170,1687,200611,28385,2114,853,465,111,2148
2022,intensive grazing system,residues,sheep & goats,12,61,22,21,133,170,2273,211,763,115,1568,486,1504,0,1839,522,3348,411,0,495,29,26,0,54,528,0
2022,intensive grazing system,residues,poultry,452,12553,1327,2294,8558,6809,4051,4321,2584,1037,3469,2363,550,2567,399,5255,5127,7538,402,61151,10888,23416,737,376,4967,2661
2022,intensive grazing system,residues,total,9672,91924,8864,11808,200815,68513,31071,19606,45331,4103,131297,28217,24108,7516,15162,24501,19696,149291,2089,298930,53327,32705,11767,3443,57258,6767
2022,intensive grazing system,scavenging,non-dairy cattle,0,0,2499,1231,17636,11856,1201,4463,4033,713,0,0,311,0,339,0,672,112734,202,6923,8691,3327,0,0,40667,595
2022,intensive grazing system,scavenging,dairy cattle,0,0,564,679,3023,1971,1403,1293,5603,149,0,0,1808,0,650,0,908,110175,33,1995,1380,351,0,0,45646,202
2022,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,scavenging,sheep & goats,0,0,139,47,244,331,844,1832,2109,338,0,0,547,0,492,0,1577,4656,3,2049,235,145,0,856,6011,0
2022,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,scavenging,total,0,0,3202,1957,20903,14159,3449,7588,11745,1200,0,0,2667,0,1482,0,3157,227566,238,10967,10306,3823,0,856,92324,797
2022,intensive grazing system,grass & fodder,non-dairy cattle,19181,131414,33006,16252,119615,156567,8147,50859,56999,8120,114199,16954,2111,7806,4177,23364,4557,49066,3867,74345,46662,17862,1844,28245,17700,6783
2022,intensive grazing system,grass & fodder,dairy cattle,3178,32506,4950,5962,20320,17299,4132,11348,69897,1312,56327,14231,5324,8808,3446,19941,2673,24456,514,17504,6056,1541,1508,6575,10132,1772
2022,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,grass & fodder,sheep & goats,220,1019,2264,771,3970,5403,4204,14580,16789,2583,18577,6187,2726,597,4375,10037,7855,4189,87,33409,1872,1151,4,11695,5408,0
2022,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,intensive grazing system,grass & fodder,total,22579,164939,40220,22984,143905,179269,16483,76787,143686,12015,189104,37371,10162,17211,11998,53342,15084,77711,4468,125258,54590,20553,3356,46515,33240,8556
2022,intensive grazing system,total,non-dairy cattle,32413,222071,47855,23563,344798,227006,23485,85945,77164,13722,192981,28650,6086,13191,12042,39482,13135,245331,7124,136967,85967,32907,9218,38237,88499,11463
2022,intensive grazing system,total,dairy cattle,8070,82539,11179,13464,58923,39068,27738,25628,109441,2962,143027,36135,35741,17911,23131,40550,17944,244560,1161,39531,13676,3479,7619,11150,101322,4003
2022,intensive grazing system,total,pigs,7584,40123,8355,3430,15286,12209,9,5046,2268,1156,74773,15920,0,7855,906,14536,85,3103,5928,317145,44878,3179,4572,1982,200,3551
2022,intensive grazing system,total,sheep & goats,247,1144,2542,865,4457,6066,8425,17321,19945,3258,20856,6946,5464,670,8768,11269,15742,9309,98,37507,2224,1367,5,14751,12017,0
2022,intensive grazing system,total,poultry,4523,66008,14386,8519,47903,32087,15915,10253,4961,6760,39710,14619,8600,9659,2726,21426,24155,28259,4445,189133,39551,35436,9720,5132,12787,4974
2022,intensive grazing system,total,total,52838,411884,84317,49841,471368,316435,75572,144193,213779,27858,471347,102270,55891,49287,47572,127262,71060,530562,18755,720283,186296,76368,31133,71252,214825,23991
2022,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776
2022,extensive grazing system,food crops,dairy cattle,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
2022,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,food crops,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,food crops,total,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046
2022,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,animal products,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913
2022,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
2022,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231
2022,extensive grazing system,scavenging,non-dairy cattle,0,0,2505,1051,9297,6942,36,2224,4477,470,0,0,1194,0,1140,0,672,77903,159,4209,6649,2369,0,0,44715,3384
2022,extensive grazing system,scavenging,dairy cattle,0,0,135,117,1124,679,203,627,1843,67,0,0,16,0,187,0,37,5434,52,1139,62,14,0,0,2368,1177
2022,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,scavenging,sheep & goats,0,0,146,32,177,283,54,599,608,138,0,0,26,0,30,0,48,457,11,3082,70,43,0,2629,775,600
2022,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,scavenging,total,0,0,2786,1200,10599,7904,293,3451,6929,676,0,0,1237,0,1357,0,757,83793,222,8430,6781,2426,0,2629,47858,5161
2022,extensive grazing system,grass & fodder,non-dairy cattle,4545,35887,47597,19964,176639,131892,675,42254,85069,8699,0,0,22684,0,21652,0,12774,77903,3015,79970,9974,3554,0,62505,44715,62578
2022,extensive grazing system,grass & fodder,dairy cattle,594,6545,2563,2219,21364,12900,3857,11920,35025,1246,0,0,309,0,3554,0,707,5434,997,21649,93,21,0,33744,2368,21768
2022,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,extensive grazing system,grass & fodder,sheep & goats,239,1157,2772,615,3370,5378,487,5393,5476,1244,0,0,238,0,270,0,430,457,208,58557,631,383,0,23660,775,5397
