# File: IMAGE_an_feed_bySystem.csv
# Title: IMAGE animal production feed inputs by system
# Units: Gg dm
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: icccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,feed,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2014,intensive grazing system,food crops,sheep & goats,12,44,96,21,84,128,858,525,229,178,631,232,520,69,1478,599,2358,43,6,1102,63,35,1,1295,64,0
2014,intensive grazing system,food crops,poultry,3718,51262,10807,5167,35806,21456,9453,4434,1790,4904,35545,11816,6725,7086,1591,14843,15217,15002,3691,109376,23244,9731,8334,4056,5981,1905
2014,intensive grazing system,food crops,total,17749,136331,26238,11031,86450,45041,19747,29706,9860,9177,143502,35358,15883,24669,13613,45563,26665,54707,11241,233815,54139,15796,15162,15500,23125,5569
2014,intensive grazing system,animal products,non-dairy cattle,17,137,19,7,64,167,37,9,9,13,530,62,9,38,63,136,21,393,16,34,20,1,14,67,51,2
2014,intensive grazing system,animal products,dairy cattle,6,75,9,8,12,61,60,4,19,4,578,123,71,64,187,175,45,446,3,14,4,0,11,29,70,1
2014,intensive grazing system,animal products,pigs,71,380,48,20,0,284,0,8,5,16,2149,132,0,60,28,353,1,0,62,1371,246,9,132,32,2,0
2014,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,2,10,1,1,1,15,4,6,0,41,9,22,12,0,2,0,0,0,19,5,0
2014,intensive grazing system,animal products,poultry,41,626,121,59,0,706,99,28,13,62,232,214,72,82,57,327,168,0,55,1073,274,66,201,61,65,0
2014,intensive grazing system,animal products,total,136,1218,197,94,76,1219,207,49,48,96,3503,535,158,245,376,1001,256,851,137,2494,544,76,357,208,192,3
2014,intensive grazing system,residues,non-dairy cattle,6176,50783,2011,2670,133455,31767,8365,5906,6776,1750,51630,6992,1977,0,1912,6590,2383,38439,0,22306,8986,5596,5998,1368,9826,712
2014,intensive grazing system,residues,dairy cattle,2294,27663,1241,4001,28002,14215,13807,2616,20796,540,56243,13840,18956,0,7948,8470,6704,77592,0,9886,2293,993,4727,590,31540,383
2014,intensive grazing system,residues,pigs,1258,9259,3112,1583,5363,4659,6,2838,1318,326,10785,3677,0,5154,234,2879,11,2087,1579,188442,27198,1899,783,395,103,1987
2014,intensive grazing system,residues,sheep & goats,12,62,17,14,89,119,1953,145,490,87,1424,419,1287,0,1494,447,2681,392,0,282,26,27,0,48,458,0
2014,intensive grazing system,residues,poultry,382,10750,1143,2046,6314,5401,3015,3886,2422,870,2833,1965,415,1746,312,3684,5450,6395,352,55089,8688,18839,606,254,3759,2388
2014,intensive grazing system,residues,total,10122,98516,7524,10315,173223,56161,27146,15391,31801,3574,122915,26893,22635,6900,11900,22070,17228,124905,1931,276006,47191,27355,12114,2656,45686,5470
2014,intensive grazing system,scavenging,non-dairy cattle,0,0,1935,981,14328,9190,1009,3263,2637,629,0,0,274,0,294,0,481,97129,265,5752,7122,2952,0,0,32542,367
2014,intensive grazing system,scavenging,dairy cattle,0,0,484,619,2813,1818,1245,949,4032,139,0,0,1664,0,673,0,786,96845,41,1955,1154,326,0,0,39272,120
2014,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,intensive grazing system,scavenging,sheep & goats,0,0,113,35,173,248,705,1348,1449,266,0,0,453,0,507,0,1265,4478,3,1386,178,125,0,766,5286,0
2014,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,intensive grazing system,scavenging,total,0,0,2533,1636,17315,11255,2959,5560,8118,1035,0,0,2391,0,1474,0,2533,198452,309,9092,8454,3403,0,766,77101,487
2014,intensive grazing system,grass & fodder,non-dairy cattle,18323,130795,26907,13642,99118,127755,6979,38720,39549,7468,112565,16387,1892,8195,2856,23314,3329,40962,4047,63492,39309,16294,1948,22903,13724,4353
2014,intensive grazing system,grass & fodder,dairy cattle,3025,31665,4370,5583,19461,16395,3705,8561,52674,1257,54499,14417,4954,9279,2796,19975,2341,20665,513,17629,5205,1470,1540,4940,8380,1083
2014,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,intensive grazing system,grass & fodder,sheep & goats,212,953,2030,638,3111,4459,3527,11438,12294,2130,18629,5887,2266,630,3520,9497,6325,4029,84,24944,1511,1061,4,8511,4756,0
2014,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,intensive grazing system,grass & fodder,total,21559,163414,33307,19863,121689,148609,14211,58719,104517,10855,185693,36691,9113,18103,9171,52786,11995,65656,4643,106065,46025,18825,3493,36355,26860,5436
2014,intensive grazing system,total,non-dairy cattle,30538,217992,38439,19489,283193,182507,19941,64533,52732,12446,187609,27312,5407,13658,8159,38856,9512,204809,7357,115440,71470,29625,9742,30538,68620,7254
2014,intensive grazing system,total,dairy cattle,7562,79163,9710,12406,55602,36433,24701,19025,81037,2794,136247,36042,33029,18557,18641,39951,15605,206648,1140,39176,11568,3266,7702,8234,83799,2407
2014,intensive grazing system,total,pigs,7089,38627,7324,3062,14381,10828,8,4062,1886,998,72449,15588,0,8088,734,13206,75,2762,5572,279603,39332,2680,4536,1703,170,3009
2014,intensive grazing system,total,sheep & goats,235,1059,2256,709,3456,4955,7053,13457,14463,2663,20699,6541,4532,699,7039,10552,12650,8954,93,27716,1778,1249,5,10639,10570,0
2014,intensive grazing system,total,poultry,4142,62638,12070,7273,42120,27563,12567,8349,4225,5836,38610,13995,7212,8913,1960,18854,20834,21397,4098,165537,32206,28636,9140,4371,9805,4293
2014,intensive grazing system,total,total,49567,399479,69799,42939,398753,262285,64270,109425,154344,24737,455613,99477,50180,49916,36534,121420,58677,444571,18261,627472,156354,65455,31126,55485,172965,16964
2014,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749
2014,extensive grazing system,food crops,dairy cattle,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
2014,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,food crops,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,food crops,total,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005
2014,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,extensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,animal products,total,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2014,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888
2014,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
2014,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191
2014,extensive grazing system,scavenging,non-dairy cattle,0,0,2615,1110,10014,7195,39,2368,4512,553,0,0,1039,0,1135,0,788,87732,192,4407,6726,2609,0,0,42184,3289
2014,extensive grazing system,scavenging,dairy cattle,0,0,138,126,1161,731,211,671,1939,73,0,0,16,0,185,0,39,5388,56,1164,62,16,0,0,2300,1125
2014,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,scavenging,sheep & goats,0,0,163,36,183,300,58,666,643,159,0,0,24,0,31,0,52,512,14,3205,68,48,0,2568,827,526
2014,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,scavenging,total,0,0,2915,1272,11358,8226,307,3705,7094,785,0,0,1080,0,1351,0,879,93632,262,8777,6857,2673,0,2568,45311,4941
2014,extensive grazing system,grass & fodder,non-dairy cattle,4641,37059,49676,21094,190265,136713,737,44983,85729,10231,0,0,19739,0,21571,0,14970,87732,3642,83737,10089,3914,0,65676,42184,60820
2014,extensive grazing system,grass & fodder,dairy cattle,604,6687,2624,2396,22058,13895,4004,12758,36842,1356,0,0,313,0,3516,0,732,5388,1069,22121,93,24,0,32558,2300,20808
2014,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,grass & fodder,sheep & goats,255,1153,3090,683,3479,5694,519,5990,5783,1427,0,0,218,0,275,0,470,512,263,60903,615,428,0,23116,827,4738
2014,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,grass & fodder,total,5501,44899,55390,24172,215803,156301,5260,63731,128355,13014,0,0,20271,0,25362,0,16171,93632,4974,166761,10797,4366,0,121349,45311,86366
2014,extensive grazing system,total,non-dairy cattle,4641,37059,52290,22204,200279,143909,776,47351,90241,11060,0,0,20778,0,22706,0,15757,175463,3834,88144,16816,6523,0,65676,84367,65751
2014,extensive grazing system,total,dairy cattle,604,6687,2762,2522,23219,14626,4214,13429,38781,1466,0,0,330,0,3701,0,770,10775,1126,23285,155,39,0,32558,4601,22496
2014,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,total,sheep & goats,255,1153,3252,719,3663,5993,577,6655,6426,1586,0,0,243,0,306,0,522,1025,277,64108,683,476,0,25684,1654,5264
2014,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,extensive grazing system,total,total,5501,44899,58305,25445,227161,164528,5567,67435,135449,14112,0,0,21350,0,26713,0,17050,187263,5236,175538,17654,7038,0,123917,90622,93511
2014,total,food crops,non-dairy cattle,6022,36276,7566,2189,36229,13629,3550,16636,3761,2685,22883,3871,1255,5425,3034,8816,3298,27887,3030,23855,16034,4782,1782,6200,12477,2570
2014,total,food crops,dairy cattle,2237,19761,3606,2195,5313,3944,5884,6895,3516,867,24928,7662,7383,9214,7037,11330,5729,11100,583,9692,2911,477,1424,2675,4537,1077
2014,total,food crops,pigs,5761,28989,4164,1458,9018,5885,2,1217,564,655,59514,11778,0,2874,472,9974,64,675,3931,89790,11888,771,3621,1275,66,1022
2014,total,food crops,sheep & goats,12,44,96,21,84,128,858,525,229,178,631,232,520,69,1478,599,2358,43,6,1102,63,35,1,1295,64,0
2014,total,food crops,poultry,3718,51262,10807,5167,35806,21456,9453,4434,1790,4904,35545,11816,6725,7086,1591,14843,15217,15002,3691,109376,23244,9731,8334,4056,5981,1905
2014,total,food crops,total,17749,136331,26238,11031,86450,45041,19747,29706,9860,9290,143502,35358,15883,24669,13613,45563,26665,54707,11241,233815,54139,15796,15162,15500,23125,6574
2014,total,animal products,non-dairy cattle,17,137,19,7,64,167,37,9,9,40,530,62,9,38,63,136,21,393,16,34,20,1,14,67,51,7
2014,total,animal products,dairy cattle,6,75,9,8,12,61,60,4,19,8,578,123,71,64,187,175,45,446,3,14,4,0,11,29,70,3
2014,total,animal products,pigs,71,380,48,20,0,284,0,8,5,16,2149,132,0,60,28,353,1,0,62,1371,246,9,132,32,2,0
2014,total,animal products,sheep & goats,0,0,0,0,0,2,10,1,1,1,15,4,6,0,41,9,22,12,0,2,0,0,0,19,5,0
2014,total,animal products,poultry,41,626,121,59,0,706,99,28,13,62,232,214,72,82,57,327,168,0,55,1073,274,66,201,61,65,0
2014,total,animal products,total,136,1218,197,94,76,1219,207,49,48,127,3503,535,158,245,376,1001,256,851,137,2494,544,76,357,208,192,10
2014,total,residues,non-dairy cattle,6176,50783,2011,2670,133455,31767,8365,5906,6776,1900,51630,6992,1977,0,1912,6590,2383,38439,0,22306,8986,5596,5998,1368,9826,1600
2014,total,residues,dairy cattle,2294,27663,1241,4001,28002,14215,13807,2616,20796,560,56243,13840,18956,0,7948,8470,6704,77592,0,9886,2293,993,4727,590,31540,686
2014,total,residues,pigs,1258,9259,3112,1583,5363,4659,6,2838,1318,326,10785,3677,0,5154,234,2879,11,2087,1579,188442,27198,1899,783,395,103,1987
2014,total,residues,sheep & goats,12,62,17,14,89,119,1953,145,490,87,1424,419,1287,0,1494,447,2681,392,0,282,26,27,0,48,458,0
2014,total,residues,poultry,382,10750,1143,2046,6314,5401,3015,3886,2422,870,2833,1965,415,1746,312,3684,5450,6395,352,55089,8688,18839,606,254,3759,2388
2014,total,residues,total,10122,98516,7524,10315,173223,56161,27146,15391,31801,3743,122915,26893,22635,6900,11900,22070,17228,124905,1931,276006,47191,27355,12114,2656,45686,6661
2014,total,scavenging,non-dairy cattle,0,0,4550,2092,24342,16385,1048,5630,7149,1183,0,0,1312,0,1429,0,1269,184860,456,10159,13848,5561,0,0,74726,3656
2014,total,scavenging,dairy cattle,0,0,623,745,3974,2549,1455,1621,5971,213,0,0,1681,0,858,0,825,102233,97,3119,1217,342,0,0,41573,1245
2014,total,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,total,scavenging,sheep & goats,0,0,275,71,356,547,763,2014,2091,425,0,0,477,0,537,0,1317,4990,17,4591,246,173,0,3334,6113,526
2014,total,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,total,scavenging,total,0,0,5448,2908,28673,19482,3266,9265,15211,1820,0,0,3471,0,2825,0,3411,292084,571,17869,15311,6076,0,3334,122412,5428
2014,total,grass & fodder,non-dairy cattle,22964,167854,76583,34736,289383,264468,7716,83703,125278,17698,112565,16387,21632,8195,24427,23314,18299,128694,7689,147229,49398,20208,1948,88579,55908,65172
2014,total,grass & fodder,dairy cattle,3629,38353,6994,7979,41519,30289,7709,21319,89516,2613,54499,14417,5268,9279,6312,19975,3072,26052,1582,39750,5299,1493,1540,37498,10680,21892
2014,total,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,total,grass & fodder,sheep & goats,467,2106,5120,1320,6590,10153,4046,17428,18077,3557,18629,5887,2484,630,3795,9497,6795,4542,347,85847,2126,1490,4,31627,5584,4738
2014,total,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,total,grass & fodder,total,27060,208313,88697,44035,337492,304910,19471,122450,232872,23869,185693,36691,29383,18103,34534,52786,28166,159288,9618,272826,56823,23190,3493,157704,72172,91802
2014,total,total,non-dairy cattle,35180,255051,90729,41693,483473,326416,20716,111884,142973,23506,187609,27312,26185,13658,30866,38856,25270,380272,11191,203584,88286,36148,9742,96213,152987,73006
2014,total,total,dairy cattle,8166,85851,12473,14928,78822,51058,28916,32454,119818,4260,136247,36042,33359,18557,22342,39951,16375,217424,2265,62461,11723,3305,7702,40792,88400,24903
2014,total,total,pigs,7089,38627,7324,3062,14381,10828,8,4062,1886,998,72449,15588,0,8088,734,13206,75,2762,5572,279603,39332,2680,4536,1703,170,3009
2014,total,total,sheep & goats,490,2212,5508,1427,7119,10948,7630,20112,20889,4248,20699,6541,4774,699,7345,10552,13173,9979,370,91824,2461,1725,5,36323,12224,5264
2014,total,total,poultry,4142,62638,12070,7273,42120,27563,12567,8349,4225,5836,38610,13995,7212,8913,1960,18854,20834,21397,4098,165537,32206,28636,9140,4371,9805,4293
2014,total,total,total,55067,444379,128104,68383,625914,426813,69837,176860,289792,38849,455613,99477,71530,49916,63247,121420,75727,631834,23497,803010,174008,72494,31126,179402,263587,110475
2015,intensive grazing system,food crops,non-dairy cattle,6098,37236,7910,2249,38277,13899,3565,17465,3827,2580,23000,3992,1334,5394,3259,8820,3191,28483,2970,24291,16500,4780,1752,6216,12997,1920
2015,intensive grazing system,food crops,dairy cattle,2287,20628,3777,2178,5353,3865,6021,6907,3615,787,25303,7714,7438,9111,7352,11214,5586,12001,573,9779,3072,470,1413,2748,4848,855
2015,intensive grazing system,food crops,pigs,5730,29239,4243,1496,9202,6013,2,1244,582,678,59530,11805,0,2854,473,10591,60,667,4001,90993,12414,835,3578,1284,69,1095
2015,intensive grazing system,food crops,sheep & goats,12,45,96,21,86,123,870,535,223,186,607,235,563,63,1550,613,2391,41,6,1157,67,35,1,1411,63,0
2015,intensive grazing system,food crops,poultry,3755,52114,11159,5380,37251,21773,9813,4369,1792,5102,36126,12262,6926,7099,1657,15376,15668,15934,3856,110222,24227,10215,8733,4161,6373,1958
2015,intensive grazing system,food crops,total,17881,139262,27185,11325,90168,45674,20272,30520,10039,9334,144566,36009,16261,24521,14291,46614,26896,57126,11406,236441,56281,16335,15477,15819,24349,5828
2015,intensive grazing system,animal products,non-dairy cattle,17,135,19,7,64,168,37,9,9,13,528,63,9,38,64,133,20,389,16,35,20,1,13,66,51,2
2015,intensive grazing system,animal products,dairy cattle,6,75,9,8,12,59,60,3,20,4,581,122,70,64,186,170,44,449,3,14,4,0,11,29,69,1
2015,intensive grazing system,animal products,pigs,70,385,49,21,0,290,0,8,5,17,2156,133,0,60,28,375,1,0,66,1390,259,10,130,33,2,0
2015,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,1,10,1,1,1,14,4,6,0,41,9,22,11,0,2,0,0,0,20,5,0
2015,intensive grazing system,animal products,poultry,42,639,125,63,0,721,105,27,13,65,262,219,74,82,60,341,177,0,60,1087,291,71,213,65,71,0
2015,intensive grazing system,animal products,total,136,1234,203,99,76,1240,212,48,48,100,3541,540,160,244,380,1028,264,849,144,2528,573,82,367,212,198,3
2015,intensive grazing system,residues,non-dairy cattle,6018,49674,2113,2765,138047,32529,8312,6225,7089,1752,51883,7210,2080,0,2063,6591,2333,39186,0,22672,9294,5545,5844,1366,10324,764
2015,intensive grazing system,residues,dairy cattle,2257,27519,1300,3973,27742,13911,13965,2629,21598,500,57078,13931,18832,0,8239,8379,6538,79960,0,9943,2420,967,4644,604,32148,405
2015,intensive grazing system,residues,pigs,1264,9495,3141,1598,5476,4685,6,2815,1315,335,10972,3717,0,5113,229,3056,10,1987,1609,186498,27443,2002,783,399,104,2067
2015,intensive grazing system,residues,sheep & goats,12,60,17,14,92,117,1958,150,489,91,1369,425,1373,0,1545,458,2719,383,0,305,27,27,0,50,456,0
2015,intensive grazing system,residues,poultry,390,11105,1174,2118,6812,5594,3179,3751,2367,913,2958,2121,434,1892,323,4031,5438,6664,371,55124,9130,19862,647,270,4043,2434
2015,intensive grazing system,residues,total,9941,97853,7746,10469,178169,56835,27421,15569,32859,3592,124261,27403,22720,7005,12399,22517,17038,128179,1981,274542,48314,28402,11919,2689,47075,5671
2015,intensive grazing system,scavenging,non-dairy cattle,0,0,2026,1013,14901,9402,1007,3432,2731,629,0,0,289,0,307,0,468,98140,252,5850,7341,2936,0,0,33703,389
2015,intensive grazing system,scavenging,dairy cattle,0,0,507,614,2797,1779,1264,952,4179,129,0,0,1660,0,680,0,767,99391,39,1969,1218,318,0,0,39865,126
2015,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,intensive grazing system,scavenging,sheep & goats,0,0,113,35,178,241,710,1378,1435,279,0,0,486,0,511,0,1283,4370,3,1464,190,125,0,797,5253,0
2015,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,intensive grazing system,scavenging,total,0,0,2647,1663,17877,11423,2980,5761,8345,1037,0,0,2435,0,1497,0,2518,201901,294,9283,8748,3380,0,797,78821,515
2015,intensive grazing system,grass & fodder,non-dairy cattle,18199,130568,28161,14081,103002,130663,6957,40698,40970,7462,113118,16897,2000,8148,3066,23317,3238,41549,3957,64591,40523,16210,1902,22944,14269,4613
2015,intensive grazing system,grass & fodder,dairy cattle,3034,32148,4577,5542,19333,16048,3761,8583,54623,1162,55309,14512,4941,9175,2904,19763,2283,21311,503,17759,5493,1436,1517,5071,8548,1134
2015,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,intensive grazing system,grass & fodder,sheep & goats,210,947,2039,634,3211,4346,3549,11689,12171,2234,17911,5973,2428,570,3648,9729,6415,3933,86,26347,1610,1062,4,9111,4727,0
2015,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,intensive grazing system,grass & fodder,total,21443,163663,34776,20257,125545,151056,14266,60970,107764,10857,186337,37382,9369,17893,9618,52809,11935,66793,4545,108697,47626,18708,3423,37126,27543,5747
2015,intensive grazing system,total,dairy cattle,7585,80371,10170,12315,55237,35662,25070,19074,84035,2581,138271,36279,32941,18350,19361,39525,15218,213112,1118,39463,12207,3191,7585,8451,85477,2521
2015,extensive grazing system,total,dairy cattle,603,6658,2742,2452,22719,14058,4248,12842,38460,1509,0,0,324,0,3703,0,773,10852,1097,23595,162,37,0,33264,4604,22346
2015,intensive grazing system,total,non-dairy cattle,30331,217613,40230,20116,294291,186661,19878,67830,54627,12437,188529,28162,5713,13580,8759,38862,9251,207747,7194,117439,73678,29472,9512,30592,71344,7688
2015,extensive grazing system,total,non-dairy cattle,4561,36804,52229,22155,199833,141991,749,47671,88761,10832,0,0,22052,0,22921,0,14259,170397,3670,87569,16897,6296,0,63222,86112,66044
