Commodity,Commodity_Code,Year,State,StFips,Planted All Purposes,Planted All Purposes(UNIT),Harvested,Harvested(UNIT),Yield,Yield(UNIT),Production,Production(UNIT),Price per Unit,Price per Unit(UNIT),Value of production,Value of production(UNIT)
Sunflower Seed For Oil,15831199,2006,Nebraska,31,34,thousand acres,31,thousand acres,1200,pounds,37200,thousand lbs,13.2,dols / cwt,4910,thousand dollars
Sunflower Seed For Oil,15831199,2006,North Dakota,38,770,thousand acres,740,thousand acres,1260,pounds,932400,thousand lbs,13.8,dols / cwt,128671,thousand dollars
Sunflower Seed For Oil,15831199,2006,South Dakota,46,485,thousand acres,410,thousand acres,970,pounds,397700,thousand lbs,14.8,dols / cwt,58860,thousand dollars
Sunflower Seed For Oil,15831199,2006,Texas,48,29,thousand acres,13,thousand acres,1050,pounds,13650,thousand lbs,13.5,dols / cwt,1843,thousand dollars
Sunflower Seed For Oil,15831199,2006,Other States,98,65,thousand acres,62,thousand acres,1137,pounds,70466,thousand lbs,14.6,dols / cwt,10304,thousand dollars
Sunflower Seed For Oil,15831199,2006,United States,99,1658,thousand acres,1514,thousand acres,1181,pounds,1787966,thousand lbs,14.1,dols / cwt,249848,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Colorado,8,20,thousand acres,18,thousand acres,1450,pounds,26100,thousand lbs,16.5,dols / cwt,4307,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Kansas,20,10,thousand acres,9,thousand acres,1340,pounds,12060,thousand lbs,14.9,dols / cwt,1797,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Minnesota,27,34,thousand acres,32,thousand acres,1600,pounds,51200,thousand lbs,16.7,dols / cwt,8550,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Nebraska,31,19,thousand acres,18,thousand acres,1400,pounds,25200,thousand lbs,13,dols / cwt,3276,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,North Dakota,38,130,thousand acres,120,thousand acres,1520,pounds,182400,thousand lbs,16.8,dols / cwt,30643,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,South Dakota,46,45,thousand acres,38,thousand acres,1050,pounds,39900,thousand lbs,17.4,dols / cwt,6943,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Texas,48,23,thousand acres,11,thousand acres,700,pounds,7700,thousand lbs,18.5,dols / cwt,1425,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,Other States,98,11,thousand acres,10,thousand acres,1109,pounds,11087,thousand lbs,18.4,dols / cwt,2043,thousand dollars
Sunflower Seed Non-Oil Use,15831299,2006,United States,99,292,thousand acres,256,thousand acres,1389,pounds,355647,thousand lbs,16.8,dols / cwt,58984,thousand dollars
Sunflower All,15831999,2006,Colorado,8,100,thousand acres,93,thousand acres,1168,pounds,108600,thousand lbs,13.5,dols / cwt,14620,thousand dollars
Sunflower All,15831999,2006,Kansas,20,150,thousand acres,139,thousand acres,1209,pounds,168060,thousand lbs,13.4,dols / cwt,22233,thousand dollars
Sunflower All,15831999,2006,Minnesota,27,89,thousand acres,85,thousand acres,1756,pounds,149250,thousand lbs,15.8,dols / cwt,23061,thousand dollars
Sunflower All,15831999,2006,Nebraska,31,53,thousand acres,49,thousand acres,1273,pounds,62400,thousand lbs,13.1,dols / cwt,8186,thousand dollars
Sunflower All,15831999,2006,North Dakota,38,900,thousand acres,860,thousand acres,1296,pounds,1114800,thousand lbs,14.4,dols / cwt,159314,thousand dollars
Sunflower All,15831999,2006,South Dakota,46,530,thousand acres,448,thousand acres,977,pounds,437600,thousand lbs,15,dols / cwt,65803,thousand dollars
Sunflower All,15831999,2006,Texas,48,52,thousand acres,24,thousand acres,890,pounds,21350,thousand lbs,15.3,dols / cwt,3268,thousand dollars
Sunflower All,15831999,2006,Other States,98,76,thousand acres,72,thousand acres,1133,pounds,81553,thousand lbs,15.1,dols / cwt,12347,thousand dollars
Sunflower All,15831999,2006,United States,99,1950,thousand acres,1770,thousand acres,1211,pounds,2143613,thousand lbs,14.5,dols / cwt,308832,thousand dollars
Beans Large Lima,16113199,2006,California,6,12.9,thousand acres,12.5,thousand acres,1910,pounds,239,thousand hundredweight,,,,
Beans Large Lima,16113199,2006,United States,99,12.9,thousand acres,12.5,thousand acres,1910,pounds,239,thousand hundredweight,,,,
Beans Baby Lima,16113299,2006,California,6,13.5,thousand acres,13,thousand acres,2340,pounds,304,thousand hundredweight,,,,
Beans Baby Lima,16113299,2006,United States,99,13.5,thousand acres,13,thousand acres,2340,pounds,304,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Idaho,16,5.2,thousand acres,5.1,thousand acres,2470,pounds,126,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Michigan,26,80,thousand acres,77.5,thousand acres,1960,pounds,1520,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Minnesota,27,62,thousand acres,56.4,thousand acres,1650,pounds,930,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Nebraska,31,3.1,thousand acres,2.7,thousand acres,2000,pounds,54,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,North Dakota,38,120,thousand acres,113,thousand acres,1400,pounds,1585,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Oregon,41,0.8,thousand acres,0.8,thousand acres,1650,pounds,13,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,South Dakota,46,7.5,thousand acres,6.4,thousand acres,1200,pounds,77,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Washington,53,0.6,thousand acres,0.6,thousand acres,2170,pounds,13,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,Wyoming,56,1.5,thousand acres,1.4,thousand acres,2500,pounds,35,thousand hundredweight,,,,
Beans Navy (Pea/Beans),16171199,2006,United States,99,280.7,thousand acres,263.9,thousand acres,1649,pounds,4353,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,Idaho,16,2.7,thousand acres,2.6,thousand acres,2420,pounds,63,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,Michigan,26,0.5,thousand acres,0.5,thousand acres,2000,pounds,10,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,Nebraska,31,58,thousand acres,49,thousand acres,2100,pounds,1030,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,North Dakota,38,7.5,thousand acres,6.5,thousand acres,1080,pounds,70,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,Washington,53,0,thousand acres,0,thousand acres,,,,,,,,
Beans Great Northern,16171299,2006,Wyoming,56,1,thousand acres,0.7,thousand acres,2430,pounds,17,thousand hundredweight,,,,
Beans Great Northern,16171299,2006,United States,99,69.7,thousand acres,59.3,thousand acres,2007,pounds,1190,thousand hundredweight,,,,
Beans Small White,16171399,2006,Idaho,16,1.2,thousand acres,1.2,thousand acres,2330,pounds,28,thousand hundredweight,,,,
Beans Small White,16171399,2006,Oregon,41,0.4,thousand acres,0.4,thousand acres,1990,pounds,8,thousand hundredweight,,,,
Beans Small White,16171399,2006,Washington,53,0.5,thousand acres,0.5,thousand acres,2000,pounds,10,thousand hundredweight,,,,
Beans Small White,16171399,2006,United States,99,2.1,thousand acres,2.1,thousand acres,2190,pounds,46,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Colorado,8,53,thousand acres,45,thousand acres,1900,pounds,855,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Idaho,16,26,thousand acres,25.5,thousand acres,2500,pounds,638,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Kansas,20,11,thousand acres,10,thousand acres,2100,pounds,210,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Michigan,26,5,thousand acres,4.9,thousand acres,1900,pounds,93,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Minnesota,27,16,thousand acres,15.3,thousand acres,1500,pounds,230,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Montana,30,10.7,thousand acres,10.5,thousand acres,2230,pounds,234,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Nebraska,31,64.3,thousand acres,59.5,thousand acres,2290,pounds,1363,thousand hundredweight,,,,
Beans Pinto,16171699,2006,New Mexico,35,8.2,thousand acres,8.2,thousand acres,2400,pounds,197,thousand hundredweight,,,,
Beans Pinto,16171699,2006,North Dakota,38,453,thousand acres,435,thousand acres,1150,pounds,4988,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Oregon,41,1,thousand acres,0.9,thousand acres,2250,pounds,20,thousand hundredweight,,,,
Beans Pinto,16171699,2006,South Dakota,46,2.4,thousand acres,2.1,thousand acres,1900,pounds,40,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Utah,49,3,thousand acres,0.5,thousand acres,350,pounds,2,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Washington,53,6.3,thousand acres,6.2,thousand acres,2310,pounds,143,thousand hundredweight,,,,
Beans Pinto,16171699,2006,Wyoming,56,25,thousand acres,24,thousand acres,2130,pounds,510,thousand hundredweight,,,,
Beans Pinto,16171699,2006,United States,99,684.9,thousand acres,647.6,thousand acres,1471,pounds,9523,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,California,6,1.9,thousand acres,1.9,thousand acres,1470,pounds,28,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,Colorado,8,5,thousand acres,4.6,thousand acres,1800,pounds,83,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,Idaho,16,1.6,thousand acres,1.6,thousand acres,1880,pounds,30,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,Michigan,26,11.3,thousand acres,10.3,thousand acres,1700,pounds,175,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,Minnesota,27,9,thousand acres,8.5,thousand acres,2150,pounds,183,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,Nebraska,31,8.6,thousand acres,7.3,thousand acres,2400,pounds,175,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,New York,36,7,thousand acres,6.6,thousand acres,1450,pounds,96,thousand hundredweight,,,,
Beans Light Red Kidney,16171899,2006,United States,99,44.4,thousand acres,40.8,thousand acres,1887,pounds,770,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,California,6,0.4,thousand acres,0.4,thousand acres,2250,pounds,9,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Idaho,16,1.8,thousand acres,1.8,thousand acres,1940,pounds,35,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Michigan,26,4,thousand acres,3.6,thousand acres,1170,pounds,42,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Minnesota,27,31,thousand acres,29.3,thousand acres,1850,pounds,542,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,New York,36,2,thousand acres,1.9,thousand acres,840,pounds,16,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,North Dakota,38,2,thousand acres,1.9,thousand acres,1630,pounds,31,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Oregon,41,0.5,thousand acres,0.5,thousand acres,2200,pounds,11,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Washington,53,1.5,thousand acres,1.5,thousand acres,2000,pounds,30,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,Wisconsin,55,5.6,thousand acres,5.5,thousand acres,1960,pounds,108,thousand hundredweight,,,,
Beans Dark Red Kidney,16171999,2006,United States,99,48.8,thousand acres,46.4,thousand acres,1776,pounds,824,thousand hundredweight,,,,
Beans Pink,16172199,2006,California,6,0.2,thousand acres,0.2,thousand acres,1500,pounds,3,thousand hundredweight,,,,
Beans Pink,16172199,2006,Idaho,16,10.4,thousand acres,10.2,thousand acres,2400,pounds,245,thousand hundredweight,,,,
Beans Pink,16172199,2006,Minnesota,27,10.5,thousand acres,9.7,thousand acres,1200,pounds,116,thousand hundredweight,,,,
Beans Pink,16172199,2006,North Dakota,38,20,thousand acres,19.4,thousand acres,1430,pounds,277,thousand hundredweight,,,,
Beans Pink,16172199,2006,Washington,53,4.2,thousand acres,3.9,thousand acres,2310,pounds,90,thousand hundredweight,,,,
Beans Pink,16172199,2006,United States,99,45.3,thousand acres,43.4,thousand acres,1684,pounds,731,thousand hundredweight,,,,
Beans Small Red,16172299,2006,Idaho,16,3.8,thousand acres,3.7,thousand acres,2460,pounds,91,thousand hundredweight,,,,
Beans Small Red,16172299,2006,Michigan,26,20,thousand acres,19.5,thousand acres,2000,pounds,390,thousand hundredweight,,,,
Beans Small Red,16172299,2006,Minnesota,27,2.5,thousand acres,2.4,thousand acres,1330,pounds,32,thousand hundredweight,,,,
Beans Small Red,16172299,2006,North Dakota,38,6,thousand acres,5.7,thousand acres,1190,pounds,68,thousand hundredweight,,,,
Beans Small Red,16172299,2006,Washington,53,3.2,thousand acres,3.1,thousand acres,2190,pounds,68,thousand hundredweight,,,,
Beans Small Red,16172299,2006,United States,99,35.5,thousand acres,34.4,thousand acres,1887,pounds,649,thousand hundredweight,,,,
Beans Cranberry,16172399,2006,California,6,0.8,thousand acres,0.8,thousand acres,1880,pounds,15,thousand hundredweight,,,,
Beans Cranberry,16172399,2006,Idaho,16,1,thousand acres,1,thousand acres,1900,pounds,19,thousand hundredweight,,,,
Beans Cranberry,16172399,2006,Michigan,26,8,thousand acres,7.9,thousand acres,1460,pounds,115,thousand hundredweight,,,,
Beans Cranberry,16172399,2006,United States,99,9.8,thousand acres,9.7,thousand acres,1536,pounds,149,thousand hundredweight,,,,
Beans Black,16172599,2006,California,6,0.6,thousand acres,0.6,thousand acres,1670,pounds,10,thousand hundredweight,,,,
Beans Black,16172599,2006,Idaho,16,2.8,thousand acres,2.8,thousand acres,2320,pounds,65,thousand hundredweight,,,,
Beans Black,16172599,2006,Michigan,26,91.6,thousand acres,86.6,thousand acres,1930,pounds,1670,thousand hundredweight,,,,
Beans Black,16172599,2006,Minnesota,27,12.3,thousand acres,11.8,thousand acres,1400,pounds,165,thousand hundredweight,,,,
Beans Black,16172599,2006,Nebraska,31,2.9,thousand acres,2.7,thousand acres,2110,pounds,57,thousand hundredweight,,,,
Beans Black,16172599,2006,New York,36,9,thousand acres,8.6,thousand acres,1600,pounds,138,thousand hundredweight,,,,
Beans Black,16172599,2006,North Dakota,38,46,thousand acres,44,thousand acres,1180,pounds,520,thousand hundredweight,,,,
Beans Black,16172599,2006,Washington,53,2.2,thousand acres,2.2,thousand acres,2180,pounds,48,thousand hundredweight,,,,
Beans Black,16172599,2006,United States,99,167.4,thousand acres,159.3,thousand acres,1678,pounds,2673,thousand hundredweight,,,,
Beans Blackeye,16174199,2006,California,6,12.6,thousand acres,12.5,thousand acres,2420,pounds,303,thousand hundredweight,,,,
Beans Blackeye,16174199,2006,Texas,48,18.8,thousand acres,16.9,thousand acres,1360,pounds,230,thousand hundredweight,,,,
Beans Blackeye,16174199,2006,United States,99,31.4,thousand acres,29.4,thousand acres,1813,pounds,533,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,California,6,16,thousand acres,15.3,thousand acres,1290,pounds,198,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,Idaho,16,44,thousand acres,43.2,thousand acres,1100,pounds,476,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,Montana,30,8.8,thousand acres,8.1,thousand acres,880,pounds,71,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,Nebraska,31,1.1,thousand acres,1,thousand acres,900,pounds,9,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,North Dakota,38,13,thousand acres,12.2,thousand acres,910,pounds,111,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,Oregon,41,3.5,thousand acres,3.5,thousand acres,1830,pounds,64,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,South Dakota,46,9.4,thousand acres,8.6,thousand acres,850,pounds,73,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,Washington,53,41,thousand acres,41,thousand acres,1310,pounds,537,thousand hundredweight,,,,
Chickpeas All (Garbanzo),16174299,2006,United States,99,136.8,thousand acres,132.9,thousand acres,1158,pounds,1539,thousand hundredweight,25.4,dols / cwt,39060,thousand dollars
Chickpeas Small (Garbanzo Smaller than 20/64 in),16174399,2006,Idaho,16,4,thousand acres,3.9,thousand acres,1130,pounds,44,thousand hundredweight,,,,
Chickpeas Small (Garbanzo Smaller than 20/64 in),16174399,2006,Montana,30,2.4,thousand acres,1.9,thousand acres,800,pounds,15,thousand hundredweight,,,,
Chickpeas Small (Garbanzo Smaller than 20/64 in),16174399,2006,North Dakota,38,7.5,thousand acres,7,thousand acres,690,pounds,48,thousand hundredweight,,,,
Chickpeas Small (Garbanzo Smaller than 20/64 in),16174399,2006,Washington,53,3.5,thousand acres,3.5,thousand acres,1200,pounds,42,thousand hundredweight,,,,
Chickpeas Small (Garbanzo Smaller than 20/64 in),16174399,2006,United States,99,17.4,thousand acres,16.3,thousand acres,914,pounds,149,thousand hundredweight,15.9,dols / cwt,2095,thousand dollars
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,California,6,16,thousand acres,15.3,thousand acres,1290,pounds,198,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,Idaho,16,40,thousand acres,39.3,thousand acres,1100,pounds,432,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,Montana,30,6.4,thousand acres,6.2,thousand acres,900,pounds,56,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,Nebraska,31,1.1,thousand acres,1,thousand acres,900,pounds,9,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,North Dakota,38,5.5,thousand acres,5.2,thousand acres,1210,pounds,63,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,Oregon,41,3.5,thousand acres,3.5,thousand acres,1830,pounds,64,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,South Dakota,46,9.4,thousand acres,8.6,thousand acres,850,pounds,73,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,Washington,53,37.5,thousand acres,37.5,thousand acres,1320,pounds,495,thousand hundredweight,,,,
Chickpeas Large (Garbanzo Larger than 20/64 in),16174499,2006,United States,99,119.4,thousand acres,116.6,thousand acres,1192,pounds,1390,thousand hundredweight,26.3,dols / cwt,36965,thousand dollars
Beans Other Dry Edible,16179899,2006,California,6,8.1,thousand acres,7.8,thousand acres,1280,pounds,100,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Colorado,8,5,thousand acres,4.4,thousand acres,2000,pounds,88,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Idaho,16,4.5,thousand acres,4.3,thousand acres,2090,pounds,90,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Michigan,26,4.6,thousand acres,4.2,thousand acres,1670,pounds,70,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Minnesota,27,1.7,thousand acres,1.6,thousand acres,1880,pounds,30,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Nebraska,31,2,thousand acres,1.8,thousand acres,2220,pounds,40,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,New York,36,1,thousand acres,0.9,thousand acres,1220,pounds,11,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,North Dakota,38,2.5,thousand acres,2.3,thousand acres,1300,pounds,30,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Oregon,41,3.8,thousand acres,3.7,thousand acres,2000,pounds,74,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,South Dakota,46,2.2,thousand acres,1.9,thousand acres,1800,pounds,34,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Texas,48,1.2,thousand acres,1.1,thousand acres,690,pounds,8,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Washington,53,1.5,thousand acres,1.5,thousand acres,1935,pounds,29,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,Wyoming,56,1.5,thousand acres,1.4,thousand acres,2000,pounds,28,thousand hundredweight,,,,
Beans Other Dry Edible,16179899,2006,United States,99,39.6,thousand acres,36.9,thousand acres,1713,pounds,632,thousand hundredweight,,,,
Beans Dry Edible,16199999,2006,California,6,67,thousand acres,65,thousand acres,1860,pounds,1209,thousand hundredweight,46.6,dols / cwt,56339,thousand dollars
Beans Dry Edible,16199999,2006,Colorado,8,63,thousand acres,54,thousand acres,1900,pounds,1026,thousand hundredweight,22.5,dols / cwt,23085,thousand dollars
Beans Dry Edible,16199999,2006,Idaho,16,105,thousand acres,103,thousand acres,1850,pounds,1906,thousand hundredweight,22.7,dols / cwt,43266,thousand dollars
Beans Dry Edible,16199999,2006,Kansas,20,11,thousand acres,10,thousand acres,2100,pounds,210,thousand hundredweight,23.3,dols / cwt,4893,thousand dollars
Beans Dry Edible,16199999,2006,Michigan,26,225,thousand acres,215,thousand acres,1900,pounds,4085,thousand hundredweight,21.1,dols / cwt,86194,thousand dollars
Beans Dry Edible,16199999,2006,Minnesota,27,145,thousand acres,135,thousand acres,1650,pounds,2228,thousand hundredweight,24.4,dols / cwt,54363,thousand dollars
Beans Dry Edible,16199999,2006,Montana,30,19.5,thousand acres,18.6,thousand acres,1640,pounds,305,thousand hundredweight,20.5,dols / cwt,6253,thousand dollars
Beans Dry Edible,16199999,2006,Nebraska,31,140,thousand acres,124,thousand acres,2200,pounds,2728,thousand hundredweight,21.3,dols / cwt,58106,thousand dollars
Beans Dry Edible,16199999,2006,New Mexico,35,8.2,thousand acres,8.2,thousand acres,2400,pounds,197,thousand hundredweight,26,dols / cwt,5122,thousand dollars
Beans Dry Edible,16199999,2006,New York,36,19,thousand acres,18,thousand acres,1450,pounds,261,thousand hundredweight,25.9,dols / cwt,6760,thousand dollars
Beans Dry Edible,16199999,2006,North Dakota,38,670,thousand acres,640,thousand acres,1200,pounds,7680,thousand hundredweight,20.2,dols / cwt,155136,thousand dollars
Beans Dry Edible,16199999,2006,Oregon,41,10,thousand acres,9.8,thousand acres,1940,pounds,190,thousand hundredweight,24.4,dols / cwt,4636,thousand dollars
Beans Dry Edible,16199999,2006,South Dakota,46,21.5,thousand acres,19,thousand acres,1180,pounds,224,thousand hundredweight,18.7,dols / cwt,4189,thousand dollars
Beans Dry Edible,16199999,2006,Texas,48,20,thousand acres,18,thousand acres,1320,pounds,238,thousand hundredweight,25.6,dols / cwt,6093,thousand dollars
Beans Dry Edible,16199999,2006,Utah,49,3,thousand acres,0.5,thousand acres,350,pounds,2,thousand hundredweight,21,dols / cwt,42,thousand dollars
Beans Dry Edible,16199999,2006,Washington,53,61,thousand acres,60.5,thousand acres,1600,pounds,968,thousand hundredweight,24.4,dols / cwt,23619,thousand dollars
Beans Dry Edible,16199999,2006,Wisconsin,55,5.6,thousand acres,5.5,thousand acres,1960,pounds,108,thousand hundredweight,28.5,dols / cwt,3078,thousand dollars
Beans Dry Edible,16199999,2006,Wyoming,56,29,thousand acres,27.5,thousand acres,2150,pounds,590,thousand hundredweight,22,dols / cwt,12980,thousand dollars
Beans Dry Edible,16199999,2006,United States,99,1622.8,thousand acres,1531.6,thousand acres,1577,pounds,24155,thousand hundredweight,22.1,dols / cwt,554154,thousand dollars
Peas Dry Edible,16399999,2006,Idaho,16,30,thousand acres,29,thousand acres,1600,pounds,464,thousand hundredweight,7.77,dols / cwt,3605,thousand dollars
Peas Dry Edible,16399999,2006,Montana,30,210,thousand acres,191,thousand acres,1080,pounds,2063,thousand hundredweight,6.64,dols / cwt,13698,thousand dollars
Peas Dry Edible,16399999,2006,North Dakota,38,610,thousand acres,590,thousand acres,1580,pounds,9322,thousand hundredweight,6.33,dols / cwt,59008,thousand dollars
Peas Dry Edible,16399999,2006,Oregon,41,8.5,thousand acres,8.1,thousand acres,2050,pounds,166,thousand hundredweight,7.5,dols / cwt,1245,thousand dollars
Peas Dry Edible,16399999,2006,Washington,53,67,thousand acres,66,thousand acres,1800,pounds,1188,thousand hundredweight,7.42,dols / cwt,8815,thousand dollars
Peas Dry Edible,16399999,2006,United States,99,925.5,thousand acres,884.1,thousand acres,1493,pounds,13203,thousand hundredweight,6.56,dols / cwt,86371,thousand dollars
Lentils,16599999,2006,Idaho,16,50,thousand acres,49,thousand acres,950,pounds,466,thousand hundredweight,15.5,dols / cwt,7223,thousand dollars
Lentils,16599999,2006,Montana,30,142,thousand acres,134,thousand acres,600,pounds,804,thousand hundredweight,10.8,dols / cwt,8683,thousand dollars
Lentils,16599999,2006,North Dakota,38,160,thousand acres,148,thousand acres,820,pounds,1214,thousand hundredweight,9.72,dols / cwt,11800,thousand dollars
Lentils,16599999,2006,Washington,53,77,thousand acres,76,thousand acres,1000,pounds,760,thousand hundredweight,16.6,dols / cwt,12616,thousand dollars
Lentils,16599999,2006,United States,99,429,thousand acres,407,thousand acres,797,pounds,3244,thousand hundredweight,12.4,dols / cwt,40322,thousand dollars
Peas Austrian Winter,16819999,2006,Idaho,16,9,thousand acres,8,thousand acres,1300,pounds,104,thousand hundredweight,6.89,dols / cwt,717,thousand dollars
Peas Austrian Winter,16819999,2006,Montana,30,32,thousand acres,12,thousand acres,920,pounds,110,thousand hundredweight,7.93,dols / cwt,872,thousand dollars
Peas Austrian Winter,16819999,2006,Oregon,41,5,thousand acres,2.5,thousand acres,1800,pounds,45,thousand hundredweight,7.44,dols / cwt,335,thousand dollars
Peas Austrian Winter,16819999,2006,United States,99,46,thousand acres,22.5,thousand acres,1151,pounds,259,thousand hundredweight,7.14,dols / cwt,1924,thousand dollars
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Arizona,4,45,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Arkansas,5,3,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,California,6,200,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Colorado,8,130,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Connecticut,9,2,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Delaware,10,1,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Idaho,16,180,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Illinois,17,60,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Indiana,18,35,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Iowa,19,130,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Kansas,20,105,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Kentucky,21,43,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Maine,23,2,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Maryland,24,8,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Massachusetts,25,1,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Michigan,26,120,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Minnesota,27,240,thousand acres,,,,,,,,,,
